gene_symbol,mean_logfc,median_logfc,common_experiment,organism,signature_type
TFF3,4.14965862073146,4.14965862073146,4.14965862073146,human,UP
SLPI,3.0673865372605,3.0673865372605,3.0673865372605,human,UP
PAEP,2.599532793521704,2.599532793521704,2.599532793521704,human,UP
SCGB2A1,2.519432876365835,2.519432876365835,2.519432876365835,human,UP
SPP1,1.541882254497453,1.541882254497453,1.541882254497453,human,UP
CCL20,1.528470688816632,1.528470688816632,1.528470688816632,human,UP
PIGR,1.456528084619415,1.456528084619415,1.456528084619415,human,UP
DEFB1,1.301017592293714,1.301017592293714,1.301017592293714,human,UP
LCN2,1.289587467558164,1.289587467558164,1.289587467558164,human,UP
CYB5A,1.259122598809344,1.259122598809344,1.259122598809344,human,UP
AGR2,1.257820678510932,1.257820678510932,1.257820678510932,human,UP
GNG11,1.224587075060077,1.224587075060077,1.224587075060077,human,UP
CKB,1.215389680235337,1.215389680235337,1.215389680235337,human,UP
SERPINA5,1.151560138199017,1.151560138199017,1.151560138199017,human,UP
CD74,1.150769822665587,1.150769822665587,1.150769822665587,human,UP
IDH1,1.141666300210644,1.141666300210644,1.141666300210644,human,UP
SERPINA3,1.120496804732102,1.120496804732102,1.120496804732102,human,UP
HLA-DRA,1.108643120796115,1.108643120796115,1.108643120796115,human,UP
SERPINA1,1.098163839381244,1.098163839381244,1.098163839381244,human,UP
MT1F,1.070741505486165,1.070741505486165,1.070741505486165,human,UP
MGST1,1.056146310912308,1.056146310912308,1.056146310912308,human,UP
CLU,1.046972554426418,1.046972554426418,1.046972554426418,human,UP
MT1X,1.013707388020312,1.013707388020312,1.013707388020312,human,UP
COL1A2,1.009283239299894,1.009283239299894,1.009283239299894,human,UP
SH3YL1,1.001888026805971,1.001888026805971,1.001888026805971,human,UP
TRH,0.9860095361347072,0.9860095361347072,0.9860095361347072,human,UP
RNASET2,0.9835863436692688,0.9835863436692688,0.9835863436692688,human,UP
MMP26,0.9210083467950244,0.9210083467950244,0.9210083467950244,human,UP
TFPI2,0.9172812301720796,0.9172812301720796,0.9172812301720796,human,UP
AC025580.1,0.9092510886966072,0.9092510886966072,0.9092510886966072,human,UP
ASRGL1,0.8782714055442216,0.8782714055442216,0.8782714055442216,human,UP
SMIM22,0.8427888499201361,0.8427888499201361,0.8427888499201361,human,UP
TMEM101,0.8001703758798429,0.8001703758798429,0.8001703758798429,human,UP
FOSB,0.7800623215674545,0.7800623215674545,0.7800623215674545,human,UP
HLA-DRB1,0.7554917908231427,0.7554917908231427,0.7554917908231427,human,UP
MT2A,0.7448664439982848,0.7448664439982848,0.7448664439982848,human,UP
CYP51A1,0.7420144844516297,0.7420144844516297,0.7420144844516297,human,UP
SSR4,0.7298857019644029,0.7298857019644029,0.7298857019644029,human,UP
ECI2,0.7249633817062338,0.7249633817062338,0.7249633817062338,human,UP
FOS,0.7176593434129863,0.7176593434129863,0.7176593434129863,human,UP
NDUFA4,0.7173861970897155,0.7173861970897155,0.7173861970897155,human,UP
SLC26A2,0.7159840191153128,0.7159840191153128,0.7159840191153128,human,UP
CP,0.7097780729890139,0.7097780729890139,0.7097780729890139,human,UP
TSTD1,0.6933159399731756,0.6933159399731756,0.6933159399731756,human,UP
FAM177A1,0.680577801468065,0.680577801468065,0.680577801468065,human,UP
C4orf3,0.6775856200934014,0.6775856200934014,0.6775856200934014,human,UP
CSRP2,0.6640583205496787,0.6640583205496787,0.6640583205496787,human,UP
RHOB,0.6546375215872255,0.6546375215872255,0.6546375215872255,human,UP
CIB1,0.6536686011767914,0.6536686011767914,0.6536686011767914,human,UP
RGCC,0.6460860689022734,0.6460860689022734,0.6460860689022734,human,UP
RRAD,0.6435266013681555,0.6435266013681555,0.6435266013681555,human,UP
PAPSS1,0.6426825130645675,0.6426825130645675,0.6426825130645675,human,UP
G0S2,0.6340813390529076,0.6340813390529076,0.6340813390529076,human,UP
TMEM256,0.6309694217664619,0.6309694217664619,0.6309694217664619,human,UP
PPDPF,0.6301051154540995,0.6301051154540995,0.6301051154540995,human,UP
GAPDH,0.6297157193825398,0.6297157193825398,0.6297157193825398,human,UP
NNMT,0.6266129350030096,0.6266129350030096,0.6266129350030096,human,UP
ATP5MC2,0.6236726795591991,0.6236726795591991,0.6236726795591991,human,UP
DDT,0.6229899441022544,0.6229899441022544,0.6229899441022544,human,UP
IER2,0.6157227640421565,0.6157227640421565,0.6157227640421565,human,UP
IER3,0.6123115678257247,0.6123115678257247,0.6123115678257247,human,UP
MGST2,0.6111260899767877,0.6111260899767877,0.6111260899767877,human,UP
CLDN10,0.6101648828750508,0.6101648828750508,0.6101648828750508,human,UP
AC024230.1,0.6093079819089103,0.6093079819089103,0.6093079819089103,human,UP
LDHB,0.6006233382111315,0.6006233382111315,0.6006233382111315,human,UP
CD81,0.5941744115248313,0.5941744115248313,0.5941744115248313,human,UP
BIRC3,0.5935822512988038,0.5935822512988038,0.5935822512988038,human,UP
GADD45B,0.5871695824989831,0.5871695824989831,0.5871695824989831,human,UP
HLA-DMA,0.5860120104301274,0.5860120104301274,0.5860120104301274,human,UP
PRDX4,0.5858830001396228,0.5858830001396228,0.5858830001396228,human,UP
DUSP23,0.5853010315521423,0.5853010315521423,0.5853010315521423,human,UP
TMEM141,0.5851893867814374,0.5851893867814374,0.5851893867814374,human,UP
FXYD3,0.5767765844296122,0.5767765844296122,0.5767765844296122,human,UP
DUSP1,0.5765675479365107,0.5765675479365107,0.5765675479365107,human,UP
DHRS7,0.5733148372719974,0.5733148372719974,0.5733148372719974,human,UP
COX8A,0.5700262840321881,0.5700262840321881,0.5700262840321881,human,UP
FOLR1,0.5582299494550702,0.5582299494550702,0.5582299494550702,human,UP
MSMO1,0.5557501999094422,0.5557501999094422,0.5557501999094422,human,UP
HIST1H2BC,0.5551804738797828,0.5551804738797828,0.5551804738797828,human,UP
RASD1,0.5545975555072631,0.5545975555072631,0.5545975555072631,human,UP
SCP2,0.5533316909333077,0.5533316909333077,0.5533316909333077,human,UP
TMEM205,0.5505041497144562,0.5505041497144562,0.5505041497144562,human,UP
DCXR,0.5486440332408311,0.5486440332408311,0.5486440332408311,human,UP
ATP6V1G1,0.5444807876155762,0.5444807876155762,0.5444807876155762,human,UP
DBI,0.5443554521960581,0.5443554521960581,0.5443554521960581,human,UP
IDI1,0.5431084194580347,0.5431084194580347,0.5431084194580347,human,UP
MMP7,0.542816021861579,0.542816021861579,0.542816021861579,human,UP
KLF6,0.5422868550741162,0.5422868550741162,0.5422868550741162,human,UP
CRYAB,0.5413228423512347,0.5413228423512347,0.5413228423512347,human,UP
PDK4,0.5381209388766715,0.5381209388766715,0.5381209388766715,human,UP
MSX1,0.5348804601674015,0.5348804601674015,0.5348804601674015,human,UP
AREG,0.5285290489964543,0.5285290489964543,0.5285290489964543,human,UP
PPP1CB,0.526654040867014,0.526654040867014,0.526654040867014,human,UP
GUSB,0.5244952142095404,0.5244952142095404,0.5244952142095404,human,UP
C2orf88,0.521230901148398,0.521230901148398,0.521230901148398,human,UP
HINT1,0.5208544340634562,0.5208544340634562,0.5208544340634562,human,UP
SPCS1,0.5202953640916836,0.5202953640916836,0.5202953640916836,human,UP
SMDT1,0.5195042194139958,0.5195042194139958,0.5195042194139958,human,UP
INSIG1,0.5194089396570988,0.5194089396570988,0.5194089396570988,human,UP
ECHS1,0.5169310461891619,0.5169310461891619,0.5169310461891619,human,UP
CUTA,0.511548923816282,0.511548923816282,0.511548923816282,human,UP
HIST1H1C,0.5097665782701263,0.5097665782701263,0.5097665782701263,human,UP
TM4SF1,0.5095706690553055,0.5095706690553055,0.5095706690553055,human,UP
C1orf122,0.5079273719668376,0.5079273719668376,0.5079273719668376,human,UP
GSTK1,0.5057281747353648,0.5057281747353648,0.5057281747353648,human,UP
DNAJC15,0.5008491662172125,0.5008491662172125,0.5008491662172125,human,UP
MT1H,0.4999426400238455,0.4999426400238455,0.4999426400238455,human,UP
SLC40A1,0.4995800509485315,0.4995800509485315,0.4995800509485315,human,UP
ST6GALNAC1,0.4984757367015907,0.4984757367015907,0.4984757367015907,human,UP
CREB3L1,0.4951502421523218,0.4951502421523218,0.4951502421523218,human,UP
PHLDA2,0.4894549859274047,0.4894549859274047,0.4894549859274047,human,UP
TSPAN1,0.4889095377541621,0.4889095377541621,0.4889095377541621,human,UP
PHPT1,0.4882779248850289,0.4882779248850289,0.4882779248850289,human,UP
SDC4,0.4881901140869738,0.4881901140869738,0.4881901140869738,human,UP
PRDX5,0.4877583071664455,0.4877583071664455,0.4877583071664455,human,UP
