gene_symbol,mean_logfc,median_logfc,common_experiment,organism,signature_type
HSPA6,2.914676359886736,2.914676359886736,2.914676359886736,human,UP
HSPA1A,2.861317601329526,2.861317601329526,2.861317601329526,human,UP
HSPA1B,2.633971156418367,2.633971156418367,2.633971156418367,human,UP
CRYAB,2.519842029957039,2.519842029957039,2.519842029957039,human,UP
HSPH1,2.296624533417982,2.296624533417982,2.296624533417982,human,UP
ATF3,2.247962244139176,2.247962244139176,2.247962244139176,human,UP
HSP90AA1,2.127781395944681,2.127781395944681,2.127781395944681,human,UP
C11orf96,2.113282281512309,2.113282281512309,2.113282281512309,human,UP
DNAJB1,2.064663858344965,2.064663858344965,2.064663858344965,human,UP
NFKBIA,1.831351534336407,1.831351534336407,1.831351534336407,human,UP
ZFAND2A,1.753726777139666,1.753726777139666,1.753726777139666,human,UP
PPP1R15A,1.744590409059818,1.744590409059818,1.744590409059818,human,UP
BAG3,1.73691828921811,1.73691828921811,1.73691828921811,human,UP
KLF6,1.715561528683406,1.715561528683406,1.715561528683406,human,UP
THBS1,1.658686779002809,1.658686779002809,1.658686779002809,human,UP
DNAJA1,1.631938739074241,1.631938739074241,1.631938739074241,human,UP
IER3,1.616842809173626,1.616842809173626,1.616842809173626,human,UP
UBC,1.559333836983281,1.559333836983281,1.559333836983281,human,UP
SOD2,1.54148804129695,1.54148804129695,1.54148804129695,human,UP
NEAT1,1.540459180994701,1.540459180994701,1.540459180994701,human,UP
NR4A1,1.523084052096564,1.523084052096564,1.523084052096564,human,UP
SERPINE1,1.515950227186442,1.515950227186442,1.515950227186442,human,UP
BTG1,1.511766829177336,1.511766829177336,1.511766829177336,human,UP
GADD45B,1.46738579395569,1.46738579395569,1.46738579395569,human,UP
HSPB1,1.446371519256721,1.446371519256721,1.446371519256721,human,UP
HSPD1,1.439126498855432,1.439126498855432,1.439126498855432,human,UP
EMP1,1.422274096562996,1.422274096562996,1.422274096562996,human,UP
ARC,1.401281397295653,1.401281397295653,1.401281397295653,human,UP
