"exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","drug_name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID"
2147,-0.369912457363709,5e-05,0.00931590163934426,"file16e9c44ee38_logFC_0","TAHOE","Abemaciclib",0.0500000007450581,24,"ACH-000958","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
3686,-0.311431337625096,0.00066,0.0430606429391504,"file16e9c44ee38_logFC_0","TAHOE","Allopurinol",0.5,24,"ACH-000139","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
6283,-0.325371997997695,0.00035,0.0259992810457516,"file16e9c44ee38_logFC_0","TAHOE","Auranofin",5,24,"ACH-000628","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
6303,-0.350548111585818,0.00012,0.0142616023166023,"file16e9c44ee38_logFC_0","TAHOE","Azithromycin (hydrate)",0.0500000007450581,24,"ACH-000681","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
7682,-0.297893117270657,0.00158,0.0927548140495868,"file16e9c44ee38_logFC_0","TAHOE","Belzutifan",0.0500000007450581,24,"ACH-000628","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
8084,-0.349390984971071,0.00013,0.0142616023166023,"file16e9c44ee38_logFC_0","TAHOE","Benproperine (phosphate)",5,24,"ACH-000139","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
8472,-0.322940963046608,0.00036,0.0261273563218391,"file16e9c44ee38_logFC_0","TAHOE","Berbamine",0.5,24,"ACH-000950","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
8581,-0.303146490339655,0.00117,0.071262154340836,"file16e9c44ee38_logFC_0","TAHOE","Berbamine (dihydrochloride)",0.0500000007450581,24,"ACH-000628","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
9134,-0.332460526264731,0.00027,0.0227308,"file16e9c44ee38_logFC_0","TAHOE","Bestatin",5,24,"ACH-000139","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
9213,-0.356013686297792,9e-05,0.0118116166281755,"file16e9c44ee38_logFC_0","TAHOE","Bestatin (hydrochloride)",0.5,24,"ACH-000861","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
