gene_symbol,logfc_dz:912,logfc_dz:913,logfc_dz:503,logfc_dz:877,logfc_dz:878,mean_logfc,median_logfc,common_experiment,organism
MYH1,0.21467284858226776,0.13842512667179108,-0.07609108090400696,-0.13830751180648804,-0.18296001851558685,-0.008852127194404601,-0.07609108090400696,0.21467284858226776,human
MYLPF,0.20086723566055298,0.07894901186227798,0.03356083482503891,0.033151280134916306,-0.07016478478908539,0.05527271553874016,0.03356083482503891,0.20086723566055298,human
MYBPC2,0.17725378274917603,0.16914324462413788,-0.059605102986097336,-0.09980522096157074,-0.06692684441804886,0.024011971801519393,-0.059605102986097336,0.17725378274917603,human
LDHA,0.14773601293563843,0.044012926518917084,-0.018140099942684174,-0.04630530625581741,-0.06444692611694336,0.012571321427822113,-0.018140099942684174,0.14773601293563843,human
TNNI2,0.1418682485818863,,-0.07146567851305008,-0.08375021815299988,-0.10335700958967209,-0.02917616441845894,-0.07760794833302498,0.1418682485818863,human
ATP2A1,0.13949482142925262,0.10079731047153473,-0.06881995499134064,-0.06445817649364471,-0.12173113226890564,-0.0029434263706207275,-0.06445817649364471,0.13949482142925262,human
CASQ1,0.10270658880472183,0.09954546391963959,0.03975983336567879,0.01776272803544998,,0.06494365353137255,0.06965264864265919,0.10270658880472183,human
PDLIM3,0.0820782333612442,0.11296440660953522,0.058982811868190765,0.048402827233076096,,0.07560706976801157,0.07053052261471748,0.0820782333612442,human
TNNC2,0.07978767901659012,-0.06198912858963013,,,-0.06453897058963776,-0.015580140054225922,-0.06198912858963013,0.07978767901659012,human
PPP1R3C,0.07899309694766998,0.09445670992136002,-0.04466993734240532,-0.05429602786898613,-0.035685788840055466,0.007759610563516617,-0.035685788840055466,0.07899309694766998,human
ACTN3,0.0780164822936058,0.18317018449306488,0.16755898296833038,0.13140057027339935,0.14149895310401917,0.1403290346264839,0.14149895310401917,0.0780164822936058,human
LGALS1,0.0722309872508049,0.11011513322591782,,,,0.09117306023836136,0.09117306023836136,0.0722309872508049,human
CA3,0.07037978619337082,0.07392636686563492,-0.03695618733763695,,-0.039764221757650375,0.016896435990929604,0.016711799427866936,0.07037978619337082,human
HBB,0.0647488608956337,0.06302917003631592,0.06624056398868561,0.057144761085510254,0.02149594947695732,0.05453186109662056,0.06302917003631592,0.0647488608956337,human
ACTC1,0.06466968357563019,0.05994464457035065,0.05660461634397507,0.09246014058589935,0.05079236626625061,0.06489429026842117,0.05994464457035065,0.06466968357563019,human
