id,cell_type,ctrl_ids,disease_name,geo_id,organism,pert_ids,platform,version
dz:P1548,Cells|Bronchial|Alveolar,GSM1659083|GSM1659084|GSM1659085|GSM1659086|GSM1659087|GSM1659088|GSM1659089|GSM1659090|GSM1659091|GSM1659092|GSM1659093|GSM1659094|GSM1659095|GSM1659096|GSM1659097|GSM1659098|GSM1659099|GSM1659100|GSM1659101|GSM1659102|GSM1659103|GSM1659104|GSM1659105|GSM1659106|GSM1659107|GSM1659108|GSM1659109|GSM1659110|GSM1659111|GSM1659112|GSM1659113|GSM1659114|GSM1659115|GSM1659116|GSM1659117|GSM1659118|GSM1659119|GSM1659120|GSM1659121|GSM1659122|GSM1659123|GSM1659124|GSM1659125|GSM1659126,Asthma,GSE67940,human,GSM1659127|GSM1659128|GSM1659129|GSM1659130|GSM1659131|GSM1659132|GSM1659133|GSM1659134|GSM1659135|GSM1659136|GSM1659137|GSM1659138|GSM1659139|GSM1659140|GSM1659141|GSM1659142|GSM1659143|GSM1659144|GSM1659145|GSM1659146|GSM1659147|GSM1659148|GSM1659149|GSM1659150|GSM1659151|GSM1659152|GSM1659153|GSM1659154|GSM1659155,GPL6480,2.0
dz:P1549,Prostate|Cultured Cell Line|Body tissue,GSM1664463|GSM1664464|GSM1664465,Inflammation|Lymphocytic Choriomeningitis|Prostatic Neoplasms|Prostate carcinoma,GSE68138,"[human, mouse]",GSM1664433|GSM1664434|GSM1664435|GSM1664436|GSM1664437|GSM1664443|GSM1664444|GSM1664445|GSM1664446|GSM1664447|GSM1664448|GSM1664449,"[GPL571, GPL6246]",2.0
dz:P2056,Arteries|Lung|Blood Vessel|interstitial|Cells [Chemical/Ingredient],GSM827665|GSM827666|GSM827667|GSM827668|GSM827669|GSM827670|GSM827671|GSM827672|GSM827673|GSM827674|GSM827675|GSM827676|GSM827677|GSM827678|GSM827679|GSM827680|GSM827681|GSM827682|GSM827683|GSM827684|GSM827685|GSM827686|GSM827687|GSM827688|GSM827689|GSM827690|GSM827691|GSM827692|GSM827693|GSM827694|GSM827695|GSM827696|GSM827697|GSM827698|GSM827699|GSM827700|GSM827701|GSM827702|GSM827703|GSM827704|GSM827705,"Pulmonary Hypertension|Systemic Scleroderma|Idiopathic pulmonary hypertension|Lung Diseases, Interstitial|Idiopathic pulmonary arterial hypertension",GSE33463,human,GSM827706|GSM827707|GSM827708|GSM827709|GSM827710|GSM827711|GSM827712|GSM827713|GSM827714|GSM827715|GSM827716|GSM827717|GSM827718|GSM827719|GSM827720|GSM827721|GSM827722|GSM827723|GSM827724|GSM827725|GSM827726|GSM827727|GSM827728|GSM827729|GSM827730|GSM827731|GSM827732|GSM827733|GSM827734|GSM827735,GPL6947,2.0
dz:P1814,Cultured Cell Line|Cells|Peripheral blood mononuclear cell (cell),GSM386518|GSM386519|GSM386520|GSM386521|GSM386522|GSM386523|GSM386524|GSM386525|GSM386526|GSM386527|GSM386528|GSM386529|GSM386530|GSM386531|GSM386532|GSM386533|GSM386534|GSM386535|GSM386536|GSM386537|GSM386538|GSM386539|GSM386540|GSM386541|GSM386542|GSM386543|GSM386544|GSM386545|GSM386546,Autistic Disorder|Degenerative polyarthritis|Impaired health|Autism Spectrum Disorders,GSE15402,human,GSM386547|GSM386548|GSM386549|GSM386550|GSM386551|GSM386552|GSM386553|GSM386554|GSM386555|GSM386556|GSM386557|GSM386558|GSM386559|GSM386560|GSM386561|GSM386562|GSM386563|GSM386564|GSM386565|GSM386566|GSM386567|GSM386568|GSM386569|GSM386570|GSM386571|GSM386572|GSM386573|GSM386574|GSM386575|GSM386576|GSM386577,GPL3427,2.0
dz:P1815,Cultured Cell Line|Cells|Peripheral blood mononuclear cell (cell),GSM386518|GSM386519|GSM386520|GSM386521|GSM386522|GSM386523|GSM386524|GSM386525|GSM386526|GSM386527|GSM386528|GSM386529|GSM386530|GSM386531|GSM386532|GSM386533|GSM386534|GSM386535|GSM386536|GSM386537|GSM386538|GSM386539|GSM386540|GSM386541|GSM386542|GSM386543|GSM386544|GSM386545|GSM386546,Autistic Disorder|Degenerative polyarthritis|Autism Spectrum Disorders,GSE15402,human,GSM386578|GSM386579|GSM386580|GSM386581|GSM386582|GSM386583|GSM386584|GSM386585|GSM386586|GSM386587|GSM386588|GSM386589|GSM386590|GSM386591|GSM386592|GSM386593|GSM386594|GSM386595|GSM386596|GSM386597|GSM386598|GSM386599|GSM386600|GSM386601|GSM386602|GSM386603,GPL3427,2.0
dz:P1816,Cultured Cell Line|Cells|Peripheral blood mononuclear cell (cell),GSM386518|GSM386519|GSM386520|GSM386521|GSM386522|GSM386523|GSM386524|GSM386525|GSM386526|GSM386527|GSM386528|GSM386529|GSM386530|GSM386531|GSM386532|GSM386533|GSM386534|GSM386535|GSM386536|GSM386537|GSM386538|GSM386539|GSM386540|GSM386541|GSM386542|GSM386543|GSM386544|GSM386545|GSM386546,Autistic Disorder|Degenerative polyarthritis|Idiot savant|Autism Spectrum Disorders,GSE15402,human,GSM386604|GSM386605|GSM386606|GSM386607|GSM386608|GSM386609|GSM386610|GSM386611|GSM386612|GSM386613|GSM386614|GSM386615|GSM386616|GSM386617|GSM386618|GSM386619|GSM386620|GSM386621|GSM386622|GSM386623|GSM386624|GSM386625|GSM386626|GSM386627|GSM386628|GSM386629|GSM386630|GSM386631|GSM386632|GSM386633,GPL3427,2.0
dz:P1817,Arteries|Body tissue|Vessel Positions|Intracranial,GSM391279|GSM391280|GSM391282|GSM391286|GSM391295,Intracranial Aneurysm,GSE15629,human,GSM391277|GSM391283|GSM391287|GSM391289|GSM391290|GSM391291|GSM391293|GSM391294,GPL6244,2.0
dz:P1818,Arteries|Body tissue|Vessel Positions|Intracranial,GSM391279|GSM391280|GSM391282|GSM391286|GSM391295,Intracranial Aneurysm,GSE15629,human,GSM391278|GSM391281|GSM391284|GSM391285|GSM391288|GSM391292,GPL6244,2.0
dz:P2486,Cells|Peripheral blood mononuclear cell (cell),GSM844203|GSM844204,Communicable Diseases|Influenza|Respiratory Syncytial Virus Infections,GSE34205,human,GSM844168|GSM844177,GPL570,2.0
dz:P1487,Cultured Cell Line|Cells [Chemical/Ingredient],GSM1618985|GSM1618986,Neoplasms|Small cell carcinoma of lung,GSE66298,human,GSM1618987|GSM1618988,"[GPL570, GPL11154, GPL13534]",2.0
dz:P1486,Cultured Cell Line|Cells [Chemical/Ingredient],GSM1618985|GSM1618986,Neoplasms|Small cell carcinoma of lung,GSE66298,human,GSM1618911|GSM1618912|GSM1618915|GSM1618916|GSM1618973|GSM1618974|GSM1618975|GSM1618976,"[GPL570, GPL11154, GPL13534]",2.0
dz:P574,Blood Cells|Hematopoietic System|Body tissue|Erythroid Progenitor Cells|Cells [Chemical/Ingredient],GSM1354859|GSM1354860|GSM1354861|GSM1354862,Thalassemia|Degenerative polyarthritis,GSE56088,human,GSM1354871|GSM1354876,GPL10558,2.0
dz:P1483,Cultured Cell Line|Cells [Chemical/Ingredient],GSM1618963|GSM1618964|GSM1618967|GSM1618970|GSM1618979|GSM1618980|GSM1618981,Neoplasms|Small cell carcinoma of lung,GSE66298,human,GSM1618991|GSM1618992,"[GPL570, GPL11154, GPL13534]",2.0
dz:P1482,Cultured Cell Line|Cells [Chemical/Ingredient],GSM1618963|GSM1618964|GSM1618967|GSM1618970|GSM1618979|GSM1618980|GSM1618981,Neoplasms|Small cell carcinoma of lung,GSE66298,human,GSM1618987|GSM1618988,"[GPL570, GPL11154, GPL13534]",2.0
dz:P1481,Cultured Cell Line|Cells [Chemical/Ingredient],GSM1618963|GSM1618964|GSM1618967|GSM1618970|GSM1618979|GSM1618980|GSM1618981,Neoplasms|Small cell carcinoma of lung,GSE66298,human,GSM1618911|GSM1618912|GSM1618915|GSM1618916|GSM1618973|GSM1618974|GSM1618975|GSM1618976,"[GPL570, GPL11154, GPL13534]",2.0
dz:P1480,Prostate|Body tissue|Lymphatic vessel|Surgical margins|Vesicle (morphologic abnormality)|Entire seminal vesicle,GSM160411|GSM160422|GSM160430,Neoplasms|Prostatic Neoplasms|Adenocarcinoma|Autoimmunity|Malignant Neoplasms|Inflammation|Prostate carcinoma|Cell Invasion,GSE6956,human,GSM160366|GSM160408,GPL571,2.0
dz:P573,Blood Cells|Hematopoietic System|Body tissue|Erythroid Progenitor Cells|Cells [Chemical/Ingredient],GSM1354859|GSM1354860|GSM1354861|GSM1354862,Thalassemia|Degenerative polyarthritis,GSE56088,human,GSM1354872|GSM1354873|GSM1354874|GSM1354875|GSM1354878|GSM1354879|GSM1354880|GSM1354881,GPL10558,2.0
dz:P1489,Cultured Cell Line|Cells [Chemical/Ingredient],GSM1618985|GSM1618986,Neoplasms|Small cell carcinoma of lung,GSE66298,human,GSM1618995|GSM1618996,"[GPL570, GPL11154, GPL13534]",2.0
dz:P1488,Cultured Cell Line|Cells [Chemical/Ingredient],GSM1618985|GSM1618986,Neoplasms|Small cell carcinoma of lung,GSE66298,human,GSM1618991|GSM1618992,"[GPL570, GPL11154, GPL13534]",2.0
dz:P2828,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983483|GSM983484,"Pneumonia, Bacterial|Influenza|Pneumonia",GSE40012,human,GSM983555|GSM983566|GSM983567|GSM983568|GSM983569,GPL6947,2.0
dz:P2820,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983483|GSM983484,Influenza|Pneumonia,GSE40012,human,GSM983496|GSM983544|GSM983545|GSM983546|GSM983576,GPL6947,2.0
dz:P2821,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983483|GSM983484,Influenza|Pneumonia,GSE40012,human,GSM983497|GSM983498|GSM983499|GSM983500,GPL6947,2.0
dz:P2822,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983483|GSM983484,Influenza|Pneumonia|Systemic Inflammatory Response Syndrome|Inflammatory Response,GSE40012,human,GSM983508|GSM983509,GPL6947,2.0
dz:P2823,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983483|GSM983484,Influenza|Pneumonia,GSE40012,human,GSM983524|GSM983525|GSM983526|GSM983527|GSM983528,GPL6947,2.0
dz:P2824,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983483|GSM983484,Influenza|Pneumonia,GSE40012,human,GSM983529|GSM983530|GSM983531|GSM983532|GSM983533,GPL6947,2.0
dz:P2826,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983483|GSM983484,"Pneumonia, Bacterial|Influenza|Pneumonia",GSE40012,human,GSM983539|GSM983558|GSM983559|GSM983560|GSM983561,GPL6947,2.0
dz:P2827,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983483|GSM983484,Influenza|Pneumonia,GSE40012,human,GSM983547|GSM983548|GSM983549|GSM983550|GSM983575,GPL6947,2.0
dz:P1739,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340187|GSM340238,"Undifferentiated inflammatory oligoarthritis|Arthritis|Polyarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340293|GSM340296,GPL570,2.0
dz:P1735,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340187|GSM340238,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340251|GSM340252|GSM340264|GSM340266,GPL570,2.0
dz:P1734,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340187|GSM340238,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340247|GSM340267,GPL570,2.0
dz:P1737,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340187|GSM340238,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340260|GSM340263|GSM340268,GPL570,2.0
dz:P1731,Lung|Airway structure|Mammary gland|Entire cell,GSM521681|GSM521682|GSM521683|GSM521684|GSM521685|GSM521686|GSM521687|GSM521688|GSM521689|GSM521690|GSM521691,Adenovirus Infections|Dysplasia|Carcinoma of lung,GSE12815,human,GSM521673|GSM521674|GSM521675|GSM521676|GSM521677|GSM521678|GSM521679|GSM521680,"[GPL96, GPL571, GPL3921, GPL5175]",2.0
dz:P1733,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340187|GSM340238,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340244|GSM340265,GPL570,2.0
dz:P1732,Lung|Airway structure|Mammary gland|Entire cell,GSM521681|GSM521682|GSM521683|GSM521684|GSM521685|GSM521686|GSM521687|GSM521688|GSM521689|GSM521690|GSM521691,Adenovirus Infections|Dysplasia|Carcinoma of lung,GSE12815,human,GSM521692|GSM521693|GSM521694|GSM521695|GSM521696|GSM521697|GSM521698|GSM521699,"[GPL96, GPL571, GPL3921, GPL5175]",2.0
dz:P304,Cells,GSM1163357|GSM1163358|GSM1163359|GSM1163360,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163385|GSM1163386|GSM1163387|GSM1163388,GPL6480,2.0
dz:P305,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163540|GSM1163541|GSM1163542,GPL6480,2.0
dz:P306,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163543|GSM1163544,GPL6480,2.0
dz:P307,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163545|GSM1163546|GSM1163547,GPL6480,2.0
dz:P300,Cells,GSM1163357|GSM1163358|GSM1163359|GSM1163360,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163370|GSM1163371|GSM1163372|GSM1163373,GPL6480,2.0
dz:P301,Cells,GSM1163357|GSM1163358|GSM1163359|GSM1163360,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163374|GSM1163375|GSM1163376|GSM1163393,GPL6480,2.0
dz:P302,Cells,GSM1163357|GSM1163358|GSM1163359|GSM1163360,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163377|GSM1163378|GSM1163379|GSM1163380,GPL6480,2.0
dz:P303,Cells,GSM1163357|GSM1163358|GSM1163359|GSM1163360,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163381|GSM1163382|GSM1163383|GSM1163384,GPL6480,2.0
dz:P308,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163548|GSM1163549|GSM1163550,GPL6480,2.0
dz:P309,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163551|GSM1163552|GSM1163553,GPL6480,2.0
dz:P1420,Blood Cells|Hematopoietic System|Body tissue|Erythroid Progenitor Cells|Cells [Chemical/Ingredient],GSM1526899|GSM1526900,Thalassemia|Degenerative polyarthritis,GSE62430,human,GSM1526908|GSM1526909|GSM1526910|GSM1526911|GSM1526914|GSM1526915|GSM1526916|GSM1526917,GPL10558,2.0
dz:P2612,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983461|GSM983462,Influenza|Pneumonia,GSE40012,human,GSM983497|GSM983498|GSM983499|GSM983500,GPL6947,2.0
dz:P2611,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983461|GSM983462,Influenza|Pneumonia,GSE40012,human,GSM983496|GSM983544|GSM983545|GSM983546|GSM983576,GPL6947,2.0
dz:P2610,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983461|GSM983462,"Pneumonia, Bacterial|Influenza|Pneumonia",GSE40012,human,GSM983495|GSM983551|GSM983552|GSM983553|GSM983554,GPL6947,2.0
dz:P2617,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983461|GSM983462,"Pneumonia, Bacterial|Influenza|Pneumonia",GSE40012,human,GSM983539|GSM983558|GSM983559|GSM983560|GSM983561,GPL6947,2.0
dz:P2616,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983461|GSM983462,Influenza|Pneumonia|Systemic Inflammatory Response Syndrome|Inflammatory Response,GSE40012,human,GSM983534|GSM983535|GSM983536|GSM983538|GSM983556,GPL6947,2.0
dz:P2615,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983461|GSM983462,Influenza|Pneumonia,GSE40012,human,GSM983529|GSM983530|GSM983531|GSM983532|GSM983533,GPL6947,2.0
dz:P2614,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983461|GSM983462,Influenza|Pneumonia,GSE40012,human,GSM983524|GSM983525|GSM983526|GSM983527|GSM983528,GPL6947,2.0
dz:P255,Cells,GSM1163322|GSM1163323|GSM1163324|GSM1163325,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163326|GSM1163327|GSM1163328|GSM1163329,GPL6480,2.0
dz:P87,Glioblastoma|SKI Anatomical site notation for tumour staging,GSM1117092|GSM1117093|GSM1117094,Glioma|Neurofibromatosis 1|Degenerative polyarthritis|Cumulative Trauma Disorders,GSE45874,"[human, mouse]",GSM1117077|GSM1117078|GSM1117079,"[GPL6887, GPL10558]",2.0
dz:P82,Glioblastoma|SKI Anatomical site notation for tumour staging,GSM1117086|GSM1117087|GSM1117088,Glioma|Neurofibromatosis 1|Degenerative polyarthritis|Cumulative Trauma Disorders,GSE45874,"[human, mouse]",GSM1117126|GSM1117127|GSM1117128|GSM1117129,"[GPL6887, GPL10558]",2.0
dz:P83,Glioblastoma|SKI Anatomical site notation for tumour staging,GSM1117086|GSM1117087|GSM1117088,Glioma|Neurofibromatosis 1|Degenerative polyarthritis|Cumulative Trauma Disorders,GSE45874,"[human, mouse]",GSM1117130|GSM1117131|GSM1117132|GSM1117133,"[GPL6887, GPL10558]",2.0
dz:P80,Glioblastoma|SKI Anatomical site notation for tumour staging,GSM1117086|GSM1117087|GSM1117088,Glioma|Neurofibromatosis 1|Degenerative polyarthritis|Cumulative Trauma Disorders,GSE45874,"[human, mouse]",GSM1117110|GSM1117111|GSM1117112,"[GPL6887, GPL10558]",2.0
dz:P81,Glioblastoma|SKI Anatomical site notation for tumour staging,GSM1117086|GSM1117087|GSM1117088,Glioma|Neurofibromatosis 1|Degenerative polyarthritis|Cumulative Trauma Disorders,GSE45874,"[human, mouse]",GSM1117113|GSM1117114|GSM1117115,"[GPL6887, GPL10558]",2.0
dz:P88,Glioblastoma|SKI Anatomical site notation for tumour staging,GSM1117092|GSM1117093|GSM1117094,Glioma|Neurofibromatosis 1|Degenerative polyarthritis|Cumulative Trauma Disorders,GSE45874,"[human, mouse]",GSM1117083|GSM1117084|GSM1117085,"[GPL6887, GPL10558]",2.0
dz:P89,Glioblastoma|SKI Anatomical site notation for tumour staging,GSM1117092|GSM1117093|GSM1117094,Glioma|Neurofibromatosis 1|Degenerative polyarthritis|Cumulative Trauma Disorders,GSE45874,"[human, mouse]",GSM1117089|GSM1117090|GSM1117091,"[GPL6887, GPL10558]",2.0
dz:P1607,Urinary Bladder|Body tissue|Cytoskeleton|Cytoskeleton|Immune system|Muscle|Bladder Tissue,GSM180991|GSM180993,Carcinoma of bladder|Chronic Obstructive Airway Disease|Neoplasms|Carcinoma of unknown primary,GSE7476,human,GSM180994|GSM180995|GSM180996,GPL570,2.0
dz:P1434,Brain|Temporal Lobe|Entire temporal lobe|Entire cerebellum,GSM156164|GSM156602,"Alzheimer's Disease Pathway KEGG|Epilepsy, Temporal Lobe|ANOPHTHALMIA AND PULMONARY HYPOPLASIA",GSE6834,human,GSM156706|GSM156708,GPL4757,2.0
dz:P2808,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983481|GSM983482,Influenza|Pneumonia,GSE40012,human,GSM983547|GSM983548|GSM983549|GSM983550|GSM983575,GPL6947,2.0
dz:P2809,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983481|GSM983482,"Pneumonia, Bacterial|Influenza|Pneumonia",GSE40012,human,GSM983555|GSM983566|GSM983567|GSM983568|GSM983569,GPL6947,2.0
dz:P2803,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983481|GSM983482,Influenza|Pneumonia|Systemic Inflammatory Response Syndrome|Inflammatory Response,GSE40012,human,GSM983508|GSM983509,GPL6947,2.0
dz:P2800,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983481|GSM983482,"Pneumonia, Bacterial|Influenza|Pneumonia",GSE40012,human,GSM983495|GSM983551|GSM983552|GSM983553|GSM983554,GPL6947,2.0
dz:P2801,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983481|GSM983482,Influenza|Pneumonia,GSE40012,human,GSM983496|GSM983544|GSM983545|GSM983546|GSM983576,GPL6947,2.0
dz:P328,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163629|GSM1163630|GSM1163631,GPL6480,2.0
dz:P329,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163632|GSM1163633|GSM1163634,GPL6480,2.0
dz:P326,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163623|GSM1163624|GSM1163625,GPL6480,2.0
dz:P327,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163626|GSM1163627|GSM1163628,GPL6480,2.0
dz:P324,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163614|GSM1163615|GSM1163616,GPL6480,2.0
dz:P325,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163620|GSM1163621|GSM1163622,GPL6480,2.0
dz:P322,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163605|GSM1163606|GSM1163607,GPL6480,2.0
dz:P323,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163608|GSM1163609|GSM1163610,GPL6480,2.0
dz:P320,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163596|GSM1163597|GSM1163598,GPL6480,2.0
dz:P321,Cells,GSM1163537|GSM1163538|GSM1163539,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47962,human,GSM1163599|GSM1163600|GSM1163601,GPL6480,2.0
dz:P2825,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983483|GSM983484,Influenza|Pneumonia|Systemic Inflammatory Response Syndrome|Inflammatory Response,GSE40012,human,GSM983534|GSM983535|GSM983536|GSM983538|GSM983556,GPL6947,2.0
dz:P2639,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983463|GSM983464,Influenza|Pneumonia|Systemic Inflammatory Response Syndrome|Inflammatory Response,GSE40012,human,GSM983562|GSM983563|GSM983564|GSM983565,GPL6947,2.0
dz:P2638,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983463|GSM983464,"Pneumonia, Bacterial|Influenza|Pneumonia",GSE40012,human,GSM983555|GSM983566|GSM983567|GSM983568|GSM983569,GPL6947,2.0
dz:P2631,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983463|GSM983464,Influenza|Pneumonia,GSE40012,human,GSM983497|GSM983498|GSM983499|GSM983500,GPL6947,2.0
dz:P2630,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983463|GSM983464,Influenza|Pneumonia,GSE40012,human,GSM983496|GSM983544|GSM983545|GSM983546|GSM983576,GPL6947,2.0
dz:P2633,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983463|GSM983464,Influenza|Pneumonia,GSE40012,human,GSM983524|GSM983525|GSM983526|GSM983527|GSM983528,GPL6947,2.0
dz:P2632,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983463|GSM983464,Influenza|Pneumonia|Systemic Inflammatory Response Syndrome|Inflammatory Response,GSE40012,human,GSM983508|GSM983509,GPL6947,2.0
dz:P2635,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983463|GSM983464,Influenza|Pneumonia|Systemic Inflammatory Response Syndrome|Inflammatory Response,GSE40012,human,GSM983534|GSM983535|GSM983536|GSM983538|GSM983556,GPL6947,2.0
dz:P2634,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983463|GSM983464,Influenza|Pneumonia,GSE40012,human,GSM983529|GSM983530|GSM983531|GSM983532|GSM983533,GPL6947,2.0
dz:P2637,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983463|GSM983464,Influenza|Pneumonia,GSE40012,human,GSM983547|GSM983548|GSM983549|GSM983550|GSM983575,GPL6947,2.0
dz:P1976,,GSM610302|GSM610303|GSM610307|GSM610308|GSM610312|GSM610316|GSM610320|GSM610324,Punctate inner choroidopathy,GSE24826,mouse,GSM610305|GSM610310|GSM610314|GSM610318|GSM610322|GSM610326,"[GPL6885, GPL9250, GPL13112]",2.0
dz:P1670,Mucous Membrane,GSM237986|GSM237988,Neoplasm Metastasis|Colorectal Cancer|Malignant Neoplasms|Neoplasm Metastasis|Neoplasms,GSE9348,human,GSM237917|GSM237948,GPL570,2.0
dz:P1671,Mucous Membrane,GSM237986|GSM237988,Neoplasm Metastasis|Colorectal Cancer|Malignant Neoplasms|Neoplasm Metastasis|Neoplasms,GSE9348,human,GSM237918|GSM237933|GSM237982|GSM237983,GPL570,2.0
dz:P1672,Mucous Membrane,GSM237986|GSM237988,Neoplasm Metastasis|Colorectal Cancer|Malignant Neoplasms|Neoplasm Metastasis|Neoplasms,GSE9348,human,GSM237919|GSM237960,GPL570,2.0
dz:P1673,Mucous Membrane,GSM237986|GSM237988,Neoplasm Metastasis|Colorectal Cancer|Malignant Neoplasms|Neoplasm Metastasis|Neoplasms,GSE9348,human,GSM237921|GSM237978,GPL570,2.0
dz:P1674,Mucous Membrane,GSM237986|GSM237988,Neoplasm Metastasis|Colorectal Cancer|Malignant Neoplasms|Neoplasm Metastasis|Neoplasms,GSE9348,human,GSM237922|GSM237925|GSM237940|GSM237967|GSM237977,GPL570,2.0
