id,cell_type,ctrl_ids,disease_name,geo_id,organism,pert_ids,platform,version
dz:P1740,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340187|GSM340238,"Polyarthritis|Arthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340321|GSM340340,GPL570,2.0
dz:P1741,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340187|GSM340238,"Polyarthritis|Arthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340322|GSM340327,GPL570,2.0
dz:P1742,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340196|GSM340203,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340244|GSM340265,GPL570,2.0
dz:P1744,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340196|GSM340203,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340251|GSM340252|GSM340264|GSM340266,GPL570,2.0
dz:P1745,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340196|GSM340203,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340258|GSM340269,GPL570,2.0
dz:P2529,Blood|Intracranial,GSM901104|GSM901108|GSM901117|GSM901121|GSM901126|GSM901130|GSM901135|GSM901139|GSM901144|GSM901145|GSM901149|GSM901155|GSM901159,"Intracranial Aneurysm|Degenerative polyarthritis|Aneurysm, Ruptured",GSE36791,human,GSM901103|GSM901105|GSM901107|GSM901109|GSM901114|GSM901118|GSM901122|GSM901125|GSM901131|GSM901134|GSM901136|GSM901137|GSM901140|GSM901143|GSM901146|GSM901148|GSM901150|GSM901153|GSM901154|GSM901156|GSM901158|GSM901160,GPL10558,2.0
dz:P2528,Blood|Intracranial,GSM901102|GSM901113|GSM901115|GSM901123|GSM901132,"Intracranial Aneurysm|Degenerative polyarthritis|Aneurysm, Ruptured",GSE36791,human,GSM901106|GSM901110|GSM901111|GSM901112|GSM901116|GSM901119|GSM901120|GSM901124|GSM901127|GSM901128|GSM901129|GSM901133|GSM901138|GSM901141|GSM901142|GSM901147|GSM901151|GSM901152|GSM901157|GSM901161|GSM901162,GPL10558,2.0
dz:P2042,Blood|Leukocytes|Body tissue|Blood specimen|Extracellular|Entire cell|whole blood specimen,GSM712488|GSM712489|GSM712490|GSM712491|GSM712492|GSM712493|GSM712494|GSM712495|GSM712496|GSM712497|GSM712498|GSM712499|GSM712500|GSM712501|GSM712502|GSM712503|GSM712504|GSM712505|GSM712506|GSM712507,Systemic infection|Communicable Diseases|Inflammation|Diastasis|Systemic Inflammatory Response Syndrome|Systemic infection,GSE28750,human,GSM712478|GSM712479|GSM712480|GSM712481|GSM712482|GSM712483|GSM712484|GSM712485|GSM712486|GSM712487,GPL570,2.0
dz:P2043,Blood|Leukocytes|Body tissue|Blood specimen|Extracellular|Chest|Entire cell|whole blood specimen,GSM712488|GSM712489|GSM712490|GSM712491|GSM712492|GSM712493|GSM712494|GSM712495|GSM712496|GSM712497|GSM712498|GSM712499|GSM712500|GSM712501|GSM712502|GSM712503|GSM712504|GSM712505|GSM712506|GSM712507,Communicable Diseases|Inflammation|Diastasis|Systemic Inflammatory Response Syndrome|Systemic infection|Systemic infection,GSE28750,human,GSM712508|GSM712509|GSM712510|GSM712511|GSM712512|GSM712513|GSM712514|GSM712515|GSM712516|GSM712517|GSM712518,GPL570,2.0
dz:P2040,Entire skin|Epidermis|Skin structure of back|Tissue type,GSM684707|GSM684708|GSM684709,Inflammation|Psoriasis,GSE27628,mouse,GSM684704|GSM684705|GSM684706,GPL1261,2.0
dz:P2048,peripheral blood|Entire liver|Body tissue,GSM766080|GSM766081|GSM766082|GSM766083|GSM766084|GSM766085,Immune Tolerance|Degenerative polyarthritis,GSE30886,human,GSM766106|GSM766107|GSM766108|GSM766109|GSM766110|GSM766111|GSM766112|GSM766113|GSM766114,GPL6480,2.0
dz:P1534,whole blood specimen|Blood|Body tissue,GSM1637736|GSM1637738,Communicable Diseases,GSE67059,human,GSM1637724|GSM1637727,"[GPL6947, GPL10558]",2.0
dz:P42,peripheral blood,GSM1105515|GSM1105550,Bipolar Disorder,GSE45484,human,GSM1105516|GSM1105536,GPL10558,2.0
dz:P43,peripheral blood,GSM1105515|GSM1105550,Bipolar Disorder,GSE45484,human,GSM1105517|GSM1105552,GPL10558,2.0
dz:P40,peripheral blood,GSM1105515|GSM1105550,Bipolar Disorder,GSE45484,human,GSM1105469|GSM1105473|GSM1105489|GSM1105553,GPL10558,2.0
dz:P548,Kidney|Body tissue|Cortex of Organ|Medulla,GSM1321644|GSM1321645|GSM1321646|GSM1321647|GSM1321648|GSM1321649,Toxic nephropathy,GSE54674,mouse,GSM1321587|GSM1321588|GSM1321589,GPL6885,2.0
dz:P549,Kidney|Body tissue|Medulla,GSM1321644|GSM1321645|GSM1321646|GSM1321647|GSM1321648|GSM1321649,Toxic nephropathy,GSE54674,mouse,GSM1321626|GSM1321627|GSM1321628|GSM1321665|GSM1321666|GSM1321667,GPL6885,2.0
dz:P546,Kidney|Body tissue|Cortex of Organ|Medulla,GSM1321644|GSM1321645|GSM1321646|GSM1321647|GSM1321648|GSM1321649,Toxic nephropathy,GSE54674,mouse,GSM1321575|GSM1321576|GSM1321577,GPL6885,2.0
dz:P547,Kidney|Body tissue|Cortex of Organ|Medulla,GSM1321644|GSM1321645|GSM1321646|GSM1321647|GSM1321648|GSM1321649,Toxic nephropathy,GSE54674,mouse,GSM1321584|GSM1321585|GSM1321586,GPL6885,2.0
dz:P544,Kidney|Body tissue|Cortex of Organ|Medulla,GSM1321596|GSM1321597|GSM1321598,Toxic nephropathy,GSE54674,mouse,GSM1321653|GSM1321654|GSM1321655|GSM1321668|GSM1321669|GSM1321670,GPL6885,2.0
dz:P545,Kidney|Body tissue|Cortex of Organ|Medulla,GSM1321644|GSM1321645|GSM1321646|GSM1321647|GSM1321648|GSM1321649,Toxic nephropathy,GSE54674,mouse,GSM1321572|GSM1321573|GSM1321574|GSM1321611|GSM1321612|GSM1321613,GPL6885,2.0
dz:P542,Kidney|Body tissue|Cortex of Organ|Medulla,GSM1321596|GSM1321597|GSM1321598,Toxic nephropathy,GSE54674,mouse,GSM1321629|GSM1321630|GSM1321631,GPL6885,2.0
dz:P543,Kidney|Body tissue|Cortex of Organ|Medulla,GSM1321596|GSM1321597|GSM1321598,Toxic nephropathy,GSE54674,mouse,GSM1321641|GSM1321642|GSM1321643,GPL6885,2.0
dz:P540,Kidney|Body tissue|Cortex of Organ,GSM1321596|GSM1321597|GSM1321598,Toxic nephropathy,GSE54674,mouse,GSM1321587|GSM1321588|GSM1321589,GPL6885,2.0
dz:P541,Kidney|Body tissue|Cortex of Organ|Medulla,GSM1321596|GSM1321597|GSM1321598,Toxic nephropathy,GSE54674,mouse,GSM1321626|GSM1321627|GSM1321628|GSM1321665|GSM1321666|GSM1321667,GPL6885,2.0
dz:P44,peripheral blood,GSM1105515|GSM1105550,Bipolar Disorder,GSE45484,human,GSM1105524|GSM1105540,GPL10558,2.0
dz:P2681,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983469|GSM983470,Influenza|Pneumonia|Systemic Inflammatory Response Syndrome|Inflammatory Response,GSE40012,human,GSM983410|GSM983415|GSM983418|GSM983455,GPL6947,2.0
dz:P2750,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983475|GSM983476,"Pneumonia, Bacterial|Influenza|Pneumonia",GSE40012,human,GSM983539|GSM983558|GSM983559|GSM983560|GSM983561,GPL6947,2.0
dz:P2684,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983469|GSM983470,Influenza|Pneumonia,GSE40012,human,GSM983441|GSM983442|GSM983443|GSM983444,GPL6947,2.0
dz:P1669,Mucous Membrane,GSM237986|GSM237988,Neoplasm Metastasis|Colorectal Cancer|Malignant Neoplasms|Neoplasm Metastasis|Neoplasms,GSE9348,human,GSM237916|GSM237926|GSM237936|GSM237941|GSM237968|GSM237974,GPL570,2.0
dz:P1668,Mucous Membrane,GSM237986|GSM237988,Neoplasm Metastasis|Colorectal Cancer|Malignant Neoplasms|Neoplasm Metastasis|Neoplasms,GSE9348,human,GSM237915|GSM237947,GPL570,2.0
dz:P2450,Cells|Peripheral blood mononuclear cell (cell),GSM844138|GSM844139|GSM844170|GSM844171|GSM844200|GSM844205,Communicable Diseases|Influenza|Respiratory Syncytial Virus Infections,GSE34205,human,GSM844172|GSM844175|GSM844230,GPL570,2.0
dz:P2687,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983469|GSM983470,Influenza|Pneumonia,GSE40012,human,GSM983496|GSM983544|GSM983545|GSM983546|GSM983576,GPL6947,2.0
dz:P2456,Cells|Peripheral blood mononuclear cell (cell),GSM844142|GSM844143|GSM844195|GSM844199,Communicable Diseases|Influenza|Respiratory Syncytial Virus Infections,GSE34205,human,GSM844133|GSM844211,GPL570,2.0
dz:P2459,Cells|Peripheral blood mononuclear cell (cell),GSM844142|GSM844143|GSM844195|GSM844199,Communicable Diseases|Influenza,GSE34205,human,GSM844148|GSM844186|GSM844224,GPL570,2.0
dz:P2458,Cells|Peripheral blood mononuclear cell (cell),GSM844142|GSM844143|GSM844195|GSM844199,Communicable Diseases|Influenza|Respiratory Syncytial Virus Infections,GSE34205,human,GSM844145|GSM844164|GSM844173|GSM844206,GPL570,2.0
dz:P2451,Cells|Peripheral blood mononuclear cell (cell),GSM844138|GSM844139|GSM844170|GSM844171|GSM844200|GSM844205,Communicable Diseases|Influenza|Respiratory Syncytial Virus Infections,GSE34205,human,GSM844174|GSM844209,GPL570,2.0
dz:P2453,Cells|Peripheral blood mononuclear cell (cell),GSM844138|GSM844139|GSM844170|GSM844171|GSM844200|GSM844205,Communicable Diseases|Influenza|Respiratory Syncytial Virus Infections,GSE34205,human,GSM844181|GSM844212,GPL570,2.0
dz:P2452,Cells|Peripheral blood mononuclear cell (cell),GSM844138|GSM844139|GSM844170|GSM844171|GSM844200|GSM844205,Communicable Diseases|Influenza|Respiratory Syncytial Virus Infections,GSE34205,human,GSM844180|GSM844193,GPL570,2.0
dz:P2455,Cells|Peripheral blood mononuclear cell (cell),GSM844138|GSM844139|GSM844170|GSM844171|GSM844200|GSM844205,Communicable Diseases|Influenza,GSE34205,human,GSM844217|GSM844231,GPL570,2.0
dz:P2454,Cells|Peripheral blood mononuclear cell (cell),GSM844138|GSM844139|GSM844170|GSM844171|GSM844200|GSM844205,Communicable Diseases|Influenza,GSE34205,human,GSM844191|GSM844218|GSM844221|GSM844223,GPL570,2.0
dz:P2457,Cells|Peripheral blood mononuclear cell (cell),GSM844142|GSM844143|GSM844195|GSM844199,Communicable Diseases|Influenza|Respiratory Syncytial Virus Infections,GSE34205,human,GSM844134|GSM844182,GPL570,2.0
dz:P271,Cells,GSM1163357|GSM1163358|GSM1163359|GSM1163360,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163237|GSM1163238|GSM1163239|GSM1163240,GPL6480,2.0
dz:P719,Blood|Body tissue|peripheral blood,GSM1434922|GSM1434923|GSM1434924|GSM1434925|GSM1434926|GSM1434927|GSM1434928|GSM1434929|GSM1434930|GSM1434931|GSM1434932|GSM1434933|GSM1434934|GSM1434935|GSM1434936|GSM1434937|GSM1434938|GSM1434939|GSM1434940|GSM1434941,Communicable Diseases|Degenerative polyarthritis,GSE59312,human,GSM1434863|GSM1434864|GSM1434866|GSM1434867|GSM1434868|GSM1434869|GSM1434870|GSM1434871|GSM1434872|GSM1434873|GSM1434874|GSM1434875|GSM1434876|GSM1434877|GSM1434878|GSM1434879|GSM1434880|GSM1434881|GSM1434882|GSM1434884|GSM1434885|GSM1434886|GSM1434891|GSM1434892|GSM1434893|GSM1434894|GSM1434896|GSM1434898|GSM1434904|GSM1434912|GSM1434916|GSM1434917|GSM1434921,GPL570,2.0
dz:P1986,Cells|Spleen,GSM883425|GSM883426|GSM883427|GSM883428,Triglyceride storage disease with ichthyosis|Punctate inner choroidopathy|1-acylglycerol-3-phosphate O-acyltransferase ABHD5,GSE24826,mouse,GSM610305|GSM610310|GSM610314|GSM610318|GSM610322|GSM610326,"[GPL6885, GPL9250, GPL13112]",2.0
dz:P1987,Cells|Spleen,GSM883425|GSM883426|GSM883427|GSM883428,Triglyceride storage disease with ichthyosis|Punctate inner choroidopathy|1-acylglycerol-3-phosphate O-acyltransferase ABHD5,GSE24826,mouse,GSM610306|GSM610311|GSM610315|GSM610319|GSM610323|GSM610327,"[GPL6885, GPL9250, GPL13112]",2.0
dz:P1768,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340216|GSM340217,"Polyarthritis|Arthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340322|GSM340327,GPL570,2.0
dz:P1769,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340230|GSM340232,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340244|GSM340265,GPL570,2.0
dz:P1764,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340216|GSM340217,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340260|GSM340263|GSM340268,GPL570,2.0
dz:P1765,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340216|GSM340217,"Undifferentiated inflammatory oligoarthritis|Arthritis|Polyarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340279|GSM340294,GPL570,2.0
dz:P1762,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340216|GSM340217,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340251|GSM340252|GSM340264|GSM340266,GPL570,2.0
dz:P1763,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340216|GSM340217,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340258|GSM340269,GPL570,2.0
dz:P1760,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340216|GSM340217,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340244|GSM340265,GPL570,2.0
dz:P1761,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340216|GSM340217,"Arthritis|Polyarthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340247|GSM340267,GPL570,2.0
dz:P528,Entire skin|Body tissue,GSM1296075|GSM1296077|GSM1296079|GSM1296081|GSM1296083|GSM1296085|GSM1296087|GSM1296089|GSM1296091|GSM1296093|GSM1296095|GSM1296097|GSM1296100|GSM1296102|GSM1296104|GSM1296106|GSM1296108|GSM1296110|GSM1296112|GSM1296114|GSM1296116|GSM1296118|GSM1296120|GSM1296122,Psoriasis,GSE53552,human,GSM1296037|GSM1296039|GSM1296042|GSM1296043|GSM1296044|GSM1296045|GSM1296046|GSM1296047,GPL570,2.0
dz:P529,Entire skin|Body tissue,GSM1296075|GSM1296077|GSM1296079|GSM1296081|GSM1296083|GSM1296085|GSM1296087|GSM1296089|GSM1296091|GSM1296093|GSM1296095|GSM1296097|GSM1296100|GSM1296102|GSM1296104|GSM1296106|GSM1296108|GSM1296110|GSM1296112|GSM1296114|GSM1296116|GSM1296118|GSM1296120|GSM1296122,Psoriasis,GSE53552,human,GSM1296049|GSM1296050|GSM1296052|GSM1296053|GSM1296054|GSM1296055|GSM1296057|GSM1296058,GPL570,2.0
dz:P520,Pancreas|Muscle|Body tissue|Biceps femoris muscle structure|Entire liver,GSM1255444|GSM1255445|GSM1255447,Cachexia|Pancreatic carcinoma|Degenerative polyarthritis|Syndrome|Opitz trigonocephaly syndrome,GSE51931,mouse,GSM1255449|GSM1255452|GSM1255454,GPL6246,2.0
dz:P521,Pancreas|Abdomen|Adipose tissue|Body tissue|Entire liver,GSM1255450|GSM1255451|GSM1255453,Cachexia|Pancreatic carcinoma|Degenerative polyarthritis|Syndrome|Opitz trigonocephaly syndrome,GSE51931,mouse,GSM1255437|GSM1255440|GSM1255442,GPL6246,2.0
dz:P522,Pancreas|Muscle|Body tissue|Biceps femoris muscle structure|Entire liver,GSM1255450|GSM1255451|GSM1255453,Cachexia|Pancreatic carcinoma|Degenerative polyarthritis|Syndrome|Opitz trigonocephaly syndrome,GSE51931,mouse,GSM1255443|GSM1255446|GSM1255448,GPL6246,2.0
dz:P523,Pancreas|Body tissue|Entire liver,GSM1255450|GSM1255451|GSM1255453,Cachexia|Pancreatic carcinoma|Degenerative polyarthritis|Syndrome|Opitz trigonocephaly syndrome,GSE51931,mouse,GSM1255449|GSM1255452|GSM1255454,GPL6246,2.0
dz:P524,Body tissue|Skin structure of ear|Entire ear|Mouse Skin|Fresh Specimen,GSM1283014|GSM1283015|GSM1283016,Vitiligo,GSE53147,mouse,GSM1283017|GSM1283018|GSM1283019,GPL6887,2.0
dz:P525,"Drepanocyte (cell)|Anemia, Sickle Cell|Body tissue",GSM1293616|GSM1293617|GSM1293618|GSM1293619|GSM1293620|GSM1293621|GSM1293622|GSM1293623|GSM1293624|GSM1293625,"Anemia, Sickle Cell|Inflammation",GSE53441,human,GSM1293592|GSM1293593|GSM1293594|GSM1293595|GSM1293596|GSM1293597|GSM1293598|GSM1293599|GSM1293600|GSM1293601|GSM1293602|GSM1293603|GSM1293604|GSM1293605|GSM1293606|GSM1293607|GSM1293608|GSM1293609|GSM1293610|GSM1293611|GSM1293612|GSM1293613|GSM1293614|GSM1293615,GPL570,2.0
dz:P527,Entire skin|Body tissue,GSM1296075|GSM1296077|GSM1296079|GSM1296081|GSM1296083|GSM1296085|GSM1296087|GSM1296089|GSM1296091|GSM1296093|GSM1296095|GSM1296097|GSM1296100|GSM1296102|GSM1296104|GSM1296106|GSM1296108|GSM1296110|GSM1296112|GSM1296114|GSM1296116|GSM1296118|GSM1296120|GSM1296122,Psoriasis,GSE53552,human,GSM1296034|GSM1296035|GSM1296038|GSM1296041,GPL570,2.0
dz:P1996,Blood Vessel|Cells|Endothelium|Lung|Pulmonary artery structure|Drepanocyte (cell)|Endothelial Cells,GSM614501|GSM614502|GSM614503|GSM614504|GSM614505|GSM614506,"Anemia, Sickle Cell|Anemia, Sickle Cell|Hemolysis (disorder)|Ischemia|Obstruction|Endothelial dysfunction",GSE25014,human,GSM614519|GSM614520|GSM614521|GSM614522|GSM614523|GSM614524,GPL570,2.0
dz:P1984,Cells|Spleen,GSM610302|GSM610303|GSM610307|GSM610308|GSM610312|GSM610316|GSM610320|GSM610324,Triglyceride storage disease with ichthyosis|Punctate inner choroidopathy|1-acylglycerol-3-phosphate O-acyltransferase ABHD5,GSE24826,mouse,GSM883429|GSM883430|GSM883431|GSM883432,"[GPL6885, GPL9250, GPL13112]",2.0
dz:P1766,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340216|GSM340217,"Undifferentiated inflammatory oligoarthritis|Arthritis|Polyarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340293|GSM340296,GPL570,2.0
dz:P1767,B-Lymphocytes|Cells|T-Lymphocyte|peripheral blood|Peripheral blood mononuclear cell (cell),GSM340216|GSM340217,"Polyarthritis|Arthritis|Undifferentiated inflammatory oligoarthritis|Arthritis, Juvenile Rheumatoid|Enthesitis",GSE13501,human,GSM340321|GSM340340,GPL570,2.0
dz:P2439,Cells|Peripheral blood mononuclear cell (cell),GSM844138|GSM844139|GSM844170|GSM844171|GSM844200|GSM844205,Communicable Diseases|Influenza|Respiratory Syncytial Virus Infections,GSE34205,human,GSM844145|GSM844164|GSM844173|GSM844206,GPL570,2.0
dz:P2438,Cells|Peripheral blood mononuclear cell (cell),GSM844138|GSM844139|GSM844170|GSM844171|GSM844200|GSM844205,Communicable Diseases|Influenza|Respiratory Syncytial Virus Infections,GSE34205,human,GSM844134|GSM844182,GPL570,2.0
dz:P2437,Cells|Peripheral blood mononuclear cell (cell),GSM844138|GSM844139|GSM844170|GSM844171|GSM844200|GSM844205,Communicable Diseases|Influenza|Respiratory Syncytial Virus Infections,GSE34205,human,GSM844133|GSM844211,GPL570,2.0
dz:P2913,Blood|Body tissue|Whole blood sample|whole blood specimen,GSM983493|GSM983494,Influenza|Pneumonia|Systemic Inflammatory Response Syndrome|Inflammatory Response,GSE40012,human,GSM983452|GSM983453,GPL6947,2.0
dz:P191,Cells,GSM1163233|GSM1163234|GSM1163235|GSM1163236,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163353|GSM1163354|GSM1163355|GSM1163356,GPL6480,2.0
dz:P193,Cells,GSM1163233|GSM1163234|GSM1163235|GSM1163236,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163364|GSM1163365|GSM1163366|GSM1163367,GPL6480,2.0
dz:P192,Cells,GSM1163233|GSM1163234|GSM1163235|GSM1163236,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163361|GSM1163362|GSM1163363|GSM1163391,GPL6480,2.0
dz:P195,Cells,GSM1163233|GSM1163234|GSM1163235|GSM1163236,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163370|GSM1163371|GSM1163372|GSM1163373,GPL6480,2.0
dz:P194,Cells,GSM1163233|GSM1163234|GSM1163235|GSM1163236,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163368|GSM1163369,GPL6480,2.0
dz:P197,Cells,GSM1163233|GSM1163234|GSM1163235|GSM1163236,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163377|GSM1163378|GSM1163379|GSM1163380,GPL6480,2.0
dz:P199,Cells,GSM1163233|GSM1163234|GSM1163235|GSM1163236,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163385|GSM1163386|GSM1163387|GSM1163388,GPL6480,2.0
dz:P198,Cells,GSM1163233|GSM1163234|GSM1163235|GSM1163236,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163381|GSM1163382|GSM1163383|GSM1163384,GPL6480,2.0
dz:P1700,Posterior basal segmental vein|Mononuclear cells|Peripheral blood mononuclear cell (cell),GSM251934|GSM251935|GSM251936|GSM251937|GSM251938|GSM251939|GSM251940|GSM251941|GSM251942|GSM251943|GSM251945|GSM251946|GSM251950|GSM251952|GSM251994|GSM251997,Systemic infection|Communicable Diseases|Systemic Inflammatory Response Syndrome|Coinfection,GSE9960,human,GSM251928|GSM251929|GSM251930|GSM251931|GSM251932|GSM251933|GSM251953|GSM251983|GSM251984|GSM251995,GPL570,2.0
dz:P1701,Mononuclear cells|Peripheral blood mononuclear cell (cell),GSM251934|GSM251935|GSM251936|GSM251937|GSM251938|GSM251939|GSM251940|GSM251941|GSM251942|GSM251943|GSM251945|GSM251946|GSM251950|GSM251952|GSM251994|GSM251997,Systemic infection|Communicable Diseases|Systemic Inflammatory Response Syndrome,GSE9960,human,GSM251944|GSM251949|GSM251986|GSM251991|GSM251992|GSM251998|GSM251999|GSM252002|GSM252006,GPL570,2.0
dz:P272,Cells,GSM1163357|GSM1163358|GSM1163359|GSM1163360,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163241|GSM1163242|GSM1163243|GSM1163244,GPL6480,2.0
dz:P273,Cells,GSM1163357|GSM1163358|GSM1163359|GSM1163360,"Communicable Diseases|Severe Acute Respiratory Syndrome|Seryl-tRNA synthetase, mitochondrial",GSE47960,human,GSM1163245|GSM1163246|GSM1163247|GSM1163248,GPL6480,2.0
dz:P1575,Hepatic|Blood|Blood Cells|Spleen|Body tissue|Blood specimen,GSM1704500|GSM1704501|GSM1704502,"Banti's syndrome|Autoimmunity|Hypertension, Portal|Obstruction|Portal vein thrombosis|Stenosis, unspecified",GSE69601,human,GSM1704497|GSM1704498|GSM1704499,GPL6244,2.0
dz:P502,Blood|Peripheral blood mononuclear cell (cell),GSM1228860|GSM1228861|GSM1228862|GSM1228866|GSM1228867|GSM1228868|GSM1228869|GSM1228870|GSM1228871|GSM1228872|GSM1228876|GSM1228878|GSM1228879|GSM1228880|GSM1228881|GSM1228882|GSM1228915|GSM1228916|GSM1228917|GSM1228918,"Encephalitis, St. Louis",GSE50772,human,GSM1228863|GSM1228864|GSM1228865|GSM1228873|GSM1228874|GSM1228875|GSM1228877|GSM1228883|GSM1228884|GSM1228885|GSM1228886|GSM1228887|GSM1228888|GSM1228889|GSM1228890|GSM1228891|GSM1228892|GSM1228893|GSM1228894|GSM1228895|GSM1228896|GSM1228897|GSM1228898|GSM1228899|GSM1228900|GSM1228901|GSM1228902|GSM1228903|GSM1228904|GSM1228905|GSM1228906|GSM1228907|GSM1228908|GSM1228909|GSM1228910|GSM1228911|GSM1228912|GSM1228913|GSM1228914|GSM1228919|GSM1228920|GSM1228921|GSM1228922|GSM1228923|GSM1228924|GSM1228925|GSM1228926|GSM1228927|GSM1228928|GSM1228929|GSM1228930|GSM1228931|GSM1228932|GSM1228933|GSM1228934|GSM1228935|GSM1228936|GSM1228937|GSM1228938|GSM1228939|GSM1228940,GPL570,2.0
dz:P503,brain tissue surgical material|White matter,GSM814828|GSM814829|GSM814830|GSM814831,Multiple Sclerosis|Leukoencephalopathies,GSE32915,human,GSM1236642|GSM1236643|GSM814823|GSM814826,GPL4133,2.0
dz:P500,Blood|Body tissue|whole blood specimen,GSM1225053|GSM1225055,"Encephalitis, St. Louis|Degenerative polyarthritis",GSE50635,human,GSM1225059|GSM1225071,GPL6244,2.0
dz:P501,Blood|Body tissue|whole blood specimen,GSM1225053|GSM1225055,"Encephalitis, St. Louis|Degenerative polyarthritis",GSE50635,human,GSM1225074|GSM1225077,GPL6244,2.0
dz:P506,Epithelial Cells|Nose|Bronchial|Epithelium|Body tissue|Airway structure,GSM1244588|GSM1244619|GSM1244625|GSM1244628|GSM1244635,Asthma|Disease|Infection|Rhinitis|Allergic asthma|Allergic rhinitis (disorder),GSE51392,human,GSM1244593|GSM1244599|GSM1244613|GSM1244630|GSM1244636,GPL13158,2.0
