disease_name,disease_id,match_type,q_threshold,tahoe_hits_list,cmap_hits_list,common_hits_list,tahoe_in_known_list,cmap_in_known_list,common_in_known_list,total_in_known_list
urticaria,EFO_0005531,name,0.5,"['plicamycin', 'encorafenib', 'rverapamil hydrochloride', 'sulfisoxazole', 'carbidopa monohydrate', 'sonidegib', 'selinexor', 'anastrozole', 'abiraterone acetate', 'citalopram hydrobromide', 'dtp3', 'bimiralisib', 'cytarabine', 'entrectinib', 'filgotinib', 'allantoin', 'belinostat', 'lactate calcium', 'elimusertib hydrochloride', 'larotrectinib sulfate', 'docetaxel trihydrate', 'vemurafenib', 'adagrasib', 'erdafitinib', 'brivudine', 'lidocaine hydrochloride', 'ipatasertib', 'alpelisib', 'pemigatinib', 'ralimetinib dimesylate', 'thymol', 'dt061', 'mitoxantrone dihydrochloride', 'mk3903', 'sinomenine', 'tofacitinib citrate', 'panobinostat', 'binimetinib', 'paclitaxel', 'trametinib', 'rimonabant hydrochloride', 'edoxaban tosylate monohydrate', 'bi3406', 'ribociclib', 'bentamapimod', 'flumatinib mesylate', 'berbamine dihydrochloride', 'rmc6236', 'berbamine', 'capivasertib', 'homoharringtonine', 'belzutifan', 'sildenafil', 'azd8055', 'lthyroxine sodium salt pentahydrate', 'fostamatinib disodium hexahydrate', 'ornidazole', 'radotinib', 'lonafarnib', 'esmolol hydrochloride', 'ponatinib', 'trametinib dmso_tf solvate', 'sbi0640756', 'regorafenib', 'idarubicin hydrochloride', 'tolmetin', 'cobimetinib', 'irinotecan hydrochloride', 'cabozantinib smalate', 'rimonabant', 'fedratinib hydrochloride hydrate', 'daidzin', 'tirabrutinib hydrochloride', 'verteporfin', 'tucidinostat', 'hydroxyfasudil', 'olaparib', 'bosentan hydrate', 'sivelestat sodium tetrahydrate']","['reserpine', 'isotretinoin', 'levobunolol', 'paracetamol', 'dequalinium chloride', 'catechin', '01735700000', 'tranylcypromine', 'troleandomycin', 'cefixime', 'metitepine', 'difenidol', 'lincomycin', 'bicuculline', 'azapropazone', 'roxithromycin', 'seneciphylline', 'etofenamate', 'riboflavin', 'pergolide', '03179560000', 'chlortalidone', 'digoxin', 'amodiaquine', 'hexestrol', 'nifuroxazide', 'blebbistatin', 'santonin', 'terbutaline', '6benzylaminopurine', 'estrone', 'scopoletin', 'iopamidol', 'profenamine', 'dicloxacillin', 'diltiazem', 'iopromide', 'isoprenaline', '5140203', 'estriol', 'eticlopride', 'cefalotin', 'isradipine', 'dimethadione', 'palmatine', 'pivampicillin', 'clebopride', 'butein', 'nimesulide', 'ricinine', 'etamsylate', 'vitexin', 'aciclovir', 'ethotoin', 'cyproterone', 'hydralazine', 'prednisone', 'flufenamic acid', 'raloxifene', 'stock1n35215', 'codergocrine mesilate', 'diphenylpyraline', 'phenoxybenzamine', 'syrosingopine', 'tanespimycin', 'prestwick864', 'prilocaine', 'phenelzine', 'fisetin', 'fursultiamine', 'allantoin', 'thalidomide', 'genistein', 'epitiostanol', 'mexiletine', 'riluzole', 'naftifine', 'mk801', 'heliotrine', 'hydroxyachillin', 'tremorine', 'arcaine', 'saquinavir', 'suloctidil', 'flutamide', 'brompheniramine', 'enalapril', 'imipenem', 'nitrofurantoin', '6azathymine', 'tiaprofenic acid', 'adipiodone', 'methocarbamol', 'proscillaridin', 'zomepirac', 'mesoridazine', 'rilmenidine', 'chlormezanone', 'flavoxate', 'tobramycin', 'cetirizine', 'fosfosal', 'cinoxacin', 'dexpropranolol', 'cefotaxime', 'levocabastine', 'fluvoxamine', 'prestwick967', 'lymecycline', 'ozagrel', 'sotalol', 'heptaminol', 'moroxydine', 'alphaestradiol', 'metoprolol', 'tranexamic acid', 'amoxapine', 'clomipramine', 'spiramycin', 'fendiline', 'corticosterone', 'alimemazine', 'etidronic acid', 'griseofulvin', 'practolol', '15delta prostaglandin j2', 'dextromethorphan', 'exemestane', 'idoxuridine', 'acetazolamide', 'sulconazole', 'celecoxib', 'prestwick674', '3acetylcoumarin', 'orciprenaline', 'pyrimethamine', 'ofloxacin', '5707885', 'ethoxyquin', 'bromopride', 'debrisoquine', 'thioridazine', 'quinethazone', 'bcb000040', 'testosterone', 'chlorpromazine', 'carcinine', 'monastrol', 'chlorambucil', 'theobromine', 'praziquantel', 'metixene', 'azathioprine', 'caffeic acid', 'levcycloserine', 'prestwick664', 'flucloxacillin', 'acetylsalicylsalicylic acid', 'amiodarone', 'remoxipride', 'probenecid', 'meteneprost', 'luteolin', 'levomepromazine', 'atenolol', '5253409', 'betonicine', 'gallamine triethiodide', 'prestwick1084', 'proxymetacaine', 'cobalt chloride', 'bisoprolol', 'rotenone', 'spironolactone', 'phenacetin', 'canavanine', 'nacetyllleucine', 'erastin', '5194442', 'chelidonine', 'pf0053975800', 'pha00767505e', 'dienestrol', 'baclofen', 'betaxolol', 'ethaverine', 'gibberellic acid', 'methapyrilene', 'phthalylsulfathiazole', 'piperine', 'cotinine', 'gossypol', 'nisoxetine', 'prednicarbate', 'tolazamide', 'ornidazole', 'pha00665752', 'capsaicin', 'lactobionic acid', 'flupentixol', 'sulfafurazole', 'pentetic acid', 'mifepristone', 'cefuroxime', 'ketotifen', 'probucol', 'tiapride', 'cantharidin', 'trichostatin a', 'cefazolin', 'dropropizine', 'pf0137888300', 'indapamide', 'benzthiazide', 'protriptyline', 'propafenone', 'nacetyllaspartic acid', 'chlorzoxazone', 'pridinol', 'sulfamethoxazole', 'meprylcaine', 'carteolol', 'ratenolol', 'labetalol', 'ursolic acid', 'puromycin', 'fluvastatin', 'alfuzosin', 'furaltadone', 'mitoxantrone', 'ramipril', 'ag028671', 'nizatidine', 'piromidic acid', 'propranolol', 'talampicillin', 'tracazolate', 'cyanocobalamin', 'bezafibrate', 'monocrotaline', 'velnacrine', 'amylocaine', 'flunisolide', 'tetramisole', 'h89', 'daunorubicin', 'dlalpha tocopherol', 'thioproperazine', 'cp32065001', 'esculin', 'chlorpropamide', 'guaifenesin', 'sitosterol', 'prestwick981', 'benzylpenicillin', 'alprenolol', '02974170002b', 'edrophonium chloride', 'benzethonium chloride', 'prestwick675', 'methyldopate', 'hnmpaam3', 'lorglumide', 'cp64552501', 'alexidine', 'prestwick689', '5114445', 'ketoprofen', 'midecamycin', 'nocodazole', 'nitrendipine', 'atropine', 'piribedil', 'butamben', 'isocorydine', 'stachydrine', 'guanfacine', 'spropranolol', 'nafcillin', 'lmethionine sulfoximine', 'nitrofural', 'ifosfamide', 'phenindione', 'nipecotic acid', 'prednisolone', 'bergenin', 'carisoprodol', 'zimeldine', 'mebhydrolin', 'pempidine', 'deferoxamine', 'isoxicam', 'tetracycline', 'tropine', 'suramin sodium', '03166840000', 'doxazosin', '5255229', 'ceforanide', 'diperodon', 'flunixin', 'halcinonide', 'metolazone', 'mometasone', 'propofol', 'repaglinide', 'dlthiorphan', 'nialamide', 'molindone', 'trimethoprim', 'prestwick685', 'mebendazole', 'trifluridine', 'conessine', 'gefitinib', 'harpagoside', 'naproxen', 'clozapine', 'gemfibrozil', 'flunarizine', 'telenzepine', 'u0125', 'cyproheptadine', 'dilazep', 'epiandrosterone', 'diethylcarbamazine', 'hesperidin', 'decamethonium bromide', 'propantheline bromide', 'serotonin', 'metaraminol', 'methoxamine', 'arecoline', 'clindamycin', 'dizocilpine', 'ethambutol', 'netilmicin', 'miconazole', 'ritodrine', 'aminocaproic acid', 'liothyronine', 'stock1n28457', 'sulfaphenazole', 'canrenoic acid', 'betazole', 'betulinic acid', 'pirenzepine', 'mefenamic acid', 'bucladesine', 'azacyclonol', 'lanatoside c', 'dipivefrine', 'prestwick972', 'meglumine', 'aminohippuric acid', 'nifurtimox', 'oxolinic acid', 'lidoflazine', 'mecamylamine', 'carbarsone', 'nifedipine', 'geldanamycin', 'pimethixene', 'lisinopril', 'sulfametoxydiazine', 'zuclopenthixol', 'dexibuprofen', 'sulfasalazine', 'trichlormethiazide', 'salsolinol', 'pentolonium', 'tubocurarine chloride', 'rifabutin', 'tyrphostin ag825', 'oxedrine', 'securinine', 'bephenium hydroxynaphthoate', 'dinoprostone', 'harmol', 'quercetin', 'ronidazole', 'pirinixic acid', 'dacarbazine', 'flumetasone', 'tolbutamide', 'atropine oxide', 'vidarabine', 'niridazole', 'boldine', 'metoclopramide', 'todralazine', 'alfadolone', 'mepenzolate bromide', 'mestranol', 'paclitaxel', 'paromomycin', 'promethazine', 'trapidil', 'doxorubicin', 'sulfaguanidine', 'prestwick665', 'rottlerin', 'zardaverine', 'pipemidic acid', '6bromoindirubin3oxime', 'cefaclor', 'altizide', 'convolamine', 'cefamandole', 'oxybutynin', 'adenosine phosphate', 'oxamniquine', 'etacrynic acid', 'quinisocaine', 'sb202190', 'ciclopirox', 'nadide', 'buflomedil', 'citalopram', 'meropenem', 'rolitetracycline', 'flecainide', 'chloropyramine', 'fluspirilene', 'tetryzoline', 'buspirone', 'ketoconazole', 'propylthiouracil', 'prenylamine', 'gw8510', 'hesperetin', 'vinpocetine', 'benserazide', '11deoxy1616dimethylprostaglandin e2', 'atropine methonitrate', 'vincamine', 'prestwick1085', 'clemastine', 'dipyridamole', 'alcuronium chloride', 'betaescin', 'progesterone', 'digitoxigenin', 'naftopidil', 'clorgiline', 'sc58125', 'maprotiline', 'terguride', 'cinchocaine', 'methanthelinium bromide', 'torasemide', 'iocetamic acid', 'cyclopenthiazide', 'delsoline', 'berberine', 'fenbendazole', 'milrinone', 'moxisylyte', 'etilefrine', 'proadifen', 'lithocholic acid', 'spectinomycin', 'ascorbic acid', 'mesalazine', 'fluticasone', 'azlocillin', 'ranitidine', 'fenspiride', 'betahistine', 'alprostadil', 'ribavirin', 'trimetazidine', 'trimipramine', 'pioglitazone', 'paroxetine', '3hydroxydlkynurenine', 'cefalonium', 'etamivan', 'kinetin', 'minaprine', 'etanidazole', 'ifenprodil', 'pentetrazol', 'tiabendazole', 'alvespimycin', 'glimepiride', 'drofenine', 'mefloquine', 'neomycin', 'digoxigenin', 'gliclazide', 'dicoumarol', 'glycocholic acid', 'nabumetone', 'demeclocycline', 'pancuronium bromide', 'famprofazone', 'dydrogesterone', 'mepyramine', 'androsterone', 'lidocaine', 'danazol', 'diflunisal', 'verteporfin', 'butoconazole', 'amoxicillin', 'mepacrine', 'hydroflumethiazide', 'dorzolamide', 'cefoxitin', 'nomifensine', 'c75', 'clofazimine', 'carbenoxolone', 'disopyramide', 'benfluorex', 'nortriptyline', 'prazosin', 'scoulerine', '5155877', 'propoxycaine', 'isoxsuprine', 'eucatropine', 'sanguinarine', 'ah6809', 'valdecoxib', 'amiprilose', 'glafenine', 'cefoperazone', 'lm1685', 'colchicine', 'mianserin', 'nifenazone', 'tropicamide', 'tomatidine', 'propidium iodide', 'ly294002', 'salsolidin', 'thiocolchicoside', 'fenofibrate', 'prestwick920', 'citiolone', 'cyclizine', 'physostigmine', 'papaverine', 'retrorsine', 'clofibrate', 'quinostatin', 'risperidone', 'skimmianine', 'n6methyladenosine', 'florfenicol', 'nalidixic acid', 'sulfamethoxypyridazine', 'apomorphine', 'clioquinol', 'tetraethylenepentamine', 'clofilium tosylate', 'felodipine', 'cycloserine', 'pyrvinium', 'ioxaglic acid', '01750290000', 'levamisole', 'lobelanidine', '01983060000', 'succinylsulfathiazole', 'esculetin', 'enilconazole', 'procyclidine', 'cortisone', 'amantadine', 'cytisine', 'famotidine', 'mercaptopurine', 'wortmannin', 'metformin', 'hemicholinium', 'sulfathiazole', 'adrenosterone', 'bacitracin', 'ellipticine', 'theophylline', 'pha00816795', 'aceclofenac', 'asiaticoside', 'budesonide', 'captopril', 'hymecromone', 'moracizine', 'haloperidol', 'salbutamol', 'apramycin', 'phenformin', 'trioxysalen', 'benperidol', 'sulfacetamide', 'sulfamerazine', 'sulfinpyrazone', 'dioxybenzone', 'benzamil', 'oxamic acid', 'ns398', 'droperidol', 'harman', 'clenbuterol', 'mephenesin', 'benzonatate', 'methoxsalen', 'naftidrofuryl', 'rosiglitazone', 'methazolamide', 'pentoxifylline', 'diclofenac', 'cimetidine', 'zidovudine', 'megestrol', 'furosemide', 'tinidazole', 'aminophylline', 'ergocalciferol', 'primidone', 'norethisterone', 'ethisterone', 'iobenguane', 'sirolimus', 'perphenazine', 'dihydrostreptomycin', '45dianilinophthalimide', 'ginkgolide a', 'altretamine', 'cp69033401', 'homochlorcyclizine', 'aconitine', 'lomefloxacin', 'amprolium', 'metamizole sodium', 'monorden', 'cefotiam', 'spiperone', 'yohimbine', 'kawain', 'quinidine', 'flurbiprofen', 'lysergol', 'myosmine', 'trazodone', 'cefalexin', 'zaprinast', 'hycanthone', 'hexamethonium bromide', 'chlorprothixene', 'nicotinic acid', 'anabasine', 'methacholine chloride', 'bufexamac', 'dihydroergotamine', 'clonidine', 'ivermectin', 'nicardipine', 'exisulind', 'monobenzone', 'methyldopa', 'alphaergocryptine', 'ciprofloxacin', 'thapsigargin', 'amrinone', 'aminophenazone', 'hydrocotarnine', 'oxymetazoline', 'cloperastine', 'brinzolamide', 'loxapine', 'proglumide', 'pha00851261e', 'glipizide', 'etoposide', 'meclozine', 'tenoxicam', 'alfaxalone', 'triamcinolone', 'butirosin', 'thiamazole', 'albendazole', 'alclometasone', 'harmaline', 'prasterone', 'triamterene', 'ciclosporin', 'carbamazepine', 'naltrexone', 'gliquidone', 'xamoterol', 'vorinostat', 'ebselen', 'bepridil', 'solanine', 'metanephrine', 'etofylline', 'tonzonium bromide', '5109870', 'morantel', 'rescinnamine', 'triflusal', 'doxycycline', 'isoetarine', 'hecogenin', 'fluoxetine', 'ribostamycin', 'cay10397', 'selegiline', 'ambroxol', 'acetohexamide', 'dantrolene', 'sulfanilamide', 'ceftazidime', 'raubasine', 'omeprazole', 'rolipram', 'dobutamine', 'tretinoin', 'diazoxide', 'natamycin', 'nordihydroguaiaretic acid', 'biotin', 'colforsin', 'sertaconazole', 'levonorgestrel', 'indometacin', 'meptazinol', 'chlorogenic acid', 'methylprednisolone', 'butacaine', 'phensuximide', 'alsterpaullone', 'phentolamine', 'ethosuximide', 'imidurea', 'oxybenzone', 'cp944629', 'pf0056215100', 'pnu0230031', 'alverine', 'hydrastinine', 'isosorbide', 'pipenzolate bromide', '3aminobenzamide', 'karakoline', 'piperacetazine', 'roxarsone', 'rimexolone', 'proxyphylline', 'zoxazolamine', 'prestwick860', 'triprolidine', 'acetylsalicylic acid', 'isoconazole', 'y27632', 'laudanosine', 'lynestrenol', 'ursodeoxycholic acid', 'carbachol', 'metrifonate', 'oxantel', 'pargyline', 'phenazopyridine', 'chlorcyclizine', 'ganciclovir', 'chloropyrazine', 'pnu0251126', 'coralyne', 'xylazine', 'pyridoxine', 'chloramphenicol', 'lumicolchicine', 'trimethylcolchicinic acid', 'cefadroxil', 'piperidolate', 'tetroquinone', 'sulindac', 'gabapentin', 'hyoscyamine', 'metyrapone', 'procaine', '16phenyltetranorprostaglandin e2', 'betamethasone', 'tacrine', 'amikacin', 'foliosidine', 'perhexiline', 'thioguanosine', 'isopropamide iodide', 'josamycin', 'trifluoperazine', 'hydrastine hydrochloride', 'ampicillin', 'ticlopidine', 'clemizole', 'hydroxyzine', 'spaglumic acid', 'dexpanthenol', 'ionomycin', 'chlorhexidine', 'prestwick1100', 'abamectin', 'arachidonic acid', 'fenoprofen', '5279552', 'bupivacaine', 'guanethidine', 'racecadotril', 'pimozide', 'fluorometholone', 'verapamil', 'homosalate', 'nicergoline', 'sulfapyridine', 'etomidate', 'colecalciferol', 'cefsulodin', 'iopanoic acid', 'latamoxef', 'meticrane', 'domperidone', 'dirithromycin', 'norfloxacin', 'lobeline', 'terconazole', 'hexylcaine', 'estropipate', 'carbinoxamine', 'cyclic adenosine monophosphate', 'irinotecan', 'erythromycin', 'ketorolac', 'sisomicin', 'pnu0293363', 'fluphenazine', 'pirenperone', 'scopolamine noxide', 'sulpiride', 'benfotiamine', 'hydrocortisone', 'noscapine', '8azaguanine', 'fipexide', '2aminobenzenesulfonamide', 'methotrexate', 'harmine', 'naloxone', 'oxprenolol', 'ciprofibrate', 'napelline', 'doxylamine', 'amphotericin b', 'pararosaniline', 'medrysone', 'terfenadine', 'etiocholanolone', 'diprophylline', 'mephentermine', 'pramocaine', 'pronetalol', 'thiostrepton', 'oxytetracycline', 'cinnarizine', 'prochlorperazine', '5211181', 'sulfamethizole', 'tyloxapol', 'f04470125', 'ampyrone', 'tamoxifen', 'hc toxin', 'nalbuphine', 'pyrantel', 'menadione', 'idazoxan', 'halofantrine', 'rofecoxib', 'urapidil', 'benzydamine', 'iodixanol', 'viomycin', 'pentoxyverine', 'oxybuprocaine', 'minoxidil', 'memantine', 'pentamidine', 'chlortetracycline', 'nacetylmuramic acid', 'kanamycin', 'bcb000039', 'calmidazolium', 'prestwick984', 'flucytosine', 'corynanthine', 'epivincamine', 'atovaquone', '14chrysenequinone', 'bethanechol', 'letrozole', 'niclosamide', 'pirlindole', 'sulfadimidine', 'pindolol', 'clomifene', 'prestwick559', 'amiloride', 'eldeline', 'antimycin a', 'orlistat', 'streptomycin', 'pseudopelletierine', 'tolfenamic acid', 'pha00846566e', 'iproniazid', 'oxyphenbutazone', 'spiradoline', 'artemisinin', 'methylergometrine', 'yohimbic acid', 'fenoterol', 'butyl hydroxybenzoate', 'novobiocin', 'fluorocurarine', 'scopolamine', 'ouabain', 'lansoprazole', 'naringin', 'corbadrine', 'epirizole', '5224221', 'chloroquine', 'bambuterol', 'estradiol', 'molsidomine', 'apigenin', 'oleandomycin', 'oxetacaine', 'phenylpropanolamine', 'astemizole', 'tiratricol', 'ramifenazone', 'methylbenzethonium chloride', 'monensin', 'galantamine', 'sr95531', 'neostigmine bromide', 'etodolac', 'troglitazone', 'loperamide', 'dyclonine', 'dehydrocholic acid', 'mimosine', 'pyrazinamide', 'alphayohimbine', 'crotamiton', 'bendroflumethiazide', 'desoxycortone', 'glycopyrronium bromide', 'tridihexethyl', 'acenocoumarol', 'fasudil', 'bromocriptine', 'imipramine', '26dimethylpiperidine', 'noretynodrel', 'trolox c', 'leflunomide', 'prestwick1083', 'bacampicillin', 'sc19220', 'bisacodyl', 'fulvestrant', 'solasodine', 'zalcitabine', 'ipratropium bromide', 'minocycline', 'pinacidil', 'bemegride', 'ethionamide', 'ketanserin', 'piperlongumine', 'tocainide', 'doxepin', 'flumequine', 'protoveratrine a', 'sodium phenylbutyrate', 'clotrimazole', 'promazine', 'denatonium benzoate', 'procainamide', 'cefepime', 'meclofenoxate', 'glibenclamide', 'niflumic acid', 'resveratrol', 'bromperidol', 'beclometasone', 'dexverapamil', 'dexamethasone', 'acepromazine', 'levodopa', 'picrotoxinin', 'cromoglicic acid', 'metergoline', 'valproic acid', 'deptropine', 'chrysin', 'fluocinonide', 'sparteine', 'fusaric acid', 'oxaprozin', 'octopamine', 'ag013608', 'sr95639a', 'norcyclobenzaprine', 'azaperone', 'mevalolactone', 'ticarcillin', '4hydroxyphenazone', 'ioversol', 'naphazoline', 'procarbazine', 'calcium pantothenate', 'bupropion', 'cyclopentolate']","['verteporfin', 'paclitaxel', 'ornidazole', 'allantoin']",[],"['colecalciferol', 'ciclosporin', 'methotrexate', 'prednisone', 'azathioprine', 'clemastine', 'doxepin', 'cetirizine']",[],"['colecalciferol', 'ciclosporin', 'methotrexate', 'prednisone', 'azathioprine', 'clemastine', 'doxepin', 'cetirizine']"
intellectual disability,HP_0001249,name,0.5,"['azithromycin hydrate', 'belumosudil', 'pyridoxine', 'artesunate', 'temuterkib', 'busulfan', 'adenosine', 'valdecoxib', 'encorafenib', 'lopinavir', 'mk8353', 'vilanterol', 'bi78d3', 'tetracycline hydrochloride', 'ots514', 'rverapamil hydrochloride', 'ranolazine', 'ckitin1', 'ritonavir', 'sulfisoxazole', 'sodium salicylate', 'carbidopa monohydrate', 'sonidegib', 'imiquimod hydrochloride', 'γoryzanol', 'bergenin', 'selinexor', 'anastrozole', 'bicalutamide', 'dtp3', 'mozavaptan', 'estrone sulfate potassium', 'nimesulide', 'bimiralisib', 'cp21r7', 'fumaric acid', 'cytarabine', 'bortezomib', 'mebendazole', 'trifluridine', 'ulk101', 'gefitinib', 'naproxen', 'entrectinib', 'gemfibrozil', 'tak901', 'erk5in2', 'topotecan hydrochloride', 'peretinoin', '4egi1', 'leflornithine monohydrochloride', 'folic acid', 'hesperidin', 'glasdegib', 'ly2090314', 'temsirolimus', 'erythromycin', 'larotrectinib', 'ng25', 'diammonium glycyrrhizinate', 'azd1390', 'thymopentin', '18βglycyrrhetinic acid', 'bexarotene', 'lactate calcium', 'simotinib', 'gallic acid hydrate', 'larotrectinib sulfate', 'saquinavir', 'clofarabine', 'flutamide', 'tazarotene', 'vemurafenib', 'methotrexate', 'rutin trihydrate', 'osimertinib mesylate', 'indacaterol maleate', 'aprepitant', 'adagrasib', 'bestatin hydrochloride', 'captopril', 'erdafitinib', 'gemcitabine', 'tadalafil', 'artemether', 'brivudine', 'bay1125976', 'talc', 'tolcapone', 'terfenadine', 'rapamycin', 'fluvoxamine', 'clopidogrel', 'ex229', 'abemaciclib', 'quinestrol', '9ing41', 'gsk1059615', 'lipoic acid', 'pentagastrin', 'dt061', 'thymol', 'diphenhydramine', 'finasteride', 'retinoic acid', 'megestrol', 'furosemide', 'mitoxantrone dihydrochloride', 'pexidartinib hydrochloride', 'capmatinib', 'vismodegib', 'dihydroartemisinin', 'hitopk032', 'hydroxyurea', 'mk3903', 'menadione', 'ouabain octahydrate', 'vinblastine sulfate', 'uridine', 'tofacitinib citrate', 'acetazolamide', 'penfluridol', 'celecoxib', 'aspirin', 'chlorhexidine diacetate', 'clonidine hydrochloride', 'betamethasone dipropionate', 'cloxacillin sodium', 'fluvoxamine maleate', 'loperamide hydrochloride', 'altretamine', 'paclitaxel', 'imiquimod maleate', 'crizotinib', 'sulfatinib', 'edoxaban tosylate monohydrate', 'apto253', 'erlotinib', 'dabrafenib', 'zileuton', 'nvpbhg712', 'lumateperone tosylate', 'tranilast', 'vandetanib', 'orlistat', 'salicylic acid', 'lenalidomide hemihydrate', 'methyl aminolevulinate hydrochloride', 'ribociclib', 'bentamapimod', 'flumatinib mesylate', 'voriconazole', '5fluorouracil', 'tirabrutinib', 'berbamine dihydrochloride', 'balsalazide sodium hydrate', 'berbamine', 'ciclopirox', 'aliskiren', 'phenytoin sodium', 'triclosan', 'ataluren', 'neratinib maleate', 'bendamustine', 'almonertinib hydrochloride', 'doxycycline monohydrate', 'belzutifan', 'pravastatin sodium', 'bestatin', 'pitavastatin calcium', 'econazole', 'auranofin', 'neratinib', 'pasireotide acetate', 'volasertib', 'proglumide', 'azd8055', 'lthyroxine sodium salt pentahydrate', 'fostamatinib disodium hexahydrate', 'ornidazole', 'relugolix', 'triamcinolone', 'pentamidine isethionate', 'trimetrexate', 'lapatinib ditosylate', 'lonafarnib', 'esmolol hydrochloride', 'carbamazepine', 'entecavir monohydrate', 'fulvestrant', 'berberine chloride hydrate', 'ml264', 'ponatinib', 'posaconazole', 'phenylephrine hydrochloride', 'epirubicin hydrochloride', 'fusidic acid', 'nevirapine', 'pralsetinib', 'sbi0640756', 'venetoclax', 'benproperine phosphate', 'regorafenib', 'acetohexamide', 'clotrimazole', 'tolmetin', 'fingolimod hydrochloride', 'tomivosertib', 'omeprazole sodium', 'apalutamide', 'scrizotinib', 'ph797804', 'pioglitazone', 'allopurinol', 'darolutamide', '5azacytidine', 'canagliflozin hemihydrate', 'sapanisertib', 'verapamil', 'irinotecan hydrochloride', 'quinidine 15 dihydroquinidine', 'torkinib', 'asciminib', 'resveratrol', 'procainamide hydrochloride', 'tubulin inhibitor 6', 'rimonabant', 'bimatoprost', 'pf06260933', 'dexamethasone', 'vincristine', 'niclosamide olamine', 'everolimus', 'cinacalcet', 'fedratinib hydrochloride hydrate', 'sunitinib', 'digitoxin', 'ixazomib citrate', 'verteporfin', 'afatinib', 'tucidinostat', 'hydroxyfasudil', 'oxaprozin', 'goserelin acetate', 'olaparib', 'elagolix sodium', 'bosentan hydrate', 'silodosin', 'tak733', 'tofacitinib']","['benfluorex', 'chloramphenicol', 'metronidazole', 'difenidol', 'lincomycin', 'amikacin', 'trifluoperazine', 'hexetidine', 'equilin', 'estrone', 'thiamphenicol', 'diltiazem', 'deferoxamine', 'homosalate', 'trimethoprim', 'pyrvinium', 'diphenylpyraline', 'clozapine', 'nadolol', 'simvastatin', 'domperidone', 'levopropoxyphene', 'lobeline', 'folic acid', 'genistein', 'ketorolac', 'cytisine', 'riluzole', 'fluphenazine', 'trihexyphenidyl', 'metformin', 'sulfathiazole', '8azaguanine', 'brompheniramine', 'liothyronine', 'sulfaphenazole', 'moracizine', 'haloperidol', 'chlormezanone', 'geldanamycin', 'sulfadimethoxine', 'ciclacillin', 'fluvoxamine', 'prochlorperazine', 'rifabutin', 'finasteride', 'metoprolol', 'tranexamic acid', 'furosemide', 'thiethylperazine', 'clomipramine', 'etidronic acid', 'idoxuridine', 'flumetasone', 'staurosporine', 'iobenguane', 'benzathine benzylpenicillin', 'pentamidine', 'orciprenaline', 'sirolimus', 'ofloxacin', 'thioridazine', 'quinethazone', 'yohimbine', 'letrozole', 'chlorpromazine', 'monastrol', 'guanadrel', 'diflorasone', 'metixene', 'gentamicin', 'guanabenz', 'iproniazid', 'probenecid', 'oxybutynin', 'levomepromazine', 'corbadrine', 'estradiol', 'phenacetin', 'astemizole', 'iohexol', 'prenylamine', 'troglitazone', 'cloperastine', 'clemastine', 'glipizide', 'capsaicin', 'cefmetazole', 'imipramine', 'podophyllotoxin', 'bisacodyl', 'ketotifen', 'fulvestrant', 'naltrexone', 'torasemide', 'vorinostat', 'terazosin', 'isometheptene', 'doxepin', 'hydrochlorothiazide', 'sodium phenylbutyrate', 'promazine', 'alprostadil', 'procainamide', 'trimipramine', 'minaprine', 'sulfadoxine', 'tretinoin', 'diazoxide', 'methylprednisolone', 'pralidoxime', 'dicoumarol', 'isocarboxazid', 'bezafibrate', 'levodopa', 'amylocaine', 'diflunisal', 'timolol', 'valproic acid', 'triprolidine', 'acetylsalicylic acid', 'chlorcyclizine', 'nomifensine']","['furosemide', 'fulvestrant', 'fluvoxamine', 'finasteride', 'folic acid']",[],"['clozapine', 'metformin']",[],"['clozapine', 'metformin']"
