"","logFC","AveExpr","t","P.Value","adj.P.Val","B","probe.id","symbols"
"3838_at",1.11583374050118,10.872052058859,3.77066339697896,0.000897896844412038,0.00613635880389487,-0.730498277230986,"3838_at","KPNA2"
"129401_at",1.11473401800721,7.58673096804227,3.80771260858342,0.000817199799564408,0.00577097436758638,-0.6421157014013,"129401_at","NUP35"
"166379_at",1.11394067189686,6.15491930583669,4.71845856274761,7.84275447164678e-05,0.00159890722131181,1.57079840560098,"166379_at","BBS12"
"28982_at",1.1136820891704,7.33295411454818,4.98404309673885,3.94956432914302e-05,0.00119381527398948,2.22113867969457,"28982_at","FLVCR1"
"55151_at",1.11365937710742,6.1412744860325,6.23124195871725,1.66115094055691e-06,0.000407434875721744,5.22295817502403,"55151_at","TMEM38B"
"93594_at",1.11109747217744,5.66958675528945,4.56351460337953,0.000117070534789901,0.00193047210391266,1.19131863058968,"93594_at","TBC1D31"
"101927837_at",-1.11079689775488,4.94685667897533,-6.90674012043246,3.17608765620351e-07,0.000246444184016548,6.78158915144239,"101927837_at","ATP6V0D1-DT"
"10438_at",1.11070471024219,5.96710674804613,3.31981543638043,0.00278185635092744,0.0127309793990812,-1.78625083110907,"10438_at","C1D"
"129607_at",1.1102186580386,6.64062057405647,2.93542611684249,0.00707543970312286,0.0246515397387383,-2.64709391532516,"129607_at","CMPK2"
"5763_at",-1.10989895352258,8.55052034691079,-3.72604078120161,0.00100552758683479,0.00656124988388013,-0.836671013895598,"5763_at","PTMS"
"154661_at",1.10881446392079,6.06285885756783,3.44905620923773,0.0020182892594011,0.0102561739492861,-1.48786999585482,"154661_at","RUNDC3B"
"1081_at",-1.10740611343818,4.59933462635838,-4.57968399262499,0.000112277440423158,0.00189518871807861,1.2309036672164,"1081_at","CGA"
"10464_at",1.10678488039937,7.20997510377097,3.28489248401827,0.00303218392863303,0.0135230253851772,-1.86618630203603,"10464_at","PIBF1"
"178_at",1.10666177949275,8.55584416580817,3.93387077245144,0.000592379005965171,0.00474737541400257,-0.339735028186883,"178_at","AGL"
"54927_at",1.10643136237063,7.10164426859768,3.67193679381668,0.00115309979582805,0.00715564723150092,-0.964973892733711,"54927_at","CHCHD3"
"25924_at",1.10380842939887,6.46818608194838,4.38980579922054,0.000183397250690281,0.00241045981429701,0.766529390692319,"25924_at","MYRIP"
"23528_at",1.1036189749586,7.80540781247067,4.75438851081963,7.14712607516681e-05,0.00153354340668819,1.65882007138231,"23528_at","ZNF281"
"100505478_at",-1.10281377682536,6.6864615228623,-6.15013955038594,2.03307399320514e-06,0.000443037102944831,5.03204990264968,"100505478_at","TEX48"
"134728_at",1.10209288923545,4.88086628134973,5.62835273048188,7.57216597328638e-06,0.000654064174518818,3.78739872084495,"134728_at","IRAK1BP1"
"10262_at",-1.10184295570759,8.59739631329434,-4.43449948372492,0.000163402575105625,0.0022669606016554,0.875721489207598,"10262_at","SF3B4"
"8453_at",1.10182528467419,6.61609011064987,5.61194038831308,7.89493435307655e-06,0.000655526408375943,3.7478395579924,"8453_at","CUL2"
"90187_at",-1.10148106497999,9.31221094170785,-2.88583386299445,0.00795969163239865,0.0268855433610015,-2.75475152551713,"90187_at","EMILIN3"
"117143_at",1.10136291180679,8.06720497235758,4.35831040520392,0.00019893348561584,0.00253448033043602,0.689636505788272,"117143_at","TADA1"
