gene_symbol,adj.P.Val,logfc_dz
CTSZ,4.99265557677347e-18,2.34426637701935
,1.63830862035871e-10,2.24038293866025
NDC80,2.56261001547012e-10,2.20809614482344
SHCBP1,1.53991113422368e-10,2.18177249090619
DBF4,8.25714045214108e-12,2.169211314516
TOP2A,2.04269042897527e-08,2.15981259831904
SNTN,3.47422184574507e-08,2.15451264972857
PCSK5,6.02760517358128e-10,2.13405801729972
SMC3,4.83084075081469e-15,2.12776432399131
ANLN,2.36908417964252e-10,2.11378735038568
WIF1,1.94170615846471e-05,2.10590334352529
NUF2,5.7872100205111e-11,2.09881825761993
KIF11,1.69570292451073e-09,2.07836427710851
DNAJC9,4.26079066172254e-12,2.06030697568482
LMNB1,1.34486870360956e-12,2.02386193764382
KMO,5.23468613546062e-06,2.02144824847867
AGR3,2.96772382016633e-06,2.01291141613001
DLGAP5,1.77393256919881e-08,2.00955928963181
RGS7BP,1.41899534307096e-09,2.00158645477039
TSIX,1.75863279798938e-09,1.99895187951859
DCDC2,2.25231421601635e-09,1.96333577121556
,5.19535326446193e-10,1.95556653964338
CDK1,1.97586731417578e-11,1.90897557407953
EZH2,1.75092179884766e-10,1.90518195064784
AMZ2P1,2.4359646010142e-11,1.90027010778697
KIF23,1.63012869424065e-09,1.88523058318046
PBK,3.34377054822963e-08,1.88043704930719
CIPC,4.72787737935032e-11,1.86232337055259
NRBF2,9.05962704579158e-11,1.8585759085053
SLC25A43,7.80046598894919e-12,1.85727395157999
CEP55,1.00080865349442e-09,1.85509908772152
EGFL6,9.24700865098063e-11,1.85301920199235
OSBPL1A,1.7103464734155e-12,1.84898392673792
CRISPLD1,2.88796723233762e-09,1.84430707115758
FOLH1,1.34463867165395e-09,1.84338181168903
BRCC3,1.7103464734155e-12,1.83904221324984
TIGAR,1.40408310169122e-12,1.83858587766844
NCAPG,1.37923960509042e-09,1.83739083152046
CCDC113,2.34344924143508e-09,1.83520595036038
RASGRP1,1.97364817513428e-08,1.83323196571129
OLFM4,0.00179681891363007,1.83158945025419
MMP7,0.000552061044709999,1.81672839648136
NUSAP1,9.77745082613233e-10,1.81416618733682
F2R,2.53128365790975e-07,1.80912297801827
CEP76,4.08801326972489e-13,1.79931982472513
C17orf75,2.76625317762269e-13,1.79501094338247
MNS1,3.3662116234674e-10,1.78930983419042
NCEH1,1.05183991421122e-07,1.78290459999858
KIF15,5.11635729376868e-09,1.77130125896997
SPA17,8.78218372959623e-10,1.77105634200577
IKBIP,1.43286040263783e-13,1.76752538546665
GRB14,1.23198892182233e-08,1.76544617902615
BIVM,1.56718562388788e-11,1.76300503235291
PPP3R1,4.83084075081469e-15,1.76013496195856
KBTBD7,9.21905715664011e-13,1.7591071760132
MMP26,0.00182199884515453,1.75860435087973
GNL2,7.48218132419608e-10,1.75166952632095
CCNB1,1.55104626917902e-08,1.7501524481298
EPB41L3,4.2409423483712e-11,1.74985061726019
MIR302CHG,1.69917761615043e-09,1.74836276105422
EFCAB7,2.84609653365077e-12,1.74786291474329
PLOD2,1.09145376858471e-11,1.74685168570983
LINC00645,7.58158399314282e-05,1.74501310425136
TRAPPC13,6.99735745087251e-10,1.74162075224258
HPS5,6.33372597721058e-11,1.73964021095339
TTK,4.37323372038795e-09,1.73863482659499
KIF20A,9.09791974699339e-07,1.73490278790973
FANCL,1.15451097304595e-10,1.72526169230183
F13A1,3.2135559555279e-08,1.71910429145826
TRAPPC6B,2.08126206980049e-09,1.71880353134085
RIT1,1.78932866764892e-13,1.71294096127348
NMT2,1.21612448591114e-11,1.71192142610211
YIPF5,1.71806879968637e-12,1.71167379562519
SDAD1,8.92487598542745e-14,1.70886733683961
