disease_id,disease_name,drug_id,drug_common_name,drug_target_class,drug_synonyms,drug_type,drug_mechanism_of_action,disease_therapeutic_areas
EFO_0000478,esophagus adenocarcinoma,CHEMBL1358,FULVESTRANT,Transcription factor,"Faslodex|Fulvestrant|ICI 182,780|ICI-182780|NSC-759879|ZD-9238|ZD9238",Small molecule,Estrogen receptor antagonist,Gastrointestinal|Cancer/Tumor
EFO_0003882,osteoporosis,CHEMBL53,APOMORPHINE,Membrane receptor,"6a.beta.-aporphine-10,11-diol|APL-130277|Apomorphine|Apomorphinum|VR-040|VR040",Small molecule,D2-like dopamine receptor agonist,Musculoskeletal|Genetic/Congenital
EFO_0003882,osteoporosis,CHEMBL24,ATENOLOL,Membrane receptor,"Atenolol|Atenololum|Betacard|C07AB03|Corotenol|Duraatenolol|Esatenolol|ICI 66,082|ICI 66082|ICI-66082|Juvental|Myocord|NSC-757832|Novaten|Prenormine|Urosin",Small molecule,Beta-1 adrenergic receptor antagonist,Musculoskeletal|Genetic/Congenital
EFO_0003882,osteoporosis,CHEMBL135,ESTRADIOL,Transcription factor,17-.beta.-oestradiol|17-beta-oestradiol|17.beta.-estradiol|17beta-estradiol|Agofollin|Alfatradiol|Depo-Estradiol|Destradiol|Dihydrotheelin|Dihydroxyestrin|Estradiol|Estradiol 17-beta|Estradiol anhydrous|Estradiol hemihydrate|Estradiol valerate metabolite e2|Estrasorb|Gynergon|Gynoestryl|NSC-20293|NSC-9895|Oestradiol|WC-3011|WC3011,Small molecule,Estrogen receptor alpha agonist,Musculoskeletal|Genetic/Congenital
EFO_0003882,osteoporosis,CHEMBL103,PROGESTERONE,Transcription factor,"NSC-64377|NSC-9704|Progesterona|Progesterone|Progesterone, micronized|Progesteronum|U 3672",Small molecule,Progesterone receptor agonist,Musculoskeletal|Genetic/Congenital
EFO_0003882,osteoporosis,CHEMBL79,LIDOCAINE,Ion channel,ALGRX 3268|ALGRX-3268|Anestacon|Embolex|Iontocaine|Lidocaina|Lidocaine|Lidocainum|Lidocaton|Lidopen|Lignocaine|NSC-40030|Octocaine|Solarcaine|Xylestesin,Small molecule,Sodium channel alpha subunit blocker,Musculoskeletal|Genetic/Congenital
EFO_0001378,multiple myeloma,CHEMBL112,ACETAMINOPHEN,Enzyme,Acetaminophen|Apap|Biocetamol|Doliprane|Efferalgan|N-acetyl-p-aminophenol|NSC-109028|NSC-3991|P-hydroxy-acetanilid|Paracetamol|Paracetamolum|Vermidon,Small molecule,Cyclooxygenase inhibitor,Immune System|Hematologic|Genetic/Congenital|Cancer/Tumor
EFO_0001378,multiple myeloma,CHEMBL635,PREDNISONE,Transcription factor,3en3hg4wsw|Decortin|Dehydrocortisone|Metacortandracin|NSC-10023|Prednisona|Prednisone|Prednisone anhydrous|Prednisone tablets|Supercortil,Small molecule,Glucocorticoid receptor agonist,Immune System|Hematologic|Genetic/Congenital|Cancer/Tumor
EFO_0001378,multiple myeloma,CHEMBL109480,TANESPIMYCIN,Unclassified protein|Other cytosolic protein,17-AAG|17aag|BMS-722782|CNF-1010|CNF1010|KOS-953|NSC-330507|Tanespimicina|Tanespimycin|Tanespimycine,Small molecule,Heat shock protein HSP90 inhibitor,Immune System|Hematologic|Genetic/Congenital|Cancer/Tumor
EFO_0001378,multiple myeloma,CHEMBL657,DIPHENHYDRAMINE,Membrane receptor,Difenhidramina|Diphenhdyra|Diphenhydramine|Restamin,Small molecule,Histamine H1 receptor antagonist,Immune System|Hematologic|Genetic/Congenital|Cancer/Tumor
EFO_0001378,multiple myeloma,CHEMBL118,CELECOXIB,Enzyme,Celecoxib|DFN-15|DFN15|NSC-719627|NSC-758624|SC-58635,Small molecule,Cyclooxygenase-2 inhibitor,Immune System|Hematologic|Genetic/Congenital|Cancer/Tumor
EFO_0001378,multiple myeloma,CHEMBL27,PROPRANOLOL,Membrane receptor,.beta.-propranolol|AY-64043-|Betalong|Dl-propranolol|Euprovasin|Inderal|Inderide-40/25|Inderide-80/25|Propranolol|Proprasylyt|Reducor,Small molecule,Beta-1 adrenergic receptor antagonist,Immune System|Hematologic|Genetic/Congenital|Cancer/Tumor
EFO_0001378,multiple myeloma,CHEMBL428647,PACLITAXEL,Structural protein,(-)-paclitaxel|ABI-007|ABI-007 COMPONENT PACLITAXEL|BMS 181339-01|BMS-181339-01|Capxol|Cyclopax|DHP 107|DHP-107|Ebetaxel|Empac|Endotag 1|Genaxol|Genetaxyl|Genexol|Genexol-pm|Intaxel|Lep-etu|MBT 0206|MBT-0206|Mitotax|NK 105|NK-105|NSC-125973|Oncogel|Onxal|Onxol|Pacliex|Paclitaxel|Paclitaxel (taxus canadensis)|Paclitaxol|Plaxicel|QW-8184|Taxalbin|Taxol|Taxol a|Taxus|Taxus liberte|Taxus stent|Tocosol paclitaxel|Yewtaxan,Small molecule,Tubulin inhibitor,Immune System|Hematologic|Genetic/Congenital|Cancer/Tumor
EFO_0001378,multiple myeloma,CHEMBL726,FLUPHENAZINE,Membrane receptor,Flufenazina|Fluphenazine|NSC-62323|Permitil|Prolixin,Small molecule,Dopamine D2 receptor antagonist,Immune System|Hematologic|Genetic/Congenital|Cancer/Tumor
EFO_0001378,multiple myeloma,CHEMBL1201129,DECITABINE,Epigenetic regulator,2'-deoxy-5-azacytidine|DAC|Decitabina|Decitabine|NSC-127716,Small molecule,DNA (cytosine-5)-methyltransferase 1 inhibitor,Immune System|Hematologic|Genetic/Congenital|Cancer/Tumor
EFO_0001378,multiple myeloma,CHEMBL1535,HYDROXYCHLOROQUINE,Membrane receptor,Hidroxicloroquina|Hydroxychloroquine|Polirreumin,Small molecule,Toll-like receptor 7 antagonist,Immune System|Hematologic|Genetic/Congenital|Cancer/Tumor
EFO_0001378,multiple myeloma,CHEMBL384467,DEXAMETHASONE,Transcription factor,Decadron-LA|Dexacen-4|Dexacort|Dexair|Dexametasona|Dexamethasone|Dexamethasone metasulfobenzoate sodium|Dexamethasone palmitate|Dexamethasone valerate|Dexycu|Fluormethylprednisolone|ISV-305|Mymethasone|NSC-34521|Neodecadron|OTO-104,Small molecule,Glucocorticoid receptor agonist,Immune System|Hematologic|Genetic/Congenital|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL23,DILTIAZEM,Ion channel,Cardizem|Dilt-CD|Diltiazem|Diltiazem extended release|Diltzac|Ditiaz|Surazem|Tiamate|Tiazac,Small molecule,Voltage-gated L-type calcium channel blocker,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL635,PREDNISONE,Transcription factor,3en3hg4wsw|Decortin|Dehydrocortisone|Metacortandracin|NSC-10023|Prednisona|Prednisone|Prednisone anhydrous|Prednisone tablets|Supercortil,Small molecule,Glucocorticoid receptor agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL109480,TANESPIMYCIN,Unclassified protein|Other cytosolic protein,17-AAG|17aag|BMS-722782|CNF-1010|CNF1010|KOS-953|NSC-330507|Tanespimicina|Tanespimycin|Tanespimycine,Small molecule,Heat shock protein HSP90 inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL503,LOVASTATIN,Unclassified protein|Enzyme,"6.alpha.-methylcompactin|C10AA02|L-154803|Lovastatin|Lovastatina|Lovastatine|MK-803|Mevinolin|Mevlor|Monacolin k|NSC-758662|Simvastatin impurity, lovastatin-|Sivlor",Small molecule,HMG-CoA reductase inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL468,THALIDOMIDE,Membrane receptor|Enzyme|Epigenetic regulator|Structural protein|Unclassified protein|Transcription factor|Other cytosolic protein|Other nuclear protein,.alpha.-phthalimidoglutarimide|Celgene|Contergan|Distaval|K-17|Myrin|N-phthalylglutamic acid imide|NSC-527179|NSC-66847|Neurosedyn|Pantosediv|Pharmion|Softenon|Talidomida|Thaled|Thalidomide|Thalidomide ,Small molecule,CRL4(CRBN) E3 ubiquitin ligase inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL135,ESTRADIOL,Transcription factor,17-.beta.-oestradiol|17-beta-oestradiol|17.beta.-estradiol|17beta-estradiol|Agofollin|Alfatradiol|Depo-Estradiol|Destradiol|Dihydrotheelin|Dihydroxyestrin|Estradiol|Estradiol 17-beta|Estradiol anhydrous|Estradiol hemihydrate|Estradiol valerate metabolite e2|Estrasorb|Gynergon|Gynoestryl|NSC-20293|NSC-9895|Oestradiol|WC-3011|WC3011,Small molecule,Estrogen receptor alpha agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL877,TRANEXAMIC ACID,Enzyme,Acide tranexamique|Acido tranexamico|Amcha|CL 65336|CL-65336|CL65336|Cyclo-f|Cyclocapron|Cyclokapron|Espercil|Femstrual|Haematrix|LB-1148|LB1148|NSC-291305|RP-18429|Rikavarin|TRANS AMCHA|TRANS-AMCHA|Tranexamic acid|Trans AMCHA|Transamin,Small molecule,Plasminogen inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL386630,TESTOSTERONE,Transcription factor,Android-t|Androlan|Delatestryl|Homosterone|Livensa|NSC-9700|TESTIM|Testiculosterone|Testosterona|Testosterone|Testosterone ciii|Virosterone,Small molecule,Androgen Receptor agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL113,CAFFEINE,Membrane receptor,Anhydrous caffeine|Cafcit|Caffeine|Caffeine anhydrous|Caffeine melting point standard|Caffeinum|Coffeine|Coffeinum|Durvitan|FEMA NO. 2224|Guaranine|Methyltheobromine|NSC-5036|Synalgos|Theine|Vivarin,Small molecule,Adenosine receptor antagonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL294199,CAPSAICIN,Ion channel,ALGRX 4975|ALGRX-4975|Ausanil|Axsain|Capsaicin|Capsaicina|Capsaicine|Capzasin-hp|Cntx-4975|Dolenon|FEMA NO. 3404|Mioton|NGX-1998|NGX-4010|NSC-56353|Ngx-1998|Ovocap|Ratden pe 40|Togarashi orenji|Trans-capsaicin,Small molecule,Vanilloid receptor opener,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL1276308,MIFEPRISTONE,Transcription factor,Mifepristona|Mifepristone|NSC-759862|RU 38486|RU 486|RU-38486|RU-486|RU486,Small molecule,Progesterone receptor antagonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL27,PROPRANOLOL,Membrane receptor,.beta.-propranolol|AY-64043-|Betalong|Dl-propranolol|Euprovasin|Inderal|Inderide-40/25|Inderide-80/25|Propranolol|Proprasylyt|Reducor,Small molecule,Beta-1 adrenergic receptor antagonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL154,NAPROXEN,Enzyme,Aleve|Anaprox|NSC-750183|NSC-757239|Naprelan|Naproxen|Naproxene|Naproxeno|PN400 COMPONENT NAPROXEN|RS-3540,Small molecule,Cyclooxygenase inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL46,ONDANSETRON,Ion channel|Membrane receptor,A04AA01|Desmethylondansetron|EUR-1025|GR-38032|GR-38032F|NSC-757870|Ondansetron|Zofran,Small molecule,Serotonin 3a (5-HT3a) receptor antagonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL1544,LIOTHYRONINE,Transcription factor,"3,5,3'-triiodothyronine, l-|Cyronine|Euthroid-0.5|Euthroid-1|Euthroid-2|Euthroid-3|Levothyroxine sodium related compound liothyronine|Liothyronine|Liotironina|NSC-80203|Rathyronine|Rathyronine, (s)-|Thyrolar-0.25|Thyrolar-0.5|Thyrolar-1|Thyrolar-2|Thyrolar-3|Thyrolar-5|Triiodothyronine (T3 Or Liothyronine, Active) (6-11%)|Triostat",Small molecule,Thyroid hormone receptor agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL782,TOLBUTAMIDE,Ion channel,1-butyl-3-(p-tolylsulfonyl)urea|Arkozal|Butamide|Diabetamid|Ipoglicone|NSC-23813|NSC-87833|Tolbutamida|Tolbutamide|Tolbutamidum|Willbutamide,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker",Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL86,METOCLOPRAMIDE,Membrane receptor,"Clopra|Clopra-""Yellow""|Elieten|Maxolon|Methoxyclopramide|Metoclopramida|Metoclopramide|Reglan|Terperan",Small molecule,Serotonin 4 (5-HT4) receptor agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL428647,PACLITAXEL,Structural protein,(-)-paclitaxel|ABI-007|ABI-007 COMPONENT PACLITAXEL|BMS 181339-01|BMS-181339-01|Capxol|Cyclopax|DHP 107|DHP-107|Ebetaxel|Empac|Endotag 1|Genaxol|Genetaxyl|Genexol|Genexol-pm|Intaxel|Lep-etu|MBT 0206|MBT-0206|Mitotax|NK 105|NK-105|NSC-125973|Oncogel|Onxal|Onxol|Pacliex|Paclitaxel|Paclitaxel (taxus canadensis)|Paclitaxol|Plaxicel|QW-8184|Taxalbin|Taxol|Taxol a|Taxus|Taxus liberte|Taxus stent|Tocosol paclitaxel|Yewtaxan,Small molecule,Tubulin inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL477,ADENOSINE,Membrane receptor,9-.beta.-d-ribofuranosyladenine|Adenosine|NSC-7652|SR 96225|SR-96225,Small molecule,Adenosine receptor agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL495,ALPROSTADIL,Membrane receptor,"Alprostadil|NSC-165559|ONO-1608|Pge1|Prostaglandin e1|U-10,136|U-10136",Small molecule,Prostanoid EP2 receptor agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL595,PIOGLITAZONE,Transcription factor|Epigenetic regulator,AD-4833|Actos|Duetact|Glustin|Pioglitazona|Pioglitazone|U-72107|Zactos,Small molecule,Peroxisome proliferator-activated receptor gamma agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL107,COLCHICINE,Structural protein,(-)-colchicine|Colchcine|Colchicine|Colchicinum|Colchineos|Colchisol|Lodoco|NSC-757,Small molecule,Tubulin inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL1162,NORETHINDRONE,Transcription factor,Activella|Anovule|Aygestin|Calluna vulgaris|Calluna vulgaris whole|Combipatch|Femhrt|Gestest|Heather whole|NSC-9564|Norethindrone|Norethisteron|Norethisterone|Norethisteronum|Noretisterona|Norlutate|SC-4640|Triella,Small molecule,Progesterone receptor agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL574737,UCN-01,Enzyme,7-hydroxystaurosporine|KRX-0601|KW-2401|NSC-638850|UCN-01|UCN-02|Ucn 01|Ucn-01,Small molecule,Protein kinase C (PKC) inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL413,SIROLIMUS,Enzyme|Ion channel,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217,Small molecule,FK506-binding protein 1A inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL134,CLONIDINE,Membrane receptor,Catapres|Catarpres-tts|Clonidina|Clonidine|Clonidine extended release|Clorpres|Combipres|Duraclon|ST-155-BS|ST-155BS,Small molecule,Adrenergic receptor alpha-2 agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL1200699,DOXYCYCLINE,Enzyme,Doxiciclina|Doxirobe|Doxycycline|Doxycycline monohydrate|Doxylin|GS-3065|Supracyclin|Xyrosa,Small molecule,Matrix metalloproteinase 8 inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL313972,MASOPROCOL,Enzyme,"CHX-100|Dihydronorguaiaretic acid|Dinorguaiaretic acid, dihydro-|INSM-18|Insm-18|Insm18|MESO-NDGA|Masoprocol|Meso-nordihydroguaiaretic acid|NSC-4291|NSC-682984|Nordihydroguaiaretate|Nordihydroguaiaretic acid|Nordihydroguiaretic acid|Oristar nhga",Small molecule,Insulin-like growth factor I receptor inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL6,INDOMETHACIN,Enzyme,Aconip|Durametacin|Indometacin|Indometacin farnesil|Indometacina|Indometacine|Indometacinum|Indomethacin|NSC-757061|NSC-77541|Reumacide,Small molecule,Cyclooxygenase inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL650,METHYLPREDNISOLONE,Transcription factor,"6-methyl-prednisolone|6-methylprednisolone|J3.872E|Methylprednisolone|Metilprednisolona|NSC-19987|U-67,590A",Small molecule,Glucocorticoid receptor agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL597,PHENTOLAMINE,Membrane receptor,Fentolamina|Phentolamin|Phentolamine,Small molecule,Adrenergic receptor alpha antagonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL25,ASPIRIN,Enzyme,"Acetyl salicylate|Acetylsalicylic Acid|Acetylsalicylic acid|Acetylsalicylic acid (who-ip)|Acetylsalicylicum acidum|Acidum acetylsalicylicum|Acidum acetylsalicylicum (who-ip)|Aspirin|BAY1019036|Benzoic acid, 2-(acetyloxy)-|NSC-27223|NSC-406186",Small molecule,Cyclooxygenase inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL1098,BUPIVACAINE,Ion channel,"Bucaine|Bupivacaina|Bupivacaine|Bupivacaine liposome|LIQ-865|LIQ865|Liposomal bupivacaine|Marcaine|Ropivacaine hydrochloride impurity, bupivacaine-|SKY-0402|SKY0402|Sensorcaine",Small molecule,Sodium channel protein type IV alpha subunit blocker,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL1201010,FLUDROCORTISONE ACETATE,Transcription factor,Fludrocortisona|Fludrocortisone 21-acetate|Fludrocortisone acetate|Fludrocortisoni acetas|Fluorhydrocortisone acetate|Fluorocortisol acetate|NSC-15186|Scherofluron,Small molecule,Mineralocorticoid receptor agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL122,ROFECOXIB,Enzyme,M01AH02|MK-0966|MK-966|MK0966|NSC-720256|NSC-758705|Rofecoxib|TRM-201|TRM201,Small molecule,Cyclooxygenase-2 inhibitor,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL1535,HYDROXYCHLOROQUINE,Membrane receptor,Hidroxicloroquina|Hydroxychloroquine|Polirreumin,Small molecule,Toll-like receptor 7 antagonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL841,LOPERAMIDE,Membrane receptor,Imodium|Loperamida|Loperamide,Small molecule,Mu opioid receptor agonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL1358,FULVESTRANT,Transcription factor,"Faslodex|Fulvestrant|ICI 182,780|ICI-182780|NSC-759879|ZD-9238|ZD9238",Small molecule,Estrogen receptor antagonist,Reproductive/Breast|Cancer/Tumor
MONDO_0008315,prostate cancer,CHEMBL109,VALPROIC ACID,Enzyme,"44089|Acide valproique|Acido valproico|NSC-93819|Pentanoic acid, 2-propyl|Valproate|Valproic acid|Valproic acid extended release",Small molecule,Succinate semialdehyde dehydrogenase inhibitor,Reproductive/Breast|Cancer/Tumor
EFO_0000304,breast adenocarcinoma,CHEMBL1358,FULVESTRANT,Transcription factor,"Faslodex|Fulvestrant|ICI 182,780|ICI-182780|NSC-759879|ZD-9238|ZD9238",Small molecule,Estrogen receptor antagonist,Reproductive/Breast|Cancer/Tumor|Skin/Integumentary
EFO_0000304,breast adenocarcinoma,CHEMBL517712,ATROPINE,Membrane receptor,Atropine|Atropinum|Dl-hyoscyamine,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,Reproductive/Breast|Cancer/Tumor|Skin/Integumentary
EFO_0000304,breast adenocarcinoma,CHEMBL83,TAMOXIFEN,Transcription factor,ICI-46474|ICI-47699|Mammaton|NSC-727681|Nolvadex|Novaldex|Soltamox|Tamoplex|Tamoxifen|Tamoxifene|Tamoxifeno,Small molecule,Estrogen receptor alpha modulator,Reproductive/Breast|Cancer/Tumor|Skin/Integumentary
MONDO_0007915,systemic lupus erythematosus,CHEMBL1042,CHOLECALCIFEROL,Transcription factor,"7-dehydrocholesterol, activated|AK R215 COMPONENT COLECALCIFEROL|AK-R215 COMPONENT COLECALCIFEROL|Cholecalciferol|Colecalciferol|Colecalciferolum|Delsterol|Delta-d|Deparal|Ebivit|NSC-375571|Provitina|Ricketon|Vitamin d|Vitamin d (cholecalciferol)|Vitamin d assay system suitability|Vitamin d-3|Vitamin d3|Vitamin d3 (as cholecalciferol)",Small molecule,Vitamin D receptor agonist,Musculoskeletal|Immune System|Urinary System
MONDO_0007915,systemic lupus erythematosus,CHEMBL1064,SIMVASTATIN,Unclassified protein|Enzyme,C10AA01|MK-0733|MK-733|NSC-758706|Simvastatin|Simvastatin hydroxy acid|Simvastatina|Simvastatine|Synvinolin,Small molecule,HMG-CoA reductase inhibitor,Musculoskeletal|Immune System|Urinary System
MONDO_0007915,systemic lupus erythematosus,CHEMBL1650,CORTISONE ACETATE,Transcription factor,Cortisona|Cortisone|Cortisone 21-acetate|Cortisone Acetate|Cortisone acetate|Cortisone aceticum|NSC-49420,Small molecule,Glucocorticoid receptor agonist,Musculoskeletal|Immune System|Urinary System
MONDO_0007915,systemic lupus erythematosus,CHEMBL902,FAMOTIDINE,Membrane receptor,Amfamox|Fadul|Famodil|Famosan|Famotidina|Famotidine|Famoxal|Ganor|Gastridin|Gastropen|L 643341|Lecedil|MK-208|Motiax|Muclox|NSC-757810|Pepcidac|Pepdine|Pepdul|YM-11170,Small molecule,Histamine H2 receptor antagonist,Musculoskeletal|Immune System|Urinary System
MONDO_0007915,systemic lupus erythematosus,CHEMBL413,SIROLIMUS,Enzyme|Ion channel,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217,Small molecule,FK506-binding protein 1A inhibitor,Musculoskeletal|Immune System|Urinary System
MONDO_0007915,systemic lupus erythematosus,CHEMBL1535,HYDROXYCHLOROQUINE,Membrane receptor,Hidroxicloroquina|Hydroxychloroquine|Polirreumin,Small molecule,Toll-like receptor 7 antagonist,Musculoskeletal|Immune System|Urinary System
MONDO_0007915,systemic lupus erythematosus,CHEMBL1358,FULVESTRANT,Transcription factor,"Faslodex|Fulvestrant|ICI 182,780|ICI-182780|NSC-759879|ZD-9238|ZD9238",Small molecule,Estrogen receptor antagonist,Musculoskeletal|Immune System|Urinary System
MONDO_0007915,systemic lupus erythematosus,CHEMBL384467,DEXAMETHASONE,Transcription factor,Decadron-LA|Dexacen-4|Dexacort|Dexair|Dexametasona|Dexamethasone|Dexamethasone metasulfobenzoate sodium|Dexamethasone palmitate|Dexamethasone valerate|Dexycu|Fluormethylprednisolone|ISV-305|Mymethasone|NSC-34521|Neodecadron|OTO-104,Small molecule,Glucocorticoid receptor agonist,Musculoskeletal|Immune System|Urinary System
MONDO_0007915,systemic lupus erythematosus,CHEMBL25,ASPIRIN,Enzyme,"Acetyl salicylate|Acetylsalicylic Acid|Acetylsalicylic acid|Acetylsalicylic acid (who-ip)|Acetylsalicylicum acidum|Acidum acetylsalicylicum|Acidum acetylsalicylicum (who-ip)|Aspirin|BAY1019036|Benzoic acid, 2-(acetyloxy)-|NSC-27223|NSC-406186",Small molecule,Cyclooxygenase inhibitor,Musculoskeletal|Immune System|Urinary System
EFO_0004190,primary open angle glaucoma,CHEMBL765,GUANETHIDINE,Transporter,Esimil|Guanethidine|Guanetidina|Ismelin,Small molecule,Norepinephrine transporter substrate,Visual System
EFO_0004190,primary open angle glaucoma,CHEMBL1431,METFORMIN,Enzyme,LA-6023|Metformin|Metformin extended release|Metformina|Metformine,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Visual System
EFO_0004190,primary open angle glaucoma,CHEMBL134,CLONIDINE,Membrane receptor,Catapres|Catarpres-tts|Clonidina|Clonidine|Clonidine extended release|Clorpres|Combipres|Duraclon|ST-155-BS|ST-155BS,Small molecule,Adrenergic receptor alpha-2 agonist,Visual System
EFO_0004190,primary open angle glaucoma,CHEMBL550,PILOCARPINE,Membrane receptor,Ocucarpine|Pilocarpine|Pilocarpinum|Pilocarpol|Pilokarpin|Spersacarpine|Syncarpine,Small molecule,Muscarinic acetylcholine receptor M3 agonist,Visual System
EFO_0004190,primary open angle glaucoma,CHEMBL456,ETHACRYNIC ACID,Transporter,Acide etacrynique|Acido etacrinico|Etacrynic acid|Ethacrynate|Ethacrynic acid|MK-595|NSC-624008|NSC-85791,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor,Visual System
MONDO_0024621,serous cystadenocarcinoma,CHEMBL428647,PACLITAXEL,Structural protein,(-)-paclitaxel|ABI-007|ABI-007 COMPONENT PACLITAXEL|BMS 181339-01|BMS-181339-01|Capxol|Cyclopax|DHP 107|DHP-107|Ebetaxel|Empac|Endotag 1|Genaxol|Genetaxyl|Genexol|Genexol-pm|Intaxel|Lep-etu|MBT 0206|MBT-0206|Mitotax|NK 105|NK-105|NSC-125973|Oncogel|Onxal|Onxol|Pacliex|Paclitaxel|Paclitaxel (taxus canadensis)|Paclitaxol|Plaxicel|QW-8184|Taxalbin|Taxol|Taxol a|Taxus|Taxus liberte|Taxus stent|Tocosol paclitaxel|Yewtaxan,Small molecule,Tubulin inhibitor,Cancer/Tumor
MONDO_0024621,serous cystadenocarcinoma,CHEMBL53463,DOXORUBICIN,Enzyme,"Adriablastin|Adriamycin|Doxil|Doxorubicin|Doxorubicina|Doxorubicine|Epirubicin hydrochloride impurity, doxorubicin-|Hydroxydaunorubicin|NSC-123127|NSC-759155|Rubex|Valrubicin impurity, doxorubicin",Small molecule,DNA topoisomerase II alpha inhibitor,Cancer/Tumor
MONDO_0024621,serous cystadenocarcinoma,CHEMBL79,LIDOCAINE,Ion channel,ALGRX 3268|ALGRX-3268|Anestacon|Embolex|Iontocaine|Lidocaina|Lidocaine|Lidocainum|Lidocaton|Lidopen|Lignocaine|NSC-40030|Octocaine|Solarcaine|Xylestesin,Small molecule,Sodium channel alpha subunit blocker,Cancer/Tumor
MONDO_0024621,serous cystadenocarcinoma,CHEMBL1431,METFORMIN,Enzyme,LA-6023|Metformin|Metformin extended release|Metformina|Metformine,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Cancer/Tumor
MONDO_0024621,serous cystadenocarcinoma,CHEMBL139,DICLOFENAC,Enzyme,Arthrotec|Cataflam|Diclofenac|Diclofenac acid|Diclofenac free acid|Diclofenaco|LAS-41007|LAS41007|Las41007|Solaraze|Voltaren|Voltaren-XR,Small molecule,Cyclooxygenase inhibitor,Cancer/Tumor
MONDO_0024621,serous cystadenocarcinoma,CHEMBL44657,ETOPOSIDE,Enzyme,Etoposide|Etoposide resolution mixture|Etoposido|Etoposidum|NSC-141540|Sintopozid|VP-16-213,Small molecule,DNA topoisomerase II inhibitor,Cancer/Tumor
