disease_id,disease_name,disease_therapeutic_areas,drug_rank,drug_name_original,drug_id,drug_common_name,drug_target_class,drug_type,drug_mechanism_of_action,drug_synonyms
MONDO_0008056,myotonic dystrophy type 1,Cardiovascular|Genetic/Congenital|Musculoskeletal|Nervous System,91,panobinostat,CHEMBL483254,PANOBINOSTAT,Unclassified protein|Epigenetic regulator,Small molecule,Histone deacetylase inhibitor,LBH-589|LBH589|Panobinostat|Panobinostat hydrate
MONDO_0008056,myotonic dystrophy type 1,Cardiovascular|Genetic/Congenital|Musculoskeletal|Nervous System,93,clonidine hydrochloride,CHEMBL1705,CLONIDINE HYDROCHLORIDE,Membrane receptor,Small molecule,Adrenergic receptor alpha-2 agonist,Clonidine hcl|Clonidine hydrochloride|Dichloranilino imidazolin|NSC-756699|ST-155
MONDO_0008056,myotonic dystrophy type 1,Cardiovascular|Genetic/Congenital|Musculoskeletal|Nervous System,95,paclitaxel,CHEMBL428647,PACLITAXEL,Structural protein,Small molecule,Tubulin inhibitor,(-)-paclitaxel|ABI-007|ABI-007 COMPONENT PACLITAXEL|BMS 181339-01|BMS-181339-01|Capxol|Cyclopax|DHP 107|DHP-107|Ebetaxel|Empac|Endotag 1|Genaxol|Genetaxyl|Genexol|Genexol-pm|Intaxel|Lep-etu|MBT 0206|MBT-0206|Mitotax|NK 105|NK-105|NSC-125973|Oncogel|Onxal|Onxol|Pacliex|Paclitaxel|Paclitaxel (taxus canadensis)|Paclitaxol|Plaxicel|QW-8184|Taxalbin|Taxol|Taxol a|Taxus|Taxus liberte|Taxus stent|Tocosol paclitaxel|Yewtaxan
MONDO_0008056,myotonic dystrophy type 1,Cardiovascular|Genetic/Congenital|Musculoskeletal|Nervous System,96,imiquimod maleate,CHEMBL1282,IMIQUIMOD,Membrane receptor,Small molecule,Toll-like receptor 7 agonist,Aldara|Imiquimod|NSC-369100|NSC-759651|R-837|S-26308|S26308|Tmx-101
MONDO_0008056,myotonic dystrophy type 1,Cardiovascular|Genetic/Congenital|Musculoskeletal|Nervous System,97,trametinib,CHEMBL2103875,TRAMETINIB,Unclassified protein|Enzyme,Small molecule,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,GSK-1120212|GSK1120212|JTP 74057|JTP-74057|TMT-212|TMT212|Tmt212|Trametinib
MONDO_0008056,myotonic dystrophy type 1,Cardiovascular|Genetic/Congenital|Musculoskeletal|Nervous System,98,crizotinib,CHEMBL601719,CRIZOTINIB,Enzyme,Small molecule,Hepatocyte growth factor receptor inhibitor,Crizotinib|NSC-756645|PF-02341066|PF-2341066|Pf-2341066
MONDO_0008056,myotonic dystrophy type 1,Cardiovascular|Genetic/Congenital|Musculoskeletal|Nervous System,99,rimonabant hydrochloride,CHEMBL111,RIMONABANT,Membrane receptor,Small molecule,Cannabinoid CB1 receptor antagonist,Rimonabant|SR-14171|SR-141716|SR-141716A|SR141716|Zimulti
MONDO_0008056,myotonic dystrophy type 1,Cardiovascular|Genetic/Congenital|Musculoskeletal|Nervous System,100,edoxaban tosylate monohydrate,CHEMBL1269025,EDOXABAN,Enzyme|Secreted protein,Small molecule,Coagulation factor X inhibitor,DU-176|Edoxaban
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,4,adenosine,CHEMBL477,ADENOSINE,Membrane receptor,Small molecule,Adenosine receptor agonist,9-.beta.-d-ribofuranosyladenine|Adenosine|NSC-7652|SR 96225|SR-96225
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,5,dapagliflozin,CHEMBL429910,DAPAGLIFLOZIN,Transporter,Small molecule,Sodium/glucose cotransporter 2 inhibitor,BMS-512148|Dapagliflozin|Dapagliflozina|Dapagliflozine|LYN-045
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,7,bisoprolol hemifumarate,CHEMBL1472989,BISOPROLOL FUMARATE,Membrane receptor,Small molecule,Beta-1 adrenergic receptor antagonist,"Bisoprolol fumarate|Bisoprolol hemifumarate|CL 297,939|CL-297939|Detensiel|EMD-33-512|EMD-33512|Emconcor|Euradal|Isoten|Speridol"
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,8,encorafenib,CHEMBL3301612,ENCORAFENIB,Unclassified protein|Enzyme,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,Encorafenib|Lgx-818|Lgx818|NVP-LGX-818-NXA|NVP-LGX818|NVP-LGX818-NXA
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,9,drospirenone,CHEMBL1509,DROSPIRENONE,Transcription factor,Small molecule,Progesterone receptor agonist,Drospirenona|Drospirenone|NSC-760103|ZK 30595|ZK-30595
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,13,methylprednisolone succinate,CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Methylprednisolone hemisuccinate|Methylprednisolone succinate
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,14,rverapamil hydrochloride,CHEMBL6966,VERAPAMIL,Ion channel,Small molecule,Voltage-gated L-type calcium channel blocker,"CP-16,533-1|CP-165331|D-365|Iproveratril|NSC-272306NA|Verapamil|Verapamil slow release|Verapamilo"
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,16,ranolazine,CHEMBL1404,RANOLAZINE,Ion channel,Small molecule,Sodium channel protein type V alpha subunit blocker,Aspruzyo|CVT-303|NSC-759100|RS-43285-003|Ran d|Ranolazina|Ranolazine
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,19,carbidopa monohydrate,CHEMBL1200748,CARBIDOPA,Enzyme,Small molecule,DOPA decarboxylase inhibitor,Carbidopa|Carbidopa component of carbilev|Carbidopa component of parcopa|Carbidopa component of sinemet|Carbidopa hydrate|Carbidopa monohydrate|Carbidopum monohydrate|Lodosyn|MK-486|NSC-751137|NSC-758190
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,20,fenofibrate,CHEMBL672,FENOFIBRATE,Transcription factor,Small molecule,Peroxisome proliferator-activated receptor alpha agonist,Fenofibrate|Fenofibrate delayed release|Fenofibrate micronized|Fenofibrato|NSC-281319
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,22,pemetrexed,CHEMBL225072,PEMETREXED,Enzyme,Small molecule,GAR transformylase inhibitor,LY-2315|LY-231514|LY231514|NSC-698037|Pemetrexed
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,24,at7519,CHEMBL445813,AT-7519,Enzyme,Small molecule,Cyclin-dependent kinase inhibitor,AT 7519|AT-7519|AT7519|At-7519|Cdki at7519
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,25,anastrozole,CHEMBL1399,ANASTROZOLE,Enzyme,Small molecule,Cytochrome P450 19A1 inhibitor,Anastrozol|Anastrozole|Arimidex|ICI D1033|ICI-D1033|NSC-719344|NSC-759855|Rvg-106400|ZD-1033|ZD1033
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,26,pimozide,CHEMBL1423,PIMOZIDE,Membrane receptor,Small molecule,Dopamine receptor antagonist,MCN-JR-6238|NSC-170984|Pimozida|Pimozide|R 623|R 6238|R-623|R-6238
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,28,eplerenone,CHEMBL1095097,EPLERENONE,Transcription factor,Small molecule,Mineralocorticoid receptor antagonist,Eplerenona|Eplerenone|SC-66110|SC-6611O
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,30,gemfibrozil,CHEMBL457,GEMFIBROZIL,Transcription factor,Small molecule,Peroxisome proliferator-activated receptor alpha agonist,CI-719|Gemfibrozil|Gemfibrozilo|NSC-757024
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,32,topotecan hydrochloride,CHEMBL1607,TOPOTECAN HYDROCHLORIDE,Enzyme,Small molecule,"DNA topoisomerase I, mitochondrial inhibitor",Evotopin|NSC-759263|Nogitecan hydrochloride|SK&F S-104864-A|SK&F-S-104864A|SK-S-104864-A|Topotecan|Topotecan (as hydrochloride)|Topotecan actavis|Topotecan hcl|Topotecan hospira|Topotecan hydrochloride|Topotecan teva
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,33,raltitrexed,CHEMBL225071,RALTITREXED,Enzyme,Small molecule,Thymidylate synthase inhibitor,Raltitrexed|ZD-16|ZD-1694|ZD1694
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,34,leflornithine monohydrochloride,CHEMBL830,EFLORNITHINE,Enzyme,Small molecule,Ornithine decarboxylase inhibitor,Eflornithine|Eflornitina|Ornidyl|Vaniqa
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,35,dimethyl fumarate,CHEMBL2107333,DIMETHYL FUMARATE,Unclassified protein|Other cytosolic protein,Small molecule,Kelch-like ECH-associated protein 1 inhibitor,AZL 0 211089|AZL O 211089|AZL-0211089|AZL-O-211089|BG 00012|BG 12|BG-00012|BG-12|BG00012|Dimethyl fumar|Dimethyl fumarate|FAG-201|FP-187|FP187|Fumaric acid dimethyl ester|LAS-41008|LAS41008|Las41008|NSC-167432|NSC-25942|Panaclar
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,38,ly2090314,CHEMBL362558,LY-2090314,Enzyme,Small molecule,Glycogen synthase kinase-3 alpha inhibitor,LY-2090314|LY2090314|Ly 2090314|Ly-2090314
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,39,cyclosporin a,CHEMBL160,CYCLOSPORINE,Enzyme,Protein,Cyclophilin A modulator,"27-400|ANTIBIOTIC S-7481F1|Atopica|Ciclosporin|Ciclosporin a|Ciclosporina|Ciclosporine|Ciclosporinum|Cyclosporin|Cyclosporin a|Cyclosporine|Cyclosporine a|Cyclosporine microemulsion|Cyclosporine, modified|Equoral|Mitogard|NSC-290193|Neoplanta|Neurostat|OL-27-400|Ramihyphin a|SANG-35|SDZ-OXL-400|Vevye|Zinograf me"
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,43,amsacrine,CHEMBL43,AMSACRINE,Enzyme,Small molecule,DNA topoisomerase II inhibitor,Acridinylanisidide|Amekrin|Amsacrina|Amsacrine|Amsidil|Amsidine|CI-880|Lamasine|M-AMSA|NCI-249992|NSC-156303|NSC-249992|SN-11841|SN-21429
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,45,brimonidine,CHEMBL844,BRIMONIDINE,Membrane receptor,Small molecule,Adrenergic receptor alpha-2 agonist,AGN-190342 FREE BASE|Brimonidina|Brimonidine|NSC-318825|UK-14304|UK-1430418 FREE BASE
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,46,clofarabine,CHEMBL1750,CLOFARABINE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,Clofarabina|Clofarabine|Clolar|NSC-759857
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,47,docetaxel trihydrate,CHEMBL3545252,DOCETAXEL,Structural protein,Small molecule,Tubulin inhibitor,Docetaxel|Docetaxel (as trihydrate)|Docetaxel hydrate|Docetaxel trihydrate|RP 56976|RP-56976|XRP6976
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,48,flutamide,CHEMBL806,FLUTAMIDE,Transcription factor,Small molecule,Androgen Receptor antagonist,Flutamida|Flutamide|NSC-215876|SCH 13521|SCH-13521
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,49,osimertinib mesylate,CHEMBL3545063,OSIMERTINIB MESYLATE,Enzyme,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,AZD-9291 MESYLATE|AZD9291 mesylate|Mereletinib mesilate|Mereletinib mesylate|Osimertinib mesilate|Osimertinib mesylate
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,50,aprepitant,CHEMBL1471,APREPITANT,Membrane receptor,Small molecule,Neurokinin 1 receptor antagonist,"Aprepitant|L-754,030|MK-0869|MK-869|NSC-748825"
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,51,budesonide,CHEMBL1370,BUDESONIDE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Budesonida|Budesonide|MAP-0010|MAP0010|NSC-757788|R01AD05|S-1320
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,52,tadalafil,CHEMBL779,TADALAFIL,Enzyme,Small molecule,Phosphodiesterase 5A inhibitor,IC-351|IC351|LY-450190|LY450190|NSC-750236|NSC-759172|Tadalafil|Tadalafil mylan|Tadalafilo|Trans-tadalafil
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,54,lidocaine hydrochloride,CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,Anhydrous lidocaine hydrochloride|Lidocaine hcl|Lidocaine hydrochloride|Lidocaine hydrochloride anhydrous|Lidocaine hydrochloride monohydrate|Lidocaine hydrochloride usp|Lidocaini hydrochloridum|Lignocaine (as hydrochloride)|Lignocaine hydrochloride|NSC-757420|Xylocaine hydrochloride
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,55,bay1125976,CHEMBL4751394,BAY-1125976,Enzyme|Other cytosolic protein,Small molecule,Serine/threonine-protein kinase AKT inhibitor,BAY-1125976|BAY1125976|Bay 1125976|Bay-1125976
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,56,ipatasertib,CHEMBL2177390,IPATASERTIB,Enzyme,Small molecule,Serine/threonine-protein kinase AKT inhibitor,GDC-0068|Ipatasertib|RG-7440|RG7440|Rg-7440
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,57,alpelisib,CHEMBL2396661,ALPELISIB,Enzyme,Small molecule,PI3-kinase p110-alpha subunit inhibitor,Alpelisib|BYL-719|BYL719|Byl-719|NVP-BYL719|Vijoice
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,58,pemigatinib,CHEMBL4297522,PEMIGATINIB,Enzyme|Unclassified protein,Small molecule,Fibroblast growth factor receptor 2 inhibitor,Fgfr inhibitor incb054828|INCB054828|Incb-054828|Incb054828|Pemigatinib
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,59,fluvoxamine,CHEMBL814,FLUVOXAMINE,Transporter,Small molecule,Serotonin transporter inhibitor,Fluvoxamina|Fluvoxamine|N06AB08
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,60,ralimetinib dimesylate,CHEMBL2364626,RALIMETINIB,Unclassified protein|Enzyme,Small molecule,MAP kinase p38 alpha inhibitor,LSN-2322600 FREE BASE|LSN2322600 FREE BASE|LY-2228820|LY2228820|LY22288220|Ly-2228820|Ralimetinib
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,61,adenine,CHEMBL477,ADENOSINE,Membrane receptor,Small molecule,Adenosine receptor agonist,9-.beta.-d-ribofuranosyladenine|Adenosine|NSC-7652|SR 96225|SR-96225
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,65,gsk1059615,CHEMBL3544966,GSK-1059615,Enzyme,Small molecule,PI3-kinase class I inhibitor,GSK-615|GSK1059615|GSK615|Gsk-1059615
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,68,diphenhydramine,CHEMBL657,DIPHENHYDRAMINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,Difenhidramina|Diphenhdyra|Diphenhydramine|Restamin
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,69,finasteride,CHEMBL710,FINASTERIDE,Enzyme,Small molecule,Steroid 5-alpha-reductase 2 inhibitor,Finasterida|Finasteride|MK-906|NSC-741485|NSC-759318
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,70,pentoxifylline,CHEMBL628,PENTOXIFYLLINE,Enzyme,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",BL 191|BL-191|C04AD03|NSC-637086|NSC-758481|Oxpentifylline|Oxypentifylline|Pentoxifilina|Pentoxifylline|Pentoxiphyllin
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,71,ropivacaine hydrochloride monohydrate,CHEMBL1889140,ROPIVACAINE HYDROCHLORIDE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,Ropivacaine hcl|Ropivacaine hydrochloride|Ropivacaine hydrochloride hydrate|Ropivacaine hydrochloride monohydrate
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,73,furosemide,CHEMBL35,FUROSEMIDE,Transporter,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor,Frusemide|Furoscix|Furosemida|Furosemide|Furosemidum|LB-502|Logirene|Marsemide|Mirfat|NSC-269420|Oedemex
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,74,mitoxantrone dihydrochloride,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,Enzyme,Small molecule,DNA topoisomerase II alpha inhibitor,"CL 232,315|CL-232315|Mitoxantrone Dihcl|Mitoxantrone Dihydrochloride|Mitoxantrone dihydrochloride|Mitoxantrone hcl|Mitoxantrone hydrochloride|Mitozantrone|NSC-301739"
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,75,pexidartinib hydrochloride,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,Unclassified protein|Enzyme,Small molecule,Tyrosine-protein kinase receptor FLT3 inhibitor,FP-113|PLX-3397 HCL|PLX3397 HCl|Pexidartinib hydrochloride
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,76,vismodegib,CHEMBL473417,VISMODEGIB,Membrane receptor,Small molecule,Smoothened homolog inhibitor,GDC-0449|NSC-747691|NSC-755986|Vismodegib
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,78,hydroxyurea,CHEMBL467,HYDROXYUREA,Enzyme,Small molecule,Ribonucleoside-diphosphate reductase RR1 inhibitor,Hidroxicarbamida|Hydroxycarbamide|Hydroxyurea|NSC-32065|SQ 1089|SQ-1089
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,79,rucaparib phosphate,CHEMBL1173055,RUCAPARIB,Enzyme,Small molecule,"PARP 1, 2 and 3 inhibitor",AG-014699|AG-14447|Rucaparib
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,80,fluvoxamine maleate,CHEMBL1409,FLUVOXAMINE MALEATE,Transporter,Small molecule,Serotonin transporter inhibitor,DU-23000|DU23000|Faverin|Fevarin|Fluvoxamine hydrogenmaleate|Fluvoxamine maleate|NSC-759602
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,82,loperamide hydrochloride,CHEMBL1707,LOPERAMIDE HYDROCHLORIDE,Membrane receptor,Small molecule,Mu opioid receptor agonist,"Loperamide hcl|Loperamide hydrochloride|Loperamidi hydrochloridum|NSC-696356|R 18,553|R-18553"
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,84,imiquimod maleate,CHEMBL1282,IMIQUIMOD,Membrane receptor,Small molecule,Toll-like receptor 7 agonist,Aldara|Imiquimod|NSC-369100|NSC-759651|R-837|S-26308|S26308|Tmx-101
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,85,trametinib,CHEMBL2103875,TRAMETINIB,Unclassified protein|Enzyme,Small molecule,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,GSK-1120212|GSK1120212|JTP 74057|JTP-74057|TMT-212|TMT212|Tmt212|Trametinib
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,86,sulfatinib,CHEMBL4297190,SURUFATINIB,Enzyme,Small molecule,Vascular endothelial growth factor receptor inhibitor,HMPL-012|Hmpl-012|Sulfatinib|Surufatinib
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,87,rimonabant hydrochloride,CHEMBL111,RIMONABANT,Membrane receptor,Small molecule,Cannabinoid CB1 receptor antagonist,Rimonabant|SR-14171|SR-141716|SR-141716A|SR141716|Zimulti
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,89,dabrafenib,CHEMBL2028663,DABRAFENIB,Unclassified protein|Enzyme,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,Dabrafenib|GSK-2118436|GSK-2118436A|GSK2118436A|Gsk2118436
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,91,roxadustat,CHEMBL2338329,ROXADUSTAT,Enzyme,Small molecule,Hypoxia-inducible factor prolyl hydroxylase inhibitor,ASP-1517|ASP1517|FG-4592|FG4592|Roxadustat
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,92,lumateperone tosylate,CHEMBL3306803,LUMATEPERONE,Ion channel|Membrane receptor,Small molecule,Serotonin 2a (5-HT2a) receptor antagonist,ITI 007|ITI-007|ITI-722|ITI007|Lumateperona|Lumateperone
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,93,orlistat,CHEMBL175247,ORLISTAT,Enzyme,Small molecule,Gastric lipase inhibitor,Lipstatin|NSC-758881|Orlipastat|Orlistat|RO 18-0647/002|RO-180647-002|RO-180647002|Tetrahydrolipstatin
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,94,salicylic acid,CHEMBL25,ASPIRIN,Enzyme,Small molecule,Cyclooxygenase inhibitor,"Acetyl salicylate|Acetylsalicylic Acid|Acetylsalicylic acid|Acetylsalicylic acid (who-ip)|Acetylsalicylicum acidum|Acidum acetylsalicylicum|Acidum acetylsalicylicum (who-ip)|Aspirin|BAY1019036|Benzoic acid, 2-(acetyloxy)-|NSC-27223|NSC-406186"
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,95,lenalidomide hemihydrate,CHEMBL848,LENALIDOMIDE,Unclassified protein,Small molecule,CRL4(CRBN) E3 ubiquitin ligase inhibitor,CC-5013|CDC-501|Lenalidomida|Lenalidomide|NSC-747972|SYP-1512
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,97,decitabine,CHEMBL1201129,DECITABINE,Epigenetic regulator,Small molecule,DNA (cytosine-5)-methyltransferase 1 inhibitor,2'-deoxy-5-azacytidine|DAC|Decitabina|Decitabine|NSC-127716
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,98,arbutin,CHEMBL232202,ARBUTIN,Enzyme,Small molecule,Tyrosinase inhibitor,Arbutin|Arbutinum|Arbutoside|NSC-4036|Ursin
EFO_0003756,autism spectrum disorder,Psychiatric|Nervous System,99,flumatinib mesylate,CHEMBL3545413,FLUMATINIB,Unclassified protein|Enzyme,Small molecule,Tyrosine-protein kinase ABL inhibitor,Flumatinib|Flumbatinib|HH-GV678|Hhgv-678
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,2,ponatinib,CHEMBL1171837,PONATINIB,Unclassified protein|Enzyme|Other cytosolic protein,Small molecule,Bcr/Abl fusion protein inhibitor,AP-24534|AP24534|Ponatinib
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,3,belinostat,CHEMBL408513,BELINOSTAT,Epigenetic regulator,Small molecule,Histone deacetylase inhibitor,Belinostat|NSC-726630|NSC726630|PX-105684|PXD-101|PXD101
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,4,tak733,CHEMBL1615025,TAK-733,Unclassified protein|Enzyme,Small molecule,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,Mek inhibitor tak-733|TAK-733|TAK733|Tak 733|Tak-733
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,6,trametinib dmso_tf solvate,CHEMBL2103875,TRAMETINIB,Unclassified protein|Enzyme,Small molecule,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,GSK-1120212|GSK1120212|JTP 74057|JTP-74057|TMT-212|TMT212|Tmt212|Trametinib
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,7,paclitaxel,CHEMBL428647,PACLITAXEL,Structural protein,Small molecule,Tubulin inhibitor,(-)-paclitaxel|ABI-007|ABI-007 COMPONENT PACLITAXEL|BMS 181339-01|BMS-181339-01|Capxol|Cyclopax|DHP 107|DHP-107|Ebetaxel|Empac|Endotag 1|Genaxol|Genetaxyl|Genexol|Genexol-pm|Intaxel|Lep-etu|MBT 0206|MBT-0206|Mitotax|NK 105|NK-105|NSC-125973|Oncogel|Onxal|Onxol|Pacliex|Paclitaxel|Paclitaxel (taxus canadensis)|Paclitaxol|Plaxicel|QW-8184|Taxalbin|Taxol|Taxol a|Taxus|Taxus liberte|Taxus stent|Tocosol paclitaxel|Yewtaxan
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,8,trametinib,CHEMBL2103875,TRAMETINIB,Unclassified protein|Enzyme,Small molecule,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,GSK-1120212|GSK1120212|JTP 74057|JTP-74057|TMT-212|TMT212|Tmt212|Trametinib
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,11,gallic acid,CHEMBL1592101,BISMUTH SUBGALLATE,Enzyme,Small molecule,Coagulation factor XII activator,Basic bismuth gallate|Bismuth subgallate|Gallic acid bismuth basic salt
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,12,encorafenib,CHEMBL3301612,ENCORAFENIB,Unclassified protein|Enzyme,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,Encorafenib|Lgx-818|Lgx818|NVP-LGX-818-NXA|NVP-LGX818|NVP-LGX818-NXA
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,15,dabrafenib,CHEMBL2028663,DABRAFENIB,Unclassified protein|Enzyme,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,Dabrafenib|GSK-2118436|GSK-2118436A|GSK2118436A|Gsk2118436
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,17,vemurafenib,CHEMBL1229517,VEMURAFENIB,Unclassified protein|Enzyme,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,PLX-4032|PLX4032|RG 7204|RG-7204|RO 5185426|RO-51-85426|RO-5185426|Vemurafenib
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,18,idarubicin hydrochloride,CHEMBL1200976,IDARUBICIN HYDROCHLORIDE,Enzyme,Small molecule,DNA topoisomerase II alpha inhibitor,IMI 30|IMI-30|Idarubicin hcl|Idarubicin hydrochloride|NSC-256439
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,22,tolmetin,CHEMBL1020,TOLMETIN,Enzyme,Small molecule,Cyclooxygenase inhibitor,MCN-2559|Tolectin|Tolmetin|Tolmetina|Tolmetine
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,23,cobimetinib,CHEMBL2146883,COBIMETINIB,Enzyme,Small molecule,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,Cobimetinib|GDC-0973|Gdc 0623|Gdc 0973|Gdc-0623|RG 7420|RG-7420|RG7420|Rg-7420|Rg-7421|XL-518|Xl 518|Xl518
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,24,lenalidomide hemihydrate,CHEMBL848,LENALIDOMIDE,Unclassified protein,Small molecule,CRL4(CRBN) E3 ubiquitin ligase inhibitor,CC-5013|CDC-501|Lenalidomida|Lenalidomide|NSC-747972|SYP-1512
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,26,erdafitinib,CHEMBL3545376,ERDAFITINIB,Enzyme|Unclassified protein,Small molecule,Fibroblast growth factor receptor inhibitor,Erdafitinib|JNJ-42756493|Jnj-42756493
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,27,bentamapimod,CHEMBL3545213,BENTAMAPIMOD,Enzyme,Small molecule,"c-Jun N-terminal kinase, JNK inhibitor",AS602801|As-602801|Bentamapimod|PGL-5001|PGL5001
MONDO_0004857,tendinitis,Immune System|Musculoskeletal,28,gemcitabine,CHEMBL888,GEMCITABINE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,Gemcitabina|Gemcitabine|Gemzar|LY-188011|LY188011|NSC-613327
