disease_id,disease_name,drug_id,drug_common_name,drug_target_class,drug_synonyms,drug_type,drug_mechanism_of_action,disease_therapeutic_areas
EFO_0005088,testicular cancer,CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,Ion channel,Anhydrous lidocaine hydrochloride|Lidocaine hcl|Lidocaine hydrochloride|Lidocaine hydrochloride anhydrous|Lidocaine hydrochloride monohydrate|Lidocaine hydrochloride usp|Lidocaini hydrochloridum|Lignocaine (as hydrochloride)|Lignocaine hydrochloride|NSC-757420|Xylocaine hydrochloride,Small molecule,Sodium channel alpha subunit blocker,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL413,SIROLIMUS,Enzyme|Ion channel,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217,Small molecule,FK506-binding protein 1A inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL121,ROSIGLITAZONE,Transcription factor|Epigenetic regulator,Avandamet|Avandaryl|Avandia|BRL-49653|Gaudil|NSC-758698|Rezult|Rosiglitazona|Rosiglitazone|Rosiglizole|Rosvel|TDZ-01,Small molecule,Peroxisome proliferator-activated receptor gamma agonist,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL628,PENTOXIFYLLINE,Enzyme,BL 191|BL-191|C04AD03|NSC-637086|NSC-758481|Oxpentifylline|Oxypentifylline|Pentoxifilina|Pentoxifylline|Pentoxiphyllin,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL1201139,MEGESTROL ACETATE,Transcription factor,5071|BDH 1298|BDH-1298|Chronopil|Megesterol acetate|Megestrol|Megestrol 17.alpha.-acetate|Megestrol acetate|NSC-71423|SC 10363|SC-10363,Small molecule,Progesterone receptor agonist,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL35,FUROSEMIDE,Transporter,Frusemide|Furoscix|Furosemida|Furosemide|Furosemidum|LB-502|Logirene|Marsemide|Mirfat|NSC-269420|Oedemex,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL601719,CRIZOTINIB,Enzyme,Crizotinib|NSC-756645|PF-02341066|PF-2341066|Pf-2341066,Small molecule,Hepatocyte growth factor receptor inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL2028663,DABRAFENIB,Unclassified protein|Enzyme,Dabrafenib|GSK-2118436|GSK-2118436A|GSK2118436A|Gsk2118436,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL24828,VANDETANIB,Enzyme,GNF-PF-2188|NSC-744325|NSC-760766|Vandetanib|ZD-64|ZD-6474|ZD6474,Small molecule,Vascular endothelial growth factor receptor inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL848,LENALIDOMIDE,Unclassified protein,CC-5013|CDC-501|Lenalidomida|Lenalidomide|NSC-747972|SYP-1512,Small molecule,CRL4(CRBN) E3 ubiquitin ligase inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL2325741,CAPIVASERTIB,Enzyme|Unclassified protein,AZC5363|AZD-5363|AZD5363|Azd 5363|Azd-5363|Capivasertib,Small molecule,Serine/threonine-protein kinase AKT inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL4761468,AUMOLERTINIB,Enzyme,Almonertinib|Ameile|Amerol|Aumolertinib|EQ-143|EQ143|Egfr t790m inhibitor hs-10296|HS-10206|HS-10296|Hs 10296|Hs-10296,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL4582651,PRALSETINIB,Enzyme,:pralsetinib|BLU-123244|BLU-667|BLU123244|Blu-667|Pralsetinib|X-581238|X581238,Small molecule,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL1946170,REGORAFENIB,Enzyme|Unclassified protein,BAY 73-4506|BAY 73-4506 monohydrate|BAY-73-4506|BAY-734506|Regorafenib|Regorafenib anhydrous|Regorafenib hydrate|Regorafenib monohydrate,Small molecule,Fibroblast growth factor receptor 1 inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL3183409,APALUTAMIDE,Transcription factor,ARN-509|Apalutamida|Apalutamide|Arn-509|JNJ-56021927,Small molecule,Androgen Receptor antagonist,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL3545252,DOCETAXEL,Structural protein,Docetaxel|Docetaxel (as trihydrate)|Docetaxel hydrate|Docetaxel trihydrate|RP 56976|RP-56976|XRP6976,Small molecule,Tubulin inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL535,SUNITINIB,Enzyme,NSC-736511|NSC-750690|SU-011248|SU-11248|SU011248|Sunitinib|Sutent,Small molecule,Platelet-derived growth factor receptor inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL521686,OLAPARIB,Enzyme|Unclassified protein,AZ-2281|AZ2281|AZD-2281|AZD2281|KEYLYNK-010 COMPONENT OLAPARIB|KU-0059436|KU-59436|NSC-747856|OLAPARIB COMPONENT OF KEYLYNK-010|Olaparib,Small molecule,"PARP 1, 2 and 3 inhibitor",Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL1983268,ENTRECTINIB,Enzyme,Entrectinib|NMS-E628|RXDX-101|Rxdx-101,Small molecule,Neurotrophic tyrosine kinase receptor inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL481,IRINOTECAN,Enzyme,Biotecan|Irinotecan|NSC-728073,Small molecule,DNA topoisomerase I inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL2043437,GLASDEGIB,Membrane receptor,Glasdegib|PF-04449913|PF-4449913,Small molecule,Smoothened homolog antagonist,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL34259,METHOTREXATE,Enzyme,"(r)-methotrexate|ADX-2191|Abitrexate|Amethopterin|CL 14377|CL-14377|D-amethopterin|D-methotrexate|EMT-25299|Folex|Jylamvo|Methotrexate|Methotrexate, (r)-|Methotrexate, d-|Methotrexatum|Methylaminopterin|Metotrexato|Mexate|Mexate-AQ|NSC-740|R-9985|R-methotrexate|TCMDC-123832|TCMDC-125488|TCMDC-125858|Trexall",Small molecule,Dihydrofolate reductase inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL1873475,IBRUTINIB,Enzyme|Unclassified protein,CRA-032765|Ibrutinib|PC-32765|PCI 32765|PCI-32765|PCI-32765-00,Small molecule,Tyrosine-protein kinase BTK inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL3545076,LY-2584702,Enzyme,LY 2584702|LY2584702|Ly-2584702,Small molecule,Ribosomal protein S6 kinase 1 inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL779,TADALAFIL,Enzyme,IC-351|IC351|LY-450190|LY450190|NSC-750236|NSC-759172|Tadalafil|Tadalafil mylan|Tadalafilo|Trans-tadalafil,Small molecule,Phosphodiesterase 5A inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL3301610,ABEMACICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,Abemaciclib|LY-2835219|LY2835219|Ly-2835219,Small molecule,Cyclin-dependent kinase 6 inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL473417,VISMODEGIB,Membrane receptor,GDC-0449|NSC-747691|NSC-755986|Vismodegib,Small molecule,Smoothened homolog inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL189963,PALBOCICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,PD-0332991|Palbociclib,Small molecule,CDK6/cyclin D1 inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL483254,PANOBINOSTAT,Unclassified protein|Epigenetic regulator,LBH-589|LBH589|Panobinostat|Panobinostat hydrate,Small molecule,Histone deacetylase inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL553,ERLOTINIB,Enzyme,"CP-358,774|CP-358774|CP-35877401|Erlotinib|OSI-774|R-1415|RG-1415|Ro-508231",Small molecule,Epidermal growth factor receptor erbB1 inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL1201129,DECITABINE,Epigenetic regulator,2'-deoxy-5-azacytidine|DAC|Decitabina|Decitabine|NSC-127716,Small molecule,DNA (cytosine-5)-methyltransferase 1 inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL185,FLUOROURACIL,Enzyme,5 FU|5-FU|5-Fluorouracil|5-fluoruracil|Fluorouracil|Fluorouracilo|Fluorouracilum|Fluorouricil|Fluracil|NSC-19893|Phthoruracil|Queroplex|RO 2-9757|RO-2-9757|RO-29757,Small molecule,Thymidylate synthase inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL3349607,PASIREOTIDE,Membrane receptor,Pasireotida|Pasireotide|SOM 230|SOM-230|SOM230,Protein,Somatostatin receptor 3 agonist,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL1801204,AZD-8055,Enzyme|Other cytosolic protein,AZ-12600000|AZD 8055|AZD-8055|AZD8055|Azd-8055,Small molecule,Serine/threonine-protein kinase mTOR inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL1358,FULVESTRANT,Transcription factor,"Faslodex|Fulvestrant|ICI 182,780|ICI-182780|NSC-759879|ZD-9238|ZD9238",Small molecule,Estrogen receptor antagonist,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL1171837,PONATINIB,Unclassified protein|Enzyme|Other cytosolic protein,AP-24534|AP24534|Ponatinib,Small molecule,Bcr/Abl fusion protein inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL2105717,CABOZANTINIB,Enzyme,BMS-907351|BMS-907351 FREE BASE|Cabozantinib|XL-184|XL-184 FREE BASE|XL184,Small molecule,Hepatocyte growth factor receptor inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL384467,DEXAMETHASONE,Transcription factor,Decadron-LA|Dexacen-4|Dexacort|Dexair|Dexametasona|Dexamethasone|Dexamethasone metasulfobenzoate sodium|Dexamethasone palmitate|Dexamethasone valerate|Dexycu|Fluormethylprednisolone|ISV-305|Mymethasone|NSC-34521|Neodecadron|OTO-104,Small molecule,Glucocorticoid receptor agonist,Cancer/Tumor|Endocrine System|Reproductive/Breast
EFO_0005088,testicular cancer,CHEMBL1908360,EVEROLIMUS,Enzyme|Ion channel,40-o-(2-hydroxyethyl)-rapamycin|Everolimus|RAD 666|RAD-001|RAD-666|RAD001|SDZ-RAD|Sdz rad,Small molecule,FK506-binding protein 1A inhibitor,Cancer/Tumor|Endocrine System|Reproductive/Breast
MONDO_0019338,sarcoidosis,CHEMBL34259,METHOTREXATE,Enzyme,"(r)-methotrexate|ADX-2191|Abitrexate|Amethopterin|CL 14377|CL-14377|D-amethopterin|D-methotrexate|EMT-25299|Folex|Jylamvo|Methotrexate|Methotrexate, (r)-|Methotrexate, d-|Methotrexatum|Methylaminopterin|Metotrexato|Mexate|Mexate-AQ|NSC-740|R-9985|R-methotrexate|TCMDC-123832|TCMDC-125488|TCMDC-125858|Trexall",Small molecule,Dihydrofolate reductase inhibitor,Musculoskeletal
MONDO_0019338,sarcoidosis,CHEMBL413,SIROLIMUS,Enzyme|Ion channel,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217,Small molecule,FK506-binding protein 1A inhibitor,Musculoskeletal
MONDO_0019338,sarcoidosis,CHEMBL384467,DEXAMETHASONE,Transcription factor,Decadron-LA|Dexacen-4|Dexacort|Dexair|Dexametasona|Dexamethasone|Dexamethasone metasulfobenzoate sodium|Dexamethasone palmitate|Dexamethasone valerate|Dexycu|Fluormethylprednisolone|ISV-305|Mymethasone|NSC-34521|Neodecadron|OTO-104,Small molecule,Glucocorticoid receptor agonist,Musculoskeletal
MONDO_0019338,sarcoidosis,CHEMBL221959,TOFACITINIB,Enzyme,"550|CP 690550|CP- 690 550|CP-690|CP-690,550|CP-690,550 FREE BASE|CP-690-550|CP-690550|CP-690550 FREE BASE|CP690,550|CP690550|Cp-690 free base|Tofacitinib",Small molecule,Janus Kinase (JAK) inhibitor,Musculoskeletal
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL1607,TOPOTECAN HYDROCHLORIDE,Enzyme,Evotopin|NSC-759263|Nogitecan hydrochloride|SK&F S-104864-A|SK&F-S-104864A|SK-S-104864-A|Topotecan|Topotecan (as hydrochloride)|Topotecan actavis|Topotecan hcl|Topotecan hospira|Topotecan hydrochloride|Topotecan teva,Small molecule,"DNA topoisomerase I, mitochondrial inhibitor",Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL1201182,TEMSIROLIMUS,Enzyme|Ion channel,CCI-779|Temsirolimus,Small molecule,FK506-binding protein 1A inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL806,FLUTAMIDE,Transcription factor,Flutamida|Flutamide|NSC-215876|SCH 13521|SCH-13521,Small molecule,Androgen Receptor antagonist,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL467,HYDROXYUREA,Enzyme,Hidroxicarbamida|Hydroxycarbamide|Hydroxyurea|NSC-32065|SQ 1089|SQ-1089,Small molecule,Ribonucleoside-diphosphate reductase RR1 inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL3545110,RIBOCICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,LEE-011|LEE-011A|LEE011|LEE011A|Lee-011|NVP-LEE011|Ribociclib,Small molecule,Cyclin-dependent kinase 6 inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL3545097,SAPANISERTIB,Enzyme|Other cytosolic protein,CB-228|INK-128|INK128|Ink-128|MLN-0128|MLN0128|Mln-0128|Sapanisertib|TAK-228,Small molecule,Serine/threonine-protein kinase mTOR inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,Enzyme,"Adriablastina cs|Adriamycin, hydrochloride|Doxorubicin HCl|Doxorubicin citrate|Doxorubicin citric acid salt|Doxorubicin hcl|Doxorubicin hydrochloride|Doxorubicin liposomal complex of the hydrochloride|Doxorubicini hydrochloridum|Hydroxydaunomycin hydrochloride|Liposomal doxorubicin hydrochloride",Small molecule,DNA topoisomerase II alpha inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL1399,ANASTROZOLE,Enzyme,Anastrozol|Anastrozole|Arimidex|ICI D1033|ICI-D1033|NSC-719344|NSC-759855|Rvg-106400|ZD-1033|ZD1033,Small molecule,Cytochrome P450 19A1 inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL939,GEFITINIB,Enzyme,Gefitinib|Iressa|NSC-759856|ZD-1839|ZD1839,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL408513,BELINOSTAT,Epigenetic regulator,Belinostat|NSC-726630|NSC726630|PX-105684|PXD-101|PXD101,Small molecule,Histone deacetylase inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL3545376,ERDAFITINIB,Enzyme|Unclassified protein,Erdafitinib|JNJ-42756493|Jnj-42756493,Small molecule,Fibroblast growth factor receptor inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL428647,PACLITAXEL,Structural protein,(-)-paclitaxel|ABI-007|ABI-007 COMPONENT PACLITAXEL|BMS 181339-01|BMS-181339-01|Capxol|Cyclopax|DHP 107|DHP-107|Ebetaxel|Empac|Endotag 1|Genaxol|Genetaxyl|Genexol|Genexol-pm|Intaxel|Lep-etu|MBT 0206|MBT-0206|Mitotax|NK 105|NK-105|NSC-125973|Oncogel|Onxal|Onxol|Pacliex|Paclitaxel|Paclitaxel (taxus canadensis)|Paclitaxol|Plaxicel|QW-8184|Taxalbin|Taxol|Taxol a|Taxus|Taxus liberte|Taxus stent|Tocosol paclitaxel|Yewtaxan,Small molecule,Tubulin inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL595,PIOGLITAZONE,Transcription factor|Epigenetic regulator,AD-4833|Actos|Duetact|Glustin|Pioglitazona|Pioglitazone|U-72107|Zactos,Small molecule,Peroxisome proliferator-activated receptor gamma agonist,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL3989514,IRINOTECAN HYDROCHLORIDE,Enzyme,"CPT-11|DQ-2805|Irinotecan anhydrous free-base|Irinotecan hydrochloride|Irinotecan hydrochloride anhydrous|Irinotecan hydrochloride hydrate|Irinotecan hydrochloride trihydrate|Irinotecan monohydrochloride trihydrate|NSC-759878|U-101,440E|U-101440E",Small molecule,DNA topoisomerase I inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL225072,PEMETREXED,Enzyme,LY-2315|LY-231514|LY231514|NSC-698037|Pemetrexed,Small molecule,GAR transformylase inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL3545185,SELINEXOR,Unclassified protein,KPT-330|Selinexor,Small molecule,Exportin-1 inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL409,BICALUTAMIDE,Transcription factor,"Bicalutamida|Bicalutamide|Casodex|ICI 176,334|ICI-176334|ICI176,334-1|NSC-759816",Small molecule,Androgen Receptor antagonist,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL888,GEMCITABINE,Enzyme,Gemcitabina|Gemcitabine|Gemzar|LY-188011|LY188011|NSC-613327,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL413,SIROLIMUS,Enzyme|Ion channel,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217,Small molecule,FK506-binding protein 1A inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL601719,CRIZOTINIB,Enzyme,Crizotinib|NSC-756645|PF-02341066|PF-2341066|Pf-2341066,Small molecule,Hepatocyte growth factor receptor inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL4297190,SURUFATINIB,Enzyme,HMPL-012|Hmpl-012|Sulfatinib|Surufatinib,Small molecule,Vascular endothelial growth factor receptor inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL24828,VANDETANIB,Enzyme,GNF-PF-2188|NSC-744325|NSC-760766|Vandetanib|ZD-64|ZD-6474|ZD6474,Small molecule,Vascular endothelial growth factor receptor inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL4761468,AUMOLERTINIB,Enzyme,Almonertinib|Ameile|Amerol|Aumolertinib|EQ-143|EQ143|Egfr t790m inhibitor hs-10296|HS-10206|HS-10296|Hs 10296|Hs-10296,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL3545252,DOCETAXEL,Structural protein,Docetaxel|Docetaxel (as trihydrate)|Docetaxel hydrate|Docetaxel trihydrate|RP 56976|RP-56976|XRP6976,Small molecule,Tubulin inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL90555,VINCRISTINE,Structural protein,"22-oxovincaleukoblastine|Leucristine|Leurocristine|Oncotcs|Tecnocris|Vincaleukoblastine, 22-oxo-|Vincristin|Vincristina|Vincristine|Vinkristin",Small molecule,Tubulin inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL535,SUNITINIB,Enzyme,NSC-736511|NSC-750690|SU-011248|SU-11248|SU011248|Sunitinib|Sutent,Small molecule,Platelet-derived growth factor receptor inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL521686,OLAPARIB,Enzyme|Unclassified protein,AZ-2281|AZ2281|AZD-2281|AZD2281|KEYLYNK-010 COMPONENT OLAPARIB|KU-0059436|KU-59436|NSC-747856|OLAPARIB COMPONENT OF KEYLYNK-010|Olaparib,Small molecule,"PARP 1, 2 and 3 inhibitor",Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL830,EFLORNITHINE,Enzyme,Eflornithine|Eflornitina|Ornidyl|Vaniqa,Small molecule,Ornithine decarboxylase inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL481,IRINOTECAN,Enzyme,Biotecan|Irinotecan|NSC-728073,Small molecule,DNA topoisomerase I inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL189963,PALBOCICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,PD-0332991|Palbociclib,Small molecule,CDK6/cyclin D1 inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL553,ERLOTINIB,Enzyme,"CP-358,774|CP-358774|CP-35877401|Erlotinib|OSI-774|R-1415|RG-1415|Ro-508231",Small molecule,Epidermal growth factor receptor erbB1 inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL185,FLUOROURACIL,Enzyme,5 FU|5-FU|5-Fluorouracil|5-fluoruracil|Fluorouracil|Fluorouracilo|Fluorouracilum|Fluorouricil|Fluracil|NSC-19893|Phthoruracil|Queroplex|RO 2-9757|RO-2-9757|RO-29757,Small molecule,Thymidylate synthase inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL180022,NERATINIB,Enzyme,CDP-820|HKI-272|Neratinib|WAY-179272,Small molecule,Receptor protein-tyrosine kinase erbB-2 inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL3349607,PASIREOTIDE,Membrane receptor,Pasireotida|Pasireotide|SOM 230|SOM-230|SOM230,Protein,Somatostatin receptor 3 agonist,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL1358,FULVESTRANT,Transcription factor,"Faslodex|Fulvestrant|ICI 182,780|ICI-182780|NSC-759879|ZD-9238|ZD9238",Small molecule,Estrogen receptor antagonist,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL2105717,CABOZANTINIB,Enzyme,BMS-907351|BMS-907351 FREE BASE|Cabozantinib|XL-184|XL-184 FREE BASE|XL184,Small molecule,Hepatocyte growth factor receptor inhibitor,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL384467,DEXAMETHASONE,Transcription factor,Decadron-LA|Dexacen-4|Dexacort|Dexair|Dexametasona|Dexamethasone|Dexamethasone metasulfobenzoate sodium|Dexamethasone palmitate|Dexamethasone valerate|Dexycu|Fluormethylprednisolone|ISV-305|Mymethasone|NSC-34521|Neodecadron|OTO-104,Small molecule,Glucocorticoid receptor agonist,Respiratory|Cancer/Tumor
EFO_0000233,adenosquamous cell lung carcinoma,CHEMBL1908360,EVEROLIMUS,Enzyme|Ion channel,40-o-(2-hydroxyethyl)-rapamycin|Everolimus|RAD 666|RAD-001|RAD-666|RAD001|SDZ-RAD|Sdz rad,Small molecule,FK506-binding protein 1A inhibitor,Respiratory|Cancer/Tumor
0,JRA - Juvenile rheumatoid arthritis,CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,Transcription factor,Methylprednisolone hemisuccinate|Methylprednisolone succinate,Small molecule,Glucocorticoid receptor agonist,
0,JRA - Juvenile rheumatoid arthritis,CHEMBL154,NAPROXEN,Enzyme,Aleve|Anaprox|NSC-750183|NSC-757239|Naprelan|Naproxen|Naproxene|Naproxeno|PN400 COMPONENT NAPROXEN|RS-3540,Small molecule,Cyclooxygenase inhibitor,
0,JRA - Juvenile rheumatoid arthritis,CHEMBL3301607,FILGOTINIB,Enzyme,Filgotinib|G-146034|G146034|GLPG0634|GS-6034 FREE BASE|Glpg-0634,Small molecule,Tyrosine-protein kinase TYK2 inhibitor,
0,JRA - Juvenile rheumatoid arthritis,CHEMBL799,CILOSTAZOL,Enzyme,Cilostazol|NSC-758936|OPC-13013|OPC-21,Small molecule,Phosphodiesterase 3A inhibitor,
0,JRA - Juvenile rheumatoid arthritis,CHEMBL2107333,DIMETHYL FUMARATE,Unclassified protein|Other cytosolic protein,AZL 0 211089|AZL O 211089|AZL-0211089|AZL-O-211089|BG 00012|BG 12|BG-00012|BG-12|BG00012|Dimethyl fumar|Dimethyl fumarate|FAG-201|FP-187|FP187|Fumaric acid dimethyl ester|LAS-41008|LAS41008|Las41008|NSC-167432|NSC-25942|Panaclar,Small molecule,Kelch-like ECH-associated protein 1 inhibitor,
0,JRA - Juvenile rheumatoid arthritis,CHEMBL160,CYCLOSPORINE,Enzyme,"27-400|ANTIBIOTIC S-7481F1|Atopica|Ciclosporin|Ciclosporin a|Ciclosporina|Ciclosporine|Ciclosporinum|Cyclosporin|Cyclosporin a|Cyclosporine|Cyclosporine a|Cyclosporine microemulsion|Cyclosporine, modified|Equoral|Mitogard|NSC-290193|Neoplanta|Neurostat|OL-27-400|Ramihyphin a|SANG-35|SDZ-OXL-400|Vevye|Zinograf me",Protein,Cyclophilin A modulator,
0,JRA - Juvenile rheumatoid arthritis,CHEMBL865,VALDECOXIB,Enzyme,NSC-759846|SC-65872|Valdecoxib|Valdyn,Small molecule,Cyclooxygenase-2 inhibitor,
