disease_id,disease_name,disease_therapeutic_areas,drug_rank,drug_name_original,drug_id,drug_common_name,drug_target_class,drug_type,drug_mechanism_of_action,drug_synonyms
EFO_0000407,dilated cardiomyopathy,Cardiovascular|Musculoskeletal,84,fluvastatin,CHEMBL2220442,FLUVASTATIN,Unclassified protein|Enzyme,Small molecule,HMG-CoA reductase inhibitor,Fluvas|Fluvastatin|Fluvastatina|Fluvastatine|NSC-758896
EFO_0000407,dilated cardiomyopathy,Cardiovascular|Musculoskeletal,85,glibenclamide,CHEMBL472,GLYBURIDE,Transporter,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker","Cirara|Glibenclamida|Glibenclamide|Glibenclamidum|Glybenclamide|Glyburide|HB 419|HB-419|NSC-759618|U-26,45|U-26,452|U-26452"
EFO_0000407,dilated cardiomyopathy,Cardiovascular|Musculoskeletal,86,levonorgestrel,CHEMBL1389,LEVONORGESTREL,Transcription factor,Small molecule,Progesterone receptor agonist,"BAY86-5028|Levonorgestrel|Levonorgestrelum|NSC-744007|Norgestrel (-)-form|Norgestrel, (-)-|WY-5104"
EFO_0000407,dilated cardiomyopathy,Cardiovascular|Musculoskeletal,88,acepromazine,CHEMBL564,PROMAZINE,Membrane receptor,Small molecule,D2-like dopamine receptor antagonist,Combelen|NSC-31447|Promazina|Promazine
EFO_0000407,dilated cardiomyopathy,Cardiovascular|Musculoskeletal,89,rimexolone,CHEMBL1200617,RIMEXOLONE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,ORG 6216|ORG-6216|Rimexolon|Rimexolona|Rimexolone
EFO_0000407,dilated cardiomyopathy,Cardiovascular|Musculoskeletal,90,valproic acid,CHEMBL109,VALPROIC ACID,Enzyme,Small molecule,Succinate semialdehyde dehydrogenase inhibitor,"44089|Acide valproique|Acido valproico|NSC-93819|Pentanoic acid, 2-propyl|Valproate|Valproic acid|Valproic acid extended release"
EFO_0000407,dilated cardiomyopathy,Cardiovascular|Musculoskeletal,91,fluocinonide,CHEMBL1501,FLUOCINONIDE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Fluocinolide|Fluocinonida|Fluocinonide|NSC-101791
EFO_0000407,dilated cardiomyopathy,Cardiovascular|Musculoskeletal,93,oxaprozin,CHEMBL1071,OXAPROZIN,Enzyme,Small molecule,Cyclooxygenase inhibitor,"NSC-310839|Oxaprozin|Oxaprozina|Oxaprozine|WY-21,743|WY-21743"
EFO_0000407,dilated cardiomyopathy,Cardiovascular|Musculoskeletal,94,chlorpropamide,CHEMBL498,CHLORPROPAMIDE,Ion channel,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker",Chlorpropamide|Clorpropamida|NSC-44634|NSC-626720
EFO_0000407,dilated cardiomyopathy,Cardiovascular|Musculoskeletal,95,acetylsalicylic acid,CHEMBL25,ASPIRIN,Enzyme,Small molecule,Cyclooxygenase inhibitor,"Acetyl salicylate|Acetylsalicylic Acid|Acetylsalicylic acid|Acetylsalicylic acid (who-ip)|Acetylsalicylicum acidum|Acidum acetylsalicylicum|Acidum acetylsalicylicum (who-ip)|Aspirin|BAY1019036|Benzoic acid, 2-(acetyloxy)-|NSC-27223|NSC-406186"
EFO_0000407,dilated cardiomyopathy,Cardiovascular|Musculoskeletal,98,carbachol,CHEMBL14,CARBACHOL,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M3 agonist,Carbachol|Carbachol chloride|Carbacholine Chloride|Carbacholine chloride|Carbacol|Carbamoylcholine chloride|NSC-32865
EFO_0001064,Down syndrome,Genetic/Congenital,2,prilocaine,CHEMBL1194,PRILOCAINE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,ASTRA-1512|ASTRA-1515|Citanest|NSC-40027|Prilocaina|Prilocaine|Propitocaine
EFO_0001064,Down syndrome,Genetic/Congenital,4,thalidomide,CHEMBL468,THALIDOMIDE,Membrane receptor|Enzyme|Epigenetic regulator|Structural protein|Unclassified protein|Transcription factor|Other cytosolic protein|Other nuclear protein,Small molecule,CRL4(CRBN) E3 ubiquitin ligase inhibitor,.alpha.-phthalimidoglutarimide|Celgene|Contergan|Distaval|K-17|Myrin|N-phthalylglutamic acid imide|NSC-527179|NSC-66847|Neurosedyn|Pantosediv|Pharmion|Softenon|Talidomida|Thaled|Thalidomide|Thalidomide 
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,1,ketotifen,CHEMBL534,KETOTIFEN,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,(R)-Ketotifen|Ketotifen|Ketotifene|Ketotifeno
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,3,fulvestrant,CHEMBL1358,FULVESTRANT,Transcription factor,Small molecule,Estrogen receptor antagonist,"Faslodex|Fulvestrant|ICI 182,780|ICI-182780|NSC-759879|ZD-9238|ZD9238"
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,5,benfluorex,CHEMBL400599,BENFLUOREX,Enzyme,Small molecule,Acyl coenzyme A:cholesterol acyltransferase 1 inhibitor,Benfluorex|Mediaxal|NSC-757396
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,6,vorinostat,CHEMBL98,VORINOSTAT,Epigenetic regulator,Small molecule,Histone deacetylase 3 inhibitor,MK-0683|MK0683|NSC-701852|NSC-748799|NSC-759852|Suberoylanilide hydroxamic acid|Vorinostat
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,7,fluphenazine,CHEMBL726,FLUPHENAZINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Flufenazina|Fluphenazine|NSC-62323|Permitil|Prolixin
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,8,trihexyphenidyl,CHEMBL1490,TRIHEXYPHENIDYL,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,Apo-trihex|NSC-12268|Trihexifenidilo|Trihexyphenidyl|Trihexyphenidyle
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,12,hyoscyamine,CHEMBL517712,ATROPINE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,Atropine|Atropinum|Dl-hyoscyamine
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,13,propafenone,CHEMBL631,PROPAFENONE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,GNF-Pf-4594|Propafenon hexal|Propafenona|Propafenone|Rythmol
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,14,protriptyline,CHEMBL668,PROTRIPTYLINE,Transporter,Small molecule,Norepinephrine transporter inhibitor,Protriptilina|Protriptyline
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,16,brompheniramine,CHEMBL811,BROMPHENIRAMINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,BPN|Bromfed|Bromfenex|Bromfeniramina|Brompheniramine|Brotane|Dimetane|Dimetapp|Lodrane
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,19,fluticasone,CHEMBL1473,FLUTICASONE PROPIONATE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,CCI 18781|CCI-18781|CCI18781|FLOVENT|Fluticaps|Fluticasona|Fluticasone|Fluticasone propionate|Fluticasone propionate |Fluticasone-17-propionate|NSC-759889|Opn-375|Optinose|PF-00241939|R01AD08
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,20,trifluoperazine,CHEMBL422,TRIFLUOPERAZINE,Membrane receptor,Small molecule,Serotonin 2c (5-HT2c) receptor antagonist,Apo-trifluoperazine|Flurazine|NSC-17474|NSC-46061|RP-7623|Trifluoperazina|Trifluoperazine
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,21,alprostadil,CHEMBL495,ALPROSTADIL,Membrane receptor,Small molecule,Prostanoid EP2 receptor agonist,"Alprostadil|NSC-165559|ONO-1608|Pge1|Prostaglandin e1|U-10,136|U-10136"
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,22,trimipramine,CHEMBL644,TRIMIPRAMINE,Membrane receptor,Small molecule,Adrenergic receptor alpha-1 antagonist,7162 RP|7162-RP|IL 6001|IL-6001|Surmontil|Trimeproprimine|Trimipramina|Trimipramine
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,23,guanabenz,CHEMBL420,GUANABENZ,Membrane receptor,Small molecule,Adrenergic receptor alpha-2 agonist,Guanabenz|Guanabenzo|NSC-68982|WY-8678
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,24,budesonide,CHEMBL1370,BUDESONIDE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Budesonida|Budesonide|MAP-0010|MAP0010|NSC-757788|R01AD05|S-1320
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,25,iproniazid,CHEMBL92401,IPRONIAZID,Enzyme,Small molecule,Monoamine oxidase inhibitor,Iproniazid|Iproniazida|Iproniazide
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,28,haloperidol,CHEMBL54,HALOPERIDOL,Ion channel|Membrane receptor,Small molecule,Serotonin 2a (5-HT2a) receptor antagonist,"Haloperidol|Haloperidol decanoate impurity, haloperidol-|MCN-JR-1625|NSC-170973|NSC-615296|R-1625"
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,29,meclofenamic acid,CHEMBL509,MECLOFENAMIC ACID,Enzyme,Small molecule,Arachidonate 5-lipoxygenase inhibitor,Acide meclofenamique|Acido meclofenamico|CI-583|CL-583|INF 4668|INF-4668|Meclodium|Meclofenamate|Meclofenamic acid|Meclomen|NSC-95309
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,30,oxybutynin,CHEMBL1231,OXYBUTYNIN,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,Oxibutinina|Oxybutynin|Oxybutynine
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,31,phenindione,CHEMBL711,PHENINDIONE,Enzyme,Small molecule,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,Danilone|Fenindiona|NSC-41693|Phenindione|Phenylindanedione
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,35,methylprednisolone,CHEMBL650,METHYLPREDNISOLONE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,"6-methyl-prednisolone|6-methylprednisolone|J3.872E|Methylprednisolone|Metilprednisolona|NSC-19987|U-67,590A"
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,36,diethylstilbestrol,CHEMBL411,DIETHYLSTILBESTROL,Transcription factor,Small molecule,Estrogen receptor alpha agonist,Cyren a|Diethylstilbestrol|Dietilestilbestrol|Estrobene|Estrogenine|Estromenin|Fonatol|NSC-3070|New-estranol 1|Palestrol|Stilbestro|Stilbestroform|Stilbestrol|Stilboestrol|Synestrin|Synthestrin
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,37,diltiazem,CHEMBL23,DILTIAZEM,Ion channel,Small molecule,Voltage-gated L-type calcium channel blocker,Cardizem|Dilt-CD|Diltiazem|Diltiazem extended release|Diltzac|Ditiaz|Surazem|Tiamate|Tiazac
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,38,vinblastine,CHEMBL159,VINBLASTINE,Structural protein,Small molecule,Tubulin inhibitor,NSC-47842|Velban|Vinblastina|Vinblastine|[3H]-Vinblastine
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,39,flecainide,CHEMBL652,FLECAINIDE,Ion channel,Small molecule,Sodium channel protein type V alpha subunit blocker,Flecainida|Flecainide|NSC-719273|THN-102 COMPONENT FLECAINIDE
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,40,estradiol,CHEMBL135,ESTRADIOL,Transcription factor,Small molecule,Estrogen receptor alpha agonist,17-.beta.-oestradiol|17-beta-oestradiol|17.beta.-estradiol|17beta-estradiol|Agofollin|Alfatradiol|Depo-Estradiol|Destradiol|Dihydrotheelin|Dihydroxyestrin|Estradiol|Estradiol 17-beta|Estradiol anhydrous|Estradiol hemihydrate|Estradiol valerate metabolite e2|Estrasorb|Gynergon|Gynoestryl|NSC-20293|NSC-9895|Oestradiol|WC-3011|WC3011
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,41,vidarabine,CHEMBL1096882,FLUDARABINE PHOSPHATE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,2-f-ara-amp|2-f-araa|2-fluoro ara-a|2-fluorovidarabine|Fludarabina|Fludarabine|Fludarabine 5'-monophosphate|Fludarabine monophosphate|Fludarabine phosphate|Fluradosa|NSC-118218|NSC-118218H|NSC-312887|NSC-328002
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,44,prochlorperazine,CHEMBL728,PROCHLORPERAZINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Prochlorperazine|Prochlorperazine mesilate|Prochlorperazine mesylate|Proclorperazina
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,45,buspirone,CHEMBL49,BUSPIRONE,Membrane receptor,Small molecule,Serotonin 1a (5-HT1a) receptor partial agonist,BCI-024|Buspar|Buspirona|Buspirone|Gen-buspirone
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,46,sotalol,CHEMBL471,SOTALOL,Ion channel|Membrane receptor,Small molecule,HERG blocker,Betapace|C07AA07|Darob mite|Dl-sotalol|MJ-1999|Sorine|Sotalol
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,47,isocarboxazid,CHEMBL1201168,ISOCARBOXAZID,Enzyme,Small molecule,Monoamine oxidase inhibitor,Enerzer|Isocarboxazid|Isocarboxazida|Isocarboxazide|NSC-169893|RO 5-0831|RO-5-0831
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,49,repaglinide,CHEMBL1272,REPAGLINIDE,Transporter,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker",A10BX02|AG-EE 623 ZW|AG-EE-623-ZW|AG-EE-623ZW|AGEE-623ZW|NSC-759893|Prandin|Repaglinida|Repaglinide
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,50,finasteride,CHEMBL710,FINASTERIDE,Enzyme,Small molecule,Steroid 5-alpha-reductase 2 inhibitor,Finasterida|Finasteride|MK-906|NSC-741485|NSC-759318
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,52,sulfapyridine,CHEMBL421,SULFASALAZINE,Enzyme,Small molecule,Arachidonate 5-lipoxygenase inhibitor,Azulfidine|Benzosulfa|NSC-203730|NSC-667219|SAS-500|Salazosulfapyridine|Salicylazosulfapyridine|Sulfasalazina|Sulfasalazine|Sulfasalazinum|Sulfasalazopyridine|Sulphasalazine
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,53,fludrocortisone,CHEMBL1201010,FLUDROCORTISONE ACETATE,Transcription factor,Small molecule,Mineralocorticoid receptor agonist,Fludrocortisona|Fludrocortisone 21-acetate|Fludrocortisone acetate|Fludrocortisoni acetas|Fluorhydrocortisone acetate|Fluorocortisol acetate|NSC-15186|Scherofluron
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,54,lidocaine,CHEMBL79,LIDOCAINE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,ALGRX 3268|ALGRX-3268|Anestacon|Embolex|Iontocaine|Lidocaina|Lidocaine|Lidocainum|Lidocaton|Lidopen|Lignocaine|NSC-40030|Octocaine|Solarcaine|Xylestesin
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,55,ethotoin,CHEMBL1095,ETHOTOIN,Ion channel,Small molecule,Sodium channel alpha subunit blocker,Accenon|Ethotoin|Ethotoine|Etotoina|NSC-760074
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,56,troglitazone,CHEMBL408,TROGLITAZONE,Transcription factor|Epigenetic regulator,Small molecule,Peroxisome proliferator-activated receptor gamma agonist,CI-991|CS-045|GR-92132X|GR92132X|Rezulin|Troglitazona|Troglitazone
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,57,valproic acid,CHEMBL109,VALPROIC ACID,Enzyme,Small molecule,Succinate semialdehyde dehydrogenase inhibitor,"44089|Acide valproique|Acido valproico|NSC-93819|Pentanoic acid, 2-propyl|Valproate|Valproic acid|Valproic acid extended release"
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,58,tolazamide,CHEMBL817,TOLAZAMIDE,Transporter,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker",NSC-70762|Tolazamida|Tolazamide|U-17835
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,61,clozapine,CHEMBL42,CLOZAPINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Clozapina|Clozapine|Clozapine (caraco)|Clozapine (clozaril)|Clozapine (fazaclo)|Clozapine (ivax)|Clozapine (mylan)|Clozapine (teva)|Clozapine (udl)|Clozapine (versacloz)|Clozapine resolution mixture|HF 1854|HF-1854|Leponex|NSC-757429
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,62,dipyridamole,CHEMBL932,DIPYRIDAMOLE,Enzyme,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",B01AC07|Dipiridamol|Dipyridamole|NSC-515776|RA-8
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,63,nalbuphine,CHEMBL895,NALBUPHINE,Membrane receptor,Small molecule,Opioid receptors; mu/kappa/delta agonist,Intapan|Nalbufina|Nalbuphine|Nubain
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,64,chlorpropamide,CHEMBL498,CHLORPROPAMIDE,Ion channel,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker",Chlorpropamide|Clorpropamida|NSC-44634|NSC-626720
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,66,imipramine,CHEMBL11,IMIPRAMINE,Transporter,Small molecule,Norepinephrine transporter inhibitor,"Antideprin|Berkomine|Cristalia|Imipramina|Imipramine|Janimine|Melipramine|NSC-169866|ORG-2463|Pramine|Presamine|Sermonil|Tofranil|Tofranil-PM|Trimipramine maleate impurity, imipramine-"
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,67,podophyllotoxin,CHEMBL283120,AXL-1717,Enzyme,Small molecule,Insulin-like growth factor I receptor inhibitor,AXL-1717|Axl-1717|Axl1717|NSC-36407|Picropodophyllin|Picropodophyllotoxin|Podophyllotoxin picropodophyllin
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,69,pargyline,CHEMBL673,PARGYLINE,Enzyme,Small molecule,Monoamine oxidase inhibitor,Eutonyl|Eutron|Pargilina|Pargyline
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,70,chlorcyclizine,CHEMBL648,CYCLIZINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,Ciclizina|Cyclizine|Marezine|NSC-26608
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,72,bupropion,CHEMBL894,BUPROPION,Transporter,Small molecule,Norepinephrine transporter inhibitor,Amfebutamone|Bupropion|Bupropion extended release|Bupropion slow release|Bupropione|NSC-758686
EFO_0007149,appendicitis,Gastrointestinal|Immune System|Genetic/Congenital,73,sirolimus,CHEMBL413,SIROLIMUS,Enzyme|Ion channel,Small molecule,FK506-binding protein 1A inhibitor,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217
EFO_0000274,Eczema,Skin/Integumentary|Immune System,1,carbamazepine,CHEMBL108,CARBAMAZEPINE,Auxiliary transport protein|Ion channel,Small molecule,Sodium channel alpha subunit blocker,Biston|Carbamazepina|Carbamazepine|Carbamazepine anhydrous|Carbamazepine extended release|Carbamazepinum|Finlepsin|G-32883|GEIGY 32883|Karbamazepin|Karbelex|NSC-169864|Neurotol|Neurotop|Sirtal|Stazepine|Tegretal|Telesmin|Timonil
EFO_0000274,Eczema,Skin/Integumentary|Immune System,2,fulvestrant,CHEMBL1358,FULVESTRANT,Transcription factor,Small molecule,Estrogen receptor antagonist,"Faslodex|Fulvestrant|ICI 182,780|ICI-182780|NSC-759879|ZD-9238|ZD9238"
EFO_0000274,Eczema,Skin/Integumentary|Immune System,3,torasemide,CHEMBL1148,TORSEMIDE,Transporter,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor,AC-4464|AC4464|BM-02.015|BM-02015|BM02.015|Luprac|Torasemida|Torasemide|Torasemide anhydrous|Torsemide|Upcard
EFO_0000274,Eczema,Skin/Integumentary|Immune System,4,fluphenazine,CHEMBL726,FLUPHENAZINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Flufenazina|Fluphenazine|NSC-62323|Permitil|Prolixin
EFO_0000274,Eczema,Skin/Integumentary|Immune System,5,chlorpromazine,CHEMBL71,CHLORPROMAZINE,Membrane receptor,Small molecule,D2-like dopamine receptor antagonist,Aminazine|Chlorpromazine|Chlorpromazine hibenzate|Chlorpromazine phenolphthalinate|Chlorpromazine tannate|Chlorpromazinum|Clorpromazina|Esmind|Fenactil|J2.794D|Largactilothiazine|NSC-167745|NSC-226514|Novomazina|Propaphenin|SKF-2601A|Sanopron|Sonazine|Wintermin
EFO_0000274,Eczema,Skin/Integumentary|Immune System,8,metixene,CHEMBL1201342,METHIXENE,Membrane receptor,Small molecule,Serotonin 2c (5-HT2c) receptor antagonist,Atosil|Methixene|Metixene|Metixeno
EFO_0000274,Eczema,Skin/Integumentary|Immune System,9,trifluoperazine,CHEMBL422,TRIFLUOPERAZINE,Membrane receptor,Small molecule,Serotonin 2c (5-HT2c) receptor antagonist,Apo-trifluoperazine|Flurazine|NSC-17474|NSC-46061|RP-7623|Trifluoperazina|Trifluoperazine
EFO_0000274,Eczema,Skin/Integumentary|Immune System,10,amiodarone,CHEMBL633,AMIODARONE,Ion channel|Membrane receptor,Small molecule,HERG blocker,Amiodarona|Amiodarone|Cordarone|L-3428|Pacerone|SKF 33134-A
EFO_0000274,Eczema,Skin/Integumentary|Immune System,13,profenamine,CHEMBL1206,ETHOPROPAZINE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,Ethopropazine|Parsidol|Profenamina|Profenamine
EFO_0000274,Eczema,Skin/Integumentary|Immune System,15,vinblastine,CHEMBL159,VINBLASTINE,Structural protein,Small molecule,Tubulin inhibitor,NSC-47842|Velban|Vinblastina|Vinblastine|[3H]-Vinblastine
EFO_0000274,Eczema,Skin/Integumentary|Immune System,16,astemizole,CHEMBL296419,ASTEMIZOLE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,"Astemizol|Astemizole|GNF-Pf-2461|NSC-329963|NSC-759570|R 43,512"
EFO_0000274,Eczema,Skin/Integumentary|Immune System,17,clenbuterol,CHEMBL49080,CLENBUTEROL,Membrane receptor,Small molecule,Beta-2 adrenergic receptor agonist,Clenbuterol|Clenbuterol hydrochloride|Contraspasmin|NAB 365|NSC-758633|Planipart
EFO_0000274,Eczema,Skin/Integumentary|Immune System,19,mometasone,CHEMBL1161,MOMETASONE FUROATE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,LAS-41002|LAS41002|LYR-210|LYR210|Lyr-210|Mometasone furoate|Mometasone furoate anhydrous|Mometasone furoate hydrate|Mometasone furoate monohydrate|Monovo|NSC-746171|NSC-760077|Nasonex|SCH 32088|SCH-32088
EFO_0000274,Eczema,Skin/Integumentary|Immune System,21,amrinone,CHEMBL12856,INAMRINONE,Enzyme,Small molecule,Phosphodiesterase 3A inhibitor,Amcoral|Amrinona|Amrinone|C01CE01|Cartonic|Cordemcura|Inamrinone|NSC-759805|Vesistol|WIN 40680|WIN-40680|Wincoram
EFO_0000274,Eczema,Skin/Integumentary|Immune System,22,rimexolone,CHEMBL1200617,RIMEXOLONE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,ORG 6216|ORG-6216|Rimexolon|Rimexolona|Rimexolone
EFO_0000274,Eczema,Skin/Integumentary|Immune System,23,etomidate,CHEMBL681,ETOMIDATE,Ion channel,Small molecule,GABA-A receptor; anion channel positive modulator,Etomidate|Etomidato|Hypnomidate|NSC-759160
EFO_0000274,Eczema,Skin/Integumentary|Immune System,24,troglitazone,CHEMBL408,TROGLITAZONE,Transcription factor|Epigenetic regulator,Small molecule,Peroxisome proliferator-activated receptor gamma agonist,CI-991|CS-045|GR-92132X|GR92132X|Rezulin|Troglitazona|Troglitazone
EFO_0000274,Eczema,Skin/Integumentary|Immune System,25,valproic acid,CHEMBL109,VALPROIC ACID,Enzyme,Small molecule,Succinate semialdehyde dehydrogenase inhibitor,"44089|Acide valproique|Acido valproico|NSC-93819|Pentanoic acid, 2-propyl|Valproate|Valproic acid|Valproic acid extended release"
EFO_0000274,Eczema,Skin/Integumentary|Immune System,27,aminophylline,CHEMBL1370561,AMINOPHYLLINE,Enzyme,Small molecule,Phosphodiesterase 4 inhibitor,Aminofilina|Aminophylline|Aminophyllinum|Cardophyllin|Linampheta|NSC-7919|Syntophyllin|Theophyllamine|Theophylline ethylenediamine|Theophylline-ethylenediamine
EFO_0000274,Eczema,Skin/Integumentary|Immune System,28,clozapine,CHEMBL42,CLOZAPINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Clozapina|Clozapine|Clozapine (caraco)|Clozapine (clozaril)|Clozapine (fazaclo)|Clozapine (ivax)|Clozapine (mylan)|Clozapine (teva)|Clozapine (udl)|Clozapine (versacloz)|Clozapine resolution mixture|HF 1854|HF-1854|Leponex|NSC-757429
EFO_0000274,Eczema,Skin/Integumentary|Immune System,29,dipyridamole,CHEMBL932,DIPYRIDAMOLE,Enzyme,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",B01AC07|Dipiridamol|Dipyridamole|NSC-515776|RA-8
EFO_0000274,Eczema,Skin/Integumentary|Immune System,33,pargyline,CHEMBL673,PARGYLINE,Enzyme,Small molecule,Monoamine oxidase inhibitor,Eutonyl|Eutron|Pargilina|Pargyline
EFO_0000274,Eczema,Skin/Integumentary|Immune System,34,staurosporine,CHEMBL574737,UCN-01,Enzyme,Small molecule,Protein kinase C (PKC) inhibitor,7-hydroxystaurosporine|KRX-0601|KW-2401|NSC-638850|UCN-01|UCN-02|Ucn 01|Ucn-01
EFO_0000274,Eczema,Skin/Integumentary|Immune System,35,sirolimus,CHEMBL413,SIROLIMUS,Enzyme|Ion channel,Small molecule,FK506-binding protein 1A inhibitor,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217
EFO_0007243,Ebola hemorrhagic fever,Infectious Disease,2,atropine,CHEMBL517712,ATROPINE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,Atropine|Atropinum|Dl-hyoscyamine
EFO_0007243,Ebola hemorrhagic fever,Infectious Disease,4,estrone,CHEMBL1405,ESTRONE,Transcription factor,Small molecule,Estrogen receptor alpha agonist,"1,3,5-estratrien-3-ol-17-one|Estradiol metabolite e1|Estrona|Estrone|Follicular hormone|Follicular-hormone|Folliculin|Folliculinum|Ketohydroxyestrin|NSC-9699|Oestrone|Theelin|Thelykinin|Tokokin|WAY 164397"
