disease_id,disease_name,disease_therapeutic_areas,drug_rank,drug_name_original,drug_id,drug_common_name,drug_target_class,drug_type,drug_mechanism_of_action,drug_synonyms
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,24,budesonide,CHEMBL1370,BUDESONIDE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Budesonida|Budesonide|MAP-0010|MAP0010|NSC-757788|R01AD05|S-1320
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,25,moracizine,CHEMBL1075,MORICIZINE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,EN-313|EN-313 FREE BASE|Ethmozine|Moracizina|Moracizine|Moricizine
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,29,sulfinpyrazone,CHEMBL832,SULFINPYRAZONE,Transporter,Small molecule,Solute carrier family 22 member 12 inhibitor,NSC-75925|Sulfinpirazona|Sulfinpyrazone|Sulphinpyrazone
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,31,prochlorperazine,CHEMBL728,PROCHLORPERAZINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Prochlorperazine|Prochlorperazine mesilate|Prochlorperazine mesylate|Proclorperazina
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,32,dexibuprofen,CHEMBL175,DEXIBUPROFEN,Enzyme,Small molecule,Cyclooxygenase inhibitor,(s)-ibuprofen|Dexibuprofen|Dexibuprofene|Dexibuprofeno|IBU-TAB|NSC-759814|Neoprofen|Rufen|S-ibuprofen
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,33,clenbuterol,CHEMBL49080,CLENBUTEROL,Membrane receptor,Small molecule,Beta-2 adrenergic receptor agonist,Clenbuterol|Clenbuterol hydrochloride|Contraspasmin|NAB 365|NSC-758633|Planipart
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,35,nalbuphine,CHEMBL895,NALBUPHINE,Membrane receptor,Small molecule,Opioid receptors; mu/kappa/delta agonist,Intapan|Nalbufina|Nalbuphine|Nubain
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,36,practolol,CHEMBL6995,PRACTOLOL,Membrane receptor,Small molecule,Beta-1 adrenergic receptor inhibitor,"AY-21,011|AY-21011|Dalzic|I.C.I. 50,172|I.C.I.-50,172|ICI-50172|Practolol"
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,37,acetazolamide,CHEMBL20,ACETAZOLAMIDE,Enzyme|Unclassified protein,Small molecule,Carbonic anhydrase II inhibitor,Acetamox|Acetazolamida|Acetazolamide|Acetazolamidum|Atenezo|Defiltran|Didoc|Diuriwas|Donmox|Edemox|Glaupax|L 579486|NSC-145177|Nephramide|Phonurit
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,38,iobenguane,CHEMBL818,IOBENGUANE,Transporter,Small molecule,Norepinephrine transporter substrate,Iobenguane|Iobenguane (127-i)
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,39,vidarabine,CHEMBL1096882,FLUDARABINE PHOSPHATE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,2-f-ara-amp|2-f-araa|2-fluoro ara-a|2-fluorovidarabine|Fludarabina|Fludarabine|Fludarabine 5'-monophosphate|Fludarabine monophosphate|Fludarabine phosphate|Fluradosa|NSC-118218|NSC-118218H|NSC-312887|NSC-328002
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,40,sirolimus,CHEMBL413,SIROLIMUS,Enzyme|Ion channel,Small molecule,FK506-binding protein 1A inhibitor,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,41,thioridazine,CHEMBL479,THIORIDAZINE,Membrane receptor,Small molecule,Serotonin 2c (5-HT2c) receptor antagonist,Dl-thioridazine|Mellaril|Mellerette|Novoridazine|Sonapax|TP-21|Thioridazine|Thioridazine prolongatum|Thioril|Tioridazina
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,42,letrozole,CHEMBL1444,LETROZOLE,Enzyme,Small molecule,Cytochrome P450 19A1 inhibitor,CGS 20267|CGS-20267|Letrozol|Letrozole|NSC-759652
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,43,chlorpromazine,CHEMBL71,CHLORPROMAZINE,Membrane receptor,Small molecule,D2-like dopamine receptor antagonist,Aminazine|Chlorpromazine|Chlorpromazine hibenzate|Chlorpromazine phenolphthalinate|Chlorpromazine tannate|Chlorpromazinum|Clorpromazina|Esmind|Fenactil|J2.794D|Largactilothiazine|NSC-167745|NSC-226514|Novomazina|Propaphenin|SKF-2601A|Sanopron|Sonazine|Wintermin
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,44,remoxipride,CHEMBL22242,REMOXIPRIDE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,A 33547|A-33547|FLA 731|FLA-731(-)|Remoxiprida|Remoxipride|Roxiam
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,45,probenecid,CHEMBL897,PROBENECID,Transporter,Small molecule,Solute carrier family 22 member 11 inhibitor,HC 5006|NSC-18786|P-(dipropylsulfamoyl)benzoic acid|Probenate|Probenecid|Probenecide|Probenecidum
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,46,fenoterol,CHEMBL32800,FENOTEROL,Membrane receptor,Small molecule,Beta-2 adrenergic receptor agonist,Airum|Dosberotec|Fenoterol|Fenoterol hbr|Fenoterol hydrobromide|NSC-757811|Partusisten|TH 1165A|TH 1165A FREE BASE|TH 1165A [AS HYDROBROMIDE SALT]|TH-1165|TH-1165A|TH-1165A FREE BASE
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,49,estradiol,CHEMBL135,ESTRADIOL,Transcription factor,Small molecule,Estrogen receptor alpha agonist,17-.beta.-oestradiol|17-beta-oestradiol|17.beta.-estradiol|17beta-estradiol|Agofollin|Alfatradiol|Depo-Estradiol|Destradiol|Dihydrotheelin|Dihydroxyestrin|Estradiol|Estradiol 17-beta|Estradiol anhydrous|Estradiol hemihydrate|Estradiol valerate metabolite e2|Estrasorb|Gynergon|Gynoestryl|NSC-20293|NSC-9895|Oestradiol|WC-3011|WC3011
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,50,buspirone,CHEMBL49,BUSPIRONE,Membrane receptor,Small molecule,Serotonin 1a (5-HT1a) receptor partial agonist,BCI-024|Buspar|Buspirona|Buspirone|Gen-buspirone
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,52,amrinone,CHEMBL12856,INAMRINONE,Enzyme,Small molecule,Phosphodiesterase 3A inhibitor,Amcoral|Amrinona|Amrinone|C01CE01|Cartonic|Cordemcura|Inamrinone|NSC-759805|Vesistol|WIN 40680|WIN-40680|Wincoram
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,53,etodolac,CHEMBL622,ETODOLAC,Enzyme,Small molecule,Cyclooxygenase-2 inhibitor,"(rs)-etodolic acid|AY-24,236|AY-24-236|AY-24236|Eccoxolac|Edolan|Etodolac|Etodolaco|Etodolic acid|Flancox|Lodin xl|NIH-9918|NSC-282126|Napilac|Tedolan|Ultradol|Zedolac"
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,55,etoposide,CHEMBL44657,ETOPOSIDE,Enzyme,Small molecule,DNA topoisomerase II inhibitor,Etoposide|Etoposide resolution mixture|Etoposido|Etoposidum|NSC-141540|Sintopozid|VP-16-213
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,56,imipramine,CHEMBL11,IMIPRAMINE,Transporter,Small molecule,Norepinephrine transporter inhibitor,"Antideprin|Berkomine|Cristalia|Imipramina|Imipramine|Janimine|Melipramine|NSC-169866|ORG-2463|Pramine|Presamine|Sermonil|Tofranil|Tofranil-PM|Trimipramine maleate impurity, imipramine-"
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,58,fulvestrant,CHEMBL1358,FULVESTRANT,Transcription factor,Small molecule,Estrogen receptor antagonist,"Faslodex|Fulvestrant|ICI 182,780|ICI-182780|NSC-759879|ZD-9238|ZD9238"
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,59,torasemide,CHEMBL1148,TORSEMIDE,Transporter,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor,AC-4464|AC4464|BM-02.015|BM-02015|BM02.015|Luprac|Torasemida|Torasemide|Torasemide anhydrous|Torsemide|Upcard
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,60,milrinone,CHEMBL189,MILRINONE,Enzyme,Small molecule,Phosphodiesterase 3A inhibitor,"Milrila|Milrinona|Milrinone|NSC-760072|WIN 47,203-2|WIN-47203-2"
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,61,moxisylyte,CHEMBL159226,MOXISYLYTE,Membrane receptor,Small molecule,Adrenergic receptor alpha antagonist,Acetoxythymoxamine|Carlytene|Moxisilita|Moxisylyte|Moxisylyte hcl|Moxisylyte hydrochloride|NSC-170448|Thymoxamine|Thymoxamine hcl|Thymoxamine hydrochloride
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,62,propafenone,CHEMBL631,PROPAFENONE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,GNF-Pf-4594|Propafenon hexal|Propafenona|Propafenone|Rythmol
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,64,doxepin,CHEMBL1628227,DOXEPIN,Transporter,Small molecule,Norepinephrine transporter inhibitor,Doxepin|Doxepina|Doxepine|P-3693A|Zonalon
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,65,ranitidine,CHEMBL1790041,RANITIDINE,Membrane receptor,Small molecule,Histamine H2 receptor antagonist,NSC-757851|Ranitidina|Ranitidine|Tritec|Zantac
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,68,omeprazole,CHEMBL1503,OMEPRAZOLE,Transporter,Small molecule,Potassium-transporting ATPase inhibitor,H 168/68|H-168/68|NSC-751450|NSC-759192|Omeprazol|Omeprazole
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,70,minaprine,CHEMBL278819,MINAPRINE,Enzyme,Small molecule,Acetylcholinesterase inhibitor,AGR-1240|Brantur|CB-30038|Cantor|Minaprina|Minaprine
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,72,tretinoin,CHEMBL38,TRETINOIN,Transcription factor,Small molecule,Retinoic acid receptor agonist,Aberel|All-trans retinoic acid|All-trans-retinoic acid|Eudyna|Kerlocal|NSC-122758|Oristar rna|Retin a|Retinoic acid|Tretinoin|Tretinoina|Tretinoine
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,73,fluvastatin,CHEMBL2220442,FLUVASTATIN,Unclassified protein|Enzyme,Small molecule,HMG-CoA reductase inhibitor,Fluvas|Fluvastatin|Fluvastatina|Fluvastatine|NSC-758896
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,74,glibenclamide,CHEMBL472,GLYBURIDE,Transporter,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker","Cirara|Glibenclamida|Glibenclamide|Glibenclamidum|Glybenclamide|Glyburide|HB 419|HB-419|NSC-759618|U-26,45|U-26,452|U-26452"
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,76,alverine,CHEMBL253371,ALVERINE,Unclassified protein,Small molecule,Hepatocyte nuclear factor 4-alpha activator,Alverina|Alverine|Phenpropamine
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,77,bezafibrate,CHEMBL264374,BEZAFIBRATE,Transcription factor|Epigenetic regulator,Small molecule,Peroxisome proliferator-activated receptor agonist,BM 15.075|BM-15.075|BM-15075|Bezafibrate|Bezafibrato|Bezatol sr|NSC-758174
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,78,lidocaine,CHEMBL79,LIDOCAINE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,ALGRX 3268|ALGRX-3268|Anestacon|Embolex|Iontocaine|Lidocaina|Lidocaine|Lidocainum|Lidocaton|Lidopen|Lignocaine|NSC-40030|Octocaine|Solarcaine|Xylestesin
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,79,valproic acid,CHEMBL109,VALPROIC ACID,Enzyme,Small molecule,Succinate semialdehyde dehydrogenase inhibitor,"44089|Acide valproique|Acido valproico|NSC-93819|Pentanoic acid, 2-propyl|Valproate|Valproic acid|Valproic acid extended release"
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,80,triprolidine,CHEMBL855,TRIPROLIDINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,Actahist|Actidil|Actifed|Allerfed|Corphed|Histafed|Myfed|Myidyl|Trilitron|Triphed|Triprolidina|Triprolidine
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,81,acetylsalicylic acid,CHEMBL25,ASPIRIN,Enzyme,Small molecule,Cyclooxygenase inhibitor,"Acetyl salicylate|Acetylsalicylic Acid|Acetylsalicylic acid|Acetylsalicylic acid (who-ip)|Acetylsalicylicum acidum|Acidum acetylsalicylicum|Acidum acetylsalicylicum (who-ip)|Aspirin|BAY1019036|Benzoic acid, 2-(acetyloxy)-|NSC-27223|NSC-406186"
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,83,ursodeoxycholic acid,CHEMBL1551,URSODIOL,Transcription factor,Small molecule,Bile acid receptor FXR agonist,Acide ursodeoxycholique|Acido ursodeoxicolico|NSC-683769|Ursodeoxycholate|Ursodeoxycholic acid|Ursodesoxycholic acid|Ursodiol|Ursonorm
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,85,pargyline,CHEMBL673,PARGYLINE,Enzyme,Small molecule,Monoamine oxidase inhibitor,Eutonyl|Eutron|Pargilina|Pargyline
EFO_0000398,dermatomyositis,Urinary System|Immune System|Skin/Integumentary|Nervous System|Musculoskeletal,86,bupropion,CHEMBL894,BUPROPION,Transporter,Small molecule,Norepinephrine transporter inhibitor,Amfebutamone|Bupropion|Bupropion extended release|Bupropion slow release|Bupropione|NSC-758686
EFO_0007328,influenza,Infectious Disease|Respiratory,1,torasemide,CHEMBL1148,TORSEMIDE,Transporter,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor,AC-4464|AC4464|BM-02.015|BM-02015|BM02.015|Luprac|Torasemida|Torasemide|Torasemide anhydrous|Torsemide|Upcard
EFO_0007328,influenza,Infectious Disease|Respiratory,3,hyoscyamine,CHEMBL517712,ATROPINE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,Atropine|Atropinum|Dl-hyoscyamine
EFO_0007328,influenza,Infectious Disease|Respiratory,4,theobromine,CHEMBL113,CAFFEINE,Membrane receptor,Small molecule,Adenosine receptor antagonist,Anhydrous caffeine|Cafcit|Caffeine|Caffeine anhydrous|Caffeine melting point standard|Caffeinum|Coffeine|Coffeinum|Durvitan|FEMA NO. 2224|Guaranine|Methyltheobromine|NSC-5036|Synalgos|Theine|Vivarin
EFO_0007328,influenza,Infectious Disease|Respiratory,6,diflorasone,CHEMBL1200545,DIFLORASONE DIACETATE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,"Diflorasona|Diflorasone|Diflorasone diacetate|Murode|U-34,865|U-34865"
EFO_0007328,influenza,Infectious Disease|Respiratory,8,omeprazole,CHEMBL1503,OMEPRAZOLE,Transporter,Small molecule,Potassium-transporting ATPase inhibitor,H 168/68|H-168/68|NSC-751450|NSC-759192|Omeprazol|Omeprazole
EFO_0007328,influenza,Infectious Disease|Respiratory,9,minaprine,CHEMBL278819,MINAPRINE,Enzyme,Small molecule,Acetylcholinesterase inhibitor,AGR-1240|Brantur|CB-30038|Cantor|Minaprina|Minaprine
EFO_0007328,influenza,Infectious Disease|Respiratory,10,amiodarone,CHEMBL633,AMIODARONE,Ion channel|Membrane receptor,Small molecule,HERG blocker,Amiodarona|Amiodarone|Cordarone|L-3428|Pacerone|SKF 33134-A
EFO_0007328,influenza,Infectious Disease|Respiratory,13,fluvastatin,CHEMBL2220442,FLUVASTATIN,Unclassified protein|Enzyme,Small molecule,HMG-CoA reductase inhibitor,Fluvas|Fluvastatin|Fluvastatina|Fluvastatine|NSC-758896
EFO_0007328,influenza,Infectious Disease|Respiratory,17,deferoxamine,CHEMBL2103741,LEVOTHYROXINE SODIUM,Transcription factor,Small molecule,Thyroid hormone receptor agonist,Eferox|Levaxin|Levothyrox|Levothyroxine sodique|Levothyroxine sodium|Levothyroxine sodium anhydrous|Levothyroxine sodium hydrate|Levothyroxine sodium pentahydrate|Levothyroxinum natricum anhydrous|Levotiroxina de sodio|Liotrix (t4)|Monosodium l-thyroxine hydrate|NSC-259940|Oroxine|Sodium levothyroxine pentahydrate|Soloxine|T4 (liotrix)|Thyroxine|Thyroxine sodium|Thyroxine sodium salt
EFO_0007328,influenza,Infectious Disease|Respiratory,18,estriol,CHEMBL193482,ESTRIOL,Transcription factor,Small molecule,Estrogen receptor modulator,"16.ALPHA.-HYDROXYESTRADIOL|16.alpha.,17.beta.-estriol|Aacifemine|Colpogyn|Estriol|Estriol acetate benzoate|Estriol propionate|Estriol succinate|Incurin|NSC-12169|Oestriol|Succinate d'estriol|Succinato de estriol|Trihydroxyestrin"
EFO_0007328,influenza,Infectious Disease|Respiratory,19,prochlorperazine,CHEMBL728,PROCHLORPERAZINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Prochlorperazine|Prochlorperazine mesilate|Prochlorperazine mesylate|Proclorperazina
EFO_0007328,influenza,Infectious Disease|Respiratory,21,trichlormethiazide,CHEMBL1054,TRICHLORMETHIAZIDE,Transporter,Small molecule,Thiazide-sensitive sodium-chloride cotransporter inhibitor,NSC-61560|Trichlormethiazide|Trichloromethiazide|Triclormetiazida
EFO_0007328,influenza,Infectious Disease|Respiratory,22,doxazosin,CHEMBL707,DOXAZOSIN,Membrane receptor,Small molecule,Adrenergic receptor alpha-1 antagonist,C02CA04|Cardura|Doxazosin|Doxazosina|Doxazosine|UK-33274
EFO_0007328,influenza,Infectious Disease|Respiratory,23,sotalol,CHEMBL471,SOTALOL,Ion channel|Membrane receptor,Small molecule,HERG blocker,Betapace|C07AA07|Darob mite|Dl-sotalol|MJ-1999|Sorine|Sotalol
EFO_0007328,influenza,Infectious Disease|Respiratory,24,rimexolone,CHEMBL1200617,RIMEXOLONE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,ORG 6216|ORG-6216|Rimexolon|Rimexolona|Rimexolone
EFO_0007328,influenza,Infectious Disease|Respiratory,28,fluocinonide,CHEMBL1501,FLUOCINONIDE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Fluocinolide|Fluocinonida|Fluocinonide|NSC-101791
EFO_0007328,influenza,Infectious Disease|Respiratory,29,nalbuphine,CHEMBL895,NALBUPHINE,Membrane receptor,Small molecule,Opioid receptors; mu/kappa/delta agonist,Intapan|Nalbufina|Nalbuphine|Nubain
EFO_0007328,influenza,Infectious Disease|Respiratory,30,acetylsalicylic acid,CHEMBL25,ASPIRIN,Enzyme,Small molecule,Cyclooxygenase inhibitor,"Acetyl salicylate|Acetylsalicylic Acid|Acetylsalicylic acid|Acetylsalicylic acid (who-ip)|Acetylsalicylicum acidum|Acidum acetylsalicylicum|Acidum acetylsalicylicum (who-ip)|Aspirin|BAY1019036|Benzoic acid, 2-(acetyloxy)-|NSC-27223|NSC-406186"
EFO_0007328,influenza,Infectious Disease|Respiratory,31,capsaicin,CHEMBL294199,CAPSAICIN,Ion channel,Small molecule,Vanilloid receptor opener,ALGRX 4975|ALGRX-4975|Ausanil|Axsain|Capsaicin|Capsaicina|Capsaicine|Capzasin-hp|Cntx-4975|Dolenon|FEMA NO. 3404|Mioton|NGX-1998|NGX-4010|NSC-56353|Ngx-1998|Ovocap|Ratden pe 40|Togarashi orenji|Trans-capsaicin
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,4,hyoscyamine,CHEMBL517712,ATROPINE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,Atropine|Atropinum|Dl-hyoscyamine
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,6,atropine,CHEMBL517712,ATROPINE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,Atropine|Atropinum|Dl-hyoscyamine
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,7,trifluoperazine,CHEMBL422,TRIFLUOPERAZINE,Membrane receptor,Small molecule,Serotonin 2c (5-HT2c) receptor antagonist,Apo-trifluoperazine|Flurazine|NSC-17474|NSC-46061|RP-7623|Trifluoperazina|Trifluoperazine
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,12,estrone,CHEMBL1405,ESTRONE,Transcription factor,Small molecule,Estrogen receptor alpha agonist,"1,3,5-estratrien-3-ol-17-one|Estradiol metabolite e1|Estrona|Estrone|Follicular hormone|Follicular-hormone|Folliculin|Folliculinum|Ketohydroxyestrin|NSC-9699|Oestrone|Theelin|Thelykinin|Tokokin|WAY 164397"
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,13,phenindione,CHEMBL711,PHENINDIONE,Enzyme,Small molecule,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,Danilone|Fenindiona|NSC-41693|Phenindione|Phenylindanedione
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,15,deferoxamine,CHEMBL2103741,LEVOTHYROXINE SODIUM,Transcription factor,Small molecule,Thyroid hormone receptor agonist,Eferox|Levaxin|Levothyrox|Levothyroxine sodique|Levothyroxine sodium|Levothyroxine sodium anhydrous|Levothyroxine sodium hydrate|Levothyroxine sodium pentahydrate|Levothyroxinum natricum anhydrous|Levotiroxina de sodio|Liotrix (t4)|Monosodium l-thyroxine hydrate|NSC-259940|Oroxine|Sodium levothyroxine pentahydrate|Soloxine|T4 (liotrix)|Thyroxine|Thyroxine sodium|Thyroxine sodium salt
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,16,estriol,CHEMBL193482,ESTRIOL,Transcription factor,Small molecule,Estrogen receptor modulator,"16.ALPHA.-HYDROXYESTRADIOL|16.alpha.,17.beta.-estriol|Aacifemine|Colpogyn|Estriol|Estriol acetate benzoate|Estriol propionate|Estriol succinate|Incurin|NSC-12169|Oestriol|Succinate d'estriol|Succinato de estriol|Trihydroxyestrin"
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,18,halcinonide,CHEMBL1200845,HALCINONIDE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Halcinonida|Halcinonide|NSC-758413|SO 18566|SO-18566|SQ 18566|SQ-18566
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,19,mometasone,CHEMBL1161,MOMETASONE FUROATE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,LAS-41002|LAS41002|LYR-210|LYR210|Lyr-210|Mometasone furoate|Mometasone furoate anhydrous|Mometasone furoate hydrate|Mometasone furoate monohydrate|Monovo|NSC-746171|NSC-760077|Nasonex|SCH 32088|SCH-32088
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,20,fluorometholone,CHEMBL1200600,FLUOROMETHOLONE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Fluorometholone|Fluorometolona|NSC-33001
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,21,repaglinide,CHEMBL1272,REPAGLINIDE,Transporter,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker",A10BX02|AG-EE 623 ZW|AG-EE-623-ZW|AG-EE-623ZW|AGEE-623ZW|NSC-759893|Prandin|Repaglinida|Repaglinide
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,24,nialamide,CHEMBL1256841,NIALAMIDE,Enzyme,Small molecule,Monoamine oxidase inhibitor,NSC-124514|Nialamida|Nialamide|Niamid
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,25,ethotoin,CHEMBL1095,ETHOTOIN,Ion channel,Small molecule,Sodium channel alpha subunit blocker,Accenon|Ethotoin|Ethotoine|Etotoina|NSC-760074
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,27,colecalciferol,CHEMBL1042,CHOLECALCIFEROL,Transcription factor,Small molecule,Vitamin D receptor agonist,"7-dehydrocholesterol, activated|AK R215 COMPONENT COLECALCIFEROL|AK-R215 COMPONENT COLECALCIFEROL|Cholecalciferol|Colecalciferol|Colecalciferolum|Delsterol|Delta-d|Deparal|Ebivit|NSC-375571|Provitina|Ricketon|Vitamin d|Vitamin d (cholecalciferol)|Vitamin d assay system suitability|Vitamin d-3|Vitamin d3|Vitamin d3 (as cholecalciferol)"
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,29,simvastatin,CHEMBL1064,SIMVASTATIN,Unclassified protein|Enzyme,Small molecule,HMG-CoA reductase inhibitor,C10AA01|MK-0733|MK-733|NSC-758706|Simvastatin|Simvastatin hydroxy acid|Simvastatina|Simvastatine|Synvinolin
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,30,clozapine,CHEMBL42,CLOZAPINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Clozapina|Clozapine|Clozapine (caraco)|Clozapine (clozaril)|Clozapine (fazaclo)|Clozapine (ivax)|Clozapine (mylan)|Clozapine (teva)|Clozapine (udl)|Clozapine (versacloz)|Clozapine resolution mixture|HF 1854|HF-1854|Leponex|NSC-757429
EFO_0003894,acne,Genetic/Congenital|Skin/Integumentary,32,procyclidine,CHEMBL86715,PROCYCLIDINE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,Elorine|Kemadrine|Lergine|NSC-169103|Prociclidina|Procyclidine|Tricoloid|Vagosin
