gene_symbol,logfc_dz:857,logfc_dz:981,logfc_dz:509,mean_logfc,median_logfc,common_experiment,organism
S100A2,0.18733789026737213,0.07337649166584015,0.08379775285720825,0.11483737826347351,0.08379775285720825,0.07337649166584015,human
KRT6C,0.1136774942278862,0.03638944774866104,0.0697164312005043,0.07326112439235051,0.0697164312005043,0.03638944774866104,human
KRT16,0.10243958234786987,0.12775373458862305,0.04795677214860916,0.0927166963617007,0.10243958234786987,0.12775373458862305,human
KRT6A,0.08309245109558105,0.03730000928044319,0.049496088176965714,0.05662951618432999,0.049496088176965714,0.03730000928044319,human
GJB2,0.07209241390228271,0.017744192853569984,0.032651398330926895,0.04082933502892653,0.032651398330926895,0.017744192853569984,human
SFN,0.07151284068822861,0.06648086756467819,0.05404907464981079,0.06401426096757253,0.06648086756467819,0.06648086756467819,human
MT2A,0.06215440481901169,0.048537589609622955,,0.05534599721431732,0.05534599721431732,0.048537589609622955,human
KRT14,0.06051678955554962,0.050019215792417526,,0.055268002673983574,0.055268002673983574,0.050019215792417526,human
S100A4,0.05516386404633522,,0.10245754569768906,0.07881070487201214,0.07881070487201214,,human
RPSA,0.05230497941374779,,0.09179000556468964,0.07204749248921871,0.07204749248921871,,human
IFI27,0.04940013587474823,0.02812778763473034,0.08113186061382294,0.052886594707767166,0.04940013587474823,0.02812778763473034,human
TYRP1,0.048404987901449203,0.10827210545539856,0.051939960569143295,0.06953901797533035,0.051939960569143295,0.10827210545539856,human
GJB6,0.048102401196956635,,0.029466276988387108,0.03878433909267187,0.03878433909267187,,human
KRT6B,0.046166304498910904,0.039632398635149,,0.04289935156702995,0.04289935156702995,0.039632398635149,human
LY6D,0.04558766260743141,0.03127412125468254,0.06507773697376251,0.047313173611958824,0.04558766260743141,0.03127412125468254,human
RPS4Y1,0.0452435277402401,-0.07347974181175232,-0.03779863938689232,-0.02201161781946818,-0.03779863938689232,-0.07347974181175232,human
MSN,0.0436217300593853,,0.0469478964805603,0.0452848132699728,0.0452848132699728,,human
S100A7,0.0426618829369545,0.08476855605840683,0.2211465835571289,0.11619234085083008,0.08476855605840683,0.08476855605840683,human
C19orf33,0.04253976792097092,,0.012093208730220795,0.027316488325595856,0.027316488325595856,,human
H3F3AP4,0.040373433381319046,,0.03380696848034859,0.037090200930833817,0.037090200930833817,,human
COL6A3,0.04037099331617355,,0.016219235956668854,0.028295114636421204,0.028295114636421204,,human
LCE3D,0.04017985239624977,0.024549152702093124,0.06236107647418976,0.04236336052417755,0.04017985239624977,0.024549152702093124,human
KRT5,0.038979776203632355,0.13536973297595978,,0.08717475458979607,0.08717475458979607,0.13536973297595978,human
ALDOA,0.038787346333265305,,0.06340896338224411,0.05109815485775471,0.05109815485775471,,human
GAPDH,0.038572750985622406,0.01420689094811678,0.040299177169799805,0.031026273034512997,0.038572750985622406,0.01420689094811678,human
RPL36,0.037008706480264664,,0.06553267687559128,0.05127069167792797,0.05127069167792797,,human
TMSB10,0.03557045757770538,0.010492727160453796,0.029368773102760315,0.025143985946973164,0.029368773102760315,0.010492727160453796,human
PGAM1,0.031529441475868225,,0.039855193346738815,0.03569231741130352,0.03569231741130352,,human
SGK1,0.03152204304933548,0.013823379762470722,,0.0226727114059031,0.0226727114059031,0.013823379762470722,human
PPIB,0.031217476353049278,,0.04687314108014107,0.03904530871659517,0.03904530871659517,,human
WASH1,0.031063638627529144,,0.04741933196783066,0.0392414852976799,0.0392414852976799,,human
COMP,0.02956131473183632,,0.012870355509221554,0.021215835120528936,0.021215835120528936,,human
TUBA4A,0.029205428436398506,-0.04058975353837013,0.033711034804582596,0.00744223656753699,0.029205428436398506,-0.04058975353837013,human
NME1-NME2,0.02872331254184246,,0.03296291455626488,0.03084311354905367,0.03084311354905367,,human
KRT17,0.028322238475084305,0.1639413833618164,0.028586512431502342,0.07361671142280102,0.028586512431502342,0.1639413833618164,human
KRT85,0.027791237458586693,,0.021794620901346207,0.02479292917996645,0.02479292917996645,,human
MIF,0.02739865519106388,-0.01339124608784914,0.034246597439050674,0.016084668847421806,0.02739865519106388,-0.01339124608784914,human
HOXC6,0.0265315230935812,,0.030656486749649048,0.028594004921615124,0.028594004921615124,,human
PSME2,0.0260604377835989,,0.04059070721268654,0.03332557249814272,0.03332557249814272,,human
COL15A1,0.026007091626524925,,,0.026007091626524925,0.026007091626524925,,human
PYCARD,0.025681287050247192,,0.0423625186085701,0.034021902829408646,0.034021902829408646,,human
DSG3,0.02535104751586914,0.012078845873475075,,0.018714946694672108,0.018714946694672108,0.012078845873475075,human
PKM,0.025227079167962074,,,0.025227079167962074,0.025227079167962074,,human
MT1HL1,0.024613836780190468,,,0.024613836780190468,0.024613836780190468,,human
ATP5I,0.024452894926071167,,0.04584196209907532,0.03514742851257324,0.03514742851257324,,human
MT1X,0.023955462500452995,,,0.023955462500452995,0.023955462500452995,,human
PRR11,0.02374126948416233,,0.011971323750913143,0.017856296617537737,0.017856296617537737,,human
IFITM2,0.023308878764510155,,0.0169576033949852,0.020133241079747677,0.020133241079747677,,human
HIF1A,0.022974668070673943,,,0.022974668070673943,0.022974668070673943,,human
LGALS1,0.022887693718075752,,0.042555224150419235,0.032721458934247494,0.032721458934247494,,human
MT1E,0.022688547149300575,,,0.022688547149300575,0.022688547149300575,,human
IFITM3,0.02258932590484619,0.011119353584945202,0.021288808435201645,0.01833249597499768,0.021288808435201645,0.011119353584945202,human
THBS2,0.022559141740202904,,,0.022559141740202904,0.022559141740202904,,human
