gene_symbol,logfc_dz:827,logfc_dz:753,logfc_dz:635,logfc_dz:828,logfc_dz:829,logfc_dz:830,logfc_dz:634,logfc_dz:467,logfc_dz:318,logfc_dz:712,logfc_dz:713,logfc_dz:714,logfc_dz:715,logfc_dz:565,logfc_dz:567,logfc_dz:568,logfc_dz:729,logfc_dz:566,mean_logfc,median_logfc,common_experiment,organism
C17orf96,0.04969096928834915,,0.034644030034542084,0.038716770708560944,0.030712272971868515,0.01323420275002718,0.03282710164785385,0.041237905621528625,,,,,,,,,,,0.03443760757467577,0.034644030034542084,0.04969096928834915,human
CRIP1,0.04954983666539192,-0.017216019332408905,-0.02642744965851307,0.01485348679125309,-0.020221872255206108,-0.03332563862204552,0.042407989501953125,0.012900348752737045,-0.0439235083758831,,,-0.01552166324108839,-0.0342872329056263,,,,0.022176697850227356,,-0.004086252069100738,-0.016368841286748648,0.04954983666539192,human
HBB,0.04777035862207413,0.3274516463279724,-0.038241613656282425,0.05374712496995926,-0.03333212435245514,,0.07651771605014801,0.038293078541755676,0.022612107917666435,-0.02304713986814022,-0.015654897317290306,-0.049742888659238815,-0.06115409731864929,0.05925900861620903,0.04130048677325249,0.020747153088450432,-0.07709426432847977,0.04454820603132248,0.025528227143427906,0.022612107917666435,0.04777035862207413,human
TPSG1,0.04434725642204285,,0.07974282652139664,,0.07296889275312424,0.05847025662660599,0.03531881049275398,0.03423018753528595,,,,,,,,,,,0.05417970505853494,0.05140875652432442,0.04434725642204285,human
GSTP1,0.044240906834602356,-0.010707002133131027,-0.03955560177564621,0.1316106766462326,-0.09107735008001328,0.03511346876621246,-0.05621376633644104,0.1563723236322403,-0.03551236167550087,,,,,0.031341858208179474,-0.025121893733739853,-0.0211243387311697,0.010834060609340668,0.03683198243379593,0.01193092590464013,6.352923810482025e-05,0.044240906834602356,human
CEACAM6,0.04292484000325203,0.026036309078335762,,0.044231150299310684,0.009717539884150028,0.04445750266313553,0.011304321698844433,0.02953082136809826,-0.07303041219711304,,,0.019937125965952873,,,,,,,0.017234355418218508,0.026036309078335762,0.04292484000325203,human
PSCA,0.042100321501493454,-0.007924332283437252,0.05180969461798668,0.018494727090001106,0.061998672783374786,0.049588195979595184,,,,,,,,,,,,,0.03601121328150233,0.04584425874054432,0.042100321501493454,human
MIF,0.03869849443435669,-0.005637787282466888,0.0341777466237545,0.025397736579179764,0.010768658481538296,,0.024921109899878502,0.029265906661748886,,0.02572452835738659,0.021960485726594925,0.01991579309105873,0.04990275204181671,,,,0.012382935732603073,,0.02395653002895415,0.025159423239529133,0.03869849443435669,human
CXCL17,0.03814053535461426,,0.009961062110960484,0.008982138708233833,0.006767576094716787,0.02941812574863434,0.03230699896812439,0.016523120924830437,,,,,,,,,,,0.020299936844302074,0.016523120924830437,0.03814053535461426,human
GPR153,0.03685368224978447,,-0.01191364973783493,0.03585004806518555,-0.015423594042658806,,0.025855423882603645,0.03963461145758629,,,,,,,,,,,0.018476086979111035,0.030852735973894596,0.03685368224978447,human
WFDC2,0.03673117980360985,-0.025136349722743034,0.03840208426117897,0.03206229954957962,0.034386537969112396,0.04050657898187637,0.012520057149231434,0.056713301688432693,,,,,,,,,,,0.028273211210034788,0.03555885888636112,0.03673117980360985,human
PRR4,0.032818518579006195,,,-0.02140549197793007,-0.011282923631370068,0.0074035292491316795,0.024632764980196953,-0.011137601919472218,0.04490603879094124,,,,,,,,,,0.009419262010071958,0.0074035292491316795,0.032818518579006195,human
HES7,0.03260981664061546,,-0.02580168843269348,0.03424791619181633,-0.042073771357536316,-0.0135077815502882,0.038310881704092026,0.031205886974930763,,,,,,,,,,,0.007855894310133798,0.031205886974930763,0.03260981664061546,human
TPPP3,0.029305078089237213,,-0.0246189683675766,0.02040218748152256,-0.00925133191049099,-0.009892814792692661,-0.014959922060370445,0.017412109300494194,-0.03901038318872452,,,,,,,,,,-0.0038267556810751557,-0.009572073351591825,0.029305078089237213,human
RABAC1,0.029228899627923965,,0.014093364588916302,0.022583281621336937,0.01190110482275486,0.011887965723872185,0.023097632452845573,0.016942927613854408,,,,0.02089150808751583,0.01565433293581009,,,,,,0.018475668608314462,0.016942927613854408,0.029228899627923965,human
HLA-G,0.028923116624355316,-0.014172667637467384,0.19854192435741425,0.006680379156023264,0.03573206812143326,0.09596890956163406,-0.08952058851718903,0.04269198328256607,,,-0.02129923179745674,,-0.04949221387505531,,,,,,0.023405367927625775,0.01780174789018929,0.028923116624355316,human
HCN4,0.02738451026380062,,0.015170572325587273,0.029012171551585197,-0.01190119981765747,-0.015945827588438988,0.02778715454041958,0.022478604689240456,,,,,,,,,,,0.013426569423505239,0.022478604689240456,0.02738451026380062,human
IFI27,0.02725248411297798,0.07407762110233307,0.06271811574697495,0.04243705794215202,0.02188151702284813,0.035289645195007324,0.024671083316206932,0.04100298136472702,0.05626000091433525,,,,,,,,-0.013458525761961937,,0.03721319809556008,0.03814631327986717,0.02725248411297798,human
TSPAN8,0.02630379982292652,,0.006528112571686506,,,,0.0534059964120388,-0.006164997816085815,0.10488729923963547,,,,,,,,,,0.0369920420460403,0.02630379982292652,0.02630379982292652,human
RPS12,0.025890758261084557,,0.055346887558698654,0.07094460725784302,0.05390634015202522,-0.02195906639099121,0.03838453069329262,0.04622305557131767,,,,,,,,,,,0.03839101615761008,0.04622305557131767,0.025890758261084557,human
RPS6P6,0.025694740936160088,,-0.028598060831427574,0.016003185883164406,-0.014148312620818615,-0.018932567909359932,0.04119206964969635,0.006583967246115208,,,,,,,,,,,0.003970717479075704,0.006583967246115208,0.025694740936160088,human
RPS15,0.02554277330636978,-0.08415922522544861,-0.02876080572605133,,-0.030044035986065865,-0.016507381573319435,0.02922942489385605,-0.008391715586185455,,,,0.02306227758526802,0.017556792125105858,,,,,,-0.008052432909607887,-0.008391715586185455,0.02554277330636978,human
RPL36,0.024527933448553085,-0.01412905752658844,-0.012467330321669579,0.005495924036949873,-0.01706096902489662,-0.011516879312694073,0.025402221828699112,,,-0.044127825647592545,-0.02856048010289669,0.016291745007038116,-0.011952861212193966,,,,0.03509354591369629,,-0.002750336076132953,-0.01173487026244402,0.024527933448553085,human
MSMB,0.024432681500911713,0.033819761127233505,0.05820126831531525,0.2913394570350647,0.16484633088111877,0.43125274777412415,-0.08780638128519058,0.3709525167942047,-0.11139807105064392,,,,,,,,,,0.1306267012324598,0.05820126831531525,0.024432681500911713,human
CHP2,0.02436067909002304,,-0.04299062490463257,0.009883472695946693,-0.05559929087758064,-0.015067224390804768,0.026343975216150284,,-0.05013436824083328,,,,,,,,,,-0.014743340201675892,-0.015067224390804768,0.02436067909002304,human
RPL13AP3,0.024181025102734566,,0.054279301315546036,0.014612896367907524,0.05624666064977646,0.024403804913163185,0.04780125617980957,0.018606092780828476,,,,,,,,,,,0.034304433901395114,0.024403804913163185,0.024181025102734566,human
RPS23,0.0237113106995821,-0.0921950563788414,0.020957833155989647,0.020138990134000778,0.02111557498574257,-0.01211486104875803,0.03550473228096962,,,0.017654331400990486,0.01404083613306284,0.03969283029437065,0.016407378017902374,-0.023165477439761162,,,0.014026842080056667,0.03922335058450699,0.00964275820712958,0.018896660767495632,0.0237113106995821,human
RPS18,0.023684345185756683,-0.13398748636245728,0.03485186770558357,0.02767316997051239,0.04662245884537697,-0.017904650419950485,0.044350799173116684,0.03012632578611374,-0.04159103333950043,,,0.043199971318244934,0.024079391732811928,,,,0.012754697352647781,,0.007821654745688042,0.02587628085166216,0.023684345185756683,human
DDIT4,0.023683857172727585,,,0.02631961926817894,0.01008403580635786,0.005581644829362631,0.013704366981983185,0.021828187629580498,0.06171953305602074,0.009823624975979328,0.008937847800552845,,0.010522477328777313,,,,-0.05122280865907669,,0.012816580562767658,0.010522477328777313,0.023683857172727585,human
RPL13A,0.023568401113152504,-0.04428035765886307,-0.02192053012549877,0.006826870143413544,-0.02074805088341236,-0.012791418470442295,0.03745819628238678,,0.049403030425310135,0.17210693657398224,0.07846765965223312,0.025756090879440308,-0.016763124614953995,,,,0.02743585966527462,,0.023424581767847903,0.023568401113152504,0.023568401113152504,human
IFITM5,0.023478340357542038,,0.0064929211512207985,,,-0.005301621742546558,0.016492396593093872,,,,,,,,,,,,0.010290509089827538,0.011492658872157335,0.023478340357542038,human
KLK11,0.022538622841238976,-0.026302460581064224,,0.005639640148729086,,,0.007983757182955742,0.011661266908049583,,,,,,,,,,,0.004304165299981832,0.007983757182955742,0.022538622841238976,human
SERPINF1,0.022478295490145683,,0.007769783027470112,0.04021305590867996,0.015676528215408325,0.004703824874013662,0.020214902237057686,0.03076312318444252,,,,,,,,,,,0.020259930419602563,0.020214902237057686,0.022478295490145683,human
MAPT-AS1,0.0223372895270586,,,0.022192971780896187,,0.00773040484637022,0.028507789596915245,0.012316695414483547,,,,,,,,,,,0.01861703023314476,0.022192971780896187,0.0223372895270586,human
PRDX5,0.02106437087059021,,-0.04105110093951225,-0.012039676308631897,-0.012162342667579651,-0.052486810833215714,-0.01698419265449047,-0.013150900602340698,-0.023321690037846565,,,,,,,,,0.017268184572458267,-0.014762684288952086,-0.013150900602340698,0.02106437087059021,human
NME2,0.021010294556617737,,,0.012771178968250751,0.014226113446056843,,0.032513249665498734,0.010289591737091541,,,,,,,,,,,0.01816208567470312,0.014226113446056843,0.021010294556617737,human
TMSB10,0.02097346819937229,0.024773400276899338,0.009132128208875656,0.01994514651596546,,0.009114875458180904,0.013518789783120155,0.016377054154872894,0.10998454689979553,-0.16971664130687714,-0.09606114774942398,-0.049050211906433105,0.032477885484695435,0.052490442991256714,,0.01991172507405281,0.023042406886816025,0.03453532233834267,0.004465574456844479,0.019928435795009136,0.02097346819937229,human
HIST1H4L,0.020914718508720398,,,0.01169715728610754,,,0.024403339251875877,0.00885489210486412,,,,,,,,,,,0.016467526787891984,0.01630593789741397,0.020914718508720398,human
ZNF579,0.020663462579250336,,0.012527192942798138,-0.036986593157052994,0.008717361837625504,0.01067081093788147,0.023510295897722244,-0.020812472328543663,,,,,,,,,,,0.0026128655299544334,0.01067081093788147,0.020663462579250336,human
RPL29,0.02033829316496849,,-0.011649885214865208,0.010881837457418442,-0.009782128036022186,-0.01177157275378704,0.02330024167895317,0.006403117906302214,,-0.03120177611708641,,,,,,,0.017552372068166733,,0.001563388906005356,0.006403117906302214,0.02033829316496849,human
C2orf40,0.02003411203622818,,,,-0.00994578655809164,-0.03546107932925224,0.008795325644314289,-0.004621393047273159,-0.05422793701291084,,,,,,,,,,-0.012571126377830902,-0.0072835898026824,0.02003411203622818,human
COX6A2,0.019960325211286545,,,0.02495410479605198,-0.01058125775307417,,0.019077787175774574,0.025429917499423027,,,,,,,,,,,0.01576817538589239,0.019960325211286545,0.019960325211286545,human
MUC5AC,0.01922137290239334,,,-0.02245180681347847,-0.01214008592069149,0.026994861662387848,0.020708780735731125,-0.021628476679325104,0.03204626590013504,,,,,,,,,,0.0061072731124503276,0.01922137290239334,0.01922137290239334,human
GSN,0.01877720281481743,,0.03619449958205223,0.009492618031799793,0.03750605508685112,0.04021399840712547,0.024074222892522812,0.016256719827651978,,,,,,,,,,,0.026073616663260118,0.024074222892522812,0.01877720281481743,human
RPL10A,0.018723629415035248,0.01891552098095417,-0.02372805029153824,0.03495277464389801,,-0.02804732322692871,0.02679966762661934,0.021784694865345955,,,0.010841540060937405,-0.012525951489806175,-0.009586968459188938,,,,0.013109656050801277,,0.006476290016011758,0.013109656050801277,0.018723629415035248,human
PHOX2A,0.01835147850215435,,,-0.006954709533601999,,-0.006887626834213734,,,,,,,,,,,,,0.0015030473781128724,-0.006887626834213734,0.01835147850215435,human
RPL41,0.018261902034282684,-0.06658636033535004,,-0.030834082514047623,-0.0059938919730484486,-0.033568669110536575,0.07209835201501846,-0.04723036661744118,-0.04699108377099037,0.11859862506389618,0.037023186683654785,-0.025544600561261177,,,,,,,-0.0009788171896202998,-0.025544600561261177,0.018261902034282684,human
LOC439951,0.01809399574995041,,0.017409831285476685,0.011852547526359558,0.01804036647081375,0.009548762813210487,0.015805291011929512,0.01574249006807804,,,,,,,,,,,0.015213326417974063,0.015805291011929512,0.01809399574995041,human
LDLRAD1,0.017982499673962593,,-0.022781996056437492,0.012317459098994732,-0.01406501978635788,-0.023448847234249115,0.011544433422386646,0.009663396514952183,,,,,,,,,,,-0.0012554391952497618,0.009663396514952183,0.017982499673962593,human
TOMM7,0.01797126978635788,,0.018568456172943115,0.020910583436489105,0.022391481325030327,,0.029100213199853897,0.013409377075731754,,,,,,,,,,,0.020391896832734346,0.01973951980471611,0.01797126978635788,human
UTS2R,0.017840063199400902,,,0.02170509472489357,0.007738722488284111,,0.013436230830848217,0.020139595493674278,,,,,,,,,,,0.016171941347420216,0.017840063199400902,0.017840063199400902,human
EXOC3L2,0.01770431362092495,,0.023026851937174797,0.008944245986640453,0.03142756596207619,0.021595487371087074,0.016213955357670784,0.012386465445160866,,,,,,,,,,,0.018756983668676445,0.01770431362092495,0.01770431362092495,human
SSR4,0.017451513558626175,-0.007500894833356142,0.006128802429884672,0.011823136359453201,0.00858039129525423,0.008489646017551422,0.025142671540379524,0.00970646645873785,,0.021471193060278893,,,,,,,,,0.01125476954297887,0.00970646645873785,0.017451513558626175,human
FXYD3,0.017368240281939507,,,0.0059303767047822475,,0.008930886164307594,0.009098977781832218,0.007903123274445534,0.048646144568920135,,,,,,,,,,0.016312958129371207,0.009014931973069906,0.017368240281939507,human
VSTM2L,0.017081234604120255,,,0.01281974371522665,,,0.007749381475150585,0.011699148453772068,0.01867951638996601,,,,,,,,,,0.013605804927647114,0.01281974371522665,0.017081234604120255,human
COX8A,0.01707235537469387,-0.029076645150780678,0.008348341099917889,0.015168183483183384,0.0076714567840099335,0.006727878469973803,,0.014421822503209114,0.04786732792854309,,-0.007657926995307207,,,,-0.017269065603613853,,,,0.006327372789382934,0.008009898941963911,0.01707235537469387,human
SDF2L1,0.01696845144033432,,0.02393168769776821,0.019368302077054977,0.02003401145339012,0.026987601071596146,0.019993003457784653,0.020050711929798126,,,,,,,,,,,0.021047681303960935,0.02003401145339012,0.01696845144033432,human
PSENEN,0.01692318730056286,0.005194731988012791,,,0.00933361891657114,0.007796457502990961,,0.0063043562695384026,,,,,,,-0.02800026722252369,-0.01643369346857071,,,0.00015977018379739353,0.0063043562695384026,0.01692318730056286,human
GALR3,0.016888506710529327,,0.011898573487997055,0.017188699916005135,0.018753496930003166,,0.01762332208454609,0.018670422956347466,,,,,,,,,,,0.016837170347571373,0.017406011000275612,0.016888506710529327,human
C9orf62,0.016879631206393242,,,0.015645889565348625,,,0.024155816063284874,0.014072873629629612,,,,,,,,,,,0.017688552616164088,0.016262760385870934,0.016879631206393242,human
S100A11,0.016849232837557793,-0.018009984865784645,,,,,0.00689491955563426,0.0052899750880897045,,,,,,0.015578853897750378,-0.02013680338859558,-0.02052096650004387,,-0.0382390171289444,-0.006536723813042045,-0.00636000488884747,0.016849232837557793,human
RPS29,0.016820024698972702,0.025942381471395493,0.03452960401773453,,0.02367383986711502,,0.07794837653636932,-0.013217096216976643,-0.02769632264971733,-0.030427591875195503,-0.09522410482168198,-0.021885206922888756,-0.09176873415708542,,,,0.033923521637916565,,-0.0056151090345035,0.0018014642409980297,0.016820024698972702,human
ROMO1,0.01678074337542057,,,0.008716330863535404,,,0.018625853583216667,0.0059307897463440895,,,,,,,,,,,0.012513429392129183,0.012748537119477987,0.01678074337542057,human
ATP5G2,0.016754494979977608,,-0.011229767464101315,,-0.01870056800544262,-0.014657890424132347,0.011383680626749992,-0.007192871533334255,,-0.013397523202002048,-0.008388782851397991,,,,,,,,-0.005678653484210372,-0.009809275157749653,0.016754494979977608,human
HLA-E,0.016628418117761612,-0.016548406332731247,0.034905847162008286,0.0070626577362418175,,0.020344700664281845,,0.006568070501089096,,-0.04162777215242386,-0.014249317348003387,0.011854784563183784,-0.05807367339730263,,,,,,-0.003313469048589468,0.006815364118665457,0.016628418117761612,human
RPL37,0.016093965619802475,-0.009106886573135853,0.005433605518192053,0.010332639329135418,0.01055803894996643,,0.03425973281264305,,,,,,,,,,,,0.011261849276100596,0.010445339139550924,0.016093965619802475,human
PPDPF,0.016012024134397507,,-0.006940174847841263,0.01651972532272339,-0.022069314494729042,-0.012766506522893906,0.01617984101176262,0.01687745377421379,,,,,,0.01583101600408554,-0.02039451152086258,,,,0.002138839206761784,0.01583101600408554,0.016012024134397507,human
SPATA2L,0.015887979418039322,,0.0063699595630168915,0.007488819770514965,,,0.014021077193319798,0.006510311271995306,,,,,,,,,,,0.010055629443377257,0.007488819770514965,0.015887979418039322,human
RPL13,0.015758519992232323,,-0.009241953492164612,0.01800129935145378,-0.005762461572885513,-0.0064433361403644085,0.01364942453801632,0.010581486858427525,,,,,,,,,,,0.005220425647816488,0.010581486858427525,0.015758519992232323,human
SPINT2,0.015694336965680122,-0.010070769116282463,0.02235223725438118,0.013007030822336674,0.0192167479544878,0.01101217046380043,0.009974510408937931,0.011038826778531075,,,,,,,,,,,0.011528136441484094,0.012022928800433874,0.015694336965680122,human
IGFBP2,0.015677757561206818,-0.025058669969439507,-0.03903862088918686,-0.008155462332069874,-0.04582131654024124,-0.01073460839688778,,,,,,,,,,,,,-0.01885515342776974,-0.017896639183163643,0.015677757561206818,human
ITLN1,0.015578653663396835,,-0.021351618692278862,-0.015294318087399006,-0.020855983719229698,-0.013413545675575733,0.013143032789230347,-0.021720800548791885,0.04720168188214302,,,,,,,,,,-0.0020891122985631227,-0.01435393188148737,0.015578653663396835,human
RPL12,0.015548893250524998,-0.011475808918476105,-0.022317862138152122,0.035923782736063004,-0.019171832129359245,0.01966470293700695,0.01728982850909233,0.040125709027051926,,-0.07723136246204376,0.009889373555779457,-0.05620263144373894,-0.03761642426252365,,,,0.03776973858475685,,-0.00367722251953987,0.009889373555779457,0.015548893250524998,human
GRIN2D,0.015432660467922688,,0.016411904245615005,0.01769985444843769,0.019388848915696144,0.012123240157961845,,0.0236835777759552,,,,,,,,,,,0.01745668100193143,0.017055879347026348,0.015432660467922688,human
EPHX1,0.015272504650056362,-0.020907368510961533,,,,-0.004703560844063759,0.009369420818984509,,,,,,,,,,,,-0.0002422509714961052,0.002332929987460375,0.015272504650056362,human
MS4A8,0.015264731831848621,,-0.011014281772077084,0.014932368882000446,-0.012518763542175293,-0.008016380481421947,,0.010062851943075657,-0.022574719041585922,,,,,,,,,,-0.0019805988829050747,-0.008016380481421947,0.015264731831848621,human
ALDOA,0.015164943411946297,-0.03393327817320824,,0.014151175506412983,,0.009164358489215374,0.010112375020980835,0.014980500563979149,,,,,,,,,,,0.0049400124698877335,0.012131775263696909,0.015164943411946297,human
TMEM175,0.01515939086675644,,0.024152187630534172,,0.026386236771941185,0.008486976847052574,0.009048263542354107,,,,,,,,,,,,0.016646611131727697,0.01515939086675644,0.01515939086675644,human
CKB,0.014865843579173088,,-0.02065454050898552,0.007480076514184475,-0.025912178680300713,-0.01652057282626629,,0.004949469584971666,,,,,,,,,,,-0.005965317056203882,-0.005785551620647311,0.014865843579173088,human
FOLR1,0.014729932881891727,0.005831337999552488,-0.015325459651648998,-0.007090324070304632,-0.01214066706597805,-0.008251815102994442,0.01073798630386591,-0.008631953038275242,,,,,,,,,,,-0.002517620217986405,-0.007671069586649537,0.014729932881891727,human
TMEM258,0.014626231975853443,-0.018480222672224045,,,,,0.025121398270130157,,,-0.015358539298176765,-0.009183669462800026,,,,,,,,-0.0006549602374434471,-0.009183669462800026,0.014626231975853443,human
HSPB1,0.014175521209836006,0.007638407405465841,-0.00697262492030859,,,-0.005747086368501186,,,,,,,,,,,,,0.002273554331623018,0.0009456605184823275,0.014175521209836006,human
AQP5,0.014013366773724556,,0.006550835911184549,0.0121407276019454,,0.016136623919010162,,0.018125779926776886,,,,,,,,,,,0.01339346682652831,0.014013366773724556,0.014013366773724556,human
ATP5E,0.013956313021481037,,0.0258538369089365,0.013249935582280159,0.022234752774238586,0.007410940248519182,0.01951528526842594,0.010050090961158276,-0.02980586141347885,,,,,,,,,,0.010308161668945104,0.013603124301880598,0.013956313021481037,human
RPS11,0.013884801417589188,0.053551845252513885,-0.018141858279705048,0.014790210872888565,,-0.028667397797107697,0.039003606885671616,0.026949837803840637,0.062290724366903305,,-0.014692466706037521,0.019532227888703346,0.024853026494383812,,-0.025380808860063553,-0.01851360686123371,,0.023060673847794533,0.01232291545186724,0.017161219380795956,0.013884801417589188,human
RPLP0P2,0.013859603554010391,,,0.03085537813603878,-0.011120934039354324,,0.01799960806965828,0.007301743607968092,,,,,,,,,,,0.011779079865664243,0.013859603554010391,0.013859603554010391,human
ATP5I,0.013829538598656654,0.006412522867321968,0.009790739044547081,0.014130933210253716,0.007368380669504404,0.00587695837020874,0.022799987345933914,0.010902219451963902,-0.01637876406311989,,,,,,,,,,0.008303612832807832,0.009790739044547081,0.013829538598656654,human
HLA-A,0.013800324872136116,-0.08242718130350113,0.03127039968967438,,0.007280516438186169,0.015592478215694427,,0.006981613114476204,,0.05398764833807945,-0.039132192730903625,,-0.20834259688854218,,-0.054456744343042374,-0.024307049810886383,0.02598743699491024,-0.02424703538417816,-0.021385567907530528,0.006981613114476204,0.013800324872136116,human
PRR15L,0.013710683211684227,,0.011730887927114964,0.014964680187404156,0.013707892037928104,,,0.010593952611088753,,,,,,,,,,,0.012941619195044041,0.013707892037928104,0.013710683211684227,human
C12orf57,0.013558648526668549,,0.005831229966133833,0.009674533270299435,,,0.019689757376909256,0.007171157747507095,,,0.014771940186619759,0.04770141839981079,0.04077818617224693,,,,0.057684946805238724,,0.024095757605714932,0.014771940186619759,0.013558648526668549,human
BCAM,0.013306906446814537,,0.008589510805904865,,0.009126571007072926,0.0067133912816643715,0.008594908751547337,,,,,,,,,,,,0.009266257658600808,0.008594908751547337,0.013306906446814537,human
FAM129B,0.013266278430819511,,0.01936282217502594,0.019724182784557343,0.017908520996570587,0.01833442971110344,,0.022994520142674446,,,,,,,,,,,0.01859845904012521,0.01884862594306469,0.013266278430819511,human
DLGAP3,0.013224225491285324,,-0.01136561669409275,,-0.02177179418504238,-0.012993929907679558,0.01634727604687214,,,,,,,,,,,,-0.0033119678497314452,-0.01136561669409275,0.013224225491285324,human
PDLIM4,0.01322166994214058,,-0.014801795594394207,,-0.02242996357381344,-0.0162323210388422,0.008752156980335712,-0.006073263008147478,,,,,,,,,,,-0.0062605860487868386,-0.010437529301270843,0.01322166994214058,human
ATP1A1,0.013161007314920425,-0.01550715696066618,0.007180818822234869,0.011973200365900993,,0.007153497543185949,,0.012141631916165352,,,,,,,-0.016176648437976837,-0.02102474682033062,,,-0.00013729953207075596,0.007167158182710409,0.013161007314920425,human
TMEM205,0.01308518648147583,,0.00949070230126381,0.015532943420112133,,-0.005364168900996447,0.012792603112757206,0.005765422713011503,,,,,,,,,,,0.00855044818793734,0.011141652707010508,0.01308518648147583,human
RPL23A,0.012991323135793209,-0.05919373780488968,,0.008067838847637177,,-0.005319975316524506,0.019923562183976173,,0.040731120854616165,0.038256920874118805,,,,,,,-0.013301016762852669,,0.0052695045014843345,0.010529580991715193,0.012991323135793209,human
FAU,0.012964575551450253,-0.03253207355737686,,,,-0.008821236900985241,0.0251568965613842,,,-0.042969055473804474,-0.03917921334505081,-0.014397895894944668,-0.0501297190785408,,,,0.026231691241264343,,-0.013741781210733784,-0.014397895894944668,0.012964575551450253,human
OST4,0.01292490679770708,,0.005314695183187723,,,,0.017698535695672035,,,-0.022887274622917175,-0.015714256092905998,-0.03569082170724869,,,,,-0.04732201248407364,,-0.012239461032939809,-0.015714256092905998,0.01292490679770708,human
CAPNS1,0.012766189873218536,-0.008527417667210102,0.008149905130267143,0.013601250946521759,0.007624272722750902,,,0.010771225206553936,-0.02226865477859974,,,,,,-0.021741416305303574,-0.02133653685450554,,,-0.002329020191811853,0.007624272722750902,0.012766189873218536,human
GBP6,0.012631546705961227,,,-0.06449949741363525,,,0.013663534075021744,-0.059300776571035385,,,,,,,,,,,-0.024376298300921917,-0.02333461493253708,0.012631546705961227,human
HIST1H4B,0.01261590700596571,,,0.0069722398184239864,,,0.014194225892424583,0.007302857004106045,,,,,,,,,,,0.010271307430230081,0.009959382005035877,0.01261590700596571,human
RPS21,0.012171374633908272,,0.013577896170318127,0.03694336861371994,0.013793036341667175,-0.004500899463891983,0.044750869274139404,0.01638759672641754,,-0.073573037981987,-0.04034861922264099,-0.026396391913294792,,,,,0.0157717764377594,,0.0007797245105559176,0.013577896170318127,0.012171374633908272,human
