gene_symbol,logfc_dz:827,logfc_dz:753,logfc_dz:635,logfc_dz:828,logfc_dz:829,logfc_dz:830,logfc_dz:634,logfc_dz:467,logfc_dz:318,logfc_dz:712,logfc_dz:713,logfc_dz:714,logfc_dz:715,logfc_dz:565,logfc_dz:567,logfc_dz:568,logfc_dz:729,logfc_dz:566,mean_logfc,median_logfc,common_experiment,organism
CROCCP2,-0.010864857584238052,,,,0.006914128083735704,0.006664908025413752,-0.01687251217663288,0.006304802838712931,,,,,,,,,,,-0.0015707061626017093,0.006304802838712931,-0.010864857584238052,human
NBEA,-0.0107822110876441,,-0.007162500638514757,-0.006244237534701824,-0.007370708044618368,-0.006136712618172169,-0.009714556857943535,,,,,,,,,,,,-0.007901821130265793,-0.007266604341566563,-0.0107822110876441,human
ZFYVE27,-0.010706029832363129,,,,,,-0.01073157787322998,,,,,,,,,,,,-0.010718803852796555,-0.010718803852796555,-0.010706029832363129,human
DUSP6,-0.01070508360862732,,,,,,-0.00896243005990982,,,,,-0.013801326043903828,-0.027238549664616585,-0.0262849573045969,-0.034746889024972916,-0.02545848861336708,,-0.039326246827840805,-0.023315496393479407,-0.02587172295898199,-0.01070508360862732,human
RPL19P12,-0.010685534216463566,,-0.012858569622039795,,-0.006911087781190872,-0.012129058130085468,-0.010034143924713135,-0.006072887685149908,,,,,,,,,,,-0.009781880226607123,-0.01035983907058835,-0.010685534216463566,human
SLC25A3,-0.010640419088304043,,,,,-0.007514015771448612,-0.011201153509318829,,,-0.04038576781749725,-0.007138823624700308,-0.05223943665623665,-0.059353411197662354,,,,0.019961003214120865,,-0.021064003056380898,-0.010920786298811436,-0.010640419088304043,human
SLC16A3,-0.010626723989844322,,0.00985863246023655,-0.010485924780368805,0.00601530447602272,0.010437619872391224,-0.009702648036181927,-0.00535927340388298,,,,,,,,,,,-0.00140900191451822,-0.00535927340388298,-0.010626723989844322,human
MYB,-0.010453249327838421,,,,,,-0.011633108370006084,,,,,,,,,,,,-0.011043178848922253,-0.011043178848922253,-0.010453249327838421,human
CFD,-0.010380619205534458,,,-0.018263893201947212,,-0.01904275082051754,-0.009246542118489742,-0.015144032426178455,-0.02973274700343609,,0.008243291638791561,-0.012456498108804226,0.012448450550436974,-0.027165694162249565,,,,0.038920801132917404,-0.007438203065910123,-0.012456498108804226,-0.010380619205534458,human
SELENBP1,-0.010267077945172787,-0.007355642504990101,,-0.00848125945776701,,0.00549606466665864,-0.013414718210697174,,0.02347460761666298,,,,,0.025748705491423607,-0.015519588254392147,,,,-3.986357478424907e-05,-0.007918450981378555,-0.010267077945172787,human
CCT2,-0.01022131834179163,,,,,,-0.009142479859292507,,,,,,,,,,,,-0.009681899100542068,-0.009681899100542068,-0.01022131834179163,human
SHFM1,-0.010085542686283588,0.00813702866435051,0.005421826150268316,,,,-0.008390506729483604,0.0064847227185964584,,,,-0.012980720959603786,,,,,,,-0.0019021988070259492,-0.001484340289607644,-0.010085542686283588,human
CD163,-0.009931246750056744,,0.007412210572510958,-0.014812161214649677,0.007402001414448023,,-0.0069675203412771225,-0.008515573106706142,,,,,,,,,-0.02946155145764351,,-0.007839120126196317,-0.008515573106706142,-0.009931246750056744,human
IK,-0.009912954643368721,0.037010010331869125,-0.010390724055469036,,-0.007699392270296812,-0.004849578253924847,,,,,,,,,,,,,0.0008314722217619419,-0.007699392270296812,-0.009912954643368721,human
CYP4B1,-0.009889011271297932,0.05756441503763199,0.06584840267896652,-0.07443924993276596,0.0891856774687767,0.005560795310884714,-0.02718563936650753,-0.05472473427653313,-0.01668272726237774,,,,,,,,,,0.0039153253763086265,-0.009889011271297932,-0.009889011271297932,human
PABPC3,-0.009886659681797028,,0.011611413210630417,,0.012576164677739143,0.005259482655674219,-0.009521367028355598,,0.03821798041462898,-0.08092277497053146,-0.019671406596899033,0.033987753093242645,,,,,0.011756000109016895,,-0.0006593414116650819,0.008435447933152318,-0.009886659681797028,human
CRYM,-0.009843138046562672,,,-0.012562761083245277,-0.008194237016141415,,,-0.006806572433561087,-0.03657333552837372,,,,,,,,,,-0.014796008821576834,-0.009843138046562672,-0.009843138046562672,human
RPS27A,-0.009826992638409138,,0.006985423620790243,,0.012653697282075882,,0.009183017536997795,-0.004787019453942776,,,,,,,,,,,0.0028416252695024013,0.006985423620790243,-0.009826992638409138,human
B3GNT5,-0.00970305036753416,,0.0055956668220460415,-0.007057890295982361,0.006555918138474226,,,-0.004887670744210482,,,,,,,,,,,-0.001899405289441347,-0.004887670744210482,-0.00970305036753416,human
LOC100132287,-0.009662222117185593,,0.005769502837210894,-0.01794615387916565,,-0.014347337186336517,,-0.02014804445207119,,,,,,,,,,,-0.01126685095950961,-0.014347337186336517,-0.009662222117185593,human
ZC3H12A,-0.009647293016314507,,,,,,-0.010103318840265274,,,,,,,,,,,,-0.00987530592828989,-0.00987530592828989,-0.009647293016314507,human
SERTAD1,-0.009633822366595268,,,,,,-0.00905630737543106,-0.005925153847783804,,,,,,,,,,,-0.00820509452993671,-0.00905630737543106,-0.009633822366595268,human
MARCKS,-0.009530588053166866,,,,-0.006140371318906546,-0.007089350372552872,,-0.005431019701063633,0.019971825182437897,,,,,,,,,,-0.001643900852650404,-0.006140371318906546,-0.009530588053166866,human
EGR2,-0.009484926238656044,,,,,,-0.007734845858067274,,,,,,,,,,,,-0.008609886048361659,-0.008609886048361659,-0.009484926238656044,human
ISG20,-0.00939197652041912,0.016331419348716736,,,-0.016916824504733086,0.01001676544547081,,0.007859757170081139,,,-0.008240293711423874,,-0.013559011742472649,,,,-0.058579765260219574,,-0.009059991221874952,-0.008816135115921497,-0.00939197652041912,human
UPF1,-0.009337789379060268,,,,,,-0.015141106210649014,,,,,,,,,,,,-0.012239447794854641,-0.012239447794854641,-0.009337789379060268,human
TMC5,-0.009310944005846977,,-0.007486240938305855,,,,-0.010159360244870186,,,,,,,,,,,,-0.008985515063007673,-0.009310944005846977,-0.009310944005846977,human
HBQ1,-0.00929975789040327,,,-0.007362450007349253,,,-0.007019776850938797,,,,,,,,,,,,-0.00789399491623044,-0.007362450007349253,-0.00929975789040327,human
MRPS31,-0.00922886561602354,,-0.0056699966080486774,-0.008334338665008545,,-0.009365005418658257,-0.01602565310895443,-0.008444603532552719,,,,,,,,,,,-0.009511410491541028,-0.00883673457428813,-0.00922886561602354,human
RPS16,-0.00921783410012722,-0.0431828498840332,-0.009818952530622482,,,,,-0.01018571201711893,-0.017132237553596497,0.01995610073208809,,0.018787290900945663,0.025901367887854576,,-0.022390903905034065,-0.016600798815488815,0.020717334002256393,,-0.003924290480261499,-0.009818952530622482,-0.00921783410012722,human
NCOA7,-0.009195089340209961,,,-0.005477496888488531,,,-0.007817333564162254,-0.005435099359601736,,,,,,,,,,,-0.006981254788115621,-0.006647415226325393,-0.009195089340209961,human
TNFRSF14,-0.009190022945404053,,,-0.006989882793277502,,,-0.01103757694363594,,,,,,,,,,,,-0.009072494227439165,-0.009190022945404053,-0.009190022945404053,human
CXCL3,-0.009081332013010979,-0.007337722461670637,,-0.005763384513556957,,,-0.007898382842540741,-0.005278275813907385,,,,,,,,,,,-0.00707181952893734,-0.007337722461670637,-0.009081332013010979,human
PNMA1,-0.009078905917704105,,,,,0.004317871294915676,-0.012725165113806725,0.006017680745571852,,,,,0.011072085238993168,,,,,,-7.928675040602684e-05,0.004317871294915676,-0.009078905917704105,human
CECR7,-0.00906516145914793,,-0.01021489966660738,,-0.009060525335371494,-0.005457037128508091,-0.010616124607622623,,,,,,,,,,,,-0.008882749639451504,-0.00906516145914793,-0.00906516145914793,human
TMEM184B,-0.009049443528056145,,,,-0.010706142522394657,,-0.010905185714364052,,,,,,,,,,,,-0.010220257254938284,-0.010706142522394657,-0.009049443528056145,human
CXCL8,-0.009036928415298462,-0.016146870329976082,,,,,-0.008251707069575787,,,,,,,-0.030269699171185493,-0.05236466974020004,0.08845745772123337,-0.03374139964580536,-0.07668270170688629,-0.01725456479471177,-0.023208284750580788,-0.009036928415298462,human
SORL1,-0.009024683386087418,,-0.009605485945940018,-0.010025528259575367,-0.030946891754865646,-0.00763696851208806,,-0.012236075475811958,,,-0.007223532535135746,0.016188932582736015,,,0.03129217028617859,0.02199409157037735,,-0.022758925333619118,-0.003634808796711943,-0.009024683386087418,-0.009024683386087418,human
SLC13A3,-0.00900435820221901,,,-0.009098201990127563,,,-0.008457864634692669,,,,,,,,,,,,-0.008853474942346415,-0.00900435820221901,-0.00900435820221901,human
RAMP1,-0.008976764045655727,,,0.01549598015844822,,0.008973262272775173,-0.020706605166196823,0.022009288892149925,,,,,,,,,,,0.0033590324223041535,0.008973262272775173,-0.008976764045655727,human
EIF3H,-0.008931691758334637,0.0053384751081466675,0.008496700786054134,,,,,,,-0.048647236078977585,-0.008397741243243217,,-0.028139760717749596,-0.016330942511558533,,,0.038912784308195114,,-0.007212426513433456,-0.008664716500788927,-0.008931691758334637,human
ALOX5,-0.00891964789479971,,0.015195965766906738,-0.02066640742123127,0.014653023332357407,,,-0.014202365651726723,,,,,,,,,,,-0.0027878863736987116,-0.00891964789479971,-0.00891964789479971,human
ERICH3,-0.008862395770847797,,,-0.007047629915177822,,,-0.008634145371615887,-0.005433476995676756,-0.018800154328346252,,,,,,,,,,-0.009755560476332904,-0.008634145371615887,-0.008862395770847797,human
ATP2C2,-0.008860418573021889,,-0.008587505668401718,,-0.01119636557996273,-0.0048975395038723946,-0.010299932211637497,,,,,,,,,,,,-0.008768352307379245,-0.008860418573021889,-0.008860418573021889,human
ANAPC4,-0.008795898407697678,,,,,,-0.00891684927046299,,,0.016293838620185852,,,,,,,,,-0.0004729696859916051,-0.008795898407697678,-0.008795898407697678,human
C11orf31,-0.008738101460039616,,0.012702465057373047,0.013162778690457344,0.011586567386984825,0.004454389214515686,-0.009644553065299988,0.012664660811424255,,,,,,,,,,,0.005169743805059365,0.011586567386984825,-0.008738101460039616,human
HSPE1,-0.008722851052880287,,,,,,-0.007520163431763649,,,,,,,,,,,,-0.008121507242321968,-0.008121507242321968,-0.008722851052880287,human
EFCAB1,-0.008715735748410225,,,,,,-0.009288592264056206,,,,,,,,,,,,-0.009002164006233215,-0.009002164006233215,-0.008715735748410225,human
HINT1,-0.008702969178557396,0.008795262314379215,,,0.010577878914773464,,,,-0.022807680070400238,-0.02727263793349266,-0.021062437444925308,,,,,,0.025789223611354828,,-0.004954765683838299,-0.008702969178557396,-0.008702969178557396,human
CABP7,-0.008694875054061413,,,-0.018469303846359253,,,-0.0070297629572451115,-0.018973536789417267,,,,,,,,,,,-0.013291869661770761,-0.013582089450210333,-0.008694875054061413,human
SQRDL,-0.00868926104158163,,0.007253137417137623,-0.0061233206652104855,,0.007700248621404171,,,,,0.011584109626710415,,,,,,,,0.0023449827916920186,0.007253137417137623,-0.00868926104158163,human
PILRB,-0.008671863935887814,,,,,,-0.007576600182801485,,,,,,-0.015032557770609856,,,,,,-0.010427007296433052,-0.008671863935887814,-0.008671863935887814,human
CFAP45,-0.008662599138915539,,,,,,-0.011741114780306816,,,,,,,,,,,,-0.010201856959611177,-0.010201856959611177,-0.008662599138915539,human
FAM183A,-0.00856946874409914,,-0.05236031487584114,0.015528409741818905,-0.034097250550985336,-0.03654816001653671,-0.016644950956106186,0.008304810151457787,,,,,,,,,,,-0.01776956075004169,-0.016644950956106186,-0.00856946874409914,human
XIST,-0.008520949631929398,,,0.01529534813016653,-0.006528734229505062,,,0.005307300481945276,,,0.01940881833434105,0.018068423494696617,0.018709983676671982,,,,,,0.008820027179483856,0.01529534813016653,-0.008520949631929398,human
HCLS1,-0.008508466184139252,,0.01014556735754013,-0.010726564563810825,0.008681521750986576,0.007755675818771124,-0.007259430829435587,-0.0048045748844742775,,,-0.01343468762934208,,-0.02288242056965828,,0.02045639045536518,,,,-0.0020576989278197288,-0.006032002856954932,-0.008508466184139252,human
VMP1,-0.00831163302063942,,,,,,-0.007139367982745171,,,,,,,0.020174607634544373,,,,,0.0015745355437199275,-0.007139367982745171,-0.00831163302063942,human
CP,-0.008253193460404873,-0.00623477203771472,0.005753019824624062,-0.00723114563152194,0.011497125960886478,,,-0.006530206184834242,-0.033731553703546524,,,,,,,,,,-0.006390103604644537,-0.006530206184834242,-0.008253193460404873,human
NBPF15,-0.008228757418692112,,,,,,,,,,,,,,,,,,-0.008228757418692112,-0.008228757418692112,-0.008228757418692112,human
TXNIP,-0.008136763237416744,,0.015148469246923923,-0.00950120110064745,0.01570809818804264,,0.01251545175909996,-0.005065467674285173,,0.06846506148576736,0.04208333417773247,0.05621807649731636,0.010556735098361969,-0.02040867507457733,-0.11598552018404007,-0.08824126422405243,-0.22073033452033997,-0.038934819400310516,-0.019087254597495,-0.005065467674285173,-0.008136763237416744,human
FABP6,-0.008113610558211803,,-0.02108251117169857,-0.0224594846367836,-0.028753716498613358,-0.02287343516945839,,-0.022715361788868904,,,,,,,,,,,-0.020999686637272436,-0.022587423212826252,-0.008113610558211803,human
HLA-DRA,-0.008112503215670586,-0.11632756888866425,0.043973881751298904,-0.028105925768613815,0.039603449404239655,0.01700071059167385,,-0.01158604770898819,-0.060059405863285065,-0.05234413594007492,-0.049204111099243164,-0.05377709120512009,-0.07145310193300247,,-0.0511348657310009,-0.04081756994128227,0.03903461992740631,-0.019759375602006912,-0.02644181507639587,-0.034461747854948044,-0.008112503215670586,human
HIST2H3D,-0.00808502733707428,,,-0.006682134233415127,,,-0.007984787225723267,,,,,,,,,,,,-0.007583982932070891,-0.007984787225723267,-0.00808502733707428,human
TRIB1,-0.008076461032032967,,,,,,,,,,,,,,,,,-0.03229982778429985,-0.02018814440816641,-0.02018814440816641,-0.008076461032032967,human
MINOS1,-0.008048709481954575,,,,,,-0.007398503832519054,,,,,,,,,,,,-0.0077236066572368145,-0.0077236066572368145,-0.008048709481954575,human
UFC1,-0.008040186949074268,,-0.010513141751289368,,-0.007069742307066917,,-0.011500146239995956,,,,,,-0.011206891387701035,,,,0.013058206997811794,0.022475590929389,-0.0018280443868466786,-0.008040186949074268,-0.008040186949074268,human
GSTA2,-0.008005280047655106,,-0.031991101801395416,-0.011753745377063751,-0.041607391089200974,-0.04479527100920677,0.015133805572986603,-0.02162953093647957,,,,,,,,,,,-0.020664073526859283,-0.02162953093647957,-0.008005280047655106,human
MALAT1,-0.007966777309775352,,,,,-0.004723333287984133,-0.006919766776263714,,0.03189149498939514,,,0.014237852767109871,0.011942297220230103,,,0.029590027406811714,,,0.009721685001360518,0.011942297220230103,-0.007966777309775352,human
DAP3,-0.007945465855300426,,,,,,,,,,,,-0.011268887668848038,,,,0.010252253152430058,,-0.002987366790572802,-0.007945465855300426,-0.007945465855300426,human
EIF3K,-0.007883619517087936,,,,,,-0.008826042525470257,,,,,,,,,-0.022325417026877403,,0.022163687273859978,-0.004217847948893905,-0.008354831021279097,-0.007883619517087936,human
HNRNPA2B1,-0.007850109599530697,,,,,,-0.010496817529201508,,,,,,,,,0.047053318470716476,,,0.009568797113994757,-0.007850109599530697,-0.007850109599530697,human
SDHAP2,-0.007669112179428339,,,,,,-0.008805744349956512,,-0.06629916280508041,0.01108892448246479,,,,,,,,,-0.01792127371300012,-0.008237428264692426,-0.007669112179428339,human
C1orf110,-0.0076660942286252975,,,,,,,,,,,,,,,,,,-0.0076660942286252975,-0.0076660942286252975,-0.0076660942286252975,human
PDCD6,-0.0076629118993878365,,,,,,-0.009031570516526699,,,,,,,,,,,,-0.008347241207957268,-0.008347241207957268,-0.0076629118993878365,human
NDUFA8,-0.007622679695487022,0.005760106723755598,,,,,,0.006905432790517807,,,,,,,,,,,0.0016809532729287942,0.005760106723755598,-0.007622679695487022,human
WDR6,-0.00761990575119853,,,,,,,,,,,,,,,,,,-0.00761990575119853,-0.00761990575119853,-0.00761990575119853,human
CFAP36,-0.007586732506752014,,,,0.006361168343573809,,,0.004947615321725607,,,,,,,,,,,0.0012406837195158005,0.004947615321725607,-0.007586732506752014,human
PLEKHS1,-0.007580447942018509,,,,,,-0.008547934703528881,,,,,,,,,,,,-0.008064191322773695,-0.008064191322773695,-0.007580447942018509,human
CTNNAL1,-0.007529261521995068,,,-0.00806830171495676,,-0.005940317176282406,,-0.005800941959023476,,,,,,,,,,,-0.006834705593064427,-0.006734789349138737,-0.007529261521995068,human
CD52,-0.007529098074883223,-0.025648055598139763,0.026056982576847076,-0.04664589837193489,0.019746171310544014,,0.02060067281126976,-0.03767883777618408,,,-0.05155136436223984,-0.02130364626646042,-0.0922173336148262,0.01771663874387741,-0.018896322697401047,,0.026390312239527702,,-0.014689213775384884,-0.018896322697401047,-0.007529098074883223,human
LINC01002,-0.007520644459873438,,-0.009910449385643005,0.006142714526504278,-0.012872608378529549,,-0.011337934993207455,0.0050050984136760235,0.014916602522134781,,,0.013302194885909557,,,,,,,-0.00028437835862860084,-0.0012577730230987072,-0.007520644459873438,human
INTS10,-0.007519543636590242,,,,,,,,,,,,,,,,,,-0.007519543636590242,-0.007519543636590242,-0.007519543636590242,human
CLDN4,-0.0074926516972482204,,,-0.007759031839668751,,,-0.009528810158371925,-0.006258883513510227,,,,,,,,,,,-0.007759844302199781,-0.007625841768458486,-0.0074926516972482204,human
CHST6,-0.007485289126634598,,0.008948193863034248,0.013243739493191242,,0.005411796737462282,,0.008747520856559277,,,,,,,,,,,0.00577319236472249,0.008747520856559277,-0.007485289126634598,human
RNF149,-0.007472515571862459,,,-0.009865975007414818,,,,-0.008628441020846367,-0.06831357628107071,,,,,,,,,-0.021957848221063614,-0.023247671220451592,-0.009865975007414818,-0.007472515571862459,human
C16orf93,-0.007466026581823826,,,,,,-0.00803636945784092,,-0.025755535811185837,,,,,,,,,,-0.013752643950283527,-0.00803636945784092,-0.007466026581823826,human
ADAM8,-0.007422256283462048,,,-0.00542462756857276,,,,,,,,,,,,,,,-0.006423441926017404,-0.006423441926017404,-0.007422256283462048,human
TGFBI,-0.007407109718769789,-0.00761392991989851,0.005544465500861406,-0.010125872679054737,,,,-0.007328898645937443,,-0.011634874157607555,,-0.03820990025997162,-0.02809230238199234,,,,0.011458263732492924,,-0.01037890650331974,-0.00761392991989851,-0.007407109718769789,human
TRMT5,-0.007328194100409746,0.006813626736402512,-0.006391580682247877,-0.006191304884850979,,-0.013068562373518944,,-0.006540870759636164,,,,,,,,,,,-0.005451147677376866,-0.00646622572094202,-0.007328194100409746,human
HLA-DRB5,-0.00729855801910162,-0.11695405095815659,0.06387080252170563,-0.024667833000421524,0.041040390729904175,0.019147690385580063,,-0.013392827473580837,-0.05234479159116745,-0.07504341006278992,-0.0546329990029335,-0.05784658342599869,-0.10574082285165787,0.026902763172984123,-0.050559479743242264,0.03405162692070007,0.04737088084220886,-0.05019103363156319,-0.022134602069854736,-0.024667833000421524,-0.00729855801910162,human
NTS,-0.007250403054058552,,-0.008843649178743362,0.010472383350133896,-0.01281651109457016,-0.004730378743261099,,0.01319762784987688,-0.020774144679307938,,,,,,,,,,-0.004392153649990048,-0.007250403054058552,-0.007250403054058552,human
EIF4G2,-0.007200471591204405,,,,,-0.005669320933520794,,,,,,,,,,-0.01902037486433983,,,-0.010630055796355009,-0.007200471591204405,-0.007200471591204405,human
GTF3C6,-0.007193962577730417,,,,,,,,,-0.01169466320425272,,,,,,,,,-0.009444312890991569,-0.009444312890991569,-0.007193962577730417,human
HLA-DPB1,-0.007171929348260164,-0.030897894874215126,0.01786772534251213,-0.02856355719268322,,0.004371424205601215,0.0068948701955378056,-0.020752908661961555,,-0.06595255434513092,-0.008995222859084606,-0.027477998286485672,-0.03351372107863426,,-0.04154936596751213,-0.02260834164917469,,,-0.01987303650149932,-0.02260834164917469,-0.007171929348260164,human
CCNI,-0.007081373129040003,,-0.005490501876920462,,-0.007836216129362583,-0.015069312416017056,,,,,,0.018547484651207924,0.01920374482870102,-0.032897692173719406,-0.035923369228839874,-0.07346291840076447,,,-0.015556683763861656,-0.007836216129362583,-0.007081373129040003,human
TUBA1C,-0.0070291971787810326,-0.056699711829423904,,,,0.010204045102000237,-0.010372002609074116,,,-0.019899141043424606,0.012758784927427769,-0.02465158700942993,,,,,,,-0.013669829948672227,-0.010372002609074116,-0.0070291971787810326,human
ZBBX,-0.00693664001300931,,,,,-0.00434973044320941,,,0.04856453463435173,,,,,,,,,,0.012426054726044336,-0.00434973044320941,-0.00693664001300931,human
CTSL,-0.006931170355528593,-0.040729593485593796,,,,,,,,,,,,,,,,,-0.023830381920561194,-0.023830381920561194,-0.006931170355528593,human
CYTH1,-0.0068984501995146275,,,,,,-0.008005921728909016,,,,,,,,-0.015810687094926834,,,,-0.010238353007783493,-0.008005921728909016,-0.0068984501995146275,human
C1QB,-0.006895907688885927,-0.018442979082465172,0.02519139274954796,-0.02732369862496853,0.022099271416664124,,0.007653821259737015,-0.018965469673275948,,,,,,,,,,,-0.002383367091949497,-0.006895907688885927,-0.006895907688885927,human
PSMB1,-0.006867928896099329,,,,,,,,,,,,,,,,,,-0.006867928896099329,-0.006867928896099329,-0.006867928896099329,human
ATP1B1,-0.006857250817120075,0.026414062827825546,0.0055227880366146564,-0.013138668611645699,,0.008900373242795467,-0.014268332161009312,-0.0085685383528471,,,,,,,,,,,-0.00028508083362664493,-0.006857250817120075,-0.006857250817120075,human
STK40,-0.00684251869097352,,-0.011051157489418983,,-0.01047669630497694,,-0.0112560223788023,,,,,,,,,,,,-0.009906598716042936,-0.010763926897197962,-0.00684251869097352,human
FA2H,-0.006795915775001049,,,,,,,,,,,,,,,,,,-0.006795915775001049,-0.006795915775001049,-0.006795915775001049,human
ANKRD37,-0.006750138010829687,,,,0.006058300379663706,,-0.0075327614322304726,,,,,,,,,,,,-0.002741533021132151,-0.006750138010829687,-0.006750138010829687,human
IRX5,-0.0067399637773633,,,,,,,-0.005864263512194157,,,,,,,,,,,-0.0063021136447787285,-0.0063021136447787285,-0.0067399637773633,human
PSAP,-0.0066953906789422035,-0.045245446264743805,,-0.0070690372958779335,0.0058398861438035965,,-0.0070496913976967335,-0.005206196568906307,,-0.011194522492587566,,-0.014750812202692032,-0.019434522837400436,0.0161126796156168,,,-0.022738037630915642,0.026668881997466087,-0.007563517467739682,-0.0070593643467873335,-0.0066953906789422035,human
FCGR3A,-0.006634709425270557,,0.009318082593381405,-0.010278508998453617,0.009636154398322105,,,-0.005969262216240168,,,,,,,,,,,-0.0007856487296521664,-0.005969262216240168,-0.006634709425270557,human
CAST,-0.0066042677499353886,0.006362107582390308,,,,,,,,,,,,,,,,,-0.00012108008377254009,-0.00012108008377254009,-0.0066042677499353886,human
PLBD1,-0.0065513853915035725,-0.010283705778419971,0.007728230208158493,-0.011342759244143963,0.007940929383039474,0.004697831813246012,,-0.007615689188241959,,,,,,,0.04956763982772827,-0.028714468702673912,-0.012302638031542301,,-0.0006876015104353428,-0.0070835372898727655,-0.0065513853915035725,human
BLVRA,-0.006536317523568869,,,,,-0.005130825564265251,,,,,,,,,,,,,-0.00583357154391706,-0.00583357154391706,-0.006536317523568869,human
SPRR3,-0.006534169428050518,,,,,,,,,,,,,,,,,,-0.006534169428050518,-0.006534169428050518,-0.006534169428050518,human
GSTA3,-0.006532565224915743,,-0.01584354229271412,-0.008895060047507286,-0.017619004473090172,-0.026072045788168907,,-0.010558003559708595,-0.02974255383014679,,,,,,,,,,-0.016466110745178803,-0.01584354229271412,-0.006532565224915743,human
PSMB10,-0.006474776659160852,,0.008199113421142101,-0.006878427695482969,,0.016161974519491196,-0.007791788782924414,,,,,,,,,,,,0.0006432189606130123,-0.006474776659160852,-0.006474776659160852,human
EIF4A3,-0.0064680506475269794,,,,,,,,,,,,,,,,,,-0.0064680506475269794,-0.0064680506475269794,-0.0064680506475269794,human
DAPL1,-0.006458768155425787,,,,,0.005280212499201298,,,,,,,,,,,,,-0.0005892778281122446,-0.0005892778281122446,-0.006458768155425787,human
HLA-DRB3,-0.006445988081395626,,0.01953374221920967,-0.017599783837795258,0.01381915993988514,0.00918735284358263,,-0.010742409154772758,,,,,,,-0.10737593472003937,-0.08283471316099167,,,-0.022807321744039655,-0.008594198618084192,-0.006445988081395626,human
FAM107B,-0.006425952538847923,,,,,,,,,0.009825168177485466,,0.025523606687784195,,,,,,,0.009640940775473913,0.009825168177485466,-0.006425952538847923,human
S100A10,-0.006405627354979515,-0.03495565429329872,0.008167535997927189,,0.010103399865329266,0.006524292752146721,,,,,0.009259951300919056,,0.011530742980539799,0.03832743316888809,-0.03061866946518421,,,-0.029982062056660652,-0.0018048657104372979,0.007345914375036955,-0.006405627354979515,human
PRDX6,-0.006402100436389446,0.007565964478999376,,,,-0.013143150135874748,-0.010962645523250103,,-0.05177824944257736,,0.014612089842557907,,0.013395621441304684,0.022758636623620987,,-0.05180428922176361,-0.019695408642292023,0.030030081048607826,-0.005947586360641501,-0.006402100436389446,-0.006402100436389446,human
GAA,-0.0063797300681471825,,0.018012695014476776,-0.008446995168924332,0.01292514055967331,,,-0.006610983517020941,,,,,,,,,,,0.001900025364011526,-0.0063797300681471825,-0.0063797300681471825,human
ISG15,,0.1045607477426529,0.00592887494713068,0.01648520492017269,,0.004650291055440903,,0.01611299067735672,,-0.013754780404269695,,,,,,,-0.013270874507725239,,0.01724463634725128,0.00592887494713068,,human
CCL8,,0.05797130987048149,,,,,,,,,,,,,,,,,0.05797130987048149,0.05797130987048149,,human
OPHN1,,0.05498719587922096,,,,,,,,,-0.29979369044303894,,,,,,,,-0.12240324728190899,-0.12240324728190899,,human
RPL27A,,0.05032769590616226,,,,,,,,,,,,,,,,,0.05032769590616226,0.05032769590616226,,human
PROM1,,0.04149457439780235,,-0.008512604050338268,,-0.006199636496603489,,-0.007472993340343237,-0.06529431790113449,,,,,,,,,,-0.009196995478123426,-0.007472993340343237,,human
IFIT1,,0.03743390738964081,,,,,,,,,,,,0.027546165511012077,-0.04234171658754349,0.024582309648394585,,-0.02595628798007965,0.004252875596284867,0.024582309648394585,,human
TCTN2,,0.03676631674170494,,,,,,,,,,,,,,,,,0.03676631674170494,0.03676631674170494,,human
DHRS9,,0.035739682614803314,,,,,,,,,,,,,,,,,0.035739682614803314,0.035739682614803314,,human
IDO1,,0.03551648184657097,,0.007727936841547489,,0.018669279292225838,,0.011155502870678902,,,,,,,,,,,0.0182673002127558,0.01491239108145237,,human
ANXA2,,0.034515682607889175,0.033073071390390396,0.008253110572695732,0.04739104583859444,0.017200160771608353,-0.009740876965224743,0.016063163056969643,,,,-0.02125326544046402,-0.01799028180539608,,,,,,0.011945756669673655,0.016063163056969643,,human
LOC100507328,,0.032607585191726685,,,,,,,0.021733595058321953,,,,,,,,,,0.02717059012502432,0.02717059012502432,,human
CTGF,,0.03258621692657471,,,,,-0.007560495287179947,,,,,,,,,,,,0.01251286081969738,0.01251286081969738,,human
CXCL10,,0.03186547011137009,,,,,,,,,,,,,,,,,0.03186547011137009,0.03186547011137009,,human
LYZ,,0.030807552859187126,0.022444890812039375,-0.015167771838605404,0.02140139415860176,,,-0.011218961328268051,,0.01466685812920332,-0.01220251340419054,,-0.018831796944141388,,,-0.04293898493051529,-0.05732870101928711,0.0210032369941473,-0.0043058905919844456,-0.011218961328268051,,human
IFI6,,0.028141897171735764,,,,,,,,-0.012582505121827126,,,,0.06513401865959167,-0.08809052407741547,0.022748539224267006,-0.013046002015471458,-0.022746006026864052,-0.002920083169426237,-0.012582505121827126,,human
MT1E,,0.026021556928753853,,,,,,,0.019126227125525475,,,,,,,,,,0.022573892027139664,0.022573892027139664,,human
SARAF,,0.02544599585235119,,,,,,,0.02130909264087677,,,,,-0.026534490287303925,-0.016735047101974487,,,-0.021447401493787766,-0.0035923700779676437,-0.016735047101974487,,human
