gene_symbol,logfc_dz:930,logfc_dz:931,logfc_dz:796,logfc_dz:795,logfc_dz:632,logfc_dz:671,logfc_dz:466,logfc_dz:724,mean_logfc,median_logfc,common_experiment,organism
ZFP36,0.0692497119307518,0.027768539264798164,,-0.009494219906628132,-0.0101877236738801,0.009567506611347198,,,0.017380762845277786,0.009567506611347198,,human
G0S2,0.06885232776403427,0.013367932289838791,,,,,,,0.04111013002693653,0.04111013002693653,,human
IER3,0.06240568310022354,0.0542038194835186,,,,,,,0.05830475129187107,0.05830475129187107,,human
SAT1,0.05782443284988403,-0.011165879666805267,0.03467562049627304,0.0343705490231514,-0.01039449218660593,0.00998388696461916,-0.012449578382074833,,0.014692077014063085,0.00998388696461916,,human
NEAT1,0.056562092155218124,0.06898819655179977,,,,,,,0.06277514435350895,0.06277514435350895,,human
S100A9,0.05536521598696709,0.01610887236893177,0.033647570759058,0.035155586898326874,0.053377363830804825,0.06471378356218338,0.07109934091567993,,0.047066819188850265,0.053377363830804825,,human
HIST1H2AC,0.05455554276704788,0.06237276270985603,0.053984783589839935,0.04623406007885933,-0.028332049027085304,,-0.025537768378853798,,0.027212888623277347,0.05010942183434963,,human
IFI30,0.05335460603237152,-0.033931832760572433,,-0.033180467784404755,0.08847468346357346,0.033591095358133316,0.07282284647226334,,0.03018848846356074,0.04347285069525242,,human
OST4,0.05325290188193321,0.09821825474500656,,,,,,,0.07573557831346989,0.07573557831346989,,human
TUBB1,0.05227361619472504,0.05661778524518013,,,,,,,0.05444570071995258,0.05444570071995258,,human
HLA-B,0.0514003187417984,-0.0919366180896759,-0.047493573278188705,-0.12486299872398376,0.031359486281871796,0.11716154217720032,0.1041492223739624,,0.005682482783283506,0.031359486281871796,,human
RAP1B,0.05081057921051979,-0.011009392328560352,0.0238947793841362,0.04238149896264076,-0.011351892724633217,,-0.01233456190675497,,0.013731835099558035,0.006442693527787924,,human
CEBPB,0.05046161264181137,0.013859866186976433,,-0.013943743892014027,-0.01911872625350952,0.028146402910351753,-0.008277571760118008,,0.008521306638916334,0.0027911472134292126,,human
GZMB,0.0489550456404686,,-0.009328753687441349,,,0.017709264531731606,,,0.019111852161586285,0.017709264531731606,,human
NBPF10,0.048694074153900146,0.09521422535181046,0.035630472004413605,0.03335553780198097,0.01647167094051838,-0.012100420892238617,0.014080332592129707,,0.03304941313607352,0.03335553780198097,,human
SGK1,0.04836660623550415,,,,,,,,0.04836660623550415,0.04836660623550415,,human
RGS2,0.04759402945637703,-0.13673721253871918,0.11341589689254761,0.07765164971351624,-0.06637230515480042,0.06085420772433281,-0.009502441622316837,,0.01241483206727675,0.04759402945637703,,human
GNLY,0.04734812676906586,,-0.05819737911224365,,-0.011179545894265175,0.018215805292129517,0.009237636812031269,,0.001084928773343563,0.009237636812031269,,human
RGS18,0.04671449586749077,0.18591482937335968,,,,,,,0.11631466262042522,0.11631466262042522,,human
NPIPB5,0.04655257984995842,-0.037934768944978714,-0.01760929450392723,,0.009028047323226929,,,,9.140931069850922e-06,-0.004290623590350151,,human
HIF1A,0.045719195157289505,-0.022744113579392433,0.019617652520537376,0.03365461528301239,-0.010524728335440159,,-0.012239469215273857,,0.008913858638455471,0.004546462092548609,,human
NCOA4,0.04215312376618385,0.17786499857902527,0.0977604016661644,0.05924392491579056,,,-0.016977235674858093,,0.0720090426504612,0.05924392491579056,,human
PRKAR2B,0.041924960911273956,0.04303686320781708,0.015234638005495071,,-0.007600101176649332,,,,0.023149090236984193,0.028579799458384514,,human
B2M,0.04182834550738335,-0.018508534878492355,0.36887258291244507,0.3034747242927551,-0.07284305989742279,0.02757858857512474,-0.05204854533076286,,0.08547915731157575,0.02757858857512474,,human
GNG11,0.03934647515416145,0.05037912353873253,,,,,,,0.04486279934644699,0.04486279934644699,,human
F13A1,0.03850756213068962,0.04141261428594589,0.019227059558033943,,,,,,0.03304907865822315,0.03850756213068962,,human
IFITM2,0.03849467262625694,-0.019783062860369682,-0.12014741450548172,-0.16641277074813843,0.31605014204978943,0.23733696341514587,0.3645053505897522,,0.09286341150956494,0.03849467262625694,,human
C4orf46,0.03771296888589859,,,,,-0.009061218239367008,,,0.014325875323265791,0.014325875323265791,,human
PRF1,0.03748828545212746,,-0.042707834392786026,-0.03981972113251686,,0.016551252454519272,,,-0.00712200440466404,-0.011634234338998795,,human
CD83,0.03595365956425667,,,,,,,,0.03595365956425667,0.03595365956425667,,human
NBPF8,0.035846494138240814,0.056773316115140915,,,,,,,0.046309905126690865,0.046309905126690865,,human
GPX1,0.03530222177505493,0.07976344972848892,-0.011484125629067421,-0.024023542180657387,-0.1208517774939537,0.009957580827176571,-0.12164213508367538,,-0.021854046865233352,-0.011484125629067421,,human
BCL2A1,0.03444990515708923,,,,,,,,0.03444990515708923,0.03444990515708923,,human
BTN3A2,0.03422989323735237,-0.03925969824194908,-0.010149301029741764,,,-0.006949212402105331,,,-0.005532079609110951,-0.008549256715923548,,human
CCL5,0.03414565697312355,-0.07399122416973114,-0.04029771313071251,-0.016125161200761795,,0.011619316413998604,0.009574324823915958,,-0.01251246671502789,-0.0032754181884229183,,human
H3F3AP4,0.03391684964299202,0.10651519894599915,0.03360120207071304,-0.04337925463914871,0.11008285731077194,0.09171152859926224,0.12602189183235168,,0.06549575339470591,0.09171152859926224,,human
TIMP1,0.03363720700144768,0.023195525631308556,-0.010742245241999626,,0.02310509793460369,0.021707331761717796,0.028777796775102615,,0.019946785643696785,0.023150311782956123,,human
NGFRAP1,0.0335831381380558,0.051519230008125305,,,-0.011964594945311546,-0.018230946734547615,-0.015352113172411919,,0.007910942658782005,-0.011964594945311546,,human
MALAT1,0.03333329036831856,0.045000623911619186,,,,,,,0.03916695713996887,0.03916695713996887,,human
FOS,0.031473081558942795,-0.03568239137530327,,,,,,,-0.002104654908180237,-0.002104654908180237,,human
HBB,0.029823511838912964,0.0175319891422987,0.2642439305782318,-0.1771908849477768,0.22781610488891602,0.281035453081131,0.2482711523771286,,0.12736160813697747,0.22781610488891602,,human
NKG7,0.028110289946198463,-0.025920193642377853,-0.03654037415981293,,,,0.011016870848834515,,-0.005833351751789451,-0.007451661396771669,,human
IL10RA,0.02778753638267517,-0.016992945224046707,-0.018406931310892105,-0.017280831933021545,0.01215480174869299,0.009089958854019642,0.01438560988754034,,0.0015338854864239693,0.009089958854019642,,human
ID2B,0.02685302123427391,0.02501724287867546,,,,,,,0.025935132056474686,0.025935132056474686,,human
HIST1H2BK,0.02596835419535637,0.040173403918743134,,,-0.010871623642742634,0.011533898301422596,,,0.016701008193194866,0.018751126248389482,,human
NOTCH2NL,0.025442393496632576,0.020274950191378593,-0.016909340396523476,-0.020450789481401443,0.01772875338792801,0.015059197321534157,0.011147215962409973,,0.007470340068851199,0.015059197321534157,,human
PLP2,0.024885939434170723,0.020172076299786568,,,0.031188810244202614,0.013685636222362518,0.042678553611040115,,0.02652220316231251,0.024885939434170723,,human
ODC1,0.024744870141148567,,,-0.010215973481535912,-0.019178325310349464,,-0.02160041220486164,,-0.006562460213899612,-0.014697149395942688,,human
GOLGA8H,0.024695610627532005,-0.051758505403995514,0.01406013872474432,0.027847895398736,,,,,0.003711284836754203,0.019377874676138163,,human
GZMH,0.02429303340613842,-0.10784247517585754,,,,,0.014332166872918606,,-0.023072424965600174,0.014332166872918606,,human
IFITM3,0.024064505472779274,-0.021739879623055458,-0.028367947787046432,-0.1272699534893036,0.12086597830057144,0.06625322252511978,0.12733736634254456,,0.023020470248801366,0.024064505472779274,,human
IL7R,0.023891648277640343,0.10261572897434235,0.019932452589273453,,0.03533950075507164,0.018329057842493057,0.03590519353747368,,0.039335596996049084,0.02961557451635599,,human
LOC100507625,0.023825455456972122,,,,,,,,0.023825455456972122,0.023825455456972122,,human
CFL1,0.02346678450703621,,-0.1044047400355339,-0.08603177964687347,0.14029626548290253,0.021168474107980728,0.09012578427791595,,0.014103464782238007,0.02231762930750847,,human
CXCL8,0.02302490919828415,,,,,,,,0.02302490919828415,0.02302490919828415,,human
LINC00623,0.022711005061864853,,,,,,,,0.022711005061864853,0.022711005061864853,,human
LDHB,0.022616511210799217,,,-0.015115262940526009,-0.045530613511800766,-0.03776230290532112,-0.05285631865262985,,-0.025729597359895707,-0.03776230290532112,,human
PKD1P1,0.022417139261960983,0.02815265581011772,,,0.011286660097539425,-0.019204067066311836,,,0.010663097025826573,0.016851899679750204,,human
SDPR,0.021840741857886314,0.029620429500937462,,,,,,,0.025730585679411888,0.025730585679411888,,human
TAGLN2,0.021522365510463715,0.015835018828511238,-0.01921587809920311,,-0.017010198906064034,,-0.014386404305696487,,-0.0026510193943977355,-0.014386404305696487,,human
OAZ1,0.02128138206899166,0.07351310551166534,0.014629662968218327,,-0.02793709747493267,0.06283031404018402,-0.012846565805375576,,0.021911800218125183,0.017955522518604994,,human
KLF10,0.021216312423348427,-0.03582122549414635,,,,,,,-0.00730245653539896,-0.00730245653539896,,human
RPS27,0.02117505669593811,-0.019435325637459755,,0.10831672698259354,-0.06475761532783508,-0.26928186416625977,-0.0907309278845787,,-0.05245232488960028,-0.04209647048264742,,human
DYNLT1,0.020867491140961647,,0.021074654534459114,0.00989964697510004,-0.006774032022804022,,,,0.011266940156929195,0.015383569058030844,,human
TRBC1,0.02059078775346279,0.08518637716770172,-0.05498200282454491,-0.032520998269319534,0.01813754253089428,-0.012706059031188488,,,0.003950941221167644,0.0027157417498528957,,human
CA2,0.020542772486805916,0.03177826479077339,,,,,,,0.026160518638789654,0.026160518638789654,,human
SORL1,0.020385777577757835,0.015554158948361874,-0.015001594088971615,-0.051815543323755264,-0.03661016747355461,0.03020768240094185,,,-0.006213280993203322,0.0002762824296951294,,human
HIST1H3H,0.01999066211283207,0.03370659798383713,,,,,,,0.0268486300483346,0.0268486300483346,,human
DDX11L2,0.01998286321759224,0.038590602576732635,,,,,,,0.029286732897162437,0.029286732897162437,,human
RPS4Y1,0.019946498796343803,,,-0.01213757786899805,-0.07849444448947906,,-0.08346322923898697,,-0.03853718820028007,-0.04531601117923856,,human
TUBA1C,0.01985565759241581,-0.011376266367733479,-0.04587072506546974,-0.027624497190117836,-0.008472688496112823,0.011601998470723629,,,-0.010314420176049074,-0.009924477431923151,,human
CD14,0.019824329763650894,0.034343209117650986,,,0.026846472173929214,0.023167017847299576,0.028524544090032578,,0.02654111459851265,0.026846472173929214,,human
RNF149,0.019768156111240387,,,,,,,,0.019768156111240387,0.019768156111240387,,human
MYO1G,0.019376086071133614,0.018360616639256477,,,,,,,0.018868351355195045,0.018868351355195045,,human
APOBEC3A,0.019323067739605904,0.014546241611242294,0.01754501461982727,0.013990350998938084,,,,,0.016351168742403388,0.016045628115534782,,human
VIM,0.01911334879696369,0.02180316671729088,-0.03780341520905495,-0.011269429698586464,0.06806111335754395,0.027463659644126892,0.05413336679339409,,0.020214544343096868,0.02180316671729088,,human
MT2A,0.018877821043133736,-0.03863665089011192,0.031859152019023895,-0.01017499528825283,-0.015311965718865395,,-0.011976238340139389,,-0.004227146195868651,-0.01107561681419611,,human
FCGR3B,0.01854006201028824,,0.09165909886360168,0.1161675900220871,-0.020522890612483025,0.08830980956554413,0.033728331327438354,,0.05464700019607941,0.06101907044649124,,human
MAP3K7CL,0.018487311899662018,0.019343838095664978,,,,,,,0.018915574997663498,0.018915574997663498,,human
VCAN,0.018135225400328636,0.03756626322865486,0.011342998594045639,0.011866390705108643,,0.007265697233378887,,,0.017235315032303335,0.011866390705108643,,human
PPP1R15A,0.01810062676668167,0.011449882760643959,,,,,,,0.014775254763662815,0.014775254763662815,,human
THEMIS2,0.017804425209760666,,,-0.010524213314056396,,0.012091007083654404,,,0.006457072993119557,0.012091007083654404,,human
HLA-F,0.017373934388160706,,,,-0.011215639300644398,,-0.0157399270683527,,-0.0031938773269454637,-0.011215639300644398,,human
TYROBP,0.017174193635582924,0.01681026630103588,,0.014118049293756485,0.0608503594994545,0.04399268329143524,0.06304524093866348,,0.03599846549332142,0.030583438463509083,,human
H2BFS,0.01715513877570629,0.025970466434955597,,,,,,,0.021562802605330944,0.021562802605330944,,human
HMGN1,0.017118947580456734,,,,-0.009171112440526485,-0.011947017163038254,-0.012037732638418674,,-0.00400922866538167,-0.01055906480178237,,human
EIF1,0.017112866044044495,,,,,,,,0.017112866044044495,0.017112866044044495,,human
IRF1,0.01704200729727745,,,-0.013028276152908802,,0.021864406764507294,0.010796058923006058,,0.0091685492079705,0.013919033110141754,,human
ITK,0.017040152102708817,0.037713829427957535,0.010977637022733688,0.0151356877759099,-0.020985770970582962,-0.011286239139735699,-0.02100464329123497,,0.00394152184682233,0.010977637022733688,,human
NSA2,0.016968371346592903,0.02360457368195057,,,,,,,0.020286472514271736,0.020286472514271736,,human
PI4KAP1,0.01695466972887516,,,,,,,,0.01695466972887516,0.01695466972887516,,human
IL2RB,0.016951769590377808,0.054874956607818604,-0.01294789556413889,,,,,,0.019626276878019173,0.016951769590377808,,human
ZNF266,0.016931001096963882,0.03149333968758583,,,,-0.009686978533864021,,,0.012912454083561897,0.016931001096963882,,human
GOLGA8B,0.016863152384757996,0.03461512178182602,,,,-0.0062102810479700565,-0.007858240976929665,,0.009352438035421073,0.0053264356683939695,,human
EGR1,0.016848817467689514,-0.02123417891561985,,,,,,,-0.002192680723965168,-0.002192680723965168,,human
H3F3B,0.016750367358326912,,0.01938832923769951,0.018532644957304,,,,,0.018223780517776806,0.018532644957304,,human
KLF6,0.016585424542427063,,,,,,,,0.016585424542427063,0.016585424542427063,,human
CXCR4,0.016491860151290894,0.0193372443318367,,0.01320637296885252,-0.0147470161318779,-0.007433667778968811,-0.016471359878778458,,0.0017305722770591576,0.0028863525949418545,,human
LUZP6,0.016457347199320793,,,,,,,,0.016457347199320793,0.016457347199320793,,human
LTA4H,0.016348345205187798,0.014304215088486671,0.010707673616707325,0.026926642283797264,0.029768310487270355,0.03704262152314186,0.02265515737235546,,0.02253613793956382,0.02265515737235546,,human
ACTB,0.016245245933532715,0.0317976251244545,-0.2284001260995865,-0.05978967994451523,0.023426104336977005,0.11157594621181488,0.06057295203208923,,-0.0063674189150333405,0.023426104336977005,,human
TUBA4A,0.01618023030459881,0.016445986926555634,,-0.01800346001982689,,,,,0.004874252403775851,0.01618023030459881,,human
TNF,0.01610667072236538,,,,,,,,0.01610667072236538,0.01610667072236538,,human
GCH1,0.016084635630249977,,0.014930807054042816,0.013808086514472961,,,-0.006928045302629471,,0.009473870974034071,0.014369446784257889,,human
SLC12A7,0.0158997755497694,,-0.01701994240283966,,,,,,-0.0005600834265351295,-0.0005600834265351295,,human
CTSA,0.015623433515429497,0.03217557445168495,,,,,,,0.023899503983557224,0.023899503983557224,,human
HMHA1,0.015620017424225807,0.012065479531884193,,,0.007785939145833254,,0.010060136206448078,,0.011382893077097833,0.011062807869166136,,human
PGRMC1,0.015467189252376556,0.01664862409234047,,,,,,,0.016057906672358513,0.016057906672358513,,human
CECR1,0.015174844302237034,0.04125792533159256,-0.02069980278611183,-0.015731723979115486,,0.006850822828710079,-0.016191888600587845,,0.0017766961827874184,-0.0044404505752027035,,human
PELI1,0.015151186846196651,,0.021491440013051033,0.031510815024375916,,,,,0.022717813961207867,0.021491440013051033,,human
LOC100131564,0.01505350787192583,0.014746962115168571,,,,,,,0.014900234993547201,0.014900234993547201,,human
LILRB2,0.015022136270999908,0.015139720402657986,,,,,,,0.015080928336828947,0.015080928336828947,,human
CCR7,0.01491993572562933,0.03763657435774803,,,-0.009840373881161213,-0.017137931659817696,-0.01404666993767023,,0.0023063069209456446,-0.009840373881161213,,human
NPIPA1,0.014669029042124748,0.020084787160158157,,,,-0.01066507026553154,,,0.008029581978917122,0.014669029042124748,,human
MTCH1,0.014582199044525623,0.040176451206207275,,,,-0.013800485990941525,-0.010413610376417637,,0.007636138470843434,0.0020842943340539932,,human
TCIRG1,0.01437643263489008,,,,,,,,0.01437643263489008,0.01437643263489008,,human
ADAR,0.01424433197826147,-0.011587781831622124,0.017350612208247185,-0.020347151905298233,,0.029508225619792938,,,0.005833647213876247,0.01424433197826147,,human
KLRF1,0.014226679690182209,0.0482371523976326,,0.011365069076418877,,,,,0.024609633721411228,0.014226679690182209,,human
DUSP1,0.014204543083906174,,,,,,,,0.014204543083906174,0.014204543083906174,,human
MIR21,0.014101209118962288,0.07541695237159729,0.045058850198984146,0.05115517973899841,-0.008388892747461796,0.01946580596268177,,,0.032801517440627016,0.03226232808083296,,human
LINC01002,0.014070151373744011,0.019040048122406006,,,,,,,0.01655509974807501,0.01655509974807501,,human
ARHGAP9,0.013910537585616112,0.012108981609344482,,,,,,,0.013009759597480297,0.013009759597480297,,human
ATHL1,0.013788147829473019,,,,,,,,0.013788147829473019,0.013788147829473019,,human
SCO2,0.01345872599631548,,,,,,,,0.01345872599631548,0.01345872599631548,,human
PMS2P9,0.01341580506414175,,,,,,,,0.01341580506414175,0.01341580506414175,,human
EIF3CL,0.013250909745693207,0.03284778818488121,-0.013091358356177807,-0.010679274797439575,0.008219992741942406,,,,0.0061096115037798885,0.008219992741942406,,human
EIF4A1,0.01323014311492443,0.03221622481942177,,,,,,,0.0227231839671731,0.0227231839671731,,human
KIAA0247,0.013020806945860386,0.01870107278227806,,,,,,,0.015860939864069223,0.015860939864069223,,human
LENG8,0.012891373597085476,,,,,,,,0.012891373597085476,0.012891373597085476,,human
CD97,0.012863213196396828,-0.02987487241625786,-0.011982766911387444,-0.02276487834751606,,0.009393306449055672,0.01566586084663868,,-0.004450022863845031,-0.001294730231165886,,human
HSD17B7,0.012845694087445736,,,,,,,,0.012845694087445736,0.012845694087445736,,human
NLRC5,0.012811883352696896,,,,,,,,0.012811883352696896,0.012811883352696896,,human
SMG1P3,0.01280965656042099,0.021516285836696625,,,,,,,0.017162971198558807,0.017162971198558807,,human
CMTM5,0.012797270901501179,0.012130150571465492,,,,,,,0.012463710736483335,0.012463710736483335,,human
ND6,0.01277781743556261,0.010582240298390388,,,,,,,0.0116800288669765,0.0116800288669765,,human
S100A10,0.01276003010571003,-0.010607111267745495,-0.02467283047735691,,0.03931356593966484,,0.03462563827633858,,0.010283858515322208,0.01276003010571003,,human
HSPA8,0.012750389985740185,,-0.020041782408952713,0.01828613504767418,-0.022410932928323746,,-0.01324615627527237,,-0.0049324693158268925,-0.01324615627527237,,human
SH3BGRL3,0.012696946039795876,-0.011687845923006535,-0.02579568326473236,-0.02156415581703186,0.03248342126607895,0.029919277876615524,0.027662301436066628,,0.006244894516255174,0.012696946039795876,,human
LOC100190986,0.012675190344452858,0.010750848799943924,,,,,,,0.011713019572198391,0.011713019572198391,,human
TUBA1A,0.012597422115504742,-0.09612247347831726,-0.042561911046504974,-0.01751626841723919,,0.0865403413772583,0.021900620311498642,,-0.00586037818963329,-0.0024594231508672237,,human
PDLIM1,0.012409445829689503,0.014469972811639309,,-0.01067027635872364,-0.007105696015059948,,-0.009592859074473381,,-9.788256138563157e-05,-0.007105696015059948,,human
HLA-A,0.012331152334809303,-0.02744455449283123,-0.05292157456278801,-0.05479741096496582,-0.2485615760087967,-0.030816365033388138,-0.15992946922779083,,-0.08030568542225021,-0.05292157456278801,,human
GIMAP7,0.012105966918170452,,,,,,,,0.012105966918170452,0.012105966918170452,,human
PIM3,0.011982775293290615,,,,,,,,0.011982775293290615,0.011982775293290615,,human
RPS3,0.011891491711139679,-0.06745843589305878,-0.054580528289079666,0.04513876140117645,-0.026375185698270798,-0.07346171140670776,-0.04131638631224632,,-0.0294517134981496,-0.04131638631224632,,human
PPIL3,0.011880472302436829,,,,,,,,0.011880472302436829,0.011880472302436829,,human
IFITM1,0.01178654283285141,0.020049018785357475,0.06327654421329498,-0.04442603513598442,0.02367592789232731,0.007950903847813606,0.03206294775009155,,0.01633940716939313,0.020049018785357475,,human
HMOX1,0.011749129742383957,,,,,,,,0.011749129742383957,0.011749129742383957,,human
NBPF20,0.011734220199286938,,,,0.007570995483547449,,0.007707356475293636,,0.009004190719376007,0.007707356475293636,,human
RSRP1,0.01166511606425047,0.04755208641290665,,0.013705042190849781,,,,,0.024307414889335632,0.013705042190849781,,human
FAM21A,0.011636870913207531,,,,,,,,0.011636870913207531,0.011636870913207531,,human
CDK5RAP3,0.011636071838438511,0.0137407211586833,-0.012678245082497597,-0.01340162567794323,-0.0072906105779111385,,-0.008266174234449863,,-0.0027099770959466696,-0.007778392406180501,,human
CST7,0.011607639491558075,-0.020227860659360886,-0.017145464196801186,,-0.011070644482970238,,0.012770351953804493,,-0.0048131955787539486,-0.011070644482970238,,human
NAMPT,0.011603944934904575,,0.04564172774553299,0.07414378225803375,-0.007723731454461813,,,,0.030916430871002376,0.028622836340218782,,human
PF4V1,0.011563554406166077,0.010724050924181938,,,,,,,0.011143802665174007,0.011143802665174007,,human
HNRNPA2B1,0.01153563056141138,0.014563671313226223,-0.011549524031579494,,,,,,0.004849925947686036,0.01153563056141138,,human
TREML1,0.011528389528393745,0.011928909458220005,,,,,,,0.011728649493306875,0.011728649493306875,,human
CD63,0.01152595691382885,-0.015843698754906654,-0.02887307107448578,0.021156659349799156,,0.022752052173018456,,,0.002143579721450806,0.01152595691382885,,human
TRIM22,0.011474387720227242,0.036109305918216705,0.035110946744680405,0.03422063961625099,-0.016372133046388626,,-0.024642042815685272,,0.012650184022883574,0.022847513668239117,,human
KDM5D,0.01144323032349348,,,,,,,,0.01144323032349348,0.01144323032349348,,human
HLA-C,0.011337079107761383,-0.02683243714272976,-0.0183414239436388,-0.10496248304843903,0.07039684057235718,0.09289175271987915,0.1314498633146286,,0.022277027368545532,0.011337079107761383,,human
FAM21D,0.01110085379332304,,,,,,,,0.01110085379332304,0.01110085379332304,,human
TRBV27,0.01107920054346323,0.027752701193094254,,,,,,,0.019415950868278742,0.019415950868278742,,human
SNURF,0.01100560650229454,,,,,,,,0.01100560650229454,0.01100560650229454,,human
SH3BGRL2,0.0109816063195467,,,,,,,,0.0109816063195467,0.0109816063195467,,human
ACADVL,0.010970727540552616,0.02253974974155426,,,,,,,0.016755238641053438,0.016755238641053438,,human
EMB,0.010919585824012756,,,,,,,,0.010919585824012756,0.010919585824012756,,human
KLRK1,0.010825330391526222,,-0.009622495621442795,,,,,,0.0006014173850417137,0.0006014173850417137,,human
PNISR,0.010699141770601273,0.012997123412787914,0.011947089806199074,0.016026463359594345,,,,,0.012917454587295651,0.012472106609493494,,human
NCF1C,0.01064323354512453,,0.009034259244799614,-0.041914403438568115,0.03529442101716995,0.03085162304341793,0.04410512372851372,,0.014669042856742939,0.02074742829427123,,human
EVL,0.010623613372445107,0.024662083014845848,-0.012269669212400913,-0.014757213182747364,-0.007564167957752943,-0.01024920865893364,,,-0.0015924271040906508,-0.008906688308343291,,human
PNRC1,0.010515153408050537,0.04328402131795883,0.010388445109128952,,,,-0.007928317412734032,,0.014064825605601072,0.010451799258589745,,human
ID2,0.0104526923969388,,,,,,,,0.0104526923969388,0.0104526923969388,,human
IER5,0.01035320945084095,,,,,,,,0.01035320945084095,0.01035320945084095,,human
CAPNS1,0.010345972143113613,,,,,0.008156142197549343,,,0.009251057170331478,0.009251057170331478,,human
JUNB,0.010275314562022686,-0.02148144133388996,,,,,,,-0.005603063385933638,-0.005603063385933638,,human
SRSF2,0.010272735729813576,0.034819476306438446,,0.01026230026036501,,,-0.007209434174001217,,0.012036269530653954,0.010267517995089293,,human
CD55,0.01026507280766964,,0.009617154486477375,0.013037716038525105,,,0.007428437937051058,,0.010087095317430794,0.009941113647073507,,human
AMICA1,0.010199475102126598,0.02548246830701828,,,,,,,0.01784097170457244,0.01784097170457244,,human
GRAP2,0.01016282755881548,,,,,,,,0.01016282755881548,0.01016282755881548,,human
STAT4,0.00997935514897108,0.011523773893713951,,,,,,,0.010751564521342516,0.010751564521342516,,human
FAM156B,0.00995282456278801,,,,,,,,0.00995282456278801,0.00995282456278801,,human
MS4A7,0.00981780793517828,-0.010905313305556774,,,,,,,-0.0005437526851892471,-0.0005437526851892471,,human
RBMS1,0.009809785522520542,,,,,,,,0.009809785522520542,0.009809785522520542,,human
NOSIP,0.00980837456882,,,,,-0.012461408972740173,,,-0.0013265172019600868,-0.0013265172019600868,,human
COX6C,0.009803771041333675,,,,,,,,0.009803771041333675,0.009803771041333675,,human
LOC100131541,0.009729997254908085,,,,,,,,0.009729997254908085,0.009729997254908085,,human
HNRNPH3,0.009663726203143597,,,,,,,,0.009663726203143597,0.009663726203143597,,human
GNAZ,0.0096335643902421,,,,,,,,0.0096335643902421,0.0096335643902421,,human
NCF2,0.009557784534990788,0.02955390326678753,,0.018083101138472557,0.011153069324791431,0.04407709464430809,0.03711829334497452,,0.024923874375720818,0.023818502202630043,,human
MXI1,0.009453781880438328,0.06202268972992897,0.012652244418859482,,,,-0.013816028833389282,,0.017578171798959374,0.011053013149648905,,human
FLNA,0.009338128380477428,-0.018534503877162933,-0.014299958944320679,,,,,,-0.007832111480335394,-0.014299958944320679,,human
UBE4A,0.009329178370535374,,,0.01634560152888298,,,,,0.012837389949709177,0.012837389949709177,,human
GBP2,0.00927608460187912,-0.011060439050197601,0.023034807294607162,0.010175259783864021,,0.017989112064242363,,,0.009882964938879014,0.010175259783864021,,human
MPP1,0.009202043525874615,0.05347651615738869,,-0.020903287455439568,0.007029615342617035,0.01770978420972824,0.008931839838624,,0.012574418603132168,0.009066941682249308,,human
PCED1B,0.009028895758092403,,,,,,,,0.009028895758092403,0.009028895758092403,,human
CCDC84,0.008926743641495705,,,,,,,,0.008926743641495705,0.008926743641495705,,human
