gene_symbol,logfc_dz:135,logfc_dz:485,logfc_dz:835,logfc_dz:834,logfc_dz:639,logfc_dz:638,logfc_dz:990,logfc_dz:866,logfc_dz:603,logfc_dz:991,mean_logfc,median_logfc,common_experiment,organism
COL1A2,0.08346361666917801,,,,0.06724463403224945,-0.05210051313042641,,,,-0.016188882291316986,0.020604713819921017,0.025527875870466232,-0.05210051313042641,human
RPL13A,0.081564761698246,-0.027570487931370735,0.02064451389014721,0.04354020208120346,0.0763300284743309,,0.030986236408352852,0.03883150964975357,0.03597574681043625,-0.06697464734315872,0.02592531819310453,0.03597574681043625,,human
RPS10,0.0801527351140976,0.031865332275629044,,0.01849999837577343,0.08378405123949051,0.03301713615655899,-0.02187119983136654,0.038416627794504166,0.014285285957157612,-0.032985176891088486,0.027240532243417367,0.031865332275629044,0.03301713615655899,human
MT2A,0.07546648383140564,0.019585058093070984,-0.05585061013698578,-0.12162903696298599,0.060954056680202484,0.19238147139549255,-0.061050981283187866,,0.029412604868412018,-0.050213318318128586,0.009895080907477273,0.019585058093070984,0.19238147139549255,human
RPS18,0.07533460855484009,0.060093365609645844,,0.03665028512477875,0.06491643190383911,0.046333231031894684,-0.03267854452133179,0.06659531593322754,,,0.045320670519556315,0.060093365609645844,0.046333231031894684,human
RPS15,0.0747373178601265,,,,0.07703563570976257,0.04196930304169655,,,,,0.06458075220386188,0.0747373178601265,0.04196930304169655,human
RPS13,0.07409089803695679,0.045461006462574005,0.03334691375494003,0.030056722462177277,0.0769801214337349,,0.026410900056362152,-0.0966210812330246,0.012152581475675106,,0.025234757806174457,0.031701818108558655,,human
MEST,0.06592431664466858,-0.02249837853014469,,,0.07690774649381638,-0.025393757969141006,,,,0.015163714997470379,0.022020728327333927,0.015163714997470379,-0.025393757969141006,human
RPS23,0.06516066938638687,,,,0.06301826238632202,,0.014821022748947144,0.03703155368566513,,-0.019868269562721252,0.032032647728919984,0.03703155368566513,,human
HLA-C,0.06290043890476227,,,0.029071522876620293,0.06806547194719315,,0.049882180988788605,-0.009423993527889252,,-0.028883110731840134,0.028602085076272488,0.03947685193270445,,human
RPL30,0.06212667375802994,0.033205755054950714,-0.028178181499242783,0.01541015412658453,0.05278782919049263,0.05176388844847679,-0.026232415810227394,-0.04172392189502716,,0.0332854725420475,0.016938361546231642,0.033205755054950714,0.05176388844847679,human
GSTO1,0.06098879128694534,,,,0.06124342232942581,0.08480849117040634,,0.009610104374587536,-0.012428654357790947,-0.019257396459579468,0.030827459723999102,0.03529944783076644,0.08480849117040634,human
DCN,0.058722928166389465,,,,0.0552542507648468,-0.018872549757361412,-0.017286477610468864,,-0.01125913206487894,-0.02082950621843338,0.007621585546682279,-0.014272804837673903,-0.018872549757361412,human
RPL32,0.05805584043264389,0.04146471992135048,,0.031133683398365974,0.050101328641176224,0.025640448555350304,-0.01596507430076599,0.053158849477767944,0.028848594054579735,0.015814118087291718,0.032028056474195585,0.031133683398365974,0.025640448555350304,human
CCL11,0.05789563059806824,,,,0.06654231995344162,,,,,,0.06221897527575493,0.06221897527575493,,human
EEF1A1,0.05716172233223915,0.014799598604440689,,,0.04554970934987068,0.028257738798856735,,-0.03705133497714996,,-0.02003377303481102,0.014780610178907713,0.021528668701648712,0.028257738798856735,human
ALDH1A1,0.05681930482387543,,,,0.05425366759300232,0.028858840465545654,,,,,0.046643937627474465,0.05425366759300232,0.028858840465545654,human
TMSB10,0.056708283722400665,,-0.0259595587849617,0.025110702961683273,0.05118580535054207,0.1073172315955162,0.061971958726644516,0.07905127108097076,0.09468014538288116,0.13400070369243622,0.06489628263645703,0.061971958726644516,0.1073172315955162,human
PENK,0.0565529391169548,,,,0.06229012832045555,,-0.015541411936283112,,-0.07171027362346649,,0.007897845469415188,0.020505763590335846,,human
RPLP0,0.053656697273254395,-0.030465038493275642,0.06023130193352699,0.06415893882513046,0.070607028901577,0.01310436986386776,0.017048858106136322,,0.0270150788128376,0.049125298857688904,0.03605361489786042,0.049125298857688904,0.01310436986386776,human
CTSC,0.050989046692848206,,,,0.05441635847091675,,,,,,0.05270270258188248,0.05270270258188248,,human
NDUFA13,0.04971637576818466,,,-0.015527185052633286,0.04792747646570206,0.02616516873240471,-0.013293756172060966,,-0.009347417391836643,,0.014273443724960089,0.008408875670284033,0.02616516873240471,human
UBA52,0.04956533759832382,,,-0.01990857906639576,0.04366592690348625,0.041717808693647385,,0.05366092547774315,0.021723000332713127,0.02211599424481392,0.030362916312047412,0.041717808693647385,0.041717808693647385,human
TAGLN,0.04919922724366188,,-0.030214691534638405,-0.0422864593565464,0.0693727359175682,-0.15807747840881348,-0.013687866739928722,,,-0.0746360644698143,-0.02861865676407303,-0.030214691534638405,-0.15807747840881348,human
TIMP1,0.0486760213971138,,-0.03140101954340935,-0.039476942270994186,0.03658143803477287,0.07886620610952377,-0.01306892465800047,-0.009156887419521809,0.08047083765268326,-0.04065917432308197,0.012314617219898436,-0.009156887419521809,0.07886620610952377,human
AKR1B1,0.048064086586236954,,,,0.060811158269643784,,,,,,0.05443762242794037,0.05443762242794037,,human
WFDC1,0.048045795410871506,,-0.016871199011802673,-0.02145984210073948,0.06961076706647873,,-0.028407331556081772,,-0.07199232280254364,-0.03887675330042839,-0.008564412327749389,-0.02145984210073948,,human
HSPA8,0.04618439823389053,-0.016974657773971558,-0.04587169736623764,-0.020482856780290604,0.04178201034665108,0.04806209355592728,-0.01317214872688055,0.04141426458954811,,-0.052805934101343155,0.00312616355303261,-0.01317214872688055,0.04806209355592728,human
SERF2,0.04612347111105919,,,,0.04977100342512131,0.017266102135181427,,,,,0.03772019222378731,0.04612347111105919,0.017266102135181427,human
ATP5H,0.04448939859867096,,,,0.042908743023872375,0.03608108311891556,,,,,0.0411597415804863,0.042908743023872375,0.03608108311891556,human
TMSB4XP8,0.044402722269296646,0.13328245282173157,-0.03745270147919655,-0.049732137471437454,0.05361614003777504,,0.03877491503953934,-0.20528537034988403,0.029859337955713272,0.06916461139917374,0.00851444113585684,0.03877491503953934,,human
HLA-G,0.041671715676784515,,,,0.046017926186323166,,0.019908400252461433,0.017879068851470947,,,0.031369277741760015,0.030790057964622974,,human
ADM,0.04038481414318085,,,,0.046917326748371124,0.035939376801252365,,0.014289472252130508,,0.039878781884908676,0.0354819543659687,0.039878781884908676,0.035939376801252365,human
SEC61B,0.04017503559589386,,,,0.03188902139663696,0.05939679965376854,,,,,0.043820285548766456,0.04017503559589386,0.05939679965376854,human
GNG5,0.03984692320227623,,,,0.04019378498196602,0.020336557179689407,,-0.013056077063083649,,,0.021830297075212002,0.03009174019098282,0.020336557179689407,human
HSPB1,0.039641376584768295,0.12353071570396423,-0.0706687644124031,-0.15416058897972107,0.04149337112903595,,-0.09132629632949829,,-0.015203298069536686,,-0.018099069196198667,-0.015203298069536686,,human
TPT1,0.03893357142806053,0.06502880156040192,0.0181988887488842,,0.029799990355968475,0.03759068623185158,,-0.01769646257162094,0.08523235470056534,-0.013511165045201778,0.030447083176113665,0.03369533829391003,0.03759068623185158,human
PKM,0.038912005722522736,-0.08247216790914536,,-0.015594111755490303,0.03268228843808174,0.09552939236164093,,,,,0.013811481371521949,0.03268228843808174,0.09552939236164093,human
HIST1H2BK,0.038408104330301285,,0.04173044487833977,,0.03368782624602318,0.024921949952840805,0.0503588505089283,0.03639601916074753,0.015075070783495903,0.05070662871003151,0.036410611821338534,0.037402061745524406,0.024921949952840805,human
CCL2,0.03755968436598778,,-0.06402505934238434,-0.033180370926856995,0.043714847415685654,,0.015266509726643562,,-0.009591218084096909,,-0.0017092678075035412,0.002837645821273327,,human
CTSK,0.03744523599743843,,,,0.04123953729867935,,,,0.01398395374417305,,0.030889575680096943,0.03744523599743843,,human
SSR4,0.03716231510043144,0.04588708654046059,0.03472849354147911,-0.025137092918157578,0.035201698541641235,0.017983781173825264,0.04107937216758728,,,,0.026700807735323906,0.035201698541641235,0.017983781173825264,human
RPS3,0.03689965233206749,-0.06043373420834541,,0.06959217041730881,0.036840278655290604,0.017546650022268295,-0.014603184536099434,0.014508984982967377,-0.0735183134675026,-0.04755512624979019,-0.0023025135613150066,0.014508984982967377,0.017546650022268295,human
FAU,0.03660673648118973,,-0.01776607520878315,-0.02490099146962166,0.027133358642458916,0.026709988713264465,,-0.0651400163769722,0.019812123849987984,,0.00035073209021772655,0.019812123849987984,0.026709988713264465,human
PSMA6,0.036403317004442215,,,,0.035424862056970596,0.028187060728669167,,,,,0.03333841326336066,0.035424862056970596,0.028187060728669167,human
CST3,0.03633315861225128,,,,0.03711646795272827,,,,,,0.03672481328248978,0.03672481328248978,,human
MFGE8,0.0362422876060009,,,,0.03276386484503746,0.013155083172023296,,,,,0.027387078541020553,0.03276386484503746,0.013155083172023296,human
GPRC5A,0.03619451820850372,,,,0.03910742700099945,0.025210736319422722,,,,,0.03350422717630863,0.03619451820850372,0.025210736319422722,human
GPX3,0.03598472848534584,,,,0.02840171754360199,0.038008932024240494,,,,,0.03413179268439611,0.03598472848534584,0.038008932024240494,human
CMTM6,0.035934124141931534,,,,0.0368751622736454,,,,,,0.03640464320778847,0.03640464320778847,,human
HLA-J,0.035582445561885834,,,,0.03337450325489044,,,,,,0.03447847440838814,0.03447847440838814,,human
TUBB4B,0.034725371748209,-0.057723063975572586,,,0.04170732945203781,0.02813013643026352,,-0.012552185915410519,,0.03837065398693085,0.01210970695440968,0.03142775408923626,0.02813013643026352,human
TMEM158,0.03447142615914345,,,,0.041546545922756195,0.02616131491959095,,,-0.0459330789744854,,0.014061552006751299,0.0303163705393672,0.02616131491959095,human
TUBB3,0.03438848629593849,-0.01977616176009178,,,0.03703083470463753,0.029581507667899132,,-0.009337899275124073,,0.017168544232845306,0.014842551977684101,0.02337502595037222,0.029581507667899132,human
HSP90AB1,0.034302741289138794,-0.03478744626045227,-0.025833379477262497,,0.03206230327486992,0.03867010399699211,-0.01830141805112362,,,-0.028247151523828506,-0.0003048923930951527,-0.01830141805112362,0.03867010399699211,human
PLAU,0.034258924424648285,,,,0.04567234590649605,,,,,,0.039965635165572166,0.039965635165572166,,human
COPZ2,0.03416869789361954,,,,0.030743425711989403,0.019023023545742035,,,,,0.027978382383783657,0.030743425711989403,0.019023023545742035,human
CUTA,0.03414088860154152,-0.01996738463640213,,,0.03823990002274513,0.016268877312541008,,-0.013021563179790974,,,0.01113214362412691,0.016268877312541008,0.016268877312541008,human
COX6A1,0.03397390618920326,,,,0.03424437716603279,0.043965794146060944,,,0.010281809605658054,,0.030616471776738763,0.03410914167761803,0.043965794146060944,human
CD99,0.03386196121573448,,-0.02248357981443405,-0.02379012294113636,0.035855524241924286,,,-0.015697291120886803,,,0.0015492983162403106,-0.015697291120886803,,human
TPM2,0.03365113213658333,,,,0.03111252188682556,0.015351644717156887,,,,,0.02670509958018859,0.03111252188682556,0.015351644717156887,human
B2M,0.03303997218608856,,,,0.04023680463433266,,-0.014985630288720131,-0.009888236410915852,0.014706715941429138,,0.012621925212442875,0.014706715941429138,,human
SEC31B,0.033020321279764175,,,,0.027462463825941086,0.04673505946993828,-0.014476188458502293,,-0.022008663043379784,-0.017936507239937782,0.00879941430563728,0.006493137683719397,0.04673505946993828,human
CLIC1,0.03299904614686966,,-0.04859793931245804,-0.024298911914229393,0.0379256010055542,0.030469831079244614,,-0.023273175582289696,0.01469486765563488,,0.0028456170111894608,0.01469486765563488,0.030469831079244614,human
PSAP,0.03276551887392998,0.023241421207785606,-0.030210820958018303,-0.021439079195261,0.04109135642647743,,0.013894231989979744,0.04925982654094696,-0.013125850819051266,-0.03197947144508362,0.007055236957967281,0.013894231989979744,,human
MFSD1,0.03269914537668228,,,,0.028208104893565178,0.018178790807724,,0.030299030244350433,,,0.027346267830580473,0.029253567568957806,0.018178790807724,human
PTDSS1,0.032584164291620255,,,,0.036172907799482346,,,,,,0.0343785360455513,0.0343785360455513,,human
CDKN1A,0.032395243644714355,,,,0.02617156133055687,0.024777786806225777,,,,,0.027781530593832333,0.02617156133055687,0.024777786806225777,human
PPIB,0.032284144312143326,,0.043907761573791504,0.040623363107442856,0.025422554463148117,,0.046088848263025284,,0.01896343193948269,,0.03454835060983896,0.03645375370979309,,human
CFL1,0.0322229266166687,-0.043625589460134506,,,0.040059491991996765,0.04287693277001381,,-0.015960808843374252,,,0.011114590615034104,0.0322229266166687,0.04287693277001381,human
PPA1,0.03222257271409035,-0.01525807660073042,0.014768180437386036,,0.03088376484811306,0.022711511701345444,,,-0.02914184331893921,,0.009364351630210876,0.01873984606936574,0.022711511701345444,human
COX8A,0.03194268047809601,-0.04730622470378876,,-0.023547137156128883,0.03338058665394783,0.04044761508703232,-0.012616709806025028,,-0.01242756750434637,0.013471768237650394,0.002918126410804689,0.0005221003666520119,0.04044761508703232,human
MMADHC,0.03186421096324921,,,,0.028891004621982574,0.034356147050857544,,0.008517218753695488,,-0.03343038260936737,0.014039639756083489,0.028891004621982574,0.034356147050857544,human
ACTG2,0.031348638236522675,,,,0.0594155415892601,-0.12297157198190689,,,-0.027863988652825356,,-0.015017845202237368,0.0017423247918486595,-0.12297157198190689,human
ARPC2,0.031250130385160446,,-0.019013991579413414,-0.017294783145189285,0.02881501615047455,0.034201040863990784,,-0.0197627991437912,,,0.00636576892187198,0.0057601165026426315,0.034201040863990784,human
LRP10,0.031232710927724838,,,,0.031604114919900894,,,,,,0.031418412923812866,0.031418412923812866,,human
MT1E,0.031113803386688232,,-0.06359858065843582,-0.10090523213148117,0.02101231925189495,0.09640668332576752,-0.06364540010690689,,0.02816667966544628,-0.06422149389982224,-0.014458902645856142,-0.021293130703270435,0.09640668332576752,human
PBX3,0.030836408957839012,,,,0.036738887429237366,,,,,,0.03378764819353819,0.03378764819353819,,human
RPS20,0.03060295805335045,-0.026271823793649673,,0.015247713774442673,0.03111010603606701,0.022786350920796394,-0.025137517601251602,0.07226388156414032,0.06718221306800842,0.05538995563983917,0.02701931529574924,0.03060295805335045,0.022786350920796394,human
UQCRQ,0.030493861064314842,,0.01986650563776493,,0.02829916961491108,0.025268293917179108,-0.04159882664680481,,0.017000511288642883,,0.013221585812668005,0.02256739977747202,0.025268293917179108,human
SNRPD2,0.030049139633774757,,,,0.029965482652187347,0.023092379793524742,,,,0.0204472653567791,0.025888566859066486,0.026528931222856045,0.023092379793524742,human
TCF21,0.030005766078829765,,,,0.035424284636974335,0.017330056056380272,,,-0.010172754526138306,,0.018146838061511517,0.02366791106760502,0.017330056056380272,human
VKORC1,0.0294560007750988,,,,0.03146764636039734,,,,-0.014738312922418118,,0.01539511140435934,0.0294560007750988,,human
IL13RA2,0.029374655336141586,,,,0.03440127149224281,,,,,,0.0318879634141922,0.0318879634141922,,human
PPIA,0.029207702726125717,,,,0.03009345941245556,0.04004019871354103,,,,,0.033113786950707436,0.03009345941245556,0.04004019871354103,human
TUBA1B,0.028809938579797745,-0.06331732124090195,,,0.05388025566935539,0.032781776040792465,,,,0.03990232199430466,0.018411394208669662,0.032781776040792465,0.032781776040792465,human
MT1X,0.02773255854845047,,-0.047924358397722244,-0.07263694703578949,0.014870040118694305,0.07435301691293716,-0.0314314141869545,,,-0.04011477157473564,-0.01073598223073142,-0.0314314141869545,0.07435301691293716,human
MYL12B,0.027379825711250305,,,,0.020076166838407516,0.04856438934803009,0.02839677780866623,-0.06610464304685593,0.015547459945082664,,0.01230999610076348,0.02372799627482891,0.04856438934803009,human
GAS6,0.027310138568282127,,,,0.016279712319374084,0.047525715082883835,,,0.0215612780302763,,0.028169211000204086,0.024435708299279213,0.047525715082883835,human
PSG5,0.027214573696255684,,,,0.027824724093079567,0.012798923999071121,,,,,0.022612740596135456,0.027214573696255684,0.012798923999071121,human
CCND3,0.027124933898448944,,,,0.027834974229335785,0.014084487222135067,,,,,0.023014798449973266,0.027124933898448944,0.014084487222135067,human
LOC100505584,0.027097446843981743,,,-0.03369796276092529,0.019255967810750008,0.08156830817461014,-0.02283964678645134,,0.014835278503596783,-0.02364102192223072,0.008939767123333045,0.014835278503596783,0.08156830817461014,human
CAPNS1,0.02667943201959133,0.014763034880161285,,-0.019765209406614304,0.02245996706187725,0.03467341139912605,-0.020372044295072556,,,-0.02918771095573902,0.004178697243332863,0.014763034880161285,0.03467341139912605,human
DRAM1,0.026519084349274635,,,,0.029926365241408348,,,,,,0.02822272479534149,0.02822272479534149,,human
PLAT,0.02648841217160225,,,,0.033079881221055984,0.06994190812110901,,,,,0.043170067171255745,0.033079881221055984,0.06994190812110901,human
GNG11,0.0263851098716259,,,,0.027909839525818825,0.025472842156887054,,,,,0.026589263851443928,0.0263851098716259,0.025472842156887054,human
PTGDS,0.026315229013562202,,-0.0260874442756176,-0.03493291512131691,0.03289609029889107,,-0.07321453094482422,,-0.19163653254508972,-0.07805059105157852,-0.049244384946567674,-0.03493291512131691,,human
CAV1,0.02596726268529892,,-0.022778285667300224,-0.02389216236770153,0.023226946592330933,0.044773392379283905,-0.02325945720076561,,-0.018251946195960045,-0.026094287633895874,-0.0025385671760886908,-0.020515115931630135,0.044773392379283905,human
HMGB1,0.025962909683585167,-0.04110150784254074,-0.020523998886346817,,0.029088987037539482,,,0.00867155846208334,,,0.00041958969086408615,0.00867155846208334,,human
SGK1,0.025898654013872147,,-0.032378844916820526,,0.02449527010321617,,-0.035181835293769836,,0.025576140731573105,0.0381559394299984,0.007760887344678243,0.025035705417394638,,human
EMC7,0.025693735107779503,,,,0.020524920895695686,0.025362402200698853,,,,,0.023860352734724682,0.025362402200698853,0.025362402200698853,human
NPC2,0.02565409429371357,,,-0.03161923587322235,0.028570417314767838,,,0.030455956235527992,0.010537715628743172,,0.012719789519906044,0.02565409429371357,,human
PRDX1,0.025640811771154404,-0.09697533398866653,-0.0212981179356575,,0.02650127373635769,0.09533250331878662,,0.02027580328285694,-0.015043946914374828,,0.004918999038636684,0.02027580328285694,0.09533250331878662,human
PSMB5,0.025593120604753494,-0.014848330989480019,,0.017729567363858223,0.025294022634625435,0.024369696155190468,,,,,0.01562761515378952,0.024369696155190468,0.024369696155190468,human
ANXA2,0.025569399818778038,,-0.05943506211042404,-0.05583665519952774,0.03119540400803089,0.07143489271402359,-0.012406498193740845,,,,8.69135061899821e-05,0.006581450812518597,0.07143489271402359,human
IGFBP4,0.025192741304636,,,,0.03269484266638756,-0.05969655513763428,,,,,-0.0006029903888702393,0.025192741304636,-0.05969655513763428,human
NOL12,0.025141438469290733,,,,0.027171500027179718,0.012408430688083172,,,,,0.02157378972818454,0.025141438469290733,0.012408430688083172,human
HSD17B12,0.024942370131611824,,,,0.019718989729881287,0.02589467726647854,,,,,0.023518679042657215,0.024942370131611824,0.02589467726647854,human
RGS2,0.024844899773597717,,-0.06212718412280083,-0.0447089783847332,0.025863302871584892,,-0.023823397234082222,-0.011621804907917976,-0.02897547371685505,-0.03804849460721016,-0.019824641291052103,-0.026399435475468636,,human
DNAJC15,0.02443038858473301,,,,0.026205306872725487,,,,,,0.025317847728729248,0.025317847728729248,,human
TALDO1,0.024378566071391106,-0.019457057118415833,,,0.025105291977524757,0.04500650241971016,-0.030329851433634758,-0.06494106352329254,,,-0.003372935267786185,0.0024607544764876366,0.04500650241971016,human
LOC100507328,0.024301059544086456,0.012100841850042343,0.016408534720540047,,0.02345092222094536,0.018697384744882584,-0.01928936317563057,,,,0.012611563317477703,0.017552959732711315,0.018697384744882584,human
MMP3,0.02416820265352726,,,,0.0260950718075037,,,,,,0.02513163723051548,0.02513163723051548,,human
TXNDC5,0.02413637563586235,,0.02095467410981655,0.016752418130636215,0.01519118994474411,0.014082338660955429,0.03420069068670273,,-0.018849221989512444,,0.01520978073988642,0.016752418130636215,0.014082338660955429,human
CREB3,0.024028675630688667,,,,0.02151103876531124,0.014237472787499428,,,,,0.019925729061166447,0.02151103876531124,0.014237472787499428,human
AP2S1,0.023994505405426025,-0.021016255021095276,,,0.021420806646347046,0.02050963044166565,,,,,0.011227171868085861,0.020965218544006348,0.02050963044166565,human
PRSS23,0.023981472477316856,,,,0.014646450988948345,0.028544647619128227,,,,,0.022390857028464477,0.023981472477316856,0.028544647619128227,human
ATP5E,0.02393234707415104,,,,0.019737020134925842,0.021548276767134666,,,,,0.021739214658737183,0.021548276767134666,0.021548276767134666,human
C19orf53,0.02352452091872692,,,,0.02338232845067978,0.013672408647835255,,,,,0.02019308600574732,0.02338232845067978,0.013672408647835255,human
PPAP2A,0.02344338782131672,0.13269726932048798,,0.02199481427669525,0.03185925632715225,,0.01218937523663044,,-0.028014177456498146,-0.04470626264810562,0.02135195183966841,0.02199481427669525,,human
ID1,0.023354096338152885,-0.023359769955277443,,,0.017229413613677025,0.025795087218284607,-0.13867305219173431,,-0.013813441619277,-0.09601430594921112,-0.029354567506483624,-0.013813441619277,0.025795087218284607,human
ATOX1,0.023347537964582443,,,,0.02224053256213665,0.01557768601924181,,,,,0.0203885855153203,0.02224053256213665,0.01557768601924181,human
SELT,0.023267021402716637,,,,0.019314071163535118,0.027930956333875656,,,,,0.02350401630004247,0.023267021402716637,0.027930956333875656,human
UQCRH,0.023109320551156998,-0.02430078387260437,,,0.019596388563513756,0.02741415984928608,,0.012991071678698063,,0.01915855146944523,0.012994784706582626,0.019377470016479492,0.02741415984928608,human
PAPSS2,0.022797144949436188,,,,0.017832260578870773,0.03891165927052498,,,,,0.026513688266277313,0.022797144949436188,0.03891165927052498,human
PON2,0.02272040955722332,,,,0.02293306216597557,0.013723299838602543,,,,,0.019792257187267143,0.02272040955722332,0.013723299838602543,human
GSTP1,0.022547870874404907,,-0.024857141077518463,,0.01852036453783512,0.02735520526766777,-0.020155129954218864,,,-0.016275743022561073,0.0011892377709348996,0.001122310757637024,0.02735520526766777,human
ITGAE,0.022258121520280838,,,,0.0223991759121418,,,,,,0.02232864871621132,0.02232864871621132,,human
RPL8,0.022003019228577614,-0.017864657565951347,,,0.020667433738708496,,0.019700273871421814,0.04193342477083206,-0.039008330553770065,,0.007905193914969763,0.020183853805065155,,human
MME,0.021985812112689018,0.04976269602775574,-0.04366263374686241,-0.05168857425451279,0.02414933405816555,,-0.016487522050738335,,,,-0.002656814642250538,0.002749145030975342,,human
PSMD8,0.021985109895467758,-0.013965216465294361,,,0.01897035539150238,0.02566455863416195,,,,,0.013163701863959432,0.02047773264348507,0.02566455863416195,human
TMED2,0.02197834849357605,-0.012843281030654907,,,0.015745235607028008,0.019061129540205002,,,,-0.01813841238617897,0.005160604044795037,0.015745235607028008,0.019061129540205002,human
RPS9,0.021966829895973206,,,,0.018937507644295692,,,,,,0.02045216877013445,0.02045216877013445,,human
RPL4,0.0217303279787302,,0.034024156630039215,0.026079965755343437,0.016229834407567978,,,0.021264147013425827,,-0.02943909540772438,0.014981556062897047,0.021497237496078014,,human
NT5E,0.021647613495588303,,,,0.019061652943491936,0.03971562162041664,,,,,0.026808296019832294,0.021647613495588303,0.03971562162041664,human
SERPINE2,0.021571295335888863,,,,,0.020048920065164566,,,,,0.020810107700526714,0.020810107700526714,0.020048920065164566,human
TIMP3,0.021539615467190742,,,-0.01628439500927925,0.0219519454985857,,,,,,0.009069055318832397,0.021539615467190742,,human
CCT5,0.021471945568919182,,,,0.02165154553949833,0.014805399812757969,,,,,0.019309630307058494,0.021471945568919182,0.014805399812757969,human
NDUFV2,0.021328352391719818,,,,0.02339165471494198,0.018474463373422623,,,,,0.021064823493361473,0.021328352391719818,0.018474463373422623,human
S100A10,0.02099095843732357,,,,0.0261987317353487,0.017292946577072144,,0.013911307789385319,,,0.019598486134782434,0.019141952507197857,0.017292946577072144,human
SRP14,0.02090674452483654,,-0.03361978754401207,,0.014047154225409031,0.03703954070806503,-0.01281135343015194,,-0.016642015427350998,-0.0314348042011261,-0.003216360163475786,-0.01281135343015194,0.03703954070806503,human
IFT20,0.02087939716875553,,,,0.020263804122805595,,,,0.012044510804116726,,0.017729237365225952,0.020263804122805595,,human
RPL34,0.020742377266287804,0.02720242366194725,0.03697143867611885,0.029908891767263412,0.018172327429056168,-0.029898833483457565,-0.029311388731002808,0.013670147396624088,0.025439344346523285,,0.012544080925484499,0.020742377266287804,-0.029898833483457565,human
CD59,0.020676415413618088,,,-0.015302824787795544,0.01760033890604973,0.04162147641181946,,,,,0.016148851485922933,0.019138377159833908,0.04162147641181946,human
IER2,0.020459193736314774,,,0.020356331020593643,,,0.06456161290407181,-0.0184763353317976,0.02384246699512005,-0.039635974913835526,0.011851215735077858,0.02040776237845421,,human
