gene_symbol,logfc_dz:839,logfc_dz:838,logfc_dz:848,logfc_dz:842,logfc_dz:843,logfc_dz:840,logfc_dz:841,logfc_dz:846,logfc_dz:847,logfc_dz:845,logfc_dz:844,logfc_dz:849,mean_logfc,median_logfc,common_experiment,organism
COX1,0.21960532665252686,0.2145734429359436,0.1157183051109314,0.2053564190864563,0.15050837397575378,0.1780867725610733,0.287131667137146,0.22310450673103333,0.34753191471099854,0.17337846755981445,0.1903703361749649,0.20899054408073425,0.2095296730597814,0.20717348158359528,0.21960532665252686,human
DCAF6,0.2032354772090912,0.14010359346866608,0.1203295886516571,0.13054503500461578,0.08863402903079987,0.10261072963476181,0.17518733441829681,0.17184971272945404,0.2502375543117523,0.17877429723739624,0.1842237412929535,0.20107629895210266,0.16223394932846227,0.17351852357387543,0.2032354772090912,human
COX2,0.19864733517169952,0.16756121814250946,0.18076170980930328,0.20182903110980988,0.1386374682188034,0.2275453358888626,0.2327188104391098,0.266117662191391,0.11460147798061371,0.2678009867668152,0.14665350317955017,0.0766073539853096,0.18495682440698147,0.1897045224905014,0.19864733517169952,human
ND2,0.15848450362682343,0.15356923639774323,0.1881450116634369,0.03096441738307476,0.1166912391781807,0.060903776437044144,0.146096870303154,0.0942310318350792,0.2873307466506958,0.101469486951828,0.13042505085468292,0.22642964124679565,0.14122841771071157,0.13826096057891846,0.15848450362682343,human
SH3KBP1,0.13054749369621277,0.07364312559366226,,0.14294037222862244,0.023720936849713326,0.12936709821224213,0.16026058793067932,0.10380611568689346,-0.17914681136608124,0.12671729922294617,0.07573609054088593,-0.03789938613772392,0.06815390204164115,0.10380611568689346,0.13054749369621277,human
LDHA,0.11896149814128876,0.0453595295548439,0.12267468124628067,0.07663564383983612,0.12072952091693878,0.10344056785106659,0.0873209610581398,0.06805767863988876,0.044364579021930695,0.11519431322813034,0.1485297679901123,0.17785122990608215,0.10242666428287824,0.10931744053959846,0.11896149814128876,human
LTF,0.11816907674074173,0.10054216533899307,,0.03730638697743416,0.07501287013292313,0.05930601805448532,0.12461376935243607,,,0.07394105941057205,0.17828799784183502,,0.09589741798117757,0.0877775177359581,0.11816907674074173,human
TMSB10,0.11660116165876389,0.0832291841506958,0.05340958014130592,0.1112397089600563,0.07618240267038345,0.10607688128948212,0.16141723096370697,0.13404425978660583,-0.044543687254190445,0.14178241789340973,0.09544467180967331,-0.0172358937561512,0.0848039931928118,0.10076077654957771,0.11660116165876389,human
GAPDH,0.10847165435552597,0.050703175365924835,0.08606834709644318,0.0915154442191124,0.09630891680717468,0.10547368228435516,0.0809236615896225,0.05057225376367569,,0.08790497481822968,0.08276272565126419,0.04367201775312424,0.08039789579131386,0.08606834709644318,0.10847165435552597,human
HLA-A,0.0878012403845787,0.19839884340763092,0.029245546087622643,0.09057753533124924,0.11153803020715714,0.06848840415477753,0.07859095931053162,,0.02484825998544693,0.04779337719082832,0.06319247931241989,0.05773609131574631,0.07801916060799902,0.06848840415477753,0.0878012403845787,human
CD63,0.08179973065853119,0.08009275048971176,0.021306641399860382,0.06011496111750603,0.06466846913099289,0.07378599792718887,0.05867370590567589,0.02658896893262863,-0.009219876490533352,0.0578426867723465,0.0601956807076931,0.035490911453962326,0.050945052333797015,0.05939433351159096,0.08179973065853119,human
TSPAN13,0.0801706537604332,0.04607420414686203,,0.021465472877025604,0.0546145960688591,,0.04369649291038513,0.04974808916449547,0.014587516896426678,0.09517667442560196,0.08521009236574173,,0.054527088068425655,0.04974808916449547,0.0801706537604332,human
EPCAM,0.0795508548617363,0.06401760876178741,0.03131793811917305,0.04250770062208176,0.07158251851797104,0.06008594483137131,0.0623527355492115,0.031873032450675964,0.11176595836877823,0.05612822249531746,0.0989636555314064,0.09648199379444122,0.06721901365866263,0.06318517215549946,0.0795508548617363,human
SNRPG,0.07761527597904205,0.03696512058377266,0.02183210290968418,0.053316593170166016,0.06739433854818344,0.05619671568274498,0.06524136662483215,0.03355467692017555,0.020665176212787628,0.06913634389638901,0.08961217850446701,0.1221725344657898,0.05947520195816954,0.06071904115378857,0.07761527597904205,human
GGCT,0.07727569341659546,0.04041443392634392,0.04639622941613197,0.054865676909685135,0.092762291431427,0.04121040180325508,0.05185598507523537,0.06702682375907898,0.014345144852995872,0.07741732895374298,0.08306194841861725,0.023714857175946236,0.05586223459492127,0.05336083099246025,0.07727569341659546,human
SFN,0.07566849142313004,0.06323719769716263,,0.04923427850008011,0.04767060652375221,0.032666973769664764,0.06284844875335693,0.03301125764846802,0.008565058931708336,0.07185740023851395,0.0784175768494606,0.02493303455412388,0.04982821135358377,0.04923427850008011,0.07566849142313004,human
PABPC3,0.07477971166372299,0.033230260014534,0.05930051952600479,0.03672441840171814,0.07650146633386612,,0.06568168103694916,-0.011757506057620049,0.1663975566625595,0.04132912680506706,0.08754867315292358,0.1144477054476738,0.06765305572612719,0.06568168103694916,0.07477971166372299,human
YBX1,0.0700269266963005,0.03113735467195511,,0.028418133035302162,0.07431135326623917,0.04351912811398506,0.041861891746520996,0.024829421192407608,0.009093432687222958,0.04724046215415001,0.04308424890041351,0.045578859746456146,0.041736473837359386,0.04308424890041351,0.0700269266963005,human
RLIM,0.06944996863603592,0.04526976868510246,0.06370040774345398,0.04543781653046608,0.09454619884490967,,0.051552023738622665,,0.1391155868768692,0.03915759548544884,0.09767629951238632,0.0947456955909729,0.07406513616442681,0.06657518818974495,0.06944996863603592,human
HSP90AA1,0.0649697408080101,0.03708498552441597,0.05872524529695511,0.05990657955408096,0.08201102912425995,0.058040522038936615,0.06718225032091141,0.044224657118320465,0.03389458358287811,0.07569470256567001,0.07463535666465759,0.05798998847603798,0.05952997008959452,0.059315912425518036,0.0649697408080101,human
TUBA1C,0.0637831762433052,0.03336105868220329,0.08477449417114258,0.04971066862344742,0.07128052413463593,0.07731811702251434,0.04559144750237465,0.023922108113765717,0.008773567155003548,0.0438271090388298,0.07171165198087692,0.05544149503111839,0.052457951474934816,0.052576081827282906,0.0637831762433052,human
LDHB,0.063046395778656,0.029750285670161247,0.04167792946100235,0.05224413797259331,0.11725495755672455,0.05242700129747391,0.04985726252198219,,0.06633917987346649,0.04251245781779289,0.031196752563118935,0.13655006885528564,0.062077857215296135,0.05224413797259331,0.063046395778656,human
USMG5,0.0619281530380249,0.016489723697304726,0.05062516778707504,0.06594283133745193,0.027614345774054527,0.0376964770257473,0.03374874219298363,0.033649992197752,,0.031693678349256516,0.054709531366825104,0.044242244213819504,0.041667353361845016,0.0376964770257473,0.0619281530380249,human
PPIB,0.06037471815943718,0.056068457663059235,,0.07203852385282516,0.055164750665426254,0.04607759416103363,0.08054143190383911,0.025429707020521164,-0.009255817160010338,0.07509257644414902,0.06051580607891083,0.018671328201889992,0.04915627972646193,0.056068457663059235,0.06037471815943718,human
HEY1,0.055079489946365356,0.04795534908771515,,0.023005405440926552,0.03308522701263428,0.04003174230456352,0.016665155068039894,0.009586166590452194,,0.037103213369846344,0.02169499360024929,,0.03157852693564362,0.03308522701263428,0.055079489946365356,human
PRDX1,0.052834220230579376,0.03919988498091698,0.02767978422343731,0.05024246126413345,0.05709177255630493,0.059187766164541245,0.044064369052648544,0.03273795545101166,0.01399175077676773,0.07455479353666306,0.06418189406394958,0.04052224010229111,0.046357407700270414,0.047153415158391,0.052834220230579376,human
