gene_symbol,logfc_dz:839,logfc_dz:838,logfc_dz:848,logfc_dz:842,logfc_dz:843,logfc_dz:840,logfc_dz:841,logfc_dz:846,logfc_dz:847,logfc_dz:845,logfc_dz:844,logfc_dz:849,mean_logfc,median_logfc,common_experiment,organism
PSMA4,0.05187137424945831,0.01996585726737976,0.02088414505124092,0.02708265744149685,0.04346631467342377,0.019335780292749405,0.03845079615712166,0.01208832859992981,0.033308450132608414,0.03809861093759537,0.02503625489771366,0.05477755889296532,0.03203051071614027,0.03019555378705263,0.05187137424945831,human
HIST1H4C,0.047429606318473816,,,0.01806880719959736,0.04413319751620293,0.06786743551492691,,0.019007526338100433,,,0.025371039286255836,0.037771716713905334,0.037092761269637516,0.037771716713905334,0.047429606318473816,human
HOXC6,0.0467766672372818,,,,,0.04584987461566925,,,,0.06197838485240936,0.03904009982943535,0.019360128790140152,0.04260103106498718,0.04584987461566925,0.0467766672372818,human
CDK2AP1,0.046604301780462265,0.04469924792647362,0.03781658411026001,0.03486727178096771,0.0369555838406086,0.05218122527003288,0.05601982772350311,0.014156274497509003,0.05595402047038078,0.029645821079611778,0.049756113439798355,0.02778678387403488,0.04053692131613692,0.041257916018366814,0.046604301780462265,human
RRM2,0.04583524167537689,,0.03893623128533363,0.028891203925013542,0.05581333115696907,0.029178934171795845,,0.025187451392412186,,0.026651248335838318,0.03447195515036583,0.06625048816204071,0.039024009472794004,0.03447195515036583,0.04583524167537689,human
DSP,0.0447087436914444,0.052488867193460464,0.07809485495090485,0.04174685478210449,0.07097478210926056,0.048084698617458344,0.06415314972400665,0.03409862145781517,-0.009178882464766502,0.06711246073246002,0.05444171652197838,0.02564338594675064,0.04769743777190646,0.050286782905459404,0.0447087436914444,human
HP,0.04459966719150543,0.06844466179609299,,0.017502499744296074,,,0.03043960966169834,,,0.02809562347829342,0.016273878514766693,,0.03422599006444216,0.02926761656999588,0.04459966719150543,human
PGAM1,0.044055383652448654,0.02813064306974411,0.07492233067750931,0.049899693578481674,0.07899248600006104,0.04806409031152725,0.01876586303114891,0.020636260509490967,,0.047100696712732315,0.05824977904558182,0.034888893365859985,0.04579146545041691,0.047100696712732315,0.044055383652448654,human
RCC2,0.04367774724960327,0.02593437395989895,0.02675664983689785,0.029761118814349174,0.04167657718062401,0.036713603883981705,0.03094494342803955,0.01481650024652481,,0.028426311910152435,0.044757597148418427,0.012826384976506233,0.030571982603181492,0.029761118814349174,0.04367774724960327,human
MELK,0.04350098967552185,0.016135945916175842,0.05500861629843712,0.02400815300643444,0.06203759089112282,0.04043355584144592,,0.033545251935720444,0.01305449940264225,0.0388127863407135,0.05074350908398628,0.07502768188714981,0.0411189618435773,0.04043355584144592,0.04350098967552185,human
ATP1B1,0.043379731476306915,0.03783227130770683,0.013863401487469673,0.032730985432863235,,-0.013614286668598652,0.052521467208862305,0.03310900554060936,0.01393788680434227,0.04917995259165764,0.0607677586376667,0.04974935203790665,0.03395068416879936,0.03783227130770683,0.043379731476306915,human
PARK7,0.042691901326179504,0.019985361024737358,0.05072169750928879,0.034762002527713776,0.02863670513033867,0.07962700724601746,0.05129605159163475,0.015633543953299522,-0.021869881078600883,0.05452672392129898,0.054415199905633926,,0.03731148300523108,0.042691901326179504,0.042691901326179504,human
ZWINT,0.042246121913194656,,,0.020090704783797264,0.047367535531520844,0.02859477512538433,,0.032021719962358475,0.017655007541179657,0.01748179830610752,0.05496460199356079,0.0468173511326313,0.03413773514330387,0.032021719962358475,0.042246121913194656,human
SERPINA3,0.04189338907599449,0.08075631409883499,,0.028910990804433823,0.029189376160502434,,0.04727422818541527,,,0.03381086513400078,0.03539715334773064,,0.04246175954384463,0.03539715334773064,0.04189338907599449,human
RBBP7,0.04186266288161278,0.044374432414770126,0.029245685786008835,0.044992584735155106,0.01993619278073311,0.021630944684147835,0.04285067319869995,0.038575366139411926,,0.05125164985656738,0.05552439019083977,,0.03902445826679468,0.042356668040156364,0.04186266288161278,human
RNF183,0.041804082691669464,0.07677000761032104,,0.04763062298297882,0.037688009440898895,,0.051327671855688095,0.03070206195116043,0.015107651241123676,0.06512464582920074,0.0805714800953865,0.01583319902420044,0.04625594327226281,0.04471735283732414,0.041804082691669464,human
HLA-C,0.04145550727844238,0.07574962079524994,,0.028351321816444397,0.02050883136689663,0.03434975445270538,0.03306395560503006,,0.009581227786839008,0.028595011681318283,,0.016612062230706215,0.03202969922373692,0.028595011681318283,0.04145550727844238,human
ADM,0.04113635793328285,0.02615998685359955,0.02721731923520565,0.05269109085202217,,0.03661681339144707,0.02915790118277073,0.023266445845365524,,0.05742057412862778,0.12149447947740555,0.027668943628668785,0.04428299125283956,0.0328873572871089,0.04113635793328285,human
RPL8,0.04085761308670044,,0.06621690839529037,0.0330083966255188,0.03709987923502922,0.024594848975539207,0.03285816311836243,0.011268538422882557,-0.02305196039378643,0.035731736570596695,0.04331110790371895,,0.030189523193985223,0.03437006659805775,0.04085761308670044,human
BEX5,0.040180131793022156,0.020395653322339058,,0.02436608448624611,,0.04200403764843941,0.01666495017707348,-0.009140917100012302,,0.06254962086677551,0.04748702794313431,,0.030563323642127216,0.03227310813963413,0.040180131793022156,human
HIF1A,0.03969757631421089,0.06585608422756195,-0.017511719837784767,0.018928857520222664,,,,-0.018274277448654175,,-0.02202095277607441,-0.018686259165406227,0.01517497282475233,0.007895535207353532,-0.0011683735065162182,0.03969757631421089,human
SLC35E3,0.03940245881676674,0.028109531849622726,,,,,0.021905800327658653,0.012496639043092728,,,,,0.02547860750928521,0.02500766608864069,0.03940245881676674,human
TGFBI,0.03928176313638687,0.013120101764798164,,0.02472376637160778,0.026261156424880028,,0.012962591834366322,,,0.0566871277987957,0.01693551428616047,,0.027138860230999335,0.02472376637160778,0.03928176313638687,human
DKK4,0.03925130516290665,0.02569548413157463,,0.027121776714920998,0.014481333084404469,,0.0737907811999321,,,,,,0.03606813605874777,0.027121776714920998,0.03925130516290665,human
IGHV4-31,0.03889642655849457,0.08411849290132523,0.07597015798091888,0.026765983551740646,,0.10648015886545181,0.019582709297537804,,,0.04334525018930435,0.020545462146401405,0.07611778378486633,0.054646936141782336,0.04334525018930435,0.03889642655849457,human
SDCBP,0.0388818196952343,0.08261976391077042,0.07807088643312454,0.02210162580013275,0.09459293633699417,0.02541297674179077,0.05052885413169861,0.03335015848278999,0.08498881757259369,0.055922091007232666,0.06270327419042587,0.06572750955820084,0.057908392821749054,0.05931268259882927,0.0388818196952343,human
SNRPD3,0.03815362975001335,,,0.02080582268536091,0.018927324563264847,0.021946219727396965,0.015881216153502464,0.01917889341711998,0.012176815420389175,0.03631800413131714,0.022799991071224213,,0.022909768546621006,0.02080582268536091,0.03815362975001335,human
CKS2,0.038145724684000015,0.01285856869071722,0.042426060885190964,0.027509063482284546,0.04822234436869621,0.04797474294900894,0.01913405954837799,0.026469402015209198,,0.03485915809869766,0.04109349474310875,0.05398954078555107,0.03569837820462205,0.038145724684000015,0.038145724684000015,human
PSMA6,0.03707028180360794,0.023554643616080284,0.035596199333667755,0.035169750452041626,0.03030254691839218,0.015270864591002464,0.020125439390540123,0.02498333528637886,,0.024466808885335922,0.01973070576786995,0.03140532225370407,0.027061445299874653,0.02498333528637886,0.03707028180360794,human
KPNA2,0.03620181232690811,0.026700729504227638,0.03162401542067528,0.03295960649847984,0.07060110569000244,0.032954756170511246,0.023751217871904373,0.04231066629290581,0.018632924184203148,0.04188160598278046,0.04601564630866051,0.042881131172180176,0.037209601451953254,0.03458070941269398,0.03620181232690811,human
PDLIM1,0.035748355090618134,0.048287853598594666,,0.04390767961740494,0.06842287629842758,,0.012175592593848705,,-0.010761194862425327,0.026873566210269928,0.02417314425110817,0.01399537269026041,0.029202582832011912,0.026873566210269928,0.035748355090618134,human
SLC25A3,0.035591866821050644,0.01849755086004734,0.06186376139521599,0.029280617833137512,0.051370084285736084,0.02846108376979828,0.015106725506484509,0.024511108174920082,0.021532472223043442,0.013661623001098633,0.03295593708753586,0.03210463374853134,0.03041145539221664,0.028870850801467896,0.035591866821050644,human
TUBB,0.03483344987034798,0.014134008437395096,0.03759884834289551,0.017304133623838425,0.04117041453719139,0.02948746830224991,0.01657656393945217,0.014447338879108429,,0.026240944862365723,0.02118503488600254,0.021604960784316063,0.024962106042287567,0.021604960784316063,0.03483344987034798,human
NDUFS6,0.03418687731027603,0.02525741048157215,0.06427045911550522,0.038160961121320724,0.04697292298078537,0.13436728715896606,0.04156956076622009,0.03517695888876915,-0.009177204221487045,0.054590027779340744,0.03798818960785866,,0.04576031372628429,0.038160961121320724,0.03418687731027603,human
FTH1,0.033301789313554764,0.04041757434606552,,0.04056090861558914,0.05042293667793274,0.09070193022489548,0.02360427938401699,0.014558814465999603,,0.057140957564115524,0.04975590109825134,,0.04449612129893568,0.04056090861558914,0.033301789313554764,human
IER3,0.03323465958237648,,-0.05811407417058945,-0.031247097998857498,,-0.024872777983546257,,-0.042070094496011734,-0.06256332248449326,0.07651837915182114,0.07357499748468399,-0.0535145066678524,-0.009894870842496553,-0.031247097998857498,0.03323465958237648,human
RPN2,0.03315630927681923,0.036778513342142105,0.04150528460741043,0.05434831231832504,0.02813425287604332,0.019229192286729813,0.032794296741485596,,0.01230682898312807,0.019183577969670296,0.022445334121584892,0.022835323587059975,0.029337929646399887,0.02813425287604332,0.03315630927681923,human
PTMA,0.03307061269879341,,0.014820360578596592,0.045309923589229584,0.015678646042943,0.018006252124905586,0.04382314160466194,0.01345305610448122,-0.013028613291680813,0.022342264652252197,0.04544338583946228,,0.0238919029943645,0.020174258388578892,0.03307061269879341,human
MIF,0.03299618884921074,,0.019572943449020386,0.03499966487288475,0.02377239055931568,0.02781488373875618,0.022677088156342506,0.021233029663562775,,0.032074376940727234,0.0258431788533926,0.01811751164495945,0.02591012567281723,0.02480778470635414,0.03299618884921074,human
SRP9,0.032406244426965714,0.025999566540122032,0.02485833689570427,0.020931145176291466,0.047415051609277725,0.016460590064525604,0.02926245518028736,0.01925395056605339,,0.01773614063858986,0.028487814590334892,0.023103540763258934,0.025992257859219204,0.02485833689570427,0.032406244426965714,human
GARS,0.03199121356010437,0.016690967604517937,0.0223361998796463,0.020337169989943504,0.05027319863438606,,0.013438289053738117,0.015009626746177673,0.019453158602118492,0.020108019933104515,0.02539755217730999,0.044105153530836105,0.02537641361017119,0.020337169989943504,0.03199121356010437,human
AKR1C3,0.031970731914043427,0.02746020257472992,,0.02326076291501522,,0.021912751719355583,,,0.015201629139482975,0.017161043360829353,0.01812141202390194,,0.022155504806765487,0.021912751719355583,0.031970731914043427,human
IRF2BPL,0.03168743476271629,0.021067271009087563,0.11548954248428345,0.025434136390686035,0.0661495104432106,0.0256374292075634,0.022390266880393028,,0.07292259484529495,0.019347870722413063,0.02937760017812252,0.05108187720179558,0.04368959401141514,0.02937760017812252,0.03168743476271629,human
CXCL10,0.031598255038261414,0.013572546653449535,0.030710838735103607,,0.014134795404970646,,,,,,,,0.0225041089579463,0.022422817070037127,0.031598255038261414,human
EEF1A1P9,0.031520191580057144,,0.054984260350465775,,,0.02097848616540432,0.027023259550333023,-0.039224766194820404,-0.01731502264738083,-0.018612386658787727,,0.019371338188648224,0.00984067004173994,0.020174912177026272,0.031520191580057144,human
PDIA6,0.031178506091237068,0.02642659842967987,,0.02339024655520916,0.05107985436916351,0.01933913677930832,0.019920719787478447,0.011120456270873547,,0.027615945786237717,0.015616294927895069,0.019388847053050995,0.02450766060501337,0.021655483171343803,0.031178506091237068,human
RGPD6,0.031009625643491745,,-0.029609300196170807,-0.01751747354865074,-0.016515545547008514,,,0.02698085457086563,,,,,-0.0011303678154945373,-0.016515545547008514,0.031009625643491745,human
ACTB,0.030954407528042793,,,0.01775781624019146,0.026684407144784927,0.039687152951955795,0.01658911257982254,0.014090817421674728,-0.011643672361969948,0.03562115877866745,0.02703261375427246,,0.021863757115271356,0.026684407144784927,0.030954407528042793,human
RAN,0.030729683116078377,,0.016122346743941307,0.017022447660565376,0.040559057146310806,0.02375486120581627,0.013111870735883713,0.017831919714808464,0.008685179986059666,0.023215679451823235,0.018839528784155846,0.02085663005709648,0.020975382236594505,0.018839528784155846,0.030729683116078377,human
HNRNPA3,0.030514955520629883,0.017589028924703598,-0.01644844003021717,0.02161412313580513,0.03361920267343521,0.016440611332654953,0.017240040004253387,0.018152864649891853,-0.01591939479112625,0.02939143031835556,0.024447590112686157,0.023711562156677246,0.016696131167312462,0.01988349389284849,0.030514955520629883,human
SOD1,0.030401114374399185,,,,0.03107452392578125,0.030507085844874382,,0.030891017988324165,0.04262290522456169,0.027181807905435562,0.030978702008724213,0.04878532886505127,0.034055310767143965,0.03093485999852419,0.030401114374399185,human
HLA-B,0.030335931107401848,0.06462332606315613,,0.02733493223786354,0.01951938308775425,0.03630879521369934,0.034753672778606415,,,0.024325456470251083,,,0.0338859281369618,0.030335931107401848,0.030335931107401848,human
ODC1,0.030291618779301643,0.014357887208461761,0.10986723750829697,,0.08621697127819061,0.040857601910829544,,0.015440067276358604,0.015775594860315323,0.02825683355331421,0.024805454537272453,0.041148897260427475,0.04070181641727686,0.029274226166307926,0.030291618779301643,human
RPL10,0.03015502169728279,0.012859462760388851,,0.03915160521864891,0.024887772276997566,0.04487938433885574,0.029771840199828148,0.014290702529251575,-0.009249968454241753,0.033185284584760666,0.018602436408400536,,0.023853354156017303,0.027329806238412857,0.03015502169728279,human
CRELD2,0.02963237836956978,0.0468861386179924,,0.04951309785246849,0.023869307711720467,0.028523659333586693,0.05317474156618118,0.022882942110300064,,0.034845784306526184,0.036379799246788025,,0.03618976101279259,0.034845784306526184,0.02963237836956978,human
YWHAG,0.029420703649520874,,0.039509423077106476,0.02699122205376625,0.04841744154691696,0.02851754054427147,,0.01712896302342415,0.02116652950644493,0.031096983700990677,0.03224128112196922,0.03540881723165512,0.030989890545606615,0.030258843675255775,0.029420703649520874,human
ARPC2,0.028176449239253998,0.01830371655523777,0.02886812388896942,0.01900511234998703,0.024291926994919777,,0.014881680719554424,0.016342122107744217,0.012779386714100838,0.020866215229034424,0.0182129368185997,0.022463761270046234,0.02038103926249526,0.01900511234998703,0.028176449239253998,human
ENC1,0.028126249089837074,,,0.022620990872383118,0.023014653474092484,0.026958109810948372,0.01271489355713129,0.013300239108502865,,0.017010468989610672,,,0.020535086414643695,0.022620990872383118,0.028126249089837074,human
HSP90B1,0.027982113882899284,0.01793750934302807,,0.018261322751641273,0.019687147811055183,,0.027119005098938942,0.017368512228131294,,0.015234931372106075,0.014612585306167603,0.01807638630270958,0.01958661267740859,0.01807638630270958,0.027982113882899284,human
FABP5,0.02789846993982792,,,0.024016806855797768,0.024407632648944855,,0.015023205429315567,0.011126245371997356,,0.02131948061287403,0.01263635978102684,,0.01948974294854062,0.02131948061287403,0.02789846993982792,human
CYFIP1,0.027852738276124,0.05321464687585831,0.024819055572152138,0.05138523876667023,0.05162528157234192,0.03524085506796837,0.030133863911032677,,0.025923462584614754,0.022868571802973747,0.04328170046210289,0.04130878299474716,0.037059472535144196,0.03524085506796837,0.027852738276124,human
NDRG1,0.027835341170430183,,0.0542447492480278,0.027606375515460968,,0.044263388961553574,,0.013755230233073235,,0.05902848765254021,0.045256514102220535,0.05552481859922409,0.040939363185316324,0.044759951531887054,0.027835341170430183,human
RPL22L1,0.02745523676276207,,,0.024207254871726036,0.02667270414531231,0.02077658846974373,0.013802148401737213,0.01509624719619751,,0.0363256074488163,0.017571812495589256,0.01795814000070095,0.022207304421398375,0.02077658846974373,0.02745523676276207,human
KRT18,0.02742413617670536,,0.05426531285047531,0.03020167537033558,0.02396676503121853,0.04469780623912811,0.022448929026722908,,,0.03631742298603058,0.040251750499010086,,0.03494672477245331,0.03325954917818308,0.02742413617670536,human
ARPC3,0.027423575520515442,0.019645515829324722,0.014809060841798782,0.02658427134156227,0.0187245924025774,0.01675001159310341,0.01792232133448124,0.012020968832075596,,0.02489900216460228,0.018957145512104034,0.019253546372056007,0.019726364704018288,0.018957145512104034,0.027423575520515442,human
SMS,0.027228418737649918,0.02186860702931881,0.03079073689877987,0.014357595704495907,0.03719280660152435,0.04022917151451111,,0.009489898569881916,,0.03528839349746704,0.02142745442688465,,0.0264303425533904,0.027228418737649918,0.027228418737649918,human
LRP4,0.027057256549596786,0.023573068901896477,,,,0.0348486490547657,0.01603992097079754,,,,,,0.025379723869264126,0.02531516272574663,0.027057256549596786,human
MTIF2,0.026972148567438126,,0.019734835252165794,0.014152145944535732,0.029030337929725647,,,0.018077868968248367,,0.024950625374913216,0.03282931074500084,0.04503617063164711,0.026347930426709354,0.02596138697117567,0.026972148567438126,human
SLC25A5,0.026947587728500366,0.015209546312689781,0.030010424554347992,0.026875436305999756,0.06418532133102417,0.020140670239925385,0.014211348257958889,0.016854265704751015,,0.022359468042850494,0.01846347562968731,0.02648376114666462,0.025612845932218162,0.022359468042850494,0.026947587728500366,human
IFITM3,0.026935625821352005,0.041779883205890656,,0.02470647729933262,0.0345049612224102,0.05973386391997337,0.03380804508924484,-0.011892285197973251,0.030136555433273315,0.05309149995446205,0.02638556808233261,0.014330418780446053,0.030320055782794952,0.030136555433273315,0.026935625821352005,human
MEST,0.026024984195828438,0.01349196769297123,0.030615558847784996,0.023817479610443115,0.015641354024410248,0.022768696770071983,0.012279453687369823,,,,0.0181095190346241,,0.02034362673293799,0.02043910790234804,0.026024984195828438,human
TUBA1B,0.025830872356891632,0.014773884788155556,0.026553763076663017,0.016773780807852745,0.027727395296096802,0.025790633633732796,0.014541389420628548,0.010060884058475494,,0.016310393810272217,0.024693192914128304,0.020846297964453697,0.020354771647940983,0.020846297964453697,0.025830872356891632,human
DNAJC10,0.025770047679543495,0.0354110449552536,,0.02329208143055439,,,0.025217682123184204,,,,,,0.027422714047133923,0.02549386490136385,0.025770047679543495,human
NPM1,0.025578640401363373,,,0.01811870001256466,0.0376950204372406,0.01785735972225666,0.014956511557102203,,0.024710901081562042,0.02759840153157711,0.02506091259419918,0.03962252289056778,0.025688774469825957,0.02506091259419918,0.025578640401363373,human
CTSV,0.025550512596964836,,,,0.01553354412317276,0.025791149586439133,,0.014416945166885853,,0.015076493844389915,0.016996191814541817,,0.018894139522065718,0.01626486796885729,0.025550512596964836,human
CYAT1,0.025423625484108925,0.04038221389055252,0.06669728457927704,0.03382673114538193,,0.056291043758392334,0.012439118698239326,,,0.04452812299132347,0.013618304394185543,,0.036650805617682636,0.037104472517967224,0.025423625484108925,human
ENOPH1,0.025176916271448135,,,,0.027265578508377075,0.017734531313180923,,0.014319764450192451,0.021413102746009827,0.019883301109075546,0.02447483129799366,0.027135342359542847,0.022175421006977558,0.022943967022001743,0.025176916271448135,human
CFL1,0.024956291541457176,0.015152988024055958,0.021346883848309517,0.02601410634815693,0.020261066034436226,0.03006035089492798,0.02426772564649582,0.0146254887804389,,0.025376498699188232,0.020809177309274673,,0.02228705771267414,0.022807304747402668,0.024956291541457176,human
PTTG1,0.024653637781739235,,0.026608355343341827,0.018149306997656822,0.0168744083493948,0.02091217413544655,,0.01232762448489666,,0.022508656606078148,0.016116956248879433,0.014454608783125877,0.019178414303395484,0.018149306997656822,0.024653637781739235,human
UQCRC1,0.024269621819257736,,0.035053350031375885,0.017460297793149948,0.017145762220025063,0.021861910820007324,0.013303074054419994,0.014436962082982063,,0.01939326338469982,0.02471410296857357,0.01689889095723629,0.02045372361317277,0.018426780588924885,0.024269621819257736,human
TOP1,0.024045443162322044,,,0.015935488045215607,0.021983759477734566,,0.020620111376047134,0.011341148987412453,0.01008877344429493,0.020068220794200897,0.020761782303452492,0.019266881048679352,0.018234623182151053,0.020068220794200897,0.024045443162322044,human
LAPTM4B,0.023778272792696953,0.014055452309548855,0.020361403003335,0.022426385432481766,,,0.01869365945458412,,,0.023097477853298187,,,0.020402108474324148,0.021393894217908382,0.023778272792696953,human
SSR2,0.023745408281683922,0.026682566851377487,,0.028618954122066498,0.013744637370109558,,0.03954150155186653,,,0.023525675758719444,0.036651186645030975,,0.027501418654407774,0.026682566851377487,0.023745408281683922,human
H2AFZ,0.023740578442811966,,0.021527448669075966,0.018965071067214012,0.051120854914188385,0.049036454409360886,0.013313538394868374,0.01262254174798727,0.011536556296050549,0.028738267719745636,0.05271727591753006,0.021503638476133347,0.027711111459542404,0.021527448669075966,0.023740578442811966,human
STARD7,0.02364792861044407,,0.04966247081756592,,0.028316007927060127,,,,0.019032614305615425,,0.01511207316070795,0.045041851699352264,0.03013549108679096,0.025981968268752098,0.02364792861044407,human
