gene_symbol,logfc_dz:496,logfc_dz:741,logfc_dz:941,logfc_dz:940,logfc_dz:1080,logfc_dz:788,mean_logfc,median_logfc,common_experiment,organism
FTH1P5,0.190309077501297,0.09196002781391144,-0.05915777012705803,0.05039620026946068,-0.05772726982831955,0.015624448657035828,0.03856745238105456,0.03301032446324825,0.09196002781391144,human
GLTSCR2,0.18122568726539612,,,,-0.015003204345703125,,0.0831112414598465,0.0831112414598465,,human
ZNF160,0.14372165501117706,,,,0.042987044900655746,,0.0933543499559164,0.0933543499559164,,human
PLEKHB1,0.13878604769706726,0.05277615785598755,,,-0.016423208639025688,,0.058379665638009705,0.05277615785598755,0.05277615785598755,human
FAU,0.11956517398357391,,0.04009345918893814,-0.025325534865260124,,0.040108196437358856,0.0436103236861527,0.0401008278131485,,human
HAUS2,0.1149008572101593,,,,0.010513070970773697,0.02209458500146866,0.04916950439413389,0.02209458500146866,,human
STMN4,0.10273909568786621,-0.02342364192008972,,,,,0.039657726883888245,0.039657726883888245,-0.02342364192008972,human
ZNF721,0.10056623816490173,,,,0.054657597094774246,0.019118184223771095,0.05811400649448236,0.054657597094774246,,human
HSPA1A,0.10025974363088608,0.1582944691181183,0.4560328423976898,0.022776775062084198,0.07151082158088684,0.030750755220651627,0.13993756783505282,0.08588528260588646,0.1582944691181183,human
RPS23,0.09075478464365005,0.12626805901527405,,,-0.13159489631652832,0.01235319022089243,0.024445284390822053,0.05155398743227124,0.12626805901527405,human
UBC,0.08521011471748352,0.09316155314445496,,0.01377030834555626,0.024124300107359886,0.02613586001098156,0.048480427265167235,0.02613586001098156,0.09316155314445496,human
NACAP1,0.0850524976849556,,0.012460763566195965,0.012160532176494598,0.024000348523259163,,0.03341853548772633,0.018230556044727564,,human
PRR11,0.08491947501897812,0.03593109920620918,,,,,0.06042528711259365,0.06042528711259365,0.03593109920620918,human
TUBB2A,0.08246421068906784,,-0.04426751285791397,-0.22043082118034363,-0.021743696182966232,-0.028076423332095146,-0.04641084857285023,-0.028076423332095146,,human
TUBA1A,0.07775283604860306,0.20372167229652405,-0.11704178899526596,-0.14940917491912842,-0.44469723105430603,0.062098030000925064,-0.06126260943710804,-0.02747187949717045,0.20372167229652405,human
