gene_symbol,logfc_dz:758,logfc_dz:757,logfc_dz:794,logfc_dz:992,mean_logfc,median_logfc,common_experiment,organism
IGHV4-31,0.21303637325763702,0.1803060621023178,,,0.19667121767997742,0.19667121767997742,0.1803060621023178,human
REG1A,0.1610584557056427,0.09503893554210663,,,0.12804869562387466,0.12804869562387466,0.09503893554210663,human
HLA-A,0.15031734108924866,0.09841886907815933,-0.041284821927547455,,0.06915046274662018,0.09841886907815933,0.09841886907815933,human
SPINK4,0.14686933159828186,0.0615982823073864,,,0.10423380695283413,0.10423380695283413,0.0615982823073864,human
IFITM2,0.14167049527168274,0.034475453197956085,0.07340335845947266,,0.08318310230970383,0.07340335845947266,0.034475453197956085,human
SFN,0.1313079297542572,0.11057280749082565,,,0.12094036862254143,0.12094036862254143,0.11057280749082565,human
IFITM3,0.13084417581558228,0.04943934455513954,0.016224978491663933,,0.06550283295412858,0.04943934455513954,0.04943934455513954,human
HLA-C,0.12059798091650009,0.09440362453460693,-0.03336791321635246,,0.06054456407825152,0.09440362453460693,0.09440362453460693,human
HLA-F,0.11722555011510849,0.04648886248469353,-0.02333023212850094,,0.04679472682376703,0.04648886248469353,0.04648886248469353,human
HLA-DRA,0.11354464292526245,-0.04481830820441246,0.01795169897377491,,0.0288926778982083,0.01795169897377491,-0.04481830820441246,human
PLA2G2A,0.10986422747373581,0.027704305946826935,,,0.06878426671028137,0.06878426671028137,0.027704305946826935,human
LCN2,0.09923404455184937,0.06322263926267624,0.026678070425987244,,0.06304491808017094,0.06322263926267624,0.06322263926267624,human
REG1B,0.09559901058673859,0.031921517103910446,,,0.06376026384532452,0.06376026384532452,0.031921517103910446,human
HLA-J,0.09397270530462265,0.0950407087802887,,,0.09450670704245567,0.09450670704245567,0.0950407087802887,human
HBB,0.08599177747964859,0.06132403761148453,-0.04330509901046753,,0.0346702386935552,0.06132403761148453,0.06132403761148453,human
CLCA1,0.0854022279381752,0.11779329180717468,,,0.10159775987267494,0.10159775987267494,0.11779329180717468,human
IFITM1,0.0824841633439064,0.03882132098078728,0.04532535746693611,,0.055543613930543266,0.04532535746693611,0.03882132098078728,human
PSME2,0.08130888640880585,0.04445900395512581,-0.017902597784996033,,0.035955097526311874,0.04445900395512581,0.04445900395512581,human
S100P,0.07994511723518372,,0.04589785635471344,,0.06292148679494858,0.06292148679494858,,human
IFI30,0.07954367995262146,0.032833993434906006,0.019490670412778854,,0.043956114600102104,0.032833993434906006,0.032833993434906006,human
HSPA5,0.07734792679548264,,-0.022291170433163643,,0.027528378181159496,0.027528378181159496,,human
MCL1,0.07539793848991394,,-0.01409924402832985,,0.030649347230792046,0.030649347230792046,,human
IGK,0.07532110810279846,0.034058548510074615,,,0.05468982830643654,0.05468982830643654,0.034058548510074615,human
TMSB10,0.07473595440387726,0.08724290132522583,-0.028057340532541275,0.0002818352950271219,0.033550837622897234,0.03750889484945219,0.08724290132522583,human
LOC100510519,0.07438042014837265,0.022803835570812225,,,0.04859212785959244,0.04859212785959244,0.022803835570812225,human
DMBT1,0.06998974829912186,0.028580088168382645,,,0.04928491823375225,0.04928491823375225,0.028580088168382645,human
IER2,0.06865152716636658,,0.025151947513222694,,0.046901737339794636,0.046901737339794636,,human
IER3,0.06834112107753754,,,,0.06834112107753754,0.06834112107753754,,human
ZFP36,0.06655064225196838,,0.1060691550374031,,0.08630989864468575,0.08630989864468575,,human
RPL23A,0.06528138369321823,0.03637319430708885,0.03600867837667465,,0.045887752125660576,0.03637319430708885,0.03637319430708885,human
IDO1,0.06474339962005615,,,,0.06474339962005615,0.06474339962005615,,human
SPINK1,0.06246275082230568,0.05044644698500633,,,0.056454598903656006,0.056454598903656006,0.05044644698500633,human
RPL3,0.06172547489404678,0.05906522646546364,,,0.06039535067975521,0.06039535067975521,0.05906522646546364,human
LYZ,0.061219874769449234,,0.04972133785486221,,0.055470606312155724,0.055470606312155724,,human
OLFM4,0.060264382511377335,0.0646974965929985,,,0.06248093955218792,0.06248093955218792,0.0646974965929985,human
MMP1,0.059872064739465714,,,,0.059872064739465714,0.059872064739465714,,human
HLA-DPB1,0.059396836906671524,,0.12372283637523651,,0.09155983664095402,0.09155983664095402,,human
UBD,0.058397211134433746,,,,0.058397211134433746,0.058397211134433746,,human
WARS,0.058321017771959305,,,,0.058321017771959305,0.058321017771959305,,human
SERPINA1,0.0582701601088047,0.056878093630075455,,,0.05757412686944008,0.05757412686944008,0.056878093630075455,human
DEFA5,0.058163437992334366,0.09692784398794174,,,0.07754564099013805,0.07754564099013805,0.09692784398794174,human
HLA-DPA1,0.0576820969581604,-0.01629965752363205,-0.01892971247434616,,0.00748424232006073,-0.01629965752363205,-0.01629965752363205,human
ACTG1,0.056722838431596756,-0.018689071759581566,,0.0005448767333291471,0.012859547801781446,0.0005448767333291471,-0.018689071759581566,human
TFF1,0.05659262463450432,,,,0.05659262463450432,0.05659262463450432,,human
RARRES3,0.056441839784383774,0.03513063117861748,,,0.045786235481500626,0.045786235481500626,0.03513063117861748,human
ASS1,0.055824946612119675,0.025599606335163116,,,0.040712276473641396,0.040712276473641396,0.025599606335163116,human
S100A11,0.05334044620394707,-0.016252834349870682,0.02279932238161564,,0.019962311411897343,0.02279932238161564,-0.016252834349870682,human
TUBB4B,0.052491895854473114,0.027118077501654625,0.015708958730101585,,0.03177297736207644,0.027118077501654625,0.027118077501654625,human
PSMB9,0.05234247446060181,,,,0.05234247446060181,0.05234247446060181,,human
HBA2,0.05100623518228531,0.05222221836447716,-0.04243645444512367,,0.020263999700546265,0.05100623518228531,0.05222221836447716,human
CD63,0.04967581108212471,0.03420190513134003,,,0.04193885810673237,0.04193885810673237,0.03420190513134003,human
CD74,0.04784495010972023,,0.03854060173034668,,0.043192775920033455,0.043192775920033455,,human
RPS27,0.04731375351548195,0.016456449404358864,0.039194706827402115,,0.03432163658241431,0.039194706827402115,0.016456449404358864,human
RPL18,0.046781737357378006,0.0722055658698082,,,0.0594936516135931,0.0594936516135931,0.0722055658698082,human
TIMP1,0.046725161373615265,,0.04563182592391968,,0.04617849364876747,0.04617849364876747,,human
RPS27A,0.04636610299348831,,0.0922638326883316,,0.06931496784090996,0.06931496784090996,,human
HLA-G,0.04579548165202141,0.02445310354232788,-0.04231994226574898,,0.00930954764286677,0.02445310354232788,0.02445310354232788,human
LGALS3BP,0.04511551558971405,0.07137387245893478,,,0.05824469402432442,0.05824469402432442,0.07137387245893478,human
EEF1A1,0.045012976974248886,0.04532533511519432,-0.025992363691329956,0.00028058106545358896,0.01615663236589171,0.022646779019851238,0.04532533511519432,human
MIF,0.0448315404355526,0.03352987766265869,,,0.039180709049105644,0.039180709049105644,0.03352987766265869,human
S100A8,0.04450274258852005,,,,0.04450274258852005,0.04450274258852005,,human
C4orf46,0.04417610540986061,0.021830754354596138,0.05712820589542389,,0.04104502188662688,0.04417610540986061,0.021830754354596138,human
GBP1,0.043999772518873215,,,,0.043999772518873215,0.043999772518873215,,human
RPL11,0.04336707293987274,,-0.03700239583849907,,0.0031823385506868362,0.0031823385506868362,,human
PSMB1,0.042709216475486755,0.01949932798743248,,,0.031104272231459618,0.031104272231459618,0.01949932798743248,human
TAP1,0.0427032895386219,0.018371297046542168,,,0.030537293292582035,0.030537293292582035,0.018371297046542168,human
GPX2,0.04254487529397011,,,,0.04254487529397011,0.04254487529397011,,human
TSPO,0.04235246405005455,0.03469832241535187,0.01562991924583912,,0.03089356857041518,0.03469832241535187,0.03469832241535187,human
PHLDA2,0.04182504490017891,,,,0.04182504490017891,0.04182504490017891,,human
TAPBP,0.04094838351011276,0.024182340130209923,,,0.03256536182016134,0.03256536182016134,0.024182340130209923,human
HLA-DRB5,0.04068629443645477,,0.024918902665376663,,0.03280259855091572,0.03280259855091572,,human
RPS2,0.040566470474004745,0.06503301858901978,,,0.05279974453151226,0.05279974453151226,0.06503301858901978,human
G0S2,0.04042743518948555,,0.09765584766864777,,0.06904164142906666,0.06904164142906666,,human
XBP1,0.040040526539087296,,,,0.040040526539087296,0.040040526539087296,,human
