gene_symbol,logfc_dz:581,logfc_dz:893,logfc_dz:882,logfc_dz:274,logfc_dz:9,logfc_dz:895,mean_logfc,median_logfc,common_experiment,organism
CLEC1B,0.015802903100848198,,,,,,0.015802903100848198,0.015802903100848198,,human
FAM53C,0.0156775563955307,,,,,,0.0156775563955307,0.0156775563955307,,human
CYP20A1,0.015643702819943428,,,,,,0.015643702819943428,0.015643702819943428,,human
PTGDS,0.015589142218232155,,,,,0.021716555580496788,0.01865284889936447,0.01865284889936447,0.021716555580496788,human
HSPB1,0.015461214818060398,,0.0252513624727726,-0.04914122447371483,,,-0.002809549060960611,0.015461214818060398,,human
HSPA8,0.015341581776738167,,-0.03252121061086655,-0.015468309633433819,,,-0.010882646155854067,-0.015468309633433819,,human
ARHGEF6,0.015244008041918278,,,,,,0.015244008041918278,0.015244008041918278,,human
SEMA3C,0.015215769410133362,,,0.01409223023802042,,,0.014653999824076891,0.014653999824076891,,human
MAFB,0.015043954364955425,,,,,,0.015043954364955425,0.015043954364955425,,human
HERC2P9,0.014992395415902138,,,,,,0.014992395415902138,0.014992395415902138,,human
SMG1P5,0.014987954869866371,,,,,,0.014987954869866371,0.014987954869866371,,human
HERC1,0.014929908327758312,,,,,,0.014929908327758312,0.014929908327758312,,human
DOK5,0.014827984385192394,,,,,,0.014827984385192394,0.014827984385192394,,human
SYNPO2L,0.014766390435397625,,,,,,0.014766390435397625,0.014766390435397625,,human
PINK1,0.014717196114361286,,,,,,0.014717196114361286,0.014717196114361286,,human
DYNLT1,0.014651252888143063,,,,0.06866208463907242,,0.04165666876360774,0.04165666876360774,,human
OXCT1,0.01457285974174738,,,,,,0.01457285974174738,0.01457285974174738,,human
POLR1D,0.014558401890099049,,,,,,0.014558401890099049,0.014558401890099049,,human
NFE2L1,0.014542308636009693,,,0.0205399077385664,,,0.017541108187288046,0.017541108187288046,,human
RPS6,0.014505171217024326,,,,,,0.014505171217024326,0.014505171217024326,,human
HOXC10,0.014449840411543846,,,,,,0.014449840411543846,0.014449840411543846,,human
NFE2L2,0.014282980002462864,,-0.018499040976166725,0.012334499508142471,,,0.0027061461781462035,0.012334499508142471,,human
DCAF16,0.014271464198827744,,,,,,0.014271464198827744,0.014271464198827744,,human
ANXA2P2,0.014259635470807552,,,,-0.01647970825433731,,-0.0011100363917648792,-0.0011100363917648792,,human
NDUFB1,0.01424886379390955,,0.019075997173786163,,,,0.016662430483847857,0.016662430483847857,,human
