gene_symbol,logfc_dz:36,logfc_dz:196,logfc_dz:255,mean_logfc,median_logfc,common_experiment,organism,signature_type
ALDH3A1,,,0.5164640545845032,0.5164640545845032,0.5164640545845032,,human,UP
AKR1C2,,,0.2597632706165313,0.2597632706165313,0.2597632706165313,,human,UP
MSMB,,,0.2529883086681366,0.2529883086681366,0.2529883086681366,,human,UP
AKR1C1,,,0.1609983742237091,0.1609983742237091,0.1609983742237091,,human,UP
NQO1,,,0.1510583162307739,0.1510583162307739,0.1510583162307739,,human,UP
A2M,0.2282406240701675,0.0194161552935838,,0.1238283896818757,0.1238283896818757,0.0194161552935838,human,UP
TALDO1,,,0.1059946864843368,0.1059946864843368,0.1059946864843368,,human,UP
SFTPD,0.1054807677865028,,,0.1054807677865028,0.1054807677865028,,human,UP
PTGDS,0.1034097746014595,,,0.1034097746014595,0.1034097746014595,,human,UP
SLPI,,,0.1034080386161804,0.1034080386161804,0.1034080386161804,,human,UP
TSPAN1,,,0.0920822694897651,0.0920822694897651,0.0920822694897651,,human,UP
ADH7,,,0.0891236811876297,0.0891236811876297,0.0891236811876297,,human,UP
LUM,0.0742296054959297,,,0.0742296054959297,0.0742296054959297,,human,UP
LIPA,,0.0725132748484611,,0.0725132748484611,0.0725132748484611,0.0725132748484611,human,UP
FUCA1,,0.0693856850266456,,0.0693856850266456,0.0693856850266456,0.0693856850266456,human,UP
CYP27A1,,0.0654116794466972,,0.0654116794466972,0.0654116794466972,0.0654116794466972,human,UP
WFDC2,,,0.0625502914190292,0.0625502914190292,0.0625502914190292,,human,UP
CYP1A1,,,0.0620524585247039,0.0620524585247039,0.0620524585247039,,human,UP
CSRP1,0.0614843480288982,,,0.0614843480288982,0.0614843480288982,,human,UP
EEF1G,0.0606449469923973,,,0.0606449469923973,0.0606449469923973,,human,UP
TAGLN,0.0605108141899108,,,0.0605108141899108,0.0605108141899108,,human,UP
GPX2,,,0.0599887855350971,0.0599887855350971,0.0599887855350971,,human,UP
