gene_symbol,logfc_dz:4,logfc_dz:403,logfc_dz:456,mean_logfc,median_logfc,common_experiment,organism,signature_type
LUC7L3,,0.1504918038845062,,0.1504918038845062,0.1504918038845062,,human,UP
CFL1,,0.2174714803695678,0.0259902719408273,0.1217308761551976,0.1217308761551976,,human,UP
RAP1B,,0.1117996573448181,,0.1117996573448181,0.1117996573448181,,human,UP
RPLP0,,0.1116692200303077,,0.1116692200303077,0.1116692200303077,,human,UP
XIST,,0.110100969672203,,0.110100969672203,0.110100969672203,,human,UP
FGB,0.0987495705485344,,,0.0987495705485344,0.0987495705485344,0.0987495705485344,human,UP
ANXA1,,,0.0963203758001327,0.0963203758001327,0.0963203758001327,,human,UP
HBB,,0.0319389551877975,0.1601546108722686,0.0960467830300331,0.0960467830300331,,human,UP
PFN1,,,0.0959148183465004,0.0959148183465004,0.0959148183465004,,human,UP
SCLY,0.0942586511373519,,,0.0942586511373519,0.0942586511373519,0.0942586511373519,human,UP
IFNB1,0.0930542275309562,,,0.0930542275309562,0.0930542275309562,0.0930542275309562,human,UP
PLXNB3,0.0865437611937522,,,0.0865437611937522,0.0865437611937522,0.0865437611937522,human,UP
EEF1G,,0.0799632892012596,,0.0799632892012596,0.0799632892012596,,human,UP
RPL4,,0.0793638676404953,,0.0793638676404953,0.0793638676404953,,human,UP
TAGLN2,,,0.0785916075110435,0.0785916075110435,0.0785916075110435,,human,UP
EFNB1,0.0739139914512634,,,0.0739139914512634,0.0739139914512634,0.0739139914512634,human,UP
BRDT,0.0705419108271598,,,0.0705419108271598,0.0705419108271598,0.0705419108271598,human,UP
IFITM3,,,0.0699395686388015,0.0699395686388015,0.0699395686388015,,human,UP
MAP1B,0.0696300566196441,,,0.0696300566196441,0.0696300566196441,0.0696300566196441,human,UP
IL26,0.0683272629976272,,,0.0683272629976272,0.0683272629976272,0.0683272629976272,human,UP
HMGN3,,0.0682799890637397,,0.0682799890637397,0.0682799890637397,,human,UP
IFITM2,,,0.0674797445535659,0.0674797445535659,0.0674797445535659,,human,UP
LDHB,,0.068042904138565,0.0658531486988067,0.0669480264186859,0.0669480264186859,,human,UP
SLC1A2,0.0666764006018638,,,0.0666764006018638,0.0666764006018638,0.0666764006018638,human,UP
FMOD,0.0665030553936958,,,0.0665030553936958,0.0665030553936958,0.0665030553936958,human,UP
SPSB1,0.0653878152370452,,,0.0653878152370452,0.0653878152370452,0.0653878152370452,human,UP
CLC,0.0208931360393762,-0.0126924589276313,0.1846274733543396,0.0642760501553614,0.0208931360393762,0.0208931360393762,human,UP
PON3,0.0642682909965515,,,0.0642682909965515,0.0642682909965515,0.0642682909965515,human,UP
STC2,0.0640624463558197,,,0.0640624463558197,0.0640624463558197,0.0640624463558197,human,UP
MYC,,,0.0639927685260772,0.0639927685260772,0.0639927685260772,,human,UP
ANP32B,,0.0638325363397598,,0.0638325363397598,0.0638325363397598,,human,UP
LALBA,0.060847770422697,,,0.060847770422697,0.060847770422697,0.060847770422697,human,UP
RPL3,,0.0597567893564701,,0.0597567893564701,0.0597567893564701,,human,UP
ODC1,,,0.059657733887434,0.059657733887434,0.059657733887434,,human,UP
SPEG,0.0591126903891563,,,0.0591126903891563,0.0591126903891563,0.0591126903891563,human,UP
RELN,0.0585674010217189,,,0.0585674010217189,0.0585674010217189,0.0585674010217189,human,UP
TRPC6,0.0581047795712947,,,0.0581047795712947,0.0581047795712947,0.0581047795712947,human,UP
YBX1,,,0.0577641762793064,0.0577641762793064,0.0577641762793064,,human,UP
FAM163A,0.0577464886009693,,,0.0577464886009693,0.0577464886009693,0.0577464886009693,human,UP
HSPA8,,,0.0574222020804882,0.0574222020804882,0.0574222020804882,,human,UP
RPS6KA6,0.0568099357187747,,,0.0568099357187747,0.0568099357187747,0.0568099357187747,human,UP
RCAN2,0.0567254684865474,,,0.0567254684865474,0.0567254684865474,0.0567254684865474,human,UP
FAM117A,,,0.0551347061991691,0.0551347061991691,0.0551347061991691,,human,UP
LAPTM4B,,0.0463349483907222,0.0638455674052238,0.055090257897973,0.055090257897973,,human,UP
DIP2C,0.0545755550265312,,,0.0545755550265312,0.0545755550265312,0.0545755550265312,human,UP
PCSK6,0.0543931685388088,,,0.0543931685388088,0.0543931685388088,0.0543931685388088,human,UP
MS4A5,0.0538328364491462,,,0.0538328364491462,0.0538328364491462,0.0538328364491462,human,UP
BMPR1B,0.0538062788546085,,,0.0538062788546085,0.0538062788546085,0.0538062788546085,human,UP
RPS27,,0.1249042525887489,-0.0189589299261569,0.0529726613312959,0.0529726613312959,,human,UP
CSF2RB,,,0.0520037859678268,0.0520037859678268,0.0520037859678268,,human,UP
CSN1S1,0.0511866696178913,,,0.0511866696178913,0.0511866696178913,0.0511866696178913,human,UP
MAP3K9,0.0508580990135669,,,0.0508580990135669,0.0508580990135669,0.0508580990135669,human,UP
LRRC49,0.0507666803896427,,,0.0507666803896427,0.0507666803896427,0.0507666803896427,human,UP
FUT8,0.0506129078567028,,,0.0506129078567028,0.0506129078567028,0.0506129078567028,human,UP
CFHR4,0.0501418933272361,,,0.0501418933272361,0.0501418933272361,0.0501418933272361,human,UP
RPL24,,0.0847630351781845,0.015379911288619,0.0500714732334017,0.0500714732334017,,human,UP
EEF2,,0.026219293475151,0.0739203318953514,0.0500698126852512,0.0500698126852512,,human,UP
VIM,,,0.0497960597276687,0.0497960597276687,0.0497960597276687,,human,UP
RPL5,,0.0493553951382637,,0.0493553951382637,0.0493553951382637,,human,UP
SUSD5,0.0490003637969493,,,0.0490003637969493,0.0490003637969493,0.0490003637969493,human,UP
PHB2,,,0.0486108399927616,0.0486108399927616,0.0486108399927616,,human,UP
GAS2,,0.0483296923339366,,0.0483296923339366,0.0483296923339366,,human,UP
HSP90AB1,,,0.0480108708143234,0.0480108708143234,0.0480108708143234,,human,UP
CCNG1,,0.0464030392467975,0.0481509342789649,0.0472769867628812,0.0472769867628812,,human,UP
BMP5,0.0470499470829963,,,0.0470499470829963,0.0470499470829963,0.0470499470829963,human,UP
HBD,,0.0119004342705011,0.0821687057614326,0.0470345700159668,0.0470345700159668,,human,UP
IFITM1,,,0.0467992722988128,0.0467992722988128,0.0467992722988128,,human,UP
WWC1,0.0467424355447292,,,0.0467424355447292,0.0467424355447292,0.0467424355447292,human,UP
NONO,,,0.0460311695933342,0.0460311695933342,0.0460311695933342,,human,UP
RPN2,,,0.0457703955471515,0.0457703955471515,0.0457703955471515,,human,UP
EPYC,0.0456895604729652,,,0.0456895604729652,0.0456895604729652,0.0456895604729652,human,UP
RXRG,0.0454585030674934,,,0.0454585030674934,0.0454585030674934,0.0454585030674934,human,UP
SOD1,,,0.0454357899725437,0.0454357899725437,0.0454357899725437,,human,UP
EIF4A1,,,0.0453702956438064,0.0453702956438064,0.0453702956438064,,human,UP
MIF,,,0.0449992343783378,0.0449992343783378,0.0449992343783378,,human,UP
REXO2,,0.0443531982600688,,0.0443531982600688,0.0443531982600688,,human,UP
HGD,0.0443411991000175,,,0.0443411991000175,0.0443411991000175,0.0443411991000175,human,UP
MYOZ2,0.0441351011395454,,,0.0441351011395454,0.0441351011395454,0.0441351011395454,human,UP
BCL2L14,0.0440870821475982,,,0.0440870821475982,0.0440870821475982,0.0440870821475982,human,UP
ITGA2B,,,0.0437687039375305,0.0437687039375305,0.0437687039375305,,human,UP
PDLIM1,,0.0429966337978839,,0.0429966337978839,0.0429966337978839,,human,UP
CAP1,,,0.0428711846470832,0.0428711846470832,0.0428711846470832,,human,UP
RPS2,,0.0423204936087131,,0.0423204936087131,0.0423204936087131,,human,UP
MYL7,0.0422582514584064,,,0.0422582514584064,0.0422582514584064,0.0422582514584064,human,UP
CDH7,0.0422300957143306,,,0.0422300957143306,0.0422300957143306,0.0422300957143306,human,UP
FBXO7,,0.031573511660099,0.0527906566858291,0.042182084172964,0.042182084172964,,human,UP
LCT,0.0420758463442325,,,0.0420758463442325,0.0420758463442325,0.0420758463442325,human,UP
ALDH1A1,,,0.0420206747949123,0.0420206747949123,0.0420206747949123,,human,UP
HSPA1A,,0.0419428944587707,,0.0419428944587707,0.0419428944587707,,human,UP
TP63,0.0417286902666091,,,0.0417286902666091,0.0417286902666091,0.0417286902666091,human,UP
LCMT2,0.0416561663150787,,,0.0416561663150787,0.0416561663150787,0.0416561663150787,human,UP
PRAME,0.0413750782608985,,,0.0413750782608985,0.0413750782608985,0.0413750782608985,human,UP
RPL27A,,0.0412376597523689,,0.0412376597523689,0.0412376597523689,,human,UP
PALMD,0.0411795303225517,,,0.0411795303225517,0.0411795303225517,0.0411795303225517,human,UP
TACSTD2,0.0408550128340721,,,0.0408550128340721,0.0408550128340721,0.0408550128340721,human,UP
KDELR3,0.0408425852656364,,,0.0408425852656364,0.0408425852656364,0.0408425852656364,human,UP
CCT2,,,0.0407270789146423,0.0407270789146423,0.0407270789146423,,human,UP
PTPN14,0.0404212512075901,,,0.0404212512075901,0.0404212512075901,0.0404212512075901,human,UP
CSPG4,0.0401525385677814,,,0.0401525385677814,0.0401525385677814,0.0401525385677814,human,UP
CYP39A1,0.0397556722164154,,,0.0397556722164154,0.0397556722164154,0.0397556722164154,human,UP
MYO16,0.0396997667849063,,,0.0396997667849063,0.0396997667849063,0.0396997667849063,human,UP
OPHN1,0.0359983742237091,0.043355043977499,,0.039676709100604,0.039676709100604,0.0359983742237091,human,UP
FHL1,,,0.0390091426670551,0.0390091426670551,0.0390091426670551,,human,UP
PPA1,,,0.038845382630825,0.038845382630825,0.038845382630825,,human,UP
TDGF1,0.0383146964013576,,,0.0383146964013576,0.0383146964013576,0.0383146964013576,human,UP
CCT8,,,0.0381954610347747,0.0381954610347747,0.0381954610347747,,human,UP
TRIM28,,,0.0380712039768695,0.0380712039768695,0.0380712039768695,,human,UP
PAPPA2,0.0380520671606063,,,0.0380520671606063,0.0380520671606063,0.0380520671606063,human,UP
NPM1,,0.0593051351606845,0.0166156757622957,0.0379604054614901,0.0379604054614901,,human,UP
MPP3,0.0378873944282531,,,0.0378873944282531,0.0378873944282531,0.0378873944282531,human,UP
YWHAZ,,,0.0378182008862495,0.0378182008862495,0.0378182008862495,,human,UP
SLC2A2,0.0376001074910163,,,0.0376001074910163,0.0376001074910163,0.0376001074910163,human,UP
FLT4,0.0375998057425022,,,0.0375998057425022,0.0375998057425022,0.0375998057425022,human,UP
SOCS2,,0.0130864474922418,0.0617596358060836,0.0374230416491627,0.0374230416491627,,human,UP
PABPC3,,0.0371328964829444,,0.0371328964829444,0.0371328964829444,,human,UP
RPL36,,,0.0370076596736907,0.0370076596736907,0.0370076596736907,,human,UP
PIEZO2,,0.0369518436491489,,0.0369518436491489,0.0369518436491489,,human,UP
CAPNS1,,,0.0369479656219482,0.0369479656219482,0.0369479656219482,,human,UP
HSPD1,,0.018580213189125,0.054773811250925,0.036677012220025,0.036677012220025,,human,UP
RPL27,,0.0269956905394792,0.0461969077587127,0.036596299149096,0.036596299149096,,human,UP
ARG2,0.0365950316190719,,,0.0365950316190719,0.0365950316190719,0.0365950316190719,human,UP
PENK,0.0361977480351924,,,0.0361977480351924,0.0361977480351924,0.0361977480351924,human,UP
TYMS,,,0.03617924451828,0.03617924451828,0.03617924451828,,human,UP
FGF16,0.0359389968216419,,,0.0359389968216419,0.0359389968216419,0.0359389968216419,human,UP
ARHGEF16,0.0359375923871994,,,0.0359375923871994,0.0359375923871994,0.0359375923871994,human,UP
MSC,0.0358346216380596,,,0.0358346216380596,0.0358346216380596,0.0358346216380596,human,UP
ARMCX6,,0.0354850850999355,,0.0354850850999355,0.0354850850999355,,human,UP
DPYSL3,0.0354832299053669,,,0.0354832299053669,0.0354832299053669,0.0354832299053669,human,UP
SAE1,0.0350168757140636,,,0.0350168757140636,0.0350168757140636,0.0350168757140636,human,UP
TPI1,,,0.0349094197154045,0.0349094197154045,0.0349094197154045,,human,UP
PAPSS1,,,0.0348945707082748,0.0348945707082748,0.0348945707082748,,human,UP
ITM2A,,,0.0348916612565517,0.0348916612565517,0.0348916612565517,,human,UP
RPS8,,,0.0347335711121559,0.0347335711121559,0.0347335711121559,,human,UP
CHGB,0.0347293391823768,,,0.0347293391823768,0.0347293391823768,0.0347293391823768,human,UP
GBA3,0.0346818082034587,,,0.0346818082034587,0.0346818082034587,0.0346818082034587,human,UP
JUND,,,0.034661915153265,0.034661915153265,0.034661915153265,,human,UP
SH3GL3,0.0345662757754325,,,0.0345662757754325,0.0345662757754325,0.0345662757754325,human,UP
VAPA,,0.0256258025765419,0.0432449057698249,0.0344353541731834,0.0344353541731834,,human,UP
RPS7,,0.0224902965128421,0.0458567515015602,0.0341735240072011,0.0341735240072011,,human,UP
MCTP1,0.0341544225811958,,,0.0341544225811958,0.0341544225811958,0.0341544225811958,human,UP
COL6A3,0.0340995267033577,,,0.0340995267033577,0.0340995267033577,0.0340995267033577,human,UP
THOC1,,0.033742643892765,,0.033742643892765,0.033742643892765,,human,UP
HPRT1,,,0.0337107293307781,0.0337107293307781,0.0337107293307781,,human,UP
TBR1,0.0335614196956157,,,0.0335614196956157,0.0335614196956157,0.0335614196956157,human,UP
AKR1D1,0.0335358791053295,,,0.0335358791053295,0.0335358791053295,0.0335358791053295,human,UP
PITPNB,,0.0532608740031719,0.0130876144394278,0.0331742442212998,0.0331742442212998,,human,UP
GCKR,0.0330531522631645,,,0.0330531522631645,0.0330531522631645,0.0330531522631645,human,UP
CYTL1,,,0.0330515727400779,0.0330515727400779,0.0330515727400779,,human,UP
FAM149A,0.0329950898885726,,,0.0329950898885726,0.0329950898885726,0.0329950898885726,human,UP
BMI1,,0.0329222828149795,,0.0329222828149795,0.0329222828149795,,human,UP
TTLL7,0.0329065471887588,,,0.0329065471887588,0.0329065471887588,0.0329065471887588,human,UP
TIMP1,,,0.0328934788703918,0.0328934788703918,0.0328934788703918,,human,UP
KRT85,0.0327054895460605,,,0.0327054895460605,0.0327054895460605,0.0327054895460605,human,UP
UGT2B17,0.0321247428655624,,,0.0321247428655624,0.0321247428655624,0.0321247428655624,human,UP
SRSF2,,,0.0320440456271171,0.0320440456271171,0.0320440456271171,,human,UP
PTP4A2,,,0.0318982750177383,0.0318982750177383,0.0318982750177383,,human,UP
TFR2,,,0.0318680182099342,0.0318680182099342,0.0318680182099342,,human,UP
PPP1CC,,0.0347249694168567,0.0289480332285165,0.0318365013226866,0.0318365013226866,,human,UP
