gene_symbol,logfc_dz:597,logfc_dz:598,logfc_dz:599,logfc_dz:600,logfc_dz:601,logfc_dz:309,mean_logfc,median_logfc,common_experiment,organism,signature_type
DHRS2,,,,,,0.2162024974822998,0.2162024974822998,0.2162024974822998,,human,UP
PSAT1,0.0360700041055679,0.126569777727127,0.1327547132968902,0.1601383239030838,0.0813338086009025,-0.0074775111861526,0.0882315194079031,0.1039517931640148,0.126569777727127,human,UP
RPS27A,,,,,,0.085593357682228,0.085593357682228,0.085593357682228,,human,UP
FGG,0.1204815879464149,0.1373229026794433,0.1504380404949188,0.1312416493892669,0.0912062525749206,-0.1200381815433502,0.085108708590269,0.1258616186678409,0.1373229026794433,human,UP
ATF4,,0.0777691453695297,0.0721175521612167,0.0949976220726966,0.0888881236314773,,0.0834431108087301,0.0833286345005035,0.0777691453695297,human,UP
TUBA1B,,,,,,0.0808968916535377,0.0808968916535377,0.0808968916535377,,human,UP
RPL3,0.0745816603302955,0.0432737432420253,0.0980468764901161,0.1051161512732505,0.0477347038686275,,0.073750627040863,0.0745816603302955,0.0432737432420253,human,UP
LGALS1,,,,,,0.073703609406948,0.073703609406948,0.073703609406948,,human,UP
CYP1A1,0.0869649276137352,0.1082115769386291,0.041265919804573,0.0971102491021156,0.0205651149153709,,0.0708235576748848,0.0869649276137352,0.1082115769386291,human,UP
CEBPB,,0.144167348742485,0.0729597881436348,0.0835507288575172,0.0295263323932886,0.0143847884610295,0.068917797319591,0.0729597881436348,0.144167348742485,human,UP
PGC,,,,,,0.0648440569639206,0.0648440569639206,0.0648440569639206,,human,UP
AGT,0.027224376797676,0.0344484150409698,0.0698863118886947,0.0847104042768478,0.1301601976156234,0.0149219026789069,0.0602252680497864,0.0521673634648323,0.0344484150409698,human,UP
EIF6,,,0.0368710868060588,0.0605828277766704,0.0772101357579231,,0.0582213501135508,0.0605828277766704,,human,UP
CDK4,0.0677659511566162,0.0305697340518236,0.0671601966023445,0.0530768409371376,0.0620820820331573,,0.0561309609562158,0.0620820820331573,0.0305697340518236,human,UP
APOC2,,,,,,0.0560213960707187,0.0560213960707187,0.0560213960707187,,human,UP
DDIT4,,0.0878554731607437,0.0484345182776451,0.0299994200468063,,,0.0554298038283983,0.0484345182776451,0.0878554731607437,human,UP
SLC3A2,,0.0491825118660926,0.0300663914531469,0.0704615265130996,0.0715433359146118,,0.0553134414367377,0.0598220191895961,0.0491825118660926,human,UP
CCL20,0.0262861158698797,0.1975226104259491,0.0989564955234527,,,-0.1039616391062736,0.0547008956782519,0.0626213056966662,0.1975226104259491,human,UP
