gene_symbol,logfc_dz:693,logfc_dz:1075,logfc_dz:1074,logfc_dz:1073,logfc_dz:1079,logfc_dz:692,logfc_dz:691,logfc_dz:450,logfc_dz:512,logfc_dz:816,mean_logfc,median_logfc,common_experiment,organism,signature_type
NUBPL,,,0.0532424598932266,0.0237494315952062,0.1254321038722992,,,,,,0.067474665120244,0.0532424598932266,,human,UP
PRG4,,,,,,,,,0.0672940537333488,,0.0672940537333488,0.0672940537333488,,human,UP
IL1B,,,,,,,,0.0654618591070175,,,0.0654618591070175,0.0654618591070175,,human,UP
IFITM3,0.0364332497119903,,,,,-0.0201333835721015,0.1625781804323196,-0.0321252010762691,0.0799424573779106,0.1570630073547363,0.063959718371431,0.0581878535449504,,human,UP
VSIG4,,,,,,,,,0.063321329653263,,0.063321329653263,0.063321329653263,,human,UP
IFITM1,0.1764074265956878,,-0.0159793756902217,0.0161760095506906,0.0098875444382429,0.1247096210718154,0.1018479764461517,-0.0234845876693725,0.0931676998734474,0.0758280679583549,0.0620622647305329,0.0758280679583549,,human,UP
CD69,0.0199204869568347,,,,,0.0283475015312433,,0.1296870112419128,,,0.0593183332433303,0.0283475015312433,,human,UP
MX1,0.0766771286725997,0.0568370409309864,0.0656963661313057,0.0650068596005439,0.0739266276359558,0.0815185010433197,0.0692199319601059,0.0167460385710001,0.0521335117518901,0.0347884520888328,0.059255045838654,0.0653516128659248,0.0568370409309864,human,UP
LGMN,,,,,,,,,0.0578266009688377,,0.0578266009688377,0.0578266009688377,,human,UP
IFI30,0.0365137979388237,,,,,,0.0198945850133895,0.0276635568588972,0.1454585939645767,0.049708966165781,0.0558478999882936,0.0365137979388237,,human,UP
HLA-B,0.1560338288545608,-0.0093011138960719,-0.0291968174278736,,,,0.1094692125916481,-0.0493319109082222,0.1532188802957534,,0.0551486799182991,0.050084049347788,-0.0093011138960719,human,UP
NFKBIA,0.0426080375909805,,,,0.0197193175554275,0.0504320599138736,0.0824865624308586,0.0943534150719642,0.0346437245607376,,0.0540405195206403,0.0465200487524271,,human,UP
HBB,0.2285152971744537,-0.0416119508445262,0.0333690717816352,-0.0104202413931488,-0.1158958002924919,0.1917724162340164,0.117161326110363,0.0225247740745544,,,0.0531768616056069,0.0279469229280948,-0.0416119508445262,human,UP
PABPC3,0.0508810356259346,,,,,,,0.1174939051270484,-0.0097745610401034,,0.0528667932376265,0.0508810356259346,,human,UP
LAP3,0.03607689589262,,,,,0.0255246348679065,0.0603273250162601,,0.0592470653355121,0.078856810927391,0.052006546407938,0.0592470653355121,,human,UP
AHSP,,,,,,,,,,0.0497724302113056,0.0497724302113056,0.0497724302113056,,human,UP
RPL36AL,,,,,,,0.0263941548764705,0.0707259029150009,,,0.0485600288957357,0.0485600288957357,,human,UP
MKNK2,0.0753045454621315,,,,,0.043309312313795,0.0260030664503574,,,,0.0482056414087613,0.043309312313795,,human,UP
PSME2,0.1013697013258934,,,,,0.0785891562700271,0.077624998986721,-0.0513581521809101,0.0296053159981966,0.0518898777663707,0.0479534830277164,0.0647574383765459,,human,UP
QPCT,,,,,,,,,,0.0474345795810222,0.0474345795810222,0.0474345795810222,,human,UP
HMGN2,,,,,,0.0402828529477119,0.0174443125724792,0.0820712894201278,,,0.0465994849801063,0.0402828529477119,,human,UP
HBA2,0.1568929255008697,,,,-0.0079659111797809,0.105352945625782,0.0785867050290107,0.1043727323412895,0.0304406210780143,-0.1431430578231811,0.0463624229388577,0.0785867050290107,,human,UP
HLA-DQA1,0.1013655662536621,,,,,,,,0.02020950242877,0.016818618401885,0.0461312290281057,0.02020950242877,,human,UP
EMP3,0.0386101379990577,,,,,,0.0573972649872303,,0.0407089330255985,,0.0455721120039622,0.0407089330255985,,human,UP
MS4A1,0.0455110967159271,,,,,,,,,,0.0455110967159271,0.0455110967159271,,human,UP
LILRB2,,,,,,,,,,0.044564165174961,0.044564165174961,0.044564165174961,,human,UP
BPGM,,,,,,,,,,0.0436838380992412,0.0436838380992412,0.0436838380992412,,human,UP
S100A6,,,,,,0.036460131406784,0.0507520623505115,,,,0.0436060968786478,0.0436060968786478,,human,UP
FCER1G,,,,,,,0.0362802259624004,,0.034673873335123,0.0567846111953258,0.0425795701642831,0.0362802259624004,,human,UP
FTL,-0.0144543182104825,,,,,-0.0338285565376281,0.0708694830536842,0.1215721443295478,0.0685755610466003,,0.0425468627363443,0.0685755610466003,,human,UP
CXCL9,,,,,,,,,0.042322851717472,,0.042322851717472,0.042322851717472,,human,UP
MT2A,0.0249861236661672,,,,,0.0825478807091713,0.0651034191250801,-0.0101495636627078,0.0489608496427536,,0.0422897418960928,0.0489608496427536,,human,UP
NCOA4,,,0.0209111738950014,,0.0431464910507202,,,0.0847022905945777,0.026842838153243,0.0356574766337871,0.0422520540654659,0.0356574766337871,,human,UP
MXD1,,,,,,,,,,0.0420422554016113,0.0420422554016113,0.0420422554016113,,human,UP
BIRC2,,,,,,,,0.0532248318195343,,0.0305125564336776,0.0418686941266059,0.0418686941266059,,human,UP
ACTB,-0.0144315985962748,-0.0085380747914314,,,,0.0527810901403427,0.0911550372838974,,0.0864729285240173,,0.0414878765121102,0.0527810901403427,-0.0085380747914314,human,UP
GAPDH,0.0872755497694015,,-0.0250454898923635,,-0.0139972288161516,0.070022165775299,0.0759652778506279,0.052301961928606,,,0.0410870394359032,0.0611620638519525,,human,UP
MSRB1,,,,,,,,,,0.0410688184201717,0.0410688184201717,0.0410688184201717,,human,UP
PFKP,0.0129475500434637,,,,,0.0690879672765731,,,,,0.0410177586600184,0.0410177586600184,,human,UP
TYMP,,,,,,,0.0409043952822685,,,,0.0409043952822685,0.0409043952822685,,human,UP
GABARAPL3,,,,,,,,0.0404291711747646,,,0.0404291711747646,0.0404291711747646,,human,UP
HLA-DQA2,,,,,,,-0.0262055713683366,,0.1066900193691253,,0.0402422240003943,0.0402422240003943,,human,UP
KCTD12,,,,,,,,,0.0401715338230133,,0.0401715338230133,0.0401715338230133,,human,UP
TLR1,,,,,,,,,,0.0399300269782543,0.0399300269782543,0.0399300269782543,,human,UP
IFIT3,0.0274336114525795,,,,,0.036126609891653,0.0571834631264209,-0.0229524858295917,0.0559530593454837,0.0849558189511299,0.0397833461562792,0.0460398346185684,,human,UP
VCAM1,,,,,,,,,0.0396565347909927,,0.0396565347909927,0.0396565347909927,,human,UP
TNFAIP6,,,,,,,,,0.0393625311553478,,0.0393625311553478,0.0393625311553478,,human,UP
SIGLEC1,,,,,,,0.066897265613079,,0.018718771636486,0.031894464045763,0.0391701670984427,0.031894464045763,,human,UP
DEFA4,,,,,,,0.0143010895699262,0.0672651529312133,,0.0359289571642875,0.0391650665551424,0.0359289571642875,,human,UP
COX4I1,,0.0720353350043296,0.0551782622933387,0.0723652318120002,-0.0432625822722911,,,,,,0.0390790617093443,0.0636067986488342,0.0720353350043296,human,UP
TRIM22,0.0436806567013263,,,,,0.0788611099123954,0.0452269837260246,-0.0219609774649143,0.0467377677559852,0.0390571728348732,0.0386004522442817,0.0444538202136755,,human,UP
CTSL,,,,,,,0.0390399098396301,0.0381061844527721,0.0386361628770828,,0.0385940857231617,0.0386361628770828,,human,UP
RSAD2,0.018084168434143,,,,,0.0279119908809661,0.0322038196027278,,0.0282073859125375,0.0861219465732574,0.0385058622807264,0.0282073859125375,,human,UP
CTSB,,,,,,,0.0248910933732986,,0.0517718121409416,,0.0383314527571201,0.0383314527571201,,human,UP
YTHDC1,,,0.0644868165254592,0.0116806756705045,,,,,,,0.0380837460979819,0.0380837460979819,,human,UP
MBD4,-0.0165618360042572,-0.0427721478044986,0.0643708333373069,0.0285119395703077,0.156835526227951,,,,,,0.0380768630653619,0.0285119395703077,-0.0427721478044986,human,UP
LY96,,,,,,,,,0.0238192304968833,0.0521096624433994,0.0379644464701414,0.0379644464701414,,human,UP
SARAF,0.0139517923817038,0.1255822628736496,0.0593174546957016,0.0268147978931665,0.0416831597685813,,-0.0131241809576749,0.0109004378318786,,,0.0378751034981438,0.0268147978931665,0.1255822628736496,human,UP
EZR,,,0.0380622036755085,0.0375666283071041,,,,,,,0.0378144159913063,0.0378144159913063,,human,UP
ZNF331,,,,,,,,0.0377082824707031,,,0.0377082824707031,0.0377082824707031,,human,UP
IFI6,0.0247635226696729,,,,,0.0238152239471673,0.0663290694355964,,0.0472693406045436,0.0214646775275468,0.0367283668369054,0.0247635226696729,,human,UP
OPHN1,0.0199286825954914,,,,,0.0180558431893587,,0.0230433102697134,,0.0852604210376739,0.0365720642730593,0.0214859964326024,,human,UP
SDCBP,,,,,,-0.012669519521296,0.0201873816549778,0.1165601536631584,0.0317206867039203,0.0269367396831512,0.0365470884367823,0.0269367396831512,,human,UP
ARGLU1,,,0.0563898608088493,0.0161542110145092,,,,,,,0.0362720359116792,0.0362720359116792,,human,UP
CKLF,,,,,,,,,,0.0359883457422256,0.0359883457422256,0.0359883457422256,,human,UP
SRSF6,,0.0385516248643398,0.1115461438894271,-0.0172943472862243,0.0283205322921276,0.0181817952543497,,,,,0.0358611498028039,0.0283205322921276,0.0385516248643398,human,UP
IFIT1,0.0290477201342582,,,,,0.0298083294183015,0.0417754240334034,-0.011421269737184,0.0616428889334201,0.0637495666742324,0.0357671099094053,0.0357918767258524,,human,UP
LY6E,0.0140483817085623,,,,,,0.0301170740276575,,0.0276757664978504,0.0703545808792114,0.0355489507783204,0.0288964202627539,,human,UP
TRABD,,-0.0197398662567138,0.0968340635299682,-0.0198504440486431,0.0839268341660499,,,,,,0.0352926468476653,0.032093483954668,-0.0197398662567138,human,UP
SERPINB2,,,,,,,,0.0352776199579238,,,0.0352776199579238,0.0352776199579238,,human,UP
NFKB1,,0.0389478057622909,0.0436357669532299,0.0164170525968074,0.0418384224176406,,,,,,0.0352097619324922,0.0403931140899658,0.0389478057622909,human,UP
CD83,,,,,0.0278711784631013,,,0.0423780530691146,,,0.035124615766108,0.035124615766108,,human,UP
SNX10,,,,,,,,,0.0276562739163637,0.0425904020667076,0.0351233379915356,0.0351233379915356,,human,UP
CTSS,,,,,,,,,0.0367083810269832,0.0332585275173187,0.0349834542721509,0.0349834542721509,,human,UP
IER3,,-0.0138253578916192,,,,,,0.0829512104392051,,,0.0345629262737929,0.0345629262737929,-0.0138253578916192,human,UP
RTN3,,,,,,,,,,0.034396968781948,0.034396968781948,0.034396968781948,,human,UP
NPC2,,,,,,,0.0608282722532749,0.0107094878330826,0.0307508334517478,0.0344384685158729,0.0341817655134946,0.0325946509838104,,human,UP
ATP6V0E1,,,,,,,,,,0.0341467671096324,0.0341467671096324,0.0341467671096324,,human,UP
MARCO,,,,,,,0.013394396752119,,0.054618839174509,,0.034006617963314,0.034006617963314,,human,UP
GSTO1,,,,,,,0.0383376441895961,,0.0291580967605114,0.0340492092072963,0.0338483167191346,0.0340492092072963,,human,UP
SQSTM1,,,0.0125599168241024,0.058513905853033,0.030416402965784,,,,,,0.0338300752143065,0.030416402965784,,human,UP
RNASE2,,,,,,,0.024799209088087,0.0190535206347703,,0.057434644550085,0.0337624580909808,0.024799209088087,,human,UP
DUSP2,,,,,,,,0.0337082967162132,,,0.0337082967162132,0.0337082967162132,,human,UP
ANPEP,,,,,,,0.0331363454461097,,,,0.0331363454461097,0.0331363454461097,,human,UP
MAFB,,,,,,,,,0.0364152677357196,0.0290112942457199,0.0327132809907197,0.0327132809907197,,human,UP
COX7A2,,,,,,0.0250383205711841,0.0132940979674458,0.0597018115222454,,0.032697819173336,0.0326830123085528,0.02886806987226,,human,UP
LGALS1,0.0152149675413966,,,,,,0.0533308200538158,0.0109032243490219,0.0440828837454319,0.0394017770886421,0.0325867345556616,0.0394017770886421,,human,UP
RNASE6,,,,,,,0.0279614496976137,,0.0169267319142818,0.0528140924870967,0.0325674246996641,0.0279614496976137,,human,UP
GTF2E2,,,0.0321211032569408,,,,,,,,0.0321211032569408,0.0321211032569408,,human,UP
HSPA6,,,,,,,,,,0.0319705046713352,0.0319705046713352,0.0319705046713352,,human,UP
CXCL10,,,,,,,0.038160964846611,,0.0255950205028057,,0.0318779926747083,0.0318779926747083,,human,UP
TRAM1,,,0.052054900676012,,,,,,0.0112961744889616,,0.0316755375824868,0.0316755375824868,,human,UP
SUN2,,0.0812825635075569,0.0570612736046314,0.0110545009374618,0.0313458554446697,-0.0223688259720802,,,,,0.0316750735044479,0.0313458554446697,0.0812825635075569,human,UP
STAB1,,,,,,,0.0316397361457347,,,,0.0316397361457347,0.0316397361457347,,human,UP
CCL20,,,,,,,,0.0315931402146816,,,0.0315931402146816,0.0315931402146816,,human,UP
PYCARD,,,,,,,,,,0.0315728336572647,0.0315728336572647,0.0315728336572647,,human,UP
CES1,,,,,,,0.0315446704626083,,,,0.0315446704626083,0.0315446704626083,,human,UP
SRGN,0.0419108420610427,,,,,,0.0326810851693153,0.026431543752551,0.0218255799263715,0.0332212410867214,0.0312140583992004,0.0326810851693153,,human,UP
S100A4,0.0403760597109794,,,,,,-0.0215952731668949,0.0350544042885303,0.0722088515758514,0.0292694121599197,0.0310626909136772,0.0350544042885303,,human,UP
GRN,,,,,,,0.0311231631785631,,0.0303477272391319,,0.0307354452088475,0.0307354452088475,,human,UP
CXCL3,,,,,,,,0.0306658800691366,,,0.0306658800691366,0.0306658800691366,,human,UP
LDHA,0.0451099202036857,,-0.0562992505729198,,,0.0693293586373329,0.0614030361175537,0.0594664365053176,0.0110474582761526,0.0241857320070266,0.0306060987391642,0.0451099202036857,,human,UP
TXN,,,,,,,,,,0.0306047238409519,0.0306047238409519,0.0306047238409519,,human,UP
BLVRA,,,,,,,,,,0.0306031946092844,0.0306031946092844,0.0306031946092844,,human,UP
MMP9,,,,,,,0.0438785068690776,0.0723099485039711,-0.0131343193352222,0.0192549135535955,0.0305772623978555,0.0315667102113366,,human,UP
SH3BGRL3,0.0343247093260288,,,,,0.0272943396121263,0.0501789487898349,,0.0102197425439953,,0.0305044350679963,0.0308095244690775,,human,UP
ANXA3,,,,,,,,,,0.0304423067718744,0.0304423067718744,0.0304423067718744,,human,UP
SGSM2,,0.0108624380081892,0.0480272658169269,0.0321973152458667,,,,,,,0.0303623396903276,0.0321973152458667,0.0108624380081892,human,UP
RBM22,,,0.0327541008591651,,0.0274877957999706,,,,,,0.0301209483295679,0.0301209483295679,,human,UP
ISCU,0.0321906246244907,,,,,0.0280057433992624,,,,,0.0300981840118765,0.0300981840118765,,human,UP
FOS,,,,,,,0.0373847335577011,0.0136480499058961,,0.0390879400074481,0.0300402411570151,0.0373847335577011,,human,UP
GABARAPL2,,,,,,,,,,0.0300236009061336,0.0300236009061336,0.0300236009061336,,human,UP
CASP1,,,,,,,,,,0.0300094187259674,0.0300094187259674,0.0300094187259674,,human,UP
CLEC4A,,,,,,,,,,0.0298500806093215,0.0298500806093215,0.0298500806093215,,human,UP
KANSL3,,-0.0095588117837905,0.0542631112039089,0.0447600297629833,,,,,,,0.0298214430610338,0.0447600297629833,-0.0095588117837905,human,UP
MYOM2,,,,,,,,0.0297458823770284,,,0.0297458823770284,0.0297458823770284,,human,UP
SGK1,,,,,,0.0129993492737412,,0.0547679625451564,0.0164943616837263,0.0345358587801456,0.0296993830706924,0.0255151102319359,,human,UP
RPL23A,0.0777157545089721,,,,,0.0898919776082038,-0.0130861978977918,0.021595561876893,-0.0278003327548503,,0.0296633526682853,0.021595561876893,,human,UP
S100A11,,,,,,,0.0339991636574268,,0.0393578261137008,0.0155845703557133,0.029647186708947,0.0339991636574268,,human,UP
OAS3,0.0215400028973817,,,,,0.0294575877487659,0.0379083789885044,,,,0.0296353232115507,0.0294575877487659,,human,UP
B2M,0.0330709777772426,,,,,-0.0312758050858974,0.0787033662199974,0.0356628522276878,0.0315730310976505,,0.0295468844473362,0.0330709777772426,,human,UP
HLA-DMB,,,,,0.0403744727373123,,0.0123985549435019,,0.0358063802123069,,0.029526469297707,0.0358063802123069,,human,UP
ARL6IP5,,0.0180042553693056,0.0386320315301418,0.0467450581490993,0.0629220753908157,-0.0201952140778303,,0.0356557630002498,0.0248551089316606,,0.0295170111847775,0.0356557630002498,0.0180042553693056,human,UP
NINJ1,,,,,,,,0.0294058211147785,,,0.0294058211147785,0.0294058211147785,,human,UP
HNRNPD,,,,0.0377599522471427,0.0209189932793378,,,,,,0.0293394727632403,0.0293394727632403,,human,UP
LCN2,,,,,,,,,,0.0290864463895559,0.0290864463895559,0.0290864463895559,,human,UP
ALDOA,0.0326600596308708,,,,,0.0323786921799182,0.0520208142697811,0.0108434977009892,0.0174877773970365,,0.0290781682357192,0.0323786921799182,,human,UP
UBE2L6,0.0420999340713024,,,,,0.0546714253723621,0.0550583377480506,-0.0305609349161386,0.0176328364759683,0.0347121395170688,0.0289356230447689,0.0384060367941856,,human,UP
MT1X,,,,,,0.0309337694197893,0.0239139888435602,,0.0318024083971977,,0.028883388886849,0.0309337694197893,,human,UP
PSMA6,0.028774507343769,,-0.0120426025241613,,,0.052208874374628,0.0451797880232334,,0.0333843976259231,0.0252665560692548,0.0287952534854412,0.0310794524848461,,human,UP
IRF7,0.044147603213787,,,,,0.0268177054822444,0.0630922615528106,-0.0192253161221742,,,0.0287080635316669,0.0354826543480157,,human,UP
ANXA5,,,,,,,0.0361983925104141,0.0167645458132028,0.0350606627762317,0.0266321748495101,0.0286639439873397,0.0308464188128709,,human,UP
PILRA,,,,,,,,,,0.028611971065402,0.028611971065402,0.028611971065402,,human,UP
ASGR2,,,,,,,0.028603658080101,,,,0.028603658080101,0.028603658080101,,human,UP
GCA,,,,,,,,,,0.0284879896789789,0.0284879896789789,0.0284879896789789,,human,UP
GABARAP,,,,,,-0.0171973779797554,0.0661552175879478,,,0.0363482125103473,0.0284353507061799,0.0363482125103473,,human,UP
GLA,,,,,,,,0.0280566420406103,,,0.0280566420406103,0.0280566420406103,,human,UP
PIM2,,,,,,0.0351217985153198,,,,0.020958749577403,0.0280402740463614,0.0280402740463614,,human,UP
GPNMB,,,,,,,,,0.0279396530240774,,0.0279396530240774,0.0279396530240774,,human,UP
GNG5,,,,,,,0.0340472720563411,,0.0199216157197952,0.0294129028916358,0.0277939302225907,0.0294129028916358,,human,UP
GTF2B,,,,,,,,0.0277636889368295,,,0.0277636889368295,0.0277636889368295,,human,UP
GLUL,,,,,,,0.0294958930462598,,0.0258985385298728,,0.0276972157880663,0.0276972157880663,,human,UP
ARHGDIB,-0.0826663523912429,0.0820141285657882,0.1258989572525024,0.0905908197164535,,-0.0583957806229591,,,0.0084880981594324,,0.0276549784466624,0.0452511133626103,0.0820141285657882,human,UP
NAMPT,,,,,,,,0.0276243109256029,,,0.0276243109256029,0.0276243109256029,,human,UP
MAP3K1,,,0.0236388817429542,0.0315705016255378,,,,,,,0.027604691684246,0.027604691684246,,human,UP
ADAR,0.0305211637169122,,,,,0.0273878034204244,0.0302673503756523,,0.025785868987441,0.0229348950088024,0.0273794163018465,0.0273878034204244,,human,UP
ZBTB38,0.0273765530437231,,,,,,,,,,0.0273765530437231,0.0273765530437231,,human,UP
HNRNPA1,0.0118147144094109,,,,,0.0236505381762981,,0.0495020449161529,,0.0243106894195079,0.0273194967303425,0.023980613797903,,human,UP
BST2,0.0246693473309278,,,,,,0.0319619514048099,,0.0355638302862644,0.0170116107910871,0.0273016849532723,0.0283156493678689,,human,UP
EML3,,,0.0328775085508823,0.0216540861874818,,,,,,,0.0272657973691821,0.0272657973691821,,human,UP
CAPNS1,0.0139035992324352,,,,,,0.0403848737478256,,,,0.0271442364901304,0.0271442364901304,,human,UP
PLA2G7,,,,,,,0.0199874769896268,0.034039668738842,,,0.0270135728642344,0.0270135728642344,,human,UP
P2RY13,,,,,,,,,,0.0270038954913616,0.0270038954913616,0.0270038954913616,,human,UP
HMGB2,0.0259894505143165,,,,,0.0409040339291095,0.0140944859012961,,,,0.0269959901149074,0.0259894505143165,,human,UP
MX2,0.0180242266505956,,,,,0.0351614616811275,0.0420867726206779,,0.012739872559905,0.0263640955090522,0.0268752858042716,0.0263640955090522,,human,UP
CCNL1,0.0190365388989448,,,,,0.0346733406186103,,,,,0.0268549397587776,0.0268549397587776,,human,UP
CCR1,,,,,,,0.0166751723736524,,0.0228795651346445,0.0409532152116298,0.0268359842399756,0.0228795651346445,,human,UP
RPL21,0.0545814670622348,,,,,,,0.065311498939991,-0.0395150147378444,,0.0267926504214604,0.0545814670622348,,human,UP
CD163,,,,,,,,,0.026714889332652,,0.026714889332652,0.026714889332652,,human,UP
IFI16,0.0267189927399158,,,,,0.0240736007690429,0.0255227386951446,0.0372991785407066,0.0097131254151463,0.0369402654469013,0.0267113169344762,0.0261208657175302,,human,UP
KAT6A,,0.0167697798460721,,0.0366435945034027,,,,,,,0.0267066871747374,0.0267066871747374,0.0167697798460721,human,UP
LGALS3BP,,,,,,0.0178043078631162,0.0259811971336603,,0.0363052524626255,,0.026696919153134,0.0259811971336603,,human,UP
APOBEC3A,,,,,,,0.0260252431035041,,,0.0272299479693174,0.0266275955364108,0.0266275955364108,,human,UP
HBD,,,,,,,,0.0225287452340126,,0.0303765665739774,0.026452655903995,0.026452655903995,,human,UP
XK,,,,,,,,,,0.0262147169560194,0.0262147169560194,0.0262147169560194,,human,UP
IFIT2,,,,,,,0.013775136321783,,,0.0385529994964599,0.0261640679091215,0.0261640679091215,,human,UP
CCL2,,,,,,,0.0182290486991405,0.0338866636157035,,,0.026057856157422,0.026057856157422,,human,UP
POLE3,,,0.016356935724616,0.035690002143383,,,,,,,0.0260234689339995,0.0260234689339995,,human,UP
CAPG,,,,,,,0.0283769518136978,,0.0235955230891704,,0.0259862374514341,0.0259862374514341,,human,UP
PELI2,,,,,,,,,,0.0259823817759752,0.0259823817759752,0.0259823817759752,,human,UP
CTSH,,,,,,,,0.0104157989844679,0.0414440892636776,,0.0259299441240727,0.0259299441240727,,human,UP
IER5,,,,,,,,0.0361068621277809,,0.0156473871320486,0.0258771246299147,0.0258771246299147,,human,UP
CIB1,0.0292049646377563,0.0222238525748252,0.0580775216221809,0.0230756103992462,0.0080086635425686,0.0283335149288177,,0.0109171187505126,,,0.0256916066365582,0.0230756103992462,0.0222238525748252,human,UP
FBXL5,,,,,,,,,,0.025618789717555,0.025618789717555,0.025618789717555,,human,UP
MFSD1,,,,,,,,0.0230140779167413,0.0359741263091564,0.0178574994206428,0.0256152345488468,0.0230140779167413,,human,UP
ZFP36,,,,,,,0.0209853183478117,0.0296303275972604,,0.0259936321526765,0.0255364260325829,0.0259936321526765,,human,UP
PABPC1,0.0147602632641792,0.0206618439406156,0.027348281815648,0.0411871112883091,,0.0236649215221405,,,,,0.0255244843661785,0.0236649215221405,0.0206618439406156,human,UP
RAP1A,0.0278731398284435,,,,,0.022851388901472,,,,,0.0253622643649578,0.0253622643649578,,human,UP
MAT2A,,0.0131845939904451,0.0438543297350406,0.0305545311421155,0.01366369985044,,,,,,0.0253142886795103,0.0221091154962778,0.0131845939904451,human,UP
PGD,,,,,,,0.0250801611691713,,,,0.0250801611691713,0.0250801611691713,,human,UP
MARCKS,,,,,,,,,0.0196952782571315,0.0303866751492023,0.0250409767031669,0.0250409767031669,,human,UP
NPTN,,,,,,,0.0255452934652566,0.0174119751900434,0.027620168402791,0.0295652654021978,0.0250356756150722,0.0265827309340238,,human,UP
ISG20,0.0692509114742279,0.0150745203718543,,,0.0338208675384521,0.037710141390562,0.0196828227490186,-0.0253948327153921,,,0.0250240718014538,0.0267518451437354,0.0150745203718543,human,UP
IFI44,0.0325717888772487,0.0089680608361959,0.0335607677698135,0.0128024686127901,,0.0352412313222885,0.023342590779066,,0.0124017260968685,0.0407930016517639,0.0249602044932544,0.0279571898281574,0.0089680608361959,human,UP
S100A12,,,,,,,,,,0.0249521061778068,0.0249521061778068,0.0249521061778068,,human,UP
TIMP2,,,,,,,,,,0.0248946473002433,0.0248946473002433,0.0248946473002433,,human,UP
ODC1,,,,,-0.0111107788980007,0.0328592211008071,,0.0527859702706337,,,0.0248448041578133,0.0328592211008071,,human,UP
RAC1,,,,,,,0.0247499886900186,,,,0.0247499886900186,0.0247499886900186,,human,UP
SERF2,,,,,,,0.0247193947434425,,,,0.0247193947434425,0.0247193947434425,,human,UP
HMGB1,0.0444962792098522,,,,,0.0264000333845615,0.0169833432883024,0.0229398440569639,0.0126641569659113,,0.0246967313811182,0.0229398440569639,,human,UP
ARPC5L,,,,,,0.0245281122624874,,,,,0.0245281122624874,0.0245281122624874,,human,UP
EIF1,0.0187912993133068,,,,,0.0290776770561933,,0.0299306511878967,,0.0201509501785039,0.0244876444339752,0.0246143136173486,,human,UP
