gene_symbol,logfc_dz:130,logfc_dz:705,logfc_dz:334,mean_logfc,median_logfc,common_experiment,organism,signature_type
HLA-A,0.1848216503858566,0.2264849245548248,0.1138674914836883,0.1750580221414566,0.1848216503858566,0.1138674914836883,human,UP
ISG15,0.179990217089653,0.1378190368413925,0.1038275510072708,0.1405456016461054,0.1378190368413925,0.1038275510072708,human,UP
MT2A,0.1474532634019851,0.1451387703418731,0.0934192761778831,0.1286704366405805,0.1451387703418731,0.0934192761778831,human,UP
ACTC1,0.1329908818006515,0.0936626940965652,,0.1133267879486084,0.1133267879486084,,human,UP
HLA-B,0.1219027563929557,0.1676158905029297,0.0319091379642486,0.107142594953378,0.1219027563929557,0.0319091379642486,human,UP
B2M,0.1213128939270973,0.1404318362474441,0.0590918846428394,0.1069455382724603,0.1213128939270973,0.0590918846428394,human,UP
HLA-C,0.1164049208164215,0.12590092420578,0.0666944459080696,0.103000096976757,0.1164049208164215,0.0666944459080696,human,UP
IFITM3,0.1179776340723037,0.0517488755285739,0.0935869216918945,0.0877711437642574,0.0935869216918945,0.0935869216918945,human,UP
ANKRD1,,0.0843817219138145,,0.0843817219138145,0.0843817219138145,,human,UP
IFITM2,0.0565281435847282,,0.1107770130038261,0.0836525782942771,0.0836525782942771,0.1107770130038261,human,UP
EEF1A1,0.0801542550325393,,,0.0801542550325393,0.0801542550325393,,human,UP
SLN,,,0.0772431343793869,0.0772431343793869,0.0772431343793869,0.0772431343793869,human,UP
IFIT1,0.066718578338623,0.097154714167118,0.0654499754309654,0.0764410893122355,0.066718578338623,0.0654499754309654,human,UP
MT1X,0.1280925422906875,,0.022945599630475,0.0755190709605813,0.0755190709605813,0.022945599630475,human,UP
IFITM1,0.0943305119872093,0.0617388300597667,0.0681398510932922,0.0747363977134227,0.0681398510932922,0.0681398510932922,human,UP
IFIT3,0.0768755674362182,0.0919540300965309,0.0402541793882846,0.0696945923070112,0.0768755674362182,0.0402541793882846,human,UP
ATP2A2,,0.0696072950959205,,0.0696072950959205,0.0696072950959205,,human,UP
ANKRD2,0.1576167643070221,0.0121501544490456,0.0374770499765872,0.069081322910885,0.0374770499765872,0.0374770499765872,human,UP
TXNIP,0.0660888254642486,0.0710809752345085,,0.0685849003493785,0.0685849003493785,,human,UP
HBB,0.0201296731829643,,0.1113218143582344,0.0657257437705993,0.0657257437705993,0.1113218143582344,human,UP
TUBA1B,0.0717813447117805,,0.0587634593248367,0.0652724020183086,0.0652724020183086,0.0587634593248367,human,UP
FTL,0.1114785894751548,0.0240705739706754,0.0587696991860866,0.064772954210639,0.0587696991860866,0.0587696991860866,human,UP
HBA2,0.0384223870933055,,0.0858109965920448,0.0621166918426752,0.0621166918426752,0.0858109965920448,human,UP
MX1,0.0581309087574481,0.0730343759059906,0.0534560047090053,0.0615404297908147,0.0581309087574481,0.0534560047090053,human,UP
CFL1,0.1074109002947807,,0.0149309942498803,0.0611709472723305,0.0611709472723305,0.0149309942498803,human,UP
HSPA1A,,,0.0584163554012775,0.0584163554012775,0.0584163554012775,0.0584163554012775,human,UP
IFI27,0.0938296765089035,0.0628346502780914,0.017310170456767,0.057991499081254,0.0628346502780914,0.017310170456767,human,UP
STAT1,0.0276222936809062,0.088319145143032,,0.0579707194119691,0.0579707194119691,,human,UP
HSPB1,0.1235265880823135,0.0215464811772108,0.0278257243335247,0.057632931197683,0.0278257243335247,0.0278257243335247,human,UP
TMSB10,0.0684642493724823,0.0627328753471374,0.0388746038079261,0.0566905761758486,0.0627328753471374,0.0388746038079261,human,UP
IFI6,0.0156146259978413,0.0949490666389465,,0.0552818463183939,0.0552818463183939,,human,UP
HLA-G,0.0552519224584102,0.0550663843750953,,0.0551591534167528,0.0551591534167528,,human,UP
AMPD1,,0.0347376465797424,0.0747808143496513,0.0547592304646968,0.0547592304646968,0.0747808143496513,human,UP
MYOZ2,0.0228766147047281,0.0847331658005714,,0.0538048902526497,0.0538048902526497,,human,UP
RPS23,,,0.0533628836274147,0.0533628836274147,0.0533628836274147,0.0533628836274147,human,UP
MORF4L1,,,0.0532848387956619,0.0532848387956619,0.0532848387956619,0.0532848387956619,human,UP
MYH3,0.0499751828610897,,,0.0499751828610897,0.0499751828610897,,human,UP
ACTG1,0.0506932027637958,0.0293635949492454,0.0665832087397575,0.0488800021509329,0.0506932027637958,0.0665832087397575,human,UP
RPS15,0.0210527405142784,,0.0754493325948715,0.0482510365545749,0.0482510365545749,0.0754493325948715,human,UP
NGRN,,,0.0479566939175128,0.0479566939175128,0.0479566939175128,0.0479566939175128,human,UP
HLA-DRB1,0.0480039343237876,,0.0478317625820636,0.0479178484529256,0.0479178484529256,0.0478317625820636,human,UP
CHP1,,0.0465204305946826,,0.0465204305946826,0.0465204305946826,,human,UP
LDHB,,0.0626164898276329,0.030153764411807,0.0463851271197199,0.0463851271197199,0.030153764411807,human,UP
RSAD2,0.0480731576681137,0.0542657971382141,0.0361038148403167,0.0461475898822148,0.0480731576681137,0.0361038148403167,human,UP
ATP1B1,0.0728211551904678,,0.0192833580076694,0.0460522565990686,0.0460522565990686,0.0192833580076694,human,UP
HSPB8,0.0457162298262119,,,0.0457162298262119,0.0457162298262119,,human,UP
MT1H,0.0602071173489093,,0.0284543372690677,0.0443307273089885,0.0443307273089885,0.0284543372690677,human,UP
PSAP,0.0676443949341774,0.0205464661121368,,0.0440954305231571,0.0440954305231571,,human,UP
RRAD,0.056144081056118,0.0250017903745174,0.0477220974862575,0.0429559896389643,0.0477220974862575,0.0477220974862575,human,UP
HSP90AA1,0.0428618974983692,,,0.0428618974983692,0.0428618974983692,,human,UP
MB,-0.051643744111061,0.0286800358444452,0.1512565463781356,0.0427642793705066,0.0286800358444452,0.1512565463781356,human,UP
OAS1,0.0139167476445436,0.0704838261008262,,0.0422002868726849,0.0422002868726849,,human,UP
SPARCL1,0.0521684847772121,0.0320736579596996,,0.0421210713684558,0.0421210713684558,,human,UP
SERPING1,0.0176595635712146,0.0663153752684593,,0.041987469419837,0.041987469419837,,human,UP
NDUFC1,,,0.0418269336223602,0.0418269336223602,0.0418269336223602,0.0418269336223602,human,UP
SERF2,0.0416649915277957,,,0.0416649915277957,0.0416649915277957,,human,UP
TUBA1C,0.0642754510045051,0.0174696128815412,,0.0408725319430232,0.0408725319430232,,human,UP
PSMA6,0.0383523739874362,,0.0431106239557266,0.0407314989715814,0.0407314989715814,0.0431106239557266,human,UP
EGLN1,0.0404715649783611,,,0.0404715649783611,0.0404715649783611,,human,UP
