drug,source,phase,cmap_score,tahoe_score
NAPROXEN,BOTH,4.0,-0.298837270353019,-0.236923697595719
CELECOXIB,TAHOE_ONLY,4.0,,-0.227854020413583
DEXAMETHASONE,TAHOE_ONLY,4.0,,-0.313940543227362
FILGOTINIB,TAHOE_ONLY,3.0,,-0.236542219619645
MELOXICAM,TAHOE_ONLY,3.0,,-0.254708810251731
METHOTREXATE,TAHOE_ONLY,3.0,,-0.270350088177417
OMEPRAZOLE,TAHOE_ONLY,3.0,,-0.253749753171323
TOFACITINIB,TAHOE_ONLY,3.0,,-0.232864131878009
