gene_symbol,logfc_dz,mean_logfc,median_logfc,P.Value,adj.P.Val,AveExpr,t,B,probe.id,signature_type
FOS,3.20354903258901,3.20354903258901,3.20354903258901,6.296754271462441e-14,5.68205790734082e-13,9.17409501547527,-8.65508232596887,21.198602071121,2353_at,UP
FOSB,3.12746799370611,3.12746799370611,3.12746799370611,5.37118208407991e-13,3.65525893057452e-12,8.17443758458224,-8.23431488833823,19.0885144125035,2354_at,UP
JUNB,2.15808062496371,2.15808062496371,2.15808062496371,8.74884322974531e-17,2.03880892739594e-15,9.23617479855965,-9.93252273394952,27.6824222904744,3726_at,UP
ZFP36,2.05694730057595,2.05694730057595,2.05694730057595,5.32136425961428e-14,4.92556825548753e-13,10.6565127873102,-8.68798185502198,21.3643443365848,7538_at,UP
APOD,2.00381538091302,2.00381538091302,2.00381538091302,1.20955410066818e-08,3.29124683821559e-08,9.89747945531204,-6.18571761160745,9.25989752895979,347_at,UP
GPX3,1.93853051176469,1.93853051176469,1.93853051176469,0.0017988189809474,0.0025604202630621,10.1847843444085,-3.20340087326176,-2.1650081405812,2878_at,UP
EPHX1,1.90414233715961,1.90414233715961,1.90414233715961,3.60002615878137e-19,2.14385134117579e-17,10.0995989177272,-10.9963649416401,33.10036255379,2052_at,UP
HSPB6,1.88024126966861,1.88024126966861,1.88024126966861,2.91401750656764e-13,2.14098761135336e-12,7.50702069810937,-8.35471071681135,19.6902921839988,126393_at,UP
IER2,1.84374008510022,1.84374008510022,1.84374008510022,1.63242638952835e-19,1.1451582932568101e-17,11.4040835831598,-11.1500422917186,33.8804624786348,9592_at,UP
PAEP,1.74882306503601,1.74882306503601,1.74882306503601,0.0186788786055832,0.0238450797305725,10.0090230926164,-2.38902887012033,-4.28531806513028,5047_at,UP
CTSW,1.72070569517665,1.72070569517665,1.72070569517665,7.19491541603686e-08,1.73287063353438e-07,8.62523870700571,-5.79634845812922,7.52214250458937,1521_at,UP
FKBP8,1.70209854971992,1.70209854971992,1.70209854971992,1.9624632628122e-20,2.15537655342366e-18,7.32614775936405,-11.5627984396754,35.9699556314833,23770_at,UP
STXBP2,1.60093818074235,1.60093818074235,1.60093818074235,6.420743391016391e-20,5.3464433992512094e-18,8.30608556771735,-11.3316339223157,34.8008492233018,6813_at,UP
CYP4F12,1.59899049603417,1.59899049603417,1.59899049603417,7.839456410268141e-25,5.95907324800282e-22,7.06370102740219,-13.570892941289,45.9530915714991,66002_at,UP
PRKCSH,1.59498237445488,1.59498237445488,1.59498237445488,4.8727560625628997e-23,1.81479154882797e-20,10.1879731293669,-12.7437271072433,41.8842564060733,5589_at,UP
LINC01913,1.59194980209499,1.59194980209499,1.59194980209499,8.38215175775386e-17,1.9622856754952e-15,6.06259881582312,-9.94080581952963,27.7246450701912,388942_at,UP
CST1,1.58356027994959,1.58356027994959,1.58356027994959,8.24998185422817e-05,0.0001352157371595,6.87752946563043,-4.09735660226114,0.730631547809237,1469_at,UP
BANF1,1.56545644661532,1.56545644661532,1.56545644661532,1.14553713734353e-21,2.23555917877217e-19,11.1688258427857,-12.1195225151604,38.7715714180475,8815_at,UP
CFD,1.5329672554256,1.5329672554256,1.5329672554256,0.0010598212501605,0.0015462520290803,8.79891583374019,-3.36794209534741,-1.67403162033747,1675_at,UP
PRB3,1.52219324216305,1.52219324216305,1.52219324216305,4.49397544973733e-21,6.575328079458531e-19,8.19797126048289,-11.8511477801805,37.4236999123383,5544_at,UP
SOD3,1.50871362911968,1.50871362911968,1.50871362911968,7.09958817689885e-13,4.66713620717574e-12,7.45167840027385,-8.17927891516604,18.8140200583477,6649_at,UP
CD74,1.48740587682958,1.48740587682958,1.48740587682958,5.56484152429059e-16,9.84041766018874e-15,9.6304642769869,-9.57445194872786,25.8581810226906,972_at,UP
DUSP1,1.47082168676793,1.47082168676793,1.47082168676793,1.5230106960078402e-09,4.84506151530124e-09,8.51680982181457,-6.62571340991679,11.2848093034872,1843_at,UP
LEFTY1,1.46552246056327,1.46552246056327,1.46552246056327,0.0046697207294691,0.0063545179979037,8.27542510609953,-2.89088841415404,-3.04122564960543,10637_at,UP
IL2RG,1.45891219570829,1.45891219570829,1.45891219570829,6.2840012616765804e-15,7.74031760939165e-14,7.6202432945401,-9.10424746930884,23.4688472040387,3561_at,UP
NR4A1,1.45238902747196,1.45238902747196,1.45238902747196,8.59038533918528e-08,2.04515868535415e-07,8.1281003133325,-5.75700034118977,7.34966668125405,3164_at,UP
PTMAP4,1.44179274228026,1.44179274228026,1.44179274228026,6.15144140602409e-22,1.34586403093801e-19,6.64903498806112,-12.2419511789178,39.3846403856404,5761_at,UP
ZYX,1.43399848931198,1.43399848931198,1.43399848931198,3.6874215336822e-17,9.80949905142157e-16,10.1290363811724,-10.0996575904607,28.5344655295022,7791_at,UP
PNPLA2,1.42000351964871,1.42000351964871,1.42000351964871,4.0013369438868e-25,3.7963395010226e-22,8.46226940071301,-13.7069160917912,46.615415628177,57104_at,UP
SLC4A2,1.41717071106059,1.41717071106059,1.41717071106059,2.56105240315401e-19,1.65490843615794e-17,8.16647173322085,-11.0625088151443,33.4362479199284,6522_at,UP
BTG2,1.40164730898694,1.40164730898694,1.40164730898694,2.55403550530481e-12,1.4560774642544898e-11,8.68597495463642,-7.9257621150147,17.5548758714889,7832_at,UP
ELN,1.39374036013476,1.39374036013476,1.39374036013476,1.20708601527447e-10,4.74951016843684e-10,7.72308283922305,-7.14986861411651,13.7682631508974,2006_at,UP
RAB3IL1,1.39341676731468,1.39341676731468,1.39341676731468,3.40012497007827e-21,5.1976238721703905e-19,8.00460710203837,-11.90583140424,37.6987640985298,5866_at,UP
C2CD4A,1.3929962459647,1.3929962459647,1.3929962459647,0.0373595805788506,0.0461982281060776,7.91348409381722,-2.10860127796523,-4.88807506345718,145741_at,UP
EGR1,1.38222965266067,1.38222965266067,1.38222965266067,3.90134525851286e-07,8.46021133552587e-07,9.50906339352074,-5.41565631113441,5.87975871826211,1958_at,UP
APOC1P1,1.37651743602502,1.37651743602502,1.37651743602502,3.54514238510412e-16,6.674512556661111e-15,6.81557572497688,-9.66175568412904,26.3027174402072,342_at,UP
CFL1,1.37143739641189,1.37143739641189,1.37143739641189,1.1832105132679401e-24,8.65603005492158e-22,12.2599375683936,-13.4878277396403,45.5476514061865,1072_at,UP
GNLY,1.37126662769009,1.37126662769009,1.37126662769009,6.60861776710817e-05,0.0001095499929929,11.2792278117404,-4.15672067721202,0.941670949287019,10578_at,UP
BTBD2,1.36794091075881,1.36794091075881,1.36794091075881,1.6122515158976e-18,6.96737553832204e-17,8.41651181520478,-10.7055220116031,31.6215016958469,55643_at,UP
PKM,1.36775953028912,1.36775953028912,1.36775953028912,1.6324090573626402e-15,2.46231716723243e-14,10.6781192874089,-9.3659121395207,24.7973098390625,5315_at,UP
TRAPPC1,1.36127027659826,1.36127027659826,1.36127027659826,7.224330430577411e-15,8.7719730017752e-14,9.90827064996724,-9.0771408082355,23.3314387880303,58485_at,UP
IGLV2-14,1.34829241741492,1.34829241741492,1.34829241741492,2.6877145499467302e-14,2.72280637196384e-13,7.63401502587271,-8.82132764686096,22.037074387678,28815_at,UP
SF3B4,1.3470230310496,1.3470230310496,1.3470230310496,4.33045279821755e-21,6.427898197006399e-19,8.77310926212838,-11.8584122071028,37.4602527845553,10262_at,UP
LOC105373159,1.34629512684417,1.34629512684417,1.34629512684417,7.38665165367963e-22,1.5761267966038901e-19,7.52310515629108,-12.2058966921387,39.2042181860469,105373159_at,UP
AP2A1,1.34334387665848,1.34334387665848,1.34334387665848,3.34979512482883e-20,3.2076206907397497e-18,7.84278450926423,-11.4584486704974,35.4425858939916,160_at,UP
JSRP1,1.34172881722926,1.34172881722926,1.34172881722926,2.58143894601033e-24,1.60236955666896e-21,5.7900115447792,-13.3307990158968,44.779205440609,126306_at,UP
GIPC1,1.32520332703853,1.32520332703853,1.32520332703853,1.7791642594634e-27,4.0493778545387e-24,9.44228956181862,-14.8176000429697,51.9449126302828,10755_at,UP
MT1M,1.32358716509482,1.32358716509482,1.32358716509482,0.027663052588803,0.0346702134868478,7.68671774254064,-2.23313697328413,-4.62882034245237,4499_at,UP
IRF2BP1,1.32039655233045,1.32039655233045,1.32039655233045,1.07558051892138e-19,8.251757059769859e-18,7.78774574215451,-11.2311948437554,34.2919803885867,26145_at,UP
COMP,1.31812444882719,1.31812444882719,1.31812444882719,0.0140447425958592,0.0181853670880897,6.5892422608992,-2.49793445078877,-4.03304511092253,1311_at,UP
PLEC,1.30561307102276,1.30561307102276,1.30561307102276,1.09014416341011e-16,2.45390253222996e-15,7.1608417055256,-9.88996657475048,27.4655039667144,5339_at,UP
IRX3,1.30348832159586,1.30348832159586,1.30348832159586,0.0080452953995748,0.0106777135522153,9.15335617061184,-2.70174679965296,-3.53431945530239,79191_at,UP
IER3,1.30043460530683,1.30043460530683,1.30043460530683,0.0001480567270619,0.0002358499103457,10.1572811711501,-3.93817547895373,0.175663090033626,8870_at,UP
KIR2DS4,1.28126111928617,1.28126111928617,1.28126111928617,1.6355930552305498e-12,9.747887152558199e-12,6.56404030155547,-8.01420597211383,17.9931186400174,3809_at,UP
CREB3L1,1.28071157133974,1.28071157133974,1.28071157133974,3.6196416712058096e-12,1.99528363813186e-11,8.24363698901094,-7.85640943969439,17.2120563032747,90993_at,UP
SPTAN1,1.28069783171348,1.28069783171348,1.28069783171348,5.0200497222588005e-25,4.47089993524997e-22,9.02757464354879,-13.660999038988,46.3920606680189,6709_at,UP
RHOB,1.27762001428704,1.27762001428704,1.27762001428704,5.79810266187341e-14,5.29979183069232e-13,9.29523220738347,-8.67121199452391,21.2798484385824,388_at,UP
SORBS3,1.27695792369063,1.27695792369063,1.27695792369063,2.8580639339187203e-19,1.81815470876991e-17,7.59151602379992,-11.0411914872437,33.3280162381339,10174_at,UP
CENPB,1.27114146086697,1.27114146086697,1.27114146086697,3.83921054481588e-13,2.72685120665772e-12,8.09513012697843,-8.30046303377311,19.4189299489718,1059_at,UP
SH2B2,1.26275342076428,1.26275342076428,1.26275342076428,1.61131579453234e-22,4.8538518728235905e-20,8.55856067558278,-12.5065303047351,40.7053664395504,10603_at,UP
LILRB3,1.26126852156499,1.26126852156499,1.26126852156499,3.5102694029174097e-22,9.218507493507721e-20,7.72374060724788,-12.3526111004387,39.9377429320555,11025_at,UP
MCHR2-AS1,1.2604458805166,1.2604458805166,1.2604458805166,7.99420515162212e-21,1.04970063029377e-18,6.48802668048509,-11.7383516855484,36.8556735934308,728012_at,UP
LINC00957,1.25994081066354,1.25994081066354,1.25994081066354,1.0720977849239799e-26,2.19608510263828e-23,8.96649727147298,-14.4460700321503,50.1782508154273,255031_at,UP
UBALD1,1.25479212341905,1.25479212341905,1.25479212341905,1.83674881258013e-21,3.3592823818653e-19,7.90886832986577,-12.0267087429077,38.3060287736522,124402_at,UP
ZNF385A,1.2528978190595,1.2528978190595,1.2528978190595,3.3337215497492103e-21,5.13443249812502e-19,6.49187118542304,-11.9096996395158,37.7182137245676,25946_at,UP
ZNF580,1.251700902369,1.251700902369,1.251700902369,4.76157568037725e-13,3.2851504289945297e-12,9.51270495046075,-8.2580583220316,19.2070533172987,51157_at,UP
FAM182B,1.24515676242796,1.24515676242796,1.24515676242796,4.06420231289724e-14,3.91217670006518e-13,5.84997841034799,-8.74062929666262,21.6297720749029,728882_at,UP
