"","primary_key","rank","drug_name","cmap_score_unstratified","cmap_score_I-II","cmap_score_III-IV","cmap_score_PE","cmap_score_ESE","cmap_score_MSE","desc_4","desc_3","desc_2","notes","ref"
"222","DB00945",66,"acetylsalicylic acid",-0.482041387008534,-0.511156855066162,-0.475882832307012,-0.505648312756881,-0.474509293520752,-0.508155015712714,"Salicylic acid and derivatives","OTHER ANALGESICS AND ANTIPYRETICS","ANALGESICS","currently used to treat endometriosis",""
"223","DB00945",66,"acetylsalicylic acid",-0.482041387008534,-0.511156855066162,-0.475882832307012,-0.505648312756881,-0.474509293520752,-0.508155015712714,"HMG CoA reductase inhibitors, other combinations","LIPID MODIFYING AGENTS, COMBINATIONS","LIPID MODIFYING AGENTS","currently used to treat endometriosis",""
"318","DB01239",67,"chlorprothixene",-0.481843007140443,-0.465101203524693,-0.527827906009146,-0.421577806045816,-0.549985122386137,-0.474140350812661,"Thioxanthene derivatives","ANTIPSYCHOTICS","PSYCHOLEPTICS","",""
"338","DB01604",68,"pivampicillin",-0.477479933113343,-0.512675521125214,-0.47717238553437,-0.497914043552661,-0.463361166600137,-0.495395168582515,"Combinations of penicillins, incl. beta-lactamase inhibitors","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"142","DB00679",69,"thioridazine",-0.476701006433968,-0.382413043749745,-0.461163062465063,-0.38937201732217,-0.522703468414603,-0.368798609849232,"Phenothiazines with piperidine structure","ANTIPSYCHOTICS","PSYCHOLEPTICS","",""
"34","DB00292",70,"etomidate",-0.475775707026808,-0.457785251554038,-0.453020220974103,-0.443014617687752,-0.482647305242848,-0.419108483778072,"Other general anesthetics","ANESTHETICS, GENERAL","ANESTHETICS","",""
"143","DB00684",71,"tobramycin",-0.475222754793587,-0.528884521706397,-0.512342937574328,-0.490324896577449,-0.492047509897955,-0.452896396161678,"Antibiotics","ANTIINFECTIVES","OPHTHALMOLOGICALS","",""
"144","DB00684",71,"tobramycin",-0.475222754793587,-0.528884521706397,-0.512342937574328,-0.490324896577449,-0.492047509897955,-0.452896396161678,"Other aminoglycosides","AMINOGLYCOSIDE ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"88","DB00489",72,"sotalol",-0.474369392894648,-0.492868343500369,-0.491281145431001,-0.525581818032501,NA,-0.459298337472395,"Beta blocking agents, non-selective","BETA BLOCKING AGENTS","BETA BLOCKING AGENTS","",""
"255","DB01041",73,"thalidomide",-0.473961085520405,-0.450826257313499,-0.502457685945489,-0.470840157211786,-0.466244000331284,-0.502103998703542,"Other immunosuppressants","IMMUNOSUPPRESSANTS","IMMUNOSUPPRESSANTS","",""
"136","DB00656",74,"trazodone",-0.473742792392012,-0.451766910308391,-0.485752082677831,-0.433307637081615,-0.530397914808759,-0.394665799299447,"Other antidepressants","ANTIDEPRESSANTS","PSYCHOANALEPTICS","",""
"82","DB00434",75,"cyproheptadine",-0.472357229793139,-0.467250232101595,-0.470883238247877,-0.432644483604754,-0.509169145910135,-0.439742645676591,"Other antihistamines for systemic use","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","",""
"145","DB00692",76,"phentolamine",-0.471322732498947,-0.455627881266417,-0.476157804684091,-0.438464608978257,-0.4861183178665,-0.478971246031422,"Antidotes","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","",""
"146","DB00692",76,"phentolamine",-0.471322732498947,-0.455627881266417,-0.476157804684091,-0.438464608978257,-0.4861183178665,-0.478971246031422,"Imidazoline derivatives","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","",""
"381","DB06803",77,"niclosamide",-0.469745154063626,-0.450078659014839,-0.471346035859414,-0.436127741275701,-0.537792835291394,-0.40462289277816,"Salicylic acid derivatives","ANTICESTODALS","ANTHELMINTICS","",""
"343","DB01667",78,"8-azaguanine",-0.469741202205267,-0.45338123437032,-0.49099882778768,-0.453020487411862,-0.543947882850238,-0.474212406107664,NA,NA,NA,"",""
"207","DB00877",79,"sirolimus",-0.469040388882023,-0.474966601915031,-0.550852964303787,-0.467923989233941,-0.499672161407972,-0.498787337807118,"Other ophthalmologicals","OTHER OPHTHALMOLOGICALS","OPHTHALMOLOGICALS","",""
"208","DB00877",79,"sirolimus",-0.469040388882023,-0.474966601915031,-0.550852964303787,-0.467923989233941,-0.499672161407972,-0.498787337807118,"Selective immunosuppressants","IMMUNOSUPPRESSANTS","IMMUNOSUPPRESSANTS","",""
"295","DB01120",80,"gliclazide",-0.467517417944024,-0.475849580716651,-0.449808383448577,-0.470902939054715,-0.490766047117755,-0.459488131908284,"Sulfonylureas","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","DRUGS USED IN DIABETES","",""
"224","DB00947",81,"fulvestrant",-0.467484776620436,-0.47349608299774,-0.467321837160381,-0.451022706496073,-0.51848046525521,-0.456250284950339,"Anti-estrogens","HORMONE ANTAGONISTS AND RELATED AGENTS","ENDOCRINE THERAPY","",""
"210","DB00892",82,"oxybuprocaine",-0.466868851267653,-0.396976655475191,-0.457271795864721,-0.363205063868909,-0.472470134607598,-0.442472631396455,"Anesthetics for topical use","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","",""
"211","DB00892",82,"oxybuprocaine",-0.466868851267653,-0.396976655475191,-0.457271795864721,-0.363205063868909,-0.472470134607598,-0.442472631396455,"Local anesthetics","LOCAL ANESTHETICS","OPHTHALMOLOGICALS","",""
"124","DB00610",83,"metaraminol",-0.466841034290634,-0.485175501772273,-0.470069535377061,-0.468713678920904,-0.500877980169784,-0.452329302637247,"Adrenergic and dopaminergic agents","CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES","CARDIAC THERAPY","",""
"309","DB01204",84,"mitoxantrone",-0.465870057559587,-0.452935806463824,-0.484237518263653,-0.493666705999869,-0.421046017543384,-0.468231292019504,"Anthracyclines and related substances","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","ANTINEOPLASTIC AGENTS","",""
"404","DB09210",85,"piracetam",-0.465826244965401,-0.524442808111745,-0.473642108603363,-0.498206016942669,-0.431400133460737,-0.504501307179727,"Other psychostimulants and nootropics","PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS","PSYCHOANALEPTICS","",""
"303","DB01183",86,"naloxone",-0.465070071409909,-0.474134189551458,-0.488956573698242,-0.47511440126869,-0.496177142214917,-0.539184048605373,"Antidotes","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","",""
"304","DB01183",86,"naloxone",-0.465070071409909,-0.474134189551458,-0.488956573698242,-0.47511440126869,-0.496177142214917,-0.539184048605373,"Peripheral opioid receptor antagonists","DRUGS FOR CONSTIPATION","DRUGS FOR CONSTIPATION","",""
"305","DB01183",86,"naloxone",-0.465070071409909,-0.474134189551458,-0.488956573698242,-0.47511440126869,-0.496177142214917,-0.539184048605373,"Natural opium alkaloids","OPIOIDS","ANALGESICS","",""
"107","DB00563",87,"methotrexate",-0.463793039501202,-0.431643787172927,-0.455078131915417,-0.433614198335298,-0.4401915257743,-0.420958867291897,"Folic acid analogues","ANTIMETABOLITES","ANTINEOPLASTIC AGENTS","",""
"108","DB00563",87,"methotrexate",-0.463793039501202,-0.431643787172927,-0.455078131915417,-0.433614198335298,-0.4401915257743,-0.420958867291897,"Other immunosuppressants","IMMUNOSUPPRESSANTS","IMMUNOSUPPRESSANTS","",""
"33","DB00280",88,"disopyramide",-0.463110702398857,-0.479882121532846,-0.471716073003765,-0.454253972329308,-0.516061758532523,-0.428876761931318,"Antiarrhythmics, class Ia","ANTIARRHYTHMICS, CLASS I AND III","CARDIAC THERAPY","",""
"388","DB08936",89,"chlorcyclizine",-0.4629957392466,-0.391802487061176,-0.478982252198969,-0.383874445823268,-0.581304293781272,-0.463618614923449,"Piperazine derivatives","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","",""
"121","DB00600",90,"monobenzone",-0.461673406381468,-0.495010676117159,-0.48081266677821,-0.509646684102946,-0.498758942895656,-0.467664235768027,"Other dermatologicals","OTHER DERMATOLOGICAL PREPARATIONS","OTHER DERMATOLOGICAL PREPARATIONS","",""
"323","DB01327",91,"cefazolin",-0.460169236708994,-0.415168626824271,-0.5312359001767,-0.390846688252383,-0.555978762547111,-0.465651004494805,"First-generation cephalosporins","OTHER BETA-LACTAM ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"150","DB00711",92,"diethylcarbamazine",-0.459079755550017,-0.471176117983624,-0.509238195492493,-0.488225000615932,-0.508434559240104,-0.479410530598062,"Piperazine and derivatives","ANTINEMATODAL AGENTS","ANTHELMINTICS","",""
"349","DB04014",93,"alsterpaullone",-0.458298211406014,-0.481087600250627,-0.485625789688905,-0.484747470032206,-0.50643602130836,-0.513550348062573,NA,NA,NA,"",""
"383","DB06820",94,"sulconazole",-0.456495890272598,-0.407406667860243,-0.495430700532475,-0.411259431864303,-0.580729571485966,-0.490975428533016,"Imidazole and triazole derivatives","ANTIFUNGALS FOR TOPICAL USE","ANTIFUNGALS FOR DERMATOLOGICAL USE","",""
"72","DB00400",95,"griseofulvin",-0.45615048758747,-0.433489001036903,-0.495808401332919,-0.425727891174105,-0.464610046472986,-0.457287644654205,"Antifungals for systemic use","ANTIFUNGALS FOR SYSTEMIC USE","ANTIFUNGALS FOR DERMATOLOGICAL USE","",""
"226","DB00975",96,"dipyridamole",-0.454907807763544,-0.459313331706914,-0.508543652191304,-0.46491683621006,-0.427833489286324,-0.381875505729309,"Platelet aggregation inhibitors excl. heparin","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","",""
"356","DB04815",97,"clioquinol",-0.453681996044994,-0.368340110208326,-0.48387613958882,-0.355375055055678,-0.563172157030092,-0.434509484053524,"Hydroxyquinoline derivatives","AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES","ANTIPROTOZOALS","",""
"357","DB04815",97,"clioquinol",-0.453681996044994,-0.368340110208326,-0.48387613958882,-0.355375055055678,-0.563172157030092,-0.434509484053524,"Medicated dressings with antiinfectives","MEDICATED DRESSINGS","MEDICATED DRESSINGS","",""
"358","DB04815",97,"clioquinol",-0.453681996044994,-0.368340110208326,-0.48387613958882,-0.355375055055678,-0.563172157030092,-0.434509484053524,"Quinoline derivatives","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"359","DB04815",97,"clioquinol",-0.453681996044994,-0.368340110208326,-0.48387613958882,-0.355375055055678,-0.563172157030092,-0.434509484053524,"Antiinfectives","ANTIINFECTIVES","OTOLOGICALS","",""
"360","DB04815",97,"clioquinol",-0.453681996044994,-0.368340110208326,-0.48387613958882,-0.355375055055678,-0.563172157030092,-0.434509484053524,"Quinoline derivatives","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","",""
"202","DB00851",98,"dacarbazine",-0.453459408906004,-0.491427473831186,-0.422498713289982,-0.487528241023493,-0.432330540533208,-0.441480746921195,"Other alkylating agents","ALKYLATING AGENTS","ANTINEOPLASTIC AGENTS","",""
"377","DB06764",99,"tetryzoline",-0.45229792180836,-0.391141525878708,-0.429897932365656,-0.392790223926949,-0.41478227656343,-0.401328409289109,"Sympathomimetics used as decongestants","DECONGESTANTS AND ANTIALLERGICS","OPHTHALMOLOGICALS","",""
"378","DB06764",99,"tetryzoline",-0.45229792180836,-0.391141525878708,-0.429897932365656,-0.392790223926949,-0.41478227656343,-0.401328409289109,"Sympathomimetics, combinations excl. corticosteroids","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","NASAL PREPARATIONS","",""
"288","DB01112",100,"cefuroxime",-0.452289590401343,-0.432707070750573,-0.468805068048868,-0.43894935828528,-0.568312541275869,-0.482624820493038,"Antibiotics","ANTIINFECTIVES","OPHTHALMOLOGICALS","",""
"289","DB01112",100,"cefuroxime",-0.452289590401343,-0.432707070750573,-0.468805068048868,-0.43894935828528,-0.568312541275869,-0.482624820493038,"Second-generation cephalosporins","OTHER BETA-LACTAM ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"405","DB09345",101,"pramocaine",-0.451581951140934,-0.394958956652796,-0.479810219430643,-0.403560281591153,-0.506589031789578,-0.427359714891768,"Anesthetics for topical use","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","",""
"406","DB09345",101,"pramocaine",-0.451581951140934,-0.394958956652796,-0.479810219430643,-0.403560281591153,-0.506589031789578,-0.427359714891768,"Local anesthetics","AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","VASOPROTECTIVES","",""
"399","DB09020",102,"bisacodyl",-0.451251500508644,-0.392876929142498,-0.501543314893804,-0.372168603718846,-0.471463760558405,-0.434756478009011,"Contact laxatives","DRUGS FOR CONSTIPATION","DRUGS FOR CONSTIPATION","",""
"154","DB00721",103,"procaine",-0.45068681245363,-0.486873300135155,-0.448867083057657,-0.451277399790021,-0.454920255846156,-0.436625509682189,"Esters of aminobenzoic acid","ANESTHETICS, LOCAL","ANESTHETICS","",""
"155","DB00721",103,"procaine",-0.45068681245363,-0.486873300135155,-0.448867083057657,-0.451277399790021,-0.454920255846156,-0.436625509682189,"Local anesthetics","AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","VASOPROTECTIVES","",""
"156","DB00721",103,"procaine",-0.45068681245363,-0.486873300135155,-0.448867083057657,-0.451277399790021,-0.454920255846156,-0.436625509682189,"Local anesthetics","LOCAL ANESTHETICS","OPHTHALMOLOGICALS","",""
"341","DB01626",104,"pargyline",-0.450403972305377,-0.433527696908891,-0.391710751705875,-0.450115665550209,-0.38237724748498,-0.374314676527768,"MAO inhibitors and diuretics","ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION","ANTIHYPERTENSIVES","",""
"109","DB00564",105,"carbamazepine",-0.449569924900321,-0.418945613026987,-0.472306641577348,-0.407152461977544,-0.488936847005164,-0.44923547113983,"Carboxamide derivatives","ANTIEPILEPTICS","ANTIEPILEPTICS","",""
"188","DB00809",106,"tropicamide",-0.449286263586694,-0.465206475799575,-0.425747132198813,-0.484091340341559,-0.387051315782486,-0.490443357677123,"Anticholinergics","MYDRIATICS AND CYCLOPLEGICS","OPHTHALMOLOGICALS","",""
"41","DB00328",107,"indometacin",-0.448857888983642,-0.423986976087341,-0.426972529251832,-0.411607487485774,-0.476339821350933,-0.431906208573789,"Antiinflammatory preparations, non-steroids for topical use","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","currently used to treat endometriosis",""
"42","DB00328",107,"indometacin",-0.448857888983642,-0.423986976087341,-0.426972529251832,-0.411607487485774,-0.476339821350933,-0.431906208573789,"Antiinflammatory agents, non-steroids and antiinfectives in combination","ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION","OPHTHALMOLOGICALS","currently used to treat endometriosis",""
"43","DB00328",107,"indometacin",-0.448857888983642,-0.423986976087341,-0.426972529251832,-0.411607487485774,-0.476339821350933,-0.431906208573789,"Acetic acid derivatives and related substances","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","currently used to treat endometriosis",""
"44","DB00328",107,"indometacin",-0.448857888983642,-0.423986976087341,-0.426972529251832,-0.411607487485774,-0.476339821350933,-0.431906208573789,"Other cardiac preparations","OTHER CARDIAC PREPARATIONS","CARDIAC THERAPY","currently used to treat endometriosis",""
"179","DB00788",108,"naproxen",-0.446044559307232,-0.455950655712654,-0.439098080890433,-0.42288790426212,-0.438571028513202,-0.398637740972134,"Antiinflammatory products for vaginal administration","OTHER GYNECOLOGICALS","OTHER GYNECOLOGICALS","currently used to treat endometriosis",""
"180","DB00788",108,"naproxen",-0.446044559307232,-0.455950655712654,-0.439098080890433,-0.42288790426212,-0.438571028513202,-0.398637740972134,"Antiinflammatory preparations, non-steroids for topical use","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","currently used to treat endometriosis",""
"181","DB00788",108,"naproxen",-0.446044559307232,-0.455950655712654,-0.439098080890433,-0.42288790426212,-0.438571028513202,-0.398637740972134,"Propionic acid derivatives","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","currently used to treat endometriosis",""
"114","DB00586",109,"diclofenac",-0.445571841774024,-0.402416275883829,-0.499461389676751,-0.417937431680172,-0.463602560011759,-0.420987631998424,"Antiinflammatory preparations, non-steroids for topical use","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","has been used in clinical trials to treat endometriosis","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6464974/"
"115","DB00586",109,"diclofenac",-0.445571841774024,-0.402416275883829,-0.499461389676751,-0.417937431680172,-0.463602560011759,-0.420987631998424,"Antiinflammatory agents, non-steroids and antiinfectives in combination","ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION","OPHTHALMOLOGICALS","has been used in clinical trials to treat endometriosis","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6464974/"
"116","DB00586",109,"diclofenac",-0.445571841774024,-0.402416275883829,-0.499461389676751,-0.417937431680172,-0.463602560011759,-0.420987631998424,"Other dermatologicals","OTHER DERMATOLOGICAL PREPARATIONS","OTHER DERMATOLOGICAL PREPARATIONS","has been used in clinical trials to treat endometriosis","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6464974/"
"117","DB00586",109,"diclofenac",-0.445571841774024,-0.402416275883829,-0.499461389676751,-0.417937431680172,-0.463602560011759,-0.420987631998424,"Acetic acid derivatives and related substances","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","has been used in clinical trials to treat endometriosis","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6464974/"
"277","DB01099",110,"flucytosine",-0.443856461524502,-0.419957479409322,-0.45123821404087,-0.407323842361168,-0.466680747649976,-0.477538095959855,"Other antimycotics for systemic use","ANTIMYCOTICS FOR SYSTEMIC USE","ANTIMYCOTICS FOR SYSTEMIC USE","",""
"278","DB01099",110,"flucytosine",-0.443856461524502,-0.419957479409322,-0.45123821404087,-0.407323842361168,-0.466680747649976,-0.477538095959855,"Other antifungals for topical use","ANTIFUNGALS FOR TOPICAL USE","ANTIFUNGALS FOR DERMATOLOGICAL USE","",""
"206","DB00871",111,"terbutaline",-0.443618990763121,-0.41619408530501,-0.444251677766468,-0.404826400099932,-0.377304182109458,-0.450421762996218,"Selective beta-2-adrenoreceptor agonists","ADRENERGICS FOR SYSTEMIC USE","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","",""
"279","DB01100",112,"pimozide",-0.443146341660361,-0.414589724397056,-0.436661020908458,-0.3826159994502,-0.535384606772393,-0.355028685704554,"Diphenylbutylpiperidine derivatives","ANTIPSYCHOTICS","PSYCHOLEPTICS","",""
"193","DB00826",113,"natamycin",-0.442506636726977,-0.443716554640809,-0.475083611838351,-0.408066094476624,-0.505459072351709,-0.425995304491275,"Antiinfectives and antiseptics for local oral treatment","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","",""
"194","DB00826",113,"natamycin",-0.442506636726977,-0.443716554640809,-0.475083611838351,-0.408066094476624,-0.505459072351709,-0.425995304491275,"Antibiotics","ANTIINFECTIVES","OPHTHALMOLOGICALS","",""
"195","DB00826",113,"natamycin",-0.442506636726977,-0.443716554640809,-0.475083611838351,-0.408066094476624,-0.505459072351709,-0.425995304491275,"Antibiotics","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"196","DB00826",113,"natamycin",-0.442506636726977,-0.443716554640809,-0.475083611838351,-0.408066094476624,-0.505459072351709,-0.425995304491275,"Antibiotics","ANTIFUNGALS FOR TOPICAL USE","ANTIFUNGALS FOR DERMATOLOGICAL USE","",""
"197","DB00826",113,"natamycin",-0.442506636726977,-0.443716554640809,-0.475083611838351,-0.408066094476624,-0.505459072351709,-0.425995304491275,"Antibiotics","INTESTINAL ANTIINFECTIVES","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","",""
"329","DB01424",114,"aminophenazone",-0.441914011941661,-0.369479641654635,-0.43531677895905,-0.366124365535988,-0.433129611217017,-0.46315501392695,"Pyrazolones","OTHER ANALGESICS AND ANTIPYRETICS","ANALGESICS","",""
"267","DB01069",115,"promethazine",-0.44181750790269,-0.431643178059323,-0.408755837842062,-0.422559515242048,-0.459168342102729,-0.430145791399939,"Antidotes","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","",""
"268","DB01069",115,"promethazine",-0.44181750790269,-0.431643178059323,-0.408755837842062,-0.422559515242048,-0.459168342102729,-0.430145791399939,"Phenothiazine derivatives","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","",""
"269","DB01069",115,"promethazine",-0.44181750790269,-0.431643178059323,-0.408755837842062,-0.422559515242048,-0.459168342102729,-0.430145791399939,"Antihistamines for topical use","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","",""
"1","DB00115",116,"cyanocobalamin",-0.439526542049347,-0.450877883266054,-0.421453934958732,-0.449035947521727,NA,-0.405236277641985,"Vitamin B12 (cyanocobalamin and analogues)","VITAMIN B12 AND FOLIC ACID","ANTIANEMIC PREPARATIONS","",""
"262","DB01060",117,"amoxicillin",-0.437263684002426,-0.458185151793241,-0.441005564396593,-0.45351193633035,-0.439505741696777,-0.39808615132745,"Combinations for eradication of Helicobacter pylori","DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)","DRUGS FOR ACID RELATED DISORDERS","",""
"263","DB01060",117,"amoxicillin",-0.437263684002426,-0.458185151793241,-0.441005564396593,-0.45351193633035,-0.439505741696777,-0.39808615132745,"Combinations of penicillins, incl. beta-lactamase inhibitors","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"372","DB06707",118,"corbadrine",-0.43675374030563,-0.372121124281987,-0.421420080330527,-0.371853505863457,-0.420836776428003,-0.416702997504611,NA,NA,NA,"",""
"51","DB00341",119,"cetirizine",-0.436733091418014,-0.430030288131067,-0.439535855785225,-0.423486006672813,-0.394672342982324,-0.420430374083234,"Piperazine derivatives","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","",""
"166","DB00752",120,"tranylcypromine",-0.436600353456949,-0.412795298596969,-0.445832630800553,-0.390851875048356,-0.449181214504188,-0.426177351159636,"Monoamine oxidase inhibitors, non-selective","ANTIDEPRESSANTS","PSYCHOANALEPTICS","",""
"369","DB06694",121,"xylometazoline",-0.436410390533934,-0.433761224773378,-0.468710148229505,-0.437611597157117,-0.540700859772497,-0.454797635560928,"Sympathomimetics, combinations excl. corticosteroids","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","NASAL PREPARATIONS","",""
"370","DB06694",121,"xylometazoline",-0.436410390533934,-0.433761224773378,-0.468710148229505,-0.437611597157117,-0.540700859772497,-0.454797635560928,"Sympathomimetics used as decongestants","DECONGESTANTS AND ANTIALLERGICS","OPHTHALMOLOGICALS","",""
"105","DB00550",122,"propylthiouracil",-0.436001313317154,-0.485752735571376,-0.442139407642794,-0.483610265015018,-0.430704911823045,-0.447458204365715,"Thiouracils","ANTITHYROID PREPARATIONS","THYROID THERAPY","",""
"256","DB01047",123,"fluocinonide",-0.435611208442018,-0.425973913242886,-0.444415050164848,-0.422426387478729,-0.407861279492017,-0.409843445016665,"Corticosteroids","AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","VASOPROTECTIVES","",""
"257","DB01047",123,"fluocinonide",-0.435611208442018,-0.425973913242886,-0.444415050164848,-0.422426387478729,-0.407861279492017,-0.409843445016665,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","",""
"131","DB00637",124,"astemizole",-0.43558366518679,-0.408205480316347,-0.460499176265991,-0.413829705385666,-0.479315344123587,-0.421523000676239,"Other antihistamines for systemic use","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","",""
"365","DB04842",125,"fluspirilene",-0.434712836416057,-0.385274760980605,-0.466565875589793,-0.36644886445908,-0.550747052861676,-0.335483705710556,"Diphenylbutylpiperidine derivatives","ANTIPSYCHOTICS","PSYCHOLEPTICS","",""
"339","DB01614",126,"acepromazine",-0.434094362029094,-0.424919320257929,-0.448920767055314,-0.417360940919368,-0.478418094106613,-0.366643365285033,"Phenothiazines with aliphatic side-chain","ANTIPSYCHOTICS","PSYCHOLEPTICS","",""
"174","DB00778",127,"roxithromycin",-0.43233696548464,-0.423082539614697,-0.485960730856295,-0.426902376287352,-0.447755963497383,-0.4464945177143,"Macrolides","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"21","DB00251",128,"terconazole",-0.432305915168964,-0.412859733093339,-0.445387085706759,-0.349699511619936,-0.479890532914263,-0.466046851606406,"Triazole derivatives","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"264","DB01061",129,"azlocillin",-0.431200900298343,-0.44382524853272,-0.481815681528701,-0.457196506520019,-0.509768413038732,-0.392596960117376,"Combinations of penicillins, incl. beta-lactamase inhibitors","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"229","DB00991",130,"oxaprozin",-0.430664935923782,-0.459144555764197,-0.415441457302607,-0.439959594859367,-0.502333948102462,-0.450556605415978,"Propionic acid derivatives","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","",""
"134","DB00643",131,"mebendazole",-0.429834498224846,-0.439281135220066,-0.464097903298273,-0.418414724967982,-0.458682792191528,-0.45365850289181,"Benzimidazole derivatives","ANTINEMATODAL AGENTS","ANTHELMINTICS","",""
"321","DB01275",132,"hydralazine",-0.429606180035855,-0.48063040472685,-0.476625884841632,-0.46180000406299,-0.437971869037382,-0.436015311377737,"Hydrazinophthalazine derivatives","ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON","ANTIHYPERTENSIVES","",""
