"","primary_key","rank","drug_name","cmap_score_unstratified","cmap_score_I-II","cmap_score_III-IV","cmap_score_PE","cmap_score_ESE","cmap_score_MSE","desc_4","desc_3","desc_2","notes","ref"
"398","DB09018",133,"bromopride",-0.429001271985163,-0.415521848371646,-0.476015582291664,-0.427047930749358,-0.531519405561457,-0.405080990729036,"Propulsives","PROPULSIVES","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","",""
"198","DB00827",134,"cinoxacin",-0.428711451931237,-0.388529791158709,-0.475821731188593,-0.392589019466478,-0.426082768048598,-0.385279360303012,"Other quinolones","QUINOLONE ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"371","DB06698",135,"betahistine",-0.42822280721131,-0.401094690962109,-0.483062617593172,-0.39029353807346,-0.406579996133112,-0.379968993597909,"Antivertigo preparations","ANTIVERTIGO PREPARATIONS","OTHER NERVOUS SYSTEM DRUGS","",""
"182","DB00805",136,"minaprine",-0.427137021296513,-0.47517857773878,-0.46089838262837,-0.474892557682574,-0.448001985978441,-0.426407876589086,"Other antidepressants","ANTIDEPRESSANTS","PSYCHOANALEPTICS","",""
"400","DB09069",137,"trimetazidine",-0.426848843573334,NA,-0.434165653462202,-0.363742545601662,-0.457553586323102,-0.398621966168083,"Other cardiac preparations","OTHER CARDIAC PREPARATIONS","CARDIAC THERAPY","",""
"350","DB04115",138,"berberine",-0.426725737197792,-0.41964014123051,-0.4036165003714,-0.422984508337126,-0.39686031391837,-0.424525823303607,NA,NA,NA,"",""
"65","DB00390",139,"digoxin",-0.42571967275465,-0.348075506854797,-0.419281630384582,-0.34805518923809,-0.524871810660869,-0.415497519534452,"Digitalis glycosides","CARDIAC GLYCOSIDES","CARDIAC THERAPY","",""
"273","DB01090",140,"pentolonium",-0.425174726883818,-0.429491996137145,-0.455549828337448,-0.448990563056959,-0.50634121509556,-0.452249850051742,NA,NA,NA,"",""
"231","DB00994",141,"neomycin",-0.424058763141554,-0.385025614928566,-0.437747917137577,-0.361032228589014,-0.397662542416989,-0.375073862059704,"Antiinfectives","IRRIGATING SOLUTIONS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","",""
"232","DB00994",141,"neomycin",-0.424058763141554,-0.385025614928566,-0.437747917137577,-0.361032228589014,-0.397662542416989,-0.375073862059704,"Antiinfectives","ANTIINFECTIVES","OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","",""
"233","DB00994",141,"neomycin",-0.424058763141554,-0.385025614928566,-0.437747917137577,-0.361032228589014,-0.397662542416989,-0.375073862059704,"Antibiotics","INTESTINAL ANTIINFECTIVES","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","",""
"234","DB00994",141,"neomycin",-0.424058763141554,-0.385025614928566,-0.437747917137577,-0.361032228589014,-0.397662542416989,-0.375073862059704,"Antibiotics","ANTIINFECTIVES","OPHTHALMOLOGICALS","",""
"235","DB00994",141,"neomycin",-0.424058763141554,-0.385025614928566,-0.437747917137577,-0.361032228589014,-0.397662542416989,-0.375073862059704,"Other antibiotics for topical use","ANTIBIOTICS FOR TOPICAL USE","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","",""
"236","DB00994",141,"neomycin",-0.424058763141554,-0.385025614928566,-0.437747917137577,-0.361032228589014,-0.397662542416989,-0.375073862059704,"Antiinfectives","ANTIINFECTIVES","OTOLOGICALS","",""
"237","DB00994",141,"neomycin",-0.424058763141554,-0.385025614928566,-0.437747917137577,-0.361032228589014,-0.397662542416989,-0.375073862059704,"Antiinfectives and antiseptics for local oral treatment","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","",""
"238","DB00994",141,"neomycin",-0.424058763141554,-0.385025614928566,-0.437747917137577,-0.361032228589014,-0.397662542416989,-0.375073862059704,"Other aminoglycosides","AMINOGLYCOSIDE ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"239","DB00994",141,"neomycin",-0.424058763141554,-0.385025614928566,-0.437747917137577,-0.361032228589014,-0.397662542416989,-0.375073862059704,"Antibiotics","THROAT PREPARATIONS","THROAT PREPARATIONS","",""
"204","DB00867",142,"ritodrine",-0.423944843553626,-0.411990623779887,-0.467577470760928,-0.408592446209684,-0.449656250327444,-0.453580322037228,"Sympathomimetics, labour repressants","OTHER GYNECOLOGICALS","OTHER GYNECOLOGICALS","",""
"176","DB00783",143,"estradiol",-0.422941875588245,-0.421664618943977,-0.493098820699603,-0.398947166863981,-0.531845772898858,-0.433323683421285,"Intravaginal contraceptives","CONTRACEPTIVES FOR TOPICAL USE","OTHER GYNECOLOGICALS","",""
"177","DB00783",143,"estradiol",-0.422941875588245,-0.421664618943977,-0.493098820699603,-0.398947166863981,-0.531845772898858,-0.433323683421285,"Progestogens and estrogens, fixed combinations","PROGESTOGENS AND ESTROGENS IN COMBINATION","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","",""
"298","DB01132",144,"pioglitazone",-0.422304736796653,-0.410686798952243,-0.391071670182248,-0.365191066435508,-0.47825370831523,-0.301849419090059,"Combinations of oral blood glucose lowering drugs","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","DRUGS USED IN DIABETES","",""
"103","DB00540",145,"nortriptyline",-0.420887627761357,-0.468819982202272,-0.452486355526838,-0.419248178245973,-0.413017381043322,-0.358853240105198,"Non-selective monoamine reuptake inhibitors","ANTIDEPRESSANTS","PSYCHOANALEPTICS","",""
"74","DB00411",146,"carbachol",-0.420383911235308,-0.419515560340348,-0.424575462503937,-0.404866597768727,-0.384645096782,-0.425560396993272,"Choline esters","PARASYMPATHOMIMETICS","OTHER NERVOUS SYSTEM DRUGS","",""
"75","DB00411",146,"carbachol",-0.420383911235308,-0.419515560340348,-0.424575462503937,-0.404866597768727,-0.384645096782,-0.425560396993272,"Parasympathomimetics","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","OPHTHALMOLOGICALS","",""
"160","DB00734",147,"risperidone",-0.420224622260507,-0.397578526918688,-0.447424941804096,-0.426123168250584,-0.379083323680468,-0.43779567236331,"Other antipsychotics","ANTIPSYCHOTICS","PSYCHOLEPTICS","",""
"242","DB01004",148,"ganciclovir",-0.418618183283838,-0.37648758946903,-0.442324428073276,-0.366023439131004,-0.393941918886359,-0.416768930577912,"Antivirals","ANTIINFECTIVES","OPHTHALMOLOGICALS","",""
"243","DB01004",148,"ganciclovir",-0.418618183283838,-0.37648758946903,-0.442324428073276,-0.366023439131004,-0.393941918886359,-0.416768930577912,"Nucleosides and nucleotides excl. reverse transcriptase inhibitors","DIRECT ACTING ANTIVIRALS","ANTIVIRALS FOR SYSTEMIC USE","",""
"334","DB01582",149,"sulfadimidine",-0.414401875459596,-0.39860021918996,-0.441176775131881,-0.399667699271299,-0.398511420452564,-0.435501147116313,"Short-acting sulfonamides","SULFONAMIDES AND TRIMETHOPRIM","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"335","DB01582",149,"sulfadimidine",-0.414401875459596,-0.39860021918996,-0.441176775131881,-0.399667699271299,-0.398511420452564,-0.435501147116313,"Sulfonamides","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"301","DB01180",150,"rescinnamine",-0.413964450929826,-0.427572979437986,-0.450563820976726,-0.427497236950562,-0.478127969871002,-0.444149417519811,"Rauwolfia alkaloids and diuretics in combination","ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION","ANTIHYPERTENSIVES","",""
"57","DB00346",151,"alfuzosin",-0.413146142527758,-0.329890681866733,-0.3890877446179,-0.268557275410654,-0.441000679934943,-0.324618757683312,"Alpha-adrenoreceptor antagonists","DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","UROLOGICALS","",""
"66","DB00394",152,"beclometasone",-0.413100961324616,-0.432453110413311,-0.41295106144573,-0.439214209054676,NA,-0.43457649637354,"Corticosteroids","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","NASAL PREPARATIONS","",""
"67","DB00394",152,"beclometasone",-0.413100961324616,-0.432453110413311,-0.41295106144573,-0.439214209054676,NA,-0.43457649637354,"Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids","ADRENERGICS, INHALANTS","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","",""
"68","DB00394",152,"beclometasone",-0.413100961324616,-0.432453110413311,-0.41295106144573,-0.439214209054676,NA,-0.43457649637354,"Corticosteroids, potent, combinations with antibiotics","CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","",""
"69","DB00394",152,"beclometasone",-0.413100961324616,-0.432453110413311,-0.41295106144573,-0.439214209054676,NA,-0.43457649637354,"Corticosteroids acting locally","INTESTINAL ANTIINFLAMMATORY AGENTS","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","",""
"89","DB00500",153,"tolmetin",-0.412698333677539,-0.39125710875969,-0.404982773164053,-0.389554635763736,-0.403072632754893,-0.414309883626485,"Antiinflammatory preparations, non-steroids for topical use","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","",""
"90","DB00500",153,"tolmetin",-0.412698333677539,-0.39125710875969,-0.404982773164053,-0.389554635763736,-0.403072632754893,-0.414309883626485,"Acetic acid derivatives and related substances","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","",""
"122","DB00602",154,"ivermectin",-0.411913504872043,-0.343778949607497,-0.340090398485265,-0.345954536868826,-0.432295696917528,-0.346720019194659,"Avermectines","ANTINEMATODAL AGENTS","ANTHELMINTICS","",""
"123","DB00602",154,"ivermectin",-0.411913504872043,-0.343778949607497,-0.340090398485265,-0.345954536868826,-0.432295696917528,-0.346720019194659,"Other dermatologicals","OTHER DERMATOLOGICAL PREPARATIONS","OTHER DERMATOLOGICAL PREPARATIONS","",""
"227","DB00978",155,"lomefloxacin",-0.411358722124344,-0.411340400726918,-0.449557078463353,-0.407784494678563,-0.41171496185575,-0.462623216220612,"Fluoroquinolones","QUINOLONE ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"228","DB00978",155,"lomefloxacin",-0.411358722124344,-0.411340400726918,-0.449557078463353,-0.407784494678563,-0.41171496185575,-0.462623216220612,"Fluoroquinolones","ANTIINFECTIVES","OPHTHALMOLOGICALS","",""
"201","DB00848",156,"levamisole",-0.411334771467624,-0.419275242146036,-0.458578561965951,-0.393552358760304,-0.379304873096753,-0.396029816943146,"Imidazothiazole derivatives","ANTINEMATODAL AGENTS","ANTHELMINTICS","",""
"98","DB00527",157,"cinchocaine",-0.411098498239079,-0.431827639392267,-0.397728577568168,-0.398738830559046,-0.401547479970483,-0.397139673098017,"Local anesthetics","AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","VASOPROTECTIVES","",""
"99","DB00527",157,"cinchocaine",-0.411098498239079,-0.431827639392267,-0.397728577568168,-0.398738830559046,-0.401547479970483,-0.397139673098017,"Amides","ANESTHETICS, LOCAL","ANESTHETICS","",""
"100","DB00527",157,"cinchocaine",-0.411098498239079,-0.431827639392267,-0.397728577568168,-0.398738830559046,-0.401547479970483,-0.397139673098017,"Analgesics and anesthetics","OTHER OTOLOGICALS","OTOLOGICALS","",""
"101","DB00527",157,"cinchocaine",-0.411098498239079,-0.431827639392267,-0.397728577568168,-0.398738830559046,-0.401547479970483,-0.397139673098017,"Local anesthetics","LOCAL ANESTHETICS","OPHTHALMOLOGICALS","",""
"102","DB00527",157,"cinchocaine",-0.411098498239079,-0.431827639392267,-0.397728577568168,-0.398738830559046,-0.401547479970483,-0.397139673098017,"Anesthetics for topical use","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","",""
"7","DB00176",158,"fluvoxamine",-0.410862857992177,-0.445507523077763,-0.404171622367526,-0.438524365190202,-0.422007895111172,-0.404185497449584,"Selective serotonin reuptake inhibitors","ANTIDEPRESSANTS","PSYCHOANALEPTICS","",""
"296","DB01124",159,"tolbutamide",-0.410802639198137,-0.481943420592632,-0.441504340061253,-0.446416723613364,-0.464549832686053,-0.42097127195337,"Tests for diabetes","OTHER DIAGNOSTIC AGENTS","DIAGNOSTIC AGENTS","",""
"297","DB01124",159,"tolbutamide",-0.410802639198137,-0.481943420592632,-0.441504340061253,-0.446416723613364,-0.464549832686053,-0.42097127195337,"Sulfonylureas","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","DRUGS USED IN DIABETES","",""
"23","DB00256",160,"lymecycline",-0.410717717012453,-0.438015868999373,-0.456236419325598,-0.453051067896456,-0.383680563779032,-0.489121892394895,"Tetracyclines","TETRACYCLINES","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"258","DB01053",161,"benzylpenicillin",-0.410534254981976,-0.422131247149552,-0.41829074418132,-0.476570810354747,-0.454320845180522,-0.46201490826685,"Antibiotics","ANTIINFECTIVES","OPHTHALMOLOGICALS","",""
"259","DB01053",161,"benzylpenicillin",-0.410534254981976,-0.422131247149552,-0.41829074418132,-0.476570810354747,-0.454320845180522,-0.46201490826685,"Combinations of penicillins, incl. beta-lactamase inhibitors","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"118","DB00590",162,"doxazosin",-0.410035602309062,-0.430377941865357,-0.395935460439681,-0.433644130470395,NA,-0.467133675857535,"Alpha-adrenoreceptor antagonists","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","ANTIHYPERTENSIVES","",""
"316","DB01231",163,"difenidol",-0.408798191629615,-0.439722440885904,-0.431266545385654,-0.43060650502017,-0.436292378054163,-0.453852097500025,NA,NA,NA,"",""
"128","DB00624",164,"testosterone",-0.40878353040618,-0.337037062901329,-0.405960876696191,-0.316301516230133,-0.429132965964641,-0.380154152279738,"3-oxoandrosten (4) derivatives","ANDROGENS","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","",""
"294","DB01118",165,"amiodarone",-0.408614353231676,-0.396628282529298,-0.424803132307953,-0.391089927371889,-0.436499322576955,-0.388672115881243,"Antiarrhythmics, class III","ANTIARRHYTHMICS, CLASS I AND III","CARDIAC THERAPY","",""
"367","DB06691",166,"mepyramine",-0.408155509971753,-0.348865881800624,-0.37051294019729,-0.345323368633802,-0.448418996954575,-0.360886334524796,"Antihistamines for topical use","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","",""
"368","DB06691",166,"mepyramine",-0.408155509971753,-0.348865881800624,-0.37051294019729,-0.345323368633802,-0.448418996954575,-0.360886334524796,"Substituted ethylene diamines","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","",""
"83","DB00456",167,"cefalotin",-0.408100423461297,-0.420613190204105,-0.42411461983086,-0.434125962204682,-0.387749156971099,-0.416470894928544,"First-generation cephalosporins","OTHER BETA-LACTAM ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"379","DB06774",168,"capsaicin",-0.407722824250492,-0.443811231770606,-0.435616204172207,-0.438217803936519,-0.421916067291885,-0.467072176596771,"Other local anesthetics","ANESTHETICS, LOCAL","ANESTHETICS","",""
"380","DB06774",168,"capsaicin",-0.407722824250492,-0.443811231770606,-0.435616204172207,-0.438217803936519,-0.421916067291885,-0.467072176596771,"Capsaicin and similar agents","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","",""
"12","DB00195",169,"betaxolol",-0.406982218621868,-0.40003556680107,-0.435792810190761,-0.405229133195624,-0.512322295765815,-0.470567763803398,"Beta blocking agents, selective","BETA BLOCKING AGENTS","BETA BLOCKING AGENTS","",""
"13","DB00195",169,"betaxolol",-0.406982218621868,-0.40003556680107,-0.435792810190761,-0.405229133195624,-0.512322295765815,-0.470567763803398,"Beta blocking agents","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","OPHTHALMOLOGICALS","",""
"240","DB00997",170,"doxorubicin",-0.406392690314313,-0.442203107512872,-0.393889901042378,-0.448077038616128,-0.428769099576379,-0.451852864167963,"Anthracyclines and related substances","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","ANTINEOPLASTIC AGENTS","",""
"92","DB00513",171,"aminocaproic acid",-0.405013919437381,-0.430698418552058,-0.412883535542232,-0.437204865906196,NA,-0.487290200432815,"Amino acids","ANTIFIBRINOLYTICS","ANTIHEMORRHAGICS","",""
"366","DB06439",172,"tyloxapol",-0.404664256956879,-0.468918705790989,-0.428491134863258,-0.447670091248708,-0.376021499264444,-0.448078475824948,"Expectorants","EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS","COUGH AND COLD PREPARATIONS","",""
"209","DB00882",173,"clomifene",-0.404363488031309,-0.345260872961657,-0.442684313908537,-0.349293212602013,-0.44612229671316,-0.337754464164681,"Ovulation stimulants, synthetic","GONADOTROPINS AND OTHER OVULATION STIMULANTS","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","",""
"265","DB01062",174,"oxybutynin",-0.4037579812142,-0.353756293355323,-0.422309934124843,-0.367783383839759,-0.48208697253548,-0.395970922338629,"Drugs for urinary frequency and incontinence","UROLOGICALS","UROLOGICALS","",""
"322","DB01301",175,"rolitetracycline",-0.403506841470877,-0.429212433010694,-0.43232675881087,-0.429330120977694,-0.395673262624118,-0.456542571663854,"Tetracyclines","TETRACYCLINES","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"241","DB01001",176,"salbutamol",-0.403354463971301,-0.428911306404753,-0.429097676200827,-0.417533077710738,-0.448189014737378,-0.435598749961268,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics","ADRENERGICS, INHALANTS","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","",""
"363","DB04825",177,"prenylamine",-0.402066175253935,-0.312900038397892,-0.414261375673544,-0.309696239616143,-0.51491949079375,-0.315592252473244,"Other vasodilators used in cardiac diseases","VASODILATORS USED IN CARDIAC DISEASES","CARDIAC THERAPY","",""
"127","DB00623",178,"fluphenazine",-0.401662367181633,-0.376675786984714,-0.429647913328544,-0.377882832007891,-0.499757565944862,-0.305074050282556,"Phenothiazines with piperazine structure","ANTIPSYCHOTICS","PSYCHOLEPTICS","",""
"36","DB00316",179,"paracetamol",-0.400169522748265,-0.352434779925811,-0.412493239140186,-0.353218320454951,-0.396182209072316,-0.434613296461281,"Anilides","OTHER ANALGESICS AND ANTIPYRETICS","ANALGESICS","",""
"10","DB00194",180,"vidarabine",-0.399299515142905,-0.299595867708109,-0.361663530923077,-0.294655611875515,-0.362594111852384,-0.329854434952588,"Antivirals","ANTIINFECTIVES","OPHTHALMOLOGICALS","",""
"11","DB00194",180,"vidarabine",-0.399299515142905,-0.299595867708109,-0.361663530923077,-0.294655611875515,-0.362594111852384,-0.329854434952588,"Nucleosides and nucleotides excl. reverse transcriptase inhibitors","DIRECT ACTING ANTIVIRALS","ANTIVIRALS FOR SYSTEMIC USE","",""
"139","DB00671",181,"cefixime",-0.399145751926762,-0.384477382658175,-0.440420491454829,-0.367138816381804,-0.522778897127436,-0.443222535406638,"Third-generation cephalosporins","OTHER BETA-LACTAM ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"248","DB01016",182,"glibenclamide",-0.398158283457801,-0.380740321993408,-0.411263297908287,-0.389967850509624,-0.393624558498017,-0.383263343571902,"Sulfonylureas","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","DRUGS USED IN DIABETES","",""
"48","DB00338",183,"omeprazole",-0.397996907354343,-0.42439599444263,-0.378089228629277,-0.41713369442078,NA,-0.488778429916129,"Proton pump inhibitors","DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)","DRUGS FOR ACID RELATED DISORDERS","",""
"260","DB01054",184,"nitrendipine",-0.397251853746615,NA,-0.375739424810573,-0.373192671748862,NA,-0.390676886750317,"ACE inhibitors and calcium channel blockers","ACE INHIBITORS, COMBINATIONS","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","",""
"261","DB01054",184,"nitrendipine",-0.397251853746615,NA,-0.375739424810573,-0.373192671748862,NA,-0.390676886750317,"Dihydropyridine derivatives","SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS","CALCIUM CHANNEL BLOCKERS","",""
"81","DB00433",185,"prochlorperazine",-0.396015127371645,-0.393976353460652,-0.420253200110992,-0.381354851620895,-0.464050359682284,-0.362836617342566,"Phenothiazines with piperazine structure","ANTIPSYCHOTICS","PSYCHOLEPTICS","",""
"394","DB08984",186,"etofenamate",-0.395277943265411,-0.411097837677304,-0.369634083860968,-0.418996726699508,NA,-0.438101985946247,"Antiinflammatory preparations, non-steroids for topical use","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","",""
"330","DB01580",187,"oxprenolol",-0.39452089722171,-0.440730230782592,-0.397615525632641,-0.434919217813878,NA,-0.456197822990034,"Beta blocking agents, non-selective, and thiazides","BETA BLOCKING AGENTS AND THIAZIDES","BETA BLOCKING AGENTS","",""
"183","DB00807",188,"proxymetacaine",-0.393149089142839,NA,-0.438577513484634,-0.378301557724501,NA,-0.36179998640839,"Local anesthetics","LOCAL ANESTHETICS","OPHTHALMOLOGICALS","",""
"119","DB00594",189,"amiloride",-0.3929867379055,-0.389834771300419,-0.4421369967998,-0.347860252156086,-0.396021914086481,-0.374270408497808,"Other potassium-sparing agents","POTASSIUM-SPARING AGENTS","DIURETICS","",""
"342","DB01645",190,"genistein",-0.392575248515436,-0.421027114354642,-0.415009643855134,-0.429108493508076,-0.424242192625842,-0.39538806680534,NA,NA,NA,"",""
"244","DB01011",191,"metyrapone",-0.392390811351078,-0.472661807547251,-0.351825040480668,-0.429637222522624,NA,-0.452154978146027,"Tests for pituitary function","OTHER DIAGNOSTIC AGENTS","DIAGNOSTIC AGENTS","",""
"162","DB00746",192,"deferoxamine",-0.391589028902147,-0.318154016422326,-0.401752279479925,-0.336962685757534,-0.447325244734236,-0.34391751477128,"Iron chelating agents","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","",""
"292","DB01115",193,"nifedipine",-0.389639890243036,-0.401436140602671,-0.420806583971085,-0.382941362839287,-0.513647465573718,-0.403891585190243,"Beta blocking agents and calcium channel blockers","BETA BLOCKING AGENTS, OTHER COMBINATIONS","BETA BLOCKING AGENTS","",""
"293","DB01115",193,"nifedipine",-0.389639890243036,-0.401436140602671,-0.420806583971085,-0.382941362839287,-0.513647465573718,-0.403891585190243,"Dihydropyridine derivatives","SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS","CALCIUM CHANNEL BLOCKERS","",""
"410","DB11562",194,"bicuculline",-0.389157866168931,-0.408488922609952,-0.479716218853572,-0.374811708500337,-0.480056605265829,-0.434046852710131,NA,NA,NA,"",""
"104","DB00543",195,"amoxapine",-0.388088281162644,-0.209497672218028,-0.367291342845915,-0.199480931392953,NA,-0.319681481004561,"Non-selective monoamine reuptake inhibitors","ANTIDEPRESSANTS","PSYCHOANALEPTICS","",""
"205","DB00868",196,"benzonatate",-0.385919207044395,NA,-0.389579881172795,-0.399316834135342,NA,-0.381290769302647,"Other cough suppressants","COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS","COUGH AND COLD PREPARATIONS","",""
"93","DB00514",197,"dextromethorphan",-0.385521609035228,-0.426358293953781,-0.414830587349714,-0.432649670400727,-0.434460773696206,-0.418633854994131,"Other nervous system drugs","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","",""
"94","DB00514",197,"dextromethorphan",-0.385521609035228,-0.426358293953781,-0.414830587349714,-0.432649670400727,-0.434460773696206,-0.418633854994131,"Opium alkaloids and derivatives","COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS","COUGH AND COLD PREPARATIONS","",""
"401","DB09134",198,"ioversol",-0.384785126341083,-0.430338122135874,-0.392561989890679,-0.426021485437854,-0.427252881972509,-0.446110230225121,"Watersoluble, nephrotropic, low osmolar X-ray contrast media","X-RAY CONTRAST MEDIA, IODINATED","CONTRAST MEDIA","",""
"271","DB01077",199,"etidronic acid",-0.384095894871124,-0.354873790903419,-0.407789404474877,-0.365206950998177,-0.42254719964265,-0.400697761484653,"Bisphosphonates, combinations","DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION","DRUGS FOR TREATMENT OF BONE DISEASES","",""
"325","DB01394",200,"colchicine",-0.384050149116789,-0.367797424303358,-0.379035968902821,-0.376606772140163,-0.367564332941047,-0.37608882795054,"Preparations with no effect on uric acid metabolism","ANTIGOUT PREPARATIONS","ANTIGOUT PREPARATIONS","",""
"407","DB09357",201,"dexpanthenol",-0.3839902895826,-0.437707577444441,-0.443567144543073,-0.402321393761235,-0.495429673095834,-0.405346096002082,"Other cicatrizants","CICATRIZANTS","PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS","",""
"408","DB09357",201,"dexpanthenol",-0.3839902895826,-0.437707577444441,-0.443567144543073,-0.402321393761235,-0.495429673095834,-0.405346096002082,"Other plain vitamin preparations","OTHER PLAIN VITAMIN PREPARATIONS","VITAMINS","",""
"409","DB09357",201,"dexpanthenol",-0.3839902895826,-0.437707577444441,-0.443567144543073,-0.402321393761235,-0.495429673095834,-0.405346096002082,"Other ophthalmologicals","OTHER OPHTHALMOLOGICALS","OPHTHALMOLOGICALS","",""
"49","DB00339",202,"pyrazinamide",-0.383787649919136,-0.430086967152817,-0.401002762516353,-0.415358729615352,-0.389084374371577,-0.422149098398796,"Other drugs for treatment of tuberculosis","DRUGS FOR TREATMENT OF TUBERCULOSIS","ANTIMYCOBACTERIALS","",""
"352","DB04571",203,"trioxysalen",-0.383351696643993,-0.381247201741397,-0.415414987584518,-0.384952759094506,-0.3685742595319,-0.372472564271759,"Psoralens for systemic use","ANTIPSORIATICS FOR SYSTEMIC USE","ANTIPSORIATICS","",""
"59","DB00358",204,"mefloquine",-0.383277603576668,-0.39133576877542,-0.409481572198775,-0.341061767392083,-0.424674920907504,-0.336517393750339,"Artemisinin and derivatives, combinations","ANTIMALARIALS","ANTIPROTOZOALS","",""
"353","DB04626",205,"apramycin",-0.38306700887365,-0.398697550110482,-0.372271460613836,-0.410740968383453,NA,-0.446749021891775,NA,NA,NA,"",""
"362","DB04821",206,"nomifensine",-0.381257981556352,-0.415782599038734,-0.424966607532628,-0.406537934712935,-0.450550629603681,-0.398806828891534,"Other antidepressants","ANTIDEPRESSANTS","PSYCHOANALEPTICS","",""
"71","DB00396",207,"progesterone",-0.381061021620053,-0.391441236938949,-0.408340023174866,NA,-0.373518464532644,-0.398996655593562,"Progestogens and estrogens, fixed combinations","PROGESTOGENS AND ESTROGENS IN COMBINATION","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","currently used to treat endometriosis",""
