"","exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","valid"
"152",1539,-0.43469043295507,0,0,"ESE_endo","cmap","phenformin",1.66e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","179","Phenformin hydrochloride [834-28-6]","C0770237","834-28-6","DB00914",1
"153",4961,-0.434460773696206,0,0,"ESE_endo","cmap","dextromethorphan",1.08e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","359","Dextromethorphan hydrobromide monohydrate [6700-34-1]","C0872890","6700-34-1","DB00514",1
"154",498,-0.433315455795401,0,0,"ESE_endo","cmap","haloperidol",1e-05,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","H1512","haloperidol","C0720809","NULL","DB00502",1
"155",3480,-0.433129611217017,0,0,"ESE_endo","cmap","aminophenazone",1.72e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","88","Amidopyrine [58-15-1]","NULL","58-15-1","DB01424",1
"156",5410,-0.432330540533208,0,0,"ESE_endo","cmap","dacarbazine",2.2e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","574","Dacarbazine [4342-03-4]","C0010927","4342-03-4","DB00851",1
"157",1440,-0.432295696917528,0,0,"ESE_endo","cmap","ivermectin",4.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","156","Ivermectin [70288-86-7]","C0022322","70288-86-7","DB00602",1
"158",4373,-0.432154025862216,0,0,"ESE_endo","cmap","sulfafurazole",1.5e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","334","Sulfisoxazole [127-69-5]","NULL","127-69-5","DB00263",1
"159",3911,-0.431400133460737,0,0,"ESE_endo","cmap","piracetam",2.82e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","537","Piracetam [7491-74-9]","C0031977","7491-74-9","DB09210",1
"160",3163,-0.430704911823045,0,0,"ESE_endo","cmap","propylthiouracil",2.34e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","494","Propylthiouracil [51-52-5]","C0033511","51-52-5","DB00550",1
"161",4387,-0.429132965964641,0,0,"ESE_endo","cmap","testosterone",1.16e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","401","Testosterone propionate [57-85-2]","C0076195","57-85-2","DB00624",1
