gene_symbol,logfc_dz,mean_logfc,median_logfc,p_val,p_val_adj,pct.1,pct.2,signature_type
HSPA6,2.1826489212653,2.1826489212653,2.1826489212653,7.971875424416411e-20,2.3108872480298302e-15,0.407,0.128,UP
HSP90AA1,1.93103555756625,1.93103555756625,1.93103555756625,1.54259360650815e-42,4.47167034654584e-38,0.948,0.802,UP
HSPD1,1.78600028298037,1.78600028298037,1.78600028298037,1.0420014228603899e-18,3.0205537245877e-14,0.777,0.584,UP
NEAT1,1.78248227597074,1.78248227597074,1.78248227597074,3.1711943316654e-11,9.19265812863166e-07,0.873,0.675,UP
HSPA1B,1.70719644540025,1.70719644540025,1.70719644540025,3.0789270319230303e-44,8.92519368013847e-40,0.754,0.477,UP
HSPH1,1.70095859045949,1.70095859045949,1.70095859045949,7.544454700365979e-13,2.18698652854209e-08,0.638,0.37,UP
BAG3,1.60881268599423,1.60881268599423,1.60881268599423,3.05776910351618e-08,0.0008863861077272,0.407,0.115,UP
C11orf96,1.49687468116699,1.49687468116699,1.49687468116699,1.66916654974283e-20,4.83857999439452e-16,0.874,0.77,UP
MT2A,1.38306951102094,1.38306951102094,1.38306951102094,1.1881058481630702e-15,3.4440812326551e-11,0.72,0.7,UP
THBS1,1.35129964171678,1.35129964171678,1.35129964171678,5.2546414949293e-08,0.0015232154765501,0.65,0.387,UP
HSPA1A,1.33052850409316,1.33052850409316,1.33052850409316,2.37603892205507e-58,6.88766162725324e-54,0.839,0.613,UP
HSP90AB1,1.3230767666196,1.3230767666196,1.3230767666196,4.54005299523877e-19,1.3160705622598101e-14,0.938,0.868,UP
HSPB1,1.3201047842727,1.3201047842727,1.3201047842727,1.49369606768051e-57,4.32992616099227e-53,0.897,0.77,UP
DNAJA1,1.31368161552546,1.31368161552546,1.31368161552546,3.25658515806656e-09,9.44018905620335e-05,0.773,0.543,UP
CRYAB,1.29690512270556,1.29690512270556,1.29690512270556,4.78943409804039e-24,1.3883611563399501e-19,0.551,0.469,UP
DNAJA4,1.28505248606647,1.28505248606647,1.28505248606647,1.92861507240654e-10,5.59066937189208e-06,0.239,0.029,UP
NFKBIA,1.21247677335087,1.21247677335087,1.21247677335087,4.95566739235405e-11,1.43654886369559e-06,0.652,0.477,UP
SOD2,1.19549340384079,1.19549340384079,1.19549340384079,1.43181530237655e-07,0.0041505461985291,0.591,0.444,UP
KLF6,1.15775059666868,1.15775059666868,1.15775059666868,2.6767380434178398e-12,7.75932824025964e-08,0.773,0.514,UP
IER3,1.147812985938,1.147812985938,1.147812985938,4.8707912179456104e-14,1.41194495825807e-09,0.697,0.551,UP
NR4A1,1.14005930253471,1.14005930253471,1.14005930253471,8.32028597410724e-17,2.41188449817421e-12,0.589,0.317,UP
PNRC1,1.13449387807394,1.13449387807394,1.13449387807394,5.24926893766454e-07,0.015216580796502,0.766,0.597,UP
UBC,1.13263060295592,1.13263060295592,1.13263060295592,2.3366461434993e-30,6.77346984077577e-26,0.898,0.798,UP
TIMP3,1.08994388412674,1.08994388412674,1.08994388412674,8.446343461740942e-09,0.0002448426042689,0.718,0.556,UP
DNAJB1,1.08133754719345,1.08133754719345,1.08133754719345,8.16583032366486e-35,2.36711089422397e-30,0.738,0.523,UP
CHORDC1,1.06982495454642,1.06982495454642,1.06982495454642,1.13583141016535e-07,0.0032925480917873,0.471,0.284,UP
ATF3,1.04982620177776,1.04982620177776,1.04982620177776,1.47643602942364e-12,4.27989276209326e-08,0.704,0.457,UP
CEBPD,0.994360394718097,0.994360394718097,0.994360394718097,2.61491900622268e-08,0.0007580127215238,0.638,0.444,UP
HSPE1,0.964434780310798,0.964434780310798,0.964434780310798,6.97136365351727e-18,2.02085889588159e-13,0.754,0.683,UP
