gene_symbol,logfc_dz,mean_logfc,median_logfc,p_val,p_val_adj,pct.1,pct.2,signature_type
INHBA,1.25118369083524,1.25118369083524,1.25118369083524,0.0,0.0,0.288,0.193,UP
TAGLN,1.12848280329744,1.12848280329744,1.12848280329744,1.3350753762555199e-49,3.8701165006895004e-45,0.49,0.42,UP
GADD45B,1.06359383494608,1.06359383494608,1.06359383494608,2.73134379215544e-80,7.91761938470019e-76,0.783,0.62,UP
MGP,1.06178678659919,1.06178678659919,1.06178678659919,8.99751717360294e-103,2.6082002782840202e-98,0.781,0.7,UP
MMP3,1.01726612298122,1.01726612298122,1.01726612298122,4.577798609802899e-84,1.32701226100967e-79,0.124,0.095,UP
CRYAB,1.01404646859748,1.01404646859748,1.01404646859748,5.05292193910446e-25,1.4647410117076e-20,0.287,0.263,UP
PTGDS,0.972424117285644,0.972424117285644,0.972424117285644,3.80311503450416e-28,1.1024469862020701e-23,0.588,0.613,UP
TNFAIP3,0.95615366181292,0.95615366181292,0.95615366181292,2.0664231905118901e-35,5.99014754465586e-31,0.551,0.388,UP
CXCL2,0.934453937366284,0.934453937366284,0.934453937366284,1.1063225326786299e-16,3.20700775772883e-12,0.308,0.186,UP
C11orf96,0.90804027613797,0.90804027613797,0.90804027613797,0.0,0.0,0.876,0.839,UP
CCN2,0.907932060526133,0.907932060526133,0.907932060526133,9.35723247958721e-58,2.71247455118274e-53,0.352,0.227,UP
NR4A1,0.899943713554613,0.899943713554613,0.899943713554613,1.88978574999401e-121,5.4781109320826306e-117,0.623,0.463,UP
RHOB,0.897439725413218,0.897439725413218,0.897439725413218,3.0922770055490497e-69,8.96389258368559e-65,0.725,0.605,UP
BTG2,0.872308581956505,0.872308581956505,0.872308581956505,3.05368382121875e-27,8.85201866094892e-23,0.564,0.449,UP
IL11,0.870991527957691,0.870991527957691,0.870991527957691,3.6362600981304697e-218,1.05407907724606e-213,0.153,0.029,UP
IER3,0.868487610885221,0.868487610885221,0.868487610885221,1.4953643000833398e-126,4.3347620330816004e-122,0.719,0.673,UP
NFKBIA,0.866382800474714,0.866382800474714,0.866382800474714,2.15177966460826e-94,6.23757889176643e-90,0.811,0.733,UP
SERPINE1,0.86108533344222,0.86108533344222,0.86108533344222,1.06954228149218e-289,3.10038916558953e-285,0.442,0.351,UP
COL12A1,0.854993759831655,0.854993759831655,0.854993759831655,4.5791456240285703e-97,1.3274027334934e-92,0.378,0.321,UP
TNFRSF11B,0.852323777953618,0.852323777953618,0.852323777953618,8.71467793606996e-162,2.5262108401079602e-157,0.122,0.027,UP
PRXL2A,0.840141491270927,0.840141491270927,0.840141491270927,1.1513986885958501e-281,3.33767451850166e-277,0.462,0.36,UP
HES4,0.828142066773772,0.828142066773772,0.828142066773772,9.648865113223741e-154,2.7970130190213003e-149,0.49,0.343,UP
PPP1R15A,0.798809282908067,0.798809282908067,0.798809282908067,1.21416131390152e-69,3.51961081673772e-65,0.827,0.756,UP
COL7A1,0.785184905299774,0.785184905299774,0.785184905299774,5.09753044548309e-74,1.47767212553664e-69,0.497,0.4,UP
CEBPD,0.776270972101745,0.776270972101745,0.776270972101745,6.9074221295400795e-28,2.0023235269110802e-23,0.629,0.593,UP
TCIM,0.771682900597478,0.771682900597478,0.771682900597478,2.58871602899809e-223,7.50417002485967e-219,0.351,0.219,UP
DUSP1,0.77014644008024,0.77014644008024,0.77014644008024,1.19082786018004e-41,3.4519718010898997e-37,0.815,0.756,UP
RGCC,0.767762674561106,0.767762674561106,0.767762674561106,7.98920235528378e-45,2.31590997874966e-40,0.344,0.246,UP
BGN,0.747407260519545,0.747407260519545,0.747407260519545,0.0,0.0,0.351,0.267,UP
CXCL1,0.737801831068132,0.737801831068132,0.737801831068132,5.31284370749505e-10,1.54008713392866e-05,0.153,0.076,UP
PIM3,0.710690558842859,0.710690558842859,0.710690558842859,8.97380672639249e-195,2.60132709384666e-190,0.621,0.518,UP
COL6A3,0.709019476740826,0.709019476740826,0.709019476740826,1.58184164811457e-171,4.5854425695545e-167,0.646,0.628,UP
KLF6,0.703379618713028,0.703379618713028,0.703379618713028,9.23892503428497e-131,2.67817958893853e-126,0.751,0.663,UP
IL32,0.683415153144968,0.683415153144968,0.683415153144968,6.43929330158277e-17,1.86662234226281e-12,0.447,0.339,UP
HSPB1,0.674190089647902,0.674190089647902,0.674190089647902,8.95872651663593e-11,2.59695564264242e-06,0.859,0.834,UP
PLAT,0.672110336828224,0.672110336828224,0.672110336828224,1.25148258246101e-91,3.62779771003798e-87,0.485,0.373,UP
ZFP36,0.66242105293759,0.66242105293759,0.66242105293759,2.79750173902228e-27,8.109398041077771e-23,0.824,0.78,UP
ATF3,0.649049499472725,0.649049499472725,0.649049499472725,7.62666842242138e-12,2.21081864229151e-07,0.701,0.617,UP
HSPA5,0.641128943714161,0.641128943714161,0.641128943714161,1.58820919014352e-06,0.0460390080038804,0.765,0.726,UP
ADM,0.639135514720003,0.639135514720003,0.639135514720003,7.65236642424237e-46,2.21826797905938e-41,0.268,0.16,UP
THBS1,0.626798606110809,0.626798606110809,0.626798606110809,3.09844351241373e-88,8.98176805378493e-84,0.463,0.395,UP
LDHA,0.621578139013816,0.621578139013816,0.621578139013816,8.50356982730064e-22,2.4650148215379102e-17,0.554,0.459,UP
WNT5A,0.621146525225599,0.621146525225599,0.621146525225599,2.06952849024857e-136,5.99914918753255e-132,0.476,0.429,UP
LMNA,0.618494155615808,0.618494155615808,0.618494155615808,3.7928909963454803e-203,1.0994832420206301e-198,0.717,0.667,UP
RBP1,0.607882338353808,0.607882338353808,0.607882338353808,0.0,0.0,0.831,0.811,UP
APOE,0.602075544122855,0.602075544122855,0.602075544122855,0.0,0.0,0.78,0.73,UP
PHLDA2,0.602019841663594,0.602019841663594,0.602019841663594,7.178220211668459e-160,2.08082247495845e-155,0.397,0.295,UP
IRF1,0.597022048693628,0.597022048693628,0.597022048693628,1.2215639652345802e-09,3.54106962242199e-05,0.478,0.368,UP
