Metric,CMAP_Mean,CMAP_SD,CMAP_Median,TAHOE_Mean,TAHOE_SD,TAHOE_Median,Precision_ttest_p,Recall_ttest_p
Precision (%),5.498883518865984,6.51800268466816,4.166666666666666,9.934563463850079,13.713268222734033,4.884143571104044,0.0034020897864141687,
Recall (%),60.69161202170493,36.93126955626791,61.32478632478633,57.99955366410193,31.476621997788076,59.09090909090909,,0.6054295936644918
