gene_symbol,logfc_dz:392,logfc_dz:978,logfc_dz:148,logfc_dz:602,logfc_dz:24,logfc_dz:52,logfc_dz:39,logfc_dz:478,logfc_dz:448,logfc_dz:504,logfc_dz:11,mean_logfc,median_logfc,common_experiment,organism,signature_type
HRASLS5,-0.0692263692617416,,,,,-0.0683514922857284,,,,,,-0.068788930773735,-0.068788930773735,-0.0692263692617416,human,DOWN
NBPF8,,,,-0.0683818981051445,,,,,,,,-0.0683818981051445,-0.0683818981051445,,human,DOWN
MYT1L,-0.0619852989912033,,,,,-0.0744056776165962,,,,,,-0.0681954883038997,-0.0681954883038997,-0.0619852989912033,human,DOWN
SC5D,,,,,,,,-0.0681529194116592,,,,-0.0681529194116592,-0.0681529194116592,,human,DOWN
CLIC4,,,,,,,,,,,-0.0671178922057151,-0.0671178922057151,-0.0671178922057151,,human,DOWN
PRDM1,,,,,,,,,,,-0.0670505091547966,-0.0670505091547966,-0.0670505091547966,,human,DOWN
RASEF,-0.0881425142288208,,,,,-0.0453145988285541,,,,,,-0.0667285565286874,-0.0667285565286874,-0.0881425142288208,human,DOWN
F2RL1,,,,,,,,,,-0.0659729316830635,,-0.0659729316830635,-0.0659729316830635,,human,DOWN
IL1B,,,,,,,,-0.0653707459568977,,,,-0.0653707459568977,-0.0653707459568977,,human,DOWN
CANX,,,,,,,,-0.0506196692585945,,-0.0770762860774993,,-0.0638479776680469,-0.0638479776680469,,human,DOWN
FDCSP,-0.0638304725289344,,,,,,,,,,,-0.0638304725289344,-0.0638304725289344,-0.0638304725289344,human,DOWN
GHITM,,,,,,,,,,-0.0631595700979232,,-0.0631595700979232,-0.0631595700979232,,human,DOWN
LRP2,-0.0386392660439014,,,,,-0.087378866970539,,,,,,-0.0630090665072202,-0.0630090665072202,-0.0386392660439014,human,DOWN
ZFP36,,-0.0427487343549728,,-0.1053602024912834,-0.0482441745698452,,,,-0.055494200438261,,,-0.0629618279635906,-0.0518691875040531,,human,DOWN
EGR1,,-0.0675018951296806,,-0.0800902172923088,-0.0667345598340034,,0.0159485805779695,-0.0467381812632083,-0.1320945769548416,,,-0.0628684749826788,-0.067118227481842,,human,DOWN
ARPC5,,,,,,,,,,-0.0626586750149726,,-0.0626586750149726,-0.0626586750149726,,human,DOWN
IGJ,,-0.1158994808793068,0.0139388907700777,-0.0965635478496551,-0.13595712184906,,,,,,0.0229059774428606,-0.0623150564730167,-0.0965635478496551,,human,DOWN
XAGE2,-0.0513908863067626,,,,,-0.0723852962255477,,,,,,-0.0618880912661552,-0.0618880912661552,-0.0513908863067626,human,DOWN
SPATA6L,-0.0371149145066738,,,,,-0.0850960537791252,,,,,,-0.0611054841428995,-0.0611054841428995,-0.0371149145066738,human,DOWN
SPAG6,-0.0515456199645996,,,,,-0.0706456750631332,,,,,,-0.0610956475138664,-0.0610956475138664,-0.0515456199645996,human,DOWN
ND2,,-0.0667230561375618,,-0.031041057780385,-0.0842980295419693,,,,,,,-0.0606873811533053,-0.0667230561375618,,human,DOWN
KCNK17,-0.0548541583120822,,,,,-0.0665029808878898,,,,,,-0.060678569599986,-0.060678569599986,-0.0548541583120822,human,DOWN
ARPC1A,,,,,,,,,,-0.06031309440732,,-0.06031309440732,-0.06031309440732,,human,DOWN
NPIPB5,,,,-0.0602586083114147,,,,,,,,-0.0602586083114147,-0.0602586083114147,,human,DOWN
LINC00472,-0.0409997850656509,,,,,-0.0779069289565086,,,,,,-0.0594533570110797,-0.0594533570110797,-0.0409997850656509,human,DOWN
FOXC1,,,,,,,,,-0.0156310144811868,,-0.1030755043029785,-0.0593532593920826,-0.0593532593920826,,human,DOWN
MAEL,-0.0529145002365112,,,,,-0.0653806403279304,,,,,,-0.0591475702822208,-0.0591475702822208,-0.0529145002365112,human,DOWN
AQP5,-0.060913048684597,,,,,-0.056401040405035,,,,,,-0.058657044544816,-0.058657044544816,-0.060913048684597,human,DOWN
DIO1,-0.0723846331238746,,,,,-0.0441842563450336,,,,,,-0.0582844447344541,-0.0582844447344541,-0.0723846331238746,human,DOWN
SMCO3,-0.0447383895516395,,,,,-0.0708892717957496,,,,,,-0.0578138306736946,-0.0578138306736946,-0.0447383895516395,human,DOWN
PCDH19,,,,,,-0.0575014166533947,,,,,,-0.0575014166533947,-0.0575014166533947,,human,DOWN
SERPINB2,,,,,,,,-0.0570419616997242,,,,-0.0570419616997242,-0.0570419616997242,,human,DOWN
NBPF10,,,,-0.0962039902806282,,,,,,-0.0173498373478651,,-0.0567769138142466,-0.0567769138142466,,human,DOWN
KLK6,,,,,,,,,,,-0.0563068613409996,-0.0563068613409996,-0.0563068613409996,,human,DOWN
ANO3,-0.0573363788425922,,,,,-0.0549127683043479,,,,,,-0.0561245735734701,-0.0561245735734701,-0.0573363788425922,human,DOWN
LARP4,,,,,,,,-0.056044977158308,,,,-0.056044977158308,-0.056044977158308,,human,DOWN
WSB2,,,,,,,,-0.0560256242752075,,,,-0.0560256242752075,-0.0560256242752075,,human,DOWN
IER3,,,-0.0161378234624862,-0.0257377214729785,,,,-0.0727949813008308,-0.2100114226341247,0.0484149679541587,,-0.0552533961832523,-0.0257377214729785,,human,DOWN
ACLY,,,,,,,,-0.0359430238604545,,-0.0742601752281189,,-0.0551015995442867,-0.0551015995442867,,human,DOWN
SLC2A1,,,,,,,0.0389058329164981,-0.1487917900085449,,,,-0.0549429785460233,-0.0549429785460233,,human,DOWN
MARCH3,,,,,,,,-0.0545778349041938,,,,-0.0545778349041938,-0.0545778349041938,,human,DOWN
TMEM154,,,,,,,,-0.0545121766626834,,,,-0.0545121766626834,-0.0545121766626834,,human,DOWN
LDLR,,,,,,,,-0.0544354319572448,,,,-0.0544354319572448,-0.0544354319572448,,human,DOWN
NME5,-0.0258053112775087,,,,,-0.0828931108117103,,,,,,-0.0543492110446095,-0.0543492110446095,-0.0258053112775087,human,DOWN
TGFBR3,,-0.0249399095773696,,-0.1082341521978378,-0.0284125823527574,,,,,,,-0.0538622147093216,-0.0284125823527574,,human,DOWN
UBC,,0.0391889810562133,-0.0485656186938285,-0.0178165379911661,,,,,-0.0637198090553283,-0.1783970892429351,,-0.0538620147854089,-0.0485656186938285,,human,DOWN
MAPT-AS1,-0.0541544109582901,,,,,-0.053035419434309,,,,,,-0.0535949151962995,-0.0535949151962995,-0.0541544109582901,human,DOWN
ARF4,,,,,,,,,,-0.0534749217331409,,-0.0534749217331409,-0.0534749217331409,,human,DOWN
C9orf152,-0.0710506737232208,,,,,-0.0346472933888435,,,,,,-0.0528489835560321,-0.0528489835560321,-0.0710506737232208,human,DOWN
SRP72,,,,,,,,-0.052726712077856,,,,-0.052726712077856,-0.052726712077856,,human,DOWN
RPL3,,-0.1391778737306594,0.0901204347610473,-0.0521325059235096,-0.1220385134220123,,,,-0.0597690567374229,-0.0327193960547447,,-0.0526194851845502,-0.0559507813304662,,human,DOWN
PLAT,,-0.0140581987798213,-0.0510916113853454,,,,,-0.0914991274476051,,,,-0.0522163125375906,-0.0510916113853454,,human,DOWN
CSF2,,,,,,,,-0.0516573302447795,,,,-0.0516573302447795,-0.0516573302447795,,human,DOWN
PFDN5,,-0.054962433874607,,,-0.0477793551981449,,,,,,,-0.051370894536376,-0.051370894536376,,human,DOWN
PROSC,,,,,,,,,,,-0.0511584058403968,-0.0511584058403968,-0.0511584058403968,,human,DOWN
IGFBP4,,-0.0676880031824112,-0.0222358237951993,,-0.0629113763570785,,,,,,,-0.0509450677782297,-0.0629113763570785,,human,DOWN
NAMPT,,,,,,,,-0.0811993852257728,,-0.0206331312656402,,-0.0509162582457065,-0.0509162582457065,,human,DOWN
PRMT1,,,,,,,,,,-0.0508689358830452,,-0.0508689358830452,-0.0508689358830452,,human,DOWN
TAC1,-0.0508217625319957,,,,,,,,,,,-0.0508217625319957,-0.0508217625319957,-0.0508217625319957,human,DOWN
DCAF6,,-0.0383714362978935,,-0.0709734484553337,-0.0419025756418705,,,,,,,-0.0504158201316992,-0.0419025756418705,,human,DOWN
SDPR,,,,,,,,,,-0.050369206815958,,-0.050369206815958,-0.050369206815958,,human,DOWN
CCNL1,,,,,,,,,-0.0502468273043632,,,-0.0502468273043632,-0.0502468273043632,,human,DOWN
PAIP2,,,,,,,,-0.0498212538659572,,,,-0.0498212538659572,-0.0498212538659572,,human,DOWN
EEF2,,-0.0796480253338813,,,-0.075542464852333,,0.0177943743765354,-0.0469790399074554,-0.0310000553727149,-0.0834154784679412,,-0.0497984482596317,-0.0612607523798942,,human,DOWN
CFH,,,,-0.0497121177613735,,,,,,,,-0.0497121177613735,-0.0497121177613735,,human,DOWN
TRAM1,,,,,,,,,,,-0.0495732873678207,-0.0495732873678207,-0.0495732873678207,,human,DOWN
KCND2,,,,,,-0.0490835830569267,,,,,,-0.0490835830569267,-0.0490835830569267,,human,DOWN
PPL,,,,-0.0483290292322635,,,,,,,,-0.0483290292322635,-0.0483290292322635,,human,DOWN
TMEM230,,,,,,,,,,-0.0481770597398281,,-0.0481770597398281,-0.0481770597398281,,human,DOWN
NR2C2AP,,,,,,,,,,,-0.0480459742248058,-0.0480459742248058,-0.0480459742248058,,human,DOWN
INSIG1,,,,,,,,-0.0478726550936698,,,,-0.0478726550936698,-0.0478726550936698,,human,DOWN
SPRY1,,,,-0.0473353192210197,,,,,-0.0482466854155063,,,-0.047791002318263,-0.047791002318263,,human,DOWN
HIST2H2BE,,,,,,,,,-0.0475213713943958,,,-0.0475213713943958,-0.0475213713943958,,human,DOWN
THBS4,-0.0474685356020927,,,,,,,,,,,-0.0474685356020927,-0.0474685356020927,-0.0474685356020927,human,DOWN
FLJ44451,,,,,,,,,,,-0.0473018400371074,-0.0473018400371074,-0.0473018400371074,,human,DOWN
CASC16,-0.0489484593272209,,,,,-0.0453971922397613,,,,,,-0.0471728257834911,-0.0471728257834911,-0.0489484593272209,human,DOWN
DLK1,,,,-0.0956794843077659,,,,,-0.0128048630431294,,-0.0329822860658168,-0.0471555444722374,-0.0329822860658168,,human,DOWN
PRDX6,,,,,,,,,,-0.046700619161129,,-0.046700619161129,-0.046700619161129,,human,DOWN
RPS5,,-0.0618848875164985,,0.0145459314808249,-0.0627913475036621,,,,-0.0121132647618651,-0.1112419292330741,,-0.046697099506855,-0.0618848875164985,,human,DOWN
MYLK2,,,,,,,,,,,-0.0466373413801193,-0.0466373413801193,-0.0466373413801193,,human,DOWN
FDFT1,,,,,,,,-0.0439881458878517,,-0.0491651743650436,,-0.0465766601264476,-0.0465766601264476,,human,DOWN
PPP4R1,,,,,,,,,,,-0.0464999563992023,-0.0464999563992023,-0.0464999563992023,,human,DOWN
GNAO1,-0.0383999645709991,,,,,-0.0545204617083072,,,,,,-0.0464602131396532,-0.0464602131396532,-0.0383999645709991,human,DOWN
PSAT1,,,,,,,,,,-0.0459342300891876,,-0.0459342300891876,-0.0459342300891876,,human,DOWN
SH3KBP1,,-0.0276051443070173,,-0.0809510722756385,-0.0290540847927331,,,,,,,-0.045870100458463,-0.0290540847927331,,human,DOWN
KRT6B,-0.0955119356513023,,,,,-0.0275063961744308,,,-0.014122144319117,,,-0.0457134920482834,-0.0275063961744308,-0.0955119356513023,human,DOWN
LOC100128197,,,,,,,,,,,-0.0455012172460556,-0.0455012172460556,-0.0455012172460556,,human,DOWN
TSC22D1,,,-0.0248307287693023,,,,,,-0.0828436538577079,-0.0286599602550268,,-0.045444780960679,-0.0286599602550268,,human,DOWN
BACE2,,,,,,,,,-0.0454222336411476,,,-0.0454222336411476,-0.0454222336411476,,human,DOWN
MRPS15,,,,,,,,-0.0454108528792858,,,,-0.0454108528792858,-0.0454108528792858,,human,DOWN
GLUD1,,,,,,,,,,-0.0452887788414955,,-0.0452887788414955,-0.0452887788414955,,human,DOWN
SCGB3A1,,-0.0483949519693851,,,-0.0638140439987182,-0.0235975459218025,,,,,,-0.0452688472966353,-0.0483949519693851,,human,DOWN
CXCL8,,,,,,,,-0.0450487993657588,,,,-0.0450487993657588,-0.0450487993657588,,human,DOWN
HAGH,,,,,,,,,,,-0.0448626317083835,-0.0448626317083835,-0.0448626317083835,,human,DOWN
PROL1,-0.0357644669711589,,,,,,,,-0.0537713095545768,,,-0.0447678882628679,-0.0447678882628679,-0.0357644669711589,human,DOWN
UGT2B17,,,,,,-0.0446369387209415,,,,,,-0.0446369387209415,-0.0446369387209415,,human,DOWN
CBY1,,,,,,,,,,,-0.0446142591536045,-0.0446142591536045,-0.0446142591536045,,human,DOWN
S100A6,,,-0.0214726738631725,,,,,,,-0.0674043446779251,,-0.0444385092705488,-0.0444385092705488,,human,DOWN
SUSD3,-0.0441287830471992,,,,,-0.0447274260222911,,,,,,-0.0444281045347452,-0.0444281045347452,-0.0441287830471992,human,DOWN
STYX,,,,,,,,-0.0442974157631397,,,,-0.0442974157631397,-0.0442974157631397,,human,DOWN
FAF2,,,,,,,,-0.044287908822298,,,,-0.044287908822298,-0.044287908822298,,human,DOWN
GRIN1,,,,,,,,,,,-0.0440701954066753,-0.0440701954066753,-0.0440701954066753,,human,DOWN
ATP5J2,,,,,,,,,,-0.0438710190355777,,-0.0438710190355777,-0.0438710190355777,,human,DOWN
LALBA,,-0.0312300249934196,,,-0.0346568748354911,,,,-0.0655413568019867,,,-0.0438094188769658,-0.0346568748354911,,human,DOWN
ACKR1,,-0.0110645061358809,,-0.0765230506658554,,,,,,,,-0.0437937784008681,-0.0437937784008681,,human,DOWN
MSMO1,,,,,,,,-0.0734628662467002,,-0.0138968843966722,,-0.0436798753216862,-0.0436798753216862,,human,DOWN
EDN1,,,,,,,,-0.0624836422502994,,,-0.0248746275901794,-0.0436791349202394,-0.0436791349202394,,human,DOWN
IFT88,,,,,,,,,,,-0.0436059646308422,-0.0436059646308422,-0.0436059646308422,,human,DOWN
DSG2,,,,,,,,,-0.0433654002845287,,,-0.0433654002845287,-0.0433654002845287,,human,DOWN
FAM96B,,,,,,,,,,-0.0432467386126518,,-0.0432467386126518,-0.0432467386126518,,human,DOWN
MEOX1,,,,-0.0431585945188999,,,,,,,,-0.0431585945188999,-0.0431585945188999,,human,DOWN
KRTAP2-3,,,,,,,,-0.0430866256356239,,,,-0.0430866256356239,-0.0430866256356239,,human,DOWN
C2orf40,,-0.0426468439400196,,,-0.0433619394898414,,,,,,,-0.0430043917149305,-0.0430043917149305,,human,DOWN
LOC145663,,,,,,,,,,,-0.0429249331355094,-0.0429249331355094,-0.0429249331355094,,human,DOWN
COX7A1,-0.0290092583745718,,,,,-0.056489560753107,,,,,,-0.0427494095638394,-0.0427494095638394,-0.0290092583745718,human,DOWN
AMBP,,,,,,,,,,,-0.042509164661169,-0.042509164661169,-0.042509164661169,,human,DOWN
C4B,,,-0.0654205605387687,,,,,,-0.0194006189703941,,,-0.0424105897545814,-0.0424105897545814,,human,DOWN
HAX1,,,,,,,,,,-0.0421737357974052,,-0.0421737357974052,-0.0421737357974052,,human,DOWN
PPP2R5D,,,,,,,,,,,-0.0421350598335266,-0.0421350598335266,-0.0421350598335266,,human,DOWN
LMAN2,,,,,,,,-0.0421235784888267,,,,-0.0421235784888267,-0.0421235784888267,,human,DOWN
IL24,,,,,,,,-0.0421114861965179,,,,-0.0421114861965179,-0.0421114861965179,,human,DOWN
FRZB,,,,,,-0.0420620813965797,,,,,,-0.0420620813965797,-0.0420620813965797,,human,DOWN
NEURL1B,,,,-0.0419239290058612,,,,,,,,-0.0419239290058612,-0.0419239290058612,,human,DOWN
SIK1,,,,,,,,,-0.041848711669445,,,-0.041848711669445,-0.041848711669445,,human,DOWN
HSPA9,,,,,,,,-0.041714496910572,,,,-0.041714496910572,-0.041714496910572,,human,DOWN
SHE,,,,-0.0416110791265964,,,,,,,,-0.0416110791265964,-0.0416110791265964,,human,DOWN
CASP10,,,,,,,,,,,-0.0414701104164123,-0.0414701104164123,-0.0414701104164123,,human,DOWN
SNORA23,,,,,,,,-0.0411858335137367,,,,-0.0411858335137367,-0.0411858335137367,,human,DOWN
FIS1,,,,,,,,,,-0.0411836318671703,,-0.0411836318671703,-0.0411836318671703,,human,DOWN
CXCL2,,,0.0124561758711934,,,,,-0.05104685947299,-0.0848781019449234,,,-0.0411562618489066,-0.05104685947299,,human,DOWN
RFPL4A,,,,,,,,-0.0411278270184993,,,,-0.0411278270184993,-0.0411278270184993,,human,DOWN
DDX4,,,,,,-0.0407464802265167,,,,,,-0.0407464802265167,-0.0407464802265167,,human,DOWN
SERHL2,,-0.0391133613884449,,,-0.041498202830553,,,,,,,-0.0403057821094989,-0.0403057821094989,,human,DOWN
EIF3M,,,,,,,,-0.0401714108884334,,,,-0.0401714108884334,-0.0401714108884334,,human,DOWN
SEC23B,,,,,,,,-0.0401325300335884,,,,-0.0401325300335884,-0.0401325300335884,,human,DOWN
CYR61,,-0.0522228479385376,0.022776486352086,-0.0267066992819309,-0.057079080492258,,,-0.046028334647417,-0.0538241155445575,-0.0668659955263137,,-0.0399929410112755,-0.0522228479385376,,human,DOWN
RPL13A,,-0.1286790668964386,0.0486397854983806,,-0.1101913899183273,,,,-0.0611683614552021,-0.0196885112673044,0.0313213504850864,-0.0399610322589675,-0.0404284363612532,,human,DOWN
DPYSL2,,-0.036889087408781,,-0.038951214402914,-0.0439436584711074,,,,,,,-0.0399279867609341,-0.038951214402914,,human,DOWN
RPL32,,-0.0941250473260879,,-0.0127419345080852,-0.0795530006289482,,,,0.0187817588448524,-0.0313345976173877,,-0.0397945642471313,-0.0313345976173877,,human,DOWN
YPEL5,,,,,,,,,-0.0397841036319732,,,-0.0397841036319732,-0.0397841036319732,,human,DOWN
RPS8,,-0.0705287382006645,-0.0188260972499847,-0.0215145964175462,-0.050598356872797,,,,-0.037039328366518,,,-0.0397014234215021,-0.037039328366518,,human,DOWN
GC,,,,,,,,,,,-0.039623700082302,-0.039623700082302,-0.039623700082302,,human,DOWN
VAMP3,,,,,,,,,,-0.039467379450798,,-0.039467379450798,-0.039467379450798,,human,DOWN
C1orf64,-0.0458341166377067,,,,,-0.0329852625727653,,,,,,-0.039409689605236,-0.039409689605236,-0.0458341166377067,human,DOWN
WDR45,,,,,,,,,,,-0.0393916480243206,-0.0393916480243206,-0.0393916480243206,,human,DOWN
MT1A,,,,,,,,-0.0391798801720142,,,,-0.0391798801720142,-0.0391798801720142,,human,DOWN
HSD3B1,,,,,,,,,,,-0.0391678400337696,-0.0391678400337696,-0.0391678400337696,,human,DOWN
ENPP2,,,,-0.0389906577765941,,,,,,,,-0.0389906577765941,-0.0389906577765941,,human,DOWN
PSMD8,,,,,,,,,,-0.0389882065355777,,-0.0389882065355777,-0.0389882065355777,,human,DOWN
GABARAPL3,,,,-0.0387582406401634,,,,,,,,-0.0387582406401634,-0.0387582406401634,,human,DOWN
KRT19,,,-0.0698454603552818,,,,,-0.0363409854471683,-0.0185545403510332,-0.0302365627139806,,-0.038744387216866,-0.0332887740805745,,human,DOWN
ANKRD20A13P,,,,-0.0387067459523677,,,,,,,,-0.0387067459523677,-0.0387067459523677,,human,DOWN
RHOA,,,-0.0169095508754253,,,,,,,-0.0604047663509845,,-0.0386571586132049,-0.0386571586132049,,human,DOWN
TFDP3,-0.0442253872752189,,,,,-0.0330548472702503,,,,,,-0.0386401172727346,-0.0386401172727346,-0.0442253872752189,human,DOWN
PLRG1,,,,,,,,-0.0386314168572425,,,,-0.0386314168572425,-0.0386314168572425,,human,DOWN
HSP90AA2,,,,,,,,-0.0384717509150505,,,,-0.0384717509150505,-0.0384717509150505,,human,DOWN
STEAP2,-0.0311391204595565,,,,,-0.0456130243837833,,,,,,-0.0383760724216699,-0.0383760724216699,-0.0311391204595565,human,DOWN
EHF,,,,,,,,-0.0383687950670719,,,,-0.0383687950670719,-0.0383687950670719,,human,DOWN
CLDN5,,,,-0.065847136080265,-0.0107193486765027,,,,,,,-0.0382832423783838,-0.0382832423783838,,human,DOWN
LOC100132247,,,,,,,,,,,-0.0382531136274337,-0.0382531136274337,-0.0382531136274337,,human,DOWN
CENPF,,,,,,,,,,,-0.038146037608385,-0.038146037608385,-0.038146037608385,,human,DOWN
LOX,,,,,,,,-0.0380084440112113,,,,-0.0380084440112113,-0.0380084440112113,,human,DOWN
COL6A6,,,,-0.0378396026790142,,,,,,,,-0.0378396026790142,-0.0378396026790142,,human,DOWN
ENO1,,,,,,,,0.0209475383162498,,-0.096586987376213,,-0.0378197245299816,-0.0378197245299816,,human,DOWN
CLINT1,,,,,,,,-0.037802193313837,,,,-0.037802193313837,-0.037802193313837,,human,DOWN
ATP8A2,-0.0260219443589448,,,,,-0.0495053082704544,,,,,,-0.0377636263146996,-0.0377636263146996,-0.0260219443589448,human,DOWN
SPRY4,,,,,,,,-0.029108203947544,,,-0.0460902117192745,-0.0375992078334093,-0.0375992078334093,,human,DOWN
CAV2,,,,,,,,-0.0372273325920105,,,,-0.0372273325920105,-0.0372273325920105,,human,DOWN
KIAA0329,,,,,,,,,,,-0.0372178815305233,-0.0372178815305233,-0.0372178815305233,,human,DOWN
GABRP,-0.0436840169131755,-0.0389924459159374,0.0382288880646228,,-0.1123590245842933,-0.0366096571087837,,,-0.0294919945299625,,,-0.0371513751645882,-0.0378010515123605,-0.0436840169131755,human,DOWN
SASH1,,,,-0.0370482616126537,,,,,,,,-0.0370482616126537,-0.0370482616126537,,human,DOWN
TAGLN,,-0.0528561472892761,-0.0547332540154457,0.0115080764517188,-0.0520731098949909,,,,,,,-0.0370386086869984,-0.0524646285921335,,human,DOWN
FADS1,,,,,,,,-0.0369978621602058,,,,-0.0369978621602058,-0.0369978621602058,,human,DOWN
LRRC59,,,,,,,,,,-0.0369332507252693,,-0.0369332507252693,-0.0369332507252693,,human,DOWN
ALDH18A1,,,,,,,,,,-0.0369049943983554,,-0.0369049943983554,-0.0369049943983554,,human,DOWN
NELL2,-0.0545704960823059,,,,,-0.0192317180335521,,,,,,-0.036901107057929,-0.036901107057929,-0.0545704960823059,human,DOWN
ADM,,,,-0.0368665345013141,,,,,,,,-0.0368665345013141,-0.0368665345013141,,human,DOWN
IL20RA,-0.0268706567585468,,,,,-0.0468558706343174,,,,,,-0.0368632636964321,-0.0368632636964321,-0.0268706567585468,human,DOWN
VSNL1,,,,,,,,,,,-0.0368052162230014,-0.0368052162230014,-0.0368052162230014,,human,DOWN
RNF4,,,,,,,,,,,-0.0367377437651157,-0.0367377437651157,-0.0367377437651157,,human,DOWN
IDI1,,,,,,,,-0.036644123494625,,,,-0.036644123494625,-0.036644123494625,,human,DOWN
GADD45G,-0.0347155109047889,,,,,-0.0384983643889427,,,,,,-0.0366069376468658,-0.0366069376468658,-0.0347155109047889,human,DOWN
CSNK1A1,,,,,,,,-0.0365457460284233,,,,-0.0365457460284233,-0.0365457460284233,,human,DOWN
MTMR2,,,,,,,,,,,-0.0365196242928504,-0.0365196242928504,-0.0365196242928504,,human,DOWN
CSRP1,,-0.0670073553919792,-0.0271972548216581,0.0152857890352606,-0.0671361163258552,,,,,,,-0.0365137343760579,-0.0471023051068186,,human,DOWN
UBE2D2,,,,,,,,-0.036474622786045,,,,-0.036474622786045,-0.036474622786045,,human,DOWN
HMGN3,,,-0.0243584048002958,-0.0481309108436107,,,,,,,,-0.0362446578219533,-0.0362446578219533,,human,DOWN
PRELID1,,,,,,,,-0.0362261720001697,,,,-0.0362261720001697,-0.0362261720001697,,human,DOWN
ATG9B,,,,,,,,,,,-0.036213744431734,-0.036213744431734,-0.036213744431734,,human,DOWN
CAPRIN1,,,,,,,,,,-0.0360557362437248,,-0.0360557362437248,-0.0360557362437248,,human,DOWN
RPL11,,-0.0941018238663673,-0.0113882403820753,,-0.0854805707931518,,,,-0.0228055939078331,0.0337515398859977,,-0.0360049378126859,-0.0228055939078331,,human,DOWN
LTF,-0.0136732999235391,-0.0619514323770999,-0.0359207540750503,,-0.0907181501388549,0.0308020114898681,,,-0.044413037598133,,,-0.0359791104371349,-0.0401668958365917,-0.0136732999235391,human,DOWN
RPS4X,,-0.0965835824608802,,-0.0435742288827896,-0.0493226572871208,,,,,0.0456592217087745,,-0.035955311730504,-0.0464484430849552,,human,DOWN
AUP1,,,,,,,,,,,-0.0358740463852882,-0.0358740463852882,-0.0358740463852882,,human,DOWN
HARS,,,,,,,,-0.0358700491487979,,,,-0.0358700491487979,-0.0358700491487979,,human,DOWN
RAP1GAP2,,,,,,,,-0.0357580557465553,,,,-0.0357580557465553,-0.0357580557465553,,human,DOWN
RPL4,,-0.134048193693161,0.0875165686011314,-0.0293561704456806,-0.1439257115125656,,,,-0.0727813765406608,0.0784527882933616,,-0.0356903492162625,-0.0510687734931707,,human,DOWN
ENTPD3,,,,,,-0.0355539955198764,,,,,,-0.0355539955198764,-0.0355539955198764,,human,DOWN
NINJ1,,,,,,,,,,,-0.0355394072830677,-0.0355394072830677,-0.0355394072830677,,human,DOWN
GSTM2,,-0.0358145423233509,,,-0.0434897728264331,,,,,,-0.0272967871278524,-0.0355337007592121,-0.0358145423233509,,human,DOWN
S100G,-0.021199557930231,,,,,-0.0496323816478252,,,,,,-0.0354159697890281,-0.0354159697890281,-0.021199557930231,human,DOWN
MT2A,,-0.0514187440276145,-0.1403497904539108,0.0593995526432991,-0.0626964420080185,,,,,0.0187089573591947,,-0.03527129329741,-0.0514187440276145,,human,DOWN
KAL1,,,,,,,,,,,-0.0352229587733745,-0.0352229587733745,-0.0352229587733745,,human,DOWN
TAT,-0.0531953573226928,,,,,-0.0229648668318986,,,,,-0.0294001884758472,-0.0351868042101462,-0.0294001884758472,-0.0531953573226928,human,DOWN
ZNF662,-0.0354985892772674,,,,,-0.034596212208271,,,,,,-0.0350474007427692,-0.0350474007427692,-0.0354985892772674,human,DOWN
EIF2S1,,,,,,,,-0.0350439585745334,,,,-0.0350439585745334,-0.0350439585745334,,human,DOWN
ALG13,,,,,,,,,,,-0.0350355058908462,-0.0350355058908462,-0.0350355058908462,,human,DOWN
SMURF2,,,,,,,,-0.0350122787058353,,,,-0.0350122787058353,-0.0350122787058353,,human,DOWN
PCYOX1,,,,,,,,,,,-0.0348917506635189,-0.0348917506635189,-0.0348917506635189,,human,DOWN
GRK5,,,,,,,0.0138079896569252,,,,-0.0835583582520484,-0.0348751842975616,-0.0348751842975616,,human,DOWN
RPLP2,,,,,,,,-0.0348079316318035,,,,-0.0348079316318035,-0.0348079316318035,,human,DOWN
WIPI1,,,,,,,,-0.0347821973264217,,,,-0.0347821973264217,-0.0347821973264217,,human,DOWN
AFF4,,,,,,,,-0.0347643122076988,,,,-0.0347643122076988,-0.0347643122076988,,human,DOWN
SCGB1D1,,,,,,-0.0346903912723064,,,,,,-0.0346903912723064,-0.0346903912723064,,human,DOWN
NONO,,,,,,,,,,-0.0344132594764232,,-0.0344132594764232,-0.0344132594764232,,human,DOWN
DUSP1,,,,,,,,-0.0493546538054943,,-0.0194489117711782,,-0.0344017827883362,-0.0344017827883362,,human,DOWN
CLCN4,,,,,,,,,,,-0.0343672931194305,-0.0343672931194305,-0.0343672931194305,,human,DOWN
RHAG,,,,,,,,,,,-0.0342407189309597,-0.0342407189309597,-0.0342407189309597,,human,DOWN
MXRA7,,,,,,,,,-0.0340895466506481,,,-0.0340895466506481,-0.0340895466506481,,human,DOWN
SLAIN2,,,,,,,,-0.0340689681470394,,,,-0.0340689681470394,-0.0340689681470394,,human,DOWN
MS4A14,-0.0139191383495926,,,,,-0.0542015880346298,,,,,,-0.0340603631921112,-0.0340603631921112,-0.0139191383495926,human,DOWN
ID1,,,,-0.0148057891055941,,,,,,-0.0532106086611747,,-0.0340081988833844,-0.0340081988833844,,human,DOWN
ATP6V0A1,,,,,,,,-0.0339123681187629,,,,-0.0339123681187629,-0.0339123681187629,,human,DOWN
MAGEB2,,,,,,,,,,-0.0338701233267784,,-0.0338701233267784,-0.0338701233267784,,human,DOWN
