gene_symbol,logfc_dz:867,logfc_dz:868,logfc_dz:869,logfc_dz:873,logfc_dz:872,logfc_dz:871,logfc_dz:851,logfc_dz:850,mean_logfc,median_logfc,common_experiment,organism,signature_type
CTHRC1,0.0161981172859668,,,,,,0.1523622125387191,,0.084280164912343,0.084280164912343,0.1523622125387191,human,UP
BPIFB1,0.1338489055633545,,,0.1212135702371597,,-0.0103761609643697,,,0.0815621049453814,0.1212135702371597,,human,UP
HLA-DRB1,0.1089796870946884,0.0817090421915054,0.0576671138405799,0.0751908496022224,0.0693391785025596,0.0701184645295143,,,0.0771673892935117,0.0726546570658683,,human,UP
NAPSA,0.0113689666613936,0.0915442630648613,0.1206469312310218,,0.0627091899514198,0.0851762741804122,,,0.0742891250178217,0.0851762741804122,,human,UP
HLA-DPB1,0.0838053449988365,0.0406262055039405,0.0858673974871635,0.0722522735595703,0.0974966883659362,0.0652570202946662,,,0.0742174883683522,0.0780288092792034,,human,UP
FRMD6,,,,,,,0.0737405940890312,,0.0737405940890312,0.0737405940890312,0.0737405940890312,human,UP
IGLC7,0.0547296553850173,0.1186053082346916,0.0956409350037574,0.0781783610582351,,0.0145063074305653,,,0.0723321134224534,0.0781783610582351,,human,UP
FTH1,0.0650398358702659,0.0615692622959613,0.0470068119466304,0.0307866465300321,,0.1207112669944763,,,0.0650227647274732,0.0615692622959613,,human,UP
HBB,0.0380060598254203,0.0323803909122943,0.0327821373939514,,0.1147011294960975,0.0924678519368171,,,0.0620675139129161,0.0380060598254203,,human,UP
HLA-B,0.0477037727832794,0.1009617149829864,0.0910253003239631,0.1347799152135849,-0.0444673150777816,0.0518118217587471,0.0354523733258247,,0.0596096547586577,0.0518118217587471,0.0354523733258247,human,UP
CD81,0.0629479959607124,0.0709233954548835,0.1008086055517196,0.1145701855421066,0.0200633592903614,0.029854517430067,,0.0177136231213808,0.0595545260501759,0.0629479959607124,,human,UP
PSAP,0.0623243637382984,0.062945082783699,0.0466485433280468,0.0640256330370903,,0.0555327944457531,,,0.0582952834665775,0.0623243637382984,,human,UP
CDH11,,,,,,,0.0551799871027469,,0.0551799871027469,0.0551799871027469,0.0551799871027469,human,UP
SFTPC,-0.0231488961726427,0.08885258436203,0.1198988482356071,-0.063655637204647,0.1299445927143097,0.0789776816964149,,,0.0551448622718453,0.0839151330292224,,human,UP
ATP8B1,,,,,,,0.0550305172801017,,0.0550305172801017,0.0550305172801017,0.0550305172801017,human,UP
HSP90AA1,0.0339941531419754,0.0621409453451633,0.0717630237340927,0.0670201331377029,0.084953598678112,0.1125949695706367,-0.0154096772894263,0.0180162116885185,0.0543841697508469,0.0645805392414331,-0.0154096772894263,human,UP
SNHG5,0.0525126568973064,0.0212331674993038,0.088767297565937,0.0418699011206626,0.0347211211919784,0.0995738580822944,0.0656415298581123,0.0288914199918508,0.0541513690259307,0.0471912790089845,0.0656415298581123,human,UP
FGG,,0.0475074313580989,0.0712127164006233,0.0740920454263687,,0.0235369615256786,,,0.0540872886776924,0.0593600738793611,,human,UP
FTL,0.0331385172903537,0.0586701221764087,0.0872692316770553,0.08909273147583,-0.0424142032861709,0.0909221395850181,,,0.0527797564864158,0.072969676926732,,human,UP
SCGB3A1,0.1210746020078659,-0.0147346518933773,,0.1861462593078613,0.0460682697594165,-0.0755090489983558,,,0.0526090860366821,0.0460682697594165,,human,UP
TPSB2,0.0340647958219051,0.0212512984871864,0.0952257141470909,0.0850905701518058,,0.0259659979492425,,,0.0523196753114461,0.0340647958219051,,human,UP
LTA4H,0.1033030226826667,0.0475474372506141,0.0493036732077598,0.0439627207815647,0.0174329802393913,0.1137588396668434,-0.011162900365889,,0.0520208247804215,0.0475474372506141,-0.011162900365889,human,UP
APOC1,0.0573032796382904,0.061246033757925,0.0459010638296604,0.0157201364636421,0.0531397350132465,0.0785810500383377,,,0.051981883123517,0.0552215073257684,,human,UP
DACT1,,,,,,,0.0796824842691421,0.0218275524675846,0.0507550183683633,0.0507550183683633,0.0796824842691421,human,UP
CD52,0.0641143545508384,0.0487116426229476,0.0498416982591152,0.0282617360353469,0.0294709205627441,0.0786152854561805,,,0.0498359395811955,0.0492766704410314,,human,UP
HLA-DQA2,0.0583743229508399,0.0456058792769908,0.0223502852022647,0.0435515046119689,0.0242868550121784,0.1003079935908317,,,0.0490794734408458,0.0445786919444799,,human,UP
PDLIM1,0.0313436575233936,0.0777560025453567,0.0476683191955089,0.0361901968717575,0.0504218935966491,0.0480334460735321,,,0.048568919301033,0.0478508826345205,,human,UP
HLA-A,0.0711353197693824,0.0940779447555542,0.0946985036134719,0.1186464205384254,0.0188834313303232,0.0608335398137569,-0.0583242811262607,-0.0137006305158138,0.0482812810223549,0.0659844297915697,-0.0583242811262607,human,UP
S100A2,0.048211894929409,,,,,,,,0.048211894929409,0.048211894929409,,human,UP
CRIP1,0.0603862144052982,0.0655334889888763,0.0399927720427513,0.0526961050927639,0.0211691688746213,0.0483888052403926,,,0.0480277591074506,0.0505424551665782,,human,UP
IL24,,,,,,,0.048010941594839,,0.048010941594839,0.048010941594839,0.048010941594839,human,UP
FBP1,0.0493317022919654,0.0534944683313369,0.0450751557946205,0.0410665832459926,0.0256117992103099,0.0679490640759468,,,0.0470881288250287,0.047203429043293,,human,UP
HSPA8,0.0364544279873371,0.0245845559984445,0.0304791051894426,0.043983120471239,0.0602059215307235,0.0860060304403305,,,0.0469521936029195,0.0402187742292881,,human,UP
IGJ,0.0619466081261634,0.0455426760017871,0.055555060505867,0.0718778148293495,0.0215831417590379,0.0251069962978363,,,0.0469353829200069,0.050548868253827,,human,UP
PTGDS,0.0439960025250911,0.05266073346138,0.0626758262515068,0.0750576332211494,0.0328698717057704,0.043263804167509,0.0174886062741279,,0.0468589253723621,0.0439960025250911,0.0174886062741279,human,UP
TPBG,,,,,,,0.0453365929424762,,0.0453365929424762,0.0453365929424762,0.0453365929424762,human,UP
MIR21,,0.0478389784693717,0.0225239545106887,,0.0619564540684223,,,,0.0441064623494943,0.0478389784693717,,human,UP
SFRP1,,,,,,,0.063480719923973,0.0239278767257928,0.0437042983248829,0.0437042983248829,0.063480719923973,human,UP
CTSH,-0.0369727276265621,0.0211378000676631,0.0969592928886413,,0.1192801669239997,0.0179855246096849,,,0.0436780113726854,0.0211378000676631,,human,UP
SPARC,0.058422926813364,0.0208294820040464,0.0206399839371442,0.0369821898639202,0.0537068620324134,,0.0840807855129242,0.0249815490096807,0.0428062541676419,0.0369821898639202,0.0840807855129242,human,UP
DMBT1,0.0109128085896372,0.0833247154951095,0.0212200935930013,,0.060182861983776,0.038091991096735,,,0.0427464941516518,0.038091991096735,,human,UP
FAP,,,,,,,0.0417324975132942,,0.0417324975132942,0.0417324975132942,0.0417324975132942,human,UP
SLC34A2,,0.0934113189578056,0.0475683435797691,,0.0137596735730767,0.0113901728764176,,,0.0415323772467672,0.0306640085764229,,human,UP
CRLF1,,,,,,,0.0415000319480896,,0.0415000319480896,0.0415000319480896,0.0415000319480896,human,UP
GRN,0.0339977107942104,0.0362369902431964,0.0511870607733726,0.0421639196574687,,0.0390006378293037,,,0.0405172638595104,0.0390006378293037,,human,UP
FTH1P5,0.0467454604804515,0.0347901508212089,0.045424249023199,0.0356217510998249,-0.010148936882615,0.0872025117278099,,,0.0399391977116465,0.0405230000615119,,human,UP
MCEMP1,0.0539805740118026,0.014337558299303,0.0512963831424713,0.0267174020409584,0.0086821503937244,0.0834975913166999,,,0.0397519432008266,0.0390068925917148,,human,UP
IGK,0.0359057933092117,0.049930814653635,0.0582434274256229,0.0407325588166713,0.0251784902065992,0.028412576764822,,,0.039733943529427,0.0383191760629415,,human,UP
C1QA,0.0385418944060802,0.045704498887062,0.0623808875679969,0.0531380102038383,0.0084085268899798,0.0294474065303802,,,0.0396035374142229,0.0421231966465711,,human,UP
KRT5,0.0393320247530937,,,,,,,,0.0393320247530937,0.0393320247530937,,human,UP
CPA3,0.0355716869235038,0.0181469339877367,0.050580121576786,0.031720120459795,0.0583392567932605,0.0388811640441417,,,0.0388732139642039,0.0372264254838228,,human,UP
WIF1,0.0255672112107276,0.0475471653044223,0.0455071926116943,,0.0379182584583759,0.0335354804992675,,,0.0380150616168975,0.0379182584583759,,human,UP
MMP1,0.0467868223786354,,,,0.0449676252901554,0.0202071573585271,,,0.037320535009106,0.0449676252901554,,human,UP
EPHX1,0.0218959357589483,0.0522600226104259,0.0422525554895401,0.056945402175188,,0.0118944523856043,,,0.0370496736839413,0.0422525554895401,,human,UP
TMSB10,0.0827196314930915,0.014753459021449,0.0347050912678241,0.0344844795763492,0.0213100016117095,0.0341777242720127,,,0.037025064540406,0.0343311019241809,,human,UP
QSOX1,,,,,,,0.0369840934872627,,0.0369840934872627,0.0369840934872627,0.0369840934872627,human,UP
WLS,,,,,,,0.0511039905250072,0.0223458651453256,0.0367249278351664,0.0367249278351664,0.0511039905250072,human,UP
THBS1,,,,,,,0.0367067530751228,,0.0367067530751228,0.0367067530751228,0.0367067530751228,human,UP
SLC7A5,,,,,,,0.0198563523590564,0.0529813170433044,0.0364188347011804,0.0364188347011804,0.0198563523590564,human,UP
PPBP,0.0453132092952728,0.0134053817018866,,,0.0128785781562328,0.070129781961441,,,0.0354317377787083,0.0293592954985797,,human,UP
AQP3,0.0205869283527135,0.0635932311415672,0.0373733751475811,0.0302148554474115,0.0233907978981733,0.0365912429988384,,,0.0352917384977142,0.0334030492231249,,human,UP
PFN1,0.0281231272965669,0.0326031073927879,0.0425779856741428,0.0398430600762367,,0.0332970358431339,,,0.0352888632565736,0.0332970358431339,,human,UP
ARL4C,,,,,,,,0.0351731069386005,0.0351731069386005,0.0351731069386005,,human,UP
S100A11,0.0233631040900945,0.039314866065979,0.0395007655024528,0.0423543490469455,,0.0311807803809642,,,0.0351427730172872,0.039314866065979,,human,UP
IGFBP4,0.0358470901846885,0.0485623478889465,0.0686689093708992,0.0526117272675037,,0.0153235625475645,-0.0103189637884497,,0.0351157789118588,0.0422047190368175,-0.0103189637884497,human,UP
SH3BP4,,,,,,,0.0530341379344463,0.0170605722814798,0.035047355107963,0.035047355107963,0.0530341379344463,human,UP
ALDH2,0.0490985140204429,0.0406114906072616,0.0549971535801887,0.047270655632019,0.0219944454729557,0.0427030436694622,,-0.0124606443569064,0.0348878083750605,0.0427030436694622,,human,UP
ALOX5AP,0.0216257255524396,,0.0336484499275684,0.0302227400243282,-0.0100701181218028,0.0988440290093422,,,0.0348541652783751,0.0302227400243282,,human,UP
TPT1,0.0215585120022296,0.0165385790169239,0.0556327030062675,0.0461216643452644,0.0432395488023757,0.0239171683788299,,,0.0345013625919818,0.0335783585906028,,human,UP
ACP5,0.0359065495431423,0.0360516719520092,0.0382825210690498,0.0270156040787696,0.021963307633996,0.0470915995538234,,,0.0343852089717984,0.0359791107475757,,human,UP
C1QB,0.0337518453598022,0.0247039590030908,0.0447077490389347,0.0300414804369211,,0.0382521003484725,,,0.0342914268374443,0.0337518453598022,,human,UP
IFI30,0.0787820145487785,0.048628706485033,0.0236021857708692,0.0264580957591533,-0.0537744164466857,0.0816587582230568,,,0.0342258907233675,0.0375434011220932,,human,UP
CFL1,0.0299026817083358,0.0433448441326618,0.0570076927542686,0.0663146302103996,-0.0192813258618116,0.025976400822401,,,0.0338774872943758,0.0366237629204988,,human,UP
MYL9,0.01408186648041,0.0249266922473907,0.0372594855725765,0.0591514185070991,,,,,0.0338548657018691,0.0310930889099836,,human,UP
PTP4A2,,,,,,,,0.033628012984991,0.033628012984991,0.033628012984991,,human,UP
APEX1,,,,,,,,0.0335327535867691,0.0335327535867691,0.0335327535867691,,human,UP
PLAT,,,,,,,0.0544354282319545,0.012184458784759,0.0333099435083568,0.0333099435083568,0.0544354282319545,human,UP
LUM,0.0782616212964057,0.0254716463387012,,,0.037786278873682,0.0325780622661113,-0.0105490079149603,,0.032709720171988,0.0325780622661113,-0.0105490079149603,human,UP
ATP2B4,,,,,,,,0.0323499105870723,0.0323499105870723,0.0323499105870723,,human,UP
ZNF281,,,,,,,0.0321436934173107,,0.0321436934173107,0.0321436934173107,0.0321436934173107,human,UP
HLA-C,0.0231034848839044,0.0452045574784278,0.0492319762706756,0.0758603066205978,-0.0179624613374471,0.0250762496143579,0.0243359841406345,,0.0321214425244501,0.0250762496143579,0.0243359841406345,human,UP
TM4SF1,,,,,,,0.0318351127207279,,0.0318351127207279,0.0318351127207279,0.0318351127207279,human,UP
CES1,0.0405447259545326,0.0407462827861309,0.0510082617402076,0.0277369059622287,0.0466950125992298,0.0297467596828937,,-0.013783817179501,0.0318134473636746,0.0405447259545326,,human,UP
ZFAND5,,,,,,,0.0316685885190963,,0.0316685885190963,0.0316685885190963,0.0316685885190963,human,UP
S100A16,,,,,,,0.0316576026380062,,0.0316576026380062,0.0316576026380062,0.0316576026380062,human,UP
TAGLN2,0.027052903547883,0.0517475120723247,0.030850613489747,0.0404624156653881,0.0103869754821062,0.0293676648288965,,,0.0316446808477242,0.0301091391593217,,human,UP
IGLL5,,0.0174029171466827,0.0321113169193267,0.0453075841069221,,,,,0.0316072727243105,0.0321113169193267,,human,UP
FLNA,0.0187223386019468,0.0202337335795164,0.0352303385734558,0.0520160682499408,,,,,0.0315506197512149,0.0277320360764861,,human,UP
VCAN,,,,,,,0.0314579904079437,,0.0314579904079437,0.0314579904079437,0.0314579904079437,human,UP
HLA-DPA1,0.042463544756174,0.0180908776819705,0.0363207645714283,0.052857406437397,-0.0144529584795236,0.0518358685076236,,,0.031185917245845,0.0393921546638011,,human,UP
SCG5,,,,,,,0.0311086680740118,,0.0311086680740118,0.0311086680740118,0.0311086680740118,human,UP
LPL,0.0202988144010305,0.0375513918697834,0.0566729195415973,0.0133229009807109,0.0314041264355182,0.0270464643836021,,,0.0310494362687071,0.0292252954095602,,human,UP
SFRP2,0.0304267276078462,0.0553005598485469,0.0281291734427213,0.031271569430828,0.0246726982295513,0.0157781243324279,,,0.0309298088153203,0.0292779505252838,,human,UP
COL1A2,0.0692905336618423,0.0339060798287391,0.0257953144609928,0.0346736833453178,0.0485261157155036,0.0198249462991952,-0.0155092859640717,,0.0309296267639313,0.0339060798287391,-0.0155092859640717,human,UP
IGLV2-23,,0.0210072342306375,0.0365202836692333,0.0545449294149875,,0.0113354474306106,,,0.0308519736863672,0.0287637589499354,,human,UP
MLLT11,,,,,,,,0.030818710103631,0.030818710103631,0.030818710103631,,human,UP
GAL,,,,,,,0.0431051366031169,0.0184535346925258,0.0307793356478214,0.0307793356478214,0.0431051366031169,human,UP
CDKN1A,,,,,,,0.0378066524863243,0.0235816966742277,0.030694174580276,0.030694174580276,0.0378066524863243,human,UP
NDUFC2,,,,,,,0.0304980482906103,,0.0304980482906103,0.0304980482906103,0.0304980482906103,human,UP
HMGN3,0.0410352014005184,,,0.0191657096147537,,,,,0.030100455507636,0.030100455507636,,human,UP
C3,0.0155584402382373,0.0658402815461158,0.0344292894005775,0.0212971810251474,0.0127821620553731,,,,0.0299814708530902,0.0212971810251474,,human,UP
ITM2B,0.0363166257739067,0.0129354549571871,0.015946015715599,0.0322306454181671,0.0430774614214897,,0.0472742617130279,0.0219745729118585,0.0299650054158908,0.0322306454181671,0.0472742617130279,human,UP
SEPW1,0.0398759841918945,0.0400013923645019,0.0344485267996788,0.0529250726103782,0.027222728356719,0.0262238606810569,-0.0111568793654441,,0.0299343836626836,0.0344485267996788,-0.0111568793654441,human,UP
STT3B,,,,,,,,0.0299040228128433,0.0299040228128433,0.0299040228128433,,human,UP
MUC1,,0.0298298243433237,,,,,,,0.0298298243433237,0.0298298243433237,,human,UP
ZMIZ1,,,,,,,0.0286805760115385,0.0307889878749847,0.0297347819432616,0.0297347819432616,0.0286805760115385,human,UP
ACTN4,,0.0234848875552415,0.0342508852481842,0.0310906153172254,,,,,0.029608796040217,0.0310906153172254,,human,UP
TMEM167A,,,,,,,0.0295891128480434,,0.0295891128480434,0.0295891128480434,0.0295891128480434,human,UP
HAS2,,,,,,,,0.0295474473387002,0.0295474473387002,0.0295474473387002,,human,UP
NBL1,0.0289261303842067,0.0273442864418029,0.0308408457785844,0.0308507103472948,,,,,0.0294904932379722,0.0298834880813956,,human,UP
CHIT1,0.029488468542695,,,,,,,,0.029488468542695,0.029488468542695,,human,UP
TYROBP,0.0246235430240631,0.0246661603450775,0.0278517957776784,0.0266304183751344,,0.0431560799479484,,,0.0293855994939804,0.0266304183751344,,human,UP
IMPDH2,,,,,,,,0.0292826127260923,0.0292826127260923,0.0292826127260923,,human,UP
C1QBP,,,,,,,,0.0292700063437223,0.0292700063437223,0.0292700063437223,,human,UP
PEBP1,,0.0203568506985902,0.036681693047285,0.0302959997206926,,,,,0.029111514488856,0.0302959997206926,,human,UP
RTN4,,,,,,0.0153941242024302,0.042785357683897,,0.0290897409431636,0.0290897409431636,0.042785357683897,human,UP
MSN,0.0265133958309888,0.020399585366249,0.0390092879533767,0.032043483108282,,0.0273141488432884,,,0.029055980220437,0.0273141488432884,,human,UP
CFHR1,0.0294385198503732,0.0298848003149032,,0.0219945944845676,0.0346719734370708,,,,0.0289974720217287,0.0296616600826382,,human,UP
PKD1P1,0.0191476624459028,0.0319321304559707,0.0252710841596126,0.0384916141629219,,,,,0.028710622806102,0.0286016073077917,,human,UP
DYNLL1,0.0376608110964298,0.0211295206099748,0.0190368108451366,0.0373589135706424,0.0300801079720258,0.0260994359850883,,,0.0285609333465496,0.0280897719785571,,human,UP
EIF4G2,,,,,,,,0.0285168103873729,0.0285168103873729,0.0285168103873729,,human,UP
TMEM200A,,,,,,,0.0441481620073318,0.0123043535277247,0.0282262577675282,0.0282262577675282,0.0441481620073318,human,UP
SERINC1,,,,0.0161414574831724,,,0.0399485938251018,,0.0280450256541371,0.0280450256541371,0.0399485938251018,human,UP
HSPB1,0.0326157584786415,0.0279314368963241,0.0322310402989387,0.0392624698579311,0.0178860779851675,0.0174395851790905,,,0.0278943947826822,0.0300812385976314,,human,UP
PF4V1,,,,,,,0.0278015658259391,,0.0278015658259391,0.0278015658259391,0.0278015658259391,human,UP
CD55,,0.0215008594095706,0.0329354517161846,,,0.0303909946233034,0.0336454100906848,0.0182828791439533,0.0273511189967393,0.0303909946233034,0.0336454100906848,human,UP
CSRP1,0.0227953996509313,0.0124053256586194,0.0318275019526481,0.0485949106514453,0.0105269402265548,,0.0371438190340995,,0.0272156495290497,0.0273114508017897,0.0371438190340995,human,UP
LGALS3BP,0.0239154752343893,0.0469151996076107,0.0420808941125869,0.0445268899202346,0.0149956364184618,0.0262265559285879,-0.0101327421143651,,0.0269325584439294,0.0262265559285879,-0.0101327421143651,human,UP
EPB41L3,,,,,,,0.02692711353302,,0.02692711353302,0.02692711353302,0.02692711353302,human,UP
XYLT1,,,,,,,0.0134448558092117,0.0402153953909873,0.0268301256000995,0.0268301256000995,0.0134448558092117,human,UP
FOLR3,,,0.0322754010558128,0.0213706456124782,,,,,0.0268230233341455,0.0268230233341455,,human,UP
RPL30,0.0142728947103023,0.0114314528182148,0.0337415486574173,0.0469078347086906,,,,,0.0265884327236562,0.0240072216838598,,human,UP
IFI44L,,0.0420381501317024,0.0104981185868382,,,,,,0.0262681343592703,0.0262681343592703,,human,UP
HLA-DMA,0.0345067903399467,0.0178872942924499,0.0161214023828506,0.0210029762238264,,0.0411793887615203,,,0.0261395704001188,0.0210029762238264,,human,UP
KCTD12,0.0334099307656288,,0.0152907809242606,0.0296824406832456,,,,,0.0261277174577116,0.0296824406832456,,human,UP
IL33,0.0203182455152273,,,,,0.0146533641964197,0.0432871617376804,,0.0260862571497758,0.0203182455152273,0.0432871617376804,human,UP
CX3CL1,,,0.0302796233445405,0.0218006335198879,,,,,0.0260401284322142,0.0260401284322142,,human,UP
FN1,0.0331059321761131,0.0306926872581243,0.0111396852880716,0.0298078302294015,0.018412385135889,0.0323241278529167,,,0.0259137746567527,0.0302502587437629,,human,UP
LTBP2,0.0391534455120563,0.0170272178947925,0.0262869913130998,0.0253544133156538,0.0285769347101449,0.0144282067194581,0.0301295425742864,,0.0258509645770703,0.0262869913130998,0.0301295425742864,human,UP
TPSAB1,,,0.0259545482695102,0.025571146979928,,,,,0.0257628476247191,0.0257628476247191,,human,UP
SARAF,,,,,,,0.0323113873600959,0.0191671140491962,0.0257392507046461,0.0257392507046461,0.0323113873600959,human,UP
LYZ,0.026931183412671,,0.0514535196125507,0.0467690899968147,0.0129733886569738,-0.0099391778931021,,,0.0256376007571816,0.026931183412671,,human,UP
PKM,0.0205804631114006,0.032795175909996,0.0278966072946786,0.0279680844396352,,0.0189113859087228,,,0.0256303433328866,0.0278966072946786,,human,UP
IFITM1,,0.0607595928013324,,,-0.0095109101384878,,,,0.0256243413314223,0.0256243413314223,,human,UP
FABP4,0.0215111412107944,0.0253261383622884,0.0307355429977178,0.0260806325823068,0.0180706065148115,0.0318427383899688,,,0.0255944666763146,0.0257033854722976,,human,UP
PSMC5,,,,,,,,0.0255465377122163,0.0255465377122163,0.0255465377122163,,human,UP
NDN,,,,,,,0.025486109778285,,0.025486109778285,0.025486109778285,0.025486109778285,human,UP
EPB41L4A-AS1,,,,,,,0.0252953562885522,,0.0252953562885522,0.0252953562885522,0.0252953562885522,human,UP
ACTG1,0.0449531152844429,,0.022160243242979,0.0655508339405059,-0.0446301773190498,0.0220203455537557,0.0408401228487491,,0.0251490805918971,0.0315001830458641,0.0408401228487491,human,UP
PNRC1,,,0.0348546132445335,0.0150986351072788,,,,,0.0249766241759061,0.0249766241759061,,human,UP
MARCO,0.0337017811834812,0.0152988946065306,0.0205952245742082,0.0235552843660116,,0.0315920822322368,,,0.0249486533924937,0.0235552843660116,,human,UP
PGRMC1,,,,,,,0.0248400345444679,,0.0248400345444679,0.0248400345444679,0.0248400345444679,human,UP
SACS,,,,,,,0.024759117513895,,0.024759117513895,0.024759117513895,0.024759117513895,human,UP
PLA2G4A,,,,,,,0.0247127898037433,,0.0247127898037433,0.0247127898037433,0.0247127898037433,human,UP
DKK1,,,,,,,0.0640449300408363,-0.0146404290571808,0.0247022504918277,0.0247022504918277,0.0640449300408363,human,UP
SLC40A1,0.0245824847370386,,,,,,,,0.0245824847370386,0.0245824847370386,,human,UP
IGKV4-1,0.032154195010662,0.0097341351211071,0.0402507446706295,0.0294844228774309,0.0257747899740934,0.0099835889413952,,,0.0245636460992197,0.0276296064257621,,human,UP
DPYSL2,0.0621355473995208,,0.0292031299322843,0.0314760170876979,0.0353846624493598,0.0226065143942832,-0.0233319476246833,0.0133347185328602,0.0244012345959033,0.0292031299322843,-0.0233319476246833,human,UP
IGLV1-36,,0.0103805977851152,0.0253584813326597,0.0372763723134994,,,,,0.0243384838104248,0.0253584813326597,,human,UP
XPOT,,,,,,,0.0149635057896375,0.0335822030901908,0.0242728544399142,0.0242728544399142,0.0149635057896375,human,UP
HMGN1,0.0240833740681409,,,,,,,,0.0240833740681409,0.0240833740681409,,human,UP
CEMIP,,,,,,,0.0240504872053861,,0.0240504872053861,0.0240504872053861,0.0240504872053861,human,UP
EGFL6,0.0338115282356739,0.0196046624332666,0.0113525548949837,,0.0306573007255792,,,,0.0238565115723758,0.0251309815794229,,human,UP
NDNF,0.0421852581202983,0.0218651760369539,0.0111925341188907,0.0216689947992563,0.0162435621023178,0.0290491972118616,,,0.0237007870649298,0.0217670854181051,,human,UP
RPS20,0.0261338390409946,,0.0197164546698331,,0.0247803702950477,,,,0.0235435546686251,0.0247803702950477,,human,UP
H3F3AP4,0.0267222877591848,0.0301753189414739,0.0302178990095853,0.0476538203656673,-0.0131432441994547,0.0195858404040336,,,0.0235353203800817,0.0284488033503294,,human,UP
RRS1,,,,,,,,0.023485854268074,0.023485854268074,0.023485854268074,,human,UP
LOC100510044,,0.0172092355787754,0.0242899041622877,0.0287320595234632,,,,,0.0234103997548421,0.0242899041622877,,human,UP
BDNF,,,,,,,0.0233873166143894,,0.0233873166143894,0.0233873166143894,0.0233873166143894,human,UP
STEAP1,,,,,,,0.0233321283012628,,0.0233321283012628,0.0233321283012628,0.0233321283012628,human,UP
IGHV3-23,,0.0138814263045787,0.0224986355751752,0.0335609354078769,,,,,0.0233136657625436,0.0224986355751752,,human,UP
OCIAD2,,,,,,,,0.0232995860278606,0.0232995860278606,0.0232995860278606,,human,UP
TNFRSF12A,,,,,,,0.03022425994277,0.0163135416805744,0.0232689008116722,0.0232689008116722,0.03022425994277,human,UP
CTSD,0.0184464082121849,0.0233976300805807,0.0296946130692958,0.0266637727618217,,0.0181409791111946,,,0.0232686806470155,0.0233976300805807,,human,UP
RPL32,,,0.0370275676250457,0.0475196950137615,-0.0151114603504538,,,,0.0231452674294511,0.0370275676250457,,human,UP
SERPINE1,,,0.0113548599183559,,,,0.0315424501895904,0.0263557340949773,0.0230843480676412,0.0263557340949773,0.0315424501895904,human,UP
CLIC1,,,,,,0.0230639670044183,,,0.0230639670044183,0.0230639670044183,,human,UP
RBM3,,,,,,,0.0181953720748424,0.0279277861118316,0.023061579093337,0.023061579093337,0.0181953720748424,human,UP
SFTPB,-0.0786501094698906,0.1011758744716644,0.0785284787416458,,-0.0093334568664431,,,,0.0229301967192441,0.0345975109376013,,human,UP
CXCL1,,,0.0301396176218986,,,,,0.0157166775316,0.0229281475767493,0.0229281475767493,,human,UP
MSMB,0.0227960757911205,,,,,,,,0.0227960757911205,0.0227960757911205,,human,UP
