gene_symbol,logfc_dz:774,logfc_dz:775,logfc_dz:776,logfc_dz:777,logfc_dz:808,logfc_dz:778,logfc_dz:613,mean_logfc,median_logfc,common_experiment,organism,signature_type
EIF3E,0.0725162848830223,0.0522883273661136,-0.0136442529037594,-0.0210750699043273,0.0364972129464149,0.0388117842376232,0.0352158471941947,0.0286585905456117,0.0364972129464149,-0.0136442529037594,human,UP
LOC100290036,,,,,0.0390461012721061,,0.0181241352111101,0.0285851182416081,0.0285851182416081,,human,UP
SFN,,-0.0240468438714742,,,0.028699031099677,0.0977104902267456,0.0119306817650794,0.0285733398050069,0.0203148564323782,,human,UP
RPL36A,,,,,0.0350912697613239,0.0216656196862459,,0.0283784447237849,0.0283784447237849,,human,UP
SORD,0.0262455269694328,,0.0305094569921493,,,,,0.028377491980791,0.028377491980791,0.0305094569921493,human,UP
IGHV1-69,,,,,0.0347565189003944,,0.0219921711832284,0.0283743450418114,0.0283743450418114,,human,UP
CXADR,,,,,0.0282342247664928,,,0.0282342247664928,0.0282342247664928,,human,UP
CCL2,0.0374714620411396,0.0233926437795162,0.0260754041373729,0.0389669351279735,,,0.0144727826118469,0.0280758455395698,0.0260754041373729,0.0260754041373729,human,UP
YWHAQ,0.0258821453899145,0.0421131290495395,,0.0196718722581863,0.0226124953478574,0.0362034887075424,0.0213584899902343,0.0279736034572124,0.0242473203688859,,human,UP
SLC25A5,,,-0.0329406186938285,0.0387558601796627,,0.0839112028479576,0.0221120547503232,0.0279596247710287,0.030433957464993,-0.0329406186938285,human,UP
PSMD14,0.030224984511733,0.022763280197978,0.0155055625364184,0.0230970792472362,0.0145050836727023,0.0613400228321552,,0.0279060021663705,0.0229301797226071,0.0155055625364184,human,UP
PLS3,0.0256526544690132,,,0.0474015660583972,0.0139490831643342,0.0337378941476345,0.0184192564338445,0.0278320908546447,0.0256526544690132,,human,UP
COL6A3,0.0221156943589448,0.0255846492946147,0.0287558026611804,0.0403683446347713,0.0387959666550159,0.0158690866082906,0.0229117944836616,0.0277716198137828,0.0255846492946147,0.0287558026611804,human,UP
PHB2,0.0223651491105556,0.0144873894751071,,,0.0428262688219547,0.031806968152523,0.0270146951079368,0.0277000941336154,0.0270146951079368,,human,UP
RHCG,,,,,0.0276300571858882,,,0.0276300571858882,0.0276300571858882,,human,UP
SLC7A7,,,,0.0276247840374708,,,,0.0276247840374708,0.0276247840374708,,human,UP
SNHG6,0.0502269864082336,0.0319934971630573,0.0229612812399864,0.0181923471391201,,0.0143137369304895,,0.0275375697761774,0.0229612812399864,0.0229612812399864,human,UP
RPL39,0.0327665954828262,0.0479047149419784,-0.0164852775633335,,0.0308897346258163,0.0411279685795307,,0.0272407472133636,0.0327665954828262,-0.0164852775633335,human,UP
SCGB3A1,,,,,,0.0272180754691362,,0.0272180754691362,0.0272180754691362,,human,UP
MAPK6,,,,,0.0145082706585526,0.0399047806859016,,0.0272065256722271,0.0272065256722271,,human,UP
AK3,0.027204755693674,,,,,,,0.027204755693674,0.027204755693674,,human,UP
RPN2,0.0291278269141912,0.0315675064921379,0.0201930850744247,0.0363146103918552,,0.0187715291976928,,0.0271949116140604,0.0291278269141912,0.0201930850744247,human,UP
SPPL2A,,,,0.027085356414318,,,,0.027085356414318,0.027085356414318,,human,UP
VMP1,,,,0.0192570891231298,,0.0349134989082813,,0.0270852940157055,0.0270852940157055,,human,UP
