gene_symbol,logfc_dz:769,logfc_dz:768,logfc_dz:548,logfc_dz:853,logfc_dz:855,logfc_dz:891,logfc_dz:892,logfc_dz:854,logfc_dz:543,logfc_dz:767,logfc_dz:542,logfc_dz:465,logfc_dz:852,logfc_dz:547,logfc_dz:549,logfc_dz:545,mean_logfc,median_logfc,common_experiment,organism,signature_type
DLK1,,,,,,0.1468314677476883,0.2421857714653015,,,,,,,,,,0.1945086196064949,0.1945086196064949,,human,UP
PEG10,,,,,,0.3120699822902679,0.3285654783248901,0.0148939378559589,,,,,0.023593908175826,,,,0.1697808266617357,0.167831945233047,,human,UP
FBLN5,,,,,,0.0726799294352531,0.1980224549770355,,,,,,,,,,0.1353511922061443,0.1353511922061443,,human,UP
BCKDHB,,,,,,0.1114585995674133,0.1589780151844024,,,,,,,,,,0.1352183073759079,0.1352183073759079,,human,UP
TIGD1,,0.1213271841406822,,,,,,,0.142315074801445,,,,,,,,0.1318211294710636,0.1318211294710636,,human,UP
IGHV4-31,,,0.141734316945076,,,,,,,,,,,,0.0786412954330444,,0.1101878061890602,0.1101878061890602,,human,UP
GPR19,,0.0980655029416084,,,,,,,0.090408369898796,,,,,,,,0.0942369364202022,0.0942369364202022,,human,UP
LYZ,,,0.1038867086172103,,,,,,,,,,,,0.0840592607855796,,0.093972984701395,0.093972984701395,,human,UP
SELL,,,,,,,,,,,,,,,0.0920187830924987,,0.0920187830924987,0.0920187830924987,,human,UP
XIST,0.0651693046092987,,,,,,,,0.1188464537262916,,,,,,,,0.0920078791677951,0.0920078791677951,0.0651693046092987,human,UP
LOC389765,,,,,,,,,0.039192795753479,0.1138954237103462,0.1139048039913177,,,,,,0.0889976744850476,0.1138954237103462,,human,UP
VCAN,,,0.0837704986333847,,,,0.0909952372312545,,,,,,,,,,0.0873828679323196,0.0873828679323196,,human,UP
MT1E,,,,0.0465428978204727,0.0348421707749366,,,,,,,0.1515066027641296,0.0897741839289665,,,,0.0806664638221263,0.0681585408747196,,human,UP
SUZ12P1,,,,,,,,0.0804497674107551,,,,,,,,,0.0804497674107551,0.0804497674107551,,human,UP
TIMP2,,,,,,,0.0798065736889839,,,,,,,,,,0.0798065736889839,0.0798065736889839,,human,UP
ABCA13,,,,,,,,,,,,,,0.0755087584257125,,,0.0755087584257125,0.0755087584257125,,human,UP
CP,,,,,,0.0745392218232154,,,,,,,,,,,0.0745392218232154,0.0745392218232154,,human,UP
DAPP1,,,,,,,,,,,,,,0.0744258016347885,,,0.0744258016347885,0.0744258016347885,,human,UP
COL1A2,,,,,,0.0677842646837234,0.0744879320263862,,,,,,,,,,0.0711360983550548,0.0711360983550548,,human,UP
HBA2,,,0.100831925868988,-0.1769235432147979,0.0657862797379493,,,0.2281142771244049,,,,0.1102646365761756,,,0.1825425177812576,-0.0256368834525346,0.0692827443459204,0.100831925868988,,human,UP
MNDA,,,,,,,,,,,,,,,0.0691613182425499,,0.0691613182425499,0.0691613182425499,,human,UP
IGFBP2,,,,,,,0.0687860250473022,,,,,,,,,,0.0687860250473022,0.0687860250473022,,human,UP
ARPC1B,,,0.0676585435867309,,,,,,,,,,,,,,0.0676585435867309,0.0676585435867309,,human,UP
ZBED2,,,,,,,,,,,,,,0.0666985884308815,,,0.0666985884308815,0.0666985884308815,,human,UP
EIF4A2,,,,,,,,,,,,0.0660315677523613,,,,,0.0660315677523613,0.0660315677523613,,human,UP
LOC100288009,,,,,,,,,,0.0693809539079666,0.0622449666261673,,,,,,0.0658129602670669,0.0658129602670669,,human,UP
LGALS2,,,0.0431348569691181,,,,,,,,,,,,0.0843283832073211,,0.0637316200882196,0.0637316200882196,,human,UP
CT45A2,,,,,,,,,,0.0550152882933616,0.0718547850847244,,,,,,0.063435036689043,0.063435036689043,,human,UP
LOC100505656,,,,,,,,,,0.0683176442980766,0.057726576924324,,,,,,0.0630221106112003,0.0630221106112003,,human,UP
COX1,,0.0239234715700149,0.0502033345401287,,0.1929843127727508,,,-0.0476854033768177,,,,,0.0210080575197935,,0.1310173869132995,,0.0619085266565283,0.0370634030550718,,human,UP
FAM161B,,,,,,,,0.0609795339405536,,,,,,,,,0.0609795339405536,0.0609795339405536,,human,UP
LTF,,,0.0523261837661266,,,,,,,,,,,,0.0691492184996604,,0.0607377011328935,0.0607377011328935,,human,UP
A2M,,,,,,0.1373011767864227,0.0249994825571775,,,,0.018456919118762,,,,,,0.0602525261541207,0.0249994825571775,,human,UP
COX6A1P2,,,,,,,,,,,,0.0598851479589939,,,,,0.0598851479589939,0.0598851479589939,,human,UP
P2RY14,,,,,,,,,,0.052511915564537,0.0638810470700264,,,,,,0.0581964813172817,0.0581964813172817,,human,UP
LAMP3,,,,,,,,,,,,,,0.0581804998219013,,,0.0581804998219013,0.0581804998219013,,human,UP
EEF1A1P9,,0.0265909098088741,0.0700501799583435,0.0330299921333789,0.0815906822681427,,,0.087438590824604,,,,,0.0203605815768241,,0.0853570103645324,,0.0577739924192428,0.0700501799583435,,human,UP
LOC100130232,,,,,,,,,,0.0581598617136478,0.0566595084965229,,,,,,0.0574096851050853,0.0574096851050853,,human,UP
C15orf48,,,,,,,,,,,,,,0.0573673211038112,,,0.0573673211038112,0.0573673211038112,,human,UP
GPC5,,,,,,,,,,,,,,0.0568143911659717,,,0.0568143911659717,0.0568143911659717,,human,UP
C16orf45,,,,,,,,,,,,0.0562773458659648,,,,,0.0562773458659648,0.0562773458659648,,human,UP
PSMD14,,0.0559188686311244,,,,,,,,,,,,,,,0.0559188686311244,0.0559188686311244,,human,UP
CDH2,,,,,,0.0555006973445415,,,,,,,,,,,0.0555006973445415,0.0555006973445415,,human,UP
LEP,,,,,,,,,,,0.0548602417111396,,,,,,0.0548602417111396,0.0548602417111396,,human,UP
RASL11B,,,,,,,,,,,,,,,,0.0548462867736816,0.0548462867736816,0.0548462867736816,,human,UP
FOXA1,,,,,,,,,,,,,,0.0548006929457187,,,0.0548006929457187,0.0548006929457187,,human,UP
FAM107A,,0.033533651381731,,0.0673245266079902,,,,0.0902207940816879,0.0264930855482816,,,,,,,,0.0543930144049227,0.0504290889948606,,human,UP
HLA-DQA2,,,0.0620735138654708,,,,,,,,,,,,0.0464085042476654,,0.0542410090565681,0.0542410090565681,,human,UP
MRVI1,,,,,,,,,,,,,,,,0.0535800941288471,0.0535800941288471,0.0535800941288471,,human,UP
SH3KBP1,,,-0.0190485604107379,0.0964230597019195,0.1366898119449615,,,-0.0280069969594478,,,,,,,0.0802705436944961,,0.0532655715942382,0.0802705436944961,,human,UP
CYAT1,,,0.0494125895202159,,,,,,,,,,,,0.0570055469870567,,0.0532090682536363,0.0532090682536363,,human,UP
ALDH1L1,,,,,,,,,,,,,,,,0.0530061982572078,0.0530061982572078,0.0530061982572078,,human,UP
IL32,,,0.0529829449951648,,,,,,,,,,,,,,0.0529829449951648,0.0529829449951648,,human,UP
COL1A1,,,,,,0.0674374774098396,0.0385082699358463,,,,,,,,,,0.0529728736728429,0.0529728736728429,,human,UP
LOC90784,,,,,,,,,,0.0558509156107902,0.0500074326992034,,,,,,0.0529291741549968,0.0529291741549968,,human,UP
AGO3,,,,,,,,,,0.0570784509181976,0.0483552776277065,,,,,,0.052716864272952,0.052716864272952,,human,UP
SNRNP70,,,,,,,,,,,,0.0524610690772533,,,,,0.0524610690772533,0.0524610690772533,,human,UP
DDN,,,,,0.0515666902065277,,,0.048935692757368,,,,,0.055772814899683,,,,0.0520917326211929,0.0515666902065277,,human,UP
TRIM73,0.0179468262940645,0.0239221528172492,,,,,,,0.0330410450696945,0.099119558930397,0.0861585140228271,,,,,,0.0520376194268465,0.0330410450696945,0.0179468262940645,human,UP
CTSS,,,0.0493378341197967,,,,,,,,,,,,0.0540516339242458,,0.0516947340220212,0.0516947340220212,,human,UP
MEIS1,,,,,,0.0281970854848623,0.0750130265951156,,,,,,,,,,0.0516050560399889,0.0516050560399889,,human,UP
RPS28,,,,,0.0281862244009971,,0.0385902300477027,,,,,0.0877979025244712,,,,,0.0515247856577237,0.0385902300477027,,human,UP
LOC100130876,,,,,,0.0513411238789558,,,,,,,,,,,0.0513411238789558,0.0513411238789558,,human,UP
MT1A,,,,,,,,,,,,0.0509697794914245,,,,,0.0509697794914245,0.0509697794914245,,human,UP
GRIA1,,,,,,,0.050793319940567,,,,,,,,,,0.050793319940567,0.050793319940567,,human,UP
BCL2A1,,,0.0466143637895584,,,,,,,,,,,,0.0548278540372848,,0.0507211089134216,0.0507211089134216,,human,UP
TTR,,,,,,,,,,,,,,0.0504133030772209,,,0.0504133030772209,0.0504133030772209,,human,UP
EPDR1,,,,0.1007100194692611,0.0280427057296037,,,,,,,,0.0224380884319543,,,,0.0503969378769397,0.0280427057296037,,human,UP
SOD3,,,,,,,,,,,,,,,,0.0501055009663105,0.0501055009663105,0.0501055009663105,,human,UP
IFIH1,,,,,,,,,,,,,,0.0494167953729629,,,0.0494167953729629,0.0494167953729629,,human,UP
DCAF6,,0.0417562425136566,0.0569533891975879,0.0483599230647087,0.1412067115306854,,,0.0683816149830818,0.0187166631221771,,,,-0.0282865986227989,,0.0454877279698848,,0.0490719592198729,0.0469238255172967,,human,UP
SNORD116-15,,,,,,,0.0490254983305931,,,,,,,,,,0.0490254983305931,0.0490254983305931,,human,UP
FBXL16,,,,-0.0169489067047834,0.0941966548562049,,,0.0695765241980552,,,,,,,,,0.0489414241164922,0.0695765241980552,,human,UP
STMN2,,,,0.0657329931855201,-0.0277085453271865,0.0634556040167808,0.0220784302800893,0.098162718117237,,,,,0.0987071469426155,0.020107252523303,,,0.0486479428197656,0.0634556040167808,,human,UP
SNCG,,,,,,,,,,,,0.0484971068799495,,,,,0.0484971068799495,0.0484971068799495,,human,UP
GLRX,,,,0.0484639964997768,,,,,,,,,,,,,0.0484639964997768,0.0484639964997768,,human,UP
C16orf54,,,0.0481487438082695,,,,,,,,,,,,,,0.0481487438082695,0.0481487438082695,,human,UP
SEPT11,,,,,,0.043154027312994,0.052439134567976,,,,,,,,,,0.047796580940485,0.047796580940485,,human,UP
LOC101930071,,,,,,,,,,0.0461817309260368,0.0490674711763858,,,,,,0.0476246010512113,0.0476246010512113,,human,UP
RPS24,,,,,,,,,,,,0.0475315600633621,,,,,0.0475315600633621,0.0475315600633621,,human,UP
BAIAP3,,,,,,,0.0474119074642658,,,,,,,,,,0.0474119074642658,0.0474119074642658,,human,UP
INHBE,,,,,,,,,,,0.0472505614161491,,,,,,0.0472505614161491,0.0472505614161491,,human,UP
UBD,,,,,,,,,,,,,,0.0470458790659904,,,0.0470458790659904,0.0470458790659904,,human,UP
RIIAD1,,,,,,,,,,0.0472502708435058,0.0462308824062347,,,,,,0.0467405766248703,0.0467405766248703,,human,UP
SLC27A6,,,,,,,,,,,,,,0.0466202199459075,,,0.0466202199459075,0.0466202199459075,,human,UP
LY96,,,0.0597795583307743,,,,,,,,,,,0.0330561026930809,,,0.0464178305119276,0.0464178305119276,,human,UP
UG0898H09,,,,,,,0.0461174212396144,,,,,,,,,,0.0461174212396144,0.0461174212396144,,human,UP
RPL26,,,0.0478586368262767,,0.0733907148241996,,,,,,,,0.0207183957099914,,0.0424338355660438,,0.0461003957316279,0.0451462361961603,,human,UP
ND2,,0.0187004096806049,0.0202809795737266,0.0666076093912124,0.113979086279869,,,0.0394113510847091,,,,,0.0167708583176136,,,,0.0459583823879559,0.0298461653292179,,human,UP
FAM35A,,,,,,,,,,0.0490354672074317,0.0428235456347465,,,,,,0.0459295064210891,0.0459295064210891,,human,UP
ISX,,,,,,,,,,,,,,0.0456061214208602,,,0.0456061214208602,0.0456061214208602,,human,UP
HSPB1,,,,0.0426673255860805,0.0214823149144649,,,0.0248459912836551,,,,0.0598174817860126,0.0786467716097831,,,,0.0454919770359993,0.0426673255860805,,human,UP
RASEF,,,,,0.0453593283891677,,,,,,,,,,,,0.0453593283891677,0.0453593283891677,,human,UP
CYCS,,,,,,,,,,,,0.0447477102279663,,,,,0.0447477102279663,0.0447477102279663,,human,UP
CHMP1B,,,,,,0.031073635444045,0.0582873672246933,,,,,,,,,,0.0446805013343691,0.0446805013343691,,human,UP
TPT1,,,0.0252040959894657,,0.0636152550578117,,,0.0340037308633327,,,,,0.0790243148803711,,0.0215393528342247,,0.0446773499250412,0.0340037308633327,,human,UP
GTPBP6,,0.0537277609109878,,,,,,,0.0355351231992244,,,,,,,,0.0446314420551061,0.0446314420551061,,human,UP
RPS12,,,,,0.0342478267848491,,,0.05451126024127,,,,,,,,,0.0443795435130596,0.0443795435130596,,human,UP
C4orf19,,,,,,,,,,,,,,0.0443615578114986,,,0.0443615578114986,0.0443615578114986,,human,UP
LOC100510649,,0.0417953357100486,,,,,,,0.0722723826766014,0.0271090231835842,0.0346130467951297,,,,,,0.043947447091341,0.0382041912525892,,human,UP
BTG1,,,,,,,,,,,,,,,0.0438915491104126,,0.0438915491104126,0.0438915491104126,,human,UP
RAB34,,,,,,,,,,,,,,,,0.0438841320574283,0.0438841320574283,0.0438841320574283,,human,UP
FTL,,0.0287503991276025,0.0420199669897556,0.0230476595461368,0.0727616250514984,,,0.0182084403932094,0.0192290917038917,,,0.0638058334589004,0.081488586962223,,,,0.0436639504041522,0.0353851830586791,,human,UP
PON2,,,,,-0.0149997435510158,0.06750950217247,0.104456789791584,0.0173606034368276,,,,,,,,,0.0435817879624664,0.0424350528046488,,human,UP
TUBA8,,,,,,,,,,,,,,,,0.0432870164513587,0.0432870164513587,0.0432870164513587,,human,UP
TDRD9,,,,,,,,,,,,,,,,0.043266974389553,0.043266974389553,0.043266974389553,,human,UP
RPLP0P6,,,0.0616786479949951,,,,,,,,,,,,0.0241512469947338,,0.0429149474948644,0.0429149474948644,,human,UP
UTP14A,0.0443842038512229,,,,,,,,0.0414180234074592,,,,,,,,0.0429011136293411,0.0429011136293411,0.0443842038512229,human,UP
LOC100126784,,,,,,,,,,,,,,0.0426705330610275,,,0.0426705330610275,0.0426705330610275,,human,UP
EDN1,,,,,,,,,,,,,,,,0.0425875037908554,0.0425875037908554,0.0425875037908554,,human,UP
JAZF1-AS1,,0.0450153611600399,,,,,,,0.0399924367666244,,,,,,,,0.0425038989633321,0.0425038989633321,,human,UP
SGK1,,,0.0583943836390972,,,,,,,,,,-0.0382598415017128,,0.1171803772449493,0.0323882736265659,0.0424257982522249,0.0453913286328315,,human,UP
ITIH4,,0.0239386595785617,,,,,,,0.0271895993500947,0.0627396181225776,0.0555706694722175,,,,,,0.0423596366308629,0.0413801344111561,,human,UP
POR,,0.044083222746849,,,,,,,0.0405095294117927,,,,,,,,0.0422963760793209,0.0422963760793209,,human,UP
RPL9,,,,,0.1110243871808052,,0.0160146933048963,0.0660285279154777,,,0.0152873340994119,0.0207856278866529,0.0321408659219741,,0.0435685440897941,0.0330837070941925,0.0422417109366506,0.0326122865080833,,human,UP
THNSL2,,,,,,,,,,,,,,,,0.0422260090708732,0.0422260090708732,0.0422260090708732,,human,UP
CHST1,,,,,,,,,,,,0.0421607121825218,,,,,0.0421607121825218,0.0421607121825218,,human,UP
CITED4,,,,,,,,,,,,,,,,0.0420253910124301,0.0420253910124301,0.0420253910124301,,human,UP
IGHA2,,,0.0614023432135582,,,,,,,,,,,,0.0225940737873315,,0.0419982085004448,0.0419982085004448,,human,UP
SCO2,,0.0564803257584571,,,,,,,0.0459508709609508,,,,,,0.0233716294169425,,0.0419342753787835,0.0459508709609508,,human,UP
MAP2,,,,0.0239328388124704,,0.0312886126339435,0.0636719912290573,0.0630521178245544,,,,,,0.026776548475027,,,0.0417444217950105,0.0312886126339435,,human,UP
ZNF285,0.0526735186576843,0.0189990401268005,,,,,,,0.0529358759522438,,,,,,,,0.0415361449122428,0.0526735186576843,0.0526735186576843,human,UP
RPS4X,,0.0311322025954723,,,0.0514891594648361,0.0561137534677982,0.0734892338514328,0.0395973473787307,,0.0133484881371259,0.0141794746741652,0.0289995446801185,0.065470390021801,,,,0.041535510474609,0.0395973473787307,,human,UP
TLR2,,,0.03962904214859,,,,,,,,,,,,0.0430707149207592,,0.0413498785346746,0.0413498785346746,,human,UP
ITPR1-AS1,,,,,,,,,,0.0443031005561351,0.0381753928959369,,,,,,0.041239246726036,0.041239246726036,,human,UP
IGJ,,,0.0413132831454277,,,,,,,,,,,,0.0406644865870475,,0.0409888848662376,0.0409888848662376,,human,UP
HNRNPA1P10,,0.0216538999229669,,0.0778102502226829,0.0266632121056318,0.0392834842205047,0.0197365898638963,0.0237256418913602,0.0179457403719425,,,,0.1196614578366279,,0.0221881102770566,,0.0409631540791855,0.0237256418913602,,human,UP
PDE3A,,,,,,0.0488940216600894,0.0329822301864624,,,,,,,,,,0.0409381259232759,0.0409381259232759,,human,UP
RPL21,,,-0.0249277651309967,,0.0685173645615577,,,0.0850967392325401,,,,0.0403381399810314,0.0475450456142425,,0.0286829713732004,,0.0408754159385959,0.0439415927976369,,human,UP
AVPI1,,0.0388570502400398,,,,,,,0.0427728667855262,,,,,,,,0.040814958512783,0.040814958512783,,human,UP
SPOCK2,,,,,,,0.0455467589199543,,,,,,,0.0356218256056308,,,0.0405842922627925,0.0405842922627925,,human,UP
DDX17,,,0.0882516354322433,0.0250568613409996,,0.0282705668359994,0.0132876243442296,,,,,,,,0.047808714210987,,0.0405350804328918,0.0282705668359994,,human,UP
SNURF,,,,,,,,0.0497218184173107,,,,,0.030924953520298,,,,0.0403233859688043,0.0403233859688043,,human,UP
ZIC1,,,,,-0.015435698442161,0.052767165005207,0.0835553482174873,,,,,,,,,,0.0402956049268444,0.052767165005207,,human,UP
RARRES1,,,,,,,,,,,,,,0.0402944348752498,,,0.0402944348752498,0.0402944348752498,,human,UP
CHRM1,,0.036382894963026,,,,,,,0.0438300855457782,,,,,,,,0.0401064902544021,0.0401064902544021,,human,UP
TUBA1B,,,,-0.0204469319432973,0.0765785872936248,,,,,,,0.0640804544091224,,,,,0.0400707032531499,0.0640804544091224,,human,UP
C3AR1,,,0.0612512715160846,,,,,,,,,,,,0.0184956844896078,,0.0398734780028462,0.0398734780028462,,human,UP
LRRC37A4P,,,,,,0.0436319671571254,0.0360597893595695,,,,,,,,,,0.0398458782583475,0.0398458782583475,,human,UP
ERP27,,,,,,,,,,,,,,0.0394961535930633,,,0.0394961535930633,0.0394961535930633,,human,UP
MUC15,,,,,,,,,,,,,,0.0393179692327976,,,0.0393179692327976,0.0393179692327976,,human,UP
THSD7A,,,,,,,,,,,,,,0.0393056534230709,,,0.0393056534230709,0.0393056534230709,,human,UP
LOC100506761,,,,,,,,,,,0.0392638146877288,,,,,,0.0392638146877288,0.0392638146877288,,human,UP
UQCR11,,,,,,,,,,,,0.039179254323244,,,,,0.039179254323244,0.039179254323244,,human,UP
MIR198,,,,,,0.0484317280352115,0.0294921025633811,,,,,,,,,,0.0389619152992963,0.0389619152992963,,human,UP
C2orf80,0.0255015902221202,,,,,,,,0.050907764583826,,0.0404385104775428,,,,,,0.0389492884278297,0.0404385104775428,0.0255015902221202,human,UP
HSP90B1,,,0.0184631496667861,,,0.0594168454408645,,,,,,,,,,,0.0389399975538253,0.0389399975538253,,human,UP
VWF,,,,,,,,,,,,,,,,0.0387658141553401,0.0387658141553401,0.0387658141553401,,human,UP
S100A12,,,0.0385136231780052,,,,,,,,,,,,,,0.0385136231780052,0.0385136231780052,,human,UP
CFTR,,,,,,,,,,,,,,0.0384188741445541,,,0.0384188741445541,0.0384188741445541,,human,UP
JPH4,,,,,,,,0.0209813490509986,,,,,0.0558316595852375,,,,0.038406504318118,0.038406504318118,,human,UP
NEURL3,,,,,,,,,,,,,,0.0383870489895343,,,0.0383870489895343,0.0383870489895343,,human,UP
HBD,,,0.1193940714001655,,,,,,,-0.0200129803270101,-0.0168252270668745,,,,0.085891418159008,0.023255605250597,0.0383405774831771,0.023255605250597,,human,UP
RPL41P5,,,,,,,0.0382855162024498,,,,,,,,,,0.0382855162024498,0.0382855162024498,,human,UP
PWAR5,0.0382096990942955,,,,,,,,,,,,,,,,0.0382096990942955,0.0382096990942955,0.0382096990942955,human,UP
RIMBP2,,,,,,,,,,,,0.0381939373910427,,,,,0.0381939373910427,0.0381939373910427,,human,UP
SLC14A1,,,,,,,,,,,,,-0.0151878483593463,,,0.0913678333163261,0.0380899924784898,0.0380899924784898,,human,UP
TMEM123,,,0.0612689070403575,,,,,,,,,-0.0119063956663012,,,0.0644047558307647,,0.037922422401607,0.0612689070403575,,human,UP
GNAL,,,,,,0.0230310354381799,0.052707202732563,,,,,,,,,,0.0378691190853714,0.0378691190853714,,human,UP
CST6,,,,,,,,,,,,,,0.0378419458866119,,,0.0378419458866119,0.0378419458866119,,human,UP
MAN2B2,0.0355764478445053,,,,,,,,0.0400260835886001,,,,,,,,0.0378012657165527,0.0378012657165527,0.0355764478445053,human,UP
VTCN1,,,,,,,,,,,,,,0.0377448797225952,,,0.0377448797225952,0.0377448797225952,,human,UP
PPAPDC1A,,,,,,,,,,0.0402721911668777,0.0350009873509407,,,,,,0.0376365892589092,0.0376365892589092,,human,UP
TMEM47,,,,,,0.0374340675771236,,,,,,,,,,,0.0374340675771236,0.0374340675771236,,human,UP
BIK,,,,,,,,,,,,,,0.0373511090874671,,,0.0373511090874671,0.0373511090874671,,human,UP
NDUFB8,,,,,,,,,,,,0.0373335033655166,,,,,0.0373335033655166,0.0373335033655166,,human,UP
LOC101927151,0.035466980189085,0.0316713899374008,,,,,,,0.0823439136147499,0.0169650837779045,0.0190956629812717,,,,,,0.0371086061000823,0.0316713899374008,0.035466980189085,human,UP
SPINK1,,,,,,,,,,,,,,0.0370422080159187,,,0.0370422080159187,0.0370422080159187,,human,UP
ZFP36,,,0.0530121475458145,-0.0148197244852781,,,,,,,,,,,0.072683610022068,,0.0369586776942014,0.0530121475458145,,human,UP
RPL5,,,0.0132792107760906,,,0.0537830516695976,0.0521934516727924,,,,,0.0473838299512863,,,0.0174251589924097,,0.0368129406124353,0.0473838299512863,,human,UP
CPVL,,,0.0559865050017833,,,,,,,,,,,0.0200952235609293,0.0341797769069671,,0.0367538351565599,0.0341797769069671,,human,UP
XAGE2,,,,,,,,,,,,,,0.0367265343666076,,,0.0367265343666076,0.0367265343666076,,human,UP
CDR1,0.0576763935387134,,,,,0.0202783290296793,,,0.0321681275963783,,,,,,,,0.0367076167215903,0.0321681275963783,0.0576763935387134,human,UP
NPHP1,,,,,,,,,,,,,,,,0.0366050153970718,0.0366050153970718,0.0366050153970718,,human,UP
PHLDA1,,,,,,,0.0365942008793354,,,,,,,,,,0.0365942008793354,0.0365942008793354,,human,UP
RPSAP58,,,,,,,,,,,,0.036559198051691,,,,,0.036559198051691,0.036559198051691,,human,UP
NFKBIA,,,,0.0226464346051216,,,,,,,,0.0181646384298801,0.0172669421881437,,0.0876092389225959,,0.0364218135364353,0.0204055365175008,,human,UP
DUSP5P1,,,,,,,,,,,,,,,,0.0363148786127567,0.0363148786127567,0.0363148786127567,,human,UP
FAM213B,,0.0462347008287906,,,,,,,0.0262725837528705,,,,,,,,0.0362536422908306,0.0362536422908306,,human,UP
MT1JP,,,,,,,,,,,,,,,,0.0361972451210022,0.0361972451210022,0.0361972451210022,,human,UP
EIF5A2,,,,,,,,,,,,,,,,0.0361923985183239,0.0361923985183239,0.0361923985183239,,human,UP
LRRC37A3,,,,,,0.0474158599972724,0.0401038900017738,,,,,,,0.0209774617105722,,,0.0361657372365395,0.0401038900017738,,human,UP
TRAPPC5,,0.0361554399132728,,,,,,,,,,,,,,,0.0361554399132728,0.0361554399132728,,human,UP
EEF1A2,0.0185857135802507,-0.024918396025896,,0.0648730173707008,0.0267157480120658,,,0.0780361667275428,,,,,0.0534961596131324,,,,0.0361314015462994,0.0401059538125991,0.0185857135802507,human,UP
F13A1,,,0.0359762385487556,,,,,,,,,,,,,,0.0359762385487556,0.0359762385487556,,human,UP
EOMES,,,,,,,,,,0.1111214086413383,0.0943808108568191,,,-0.0434243902564048,-0.0182423554360866,,0.0359588684514164,0.0380692277103662,,human,UP
SRP9,,,0.0383631773293018,,,,,,,,,,,,0.0333727598190307,,0.0358679685741663,0.0358679685741663,,human,UP
PSD3,,,,,0.022746916860342,,,0.050263162702322,,,,,0.0345279648900032,,,,0.0358460148175557,0.0345279648900032,,human,UP
LINC01197,,,,,,,,,,,,,,0.0357733033597469,,,0.0357733033597469,0.0357733033597469,,human,UP
NSMCE1,,0.0356423519551754,,,,,,,,,,,,,,,0.0356423519551754,0.0356423519551754,,human,UP
SOWAHA,,,,,0.0477880090475082,,,0.0422054901719093,,,,,0.0168954413384199,,,,0.0356296468526124,0.0422054901719093,,human,UP
OAZ1,,,0.0654532089829444,,0.0463547110557556,,,,,,,0.05476825684309,0.0256628133356571,,-0.0144665902480483,,0.0355544799938798,0.0463547110557556,,human,UP
SH3BGRL,,,0.0371614843606948,,,,,,,,,,,,0.0337347984313964,,0.0354481413960456,0.0354481413960456,,human,UP
CHRDL1,0.0386781729757785,0.0410743467509746,,,,,-0.0268084984272718,,0.0930461511015892,0.0306714475154876,0.0353839769959449,,,,,,0.0353409328187505,0.0370310749858617,0.0386781729757785,human,UP
CYP1A1,,,,,,,,,,,,,,0.0352750569581985,,,0.0352750569581985,0.0352750569581985,,human,UP
INA,,0.0179575160145759,,0.0322644896805286,,0.0356728546321392,0.0174904279410839,,0.029743555933237,,,0.0782130137085914,,,,,0.035223642985026,0.0310040228068828,,human,UP
MARCH6,,,,,,0.0352225080132484,,,,,,,,,,,0.0352225080132484,0.0352225080132484,,human,UP
RGS2,,,0.0829420313239097,0.0313106589019298,0.0165272746235132,,,,,,,,0.0151784075424075,-0.0203589014708995,0.0847928524017334,,0.0350653872204323,0.0239189667627215,,human,UP
TSC22D1,,,,,0.066152736544609,,,0.0158955249935388,,,,0.0229566562920808,,,,,0.0350016392767429,0.0229566562920808,,human,UP
RPS3A,,,0.0213728323578834,,0.0401258841156959,,0.0363961085677146,0.0526443496346473,,,,,0.0385374836623668,,0.0207052212208509,,0.0349636465931932,0.0374667961150407,,human,UP
LOC286437,,0.030909152701497,,,,,,,0.0427642203867435,0.02470413595438,0.0403220541775226,,,,,,0.0346748908050358,0.0356156034395098,,human,UP
C3,,,,0.0201457571238279,0.0478736199438571,,,0.0333189219236373,,,,,0.0370206423103809,,,,0.0345897353254258,0.0351697821170091,,human,UP
COMMD8,,,0.0370792783796787,,,,,,,,,,,,0.0320826955139637,,0.0345809869468212,0.0345809869468212,,human,UP
EYA1,,,,,,,,,,,,,,0.0344722941517829,,,0.0344722941517829,0.0344722941517829,,human,UP
HIST1H4C,,,,0.0223956052213907,,,,0.0463207922875881,,,,,,,,,0.0343581987544894,0.0343581987544894,,human,UP
RPL13AP5,,,-0.0355930738151073,,0.0438539944589138,,0.0614989548921585,0.0496770553290843,,,,,0.0521808788180351,,,,0.0343235619366169,0.0496770553290843,,human,UP
ENTPD6,,0.0642345622181892,,,,,,,0.0434506498277187,,0.0150926802307367,0.014399629086256,,,,,0.0342943803407251,0.0292716650292277,,human,UP
HOXA4,,,,,,,,,,,,,,0.0341902896761894,,,0.0341902896761894,0.0341902896761894,,human,UP
FBXW12,,,,,0.0341750346124172,,,,,,,,,,,,0.0341750346124172,0.0341750346124172,,human,UP
IGLC7,,,0.0339818559587001,,,,,,,,,,,,0.0342404171824455,,0.0341111365705728,0.0341111365705728,,human,UP
LOC100289098,,,,,,,,,,0.0364252924919128,0.0317955017089843,,,,,,0.0341103971004486,0.0341103971004486,,human,UP
ENO2,,,,0.0245677605271339,-0.026623586192727,,,0.0608798712491989,,,,0.0592347979545593,0.0524487644433975,,,,0.0341015215963125,0.0524487644433975,,human,UP
CD69,,,0.0141662089154124,,,,,,,,,,,,0.0538317561149597,,0.033998982515186,0.033998982515186,,human,UP
