gene_symbol,logfc_dz:773,logfc_dz:267,logfc_dz:137,mean_logfc,median_logfc,common_experiment,organism,signature_type
HBA2,0.0909009724855423,0.1892519891262054,0.1658174842596054,0.148656815290451,0.1658174842596054,0.1892519891262054,human,UP
IGHV4-31,,,0.1325593292713165,0.1325593292713165,0.1325593292713165,,human,UP
HBB,0.0287045687437057,0.1199449673295021,0.2259723842144012,0.124873973429203,0.1199449673295021,0.1199449673295021,human,UP
TUBA1C,,,0.1092050820589065,0.1092050820589065,0.1092050820589065,,human,UP
SPP1,0.1508370339870453,0.0664129108190536,,0.1086249724030494,0.1086249724030494,0.0664129108190536,human,UP
FCN1,,0.1049617007374763,,0.1049617007374763,0.1049617007374763,0.1049617007374763,human,UP
LOC100510044,,,0.0944694876670837,0.0944694876670837,0.0944694876670837,,human,UP
RPS4X,0.0229476876556873,,0.1643941849470138,0.0936709363013506,0.0936709363013506,,human,UP
HLA-DPB1,0.1268747150897979,0.1220686882734298,0.0289327576756477,0.0926253870129585,0.1220686882734298,0.1220686882734298,human,UP
CD14,0.0461350716650486,0.1020997241139411,,0.0741173978894949,0.0741173978894949,0.1020997241139411,human,UP
RPL7A,,-0.0286170188337564,0.1684804856777191,0.0699317334219813,0.0699317334219813,-0.0286170188337564,human,UP
CLEC5A,0.1123395338654518,0.0252149309962987,,0.0687772324308753,0.0687772324308753,0.0252149309962987,human,UP
TNFAIP8,0.0674770399928093,,,0.0674770399928093,0.0674770399928093,,human,UP
RPL13AP5,,-0.0405912064015865,0.1755114197731018,0.0674601066857576,0.0674601066857576,-0.0405912064015865,human,UP
GPX1,0.0553438626229763,0.1011781096458435,0.033914390951395,0.0634787877400716,0.0553438626229763,0.1011781096458435,human,UP
C3AR1,,0.0632454603910446,,0.0632454603910446,0.0632454603910446,0.0632454603910446,human,UP
ANXA5,0.0621711649000644,,,0.0621711649000644,0.0621711649000644,,human,UP
CXCL1,0.0609030425548553,,,0.0609030425548553,0.0609030425548553,,human,UP
CCL22,0.014932470396161,,0.1013428792357444,0.0581376748159527,0.0581376748159527,,human,UP
MLIP,,,0.053080178797245,0.053080178797245,0.053080178797245,,human,UP
CXCL10,0.1037334725260734,0.0616858527064323,-0.0088153528049588,0.0522013241425156,0.0616858527064323,0.0616858527064323,human,UP
ANXA2,0.0655562877655029,0.0386855229735374,,0.0521209053695201,0.0521209053695201,0.0386855229735374,human,UP
CCL20,0.0699627846479415,0.0330959297716617,,0.0515293572098016,0.0515293572098016,0.0330959297716617,human,UP
RPS8,0.0249326582998037,-0.0185003373771905,0.1468764692544937,0.0511029300590356,0.0249326582998037,-0.0185003373771905,human,UP
PABPC1,0.0370672605931758,,0.0619619376957416,0.0495145991444587,0.0495145991444587,,human,UP
FAU,0.0583693273365497,0.0324678607285022,0.05451450496912,0.048450564344724,0.05451450496912,0.0324678607285022,human,UP
THBS1,0.0447981432080268,0.0468867272138595,,0.0458424352109432,0.0458424352109432,0.0468867272138595,human,UP
CSTB,0.0522304326295852,,0.0364105887711048,0.044320510700345,0.044320510700345,,human,UP
HLA-DRB4,0.0741540268063545,0.1697532385587692,-0.1121830344200134,0.0439080769817034,0.0741540268063545,0.1697532385587692,human,UP
TGFBI,0.0217904485762119,0.0648179054260253,,0.0433041770011186,0.0433041770011186,0.0648179054260253,human,UP
MZT2A,,,0.0414540097117424,0.0414540097117424,0.0414540097117424,,human,UP
RIN2,0.0413165986537933,,,0.0413165986537933,0.0413165986537933,,human,UP
CD3D,0.0411160513758659,,,0.0411160513758659,0.0411160513758659,,human,UP
RPLP0P6,0.0332435071468353,0.0114031620323657,0.0779623389244079,0.0408696693678697,0.0332435071468353,0.0114031620323657,human,UP
ATP10D,0.0276783537119627,0.0539076216518878,,0.0407929876819253,0.0407929876819253,0.0539076216518878,human,UP
SLC7A11,0.0405206233263015,,,0.0405206233263015,0.0405206233263015,,human,UP
EIF3E,,,0.0399875491857528,0.0399875491857528,0.0399875491857528,,human,UP
PSMA6,0.079292744398117,0.0296597480773925,0.0105166174471378,0.0398230366408824,0.0296597480773925,0.0296597480773925,human,UP
IFI30,0.0323899835348129,0.0444147773087024,0.0421918332576751,0.0396655313670635,0.0421918332576751,0.0444147773087024,human,UP
