"","logFC","AveExpr","t","P.Value","adj.P.Val","B","probe.id","symbols"
"2354_at",-2.98943681901223,8.53712444625091,-3.96882774126773,0.000339030539253611,0.00105824513194249,-0.0606784191414675,"2354_at","FOSB"
"2353_at",-2.66331124530507,9.62351369381291,-3.71445149238412,0.000702489681950773,0.00187489233160647,-0.751096976864218,"2353_at","FOS"
"56547_at",2.42700731587756,7.2437922066852,2.60268124801888,0.0134451959447823,0.0219871781680441,-3.48814194622394,"56547_at","MMP26"
"341640_at",2.37792234385531,6.82168910191789,5.41277046242527,4.51086697800831e-06,4.9680531704358e-05,4.08556424731128,"341640_at","FREM2"
"AFFX-HUMRGE/M10098_M_at",2.36410213588565,10.2512588757465,5.57228763606759,2.77468043921617e-06,3.6294095860092e-05,4.55516466426313,"AFFX-HUMRGE/M10098_M_at",NA
"1522_at",2.30615094078019,7.87799459981615,11.2298476975811,3.44229830643332e-13,1.66049134632164e-09,19.8355714539782,"1522_at","CTSZ"
"10321_at",2.26898977542377,9.76228696488604,3.83855820720903,0.000493266248436336,0.00142030725793786,-0.416508098361454,"10321_at","CRISP3"
"5321_at",2.16591985229293,6.71656540028976,5.10957578136054,1.13408074154672e-05,8.77948220326646e-05,3.19578131697597,"5321_at","PLA2G4A"
"93035_at",2.1297287416612,5.34018812748824,3.11703414843477,0.0036265504504845,0.00714772052609684,-2.2885425518948,"93035_at","PKHD1L1"
"132203_at",2.10501298292176,4.8317708112446,6.42812947377181,2.05807543125011e-07,8.11282857239048e-06,7.07270504323709,"132203_at","SNTN"
"401548_at",2.08212916578412,7.14803883364181,6.81036571333063,6.5111813657923e-08,4.5520491159348e-06,8.18702389791663,"401548_at","SNX30"
"155465_at",2.05597901496479,7.68856953648158,5.58451355538145,2.67321127556911e-06,3.55110634038635e-05,4.59117967200938,"155465_at","AGR3"
"101927057_at",2.03814015707465,6.16137141821391,6.20769425534236,4.01255849869938e-07,1.13526586032263e-05,6.42622095550723,"101927057_at","LOC101927057"
"AFFX-HUMRGE/M10098_5_at",2.02596404190002,10.704286520096,3.55394354958619,0.0011033455362987,0.00267974061640115,-1.17679289625633,"AFFX-HUMRGE/M10098_5_at",NA
"59277_at",1.97881566677187,5.90106131632215,5.91230186746779,9.84831029465011e-07,1.89395992573644e-05,5.55707586941376,"59277_at","NTN4"
"122060_at",1.9585707138289,5.48436578329334,4.44355890162439,8.41254016888253e-05,0.000367034020914568,1.26938261482517,"122060_at","SLAIN1"
