"exp_id","cmap_score","p.x","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","drug_name","r","p.y","num_peers","valid"
6066,-0.245286397013164,0.0102,0.108966725043783,"file16e95612cf3f_logFC_0","CMAP","daunorubicin",1e-06,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","D8809","daunorubicin HCl","C0724567","NULL","DB00694","daunorubicin",0.199477122379933,2.05067433296713e-117,3,1
4872,-0.275014980563296,0.00211,0.0503604651162791,"file16e95612cf3f_logFC_0","CMAP","dienestrol",1.5e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","798","Dienestrol [84-17-3]","C0012145","84-17-3","DB00890","dienestrol",0.223532364985467,1.06698702932507e-147,2,1
3164,-0.180555189598636,0.14023,0.4682008757526,"file16e95612cf3f_logFC_0","CMAP","diflorasone",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","619","Diflorasone Diacetate [33564-31-7]","C0304612","33564-31-7","DB00223","diflorasone",0.303219405313365,4.51802417541276e-276,3,1
5156,-0.2117123132363,0.04793,0.258859664607237,"file16e95612cf3f_logFC_0","CMAP","dinoprostone",1e-05,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","P5640","prostaglandin E2","C0012472","NULL","DB00917","dinoprostone",0.275211930404705,7.59856953222279e-226,3,1
3302,-0.200583846735074,0.07155,0.315814037626628,"file16e95612cf3f_logFC_0","CMAP","diphenylpyraline",1.26e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","707","Diphenylpyraline hydrochloride [132-18-3]","C0700485","132-18-3","DB01146","diphenylpyraline",0.263402099379488,2.31123702779995e-206,5,1
4040,-0.181336873578771,0.13674,0.460327814569536,"file16e95612cf3f_logFC_0","CMAP","dipyridamole",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","142","Dipyridamole [58-32-2]","C0012582","58-32-2","DB00975","dipyridamole",0.273801987449934,1.81442400533003e-223,5,1
2528,-0.209677318685289,0.0515,0.265119327731092,"file16e95612cf3f_logFC_0","CMAP","equilin",1.5e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","850","Equilin [474-86-2]","EXPT01355","474-86-2","DB02187","equilin",0.160527576408218,3.53339277866047e-76,4,1
4607,-0.228371282661001,0.02325,0.171996368038741,"file16e95612cf3f_logFC_0","CMAP","estradiol",1e-08,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","E1024","estradiol","C1330622","NULL","DB00783","estradiol",0.173598222086025,5.81003335422181e-89,36,1
5763,-0.243758179604331,0.01113,0.113723618090452,"file16e95612cf3f_logFC_0","CMAP","estriol",1.38e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1096","Estriol [50-27-1]","C0059648","50-27-1","DB04573","estriol",0.231275051425355,2.98406010102988e-158,3,1
2891,-0.240778025781332,0.0128,0.123740095087163,"file16e95612cf3f_logFC_0","CMAP","ethotoin",1.96e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","696","Ethotoin [86-35-1]","C0015046","86-35-1","DB00754","ethotoin",0.515820379592658,0,5,1
2153,-0.235880344906704,0.01625,0.139612676056338,"file16e95612cf3f_logFC_0","CMAP","etidronic acid",1.6e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","863","Etidronic acid, disodium salt [7414-83-7]","NULL","7414-83-7","DB01077","etidronic acid",0.258525955870285,1.32508043263028e-198,3,1
5275,-0.21387193246968,0.04354,0.24845088868101,"file16e95612cf3f_logFC_0","CMAP","etoposide",6.8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","396","Etoposide [33419-42-0]","C0015133","33419-42-0","DB00773","etoposide",0.241501204320921,8.37995513973176e-173,3,1
3279,-0.183744247203943,0.12758,0.439186230248307,"file16e95612cf3f_logFC_0","CMAP","fenoprofen",7.2e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","754","Fenoprofen calcium salt dihydrate [53746-45-5]","C0015837","53746-45-5","DB00573","fenoprofen",0.419683170426009,0,5,1
1333,-0.227661469505336,0.02406,0.175557416267943,"file16e95612cf3f_logFC_0","CMAP","fenspiride",1.34e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","213","Fenspiride hydrochloride [5053-08-7]","C0015843","5053-08-7","DB08979","fenspiride",0.404642859670165,0,4,1
1494,-0.20911391944271,0.0526,0.267383333333333,"file16e95612cf3f_logFC_0","CMAP","flufenamic acid",1.42e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","203","Flufenamic acid [530-78-9]","C0016282","530-78-9","DB02266","flufenamic acid",0.195716867554097,5.11324180547513e-113,5,1
2999,-0.221657863705335,0.03138,0.207149946062567,"file16e95612cf3f_logFC_0","CMAP","fluocinonide",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","774","Fluocinonide [356-12-7]","C0016299","356-12-7","DB01047","fluocinonide",0.335757264846545,0,4,1
206,-0.343252553591323,3e-05,0.00631034482758621,"file16e95612cf3f_logFC_0","CMAP","fulvestrant",1e-06,6,"ssMCF7","HG-U133A","DMSO","Tocris","1047","ICI 182,780","C0935916","NULL","DB00947","fulvestrant",0.205830012793313,4.7651453736078e-125,39,1
4950,-0.179931169203019,0.14308,0.472543584190579,"file16e95612cf3f_logFC_0","CMAP","ganciclovir",1.56e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","839","Ganciclovir [82410-32-0]","C0017066","82410-32-0","DB01004","ganciclovir",0.198874687596843,1.05288378168615e-116,3,1
423,-0.315201460498872,0.00022,0.02096875,"file16e95612cf3f_logFC_0","CMAP","geldanamycin",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","MP Biomedicals","195994","geldanamycin","EXPT01571","NULL","DB02424","geldanamycin",0.52628609561879,0,14,1
429,-0.217632723791751,0.03726,0.225035643564356,"file16e95612cf3f_logFC_0","CMAP","genistein",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem","345834","genistein","NULL","NULL","DB01645","genistein",0.706900382490275,0,16,1
747,-0.198967444609477,0.07608,0.327514467184192,"file16e95612cf3f_logFC_0","CMAP","glipizide",9e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","131","Glipizide [29094-61-9]","C0017642","29094-61-9","DB01067","glipizide",0.172486923302831,7.80031429361863e-88,4,1
906,-0.288030813036927,0.00109,0.039577380952381,"file16e95612cf3f_logFC_0","CMAP","haloperidol",1e-05,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","H1512","haloperidol","C0720809","NULL","DB00502","haloperidol",0.499109105436216,0,31,1
4492,-0.233044399911692,0.01852,0.149236459709379,"file16e95612cf3f_logFC_0","CMAP","hexestrol",1.48e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","699","Hexestrol [84-16-2]","NULL","84-16-2","DB07931","hexestrol",0.185043091581116,5.02000106655483e-101,3,1
165,-0.263371794876107,0.00417,0.072228021978022,"file16e95612cf3f_logFC_0","CMAP","indometacin",1e-04,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","I8280","indomethacin, USP","NULL","NULL","DB00328","indometacin",0.231664536417382,8.57857966544286e-159,7,1
698,-0.249138886238426,0.00827,0.0979553398058252,"file16e95612cf3f_logFC_0","CMAP","iproniazid",1.44e-05,6,"HL60","HG-U133A","DMSO","Prestwick Chemical","176","Iproniazide phosphate [305-33-9]","C0022059","305-33-9","DB04818","iproniazid",0.222467779865728,2.80665213885108e-146,4,1
5925,-0.234980408566389,0.01693,0.142053645116919,"file16e95612cf3f_logFC_0","CMAP","isocarboxazid",1.72e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","795","Isocarboxazid [59-63-2]","C0022154","59-63-2","DB01247","isocarboxazid",0.486502456905653,0,4,1
4569,-0.208520153562126,0.0539,0.270192939244663,"file16e95612cf3f_logFC_0","CMAP","isoconazole",9.6e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","127","Isoconazole [27523-40-6]","C0700489","27523-40-6","DB08943","isoconazole",0.222938314419231,6.62937475191035e-147,4,1
5151,-0.234076641357896,0.01775,0.14679674796748,"file16e95612cf3f_logFC_0","CMAP","isometheptene",8.2e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1023","Isometheptene mucate","C0355634","NULL","DB06706","isometheptene",0.260808637102143,3.24285085939851e-202,3,1
4426,-0.190602977530145,0.10201,0.385163883735312,"file16e95612cf3f_logFC_0","CMAP","josamycin",4.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","154","Josamycin [16846-24-5]","C0064165","16846-24-5","DB01321","josamycin",0.153815706098101,5.07972555450294e-70,4,1
2150,-0.195363849692878,0.08648,0.35125630810093,"file16e95612cf3f_logFC_0","CMAP","levopropoxyphene",7.4e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1054","Levopropoxyphene napsylate [5714-90-9]","C1321938","5714-90-9","DB06793","levopropoxyphene",0.241443770065933,1.01609710266032e-172,3,1
1144,-0.255698696723696,0.00603,0.0839794520547945,"file16e95612cf3f_logFC_0","CMAP","lidocaine",1.48e-05,6,"PC3","HG-U133A","DMSO","Prestwick Chemical","50","Lidocaone hydrochloride [73-78-9]","C0546869","73-78-9","DB00281","lidocaine",0.23077098166691,1.49270412960327e-157,4,1
5607,-0.198686894248641,0.07711,0.330295804195804,"file16e95612cf3f_logFC_0","CMAP","meclofenamic acid",1.18e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","206","Meclofenamic acid sodium salt monohydrate [6385-02-0]","C0025042","6385-02-0","DB00939","meclofenamic acid",0.290041180108506,1.00720956974266e-251,4,1
3141,-0.177397844106987,0.15391,0.496221458773784,"file16e95612cf3f_logFC_0","CMAP","memantine",1.86e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","978","Memantine Hydrochloride [41100-52-1]","C0771988","41100-52-1","DB01043","memantine",0.173852377235309,3.19995105984656e-89,3,1
962,-0.21894359082112,0.03545,0.221789743589744,"file16e95612cf3f_logFC_0","CMAP","mesoridazine",7.4e-06,6,"HL60","HG-U133A","DMSO","Prestwick Chemical","529","Mesoridazine besylate [32672-69-8]","C0025497","32672-69-8","DB00933","mesoridazine",0.182156090180323,6.62104868599936e-98,3,1
1525,-0.181803753630402,0.13496,0.45584496124031,"file16e95612cf3f_logFC_0","CMAP","metaraminol",8.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","197","Metaraminol bitartrate [33402-03-8]","C0025575","33402-03-8","DB00610","metaraminol",0.227510829682197,4.51982852862982e-153,3,1
4,-0.222603546217855,0.03019,0.202129385964912,"file16e95612cf3f_logFC_0","CMAP","metformin",0.001,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","D5035","1,1-dimethylbiguanide hydrochloride","C0025598","NULL","DB00331","metformin",0.285481719159711,1.34652611153525e-243,8,1
4953,-0.198428469487434,0.07781,0.330990934449093,"file16e95612cf3f_logFC_0","CMAP","metolazone",1.1e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","112","Metolazone [17560-51-9]","C0025854","17560-51-9","DB00524","metolazone",0.169105554008208,1.8927130371505e-84,4,1
742,-0.199395548800271,0.07511,0.325405539772727,"file16e95612cf3f_logFC_0","CMAP","metronidazole",2.34e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","81","Metronidazole [443-48-1]","C0353490","443-48-1","DB00916","metronidazole",0.315486834665331,6.57219364410278e-300,4,1
2033,-0.20407490756302,0.06321,0.297057781201849,"file16e95612cf3f_logFC_0","CMAP","molsidomine",1.66e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","547","Molsidomine [25717-80-0]","C0026400","25717-80-0","DB09282","molsidomine",0.16220989978549,9.1550453235424e-78,3,1
2652,-0.266077452978709,0.00345,0.0645552147239264,"file16e95612cf3f_logFC_0","CMAP","moracizine",8.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1051","Moricizine hydrochloride [31883-05-3]","NULL","31883-05-3","DB00680","moracizine",0.329761742063135,0,3,1
4031,-0.246318115218836,0.00961,0.10535368043088,"file16e95612cf3f_logFC_0","CMAP","naloxone",1.1e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","111","Naloxone hydrochloride [357-08-4]","C0700549","357-08-4","DB01183","naloxone",0.261815466526438,8.06369274916389e-204,5,1
2366,-0.21923995052088,0.03503,0.22029175257732,"file16e95612cf3f_logFC_0","CMAP","nicardipine",7.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","383","Nicardipine hydrochloride [54527-84-3]","C0028005","54527-84-3","DB00622","nicardipine",0.197805988749333,1.89257721840464e-115,3,1
1451,-0.188195716027945,0.11049,0.403103468899522,"file16e95612cf3f_logFC_0","CMAP","nomifensine",1.12e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","108","Nomifensine maleate [32795-47-4]","C0028277","32795-47-4","DB04821","nomifensine",0.186885530774772,4.80917506459988e-103,4,1
1317,-0.213751138655489,0.04379,0.249116495806151,"file16e95612cf3f_logFC_0","CMAP","norfloxacin",1.26e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","221","Norfloxacin [70458-96-7]","C0028365","70458-96-7","DB01059","norfloxacin",0.236745940804167,5.98739478998338e-166,4,1
1682,-0.200908779105301,0.07076,0.313461147421932,"file16e95612cf3f_logFC_0","CMAP","omeprazole",1.16e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","493","Omeprazole [73590-58-6]","C0771765","73590-58-6","DB00338","omeprazole",0.31511731863081,3.56861371313839e-299,3,1
2016,-0.221112329389483,0.03222,0.20941170212766,"file16e95612cf3f_logFC_0","CMAP","orciprenaline",7.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","505","Metaproterenol sulfate, orciprenaline sulfate [5874-97-5]","NULL","5874-97-5","DB00816","orciprenaline",0.385597940102826,0,3,1
3351,-0.203834609348806,0.06378,0.29835736196319,"file16e95612cf3f_logFC_0","CMAP","oxaprozin",1.36e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1060","Oxaprozin [21256-18-8]","C0069739","21256-18-8","DB00991","oxaprozin",0.175399334020161,8.31451111216649e-91,5,1
3288,-0.387286271659682,9.99990000099999e-06,0.00277272727272727,"file16e95612cf3f_logFC_0","CMAP","phenformin",1.66e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","179","Phenformin hydrochloride [834-28-6]","C0770237","834-28-6","DB00914","phenformin",0.155995657356951,5.4450417630312e-72,6,1
955,-0.307469722032579,0.00036,0.0250777777777778,"file16e95612cf3f_logFC_0","CMAP","phenindione",1.8e-05,6,"HL60","HG-U133A","DMSO","Prestwick Chemical","538","Phenindione [83-12-5]","C0031406","83-12-5","DB00498","phenindione",0.321396280038566,8.3837134157375e-312,3,1
1298,-0.284424433733213,0.00126,0.0411601941747573,"file16e95612cf3f_logFC_0","CMAP","pirenzepine",9.4e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","129","Pirenzepine dihydrochloride [29868-97-1]","C0770946","29868-97-1","DB00670","pirenzepine",0.186340371108111,1.91244142508336e-102,4,1
2143,-0.268352633620963,0.00298,0.0586387096774194,"file16e95612cf3f_logFC_0","CMAP","pivmecillinam",8.4e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1053","Pivmecillinam hydrochloride [32887-03-9]","C0350794","32887-03-9","DB01605","pivmecillinam",0.150787680396251,2.47804174850339e-67,3,1
3796,-0.286081200128403,0.0012,0.040445652173913,"file16e95612cf3f_logFC_0","CMAP","procyclidine",1.24e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","844","Procyclidine hydrochloride [1508-76-5]","C0033254","1508-76-5","DB00387","procyclidine",0.191137455395844,8.74779898949639e-108,3,1
284,-0.293701824730343,0.00071,0.0309357142857143,"file16e95612cf3f_logFC_0","CMAP","resveratrol",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R 5010","resveratrol","EXPT02968","NULL","DB02709","resveratrol",0.175992491143773,2.03250829775628e-91,8,1
3673,-0.224029526164213,0.02848,0.195419572553431,"file16e95612cf3f_logFC_0","CMAP","riluzole",1.48e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","167","Riluzole hydrochloride","C0073379","NULL","DB00740","riluzole",0.205611409410538,8.81177169674136e-125,4,1
2520,-0.177292261642541,0.1544,0.497013192612137,"file16e95612cf3f_logFC_0","CMAP","rolitetracycline",7.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","849","Rolitetracycline [751-97-3]","C0035823","751-97-3","DB01301","rolitetracycline",0.218232555764632,1.05604230222285e-140,3,1
3807,-0.226361534465648,0.02547,0.181293706293706,"file16e95612cf3f_logFC_0","CMAP","simvastatin",9.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","865","Simvastatin [79902-63-9]","C0074554","79902-63-9","DB00641","simvastatin",0.324824971821335,7.90514914658911e-319,3,1
5550,-0.235496604038139,0.01651,0.139851595006935,"file16e95612cf3f_logFC_0","CMAP","sirolimus",1e-07,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877","sirolimus",0.613549865683666,0,43,1
3166,-0.186756337386541,0.11567,0.412623976608187,"file16e95612cf3f_logFC_0","CMAP","sotalol",1.3e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","966","Sotalol hydrochloride [959-24-0]","C0037707","959-24-0","DB00489","sotalol",0.171391196288618,9.92546674446252e-87,3,1
640,-0.253818656118736,0.00662,0.0874420600858369,"file16e95612cf3f_logFC_0","CMAP","spironolactone",9.6e-06,6,"HL60","HG-U133A","DMSO","Prestwick Chemical","128","Spironolactone [52-01-7]","C0037982","52-01-7","DB00421","spironolactone",0.176372050568544,8.22986744590236e-92,4,1
135,-0.273772153490218,0.00229,0.0527132075471698,"file16e95612cf3f_logFC_0","CMAP","staurosporine",1e-07,6,"MCF7","HG-U133A","DMSO","Calbiochem","569397","staurosporine","EXPT02970","NULL","DB02010","staurosporine",0.29027135495998,3.88025880377169e-252,3,1
5941,-0.245730403978691,0.00986,0.106453097345133,"file16e95612cf3f_logFC_0","CMAP","sulfadimethoxine",1.28e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","728","Sulfadimethoxine [122-11-2]","C0038676","122-11-2","DB06150","sulfadimethoxine",0.153702329005958,6.41946789494846e-70,4,1
910,-0.323955685712884,0.00011,0.0124259259259259,"file16e95612cf3f_logFC_0","CMAP","sulfaphenazole",1.28e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","21","Sulfaphenazole [526-08-9]","NULL","526-08-9","DB06729","sulfaphenazole",0.381073848673986,0,3,1
4894,-0.187280063784516,0.11382,0.408843529411765,"file16e95612cf3f_logFC_0","CMAP","sulfinpyrazone",9.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","290","Sulfinpyrazone [57-96-5]","C0038742","57-96-5","DB01138","sulfinpyrazone",0.165656865131661,4.53691572480058e-81,3,1
3791,-0.209631572513084,0.05158,0.265119327731092,"file16e95612cf3f_logFC_0","CMAP","theophylline",2.02e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","873","Theophylline monohydrate [5967-84-0]","C0304441","5967-84-0","DB00277","theophylline",0.155884232112883,6.87682807024248e-72,3,1
5816,-0.217141232747965,0.03801,0.228209645669291,"file16e95612cf3f_logFC_0","CMAP","thiamphenicol",1.12e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","25","Thiamphenicol [15318-45-3]","C0039854","15318-45-3","DB08621","thiamphenicol",0.329059973831587,0,4,1
4288,-0.316318765905811,0.00021,0.0206612903225806,"file16e95612cf3f_logFC_0","CMAP","thiocolchicoside",7e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","539","Thiocolchicoside [602-41-5]","C0076456","602-41-5","DB11582","thiocolchicoside",0.219405429958442,3.10047284646472e-142,3,1
