gene_symbol,logfc_dz:770,logfc_dz:573,logfc_dz:544,logfc_dz:302,logfc_dz:107,logfc_dz:461,logfc_dz:572,logfc_dz:570,logfc_dz:546,logfc_dz:181,mean_logfc,median_logfc,common_experiment,organism,signature_type
RPS15,,0.0172242932021617,,0.0595944225788116,0.1469730138778686,0.0272656753659248,,,,,0.0627643512561917,0.0434300489723682,,human,UP
GOLGA8A,,,0.0626966282725334,,,,,,,,0.0626966282725334,0.0626966282725334,0.0626966282725334,human,UP
HCAR3,,,,,,,,0.0605545751750469,,,0.0605545751750469,0.0605545751750469,,human,UP
MT1X,,,,0.0516578517854213,,0.0688916370272636,,,,,0.0602747444063425,0.0602747444063425,,human,UP
GPR37,0.0652367994189262,,0.0526759400963783,,,,,,,,0.0589563697576522,0.0589563697576522,0.0526759400963783,human,UP
EEF2,,0.0476862788200378,,,,0.0604305565357208,0.0325290560722351,0.0486768037080764,,0.1049356907606124,0.0588516771793365,0.0486768037080764,,human,UP
TLR2,,,,,,,0.060697179287672,0.0563463009893894,,,0.0585217401385307,0.0585217401385307,,human,UP
NCF2,,,,,,,0.0578399337828159,,,,0.0578399337828159,0.0578399337828159,,human,UP
PSMA1,,,,,,,,,,0.0569819398224353,0.0569819398224353,0.0569819398224353,,human,UP
S100A11,,,,,,,0.0557126067578792,,,,0.0557126067578792,0.0557126067578792,,human,UP
TUFM,0.0784453898668289,,0.0698667392134666,,0.0175736080855131,,,,,,0.0552952457219362,0.0698667392134666,0.0698667392134666,human,UP
CCNG1,,,,,,,,,,0.0544052496552467,0.0544052496552467,0.0544052496552467,,human,UP
TMSB10,,0.0222740601748228,,0.1317705810070037,0.0629914999008178,,0.027686383575201,0.0378970466554164,,0.0415038615465164,0.0540205721432964,0.0397004541009664,,human,UP
RPS10,,,,0.0673551186919212,0.1336535662412643,0.0686905682086944,0.0693528726696968,-0.0513454265892505,,0.035758689045906,0.0539108980447053,0.0680228434503078,,human,UP
CST7,,,,,,,0.0366222411394119,0.0705135613679885,,,0.0535679012537002,0.0535679012537002,,human,UP
ZSCAN16,0.0524179004132747,,0.0530357882380485,,,,,,,,0.0527268443256616,0.0527268443256616,0.0530357882380485,human,UP
XIST,,,,,0.0526836216449737,,,,,,0.0526836216449737,0.0526836216449737,,human,UP
GPC5,,,0.051401924341917,,,,,,,,0.051401924341917,0.051401924341917,0.051401924341917,human,UP
CDK18,,,,,,,,,0.0502702109515666,,0.0502702109515666,0.0502702109515666,,human,UP
RBBP7,0.0482063740491867,,0.0499608777463436,,,,,,,,0.0490836258977651,0.0490836258977651,0.0499608777463436,human,UP
EVI2B,,,,,,,0.0490438044071197,,,,0.0490438044071197,0.0490438044071197,,human,UP
RPS9,,0.0175444409251213,,,0.039368450641632,0.0889794528484344,,,,,0.0486307814717292,0.039368450641632,,human,UP
ARMCX6,0.0525952093303203,,0.0439538732171058,,,,,,,,0.0482745412737131,0.0482745412737131,0.0439538732171058,human,UP
RPL10A,,,,,,0.0475527755916118,,,,,0.0475527755916118,0.0475527755916118,,human,UP
C5AR1,,,,,,,0.0768583789467811,0.017499292269349,,,0.0471788356080651,0.0471788356080651,,human,UP
METTL1,0.0480990037322044,,0.0447716489434242,,,,,,,,0.0464353263378143,0.0464353263378143,0.0447716489434242,human,UP
UCHL1,,,,0.0468810386955738,,0.0454550422728061,,,,,0.0461680404841899,0.0461680404841899,,human,UP
DYSF,,,,,,,,0.0457154251635074,,,0.0457154251635074,0.0457154251635074,,human,UP
DPM3,0.0615137629210948,,0.0296317934989929,,,,,,,,0.0455727782100439,0.0455727782100439,0.0296317934989929,human,UP
VCAN,,,,,,,0.0125935552641749,0.0782136991620063,,,0.0454036272130906,0.0454036272130906,,human,UP
GRB14,,,0.0453622825443744,,,,,,,,0.0453622825443744,0.0453622825443744,0.0453622825443744,human,UP
DROSHA,0.0524547211825847,,0.0382145121693611,,,,,,,,0.0453346166759729,0.0453346166759729,0.0382145121693611,human,UP
MGAM,,,,,,,0.0450781695544719,,,,0.0450781695544719,0.0450781695544719,,human,UP
PRKCZ,,0.0450101792812347,,,,,,,,,0.0450101792812347,0.0450101792812347,,human,UP
MYD88,,,,,,,0.0642617493867874,0.0251410249620676,,,0.0447013871744275,0.0447013871744275,,human,UP
HSPB1,,,,0.0142389312386512,0.0463254041969776,0.0730687752366066,,,,,0.0445443702240785,0.0463254041969776,,human,UP
BCAS1,,,,,,0.0444050319492816,,,,,0.0444050319492816,0.0444050319492816,,human,UP
YTHDF1,0.0524327084422111,,0.0361635014414787,,,,,,,,0.0442981049418449,0.0442981049418449,0.0361635014414787,human,UP
MS4A1,,,,,,,,,,0.0442347005009651,0.0442347005009651,0.0442347005009651,,human,UP
FXYD6,,,,0.0214007198810577,0.0661944597959518,,,,,,0.0437975898385047,0.0437975898385047,,human,UP
AQP9,,,,,,,0.0572561025619506,0.0295293983072042,,,0.0433927504345774,0.0433927504345774,,human,UP
ACSL1,,,,,,,0.0266185272485017,0.060153666883707,,,0.0433860970661044,0.0433860970661044,,human,UP
SLC1A3,,,,,0.0430962592363357,,,,,,0.0430962592363357,0.0430962592363357,,human,UP
DNAJB1,,,,,0.0429673977196216,,,,,,0.0429673977196216,0.0429673977196216,,human,UP
YBX1,0.0614596270024776,,0.0732982605695724,,,,0.013943045400083,0.022997161373496,,,0.0429245235864073,0.0422283941879868,0.0732982605695724,human,UP
TRIM22,,,,,,,-0.0261463709175586,0.0466251634061336,,0.1079644933342933,0.0428144286076227,0.0466251634061336,,human,UP
ETNPPL,,0.0356590971350669,0.017858425155282,0.0746622681617736,,,,,,,0.0427265968173742,0.0356590971350669,0.017858425155282,human,UP
RPS11,0.0228837430477142,,,0.072518490254879,,0.0765759423375129,0.0528335161507129,,,-0.0116911781951785,0.0426241027191281,0.0528335161507129,,human,UP
PGD,,,,,,0.0425499118864536,,,,,0.0425499118864536,0.0425499118864536,,human,UP
CST3,,0.0328160263597965,,0.0321473553776741,0.0626741647720336,,,,,,0.0425458488365014,0.0328160263597965,,human,UP
GBP2,,,,,,,,0.0425303131341934,,,0.0425303131341934,0.0425303131341934,,human,UP
RPL28,,,,,0.0165809392929077,0.0676384046673774,,,,,0.0421096719801425,0.0421096719801425,,human,UP
CHGA,,0.0606630221009254,,,,,,,0.0223450232297182,,0.0415040226653218,0.0415040226653218,,human,UP
VNN1,,,,,,,0.0414550825953483,,,,0.0414550825953483,0.0414550825953483,,human,UP
SGCG,,,0.0408947952091693,,,,,,,,0.0408947952091693,0.0408947952091693,0.0408947952091693,human,UP
RPL7A,,0.0467948131263256,,0.0276496820151805,0.1379446685314178,,0.0153988851234316,,-0.0237243715673685,,0.0408127354457974,0.0276496820151805,,human,UP
LILRA2,,,,,,,0.0403279103338718,,,,0.0403279103338718,0.0403279103338718,,human,UP
FIP1L1,0.0437226071953773,,0.0369296260178089,,,,,,,,0.0403261166065931,0.0403261166065931,0.0369296260178089,human,UP
NPM1,,,,,,,,,,0.0393309220671653,0.0393309220671653,0.0393309220671653,,human,UP
TMEM47,,,,,,,,,0.0392087921500206,,0.0392087921500206,0.0392087921500206,,human,UP
RBKS,,,0.0388126373291015,,,,,,,,0.0388126373291015,0.0388126373291015,0.0388126373291015,human,UP
DDIT3,,,,,,0.0383780971169471,,,,,0.0383780971169471,0.0383780971169471,,human,UP
PLEK,,,,,,,0.0380782112479209,,,,0.0380782112479209,0.0380782112479209,,human,UP
TAGLN3,,0.0801180675625801,-0.0238216966390609,,0.0577756129205226,,,,,,0.0380239946146806,0.0577756129205226,-0.0238216966390609,human,UP
RPL18,,,,,,0.0379610657691955,,,,,0.0379610657691955,0.0379610657691955,,human,UP
PSMC2,,,,,,,,,0.0377976037561893,,0.0377976037561893,0.0377976037561893,,human,UP
C14orf132,,0.0377961285412311,,,,,,,,,0.0377961285412311,0.0377961285412311,,human,UP
HSPA6,,,,,0.0314305238425731,,,0.0439318232238292,,,0.0376811735332012,0.0376811735332012,,human,UP
FDPS,,,,,,,,,0.0375698134303092,,0.0375698134303092,0.0375698134303092,,human,UP
ZWINT,,,,,,,,,,0.0374002382159233,0.0374002382159233,0.0374002382159233,,human,UP
GNG3,,0.0545563586056232,,,0.0199041478335857,,,,,,0.0372302532196044,0.0372302532196044,,human,UP
KIF1B,,,,,0.0371107570827007,,,,,,0.0371107570827007,0.0371107570827007,,human,UP
SELL,,,,,,,0.0396842136979103,,,0.0344389230012893,0.0370615683495998,0.0370615683495998,,human,UP
DRICH1,,,,,,,,,0.0365426763892173,,0.0365426763892173,0.0365426763892173,,human,UP
KIF20B,,,,,,,,,0.0365198925137519,,0.0365198925137519,0.0365198925137519,,human,UP
FAM107A,,0.0247546322643756,,0.0232600886374712,0.0614957474172115,,,,,,0.0365034894396861,0.0247546322643756,,human,UP
PPIA,,0.0226154346019029,,,0.0253840964287519,0.0599031560122966,,,,,0.0359675623476505,0.0253840964287519,,human,UP
GZMH,,,,,,,,0.0359556637704372,,,0.0359556637704372,0.0359556637704372,,human,UP
ATP6V0D1,,,,,,0.032288271933794,0.0392544046044349,,,,0.0357713382691144,0.0357713382691144,,human,UP
GREM2,,,,,,,,,0.0356205701828002,,0.0356205701828002,0.0356205701828002,,human,UP
CTSH,,,,,-0.0160903539508581,,,,,0.0870985314249992,0.0355040887370705,0.0355040887370705,,human,UP
CSTB,,,,,0.0352581329643726,,,,,,0.0352581329643726,0.0352581329643726,,human,UP
TEX2,,,,,,,,,0.0352021865546703,,0.0352021865546703,0.0352021865546703,,human,UP
RPS12,,,,0.0172608233988285,,0.0531145296990871,,,,,0.0351876765489578,0.0351876765489578,,human,UP
NDUFS3,,0.0351689010858535,,,,,,,,,0.0351689010858535,0.0351689010858535,,human,UP
UTP14A,0.0351432859897613,,0.0350804217159748,,,,,,,,0.035111853852868,0.035111853852868,0.0350804217159748,human,UP
HLA-B,,-0.01494403462857,,,,,0.0561068840324878,0.125978335738182,,-0.0269841067492961,0.0350392695982009,0.0205814247019588,,human,UP
ZBTB16,,0.0349818505346775,,,,,,,,,0.0349818505346775,0.0349818505346775,,human,UP
ANKMY2,,,,,0.0344973541796207,,,,,,0.0344973541796207,0.0344973541796207,,human,UP
LCP1,,,,,,,0.0219305120408535,0.0469628721475601,,,0.0344466920942068,0.0344466920942068,,human,UP
ADM,,,,,,,0.0435296706855297,0.0250398255884647,,,0.0342847481369972,0.0342847481369972,,human,UP
MAL,0.0725168660283088,,0.0646020025014877,0.035255130380392,0.0187044758349657,-0.0196821000427007,,,,,0.0342792749404907,0.035255130380392,0.0646020025014877,human,UP
CAP1,,,,,,,0.0362918190658092,0.0319646671414375,,,0.0341282431036233,0.0341282431036233,,human,UP
APC2,,,,,,0.0338829308748245,,,,,0.0338829308748245,0.0338829308748245,,human,UP
SCO2,0.0495892837643623,,0.0181679874658584,,,,,,,,0.0338786356151104,0.0338786356151104,0.0181679874658584,human,UP
CLIC1,,,,,,,0.0184496995061635,0.0489492900669574,,,0.0336994947865605,0.0336994947865605,,human,UP
RPL19,0.0199398212134838,0.0516054108738899,,0.0667261853814125,0.1118930950760841,0.0382373109459877,,-0.0871695429086685,,,0.0335387134303649,0.0449213609099388,,human,UP
KHDRBS2,0.0334531590342521,,0.0335504747927188,,,,,,,,0.0335018169134855,0.0335018169134855,0.0335504747927188,human,UP
TMEM256,,,,,,,,,0.0334981530904769,,0.0334981530904769,0.0334981530904769,,human,UP
PTN,0.03546829149127,,0.0311475358903408,,,,,,,,0.0333079136908054,0.0333079136908054,0.0311475358903408,human,UP
FLRT1,0.0367951579391956,,0.0294639039784669,,,,,,,,0.0331295309588313,0.0331295309588313,0.0294639039784669,human,UP
FTL,,0.0334584973752498,,0.0178169980645179,0.0624767355620861,0.0172534119337797,,0.0298956353217363,,0.0358317792415618,0.0327888429164886,0.0316770663484931,,human,UP
CSRP1,,0.0486804693937301,,0.0356367714703083,,0.0138045139610767,,,,,0.0327072516083717,0.0356367714703083,,human,UP
MNDA,,,,,,,0.0883079692721366,0.0224977564066648,,-0.0134173668920993,0.032462786262234,0.0224977564066648,,human,UP
ECSIT,0.0324297696352005,,,,,,,,,,0.0324297696352005,0.0324297696352005,,human,UP
RPS16,,,,0.0190997030586004,0.0516591854393482,0.046266246587038,,,,0.0122198667377233,0.0323112504556775,0.0326829748228192,,human,UP
HLA-G,,,,,,,0.0322495102882385,,,,0.0322495102882385,0.0322495102882385,,human,UP
TNS3,,0.0322158560156822,,,,,,,,,0.0322158560156822,0.0322158560156822,,human,UP
LYL1,0.0352508015930652,,0.0290001686662435,,,,,,,,0.0321254851296544,0.0321254851296544,0.0290001686662435,human,UP
ARPC3,,,,,,,0.0394467338919639,0.0242265965789556,,0.0322822630405426,0.031985197837154,0.0322822630405426,,human,UP
RPL31,,,,,,0.0319353826344013,,,,,0.0319353826344013,0.0319353826344013,,human,UP
TMEM140,,,,,,,0.0319346003234386,,,,0.0319346003234386,0.0319346003234386,,human,UP
FAU,,0.0305703729391098,,0.0651348456740379,,0.0838568061590194,,-0.0518888086080551,,,0.031918304041028,0.0478526093065738,,human,UP
SGK3,,,0.0318651758134365,,,,,,,,0.0318651758134365,0.0318651758134365,0.0318651758134365,human,UP
CDH18,,0.031780507415533,,,,,,,,,0.031780507415533,0.031780507415533,,human,UP
GPR183,,,,,,,,,,0.0314980708062648,0.0314980708062648,0.0314980708062648,,human,UP
NCKAP1L,,,,,,,,0.0314170755445957,,,0.0314170755445957,0.0314170755445957,,human,UP
CDH13,,,,,,,,,0.0313483998179435,,0.0313483998179435,0.0313483998179435,,human,UP
PNRC1,,,,,,,0.0206661894917488,0.0383991375565528,,0.0345228314399719,0.0311960528294245,0.0345228314399719,,human,UP
CHRDL1,,,0.0311695300042629,,,,,,,,0.0311695300042629,0.0311695300042629,0.0311695300042629,human,UP
ABHD17A,,0.0292831528931856,,,0.0329970493912696,,,,,,0.0311401011422276,0.0311401011422276,,human,UP
MT1F,,,,0.0414092876017093,,0.0205369982868433,,,,,0.0309731429442763,0.0309731429442763,,human,UP
BIN2,,,,,,,,0.030896570533514,,,0.030896570533514,0.030896570533514,,human,UP
IGF2R,,,,,,,,0.0308397077023983,,,0.0308397077023983,0.0308397077023983,,human,UP
ATRNL1,,,,,,,,,0.0307231005281209,,0.0307231005281209,0.0307231005281209,,human,UP
ARHGEF15,,,,,,,,,0.0307215880602598,,0.0307215880602598,0.0307215880602598,,human,UP
FABP3,,,,,,,,,0.0306550543755292,,0.0306550543755292,0.0306550543755292,,human,UP
TTLL12,,,,,,,,,0.0305468775331974,,0.0305468775331974,0.0305468775331974,,human,UP
COX8A,,,,,,0.0746966451406478,,-0.0136247454211115,,,0.0305359498597681,0.0305359498597681,,human,UP
NFKBIA,,,,,,0.0567983575165271,-0.0157878827303648,0.0502475425601005,,,0.0304193391154209,0.0502475425601005,,human,UP
PTTG1IP,0.0381178185343742,,0.0235679391771554,0.0236918646842241,,,0.0352058559656143,,,,0.030145869590342,0.0294488603249192,0.0235679391771554,human,UP
RPL4,,0.0212666578590869,,0.0651275292038917,0.0549265593290329,0.0415939129889011,,-0.0202384889125823,,0.0179015826433897,0.0300962921852866,0.031430285423994,,human,UP
SELPLG,,,,,,,0.0300080422312021,,,,0.0300080422312021,0.0300080422312021,,human,UP
PTTG1,,,,,,,,,,0.0299572106450796,0.0299572106450796,0.0299572106450796,,human,UP
EIF3L,,,,,0.0299105942249298,,,,,,0.0299105942249298,0.0299105942249298,,human,UP
HTRA1,0.0301360581070184,,0.0221893228590488,0.0205675102770328,,0.0463719293475151,,,,,0.0298162051476538,0.0261626904830336,0.0221893228590488,human,UP
IGFLR1,0.0288304928690195,,0.0304973497986793,,,,,,,,0.0296639213338494,0.0296639213338494,0.0304973497986793,human,UP
DPF2,0.0296528842300176,,,,,,,,,,0.0296528842300176,0.0296528842300176,,human,UP
EPHX3,,,,,,,,,0.0296395793557167,,0.0296395793557167,0.0296395793557167,,human,UP
SPECC1L,,,0.0296229440718889,,,,,,,,0.0296229440718889,0.0296229440718889,0.0296229440718889,human,UP
EEF1G,,0.0799761861562728,,0.0800964385271072,0.0820817202329635,0.0368553325533866,-0.0109172696247696,-0.0731583014130592,0.0187792554497718,0.0228184405714273,0.0295664753066375,0.029836886562407,,human,UP
ARNT2,0.080901451408863,,0.0411874391138553,,0.0144090428948402,-0.0182621516287326,,,,,0.0295589454472064,0.0277982410043478,0.0411874391138553,human,UP
RPS19,,,,0.0233224295079708,0.0147632751613855,0.0505902878940105,,,,,0.0295586641877889,0.0233224295079708,,human,UP
SLC17A6,,,0.0295354612171649,,,,,,,,0.0295354612171649,0.0295354612171649,0.0295354612171649,human,UP
RPL27A,,,,0.021837793290615,,0.0371841788291931,,,,,0.0295109860599041,0.0295109860599041,,human,UP
HTR5A,,,,,,,,,0.0294654704630374,,0.0294654704630374,0.0294654704630374,,human,UP
PDGFRA,,,,,,,,,0.029426148161292,,0.029426148161292,0.029426148161292,,human,UP
SLC19A2,,,0.0293838288635015,,,,,,,,0.0293838288635015,0.0293838288635015,0.0293838288635015,human,UP
ENDOD1,0.0314419604837894,,0.0273085385560989,,,,,,,,0.0293752495199441,0.0293752495199441,0.0273085385560989,human,UP
CFH,0.0271624270826578,,0.0315361134707927,,,,,,,,0.0293492702767252,0.0293492702767252,0.0315361134707927,human,UP
MSMO1,,,,,,,,,,0.0292632542550563,0.0292632542550563,0.0292632542550563,,human,UP
ARRB2,,,,,,,,0.0291872732341289,,,0.0291872732341289,0.0291872732341289,,human,UP
SDHA,,,,,,0.0291583575308322,,,,,0.0291583575308322,0.0291583575308322,,human,UP
GZMA,,,,,,,-0.0146045852452516,0.0727466568350792,,,0.0290710357949137,0.0290710357949137,,human,UP
SEC11A,0.0289360340684652,,0.0291677024215459,,,,,,,,0.0290518682450056,0.0290518682450056,0.0291677024215459,human,UP
CCDC92,,0.0203812941908836,,,0.0376372225582599,,,,,,0.0290092583745718,0.0290092583745718,,human,UP
KLF9,,,,,,0.0288724433630704,,,,,0.0288724433630704,0.0288724433630704,,human,UP
PSAP,,,,-0.0237993337213993,,0.0743303298950195,0.0200958047062158,0.0446712449193,,,0.028824511449784,0.0323835248127579,,human,UP
RPL13A,0.0160506311804056,0.0148270139470696,,0.0484537929296493,0.0765335634350776,,,-0.015037465840578,,0.0318022556602954,0.0287716318853199,0.0239264434203505,,human,UP
KLHL11,,,0.0286512020975351,,,,,,,,0.0286512020975351,0.0286512020975351,0.0286512020975351,human,UP
MAP3K6,,,,,,,,,0.0286451559513807,,0.0286451559513807,0.0286451559513807,,human,UP
RPS3A,,,,,,0.0323316566646099,,,,0.0246499124914407,0.0284907845780253,0.0284907845780253,,human,UP
NOD2,,,,,,,0.0284262038767337,,,,0.0284262038767337,0.0284262038767337,,human,UP
RPL29,,0.0192070584744215,,0.0190683472901582,0.0424925349652767,0.029330026358366,,-0.0259642954915761,,0.0862212181091308,0.0283924816176295,0.0242685424163937,,human,UP
PDCD10,,,,,,,0.0283495299518108,,,,0.0283495299518108,0.0283495299518108,,human,UP
CAMP,,,,,,,,0.0283044818788766,,,0.0283044818788766,0.0283044818788766,,human,UP
RPLP2,,,,,,0.0282026100903749,,,,,0.0282026100903749,0.0282026100903749,,human,UP
HDAC4,,,,,,,,,0.0281769186258316,,0.0281769186258316,0.0281769186258316,,human,UP
PSME1,,,,,,,0.0315650589764118,0.0247362367808818,,,0.0281506478786468,0.0281506478786468,,human,UP
ZNF835,0.0322912894189357,,0.0239249505102634,,,,,,,,0.0281081199645996,0.0281081199645996,0.0239249505102634,human,UP
RAI2,,,0.0280976593494415,,,,,,,,0.0280976593494415,0.0280976593494415,0.0280976593494415,human,UP
HLA-C,,,,,,0.0272977091372013,0.047865267843008,0.0488162375986576,,-0.0121895372867584,0.0279474193230271,0.0375814884901046,,human,UP
CCDC59,,,0.0279228929430246,,,,,,,,0.0279228929430246,0.0279228929430246,0.0279228929430246,human,UP
ATP6V1D,,,,,,,,,0.0278600100427865,,0.0278600100427865,0.0278600100427865,,human,UP
PGM1,0.0277204699814319,,,,,,,,,,0.0277204699814319,0.0277204699814319,,human,UP
ARPC2,,,,,,0.0252075996249914,0.0255783256143331,0.0322545878589153,,,0.0276801710327466,0.0255783256143331,,human,UP
NISCH,,0.0236196350306272,,0.0422445125877857,0.017136488109827,,,,,,0.02766687857608,0.0236196350306272,,human,UP
REEP2,,0.0276241991668939,,,,,,,,,0.0276241991668939,0.0276241991668939,,human,UP
ANXA3,,,,,,,,0.0275816079229116,,,0.0275816079229116,0.0275816079229116,,human,UP
HK1,,,,,0.0275762546807527,,,,,,0.0275762546807527,0.0275762546807527,,human,UP
CYC1,,,,,,0.0192078277468681,,,,0.0357847698032856,0.0274962987750768,0.0274962987750768,,human,UP
MYBPC1,,,,,,,,,0.0274662040174007,,0.0274662040174007,0.0274662040174007,,human,UP
DGKG,,,,,,,,,0.0274585951119661,,0.0274585951119661,0.0274585951119661,,human,UP
RPL13,,,,,0.0294950567185878,0.0253743454813957,,,,,0.0274347010999918,0.0274347010999918,,human,UP
PARD6A,0.0273630414158105,,,,,,,,,,0.0273630414158105,0.0273630414158105,,human,UP
ACTG1,,0.0683366358280181,,,,0.0361816100776195,-0.0225716177374124,,,,0.0273155427227417,0.0361816100776195,,human,UP
PAX8,,,,,,,,,0.0273008216172456,,0.0273008216172456,0.0273008216172456,,human,UP
RAC2,,,,,,,0.0683232247829437,,,-0.013868817128241,0.0272272038273513,0.0272272038273513,,human,UP
SNPH,,0.0272145792841911,,,,,,,,,0.0272145792841911,0.0272145792841911,,human,UP
MT3,,0.0363592058420181,,0.0179097037762403,,,,,,,0.0271344548091292,0.0271344548091292,,human,UP
NIPBL,0.0250118672847747,,0.0292425118386745,,,,,,,,0.0271271895617246,0.0271271895617246,0.0292425118386745,human,UP
TSPAN15,,,,,,,,,0.0270453784614801,,0.0270453784614801,0.0270453784614801,,human,UP
S1PR5,,,,,,,,,0.0270296931266784,,0.0270296931266784,0.0270296931266784,,human,UP
ARHGAP15,,,,,,,,0.0270155593752861,,,0.0270155593752861,0.0270155593752861,,human,UP
FOXO3,,0.0390360914170742,,,0.0148786744102835,,,,,,0.0269573829136788,0.0269573829136788,,human,UP
CASP1,,,,,,,,0.0269177462905645,,,0.0269177462905645,0.0269177462905645,,human,UP
MME,,,,,,,0.026877062395215,,,,0.026877062395215,0.026877062395215,,human,UP
COMMD8,,,,,,,,,,0.0268766898661851,0.0268766898661851,0.0268766898661851,,human,UP
GBP1,,,,,,,,0.0268570333719253,,,0.0268570333719253,0.0268570333719253,,human,UP
MYOT,,,0.0268056187778711,,,,,,,,0.0268056187778711,0.0268056187778711,0.0268056187778711,human,UP
CYP46A1,,0.0354018360376358,,0.01820251904428,,,,,,,0.0268021775409579,0.0268021775409579,,human,UP
MAMLD1,,,,,,,,,0.0267985425889492,,0.0267985425889492,0.0267985425889492,,human,UP
GABRA4,,,,,,,,,0.0267981998622417,,0.0267981998622417,0.0267981998622417,,human,UP
COX6A1,,-0.0254522785544395,,,0.0790358632802963,,,,,,0.0267917923629283,0.0267917923629283,,human,UP
HSPA1A,,0.0366003103554248,,0.0519601367413997,0.0337542332708835,0.0183226373046636,0.0624239332973957,,,-0.04246237128973,0.0267664799466729,0.0351772718131542,,human,UP
KIF25,,,,,,,,,0.0267117284238338,,0.0267117284238338,0.0267117284238338,,human,UP
TBR1,,,,,,,,,0.0266022253781557,,0.0266022253781557,0.0266022253781557,,human,UP
PDHX,,,0.0203258339315652,,,,,,0.032843317836523,,0.0265845758840441,0.0265845758840441,0.0203258339315652,human,UP
NOP14,0.0265356507152318,,,,,,,,,,0.0265356507152318,0.0265356507152318,,human,UP
PCNA,,,,,,,,,,0.0265235137194395,0.0265235137194395,0.0265235137194395,,human,UP
SNX10,,,,,,,0.0264632124453783,,,,0.0264632124453783,0.0264632124453783,,human,UP
CLCF1,0.0296051725745201,,0.0229878202080726,,,,,,,,0.0262964963912963,0.0262964963912963,0.0229878202080726,human,UP
SLC39A14,,,,,,,,,0.0262360740453004,,0.0262360740453004,0.0262360740453004,,human,UP
RPL7,,,,,,0.0262303818017244,,,,,0.0262303818017244,0.0262303818017244,,human,UP
CEBPZ,0.0246827807277441,,0.0277072042226791,,,,,,,,0.0261949924752116,0.0261949924752116,0.0277072042226791,human,UP
RPS5,,,,0.0316272042691707,0.0537229552865028,0.1106850877404213,0.0192809235304594,-0.1059702634811401,,0.0475270189344882,0.026145487713317,0.0395771116018295,,human,UP
ENO1,,,,,,0.0269636157900095,,,,0.0251786150038242,0.0260711153969168,0.0260711153969168,,human,UP
ZYX,,,,,,,0.0260381270200014,,,,0.0260381270200014,0.0260381270200014,,human,UP
HDAC11,,,,,,,,,0.0259909406304359,,0.0259909406304359,0.0259909406304359,,human,UP
PRKAB2,,,,,,,,,0.0259500015527009,,0.0259500015527009,0.0259500015527009,,human,UP
RAP2C,,,0.02593644708395,,,,,,,,0.02593644708395,0.02593644708395,0.02593644708395,human,UP
WBP11,,,,,,,,,0.0258502159267663,,0.0258502159267663,0.0258502159267663,,human,UP
RALYL,,,,,0.0230487994849681,,,,0.0282831639051437,,0.0256659816950559,0.0256659816950559,,human,UP
GPR19,0.0236444771289825,,0.027553092688322,,,,,,,,0.0255987849086523,0.0255987849086523,0.027553092688322,human,UP
HBG1,,,,,,,,,0.0255172662436962,,0.0255172662436962,0.0255172662436962,,human,UP
EIF3D,,,,,,,,,,0.0254848729819059,0.0254848729819059,0.0254848729819059,,human,UP
GABRG2,,,,,,,,,0.0254748128354549,,0.0254748128354549,0.0254748128354549,,human,UP
