gene_symbol,logfc_dz:493,logfc_dz:663,logfc_dz:407,logfc_dz:735,logfc_dz:656,logfc_dz:554,logfc_dz:660,mean_logfc,median_logfc,common_experiment,organism,signature_type
TUBB4B,-0.0862774401903152,,,,,,,-0.0862774401903152,-0.0862774401903152,-0.0862774401903152,human,DOWN
MT1E,,-0.0199275985360145,-0.1502929627895355,,-0.1481755226850509,,-0.0241036862134933,-0.0856249425560236,-0.0861396044492721,,human,DOWN
TDO2,,,,,-0.0839566215872764,,,-0.0839566215872764,-0.0839566215872764,,human,DOWN
CD81,,-0.2073979377746582,-0.0143844047561287,0.0167991276830434,,,-0.1259316504001617,-0.0827287163119763,-0.0701580275781452,,human,DOWN
ATF5,,-0.0822199210524559,,,,,-0.0804620087146759,-0.0813409648835659,-0.0813409648835659,,human,DOWN
SAA4,,-0.0816789343953132,-0.1079775020480156,,-0.0424628145992755,,-0.0915378108620643,-0.0809142654761672,-0.0866083726286888,,human,DOWN
RPS28,,-0.0788111761212349,,,,,,-0.0788111761212349,-0.0788111761212349,,human,DOWN
MT1G,,-0.2264163047075271,-0.0135894818231463,,-0.0172153618186712,,-0.0519138798117637,-0.0772837570402771,-0.0345646208152174,,human,DOWN
DCXR,,-0.0500379092991352,-0.0660171583294868,,-0.0739502683281898,,-0.100640632212162,-0.0726614920422434,-0.0699837133288383,,human,DOWN
IGFBP3,,-0.0638896599411964,-0.0515876598656177,,-0.0910016745328903,,-0.0831075012683868,-0.0723966239020228,-0.0734985806047916,,human,DOWN
MT1F,,-0.0850942134857177,-0.1146435663104057,,-0.105673998594284,,0.0172442160546779,-0.0720418905839324,-0.0953841060400009,,human,DOWN
AFM,,-0.1224685311317443,-0.0155265731737017,,-0.0418118312954902,,-0.1057889312505722,-0.0713989667128771,-0.0738003812730312,,human,DOWN
SCD,,-0.0238674469292163,,,,,-0.1167572811245918,-0.0703123640269041,-0.0703123640269041,,human,DOWN
PEPD,,,,,,,-0.0686014145612716,-0.0686014145612716,-0.0686014145612716,,human,DOWN
ASS1,,-0.0307617969810962,-0.096590556204319,,-0.0753906145691871,,,-0.0675809892515341,-0.0753906145691871,,human,DOWN
GJA1,-0.0659336522221565,,,,,,,-0.0659336522221565,-0.0659336522221565,-0.0659336522221565,human,DOWN
AHSG,,-0.0947980880737304,-0.018550518900156,,-0.0361247844994068,,-0.1072746589779853,-0.0641870126128196,-0.0654614362865686,,human,DOWN
METTL7A,,-0.0635051131248474,,,,,,-0.0635051131248474,-0.0635051131248474,,human,DOWN
SERPINA3,,-0.0437192171812057,-0.0614660941064357,,,,-0.0753850191831588,-0.0601901101569334,-0.0614660941064357,,human,DOWN
DKK1,-0.0598959848284721,,,,,,,-0.0598959848284721,-0.0598959848284721,-0.0598959848284721,human,DOWN
APOB,,,-0.0804536268115043,,-0.0372004099190235,,,-0.0588270183652639,-0.0588270183652639,,human,DOWN
TF,,,,,,,-0.0585786513984203,-0.0585786513984203,-0.0585786513984203,,human,DOWN
CYP4A11,,-0.0464513190090656,,,-0.0178319625556468,,-0.1111656501889228,-0.0584829772512118,-0.0464513190090656,,human,DOWN
HLA-DQA2,,,,0.0187398288398981,,-0.1331387609243393,,-0.0571994660422205,-0.0571994660422205,,human,DOWN
C9,,-0.1324381828308105,-0.065825343132019,,-0.0146781587973237,,-0.0153594519942998,-0.0570752841886132,-0.0405923975631594,,human,DOWN
HPX,-0.0195870660245418,-0.0308287069201469,-0.1244410350918769,,-0.0569605492055416,,-0.0530858114361763,-0.0569806337356567,-0.0530858114361763,-0.0195870660245418,human,DOWN
BHMT,,-0.0449553318321704,,,-0.0466297641396522,,-0.0780591294169426,-0.0565480751295884,-0.0466297641396522,,human,DOWN
SLC36A2,-0.0551583766937255,,,,,,,-0.0551583766937255,-0.0551583766937255,-0.0551583766937255,human,DOWN
GPN1,,,,,,-0.0538819693028926,,-0.0538819693028926,-0.0538819693028926,,human,DOWN
FGL2,,,,-0.0537886880338192,,,,-0.0537886880338192,-0.0537886880338192,,human,DOWN
S100A9,,,-0.0201517827808856,-0.0790089890360832,,-0.0618986971676349,,-0.0536864896615346,-0.0618986971676349,,human,DOWN
NNMT,,-0.0193486902862787,-0.0688238441944122,,,,-0.0685810819268226,-0.0522512054691712,-0.0685810819268226,,human,DOWN
ORM2,0.0343357473611831,,-0.0879872888326644,,-0.0560185760259628,,-0.0982216969132423,-0.0519729536026716,-0.0720029324293136,0.0343357473611831,human,DOWN
FBP1,,-0.0509560853242874,-0.0130438152700662,,-0.0779435560107231,,-0.0639321655035018,-0.0514689055271446,-0.0574441254138946,,human,DOWN
MAT1A,,-0.0189318098127841,-0.0771206021308898,,-0.0842881947755813,,-0.0248765498399734,-0.0513042891398072,-0.0509985759854316,,human,DOWN
PLIN2,,-0.0141648864373564,,,,,-0.0884247124195098,-0.0512947994284331,-0.0512947994284331,,human,DOWN
GC,-0.0734907463192939,,-0.0421611629426479,,,,-0.0380358025431633,-0.0512292372683684,-0.0421611629426479,-0.0734907463192939,human,DOWN
APOBEC3A,,,,,,-0.0511922538280487,,-0.0511922538280487,-0.0511922538280487,,human,DOWN
AZGP1,,-0.0488741137087345,-0.1197992339730262,,-0.0193688794970512,,-0.0155307250097393,-0.0508932380471378,-0.0341214966028928,,human,DOWN
C8A,,-0.0567603223025798,-0.0721432194113731,,-0.0305733028799295,,-0.038218792527914,-0.0494239092804491,-0.0474895574152469,,human,DOWN
ECHS1,-0.0150810815393924,-0.0726251602172851,-0.0175091326236724,,-0.0516736023128032,,-0.0891192927956581,-0.0492016538977623,-0.0516736023128032,-0.0150810815393924,human,DOWN
ALDH2,,-0.0226245913654565,-0.1062743514776229,,-0.0712303966283798,-0.0142509834840893,-0.0307117458432912,-0.049018413759768,-0.0307117458432912,,human,DOWN
MYF6,,,,,,-0.0479387715458869,,-0.0479387715458869,-0.0479387715458869,,human,DOWN
CCT2,-0.0477623455226421,,,,,,,-0.0477623455226421,-0.0477623455226421,-0.0477623455226421,human,DOWN
SNRPB,-0.0476646870374679,,,,,,,-0.0476646870374679,-0.0476646870374679,-0.0476646870374679,human,DOWN
ECHDC2,,,,,,,-0.0472619794309139,-0.0472619794309139,-0.0472619794309139,,human,DOWN
KRT18,-0.117240622639656,,0.0171704106032848,,-0.0397378467023372,,,-0.0466026862462361,-0.0397378467023372,-0.117240622639656,human,DOWN
BHLHE40,,,,,,,-0.0453055314719677,-0.0453055314719677,-0.0453055314719677,,human,DOWN
CPB2,-0.034759271889925,,-0.0455427207052707,,-0.0550160780549049,,,-0.0451060235500335,-0.0455427207052707,-0.034759271889925,human,DOWN
AOX1,,,-0.0447400882840156,,,,,-0.0447400882840156,-0.0447400882840156,,human,DOWN
C1R,,,-0.0458492711186409,,-0.04332085698843,,,-0.0445850640535354,-0.0445850640535354,,human,DOWN
MIA,,,,,,-0.0442525781691074,,-0.0442525781691074,-0.0442525781691074,,human,DOWN
ZNF217,,,,-0.0440898314118385,,,,-0.0440898314118385,-0.0440898314118385,,human,DOWN
SULT1A1,,,,,-0.0439751222729682,,,-0.0439751222729682,-0.0439751222729682,,human,DOWN
MAN1A1,,,-0.0438224524259567,,,,,-0.0438224524259567,-0.0438224524259567,,human,DOWN
PON3,,-0.0341100506484508,-0.050422478467226,,-0.0466915518045425,,,-0.0437413603067398,-0.0466915518045425,,human,DOWN
PRMT1,-0.043603990226984,,,,,,,-0.043603990226984,-0.043603990226984,-0.043603990226984,human,DOWN
LY6E,,-0.0444131344556808,,,-0.0144407507032155,,-0.071935124695301,-0.0435963366180658,-0.0444131344556808,,human,DOWN
TUBB3,-0.0435210540890693,,,,,,,-0.0435210540890693,-0.0435210540890693,-0.0435210540890693,human,DOWN
UBB,-0.0720384716987609,,,,,-0.0146900899708271,,-0.043364280834794,-0.043364280834794,-0.0720384716987609,human,DOWN
CEBPD,,,,,,,-0.0432780571281909,-0.0432780571281909,-0.0432780571281909,,human,DOWN
SLC39A14,-0.0393440946936607,,,,-0.0464533828198909,,,-0.0428987387567758,-0.0428987387567758,-0.0393440946936607,human,DOWN
XPC,,,,,,-0.0420805551111698,,-0.0420805551111698,-0.0420805551111698,,human,DOWN
BTN3A2,,,,-0.0420492142438888,,,,-0.0420492142438888,-0.0420492142438888,,human,DOWN
C6,,-0.0173260383307933,-0.0586169101297855,,-0.0597816333174705,,-0.0318793021142482,-0.0419009709730744,-0.0452481061220169,,human,DOWN
DCN,,,,,-0.0418388620018959,,,-0.0418388620018959,-0.0418388620018959,,human,DOWN
APOA1,-0.0540577322244644,,-0.0122542362660169,,-0.1650652885437011,,0.0650459378957748,-0.0415828297846019,-0.0331559842452406,-0.0540577322244644,human,DOWN
HBB,,-0.0512866750359535,-0.0237130317836999,0.0135723743587732,-0.0813840106129646,0.0149077968671917,-0.1198979318141937,-0.0413002463368078,-0.0374998534098267,,human,DOWN
GADD45G,,,,,,,-0.041199542582035,-0.041199542582035,-0.041199542582035,,human,DOWN
NME1,-0.0409489125013351,,,,,,,-0.0409489125013351,-0.0409489125013351,-0.0409489125013351,human,DOWN
CYP2C9,,,-0.0297164935618639,,-0.0396426171064376,,-0.0532502867281436,-0.0408697991321484,-0.0396426171064376,,human,DOWN
RDH16,,-0.0604081116616725,-0.0297531951218843,,-0.0274544041603803,,-0.0442701429128646,-0.0404714634642005,-0.0370116690173745,,human,DOWN
