gene_symbol,logfc_dz:825,logfc_dz:826,logfc_dz:797,logfc_dz:292,logfc_dz:880,logfc_dz:308,logfc_dz:818,logfc_dz:806,logfc_dz:559,logfc_dz:560,logfc_dz:468,logfc_dz:558,mean_logfc,median_logfc,common_experiment,organism,signature_type
RAB31,,0.0520964115858078,,,,,,,,,,,0.0520964115858078,0.0520964115858078,,human,UP
CXCR2,,,0.0518478564918041,,,,,,,,,,0.0518478564918041,0.0518478564918041,,human,UP
CHN1,0.0512992590665817,,,,,,,,,,,,0.0512992590665817,0.0512992590665817,,human,UP
SKAP1,,,,,,,,,0.0511287227272987,,,,0.0511287227272987,0.0511287227272987,,human,UP
ADM,-0.0317071415483951,0.1348807662725448,0.0496818460524082,,,,,,,,,,0.0509518235921859,0.0496818460524082,,human,UP
PGAM1,0.0331874005496501,0.0683868676424026,,,,,,,,,,,0.0507871340960264,0.0507871340960264,,human,UP
ITM2A,,,,,,,,0.0255359038710594,,0.0237048659473657,,0.1019839718937873,0.0504082472374041,0.0255359038710594,,human,UP
ACADL,,,,,,,,,0.049670360982418,,,,0.049670360982418,0.049670360982418,,human,UP
TXK,,,,,,,,,0.0491102449595928,,,,0.0491102449595928,0.0491102449595928,,human,UP
KCNJ2,,,,,,,,,,,,0.0488464571535587,0.0488464571535587,0.0488464571535587,,human,UP
LSAMP,,,,,,,0.0172512773424386,0.0214674733579158,,0.1060410588979721,,,0.0482532698661088,0.0214674733579158,,human,UP
CLCA4,,,,,,,0.0363729409873485,0.0313749201595783,0.0753276348114013,,,,0.0476918319861094,0.0363729409873485,,human,UP
COL1A2,,,,0.0143261030316352,,0.0810416638851165,,,,,,,0.0476838834583759,0.0476838834583759,0.0143261030316352,human,UP
EPHA7,,,,,,,,,,0.0473785661160945,,,0.0473785661160945,0.0473785661160945,,human,UP
FDX1,0.0650577694177627,,0.029676990583539,,,,,,,,,,0.0473673800006508,0.0473673800006508,,human,UP
S100A9,,,0.1344615370035171,0.0146634820848703,0.0184747520834207,,0.0254681799560785,0.0297849979251623,,,0.0609710477292537,,0.0473039994637171,0.0276265889406204,0.0146634820848703,human,UP
HIGD1A,0.0735534653067588,,,,,0.0207750964909791,,,,,,,0.047164280898869,0.047164280898869,,human,UP
LDHA,0.1013648957014083,0.0998556986451149,-0.0946497619152069,0.0401194393634796,0.1506845206022262,,-0.0176171362400054,,,,,,0.0466262760261694,0.0699875690042972,0.0401194393634796,human,UP
CP,,,,,,,,,0.0464243926107883,,,,0.0464243926107883,0.0464243926107883,,human,UP
ORM1,,,,,,,0.0404623076319694,0.0397961921989917,0.0583706758916378,,,,0.0462097252408663,0.0404623076319694,,human,UP
LAPTM5,,,0.046039380133152,,,,,,,,,,0.046039380133152,0.046039380133152,,human,UP
SLPI,,,,,,,0.0278190411627292,0.0368571355938911,0.0910514444112777,,0.0273856800049543,,0.0457783252932131,0.0323380883783102,,human,UP
FABP4,,,,,,0.0457620434463024,,,,,,,0.0457620434463024,0.0457620434463024,,human,UP
SCD,,,,,,0.0456683486700058,,,,,,,0.0456683486700058,0.0456683486700058,,human,UP
ENG,,,,,,,,,,,,0.0454102642834186,0.0454102642834186,0.0454102642834186,,human,UP
B2M,,,0.0175677388906478,,,0.0730564296245575,,,,,,,0.0453120842576026,0.0453120842576026,,human,UP
TEC,,,,,,,,,0.045158464461565,,,,0.045158464461565,0.045158464461565,,human,UP
CHRDL1,,,,,,0.044721495360136,,,,,,,0.044721495360136,0.044721495360136,,human,UP
ORM2,,,,,,,0.0385954231023788,0.0417614318430423,0.0529839880764484,,,,0.0444469476739565,0.0417614318430423,,human,UP
CA8,,,,,,,,,0.0438850633800029,,,,0.0438850633800029,0.0438850633800029,,human,UP
SEMA3D,,,,,,,,,0.0437617599964141,,,,0.0437617599964141,0.0437617599964141,,human,UP
MYBPC2,,,,0.0667264014482498,0.020594872534275,,,,,,,,0.0436606369912624,0.0436606369912624,0.0667264014482498,human,UP
AP2M1,,0.0435664542019367,,,,,,,,,,,0.0435664542019367,0.0435664542019367,,human,UP
AMIGO2,0.0412828400731086,0.0760458186268806,,,,,,,0.012666673399508,,,,0.0433317773664991,0.0412828400731086,,human,UP
LAMC2,,,,,,,0.0191773604601621,,0.0674322545528411,,,,0.0433048075065016,0.0433048075065016,,human,UP
HIGD1B,,,,,,,,0.0248448215425014,,,0.0615690015256404,,0.0432069115340709,0.0432069115340709,,human,UP
VNN2,,,0.0429553128778934,,,,,,,,,,0.0429553128778934,0.0429553128778934,,human,UP
MYH6,,,,0.0499320849776268,0.0358262099325656,,,,,,,,0.0428791474550962,0.0428791474550962,0.0499320849776268,human,UP
EVI2B,,,0.0427455119788646,,,,,,,,,,0.0427455119788646,0.0427455119788646,,human,UP
IMPA1,0.0425597764551639,,,,,,,,,,,,0.0425597764551639,0.0425597764551639,,human,UP
AREG,,,,,,,,,0.0422172285616397,,,,0.0422172285616397,0.0422172285616397,,human,UP
TNMD,,,,,,0.0421467535197734,,,,,,,0.0421467535197734,0.0421467535197734,,human,UP
CHST15,,,0.0419646985828876,,,,,,,,,,0.0419646985828876,0.0419646985828876,,human,UP
RGS4,,,,,,,0.0218634698539972,0.0511776246130466,,0.0525038205087184,,,0.0418483049919207,0.0511776246130466,,human,UP
TMEM123,0.0641104206442833,0.0398510210216045,,,,0.0207061134278774,,,,,,,0.0415558516979217,0.0398510210216045,,human,UP
CYP11A1,0.0720393136143684,0.0678159818053245,-0.0155532285571098,,,,,,,,,,0.0414340222875277,0.0678159818053245,,human,UP
VSIG4,,,0.0413416996598243,,,,,,,,,,0.0413416996598243,0.0413416996598243,,human,UP
RPL37,,,,,,0.0412238575518131,,,,,,,0.0412238575518131,0.0412238575518131,,human,UP
GRAMD1B,,0.0411852560937404,,,,,,,,,,,0.0411852560937404,0.0411852560937404,,human,UP
PFKM,,,,0.0410502664744854,,,,,,,,,0.0410502664744854,0.0410502664744854,0.0410502664744854,human,UP
EPHX1,,0.031856220215559,,,,0.0500856861472129,,,,,,,0.0409709531813859,0.0409709531813859,,human,UP
SLC46A3,0.0629564747214317,0.0189376175403594,,,,,,,,,,,0.0409470461308956,0.0409470461308956,,human,UP
SELL,,,0.0408030413091182,,,,,,,,,,0.0408030413091182,0.0408030413091182,,human,UP
BMPR1B,,,,,,,,,0.0406666584312915,,,,0.0406666584312915,0.0406666584312915,,human,UP
PSMD2,0.0403682477772235,,,,,,,,,,,,0.0403682477772235,0.0403682477772235,,human,UP
SNAI1,,,,,,,,0.0184911396354436,,,,0.0622445903718471,0.0403678650036454,0.0403678650036454,,human,UP
MANF,0.0403536036610603,,,,,,,,,,,,0.0403536036610603,0.0403536036610603,,human,UP
BEX1,0.1476799547672271,-0.0671202093362808,,,,,,,,,,,0.0402798727154731,0.0402798727154731,,human,UP
PCOLCE2,,,,,,0.0530578941106796,,,0.0270784683525562,,,,0.0400681812316179,0.0400681812316179,,human,UP
IL3RA,,,,,,,,,,,,0.0400032177567482,0.0400032177567482,0.0400032177567482,,human,UP
ACE2,0.0399204492568969,,,,,,,,,,,,0.0399204492568969,0.0399204492568969,,human,UP
CYTH3,,,,,,,,,,,0.0396053828299045,,0.0396053828299045,0.0396053828299045,,human,UP
HOOK1,,,,,,,0.0210337471216917,0.0213009174913167,0.0757273808121681,,,,0.0393540151417255,0.0213009174913167,,human,UP
CSTB,,,,,,0.0393194928765296,,,,,,,0.0393194928765296,0.0393194928765296,,human,UP
DEFB4A,,,,,,,0.026794645935297,0.01723513007164,0.0739247649908065,,,,0.0393181803325812,0.026794645935297,,human,UP
PKM,,0.0405236966907978,,0.0418959259986877,0.0344144888222217,,,,,,,,0.0389447038372357,0.0405236966907978,0.0418959259986877,human,UP
RGS5,,,,,,0.0158487763255834,,0.0211920961737632,,,0.0796754211187362,,0.0389054312060276,0.0211920961737632,,human,UP
NCF2,,,0.0386559180915355,,,,,,,,,,0.0386559180915355,0.0386559180915355,,human,UP
GABRA3,,,,,,,0.0168405398726463,,,0.0603165403008461,,,0.0385785400867462,0.0385785400867462,,human,UP
STK19,,,,,,,0.0232742018997669,,,0.0537688285112381,,,0.0385215152055025,0.0385215152055025,,human,UP
CPED1,,,,,,,,,,0.0383579358458519,,,0.0383579358458519,0.0383579358458519,,human,UP
APOBEC3A,,,0.0382601246237754,,,,,,,,,,0.0382601246237754,0.0382601246237754,,human,UP
TSPAN2,,,,,,,,,,,,0.038222637027502,0.038222637027502,0.038222637027502,,human,UP
TMBIM4,,,,,,0.0376238264143466,,,,,,,0.0376238264143466,0.0376238264143466,,human,UP
HOXD9,,,,,,,,,,,,0.0374604798853397,0.0374604798853397,0.0374604798853397,,human,UP
RUNDC3B,,,,,,,,,,,,0.0372756980359554,0.0372756980359554,0.0372756980359554,,human,UP
GAS1,,,,,,0.0372712835669517,,,,,,,0.0372712835669517,0.0372712835669517,,human,UP
PTS,0.0895096361637115,-0.0149974981322884,,,,,,,,,,,0.0372560690157115,0.0372560690157115,,human,UP
NAALAD2,,,,,,,,,,0.0370762944221496,,,0.0370762944221496,0.0370762944221496,,human,UP
UBC,0.0248629823327064,-0.0248445551842451,-0.0638904348015785,0.1191999688744545,0.1201505735516548,0.0464066192507743,,,,,,,0.036980859003961,0.0356348007917404,0.1191999688744545,human,UP
CA2,,,,,,,0.0333005152642726,0.0364062972366809,,0.0398548543453216,,,0.0365205556154251,0.0364062972366809,,human,UP
LAP3,0.0364768058061599,,,,,,,,,,,,0.0364768058061599,0.0364768058061599,,human,UP
CTSB,,,0.0362972952425479,,,,,,,,,,0.0362972952425479,0.0362972952425479,,human,UP
ANXA5,0.0362961776554584,,,,,,,,,,,,0.0362961776554584,0.0362961776554584,,human,UP
TPST1,0.036289595067501,,,,,,,,,,,,0.036289595067501,0.036289595067501,,human,UP
IL1A,,,,,,,,,0.0361556448042392,,,,0.0361556448042392,0.0361556448042392,,human,UP
GNG10,0.0291944835335016,,0.0471229553222656,,,0.0319969207048416,,,,,,,0.0361047865202029,0.0319969207048416,,human,UP
MSMO1,0.0202502906322479,0.1012310907244682,,,,,,,-0.013864298351109,,,,0.035872361001869,0.0202502906322479,,human,UP
FDXR,,0.0355161316692829,,,,,,,,,,,0.0355161316692829,0.0355161316692829,,human,UP
UBE2E3,,,,,0.035336535423994,,,,,,,,0.035336535423994,0.035336535423994,,human,UP
ACAT2,,0.0352559611201286,,,,,,,,,,,0.0352559611201286,0.0352559611201286,,human,UP
NEBL,,,,,,,,,0.0348859913647174,,,,0.0348859913647174,0.0348859913647174,,human,UP
ZMPSTE24,0.0346880555152893,,,,,,,,,,,,0.0346880555152893,0.0346880555152893,,human,UP
POMP,0.0346306264400482,,,,,,,,,,,,0.0346306264400482,0.0346306264400482,,human,UP
GRB14,,,-0.0148990359157323,,,,0.0233049970120191,0.0456420704722404,0.084380529820919,,,,0.0346071403473615,0.0344735337421298,,human,UP
ACYP2,,,,0.022351749241352,0.0468270741403102,,,,,,,,0.0345894116908311,0.0345894116908311,0.022351749241352,human,UP
ROBO4,,,,,,,,,,,,0.0345844328403472,0.0345844328403472,0.0345844328403472,,human,UP
NDRG1,,0.0388242974877357,,,,0.0303308125585317,,,,,,,0.0345775550231337,0.0345775550231337,,human,UP
BCL2A1,,,0.0601285323500633,,,,0.0233595240861177,0.0232372488826513,0.0309395790100097,,,,0.0344162210822105,0.0271495515480637,,human,UP
PLOD2,0.0486326925456523,0.0400210134685039,,,,0.0141506502404809,,,,,,,0.0342681187515457,0.0400210134685039,,human,UP
ATP8A2,,,,,,,,,,0.0342489443719387,,,0.0342489443719387,0.0342489443719387,,human,UP
PCNA,0.0341954417526721,,,,,,,,,,,,0.0341954417526721,0.0341954417526721,,human,UP
LASP1,,,,,,0.0341510884463787,,,,,,,0.0341510884463787,0.0341510884463787,,human,UP
DPYSL3,,,,,,,,,,,,0.0337569043040275,0.0337569043040275,0.0337569043040275,,human,UP
BIRC3,,,,,,,0.0292985942214727,0.0347374640405178,0.044634360820055,,,0.0263321846723556,0.0337506509386003,0.0320180291309952,,human,UP
CCL2,,,,,,-0.0706314966082573,0.0484187193214893,0.0465613976120948,,0.0252600684762001,,0.1186507269740104,0.0336518831551075,0.0465613976120948,,human,UP
ESYT1,,,,,,0.0335552394390106,,,,,,,0.0335552394390106,0.0335552394390106,,human,UP
FPR1,,,0.0335514619946479,,,,,,,,,,0.0335514619946479,0.0335514619946479,,human,UP
SPARC,,0.0346885547041893,-0.0285898186266422,0.0606265515089035,0.0683168843388557,0.0321673713624477,,,,,,,0.0334419086575508,0.0346885547041893,0.0606265515089035,human,UP
TMPRSS11D,,,,,,,0.0328686609864234,0.0476706810295581,,,0.0194039121270179,,0.0333144180476665,0.0328686609864234,,human,UP
GPR183,,,0.0125106768682599,,,,,0.0310777854174375,,,0.0557445995509624,,0.0331110206122199,0.0310777854174375,,human,UP
HEYL,,,,,,,,0.0269043389707803,,,0.0391905680298805,,0.0330474535003304,0.0330474535003304,,human,UP
ECM1,,,,,,,,,,0.0327774621546268,,,0.0327774621546268,0.0327774621546268,,human,UP
TYROBP,,,0.0495095439255237,,,0.0158319491893053,,,,,,,0.0326707465574145,0.0326707465574145,,human,UP
PDZD2,,,,,,0.0326260104775428,,,,,,,0.0326260104775428,0.0326260104775428,,human,UP
CWH43,,,,,,,,0.0247012861073017,0.0397668220102787,,,,0.0322340540587902,0.0322340540587902,,human,UP
ROBO1,0.0321592688560485,,,,,,,,,,,,0.0321592688560485,0.0321592688560485,,human,UP
TTN,,,,,,,0.0349022336304187,0.0394003391265869,,,,0.0219441149383783,0.0320822292317946,0.0349022336304187,,human,UP
CALB2,,0.0319879129528999,,,,,,,,,,,0.0319879129528999,0.0319879129528999,,human,UP
MMD,,,,,,0.0319820903241634,,,,,,,0.0319820903241634,0.0319820903241634,,human,UP
TMEM70,,,,,0.0318493992090225,,,,,,,,0.0318493992090225,0.0318493992090225,,human,UP
C3AR1,,,0.0317838788032531,,,,,,,,,,0.0317838788032531,0.0317838788032531,,human,UP
BASP1,0.0424162559211254,,0.067014530301094,,,-0.0141645185649394,,,,,,,0.0317554225524266,0.0424162559211254,,human,UP
GBE1,0.0351726934313774,0.0283186584711074,,,,,,,,,,,0.0317456759512424,0.0317456759512424,,human,UP
EHD4,,,,,,,,,,,,0.0315744504332542,0.0315744504332542,0.0315744504332542,,human,UP
PODXL,,,,,,0.0536586120724678,,,,,,0.0094374790787696,0.0315480455756187,0.0315480455756187,,human,UP
TEX14,,,,,,,0.0221139453351497,,0.040810115635395,,,,0.0314620304852724,0.0314620304852724,,human,UP
SCGB1D2,,,,,,,,0.035295657813549,0.0376981981098651,,,0.0211127884685993,0.0313688814640045,0.035295657813549,,human,UP
HCLS1,,,0.0313384123146534,,,,,,,,,,0.0313384123146534,0.0313384123146534,,human,UP
MYD88,,,0.0312915593385696,,,,,,,,,,0.0312915593385696,0.0312915593385696,,human,UP
CHSY1,,0.031235609203577,,,,,,,,,,,0.031235609203577,0.031235609203577,,human,UP
RTN4,,0.0259458180516958,0.0195480678230524,,,0.0481041111052036,,,,,,,0.0311993323266506,0.0259458180516958,,human,UP
ITGAV,0.0314378514885902,0.0307086929678916,,,,,,,,,,,0.0310732722282409,0.0310732722282409,,human,UP
COTL1,,,0.0469434559345245,,,,,,,,,0.0149882901459932,0.0309658730402588,0.0309658730402588,,human,UP
SLC7A8,,,,,,,,,,0.0308932159096002,,,0.0308932159096002,0.0308932159096002,,human,UP
CHN2,,,,,,,,,,,,0.0308912396430969,0.0308912396430969,0.0308912396430969,,human,UP
PIGP,0.0763204544782638,,,-0.0145882032811641,,,,,,,,,0.0308661255985498,0.0308661255985498,-0.0145882032811641,human,UP
CYTIP,,,0.0308198649436235,,,,,,,,,,0.0308198649436235,0.0308198649436235,,human,UP
NRAP,,,,0.0205496717244386,0.0409942865371704,,,,,,,,0.0307719791308045,0.0307719791308045,0.0205496717244386,human,UP
ATP1A2,,,,,0.0307590551674366,,,,,,,,0.0307590551674366,0.0307590551674366,,human,UP
LHCGR,0.0467161200940609,0.0144438035786151,,,,,,,,,,,0.030579961836338,0.030579961836338,,human,UP
TUBA4A,0.0305255316197872,,,,,,,,,,,,0.0305255316197872,0.0305255316197872,,human,UP
KRT13,,,,,,,0.0226096399128437,0.0236531049013137,,,0.0447185933589935,,0.0303271127243836,0.0236531049013137,,human,UP
NRIP3,0.0303072556853294,,,,,,,,,,,,0.0303072556853294,0.0303072556853294,,human,UP
MFGE8,,,,,,,,,,,0.0302674621343612,,0.0302674621343612,0.0302674621343612,,human,UP
FGL2,,,0.0302415210753679,,,,,,,,,,0.0302415210753679,0.0302415210753679,,human,UP
NPY6R,,,,,,,0.0307699907571077,0.0226589851081371,0.0372741892933845,,,,0.0302343883862098,0.0307699907571077,,human,UP
SLC4A2,,0.0302118472754955,,,,,,,,,,,0.0302118472754955,0.0302118472754955,,human,UP
MINPP1,0.0301114190369844,,,,,,,,,,,,0.0301114190369844,0.0301114190369844,,human,UP
IGFBP4,,,,,,0.0300079267472028,,,,,,,0.0300079267472028,0.0300079267472028,,human,UP
FHL1,,,,0.0232310332357883,0.0202998369932174,0.0461540631949901,,,,,,,0.0298949778079986,0.0232310332357883,0.0232310332357883,human,UP
LAMA2,,,,,,,,0.0289961956441402,,0.0307522546499967,,,0.0298742251470685,0.0298742251470685,,human,UP
AGTR2,,,,,,,,,0.0296568404883146,,,,0.0296568404883146,0.0296568404883146,,human,UP
LUM,0.0650250166654586,0.0283379592001438,,0.0119062410667538,0.0133232260122895,,,,,,,,0.0296481107361614,0.0208305926062166,0.0119062410667538,human,UP
ETV5,,,,,,,0.0227361992001533,0.0371828973293304,,0.0346697382628917,0.0239936225116252,,0.0296456143260002,0.0293316803872585,,human,UP
SACM1L,0.0355769097805023,0.0233748294413089,,,,,,,,,,,0.0294758696109056,0.0294758696109056,,human,UP
C1QA,,,,,,0.029473515227437,,,,,,,0.029473515227437,0.029473515227437,,human,UP
AGL,0.02574223279953,,-0.0309777744114398,0.0314505100250244,0.0911384895443916,,,,,,,,0.0293383644893765,0.0285963714122772,0.0314505100250244,human,UP
MSC,,,,,,,0.0178021807223558,,,,0.0407430902123451,,0.0292726354673504,0.0292726354673504,,human,UP
JUNB,,,0.0301570501178503,,,,,,,,,0.0282477028667926,0.0292023764923214,0.0292023764923214,,human,UP
CETN2,0.0291900858283042,,,,,,,,,,,,0.0291900858283042,0.0291900858283042,,human,UP
ATP2C1,0.0291542615741491,,,,,,,,,,,,0.0291542615741491,0.0291542615741491,,human,UP
SV2C,,,,,,,,,,0.0291494764387607,,,0.0291494764387607,0.0291494764387607,,human,UP
AKR1C3,,,,,,0.029039042070508,,,,,,,0.029039042070508,0.029039042070508,,human,UP
HCK,,,0.0290067158639431,,,,,,,,,,0.0290067158639431,0.0290067158639431,,human,UP
TGFBR3,0.027080213651061,0.0219419077038764,,,,0.0375395826995372,,,,,,,0.0288539013514916,0.027080213651061,,human,UP
AADAC,0.0239687021821737,0.0157203059643507,,,,0.046787604689598,,,,,,,0.0288255376120408,0.0239687021821737,,human,UP
S100P,,,0.0461749844253063,,,,0.0190966706722974,0.0224286764860153,,,0.027497349306941,,0.02879942022264,0.0249630128964781,,human,UP
OPHN1,,,,,,0.0286712832748889,,,,,,,0.0286712832748889,0.0286712832748889,,human,UP
BIN1,,,,0.0256367716938257,0.0316420793533325,,,,,,,,0.0286394255235791,0.0286394255235791,0.0256367716938257,human,UP
ACTN4,,,,,,,,,,,,0.0285602379590272,0.0285602379590272,0.0285602379590272,,human,UP
LMCD1,,,,,,,,,,,,0.0285113099962472,0.0285113099962472,0.0285113099962472,,human,UP
TMEM14A,0.0284135863184928,,,,,,,,,,,,0.0284135863184928,0.0284135863184928,,human,UP
UTS2,,,,,,,0.0317780300974845,0.0316464155912399,,0.021529046818614,,,0.0283178308357795,0.0316464155912399,,human,UP
VPS4B,,,,,,0.0282800160348415,,,,,,,0.0282800160348415,0.0282800160348415,,human,UP
GADD45B,,,,,,,0.0165787115693092,0.0244739968329668,,,0.0161934997886419,0.0558674558997154,0.0282784160226583,0.020526354201138,,human,UP
TSPYL4,0.0282227843999862,,,,,,,,,,,,0.0282227843999862,0.0282227843999862,,human,UP
EIF4A2,,,,,,0.0383279360830783,,,,0.0178701020777225,,,0.0280990190804004,0.0280990190804004,,human,UP
HES1,,,,,,,,,,,,0.0280343294143676,0.0280343294143676,0.0280343294143676,,human,UP
FCGR3B,,,,,,0.0279422048479318,,,,,,,0.0279422048479318,0.0279422048479318,,human,UP
