gene_symbol,logfc_dz:135,logfc_dz:485,logfc_dz:835,logfc_dz:834,logfc_dz:639,logfc_dz:638,logfc_dz:990,logfc_dz:866,logfc_dz:603,logfc_dz:991,mean_logfc,median_logfc,common_experiment,organism,signature_type
EGR2,,,,,,,0.0297385975718498,,0.0158374514430761,,0.0227880245074629,0.0227880245074629,,human,UP
POP5,,,,,,,,,,0.0227308571338653,0.0227308571338653,0.0227308571338653,,human,UP
CYBA,,,,,,0.0227262694388628,,,,,0.0227262694388628,0.0227262694388628,0.0227262694388628,human,UP
PSG5,0.0272145736962556,,,,0.0278247240930795,0.0127989239990711,,,,,0.0226127405961354,0.0272145736962556,0.0127989239990711,human,UP
PARP12,,,,0.0225895512849092,,,,,,,0.0225895512849092,0.0225895512849092,,human,UP
SELL,,,,,,,,0.0225063972175121,,,0.0225063972175121,0.0225063972175121,,human,UP
ITK,,,,,,,,0.0225027464330196,,,0.0225027464330196,0.0225027464330196,,human,UP
NANS,,,,,,0.0224877130240201,,,,,0.0224877130240201,0.0224877130240201,0.0224877130240201,human,UP
PRSS23,0.0239814724773168,,,,0.0146464509889483,0.0285446476191282,,,,,0.0223908570284644,0.0239814724773168,0.0285446476191282,human,UP
EPAS1,0.0201512593775987,,,,0.0245759710669517,,,,,,0.0223636152222752,0.0223636152222752,,human,UP
ITGAE,0.0222581215202808,,,,0.0223991759121418,,,,,,0.0223286487162113,0.0223286487162113,,human,UP
ESRP1,,,,0.016291506588459,,,,,,0.0283548906445503,0.0223231986165046,0.0223231986165046,,human,UP
RBM6,,,,0.0222717747092247,,,,,,,0.0222717747092247,0.0222717747092247,,human,UP
MANF,,,0.0275835674256086,,,,,,,0.01655357144773,0.0220685694366693,0.0220685694366693,,human,UP
WNT5A,0.016924588009715,0.0271317716687917,,,0.0220696292817592,,,,,,0.0220419963200887,0.0220696292817592,,human,UP
RPS27L,,0.0140814455226063,,,,0.0299038421362638,,,,,0.0219926438294351,0.0219926438294351,0.0299038421362638,human,UP
CACNA1D,,,,0.0219793710857629,,,,,,,0.0219793710857629,0.0219793710857629,,human,UP
RPS6KC1,,,0.0238450113683938,0.0212595537304878,,,0.0207025911659002,,,,0.0219357187549273,0.0212595537304878,,human,UP
GNG5,0.0398469232022762,,,,0.040193784981966,0.0203365571796894,,-0.0130560770630836,,,0.021830297075212,0.0300917401909828,0.0203365571796894,human,UP
PIP4K2A,,,,,,,,0.0218056142330169,,,0.0218056142330169,0.0218056142330169,,human,UP
COL2A1,,,,0.0266143810003995,,,0.0165526717901229,,,,0.0215835263952612,0.0215835263952612,,human,UP
NOL12,0.0251414384692907,,,,0.0271715000271797,0.0124084306880831,,,,,0.0215737897281845,0.0251414384692907,0.0124084306880831,human,UP
RGL2,,,0.0144007876515388,0.0287364013493061,,,,,,,0.0215685945004224,0.0215685945004224,,human,UP
DNAJA1,,,,,,,,,,0.0215585678815841,0.0215585678815841,0.0215585678815841,,human,UP
RPS19,,,0.0357416756451129,0.0532515943050384,,-0.017179187387228,,,,0.0143984854221344,0.0215531419962644,0.0250700805336236,-0.017179187387228,human,UP
RPS8,,0.0279104430228471,0.043119054287672,0.0280467271804809,,,0.0328117236495018,0.0223549734801054,0.015128893777728,-0.019203471019864,0.0214526206254959,0.0279104430228471,,human,UP
GNE,,,,,,,0.0212777331471443,,,,0.0212777331471443,0.0212777331471443,,human,UP
ECH1,,0.0212750695645809,,,,,,,,,0.0212750695645809,0.0212750695645809,,human,UP
KRT18,,,,0.0307993870228528,-0.0129207530990242,,0.0496221259236335,,0.017492102459073,,0.0212482155766338,0.0241457447409629,,human,UP
RPL31,,,,,,,0.0210974160581827,,,,0.0210974160581827,0.0210974160581827,,human,UP
NDUFV2,0.0213283523917198,,,,0.0233916547149419,0.0184744633734226,,,,,0.0210648234933614,0.0213283523917198,0.0184744633734226,human,UP
LOX,0.0145870652049779,,,,,0.0274928621947765,,,,,0.0210399636998772,0.0210399636998772,0.0274928621947765,human,UP
RPL9,,0.0883997753262519,0.0443999134004116,0.0286249909549951,-0.0153623456135392,,-0.0275991428643465,0.0522367022931575,0.0679951831698417,-0.0706367269158363,0.021007293718867,0.0365124521777033,,human,UP
EIF4A1,,,,,,,0.0210013557225465,,,,0.0210013557225465,0.0210013557225465,,human,UP
FABP5,,,0.020665306597948,0.0254594534635543,,,,,,0.0168209429830312,0.0209819010148445,0.020665306597948,,human,UP
FST,0.0147233977913856,,,,,0.0272260457277297,,,,,0.0209747217595577,0.0209747217595577,0.0272260457277297,human,UP
FOXC1,,,,,,,,,0.0208923798054456,,0.0208923798054456,0.0208923798054456,,human,UP
BDKRB2,0.016898138448596,,,,0.0248730070888996,,,,,,0.0208855727687478,0.0208855727687478,,human,UP
TBC1D8,,,,0.0208658408373594,,,,,,,0.0208658408373594,0.0208658408373594,,human,UP
SERPINE2,0.0215712953358888,,,,,0.0200489200651645,,,,,0.0208101077005267,0.0208101077005267,0.0200489200651645,human,UP
MIPEP,,,,,,,0.0203287936747074,,,0.0212429948151111,0.0207858942449092,0.0207858942449092,,human,UP
ATP1B3,,,,,,0.0207656659185886,,,,,0.0207656659185886,0.0207656659185886,0.0207656659185886,human,UP
CLC,,,,,,,,0.0206746943295002,,,0.0206746943295002,0.0206746943295002,,human,UP
RFC4,,,,,,,,,,0.0206674691289663,0.0206674691289663,0.0206674691289663,,human,UP
SERPINE1,0.0164132285863161,,,,,0.0248667374253273,,,,,0.0206399830058217,0.0206399830058217,0.0248667374253273,human,UP
MAGEA3,,,,,,,,,,0.02063774690032,0.02063774690032,0.02063774690032,,human,UP
COL1A2,0.083463616669178,,,,0.0672446340322494,-0.0521005131304264,,,,-0.0161888822913169,0.020604713819921,0.0255278758704662,-0.0521005131304264,human,UP
PROS1,,,,0.0213756076991558,,,0.0197780597954988,,,,0.0205768337473273,0.0205768337473273,,human,UP
COX7A2,,,,,,0.0210953932255506,,-0.0096649983897805,0.0381057858467102,0.0327703766524791,0.0205766393337398,0.0269328849390149,0.0210953932255506,human,UP
VAMP3,,,,,,0.0204893704503774,,,,,0.0204893704503774,0.0204893704503774,0.0204893704503774,human,UP
RPS9,0.0219668298959732,,,,0.0189375076442956,,,,,,0.0204521687701344,0.0204521687701344,,human,UP
ATOX1,0.0233475379645824,,,,0.0222405325621366,0.0155776860192418,,,,,0.0203885855153203,0.0222405325621366,0.0155776860192418,human,UP
MID1IP1,,0.0203729048371315,,,,,,,,,0.0203729048371315,0.0203729048371315,,human,UP
GNL2,,,,0.0203356482088565,,,,,,,0.0203356482088565,0.0203356482088565,,human,UP
MB,,,0.0247472338378429,,,,0.0159230045974254,,,,0.0203351192176342,0.0203351192176342,,human,UP
CDO1,,,,0.0268355496227741,,,0.0138042736798524,,,,0.0203199116513133,0.0203199116513133,,human,UP
HMGCS2,,0.0202763620764017,,,,,,,,,0.0202763620764017,0.0202763620764017,,human,UP
FGF13,,,0.0162947513163089,0.02389114536345,,,0.0206177104264497,,,,0.0202678690354029,0.0206177104264497,,human,UP
C19orf53,0.0235245209187269,,,,0.0233823284506797,0.0136724086478352,,,,,0.0201930860057473,0.0233823284506797,0.0136724086478352,human,UP
LOXL1,0.0163400135934352,,,,0.0239477846771478,,,,,,0.0201438991352915,0.0201438991352915,,human,UP
CIB1,,0.020122593268752,,,,,,,,,0.020122593268752,0.020122593268752,,human,UP
RRAGA,,0.0252905394881963,,,,0.0149196721613407,,,,,0.0201051058247685,0.0201051058247685,0.0149196721613407,human,UP
DENND4B,,,,0.0200273748487234,,,,,,,0.0200273748487234,0.0200273748487234,,human,UP
CREB3,0.0240286756306886,,,,0.0215110387653112,0.0142374727874994,,,,,0.0199257290611664,0.0215110387653112,0.0142374727874994,human,UP
PON2,0.0227204095572233,,,,0.0229330621659755,0.0137232998386025,,,,,0.0197922571872671,0.0227204095572233,0.0137232998386025,human,UP
CCT5,0.0214719455689191,,,,0.0216515455394983,0.0148053998127579,,,,,0.0193096303070584,0.0214719455689191,0.0148053998127579,human,UP
RPS29,-0.0334399491548538,0.0278446450829505,0.0335352234542369,0.0673565566539764,-0.0381753034889698,,,0.0565268732607364,0.0205087773501873,,0.0191652604511805,0.0278446450829505,,human,UP
MIF,,-0.0402205549180507,,,0.0154495369642972,0.029300071299076,0.0529659502208232,-0.0114201679825782,0.0238376352936029,0.0620234906673431,0.0188479945063591,0.0238376352936029,0.029300071299076,human,UP
TUBA1B,0.0288099385797977,-0.0633173212409019,,,0.0538802556693553,0.0327817760407924,,,,0.0399023219943046,0.0184113942086696,0.0327817760407924,0.0327817760407924,human,UP
TCF21,0.0300057660788297,,,,0.0354242846369743,0.0173300560563802,,,-0.0101727545261383,,0.0181468380615115,0.023667911067605,0.0173300560563802,human,UP
IFT20,0.0208793971687555,,,,0.0202638041228055,,,,0.0120445108041167,,0.0177292373652259,0.0202638041228055,,human,UP
RPS4Y1,,,0.0312661826610565,0.0565862022340297,,-0.0230174157768487,0.0549160465598106,0.0168775375932455,0.0274025294929742,-0.0414498746395111,0.0175116011606795,0.0274025294929742,-0.0230174157768487,human,UP
RPL30,0.0621266737580299,0.0332057550549507,-0.0281781814992427,0.0154101541265845,0.0527878291904926,0.0517638884484767,-0.0262324158102273,-0.0417239218950271,,0.0332854725420475,0.0169383615462316,0.0332057550549507,0.0517638884484767,human,UP
HLA-DRA,,,0.0145776243880391,,,,0.031498335301876,0.0386585034430027,,-0.0184436161071062,0.0165727117564529,0.0230379798449575,,human,UP
GGCT,,-0.0184876024723052,,,,,0.0255565401166677,,,0.0423536077141761,0.0164741817861795,0.0255565401166677,,human,UP
PSMB5,0.0255931206047534,-0.01484833098948,,0.0177295673638582,0.0252940226346254,0.0243696961551904,,,,,0.0156276151537895,0.0243696961551904,0.0243696961551904,human,UP
KLK3,,,0.0328191183507442,,,,0.0203440152108669,,0.0663816109299659,-0.0579478815197944,0.0153992157429456,0.0265815667808055,,human,UP
VKORC1,0.0294560007750988,,,,0.0314676463603973,,,,-0.0147383129224181,,0.0153951114043593,0.0294560007750988,,human,UP
TSPAN13,,,0.0407469160854816,0.0304480604827404,,,-0.025785768404603,,0.0152575708925724,,0.0151666947640478,0.0228528156876564,,human,UP
RPL4,0.0217303279787302,,0.0340241566300392,0.0260799657553434,0.0162298344075679,,,0.0212641470134258,,-0.0294390954077243,0.014981556062897,0.021497237496078,,human,UP
TUBB3,0.0343884862959384,-0.0197761617600917,,,0.0370308347046375,0.0295815076678991,,-0.009337899275124,,0.0171685442328453,0.0148425519776841,0.0233750259503722,0.0295815076678991,human,UP
EEF1A1,0.0571617223322391,0.0147995986044406,,,0.0455497093498706,0.0282577387988567,,-0.0370513349771499,,-0.020033773034811,0.0147806101789077,0.0215286687016487,0.0282577387988567,human,UP
TMEM158,0.0344714261591434,,,,0.0415465459227561,0.0261613149195909,,,-0.0459330789744854,,0.0140615520067512,0.0303163705393672,0.0261613149195909,human,UP
MMADHC,0.0318642109632492,,,,0.0288910046219825,0.0343561470508575,,0.0085172187536954,,-0.0334303826093673,0.0140396397560834,0.0288910046219825,0.0343561470508575,human,UP
SLC25A6,,0.0204354729503393,0.0344919823110103,0.0352116078138351,,,0.0558483749628067,-0.051146563142538,-0.0145190209150314,0.0174826197326183,0.0139720676732914,0.0204354729503393,,human,UP
PKM,0.0389120057225227,-0.0824721679091453,,-0.0155941117554903,0.0326822884380817,0.0955293923616409,,,,,0.0138114813715219,0.0326822884380817,0.0955293923616409,human,UP
SNX3,,0.0318576134741306,,,,,,0.0216698087751865,-0.0131228752434253,,0.0134681823352972,0.0216698087751865,,human,UP
UQCRQ,0.0304938610643148,,0.0198665056377649,,0.028299169614911,0.0252682939171791,-0.0415988266468048,,0.0170005112886428,,0.013221585812668,0.022567399777472,0.0252682939171791,human,UP
PSMD8,0.0219851098954677,-0.0139652164652943,,,0.0189703553915023,0.0256645586341619,,,,,0.0131637018639594,0.020477732643485,0.0256645586341619,human,UP
NPC2,0.0256540942937135,,,-0.0316192358732223,0.0285704173147678,,,0.0304559562355279,0.0105377156287431,,0.012719789519906,0.0256540942937135,,human,UP
MYL12B,0.0273798257112503,,,,0.0200761668384075,0.04856438934803,0.0283967778086662,-0.0661046430468559,0.0155474599450826,,0.0123099961007634,0.0237279962748289,0.04856438934803,human,UP
TUBB4B,0.034725371748209,-0.0577230639755725,,,0.0417073294520378,0.0281301364302635,,-0.0125521859154105,,0.0383706539869308,0.0121097069544096,0.0314277540892362,0.0281301364302635,human,UP
IER2,0.0204591937363147,,,0.0203563310205936,,,0.0645616129040718,-0.0184763353317976,0.02384246699512,-0.0396359749138355,0.0118512157350778,0.0204077623784542,,human,UP
AP2S1,0.023994505405426,-0.0210162550210952,,,0.021420806646347,0.0205096304416656,,,,,0.0112271718680858,0.0209652185440063,0.0205096304416656,human,UP
CFL1,0.0322229266166687,-0.0436255894601345,,,0.0400594919919967,0.0428769327700138,,-0.0159608088433742,,,0.0111145906150341,0.0322229266166687,0.0428769327700138,human,UP
RPL11,-0.0254246350377798,,0.0202084816992282,0.0313859172165393,-0.0216420255601406,-0.0383734069764614,0.0219311229884624,0.1140980869531631,0.0379740558564662,-0.0524423830211162,0.0097461349020401,0.0202084816992282,-0.0383734069764614,human,UP
TIMP3,0.0215396154671907,,,-0.0162843950092792,0.0219519454985857,,,,,,0.0090690553188323,0.0215396154671907,,human,UP
TUBA1C,0.09664898365736,-0.2335027903318405,-0.0366048403084278,-0.0261415801942348,0.1067899838089943,0.0888435319066047,-0.0163036454468965,0.02930873259902,0.0175749454647302,0.0609869956970214,0.0087600316852331,0.0234418390318751,0.0888435319066047,human,UP
TUBB2A,,,0.0209314450621604,,,0.0135083114728331,0.0406898111104965,-0.0658947825431823,,0.0319341942667961,0.0082337958738207,0.0209314450621604,0.0135083114728331,human,UP
RPL8,0.0220030192285776,-0.0178646575659513,,,0.0206674337387084,,0.0197002738714218,0.041933424770832,-0.03900833055377,,0.0079051939149697,0.0201838538050651,,human,UP
PENK,0.0565529391169548,,,,0.0622901283204555,,-0.0155414119362831,,-0.0717102736234664,,0.0078978454694151,0.0205057635903358,,human,UP
SGK1,0.0258986540138721,,-0.0323788449168205,,0.0244952701032161,,-0.0351818352937698,,0.0255761407315731,0.0381559394299984,0.0077608873446782,0.0250357054173946,,human,UP
PRDX1,0.0256408117711544,-0.0969753339886665,-0.0212981179356575,,0.0265012737363576,0.0953325033187866,,0.0202758032828569,-0.0150439469143748,,0.0049189990386366,0.0202758032828569,0.0953325033187866,human,UP
RPS25,-0.0289865210652351,0.0464092418551445,0.0392558611929416,0.030178090557456,-0.0398385934531688,-0.0233376547694206,0.0250000935047864,,0.029082715511322,-0.0418917015194892,0.0039857257571485,0.0250000935047864,-0.0233376547694206,human,UP
MNDA,,,,,,,,-0.2033119648694992,,,-0.2033119648694992,-0.2033119648694992,,human,DOWN
FCGR3B,,,,,,,,-0.1849176436662674,,,-0.1849176436662674,-0.1849176436662674,,human,DOWN
IGFBP2,-0.2633492946624756,,,,-0.3076190948486328,-0.0659063905477523,,,0.0149426674470305,,-0.1554830281529575,-0.1646278426051139,-0.0659063905477523,human,DOWN
GAGE12F,,-0.1538427174091339,,,,,,,,,-0.1538427174091339,-0.1538427174091339,,human,DOWN
S100A9,,,,,,,,-0.1494555920362472,,,-0.1494555920362472,-0.1494555920362472,,human,DOWN
MSMB,,,-0.0991736352443695,-0.1967465430498123,,,-0.1321515440940857,,0.0106259556487202,-0.2656014263629913,-0.1366094386205077,-0.1321515440940857,,human,DOWN
TGM4,,,-0.0183197204023599,,,,-0.2335581481456756,,,-0.1130033880472183,-0.1216270855317513,-0.1130033880472183,,human,DOWN
TFRC,-0.1868375390768051,-0.0153840500861406,,,-0.1723491996526718,-0.1060492098331451,,,,,-0.1201549996621906,-0.1391992047429084,-0.1060492098331451,human,DOWN
FSTL1,-0.1236913427710533,,,,-0.1038750410079956,-0.1323004961013794,,,,,-0.1199556266268094,-0.1236913427710533,-0.1323004961013794,human,DOWN
ADIRF,,,-0.1923296302556991,-0.1026726588606834,,,-0.1485265642404556,,-0.0157043393701314,-0.125412181019783,-0.1169290747493505,-0.125412181019783,,human,DOWN
S100P,,,,,,,,-0.1137301251292228,,,-0.1137301251292228,-0.1137301251292228,,human,DOWN
SMPDL3A,-0.126003012061119,,,,-0.0998913422226905,-0.1091552302241325,,,,,-0.1116831948359807,-0.1091552302241325,-0.1091552302241325,human,DOWN
CEMIP,-0.0821255892515182,,,,-0.0612090229988098,-0.1433270424604416,,,,,-0.0955538849035898,-0.0821255892515182,-0.1433270424604416,human,DOWN
ICAM3,,,,,,,,-0.0880689024925232,,,-0.0880689024925232,-0.0880689024925232,,human,DOWN
MMP2,-0.0880467295646667,,,,-0.0683027654886245,-0.0989940240979194,,,,,-0.0851145063837369,-0.0880467295646667,-0.0989940240979194,human,DOWN
ALOX5AP,,,,,,,,-0.0848885402083396,,,-0.0848885402083396,-0.0848885402083396,,human,DOWN
CSRP1,,0.0246854741126298,-0.106853038072586,-0.1111811697483062,,-0.048363484442234,-0.0775798857212066,,,-0.1689956933259964,-0.0813812995329499,-0.0922164618968963,-0.048363484442234,human,DOWN
COL15A1,-0.1381090581417083,,,,-0.1441275477409362,-0.1696817874908447,0.0154058765619993,,0.0309358816593885,,-0.0811153270304203,-0.1381090581417083,-0.1696817874908447,human,DOWN
SERPINH1,-0.0589317083358764,,,,-0.0538240559399127,-0.1259451955556869,,,,,-0.079566986610492,-0.0589317083358764,-0.1259451955556869,human,DOWN
CXCR2,,,,,,,,-0.0735672488808631,,,-0.0735672488808631,-0.0735672488808631,,human,DOWN
BASP1,-0.0148190362378954,,,-0.0703598633408546,,-0.045454379171133,-0.1356004178524017,-0.0975841656327247,,-0.0771431103348732,-0.0734934954283138,-0.0737514868378639,-0.045454379171133,human,DOWN
GREM1,-0.1351046860218048,,,,-0.1452827900648117,-0.1050720065832138,0.0159418620169162,,0.0288796816021204,,-0.0681275878101587,-0.1050720065832138,-0.1050720065832138,human,DOWN
NELL2,,,-0.0165620781481266,,,,-0.0247918404638767,,-0.1588885337114334,,-0.0667474841078122,-0.0247918404638767,,human,DOWN
AZGP1,,,-0.0380854718387126,-0.0816664919257164,,,-0.044031798839569,,,-0.1021085679531097,-0.0664730826392769,-0.0628491453826427,,human,DOWN
MFAP4,-0.0914291515946388,,,,-0.0768938586115837,-0.080902561545372,,,-0.0112988958135247,,-0.0651311168912798,-0.0788982100784778,-0.080902561545372,human,DOWN
VNN2,,,,,,,,-0.064458392560482,,,-0.064458392560482,-0.064458392560482,,human,DOWN
RHOA,-0.0611491799354553,,,,-0.0633442029356956,,,,,,-0.0622466914355754,-0.0622466914355754,,human,DOWN
NDNF,,,,,,,,,-0.0621032379567623,,-0.0621032379567623,-0.0621032379567623,,human,DOWN
RPS27A,-0.0631341263651847,,,,-0.0574991926550865,-0.0639883577823638,,,,,-0.0615405589342117,-0.0631341263651847,-0.0639883577823638,human,DOWN
IER3,,,-0.0571747086942195,-0.0512024015188217,,,,,-0.1009500548243522,-0.0296914298087358,-0.0597546487115323,-0.0541885551065206,,human,DOWN
PI3,,,,,,,,-0.0595892146229743,,,-0.0595892146229743,-0.0595892146229743,,human,DOWN
MYL9,,,-0.1107693761587143,-0.1386226117610931,0.0193621888756752,-0.0127792274579405,-0.0409554317593574,,-0.0104800323024392,-0.0988475382328033,-0.0561560041138104,-0.0409554317593574,-0.0127792274579405,human,DOWN
GNLY,,,,,,,,-0.0561173819005489,,,-0.0561173819005489,-0.0561173819005489,,human,DOWN
ACTN1,-0.0531539693474769,,,,-0.0426512248814106,-0.0715456381440162,,,,,-0.0557836107909679,-0.0531539693474769,-0.0715456381440162,human,DOWN
TXNRD1,-0.0487782470881938,,,,-0.0624110847711563,,,,,,-0.0555946659296751,-0.0555946659296751,,human,DOWN
HMGN1,,-0.0823966860771179,,-0.0264586769044399,,,,,,,-0.0544276814907789,-0.0544276814907789,,human,DOWN
STAC,,,,,,,,,-0.0540254861116409,,-0.0540254861116409,-0.0540254861116409,,human,DOWN
NID2,-0.0391029827296733,,,,-0.0300076305866241,-0.0923793539404869,,,,,-0.0538299890855948,-0.0391029827296733,-0.0923793539404869,human,DOWN
MXRA7,-0.0642416253685951,,,,-0.0733758583664894,-0.0186124704778194,,,,,-0.0520766514043013,-0.0642416253685951,-0.0186124704778194,human,DOWN
NEFH,,,-0.0532786361873149,-0.0635872632265091,,,-0.017271589487791,,,-0.0732165724039077,-0.0518385153263807,-0.058432949706912,,human,DOWN
SPARCL1,,,-0.0307913348078727,-0.0450518988072872,,,-0.0154361007735133,,,-0.1143881455063819,-0.0514168699737638,-0.0379216168075799,,human,DOWN
TPM1,,,,,,-0.0509052798151969,,,,,-0.0509052798151969,-0.0509052798151969,-0.0509052798151969,human,DOWN
SUPT20H,,,-0.027982011437416,-0.0436138175427913,,,-0.0702530741691589,,-0.032431986182928,-0.077769935131073,-0.0504101648926734,-0.0436138175427913,,human,DOWN
MYLK,,,,,0.0271074641495943,-0.1270147711038589,,,,,-0.0499536534771323,-0.0499536534771323,-0.1270147711038589,human,DOWN
C1R,-0.0399676524102687,,,,-0.0257798824459314,-0.0836952924728393,,,,,-0.0498142757763465,-0.0399676524102687,-0.0836952924728393,human,DOWN
PTGDS,0.0263152290135622,,-0.0260874442756176,-0.0349329151213169,0.032896090298891,,-0.0732145309448242,,-0.1916365325450897,-0.0780505910515785,-0.0492443849465676,-0.0349329151213169,,human,DOWN
KRT17,,,-0.0553422458469867,-0.0421785973012447,,,,,,,-0.0487604215741157,-0.0487604215741157,,human,DOWN
GCA,,,,,,,,-0.0485887341201305,,,-0.0485887341201305,-0.0485887341201305,,human,DOWN
PBK,,-0.0482793003320694,,,,,,,,,-0.0482793003320694,-0.0482793003320694,,human,DOWN
GPD1L,,,-0.0187002718448638,-0.0362489409744739,,,-0.1052193269133567,,-0.0101140514016151,-0.0703602284193039,-0.0481285639107227,-0.0362489409744739,,human,DOWN
A2M,-0.0565735511481761,,,,-0.0538500808179378,-0.0329460687935352,,,,,-0.0477899002532164,-0.0538500808179378,-0.0329460687935352,human,DOWN
CYP4F3,,,,,,,,-0.0473337173461914,,,-0.0473337173461914,-0.0473337173461914,,human,DOWN
PCOLCE,-0.0296548269689083,,,,-0.0177497863769531,-0.0927318111062049,,,,,-0.0467121414840221,-0.0296548269689083,-0.0927318111062049,human,DOWN
NKG7,,,,,,,,-0.0456309802830219,,,-0.0456309802830219,-0.0456309802830219,,human,DOWN
TMEM100,,,,,,,,,-0.0449348352849483,,-0.0449348352849483,-0.0449348352849483,,human,DOWN
LGALS3BP,-0.0787884891033172,,,-0.0169038083404302,-0.0728803351521492,-0.0688092783093452,-0.0203252490609884,,-0.0118558509275317,,-0.0449271684822936,-0.0445672636851668,-0.0688092783093452,human,DOWN
PAK1IP1,,,-0.0567484498023986,-0.0636249929666519,,,,,,-0.013784160837531,-0.0447192012021938,-0.0567484498023986,,human,DOWN
DMXL1,,0.0126835126429796,,,,,-0.057436816394329,,,-0.0879896879196167,-0.044247663890322,-0.057436816394329,,human,DOWN
C3,,,-0.0498499609529972,-0.0380999967455863,,,,,,,-0.0439749788492918,-0.0439749788492918,,human,DOWN
HCLS1,,,,,,,,-0.0439195781946182,,,-0.0439195781946182,-0.0439195781946182,,human,DOWN
KRT14,,,-0.0443246662616729,-0.0432955846190452,,,,,,,-0.0438101254403591,-0.0438101254403591,,human,DOWN
GJA1,-0.03058997169137,,-0.0355947948992252,-0.0379504971206188,-0.0469383783638477,,-0.0378310568630695,,,-0.0682955756783485,-0.0428667124360799,-0.0378907769918441,,human,DOWN
AQP9,,,,,,,,-0.0428154990077018,,,-0.0428154990077018,-0.0428154990077018,,human,DOWN
P4HA2,-0.048761885613203,,,,-0.0504423752427101,-0.0286461394280195,,,,,-0.0426168000946442,-0.048761885613203,-0.0286461394280195,human,DOWN
FXYD6,,,-0.0225338283926248,-0.0309945903718471,,,,,-0.0729081779718399,,-0.0421455322454373,-0.0309945903718471,,human,DOWN
RPL19,-0.1169719696044921,,,,-0.0960421860218048,-0.0772795677185058,-0.0186042115092277,0.025574630126357,0.0321215093135833,,-0.0418669659023483,-0.0479418896138668,-0.0772795677185058,human,DOWN
C1S,-0.0204881876707077,,,,,-0.0624437481164932,,,,,-0.0414659678936004,-0.0414659678936004,-0.0624437481164932,human,DOWN
PAGE4,,,-0.0555726401507854,-0.0485524907708168,,,,,-0.0148772150278091,-0.046855766326189,-0.0414645280689001,-0.0477041285485029,,human,DOWN
GBE1,-0.0413250848650932,,,,-0.0410444438457489,,,,,,-0.041184764355421,-0.041184764355421,,human,DOWN
FBL,,-0.041165929287672,,,,,,,,,-0.041165929287672,-0.041165929287672,,human,DOWN
EIF4A2,-0.0522064380347728,,,,-0.0471315123140811,-0.0237180013209581,,,,,-0.041018650556604,-0.0471315123140811,-0.0237180013209581,human,DOWN
MCM3,,-0.0408616811037063,,,,,,,,,-0.0408616811037063,-0.0408616811037063,,human,DOWN
CHRDL1,,,-0.0369313023984432,-0.0381493307650089,,,-0.0181072428822517,,-0.066785454750061,-0.041591603308916,-0.0403129868209362,-0.0381493307650089,,human,DOWN
CKS1B,,-0.0402804873883724,,,,,,,,,-0.0402804873883724,-0.0402804873883724,,human,DOWN
ASS1,-0.0450370199978351,,,,-0.0464018136262893,-0.0293343644589185,,,,,-0.0402577326943477,-0.0450370199978351,-0.0293343644589185,human,DOWN
GNB2,,,,,,,,-0.0402536131441593,,,-0.0402536131441593,-0.0402536131441593,,human,DOWN
PLS3,-0.0428694225847721,,,,-0.0442945547401905,-0.0327331647276878,,,,,-0.0399657140175501,-0.0428694225847721,-0.0327331647276878,human,DOWN
BST2,,,,,,,,,-0.0399532318115234,,-0.0399532318115234,-0.0399532318115234,,human,DOWN
ILF2,,-0.0395428538322448,,,,,,,,,-0.0395428538322448,-0.0395428538322448,,human,DOWN
MATN2,-0.0485113300383091,,,-0.0262633971869945,-0.0448102839291095,-0.0452363938093185,,,-0.0290845073759555,-0.0429190918803215,-0.0394708340366681,-0.0438646879047155,-0.0452363938093185,human,DOWN
NUSAP1,,-0.0394441969692707,,,,,,,,,-0.0394441969692707,-0.0394441969692707,,human,DOWN
MYO1F,,,,,,,,-0.0394388735294342,,,-0.0394388735294342,-0.0394388735294342,,human,DOWN
CSF2RB,,,,,,,,-0.0391886420547962,,,-0.0391886420547962,-0.0391886420547962,,human,DOWN
PAGE1,,-0.0387994907796382,,,,,,,,,-0.0387994907796382,-0.0387994907796382,,human,DOWN
CNN1,,,,,0.0193394813686609,-0.018781304359436,-0.0334089361131191,,,-0.1218951568007469,-0.0386864789761602,-0.0260951202362775,-0.018781304359436,human,DOWN
CD177,,,-0.0474993661046028,-0.0429434701800346,,,-0.0391887985169887,,,-0.0247866064310073,-0.0386045603081584,-0.0410661343485116,,human,DOWN
CXCR1,,,,,,,,-0.0381870940327644,,,-0.0381870940327644,-0.0381870940327644,,human,DOWN
SCUBE2,,,-0.0320673063397407,-0.0434537939727306,,,,,,,-0.0377605501562356,-0.0377605501562356,,human,DOWN
CCNI,-0.0455356054008007,,-0.0192342717200517,-0.0164828542619943,-0.0432274900376796,-0.0637638494372367,,,,,-0.0376488141715526,-0.0432274900376796,-0.0637638494372367,human,DOWN
CD14,,,,,,,,-0.0374237224459648,,,-0.0374237224459648,-0.0374237224459648,,human,DOWN
PDZK1IP1,,,,,,,,-0.0371929816901683,,,-0.0371929816901683,-0.0371929816901683,,human,DOWN
FZD7,-0.0380652919411659,,,,-0.0358764007687568,-0.0369698517024517,,,,,-0.0369705148041248,-0.0369698517024517,-0.0369698517024517,human,DOWN
DDB1,-0.0424173325300216,,,,-0.0383175164461135,-0.0297275334596633,,,,,-0.0368207941452662,-0.0383175164461135,-0.0297275334596633,human,DOWN
