gene_symbol,logfc_dz,mean_logfc,median_logfc,p_val,p_val_adj,pct.1,pct.2,signature_type
DNAJB4,1.14397761437758,1.14397761437758,1.14397761437758,1.8148965167813197e-30,5.26338138831752e-26,0.555,0.28,UP
HSP90AB1,1.14303050359951,1.14303050359951,1.14303050359951,3.2534390224702494e-30,9.435298509065989e-26,0.919,0.814,UP
DNAJA4,1.11496479748281,1.11496479748281,1.11496479748281,8.68396095300383e-39,2.51843551598064e-34,0.312,0.068,UP
STC1,1.10790165210694,1.10790165210694,1.10790165210694,8.17756387240247e-15,2.37157529863544e-10,0.206,0.038,UP
LMNA,1.10127090099771,1.10127090099771,1.10127090099771,8.70084765950181e-22,2.5233328297321202e-17,0.739,0.464,UP
PPP1R15A,1.09467667343479,1.09467667343479,1.09467667343479,2.07848670022481e-20,6.02781927932197e-16,0.803,0.559,UP
WWTR1,1.07518091811826,1.07518091811826,1.07518091811826,1.7754267058459901e-09,5.14891498962396e-05,0.691,0.466,UP
ANKRD28,1.07269352131342,1.07269352131342,1.07269352131342,1.21672974307544e-17,3.52863792789308e-13,0.494,0.164,UP
PNRC1,1.06667428768674,1.06667428768674,1.06667428768674,1.32852069942833e-19,3.8528428804121e-15,0.787,0.557,UP
UBC,1.04469491458089,1.04469491458089,1.04469491458089,3.04436454093912e-39,8.82896160517754e-35,0.929,0.837,UP
CNKSR3,1.03796091410043,1.03796091410043,1.03796091410043,8.87024080885618e-23,2.57245853697638e-18,0.387,0.119,UP
SPAG9,1.03261166916269,1.03261166916269,1.03261166916269,1.4652052724021698e-11,4.24924181049354e-07,0.551,0.267,UP
UPP1,1.03173933098509,1.03173933098509,1.03173933098509,6.68561527017147e-29,1.93889528450243e-24,0.496,0.196,UP
DNAJA1,1.02748092319937,1.02748092319937,1.02748092319937,6.87097159792493e-21,1.9926504731142099e-16,0.833,0.683,UP
KLF2,1.02185052354713,1.02185052354713,1.02185052354713,1.99259813333999e-13,5.77873384649929e-09,0.602,0.358,UP
SAT1,1.01629223275717,1.01629223275717,1.01629223275717,1.0261318580877601e-44,2.9758850016403196e-40,0.923,0.725,UP
DNAJB6,1.01535001633236,1.01535001633236,1.01535001633236,6.73618604011734e-41,1.9535613134944298e-36,0.662,0.418,UP
CDKN1A,1.01383116807644,1.01383116807644,1.01383116807644,1.10329463185352e-25,3.19966476183838e-21,0.526,0.216,UP
ABL2,1.00697376635974,1.00697376635974,1.00697376635974,1.68051040407582e-18,4.87364822286028e-14,0.478,0.174,UP
MT2A,0.987942523621222,0.987942523621222,0.987942523621222,4.68945448137123e-63,1.3599886941424701e-58,0.895,0.934,UP
JMJD1C,0.970834763246555,0.970834763246555,0.970834763246555,2.8666576671791604e-15,8.313593900586289e-11,0.66,0.42,UP
SYNJ2,0.964020977763137,0.964020977763137,0.964020977763137,5.31917353491492e-32,1.54261351686068e-27,0.376,0.1,UP
NR4A1,0.947398874919363,0.947398874919363,0.947398874919363,1.39908822128245e-18,4.0574957505412404e-14,0.497,0.245,UP
MAFF,0.940983298471906,0.940983298471906,0.940983298471906,8.21596064445265e-18,2.38271074649771e-13,0.557,0.235,UP
NEDD9,0.934387196945056,0.934387196945056,0.934387196945056,2.81329836643752e-27,8.15884659250545e-23,0.469,0.149,UP
C11orf96,0.928212581535454,0.928212581535454,0.928212581535454,1.16117190056095e-13,3.36751462881682e-09,0.595,0.481,UP
CLEC2B,0.923797503399055,0.923797503399055,0.923797503399055,9.14294032053974e-27,2.65154412235973e-22,0.702,0.491,UP
SLC25A37,0.922314015882916,0.922314015882916,0.922314015882916,3.10461530645403e-23,9.003694850247321e-19,0.511,0.247,UP
HES4,0.904139441728973,0.904139441728973,0.904139441728973,9.37049130987267e-20,2.71753618477617e-15,0.39,0.179,UP
CXCL3,0.90377975024597,0.90377975024597,0.90377975024597,3.96636570912322e-08,0.0011502857193028,0.231,0.061,UP
JAK1,0.884673829121577,0.884673829121577,0.884673829121577,1.39895703866661e-08,0.0004057115307837,0.631,0.375,UP
SASH1,0.877626381401129,0.877626381401129,0.877626381401129,1.81210721951547e-10,5.25529214731682e-06,0.426,0.186,UP
IGFBP3,0.87678783376568,0.87678783376568,0.87678783376568,1.03621448845479e-16,3.00512563796773e-12,0.245,0.096,UP
WTAP,0.87672105226361,0.87672105226361,0.87672105226361,1.50898720096758e-37,4.37621378152608e-33,0.614,0.367,UP
PLIN2,0.862333966192163,0.862333966192163,0.862333966192163,1.78361146697888e-17,5.17265161538544e-13,0.459,0.212,UP
SSH1,0.847461797274402,0.847461797274402,0.847461797274402,3.1033786962656997e-12,9.00010855704015e-08,0.391,0.134,UP
ANXA1,0.845038109185107,0.845038109185107,0.845038109185107,1.07550120710131e-18,3.1190610507145e-14,0.722,0.481,UP
HMGA1,0.830663288706656,0.830663288706656,0.830663288706656,9.70743021577838e-22,2.81525183687789e-17,0.382,0.09,UP
HBEGF,0.817629550918003,0.817629550918003,0.817629550918003,2.71768308762344e-14,7.881552722416741e-10,0.283,0.071,UP
MAP1LC3B,0.811821195703937,0.811821195703937,0.811821195703937,1.8788309094251099e-16,5.44879752042376e-12,0.684,0.448,UP
AKAP12,0.808394005670756,0.808394005670756,0.808394005670756,2.5205810695683202e-19,7.30993715985509e-15,0.282,0.088,UP
MAP3K8,0.805667480828498,0.805667480828498,0.805667480828498,4.95693751525003e-15,1.43756144879766e-10,0.398,0.161,UP
NFKBIZ,0.794346604164032,0.794346604164032,0.794346604164032,2.19341839810671e-07,0.0063611326963492,0.419,0.207,UP
NDRG1,0.78828338551349,0.78828338551349,0.78828338551349,2.80566960558656e-20,8.13672242316159e-16,0.416,0.153,UP
LDLR,0.785750376269844,0.785750376269844,0.785750376269844,2.27054117882254e-23,6.584796472703241e-19,0.46,0.167,UP
INSIG1,0.783731649073896,0.783731649073896,0.783731649073896,1.83933358865301e-27,5.334251340452599e-23,0.382,0.106,UP
TIMP1,0.783329186810356,0.783329186810356,0.783329186810356,4.34152821074777e-14,1.2590865963989602e-09,0.789,0.701,UP
CHIC2,0.783123660265517,0.783123660265517,0.783123660265517,1.32819944786446e-19,3.85191121875171e-15,0.441,0.172,UP
DLC1,0.780520827077656,0.780520827077656,0.780520827077656,9.864799373261261e-09,0.0002860890466239,0.54,0.272,UP
TIPARP,0.777913119799783,0.777913119799783,0.777913119799783,1.68852703589934e-19,4.896897256811681e-15,0.386,0.119,UP
TIMP3,0.776026477560036,0.776026477560036,0.776026477560036,5.90749481177844e-17,1.71323257036387e-12,0.495,0.35,UP
FOSL2,0.775599271809361,0.775599271809361,0.775599271809361,5.7408037109237e-14,1.6648904842049802e-09,0.521,0.26,UP
CYTOR,0.772115610050396,0.772115610050396,0.772115610050396,1.4009289562156101e-25,4.0628340659209e-21,0.526,0.348,UP
VMP1,0.768739039985891,0.768739039985891,0.768739039985891,1.20879709640131e-06,0.0350563245927343,0.602,0.391,UP
GJA1,0.763522938258798,0.763522938258798,0.763522938258798,4.38172601719022e-10,1.27074436224533e-05,0.462,0.206,UP
KDM6B,0.760158759705646,0.760158759705646,0.760158759705646,2.1800327208387302e-14,6.3223128937044e-10,0.45,0.166,UP
CD9,0.75261298226549,0.75261298226549,0.75261298226549,5.61836007293873e-12,1.62938060475296e-07,0.491,0.275,UP
MCL1,0.748780855091807,0.748780855091807,0.748780855091807,1.11224081229931e-06,0.0322560957974923,0.658,0.411,UP
CYLD,0.748653430429078,0.748653430429078,0.748653430429078,4.01110736938323e-17,1.16326124819483e-12,0.379,0.123,UP
NFE2L2,0.7468759616772,0.7468759616772,0.7468759616772,1.30064696734875e-11,3.77200627000811e-07,0.575,0.333,UP
SPEN,0.740667575276304,0.740667575276304,0.740667575276304,1.98700034279859e-11,5.7624996941502e-07,0.429,0.176,UP
SMAD3,0.738633739346638,0.738633739346638,0.738633739346638,1.94802767043979e-09,5.64947504704245e-05,0.292,0.06,UP
RAPGEF5,0.733210414670544,0.733210414670544,0.733210414670544,2.6660829142886e-12,7.73190705972836e-08,0.517,0.297,UP
ELF1,0.729653693874975,0.729653693874975,0.729653693874975,3.68361823110397e-10,1.06828612320246e-05,0.493,0.252,UP
CREB5,0.727144877288465,0.727144877288465,0.727144877288465,7.694931724858359e-29,2.23160714952617e-24,0.402,0.138,UP
TNFRSF6B,0.724547754440577,0.724547754440577,0.724547754440577,6.33083407538721e-37,1.83600519020304e-32,0.234,0.05,UP
CHORDC1,0.724064526298402,0.724064526298402,0.724064526298402,7.56788296744555e-08,0.0021947617393888,0.476,0.299,UP
RORA,0.722696322224555,0.722696322224555,0.722696322224555,1.38020471882374e-09,4.00273170506073e-05,0.416,0.169,UP
TNFRSF10B,0.721835127626229,0.721835127626229,0.721835127626229,2.28463282505391e-15,6.62566365593884e-11,0.414,0.146,UP
FNIP2,0.720622112389405,0.720622112389405,0.720622112389405,1.43391238882231e-06,0.0415848931882358,0.345,0.119,UP
PTPRE,0.716924131661997,0.716924131661997,0.716924131661997,1.06792073773958e-07,0.0030970769315185,0.366,0.189,UP
KLF3,0.714163343414088,0.714163343414088,0.714163343414088,1.0096897175254299e-11,2.9282011497955e-07,0.471,0.249,UP
ZNF385D,0.710165311529463,0.710165311529463,0.710165311529463,4.1982721914150195e-11,1.21754091823227e-06,0.417,0.212,UP
CEMIP2,0.710021623093146,0.710021623093146,0.710021623093146,8.29027190578164e-10,2.40426175539574e-05,0.456,0.221,UP
FKBP4,0.709553549989855,0.709553549989855,0.709553549989855,6.97381834900104e-18,2.02247705939379e-13,0.355,0.167,UP
ITPRIP,0.706800341202223,0.706800341202223,0.706800341202223,6.995181368195101e-16,2.02867254859026e-11,0.353,0.091,UP
PDE4B,0.702858026162026,0.702858026162026,0.702858026162026,9.39995558729897e-08,0.0027260811198725,0.274,0.075,UP
RHOB,0.701602328912477,0.701602328912477,0.701602328912477,5.92526553190461e-11,1.71838625690765e-06,0.616,0.454,UP
AGO2,0.697563377181271,0.697563377181271,0.697563377181271,1.6574373826704e-07,0.0048067341534824,0.395,0.149,UP
TNFAIP2,0.690971643964321,0.690971643964321,0.690971643964321,2.26164801673398e-19,6.559005413330231e-15,0.298,0.116,UP
RNF19A,0.690280100824022,0.690280100824022,0.690280100824022,1.8166392786633702e-09,5.26843557205163e-05,0.526,0.317,UP
ZNF267,0.683771976671515,0.683771976671515,0.683771976671515,1.31486421763219e-13,3.813237717555121e-09,0.328,0.068,UP
CPEB4,0.682840041142601,0.682840041142601,0.682840041142601,4.17422485212537e-10,1.21056694936488e-05,0.335,0.111,UP
S100A10,0.682338105245758,0.682338105245758,0.682338105245758,8.35033922592771e-21,2.42168187891129e-16,0.838,0.687,UP
MIR22HG,0.681995714135256,0.681995714135256,0.681995714135256,1.045832654262e-10,3.03301928062523e-06,0.362,0.104,UP
MAST4,0.681402102572106,0.681402102572106,0.681402102572106,2.11791093510528e-09,6.14215350289882e-05,0.337,0.109,UP
ANKLE2,0.680872629787596,0.680872629787596,0.680872629787596,3.1753383718728897e-12,9.20879881226857e-08,0.353,0.139,UP
HSPA5,0.67548691505043,0.67548691505043,0.67548691505043,3.9183902569168894e-34,1.13637235840847e-29,0.748,0.653,UP
PHLDA1,0.673419357638068,0.673419357638068,0.673419357638068,6.66758713858087e-08,0.0019336669460598,0.462,0.229,UP
ATF3,0.667809325880576,0.667809325880576,0.667809325880576,3.33099728924719e-14,9.66022523854577e-10,0.517,0.27,UP
NFKB1,0.666559699222461,0.666559699222461,0.666559699222461,2.89337778493927e-10,8.39108491410239e-06,0.434,0.186,UP
FTL,0.666019665915557,0.666019665915557,0.666019665915557,4.8631119474496e-49,1.41035109587986e-44,0.933,0.907,UP
AKAP13,0.665480758259663,0.665480758259663,0.665480758259663,1.6561080105816801e-10,4.80287884148793e-06,0.495,0.264,UP
HSPE1,0.663153962628251,0.663153962628251,0.663153962628251,4.95970092953202e-69,1.43836286657358e-64,0.774,0.75,UP
GADD45A,0.660683147497872,0.660683147497872,0.660683147497872,9.09651983685462e-17,2.6380817178862098e-12,0.503,0.305,UP
TRIB1,0.65910883077781,0.65910883077781,0.65910883077781,8.75394641878258e-10,2.53873200091114e-05,0.46,0.232,UP
CSF3,0.654711778183854,0.654711778183854,0.654711778183854,7.75445229332706e-13,2.24886870958778e-08,0.13,0.018,UP
MAP2K3,0.652572336200633,0.652572336200633,0.652572336200633,1.42243984411142e-10,4.12521779190752e-06,0.405,0.184,UP
PNPLA8,0.651585649615057,0.651585649615057,0.651585649615057,1.26467149916211e-09,3.66767381472002e-05,0.462,0.219,UP
NFATC2,0.648296772381241,0.648296772381241,0.648296772381241,1.5430619252890802e-15,4.4750338895308696e-11,0.293,0.076,UP
CHD2,0.647275656909832,0.647275656909832,0.647275656909832,3.0376522331685795e-11,8.80949524141219e-07,0.5,0.274,UP
TM4SF1,0.645562328557255,0.645562328557255,0.645562328557255,2.98143775396326e-19,8.646467630268861e-15,0.862,0.781,UP
PMAIP1,0.636750339268264,0.636750339268264,0.636750339268264,1.53304317687639e-21,4.44597851725921e-17,0.408,0.143,UP
CACYBP,0.636667709252311,0.636667709252311,0.636667709252311,7.82979997936223e-21,2.27072029201484e-16,0.502,0.323,UP
MIDN,0.636072258878076,0.636072258878076,0.636072258878076,1.45012691335659e-06,0.0420551306142544,0.566,0.371,UP
B3GNT5,0.635613931580332,0.635613931580332,0.635613931580332,4.044107850366281e-09,0.0001172831717684,0.356,0.141,UP
NRIP1,0.635608104053161,0.635608104053161,0.635608104053161,1.46709439142213e-07,0.0042547204445633,0.399,0.182,UP
CYTH1,0.631668861778175,0.631668861778175,0.631668861778175,1.22608158462007e-06,0.0355575920355665,0.327,0.096,UP
CHMP4B,0.630810059218732,0.630810059218732,0.630810059218732,7.541505555834711e-15,2.18711202624763e-10,0.408,0.149,UP
PMP22,0.630723071714133,0.630723071714133,0.630723071714133,1.0291023294295999e-19,2.9844996655788002e-15,0.406,0.219,UP
RYBP,0.628467220661739,0.628467220661739,0.628467220661739,2.98102629400014e-11,8.64527435522981e-07,0.434,0.194,UP
SNX9,0.627694820105053,0.627694820105053,0.627694820105053,1.96365390081068e-08,0.0005694792677741,0.338,0.114,UP
KLF7,0.625361643405752,0.625361643405752,0.625361643405752,9.17657737131463e-10,2.66129920345496e-05,0.312,0.091,UP
KLF9,0.62517089062331,0.62517089062331,0.62517089062331,1.36013530655265e-07,0.0039445284025333,0.424,0.197,UP
LITAF,0.624872354681111,0.624872354681111,0.624872354681111,4.960865299108071e-09,0.0001438700545394,0.4,0.158,UP
APOLD1,0.622910496798761,0.622910496798761,0.622910496798761,6.2255623101347e-11,1.80547532556216e-06,0.212,0.036,UP
ARID5A,0.618283906198693,0.618283906198693,0.618283906198693,1.3434119994250302e-15,3.89602913953253e-11,0.31,0.095,UP
RAP1B,0.6161468791163,0.6161468791163,0.6161468791163,2.10050553342146e-09,6.09167609747558e-05,0.6,0.386,UP
PLEKHG1,0.615344344110259,0.615344344110259,0.615344344110259,6.4119965528943905e-09,0.0001859543120304,0.366,0.154,UP
ANKRD12,0.615315552188683,0.615315552188683,0.615315552188683,5.27151787620659e-08,0.0015287928992786,0.459,0.249,UP
ADAMTS4,0.612370131698059,0.612370131698059,0.612370131698059,4.63226704986967e-14,1.3434037671327e-09,0.212,0.027,UP
ERN1,0.610422694596249,0.610422694596249,0.610422694596249,2.09179985138636e-13,6.0664287490055806e-09,0.284,0.078,UP
CD59,0.601643428781252,0.601643428781252,0.601643428781252,3.12391056848444e-13,9.05965303966172e-09,0.773,0.612,UP
S1PR1,0.600766571185505,0.600766571185505,0.600766571185505,6.73974728151424e-10,1.95459410911195e-05,0.364,0.163,UP
ARL4A,0.598638134017808,0.598638134017808,0.598638134017808,4.62000210050322e-07,0.0133984680916694,0.534,0.343,UP
ETS1,0.594459493826719,0.594459493826719,0.594459493826719,2.76889453596217e-13,8.030071043743891e-09,0.538,0.335,UP
TBX3,0.594399255747096,0.594399255747096,0.594399255747096,1.32220232636331e-06,0.0383451896668624,0.338,0.149,UP
PLPP3,0.592911176915981,0.592911176915981,0.592911176915981,4.4718576443255297e-13,1.29688343543085e-08,0.43,0.227,UP
AHSA1,0.589914560350684,0.589914560350684,0.589914560350684,5.1420405346397e-07,0.0149124317545086,0.429,0.245,UP
MYADM,0.587252522878992,0.587252522878992,0.587252522878992,2.4061059150346102e-09,6.97794776419188e-05,0.493,0.264,UP
NAMPT,0.586560765235253,0.586560765235253,0.586560765235253,2.23145840703465e-13,6.471452526241181e-09,0.527,0.345,UP
SOX7,0.586274431229207,0.586274431229207,0.586274431229207,2.27457981639948e-10,6.59650892554013e-06,0.358,0.144,UP
PNP,0.585744949037232,0.585744949037232,0.585744949037232,2.41507029580278e-08,0.0007003945364857,0.458,0.226,UP
RIN2,0.583176892127823,0.583176892127823,0.583176892127823,4.85868823704267e-10,1.40906817562474e-05,0.374,0.169,UP
SARAF,0.582408431380698,0.582408431380698,0.582408431380698,2.45546801911952e-10,7.12110280224851e-06,0.515,0.29,UP
PDLIM4,0.578873526619069,0.578873526619069,0.578873526619069,8.174319402703971e-17,2.3706343699781797e-12,0.415,0.209,UP
MALAT1,0.575920240860349,0.575920240860349,0.575920240860349,3.08749365537206e-18,8.9540403499445e-14,0.992,0.985,UP
GNA13,0.575184770046409,0.575184770046409,0.575184770046409,2.65480256601699e-10,7.69919292170589e-06,0.297,0.085,UP
H3F3B,0.573547581486367,0.573547581486367,0.573547581486367,7.7196136582418e-18,2.2387651570267e-13,0.895,0.809,UP
GABARAPL1,0.568779635111926,0.568779635111926,0.568779635111926,1.4685497044562098e-12,4.25894099789346e-08,0.333,0.108,UP
SLC2A3,0.567321123736086,0.567321123736086,0.567321123736086,1.80451844453381e-07,0.0052332839409925,0.546,0.371,UP
IRAK2,0.563755772006884,0.563755772006884,0.563755772006884,1.85115423287485e-19,5.368532390760351e-15,0.201,0.015,UP
PHLDA2,0.563224269624079,0.563224269624079,0.563224269624079,1.61882345892415e-06,0.0469474991322594,0.278,0.119,UP
PDLIM1,0.562854358276613,0.562854358276613,0.562854358276613,5.21015699977311e-08,0.0015109976315042,0.695,0.536,UP
ATP13A3,0.55959204099837,0.55959204099837,0.55959204099837,6.56486018049982e-14,1.9038751009467503e-09,0.378,0.141,UP
CRYAB,0.559492806866206,0.559492806866206,0.559492806866206,2.5017529528471702e-09,7.25533373855207e-05,0.238,0.232,UP
EIF1,0.558279883839399,0.558279883839399,0.558279883839399,1.53510641448643e-37,4.45196211265211e-33,0.94,0.904,UP
EHD1,0.555347969274458,0.555347969274458,0.555347969274458,2.38509817000666e-20,6.91702320283632e-16,0.262,0.046,UP
UBE2B,0.553835009182977,0.553835009182977,0.553835009182977,8.198134416936081e-09,0.0002377540962255,0.556,0.368,UP
IL32,0.550870335301492,0.550870335301492,0.550870335301492,2.3374516664565e-19,6.778843577890481e-15,0.419,0.227,UP
HSPA8,0.550239644834032,0.550239644834032,0.550239644834032,7.922750744080581e-09,0.000229767694329,0.806,0.745,UP
TCP1,0.549600161529876,0.549600161529876,0.549600161529876,2.8842735133847202e-09,8.36468161616702e-05,0.528,0.337,UP
KLF4,0.54425330177273,0.54425330177273,0.54425330177273,9.53622341906575e-07,0.0276560015376326,0.451,0.259,UP
YWHAH,0.542229109618299,0.542229109618299,0.542229109618299,3.9264751865194195e-12,1.1387170688425e-07,0.585,0.391,UP
TNFRSF12A,0.536611811245331,0.536611811245331,0.536611811245331,4.67380421839538e-16,1.35544996137684e-11,0.371,0.171,UP
PLAUR,0.534120497543902,0.534120497543902,0.534120497543902,3.33490318798918e-07,0.0096715527354874,0.388,0.197,UP
SLK,0.52284472734483,0.52284472734483,0.52284472734483,3.6861695490436102e-09,0.0001069026030918,0.383,0.206,UP
BMP2,0.522393134606646,0.522393134606646,0.522393134606646,1.5751402542083e-07,0.0045680642512295,0.219,0.036,UP
PTPN1,0.514429337745788,0.514429337745788,0.514429337745788,2.0988472200516999e-13,6.086866822871951e-09,0.304,0.111,UP
IFNGR2,0.509656025309126,0.509656025309126,0.509656025309126,1.69210973900983e-12,4.90728745410241e-08,0.4,0.194,UP
PLEKHB2,0.506713843661664,0.506713843661664,0.506713843661664,2.89921621859296e-10,8.40801695554143e-06,0.408,0.204,UP
SAMD4A,0.505782167255415,0.505782167255415,0.505782167255415,7.340981400706281e-10,2.12895801601883e-05,0.311,0.124,UP
LINC-PINT,0.502247716371982,0.502247716371982,0.502247716371982,4.81114204066045e-10,1.39527930321194e-05,0.401,0.199,UP
LRRC8C,0.498500792134905,0.498500792134905,0.498500792134905,1.20365602142311e-06,0.0349072282772916,0.295,0.138,UP
SRGN,0.49813147587963,0.49813147587963,0.49813147587963,3.08459631054699e-21,8.94563776021732e-17,0.636,0.481,UP
CLK1,0.494737727119247,0.494737727119247,0.494737727119247,8.10650077214188e-12,2.35096628892887e-07,0.575,0.405,UP
RIPOR1,0.493919632966906,0.493919632966906,0.493919632966906,7.32935646210173e-08,0.0021255866675741,0.329,0.131,UP
RBBP6,0.487912406767965,0.487912406767965,0.487912406767965,1.47229760408962e-07,0.0042698102816203,0.466,0.284,UP
PELI1,0.485003971963175,0.485003971963175,0.485003971963175,1.32212745731946e-10,3.83430183897216e-06,0.315,0.131,UP
ARID5B,0.483950301093182,0.483950301093182,0.483950301093182,1.8657345461710402e-09,5.41081675735064e-05,0.329,0.189,UP
FOSL1,0.47975263678904,0.47975263678904,0.47975263678904,1.0707593464254e-17,3.1053091805682897e-13,0.228,0.048,UP
CLIC2,0.473730647739241,0.473730647739241,0.473730647739241,1.19306093262536e-10,3.4599960107068e-06,0.289,0.116,UP
RASGEF1B,0.467835297182103,0.467835297182103,0.467835297182103,6.9249714998507806e-15,2.00831098467172e-10,0.186,0.036,UP
IQGAP1,0.465414713800907,0.465414713800907,0.465414713800907,2.15307352357194e-08,0.000624412852571,0.572,0.398,UP
RNF19B,0.461572543347208,0.461572543347208,0.461572543347208,1.5843851642986e-10,4.59487541498237e-06,0.223,0.05,UP
SRSF5,0.460621911244789,0.460621911244789,0.460621911244789,1.78637585011246e-13,5.18066860291113e-09,0.679,0.516,UP
G0S2,0.45626585352148,0.45626585352148,0.45626585352148,4.22468571591502e-09,0.0001225201104472,0.169,0.073,UP
CYP1B1,0.453856051418944,0.453856051418944,0.453856051418944,5.82380248181328e-13,1.68896095775067e-08,0.161,0.06,UP
BTG2,0.453635246275455,0.453635246275455,0.453635246275455,1.95709407147655e-10,5.67576851668914e-06,0.413,0.237,UP
TNIP1,0.451108995370763,0.451108995370763,0.451108995370763,1.5916392265347299e-12,4.61591292087338e-08,0.283,0.109,UP
MEG3,0.4492324705267,0.4492324705267,0.4492324705267,6.92884983505937e-12,2.00943574066557e-07,0.197,0.103,UP
APOE,0.449152357104667,0.449152357104667,0.449152357104667,1.7314343546859597e-11,5.02133277202476e-07,0.295,0.231,UP
RELB,0.446991947751418,0.446991947751418,0.446991947751418,3.09399096674197e-13,8.9728832026484e-09,0.27,0.071,UP
PRSS23,0.444846443776206,0.444846443776206,0.444846443776206,2.02163800884206e-08,0.0005862952389442,0.454,0.264,UP
LINC01578,0.444332344222081,0.444332344222081,0.444332344222081,1.4633239256272e-07,0.0042437857167114,0.565,0.405,UP
ITGAV,0.443542968139422,0.443542968139422,0.443542968139422,2.34382441590384e-08,0.0006797325188562,0.315,0.144,UP
AC058791.1,0.441488218443506,0.441488218443506,0.441488218443506,5.55584001400348e-07,0.0161124916246115,0.233,0.08,UP
