gene_symbol,logfc_dz,mean_logfc,median_logfc,p_val,p_val_adj,pct.1,pct.2,signature_type
SERPINE1,2.11596914839015,2.11596914839015,2.11596914839015,4.66459876287946e-48,1.35278028722267e-43,0.66,0.316,UP
MT2A,1.77837381400299,1.77837381400299,1.77837381400299,6.064145978769679e-11,1.758662975303e-06,0.932,0.89,UP
MT1X,1.74792585815149,1.74792585815149,1.74792585815149,2.3645487450042602e-17,6.85742781538687e-13,0.574,0.462,UP
MT1M,1.37304796219345,1.37304796219345,1.37304796219345,3.40953140118233e-10,9.88798201656888e-06,0.408,0.287,UP
CXCL2,1.17055289927279,1.17055289927279,1.17055289927279,3.93101872557965e-07,0.0114003474060535,0.498,0.305,UP
CCL2,1.01663448278554,1.01663448278554,1.01663448278554,1.537050888842e-08,0.000445760128273,0.528,0.379,UP
TNFRSF6B,1.0099165141025,1.0099165141025,1.0099165141025,1.01198573603893e-15,2.9348598330864897e-11,0.369,0.1,UP
ACKR1,0.975064321790221,0.975064321790221,0.975064321790221,4.112792788428e-07,0.01192751036572,0.369,0.297,UP
HES4,0.909730180154069,0.909730180154069,0.909730180154069,2.0391889873931e-09,5.91385198233874e-05,0.467,0.31,UP
VCAM1,0.876847366217244,0.876847366217244,0.876847366217244,1.07466789137639e-07,0.0031166443517806,0.326,0.187,UP
EMP1,0.866279799543549,0.866279799543549,0.866279799543549,1.88843093231127e-11,5.47663854679592e-07,0.761,0.652,UP
ICAM1,0.827069724530455,0.827069724530455,0.827069724530455,3.65323957057657e-08,0.0010594760078629,0.669,0.532,UP
BGN,0.76681991810853,0.76681991810853,0.76681991810853,5.67767244103466e-14,1.6465817846244601e-09,0.391,0.277,UP
LMNA,0.722783553945005,0.722783553945005,0.722783553945005,7.58420071675902e-08,0.0021994940498672,0.758,0.69,UP
MGP,0.719912116352283,0.719912116352283,0.719912116352283,9.46155180393265e-19,2.74394463865851e-14,0.786,0.721,UP
TSC22D3,0.664633499261503,0.664633499261503,0.664633499261503,6.567738690852931e-09,0.0001904709897734,0.376,0.269,UP
KLF6,0.619704037261644,0.619704037261644,0.619704037261644,2.45568616290291e-07,0.0071217354410347,0.766,0.712,UP
SELENOM,0.599856398510892,0.599856398510892,0.599856398510892,4.05788131175644e-07,0.0117682615922248,0.475,0.342,UP
INSR,0.591792632835401,0.591792632835401,0.591792632835401,7.83317093861714e-09,0.0002271697903908,0.657,0.6,UP
NEDD9,0.54670089836466,0.54670089836466,0.54670089836466,4.69502372658742e-10,1.36160383094762e-05,0.521,0.402,UP
CLDN5,0.489870584836761,0.489870584836761,0.489870584836761,8.64204017397375e-12,2.50627807085413e-07,0.579,0.53,UP
ITGA5,0.488931897042509,0.488931897042509,0.488931897042509,1.9703045768824703e-15,5.7140803034168396e-11,0.512,0.436,UP
PIM3,0.436316837427215,0.436316837427215,0.436316837427215,5.1994201294086193e-11,1.50788383172979e-06,0.682,0.602,UP
KDM6B,0.427323464917483,0.427323464917483,0.427323464917483,5.76884754579489e-07,0.0167302347675598,0.463,0.371,UP
FAM118A,0.425611211012294,0.425611211012294,0.425611211012294,1.12954396802239e-08,0.0003275790461661,0.256,0.135,UP
HSPA5,0.414183377388718,0.414183377388718,0.414183377388718,9.44874708228072e-12,2.74023114133223e-07,0.722,0.677,UP
MT-ND1,0.406908822848542,0.406908822848542,0.406908822848542,2.17908897608153e-07,0.006319575939534,0.881,0.874,UP
