gene_symbol,logfc_dz,mean_logfc,median_logfc,P.Value,adj.P.Val,AveExpr,t,B,probe.id,signature_type
FOS,3.22105410147866,3.22105410147866,3.22105410147866,0.0003097654961956,0.0032707404247788,8.80160976751034,-4.1865363414781,0.271270485446958,2353_at,UP
CST1,2.96768350898467,2.96768350898467,2.96768350898467,0.0003376018297625,0.0034559899454553,7.85756417653384,-4.15309522599645,0.190061668200526,1469_at,UP
FOSB,2.4848299500472,2.4848299500472,2.4848299500472,0.0016938572298035,0.0091492548962295,7.57776197537363,-3.51915276532212,-1.32447546452709,2354_at,UP
SUZ12P1,2.070208274003,2.070208274003,2.070208274003,0.0001679319103437,0.0022871790235908,6.97653693220675,-4.42391538431941,0.849855666191765,440423_at,UP
LINC01913,1.82815392061648,1.82815392061648,1.82815392061648,1.24918311931533e-06,0.0004057054926758,5.98995416139601,-6.34613100700094,5.49209170176226,388942_at,UP
BANF1,1.67740683658213,1.67740683658213,1.67740683658213,4.17985387141878e-05,0.001209744039382,11.0563185712892,-4.9620769065354,2.16739613733275,8815_at,UP
LOC114224,1.65241566866817,1.65241566866817,1.65241566866817,9.06521635165951e-05,0.0017209628521537,7.29964760980836,-4.66243040703688,1.43354745998118,114224_at,UP
PKM,1.65019244147599,1.65019244147599,1.65019244147599,1.33004603860818e-05,0.0007787202830628,10.3866367073796,-5.40751682386077,3.25337938936553,5315_at,UP
CYP4F12,1.6438984450348,1.6438984450348,1.6438984450348,8.72774931555619e-08,0.0001489826808165,6.98000014752699,-7.45051204944961,7.99119965482179,66002_at,UP
EPHX1,1.63852425512949,1.63852425512949,1.63852425512949,6.49055643830429e-05,0.0014578131368665,9.90931153629581,-4.79167200887402,1.75015463462951,2052_at,UP
PRB3,1.62724238024088,1.62724238024088,1.62724238024088,9.78338991140562e-07,0.0003904524323476,8.11288214529964,-6.44510451096593,5.72267189694136,5544_at,UP
PRKCSH,1.61684171207157,1.61684171207157,1.61684171207157,9.88520854108787e-06,0.0007065221163645,10.1310063302106,-5.52368312611148,3.53474312236432,5589_at,UP
APOC1P1,1.56861571060821,1.56861571060821,1.56861571060821,6.19565223192449e-07,0.0003732698244668,6.64152168909893,-6.63132571142349,6.15319451893088,342_at,UP
APOD,1.50565650556532,1.50565650556532,1.50565650556532,0.0051341375715111,0.0194036298920358,10.056362177491,-3.06911640534113,-2.35273191379532,347_at,UP
CREB3L1,1.500470809597,1.500470809597,1.500470809597,0.0003935552235198,0.0037381960807363,8.84376587053459,-4.09343568675738,0.0454165000167999,90993_at,UP
IER2,1.48268449934683,1.48268449934683,1.48268449934683,0.0002284564192257,0.0027566495628,11.0858406325607,-4.3046864253391,0.558836419337047,9592_at,UP
CD74,1.48167836252917,1.48167836252917,1.48167836252917,8.93357989796006e-05,0.0017134405489683,9.44767539289466,-4.66808788857386,1.44740554837093,972_at,UP
STXBP2,1.47764601432375,1.47764601432375,1.47764601432375,8.62840130116212e-05,0.0016843368286116,8.50214132607294,-4.68153141016926,1.48033668652002,6813_at,UP
PTMAP4,1.46550996739811,1.46550996739811,1.46550996739811,1.20604179493599e-06,0.0004057054926758,6.55060768265539,-6.36033781046196,5.525262825375,5761_at,UP
LOC112268025,1.43803795074221,1.43803795074221,1.43803795074221,4.79130256684682e-05,0.001273022796048,6.50269081934441,-4.90918152623174,2.03793410303468,112268025_at,UP
CFL1,1.42632494383496,1.42632494383496,1.42632494383496,2.33172421421932e-05,0.0010029076470646,12.2316791384144,-5.18865520429075,2.72096096905775,1072_at,UP
SPTAN1,1.41913302160754,1.41913302160754,1.41913302160754,3.79695707588997e-06,0.0005354251378317,8.83392188265164,-5.90103849815913,4.44119857350243,6709_at,UP
EGR1,1.41123944363317,1.41123944363317,1.41123944363317,0.010470021180599,0.0328787235724958,9.06301451604217,-2.76921874979547,-3.00437204496345,1958_at,UP
JUNB,1.41117192082397,1.41117192082397,1.41117192082397,0.0030290617204732,0.0135183377072688,8.69330973038213,-3.28531061741975,-1.86523106596991,3726_at,UP
RHOB,1.39578667859146,1.39578667859146,1.39578667859146,4.67221918334104e-05,0.0012567128875012,9.19270637702515,-4.91893030399124,2.06179896567813,388_at,UP
MUC8,1.38712480043302,1.38712480043302,1.38712480043302,1.95796731239494e-06,0.0004381868777377,8.53163025688607,-6.16522925478817,5.06762624941184,100129528_at,UP
IGLL3P,1.38430389409887,1.38430389409887,1.38430389409887,0.0126960900506045,0.0378058887333307,4.94834204777361,-2.68613097014862,-3.17901092531538,91353_at,UP
IGLV2-14,1.38282185286595,1.38282185286595,1.38282185286595,2.83497351764302e-06,0.0004799305581437,7.49289442968459,-6.01725173974376,4.717664397482,28815_at,UP
ZFP36,1.34750723206501,1.34750723206501,1.34750723206501,0.0107026533440306,0.0334298797040444,10.5605797178511,-2.75979430284291,-3.02431946069427,7538_at,UP
LINC00957,1.34680336437193,1.34680336437193,1.34680336437193,1.69589439132339e-07,0.0002043452983051,9.00293067041891,-7.16890437436759,7.37005793997606,255031_at,UP
LINC00520,1.34291228819692,1.34291228819692,1.34291228819692,3.24838555382095e-07,0.0002464441840165,6.64147282354089,-6.89740116805903,6.76044930109034,645687_at,UP
ELN,1.32983064018483,1.32983064018483,1.32983064018483,0.0010162447711338,0.0066044904288459,8.22888487704311,-3.72185725467009,-0.846609008905784,2006_at,UP
IL2RG,1.32108684675209,1.32108684675209,1.32108684675209,2.40300167407446e-05,0.0010086698010602,7.26815974416693,-5.17694515658236,2.69240191644236,3561_at,UP
COL6A1,1.31198958718873,1.31198958718873,1.31198958718873,6.23822267603239e-05,0.00143255328807,7.86930240339099,-4.80701650984447,1.7877422401465,1291_at,UP
RN7SKP187,1.30111409796746,1.30111409796746,1.30111409796746,2.35399204457579e-06,0.0004598293834849,6.96438337864376,-6.09147404103126,4.89349619290716,106480890_at,UP
FKBP8,1.29760132782364,1.29760132782364,1.29760132782364,0.0001438040321362,0.0021576404550671,7.19569775337423,-4.48394630039191,0.996617232819482,23770_at,UP
CST4,1.29301587618622,1.29301587618622,1.29301587618622,0.0009044553260224,0.0061551039529048,8.56167997950306,-3.76779764470059,-0.737326136281092,1472_at,UP
PPP1R1B,1.28986709144722,1.28986709144722,1.28986709144722,0.0019175726223886,0.0099115714350264,7.48852228625305,-3.46956561618975,-1.44017063621268,84152_at,UP
RAB3IL1,1.28757595826094,1.28757595826094,1.28757595826094,1.56212003388483e-05,0.000846520285029,7.76434383241458,-5.34470482805211,3.10086465110259,5866_at,UP
