gene_symbol,logfc_dz,mean_logfc,median_logfc,p_val,p_val_adj,pct.1,pct.2,signature_type
SLPI,3.0673865372605,3.0673865372605,3.0673865372605,2.61256093524297e-15,7.576687968298119e-11,0.787,0.502,UP
PAEP,2.5995327935217,2.5995327935217,2.5995327935217,7.23590349913262e-44,2.09848437378345e-39,0.467,0.544,UP
SCGB2A1,2.51943287636584,2.51943287636584,2.51943287636584,1.0487616990569702e-09,3.04151380343511e-05,0.814,0.349,UP
SPP1,1.54188225449745,1.54188225449745,1.54188225449745,8.57108576362338e-10,2.48570058230842e-05,0.127,0.057,UP
LCN2,1.28958746755816,1.28958746755816,1.28958746755816,1.24120982868844e-16,3.59963262417935e-12,0.381,0.366,UP
GNG11,1.22458707506008,1.22458707506008,1.22458707506008,4.98406736013487e-07,0.0144542937511271,0.481,0.201,UP
CD74,1.15076982266559,1.15076982266559,1.15076982266559,3.5155522211359604e-09,0.0001019545299651,0.544,0.334,UP
HLA-DRA,1.10864312079611,1.10864312079611,1.10864312079611,1.558216356238e-08,0.0004518983254725,0.331,0.097,UP
TFPI2,0.91728123017208,0.91728123017208,0.91728123017208,6.9412740079977e-09,0.0002013038875059,0.794,0.652,UP
TMEM101,0.800170375879843,0.800170375879843,0.800170375879843,1.0690364825207e-11,3.1003127029583e-07,0.537,0.235,UP
CYP51A1,0.74201448445163,0.74201448445163,0.74201448445163,3.26715193244469e-11,9.47506731928284e-07,0.483,0.228,UP
CP,0.709778072989014,0.709778072989014,0.709778072989014,9.97341695497332e-20,2.8923906511118102e-15,0.268,0.099,UP
TSTD1,0.693315939973176,0.693315939973176,0.693315939973176,5.1835748762893e-09,0.0001503288549872,0.589,0.291,UP
FAM177A1,0.680577801468065,0.680577801468065,0.680577801468065,3.6095102160395e-11,1.04679405775362e-06,0.554,0.305,UP
C4orf3,0.677585620093401,0.677585620093401,0.677585620093401,1.32229795154905e-07,0.0038347962892873,0.508,0.245,UP
CSRP2,0.664058320549679,0.664058320549679,0.664058320549679,7.71661458171854e-08,0.0022378953948441,0.354,0.164,UP
CIB1,0.653668601176791,0.653668601176791,0.653668601176791,8.88211612075585e-07,0.025759024961804,0.598,0.318,UP
PAPSS1,0.642682513064567,0.642682513064567,0.642682513064567,3.67348455708732e-09,0.00010653472564,0.507,0.25,UP
G0S2,0.634081339052908,0.634081339052908,0.634081339052908,2.50015748236739e-13,7.250706714613681e-09,0.315,0.278,UP
GAPDH,0.62971571938254,0.62971571938254,0.62971571938254,2.77797628355341e-07,0.0080564090199332,0.925,0.816,UP
NNMT,0.62661293500301,0.62661293500301,0.62661293500301,1.14816423460831e-12,3.32979109678757e-08,0.179,0.072,UP
MGST2,0.611126089976788,0.611126089976788,0.611126089976788,1.13686614435393e-07,0.0032970255052408,0.496,0.225,UP
CLDN10,0.610164882875051,0.610164882875051,0.610164882875051,6.73870352420098e-07,0.0195429140905353,0.406,0.215,UP
BIRC3,0.593582251298804,0.593582251298804,0.593582251298804,2.0786315342126302e-14,6.02823931237004e-10,0.638,0.408,UP
DUSP23,0.585301031552142,0.585301031552142,0.585301031552142,3.47608006836638e-07,0.0100809798062693,0.422,0.184,UP
TMEM141,0.585189386781437,0.585189386781437,0.585189386781437,7.587932111918039e-11,2.20057619177735e-06,0.44,0.219,UP
FXYD3,0.576776584429612,0.576776584429612,0.576776584429612,1.42558477736224e-08,0.0004134338412828,0.383,0.151,UP
DHRS7,0.573314837271997,0.573314837271997,0.573314837271997,4.94317874257903e-08,0.0014335712671353,0.42,0.184,UP
FOLR1,0.55822994945507,0.55822994945507,0.55822994945507,1.27230975264337e-07,0.003689825513641,0.144,0.025,UP
MSMO1,0.555750199909442,0.555750199909442,0.555750199909442,8.43823479182339e-08,0.0024471724719767,0.424,0.206,UP
SCP2,0.553331690933308,0.553331690933308,0.553331690933308,4.1302087338198003e-10,1.19780183489508e-05,0.491,0.224,UP
TMEM205,0.550504149714456,0.550504149714456,0.550504149714456,3.89955702836791e-07,0.0113091053379698,0.487,0.227,UP
DCXR,0.548644033240831,0.548644033240831,0.548644033240831,1.73900295671457e-07,0.0050432824747679,0.386,0.17,UP
IDI1,0.543108419458035,0.543108419458035,0.543108419458035,5.86681280617251e-12,1.70143438191809e-07,0.469,0.222,UP
MMP7,0.542816021861579,0.542816021861579,0.542816021861579,1.56587466610768e-50,4.5411931191788905e-46,0.519,0.63,UP
MSX1,0.534880460167402,0.534880460167402,0.534880460167402,1.0566905305218801e-09,3.06450820756649e-05,0.542,0.299,UP
GUSB,0.52449521420954,0.52449521420954,0.52449521420954,1.04362071712353e-06,0.0302660444172994,0.339,0.185,UP
SMDT1,0.519504219413996,0.519504219413996,0.519504219413996,1.22482488435027e-06,0.0355211464710422,0.539,0.287,UP
INSIG1,0.519408939657099,0.519408939657099,0.519408939657099,5.00400010717513e-08,0.0014512100710818,0.381,0.147,UP
TM4SF1,0.509570669055305,0.509570669055305,0.509570669055305,6.12083054870692e-08,0.0017751020674304,0.791,0.752,UP
C1orf122,0.507927371966838,0.507927371966838,0.507927371966838,1.43645977953528e-10,4.16587700663027e-06,0.465,0.255,UP
PHLDA2,0.489454985927405,0.489454985927405,0.489454985927405,1.80553678991208e-10,5.23623724442401e-06,0.633,0.459,UP
TSPAN1,0.488909537754162,0.488909537754162,0.488909537754162,5.71921324511793e-07,0.0165862903321665,0.49,0.315,UP
S100A1,0.484395260237612,0.484395260237612,0.484395260237612,1.0553298753325e-12,3.06056217145179e-08,0.143,0.041,UP
NPDC1,0.481760153557427,0.481760153557427,0.481760153557427,2.18498235552407e-16,6.33666732925534e-12,0.553,0.321,UP
TMEM238,0.479007601387698,0.479007601387698,0.479007601387698,2.37520498208509e-07,0.0068883319685449,0.51,0.255,UP
CFB,0.470837966734501,0.470837966734501,0.470837966734501,1.79544778887937e-11,5.20697813252906e-07,0.147,0.051,UP
NME4,0.468247514755288,0.468247514755288,0.468247514755288,1.46750509602476e-10,4.2559115289814e-06,0.415,0.212,UP
CREG1,0.462757156377207,0.462757156377207,0.462757156377207,3.47520626800746e-07,0.0100784456978484,0.251,0.09,UP
CNDP2,0.461632550722528,0.461632550722528,0.461632550722528,6.95828701923378e-08,0.0020179728184479,0.495,0.242,UP
ETS2,0.46072263909533,0.46072263909533,0.46072263909533,6.4601293793125e-07,0.0187350212129442,0.65,0.426,UP
CD99,0.453101118068488,0.453101118068488,0.453101118068488,1.20221728853791e-08,0.0003486550358488,0.657,0.421,UP
HSPB1,0.451356214511069,0.451356214511069,0.451356214511069,7.92026916357968e-15,2.29695726012974e-10,0.845,0.676,UP
DPM3,0.450288814377785,0.450288814377785,0.450288814377785,4.43794448669973e-09,0.0001287048280587,0.473,0.261,UP
TSPAN13,0.448412396235754,0.448412396235754,0.448412396235754,9.012013977042051e-09,0.0002613574173481,0.367,0.148,UP
GPX3,0.447725468620745,0.447725468620745,0.447725468620745,2.08975046463928e-21,6.06048532250039e-17,0.196,0.125,UP
PDZK1IP1,0.438684075975322,0.438684075975322,0.438684075975322,2.9341723169746503e-15,8.50939313645818e-11,0.175,0.078,UP
ABRACL,0.437328064772225,0.437328064772225,0.437328064772225,1.41344902209701e-07,0.0040991435089835,0.517,0.295,UP
LMNA,0.43369860577202,0.43369860577202,0.43369860577202,5.74387929841802e-07,0.0166578243533421,0.736,0.538,UP
GTF3C6,0.430031915027209,0.430031915027209,0.430031915027209,5.29268291703548e-07,0.0153493097276946,0.433,0.219,UP
LGALS3,0.424602713561181,0.424602713561181,0.424602713561181,6.37252638002054e-08,0.0018480963754697,0.807,0.64,UP
IFI6,0.422921030339022,0.422921030339022,0.422921030339022,6.33674069706755e-07,0.0183771816955656,0.362,0.249,UP
COA8,0.415179807961999,0.415179807961999,0.415179807961999,9.30329917572537e-08,0.0026980497939521,0.407,0.228,UP
GSN,0.414244457333391,0.414244457333391,0.414244457333391,1.86297354322309e-08,0.0005402809572701,0.46,0.288,UP
NDUFA7,0.410988478698081,0.410988478698081,0.410988478698081,4.21536800591188e-12,1.2224988753945e-07,0.542,0.299,UP
HPRT1,0.409672498941898,0.409672498941898,0.409672498941898,5.33822609573221e-09,0.0001548138950023,0.241,0.122,UP
MPC2,0.408007176356082,0.408007176356082,0.408007176356082,3.12746854336613e-20,9.06997152261612e-16,0.367,0.179,UP
AGR3,0.403944629541384,0.403944629541384,0.403944629541384,1.55552191384253e-06,0.0451116910233473,0.197,0.055,UP
IFITM2,0.400051102431722,0.400051102431722,0.400051102431722,6.30195023011416e-07,0.0182762858623541,0.444,0.274,UP
SEC11C,0.393881521290345,0.393881521290345,0.393881521290345,5.66434240697187e-12,1.64271594144591e-07,0.435,0.236,UP
HMGN3,0.392866485158342,0.392866485158342,0.392866485158342,7.61432197136573e-07,0.0220822951491578,0.526,0.275,UP
BHLHE40,0.386751729933512,0.386751729933512,0.386751729933512,7.6852069945044e-13,2.22878688047622e-08,0.449,0.252,UP
HLA-B,0.386544294328098,0.386544294328098,0.386544294328098,6.3880542502049e-16,1.8525996131019197e-11,0.803,0.775,UP
BHLHE41,0.384945348434561,0.384945348434561,0.384945348434561,8.19479888659282e-07,0.0237657362510078,0.266,0.107,UP
TRAPPC6A,0.384748547021688,0.384748547021688,0.384748547021688,1.96665986238926e-10,5.7035102669151e-06,0.345,0.161,UP
CIRBP,0.383707091992007,0.383707091992007,0.383707091992007,3.69724567376952e-08,0.0010722382178499,0.589,0.348,UP
HLA-A,0.380174438933429,0.380174438933429,0.380174438933429,3.4682940648058794e-11,1.00583996173435e-06,0.736,0.676,UP
HOMER2,0.377101346383466,0.377101346383466,0.377101346383466,3.44381861340725e-07,0.0099874183607423,0.336,0.136,UP
CAPS,0.376784360626719,0.376784360626719,0.376784360626719,1.7550482879047102e-09,5.08981553975245e-05,0.49,0.25,UP
MIDN,0.375100312475047,0.375100312475047,0.375100312475047,4.82833153828976e-07,0.0140026442941941,0.558,0.359,UP
FAM162A,0.374905008188306,0.374905008188306,0.374905008188306,9.3525280813368e-08,0.0027123266688684,0.342,0.175,UP
CDKN1C,0.371990063977148,0.371990063977148,0.371990063977148,1.05677060784614e-08,0.0003064740439814,0.245,0.139,UP
TMBIM4,0.371667702766786,0.371667702766786,0.371667702766786,2.33879021058516e-07,0.006782725489718,0.487,0.274,UP
ERRFI1,0.370917390008937,0.370917390008937,0.370917390008937,3.24623347848101e-08,0.0009414401710942,0.645,0.475,UP
ATRAID,0.368922695662081,0.368922695662081,0.368922695662081,1.60937507725679e-06,0.0466734866155242,0.468,0.245,UP
VAMP8,0.36859455873701,0.36859455873701,0.36859455873701,2.0492041936301203e-09,5.94289708194671e-05,0.541,0.329,UP
SERPING1,0.36806617962455,0.36806617962455,0.36806617962455,7.23364993943978e-16,2.09783081893693e-11,0.296,0.156,UP
NAA38,0.367508776899103,0.367508776899103,0.367508776899103,2.1395356914113702e-14,6.204867458662101e-10,0.461,0.25,UP
NME3,0.36405294303478,0.36405294303478,0.36405294303478,9.35848839295908e-08,0.002714055218842,0.439,0.233,UP
HADHB,0.36166893400699,0.36166893400699,0.36166893400699,2.5093205311064e-08,0.0007277280472261,0.315,0.163,UP
H2AFJ,0.360268913336161,0.360268913336161,0.360268913336161,2.9895992474777996e-12,8.67013677761037e-08,0.433,0.229,UP
ANAPC11,0.359042886221864,0.359042886221864,0.359042886221864,1.52853921971425e-08,0.0004432916591093,0.468,0.267,UP
LGALS3BP,0.357094500962579,0.357094500962579,0.357094500962579,1.67239296967575e-08,0.0004850106851356,0.443,0.255,UP
TMEM219,0.35514091426035,0.35514091426035,0.35514091426035,1.4785541722334e-08,0.0004287954954894,0.416,0.228,UP
RBM3,0.35452398611696,0.35452398611696,0.35452398611696,1.64026434022721e-10,4.75693061309294e-06,0.647,0.399,UP
SLC39A4,0.352619783067705,0.352619783067705,0.352619783067705,4.67579277699993e-11,1.35602666325775e-06,0.325,0.142,UP
TMEM14C,0.351264833730744,0.351264833730744,0.351264833730744,1.1724593868657e-06,0.0340024946784922,0.476,0.274,UP
C12orf57,0.350056217188506,0.350056217188506,0.350056217188506,6.10869831528945e-08,0.001771583598417,0.58,0.357,UP
AGPAT2,0.347655382505468,0.347655382505468,0.347655382505468,3.57909738660106e-08,0.0010379740330881,0.364,0.203,UP
MTLN,0.347453500754263,0.347453500754263,0.347453500754263,2.48078485434501e-08,0.0007194524156085,0.382,0.237,UP
MAGED1,0.345981443216397,0.345981443216397,0.345981443216397,4.34081772632221e-09,0.000125888054881,0.285,0.14,UP
CSRNP1,0.344236686286111,0.344236686286111,0.344236686286111,3.6317849220687304e-09,0.0001053253945249,0.349,0.19,UP
ECH1,0.343505987934626,0.343505987934626,0.343505987934626,1.25812146837842e-08,0.0003648678070444,0.377,0.198,UP
PLAAT4,0.34335719186322,0.34335719186322,0.34335719186322,8.68474164764924e-10,2.51866192523476e-05,0.216,0.079,UP
GRN,0.337483217569277,0.337483217569277,0.337483217569277,1.3035432657717801e-10,3.78040582506474e-06,0.513,0.318,UP
NINJ1,0.335578420737139,0.335578420737139,0.335578420737139,2.59766229532176e-12,7.53348042266263e-08,0.381,0.23,UP
NDUFA3,0.335458633486507,0.335458633486507,0.335458633486507,2.3507546991177302e-09,6.81742370291134e-05,0.596,0.376,UP
SQLE,0.334361319658138,0.334361319658138,0.334361319658138,2.6747923896674e-07,0.0077571654092744,0.271,0.13,UP
BCAP29,0.333780268601769,0.333780268601769,0.333780268601769,3.86043586675914e-07,0.0111956500571882,0.464,0.28,UP
BST2,0.332251776627903,0.332251776627903,0.332251776627903,4.59920801107947e-11,1.33381631529316e-06,0.236,0.149,UP
