gene_symbol,logfc_dz,mean_logfc,median_logfc,p_val,p_val_adj,pct.1,pct.2,signature_type
MIEN1,0.331999554613004,0.331999554613004,0.331999554613004,3.26849444740571e-10,9.4789607469213e-06,0.425,0.233,UP
B2M,0.331389558308956,0.331389558308956,0.331389558308956,8.6025124038198e-25,2.4948146222317802e-20,0.946,0.897,UP
MIR200CHG,0.330233610781953,0.330233610781953,0.330233610781953,1.00279418500657e-06,0.0290820341593754,0.133,0.025,UP
NDUFB10,0.330095134974771,0.330095134974771,0.330095134974771,4.51813825041132e-09,0.0001310305274001,0.499,0.29,UP
LAMTOR2,0.329388377543148,0.329388377543148,0.329388377543148,9.04810895787796e-08,0.0026240420788741,0.456,0.25,UP
MFSD2A,0.327530241919599,0.327530241919599,0.327530241919599,6.6023406430273e-07,0.0191474480988435,0.329,0.147,UP
MDH2,0.326855001073859,0.326855001073859,0.326855001073859,6.04425387991491e-08,0.0017528940677141,0.456,0.265,UP
TNFSF10,0.326809551177008,0.326809551177008,0.326809551177008,2.2586953600529504e-09,6.55044241368956e-05,0.219,0.129,UP
COX14,0.326642096062858,0.326642096062858,0.326642096062858,4.51995946029172e-07,0.013108334430792,0.385,0.213,UP
NDUFB6,0.326566425639828,0.326566425639828,0.326566425639828,8.81421964824102e-10,2.55621184018638e-05,0.347,0.185,UP
ZCRB1,0.322750189054877,0.322750189054877,0.322750189054877,7.72337841577098e-10,2.23985697435774e-05,0.331,0.175,UP
ETFRF1,0.322579573548743,0.322579573548743,0.322579573548743,3.1416314304543597e-12,9.11104531146068e-08,0.231,0.097,UP
ALKBH7,0.322187826169792,0.322187826169792,0.322187826169792,1.94894162823267e-09,5.65212561603757e-05,0.453,0.251,UP
PRDX3,0.320616380378107,0.320616380378107,0.320616380378107,5.458340947705849e-12,1.58297345824417e-07,0.317,0.156,UP
IRF1,0.318647683513564,0.318647683513564,0.318647683513564,1.14154023842083e-07,0.0033105808454442,0.495,0.325,UP
KRTCAP3,0.31690661534487,0.31690661534487,0.31690661534487,8.6758190697239e-07,0.0251607428841063,0.314,0.156,UP
TECR,0.315315663644938,0.315315663644938,0.315315663644938,9.30330400085253e-09,0.0002698051193287,0.372,0.195,UP
NDUFS8,0.313605144157363,0.313605144157363,0.313605144157363,1.42064208564804e-06,0.0412000411258788,0.436,0.254,UP
NUCB2,0.313199445302743,0.313199445302743,0.313199445302743,4.6805521392949e-07,0.0135740692591692,0.307,0.162,UP
SPTSSA,0.312869059130509,0.312869059130509,0.312869059130509,7.72321539248192e-11,2.23980969597368e-06,0.374,0.211,UP
ISG15,0.312593503603745,0.312593503603745,0.312593503603745,1.25872765301172e-08,0.0003650436066499,0.33,0.211,UP
ATP1A1,0.311120467852923,0.311120467852923,0.311120467852923,1.19881084250037e-10,3.47667132433533e-06,0.592,0.395,UP
QPRT,0.310676739019099,0.310676739019099,0.310676739019099,6.21892658821033e-09,0.0001803550899846,0.33,0.176,UP
SMIM4,0.30970425304074,0.30970425304074,0.30970425304074,6.02777735947361e-13,1.74811571202094e-08,0.346,0.172,UP
NDUFAF3,0.307684601762265,0.307684601762265,0.307684601762265,5.09073469309269e-07,0.0147636396834381,0.346,0.196,UP
MUC1,0.30765648181813,0.30765648181813,0.30765648181813,2.7045679145272497e-12,7.84351740892049e-08,0.588,0.377,UP
ZFAND2A,0.305612305936359,0.305612305936359,0.305612305936359,1.06841092110679e-06,0.0309849851230181,0.268,0.177,UP
MKNK2,0.303992120868105,0.303992120868105,0.303992120868105,4.35591743930067e-13,1.26325961657159e-08,0.426,0.254,UP
P4HB,0.303848790315014,0.303848790315014,0.303848790315014,2.27358074676821e-09,6.59361152370247e-05,0.584,0.399,UP
MT-ATP6,0.302026488875903,0.302026488875903,0.302026488875903,2.7192966990853698e-18,7.88623235701748e-14,0.964,0.922,UP
MRPL41,0.301461676139458,0.301461676139458,0.301461676139458,1.44507481868764e-08,0.0004190861481676,0.438,0.253,UP
ANXA4,0.299890287153336,0.299890287153336,0.299890287153336,2.99329337612472e-08,0.0008680850120099,0.39,0.223,UP
PIGT,0.299431213214927,0.299431213214927,0.299431213214927,1.05704116208514e-06,0.0306552507416311,0.324,0.188,UP
DLX5,0.297864197701178,0.297864197701178,0.297864197701178,4.15283429057262e-10,1.20436347260897e-05,0.327,0.192,UP
SELENOF,0.297264064572575,0.297264064572575,0.297264064572575,5.17780926370873e-07,0.0150161646456817,0.472,0.295,UP
TCEA3,0.296711665701744,0.296711665701744,0.296711665701744,9.71578823719247e-07,0.0281767574666819,0.156,0.043,UP
LIF,0.295307875207841,0.295307875207841,0.295307875207841,1.66754764781335e-07,0.0048360549334235,0.347,0.233,UP
PON2,0.292088734256977,0.292088734256977,0.292088734256977,3.15750206473214e-09,9.15707173792967e-05,0.33,0.19,UP
OAT,0.290384342036263,0.290384342036263,0.290384342036263,2.05900934959468e-08,0.0005971333014759,0.334,0.184,UP
PDLIM1,0.290191391691979,0.290191391691979,0.290191391691979,1.83304442281878e-08,0.0005316012130616,0.511,0.306,UP
FMC1,0.28937343630099,0.28937343630099,0.28937343630099,5.56332457121724e-11,1.61341975889871e-06,0.347,0.182,UP
ABHD5,0.288281721336055,0.288281721336055,0.288281721336055,8.42193747387167e-07,0.0244244608679752,0.306,0.165,UP
FDFT1,0.287038025076692,0.287038025076692,0.287038025076692,2.34903518638438e-10,6.81243694403334e-06,0.378,0.216,UP
HSPB11,0.285866004850128,0.285866004850128,0.285866004850128,8.66712410410892e-07,0.0251355266143263,0.296,0.173,UP
EPHX1,0.284544039234711,0.284544039234711,0.284544039234711,5.87779119843811e-09,0.0001704618225459,0.26,0.127,UP
SLC20A1,0.27993232765577,0.27993232765577,0.27993232765577,3.49459828622518e-08,0.0010134684489881,0.313,0.181,UP
PRSS22,0.278190864016323,0.278190864016323,0.278190864016323,3.80574395226434e-08,0.0011037038035961,0.447,0.307,UP
DPP7,0.27591103093559,0.27591103093559,0.27591103093559,4.14240308987914e-07,0.0120133832009585,0.329,0.178,UP
SEC22B,0.275558045116166,0.275558045116166,0.275558045116166,8.36479462047544e-08,0.002425874087884,0.311,0.169,UP
PDIA3,0.275117333374116,0.275117333374116,0.275117333374116,1.62393979340606e-10,4.70958779485691e-06,0.735,0.59,UP
AKR1A1,0.273939088880144,0.273939088880144,0.273939088880144,3.79200730975882e-08,0.0010997200399031,0.356,0.209,UP
NBDY,0.273507484617766,0.273507484617766,0.273507484617766,1.12407620574644e-06,0.0325993340428525,0.366,0.209,UP
PLPP5,0.273354281693775,0.273354281693775,0.273354281693775,1.1939076887089002e-10,3.46245168802469e-06,0.308,0.151,UP
LMAN1,0.272504514321477,0.272504514321477,0.272504514321477,2.56601575441074e-08,0.0007441702289366,0.557,0.37,UP
LYPD3,0.270733692872231,0.270733692872231,0.270733692872231,8.27506140870792e-09,0.0002399850559139,0.117,0.034,UP
CTSA,0.269677939448771,0.269677939448771,0.269677939448771,1.83718001684066e-07,0.0053280057668396,0.208,0.101,UP
CA12,0.269535389924316,0.269535389924316,0.269535389924316,1.52435034594456e-06,0.0442076843827382,0.244,0.109,UP
C9orf72,0.267194779636212,0.267194779636212,0.267194779636212,8.82484732956394e-08,0.0025592939740468,0.287,0.159,UP
GTF2H5,0.265572008606723,0.265572008606723,0.265572008606723,1.19350069566643e-12,3.46127136750221e-08,0.408,0.223,UP
BOLA3,0.265408476561112,0.265408476561112,0.265408476561112,5.516910148858999e-13,1.5999591122706e-08,0.29,0.132,UP
PHYHD1,0.264923739162528,0.264923739162528,0.264923739162528,1.03507604672131e-07,0.0030018240430964,0.253,0.134,UP
IL1R1,0.264264004864372,0.264264004864372,0.264264004864372,1.93701231017907e-07,0.0056175294007503,0.563,0.359,UP
COX16,0.263733430853253,0.263733430853253,0.263733430853253,1.6919756104053502e-09,4.90689846773657e-05,0.525,0.363,UP
CHCHD10,0.26158309622588,0.26158309622588,0.26158309622588,3.29293924955228e-07,0.0095498531176265,0.417,0.242,UP
ARSD,0.261188696136785,0.261188696136785,0.261188696136785,1.54879643952678e-06,0.0449166455427161,0.212,0.093,UP
TMEM179B,0.255499176893243,0.255499176893243,0.255499176893243,3.40005936047987e-07,0.0098605121513276,0.328,0.184,UP
JTB,0.254084904698052,0.254084904698052,0.254084904698052,1.150452802363e-08,0.0003336428172132,0.491,0.312,UP
LIMS1,0.253510704830325,0.253510704830325,0.253510704830325,2.39412822551756e-12,6.94321126682347e-08,0.599,0.415,UP
VPS28,0.252985925608504,0.252985925608504,0.252985925608504,1.08055822914575e-07,0.0031337269203455,0.529,0.326,UP
TAP1,0.252915956356662,0.252915956356662,0.252915956356662,3.2341598629833804e-09,9.37938701863811e-05,0.23,0.103,UP
ZNF593,0.252265115940843,0.252265115940843,0.252265115940843,1.6754539232100902e-09,4.85898392270159e-05,0.403,0.249,UP
PHB2,0.252015109703999,0.252015109703999,0.252015109703999,2.3660470322627398e-12,6.86177299826518e-08,0.439,0.272,UP
MRPL3,0.251469655429862,0.251469655429862,0.251469655429862,1.38174659418202e-08,0.0004007203297787,0.298,0.172,UP
RNF7,0.251405418275871,0.251405418275871,0.251405418275871,5.613988259476721e-09,0.000162811273513,0.401,0.252,UP
TMEM208,0.250666478757192,0.250666478757192,0.250666478757192,1.89072396456118e-07,0.0054832885696238,0.393,0.244,UP
WDR83OS,0.250319273479741,0.250319273479741,0.250319273479741,1.17951914319804e-06,0.0342072346718864,0.596,0.394,UP
PNKD,0.248905122112387,0.248905122112387,0.248905122112387,3.18762118311252e-13,9.244420193144612e-09,0.362,0.201,UP
ADI1,0.248473174984364,0.248473174984364,0.248473174984364,4.88196949850707e-13,1.41581997426204e-08,0.377,0.221,UP
ATP5MC3,0.248183974512843,0.248183974512843,0.248183974512843,1.17410209887311e-08,0.0003405013496941,0.698,0.458,UP
PMEPA1,0.247862453743586,0.247862453743586,0.247862453743586,5.96895351554034e-07,0.0173105620904185,0.431,0.348,UP
BSCL2,0.247550069429139,0.247550069429139,0.247550069429139,2.48608263246359e-07,0.0072098882424076,0.253,0.142,UP
ARRDC3,0.246376651960288,0.246376651960288,0.246376651960288,1.03766257555586e-08,0.0003009325235369,0.251,0.145,UP
TCEAL4,0.246165755398934,0.246165755398934,0.246165755398934,9.04753664794825e-12,2.62387610327147e-07,0.467,0.312,UP
SERINC2,0.244942321416558,0.244942321416558,0.244942321416558,1.8680407208870602e-09,5.41750489464457e-05,0.46,0.299,UP
TMEM134,0.243756421627331,0.243756421627331,0.243756421627331,1.39297061793851e-06,0.0403975408908347,0.282,0.153,UP
HADHA,0.241635630058241,0.241635630058241,0.241635630058241,5.08856918262364e-07,0.0147573594865268,0.341,0.21,UP
MT-ND4,0.240981153674591,0.240981153674591,0.240981153674591,3.28752239945232e-15,9.534143710651669e-11,0.962,0.928,UP
HINT2,0.239273075393416,0.239273075393416,0.239273075393416,1.28903404254642e-07,0.0037383276267888,0.271,0.148,UP
PSMB9,0.239262439561646,0.239262439561646,0.239262439561646,8.058528517660679e-12,2.33705385540677e-07,0.199,0.084,UP
NAMPT,0.238777121961245,0.238777121961245,0.238777121961245,1.45698194769223e-07,0.0042253933465022,0.474,0.32,UP
ECHDC2,0.237430302997877,0.237430302997877,0.237430302997877,8.94980318089219e-10,2.59553242049054e-05,0.242,0.119,UP
YPEL5,0.236533176754522,0.236533176754522,0.236533176754522,3.2101131167367e-08,0.0009309649049848,0.522,0.347,UP
PTRHD1,0.236408138451918,0.236408138451918,0.236408138451918,9.46589735682418e-07,0.0274520489245258,0.366,0.238,UP
MRPS21,0.234877892430057,0.234877892430057,0.234877892430057,8.977859380404881e-09,0.0002603668998911,0.553,0.375,UP
PRXL2C,0.233725648963611,0.233725648963611,0.233725648963611,1.38340080299046e-11,4.01200066875265e-07,0.217,0.105,UP
MGMT,0.232650238269016,0.232650238269016,0.232650238269016,2.14565495880018e-10,6.2226139460164e-06,0.269,0.144,UP
TMED4,0.232596000956172,0.232596000956172,0.232596000956172,6.35117408004858e-08,0.0018419039949548,0.389,0.232,UP
STX18,0.232189268322252,0.232189268322252,0.232189268322252,2.41423073212894e-10,7.00151054624715e-06,0.473,0.262,UP
CD151,0.231812448784961,0.231812448784961,0.231812448784961,9.31132722603072e-07,0.0270037800882117,0.578,0.402,UP
TMEM14B,0.231657279519351,0.231657279519351,0.231657279519351,1.77971131731027e-07,0.0051613407913315,0.46,0.287,UP
ACAT2,0.230742807865367,0.230742807865367,0.230742807865367,1.539295392669e-06,0.0446411056827938,0.178,0.078,UP
HIGD2A,0.230105504408437,0.230105504408437,0.230105504408437,2.59013076198591e-08,0.0007511638222835,0.496,0.328,UP
BDH2,0.230080205173611,0.230080205173611,0.230080205173611,1.53765068213736e-06,0.0445934074326657,0.267,0.176,UP
ETFB,0.229488970474001,0.229488970474001,0.229488970474001,3.5990603772693397e-12,1.04376350001188e-07,0.324,0.174,UP
LMAN2,0.229029511812301,0.229029511812301,0.229029511812301,7.911287857123e-08,0.0022943525914442,0.468,0.302,UP
SH3GLB2,0.228666081807337,0.228666081807337,0.228666081807337,2.60610079962262e-08,0.0007557952928985,0.26,0.142,UP
HERPUD1,0.228154469131685,0.228154469131685,0.228154469131685,1.04217044992742e-12,3.0223985218345e-08,0.64,0.494,UP
KLF2,0.226542808981297,0.226542808981297,0.226542808981297,1.49481202319427e-09,4.33510434846569e-05,0.128,0.068,UP
ODF3B,0.226056949300043,0.226056949300043,0.226056949300043,6.29212558906716e-08,0.0018247793420853,0.141,0.032,UP
SORL1,0.225407816419843,0.225407816419843,0.225407816419843,3.02226948507202e-07,0.0087648837336573,0.119,0.038,UP
TP53I3,0.224854700020312,0.224854700020312,0.224854700020312,8.02699129382803e-07,0.0232790774512307,0.268,0.155,UP
IFT43,0.223972126144811,0.223972126144811,0.223972126144811,4.6100714988689e-08,0.0013369668353869,0.232,0.144,UP
HACD3,0.223025183294045,0.223025183294045,0.223025183294045,1.50857380858279e-08,0.000437501490227,0.228,0.12,UP
MORN2,0.222897074123166,0.222897074123166,0.222897074123166,1.36641017639583e-10,3.96272615256555e-06,0.243,0.135,UP
ECI1,0.22271140149128,0.22271140149128,0.22271140149128,2.48834983261827e-07,0.0072164633495762,0.433,0.281,UP
