gene_symbol,logfc_dz:393,logfc_dz:149,logfc_dz:945,logfc_dz:947,logfc_dz:946,logfc_dz:883,mean_logfc,median_logfc,common_experiment,organism,signature_type
ST3GAL4,,,,,,0.0266211722046136,0.0266211722046136,0.0266211722046136,0.0266211722046136,human,UP
SMN2,0.0265704952180385,,,,,,0.0265704952180385,0.0265704952180385,,human,UP
LAMC1,,,,,,0.0265371948480606,0.0265371948480606,0.0265371948480606,0.0265371948480606,human,UP
SEPP1,,0.0148650854825973,,,,0.0378673076629638,0.0263661965727806,0.0263661965727806,0.0378673076629638,human,UP
PTTG1,,,,,0.0263231787830591,,0.0263231787830591,0.0263231787830591,,human,UP
FABP5,0.0317663066089153,,,0.0260646417737007,0.0209277234971523,,0.0262528906265894,0.0260646417737007,,human,UP
FOSB,0.0341017730534076,-0.0744528919458389,,0.1263438612222671,0.01229078322649,0.0327891111373901,0.0262145273387432,0.0327891111373901,0.0327891111373901,human,UP
KPNA2,0.023605627939105,0.0160646196454763,0.0404147654771804,,0.024746149778366,,0.0262077907100319,0.0241758888587355,,human,UP
C10orf32,,0.0261935591697692,,,,,0.0261935591697692,0.0261935591697692,,human,UP
GAS6,,0.0260866098105907,,,,,0.0260866098105907,0.0260866098105907,,human,UP
MAFB,,,,,,0.0259752236306667,0.0259752236306667,0.0259752236306667,0.0259752236306667,human,UP
MIR1244-2,0.04032763838768,,-0.0411408804357051,,0.0785327777266502,,0.025906511892875,0.04032763838768,,human,UP
TCN1,,,,0.081667348742485,,-0.029925163835287,0.0258710924535989,0.0258710924535989,-0.029925163835287,human,UP
TMSB10,-0.0152161372825503,0.1061935797333717,0.0799981728196144,0.0181751307100057,-0.0719042718410492,0.0377023071050643,0.0258247968740761,0.027938718907535,0.0377023071050643,human,UP
RPN2,,0.0266936868429183,0.0249305330216884,,,,0.0258121099323034,0.0258121099323034,,human,UP
NPM1,0.0225268248468637,0.0385237634181976,,0.0173892844468355,0.0247684642672538,,0.0258020842447876,0.0236476445570588,,human,UP
NBPF8,,0.0257587097585201,,,,,0.0257587097585201,0.0257587097585201,,human,UP
LXN,,0.01620021648705,,,,0.0352893695235252,0.0257447930052876,0.0257447930052876,0.0352893695235252,human,UP
CYP27A1,,,,,,0.0257005430757999,0.0257005430757999,0.0257005430757999,0.0257005430757999,human,UP
WBP5,0.0253054182976484,0.0257785283029079,0.0344257391989231,0.0124829029664397,,0.0303981453180313,0.0256781468167901,0.0257785283029079,0.0303981453180313,human,UP
HLA-DMA,,,,,,0.0256103351712226,0.0256103351712226,0.0256103351712226,0.0256103351712226,human,UP
ZWINT,,,0.0122418720275163,,0.038585964590311,,0.0254139183089137,0.0254139183089137,,human,UP
SPRR2F,,,,,,0.0252321064472198,0.0252321064472198,0.0252321064472198,0.0252321064472198,human,UP
RPL21,0.0157942455261945,0.0502241551876068,0.0345323346555233,0.0458795502781868,-0.0205624271184206,,0.0251735717058181,0.0345323346555233,,human,UP
MS4A6A,,,,,,0.0251392107456922,0.0251392107456922,0.0251392107456922,0.0251392107456922,human,UP
DCN,,-0.036725178360939,,,,0.0869903638958931,0.025132592767477,0.025132592767477,0.0869903638958931,human,UP
DNAJB11,0.0353429242968559,,0.0195117462426424,0.0204456858336925,,,0.0251001187910636,0.0204456858336925,,human,UP
IFITM1,0.0570566318929195,,-0.0593204647302627,0.0400074310600757,0.0624079257249832,,0.0250378809869289,0.0485320314764976,,human,UP
FCER1G,,,,,,0.0250309854745864,0.0250309854745864,0.0250309854745864,0.0250309854745864,human,UP
ANXA7,,0.0250215418636798,,,,,0.0250215418636798,0.0250215418636798,,human,UP
TMEM260,,,0.0249479059129953,,,,0.0249479059129953,0.0249479059129953,,human,UP
PLA2G16,,,,,,0.0248695239424705,0.0248695239424705,0.0248695239424705,0.0248695239424705,human,UP
TNS3,,,,,,0.0247681625187397,0.0247681625187397,0.0247681625187397,0.0247681625187397,human,UP
IFITM3,,0.0539520941674709,-0.0474824830889701,0.0340436026453971,0.0584942288696765,,0.0247518606483936,0.043997848406434,,human,UP
PARK7,0.0126974219456315,0.0235614906996488,0.0437617152929306,0.0189209356904029,,,0.0247353909071534,0.0212412131950259,,human,UP
MGP,,0.0328719392418861,,,,0.0165317095816135,0.0247018244117498,0.0247018244117498,0.0165317095816135,human,UP
LCN2,,,0.0246960408985614,,,,0.0246960408985614,0.0246960408985614,,human,UP
TCEAL4,0.0352443344891071,0.0361521318554878,0.0155487684533,0.0547256767749786,-0.0182173643261194,,0.0246907094493508,0.0352443344891071,,human,UP
DLK1,,0.0282933823764324,,,,0.0210384223610162,0.0246659023687243,0.0246659023687243,0.0210384223610162,human,UP
