gene_symbol,logfc_dz,mean_logfc,median_logfc,p_val,p_val_adj,pct.1,pct.2,signature_type
CD74,1.20492377339326,1.20492377339326,1.20492377339326,4.30655387627389e-08,0.0012489436896581,0.663,0.555,UP
HLA-B,0.403384189906015,0.403384189906015,0.403384189906015,4.8370402183007905e-09,0.0001402790033709,0.746,0.783,UP
CATSPERD,0.232128697562759,0.232128697562759,0.232128697562759,7.71791177425803e-08,0.0022382715936525,0.467,0.429,UP
B2M,0.151184604178097,0.151184604178097,0.151184604178097,3.80077226283316e-09,0.0001102261963944,0.942,0.961,UP
RIDA,-0.314873974900335,-0.314873974900335,-0.314873974900335,5.5882622287514e-08,0.0016206519289601,0.194,0.335,DOWN
LINC00467,-0.279860536278573,-0.279860536278573,-0.279860536278573,1.21052993883373e-06,0.0351065787561171,0.398,0.52,DOWN
CACNB3,-0.238218584625544,-0.238218584625544,-0.238218584625544,1.05063547980421e-06,0.030469479549802,0.058,0.106,DOWN
ERCC1,-0.232579554181953,-0.232579554181953,-0.232579554181953,2.58846890549879e-08,0.0007506818672837,0.399,0.547,DOWN
TMEM234,-0.207268182980687,-0.207268182980687,-0.207268182980687,9.24584595622248e-07,0.0268138778576408,0.211,0.354,DOWN
PUSL1,-0.178439930910995,-0.178439930910995,-0.178439930910995,6.88656420689464e-10,1.99717248564152e-05,0.062,0.13,DOWN
ARID3B,-0.174325597715201,-0.174325597715201,-0.174325597715201,4.33261138859974e-08,0.0012565006288078,0.085,0.165,DOWN
HAUS1,-0.162565798342854,-0.162565798342854,-0.162565798342854,2.85108911564395e-07,0.008268443544279,0.108,0.146,DOWN
SRFBP1,-0.156554842593938,-0.156554842593938,-0.156554842593938,2.4170106858974903e-09,7.00957269017132e-05,0.226,0.346,DOWN
THAP3,-0.152392791459035,-0.152392791459035,-0.152392791459035,1.16430081257592e-07,0.0033765887865514,0.082,0.181,DOWN
EIF1AD,-0.114369239088686,-0.114369239088686,-0.114369239088686,1.00988397435465e-07,0.0029287645140259,0.083,0.13,DOWN
SETD1B,-0.103290750313111,-0.103290750313111,-0.103290750313111,7.321003370631861e-09,0.0002123164187516,0.084,0.114,DOWN
ABHD6,-0.095852411512462,-0.095852411512462,-0.095852411512462,8.9900678201075e-07,0.0260720956850938,0.097,0.189,DOWN
DNMT3A,-0.0894104461111049,-0.0894104461111049,-0.0894104461111049,4.592489312812791e-09,0.0001331867825608,0.114,0.181,DOWN
SNAPC4,-0.0787234077094931,-0.0787234077094931,-0.0787234077094931,3.86893850730769e-08,0.0011220308565043,0.138,0.189,DOWN
LMNTD1,-0.0678983255648649,-0.0678983255648649,-0.0678983255648649,1.24856235008866e-06,0.0362095567149213,0.207,0.295,DOWN
MOSPD3,-0.0412700201165028,-0.0412700201165028,-0.0412700201165028,2.14165770155589e-07,0.0062110215002822,0.156,0.217,DOWN
LRRC57,-0.0272298454028134,-0.0272298454028134,-0.0272298454028134,6.7637954219078e-07,0.0196156831030748,0.125,0.157,DOWN
