gene_symbol,logfc_dz:112,logfc_dz:782,logfc_dz:783,mean_logfc,median_logfc,common_experiment,organism,signature_type
RPLP1,,0.043579839169979,0.1320583671331405,0.0878191031515598,0.0878191031515598,,human,UP
VIM,,0.0772488340735435,0.0942089036107063,0.0857288688421249,0.0857288688421249,,human,UP
LGALS1,,0.0574253350496292,0.1096411645412445,0.0835332497954368,0.0835332497954368,,human,UP
GAPDH,,0.0535946376621723,0.1091198697686195,0.0813572537153959,0.0813572537153959,,human,UP
AZU1,,0.0732679814100265,,0.0732679814100265,0.0732679814100265,,human,UP
GOLGA8H,,0.1065250188112258,0.0391337051987648,0.0728293620049953,0.0728293620049953,,human,UP
RPS24,0.0945621281862258,0.0455800034105777,0.0780057534575462,0.0727159616847833,0.0780057534575462,0.0945621281862258,human,UP
RPS3A,0.0707970932126045,,,0.0707970932126045,0.0707970932126045,0.0707970932126045,human,UP
RPL39,,0.0353430956602096,0.1009450405836105,0.0681440681219101,0.0681440681219101,,human,UP
RPL7,0.0678327605128288,,,0.0678327605128288,0.0678327605128288,0.0678327605128288,human,UP
EIF4G2,0.066691093146801,,,0.066691093146801,0.066691093146801,0.066691093146801,human,UP
LYZ,0.0636775866150856,,,0.0636775866150856,0.0636775866150856,0.0636775866150856,human,UP
HBG2,0.1523844897747039,-0.0274224393069744,,0.0624810252338647,0.0624810252338647,0.1523844897747039,human,UP
TUBA1C,,0.0623712837696075,,0.0623712837696075,0.0623712837696075,,human,UP
RPL17,0.0618614517152309,,,0.0618614517152309,0.0618614517152309,0.0618614517152309,human,UP
HNRNPA1P33,0.0567876100540161,,,0.0567876100540161,0.0567876100540161,0.0567876100540161,human,UP
RPL32,,,0.0559958703815937,0.0559958703815937,0.0559958703815937,,human,UP
RPS19,0.055396344512701,,,0.055396344512701,0.055396344512701,0.055396344512701,human,UP
ENO1,,0.050326757133007,0.057942658662796,0.0541347078979015,0.0541347078979015,,human,UP
DDX5,0.053128682076931,,,0.053128682076931,0.053128682076931,0.053128682076931,human,UP
PABPC1,0.0902866199612617,0.0215676687657833,0.0462352037429809,0.0526964974900086,0.0462352037429809,0.0902866199612617,human,UP
RPS18,0.0299770217388868,0.0598240867257118,0.0637169927358627,0.0511727004001537,0.0598240867257118,0.0299770217388868,human,UP
RPL6,0.090061143040657,,0.0115501480177044,0.0508056455291807,0.0508056455291807,0.090061143040657,human,UP
TOP3B,0.0500464178621768,,,0.0500464178621768,0.0500464178621768,0.0500464178621768,human,UP
EEF1A1,0.1100874170660972,-0.0083655500784516,0.0466038323938846,0.0494418997938434,0.0466038323938846,0.1100874170660972,human,UP
VAMP8,,0.047165460884571,0.0510840229690074,0.0491247419267892,0.0491247419267892,,human,UP
ELANE,,0.0486363396048545,,0.0486363396048545,0.0486363396048545,,human,UP
MCL1,0.0474401153624057,,,0.0474401153624057,0.0474401153624057,0.0474401153624057,human,UP
RPL36A,,0.0282210800796747,0.0648082718253135,0.0465146759524941,0.0465146759524941,,human,UP
EEF2,0.0365025624632835,,0.0543378107249736,0.0454201865941286,0.0454201865941286,0.0365025624632835,human,UP
PABPC3,,0.0427488051354885,0.0470540560781955,0.044901430606842,0.044901430606842,,human,UP
RPL5,0.0444027371704578,,,0.0444027371704578,0.0444027371704578,0.0444027371704578,human,UP
RPS3,,0.0440999940037727,0.0404174104332923,0.0422587022185325,0.0422587022185325,,human,UP
RPS2,,,0.041891161352396,0.041891161352396,0.041891161352396,,human,UP
RPL37,,0.0177622698247432,0.0659658759832382,0.0418640729039907,0.0418640729039907,,human,UP
RPS15A,,,0.0411215722560882,0.0411215722560882,0.0411215722560882,,human,UP
ACTG1,-0.0293533541262149,0.0596575178205966,0.0929493084549903,0.0410844907164573,0.0596575178205966,-0.0293533541262149,human,UP
RPS20,0.0142794856801629,0.0536172464489936,0.0547555834054946,0.040884105178217,0.0536172464489936,0.0142794856801629,human,UP
UBC,0.0498529896140098,0.0369760282337665,0.0357674583792686,0.0408654920756816,0.0369760282337665,0.0498529896140098,human,UP
