gene_symbol,logfc_dz:377,logfc_dz:743,logfc_dz:746,logfc_dz:738,logfc_dz:737,mean_logfc,median_logfc,common_experiment,organism,signature_type
SNORD95,,,0.0856718271970748,,,0.0856718271970748,0.0856718271970748,,human,UP
SNORD28,,,0.0856249034404754,,,0.0856249034404754,0.0856249034404754,,human,UP
RPL21,0.0830917134881019,,,,,0.0830917134881019,0.0830917134881019,0.0830917134881019,human,UP
DEFB118,0.0821922346949577,,,,,0.0821922346949577,0.0821922346949577,0.0821922346949577,human,UP
HERC5,0.0817964747548103,,,,,0.0817964747548103,0.0817964747548103,0.0817964747548103,human,UP
DNM1,,,,0.0752628967165947,0.0858949944376945,0.0805789455771446,0.0805789455771446,,human,UP
RPL38,0.0885205194354057,,0.0704278349876403,,,0.079474177211523,0.079474177211523,0.0885205194354057,human,UP
RPS20,,,0.0782256051898002,,,0.0782256051898002,0.0782256051898002,,human,UP
GABARAPL3,,,,0.0913164541125297,0.0647780522704124,0.0780472531914711,0.0780472531914711,,human,UP
BEX1,,,,0.0836618915200233,0.0704169422388076,0.0770394168794155,0.0770394168794155,,human,UP
RPS15A,,,0.0749781280755996,,,0.0749781280755996,0.0749781280755996,,human,UP
LY6E,0.0745506137609481,,,,,0.0745506137609481,0.0745506137609481,0.0745506137609481,human,UP
SOD2,,,0.073710061609745,,,0.073710061609745,0.073710061609745,,human,UP
RPL13,0.0713771879673004,,,,,0.0713771879673004,0.0713771879673004,0.0713771879673004,human,UP
DEFA1B,,0.1572321355342865,-0.0223915334790945,,,0.067420301027596,0.067420301027596,,human,UP
RPS26,,0.1303097754716873,0.0874419137835502,,-0.0167782306671142,0.0669911528627077,0.0874419137835502,,human,UP
RPL21P28,,,0.0650607421994209,,,0.0650607421994209,0.0650607421994209,,human,UP
CAPG,,,0.0646630004048347,,,0.0646630004048347,0.0646630004048347,,human,UP
MT3,,,,0.0592912025749683,0.0686610341072082,0.0639761183410883,0.0639761183410883,,human,UP
MLLT11,,,,0.0730020180344581,0.0548015944659709,0.0639018062502145,0.0639018062502145,,human,UP
GPM6A,,,,0.063938982784748,0.0627938881516456,0.0633664354681968,0.0633664354681968,,human,UP
OLFM1,,,,0.0649659261107444,0.0612287037074565,0.0630973149091005,0.0630973149091005,,human,UP
MAP1B,,,,0.0686079785227775,0.0571569949388504,0.0628824867308139,0.0628824867308139,,human,UP
STXBP1,,,,0.065623752772808,0.0582586675882339,0.061941210180521,0.061941210180521,,human,UP
TMA7,0.1268725395202636,-0.0047742025926709,,,,0.0610491684637963,0.0610491684637963,0.1268725395202636,human,UP
IL32,0.1020480170845985,0.0195114780217409,,,,0.0607797475531697,0.0607797475531697,0.1020480170845985,human,UP
CD14,,,0.060536690056324,,,0.060536690056324,0.060536690056324,,human,UP
NAGK,,,0.0598562024533748,,,0.0598562024533748,0.0598562024533748,,human,UP
TDRD6,,,0.0582374483346939,,,0.0582374483346939,0.0582374483346939,,human,UP
TUBB2A,,,,0.0601974800229072,0.0553460717201232,0.0577717758715152,0.0577717758715152,,human,UP
ADAMDEC1,,,0.057654071599245,,,0.057654071599245,0.057654071599245,,human,UP
EEF1A2,,,,0.057711586356163,0.0565560087561607,0.0571337975561618,0.0571337975561618,,human,UP
DCAF6,,0.106618195772171,,0.0206331685185432,0.0423719547688961,0.0565411063532034,0.0423719547688961,,human,UP
GABRB2,,,,0.0563573464751243,0.0558469071984291,0.0561021268367767,0.0561021268367767,,human,UP
IFITM1,0.131504401564598,0.0090141296386718,0.0264342091977596,,,0.0556509134670098,0.0264342091977596,0.131504401564598,human,UP
MPEG1,,-0.0239196475595235,0.1347726434469223,,,0.0554264979436993,0.0554264979436993,,human,UP
LRRC37A3,,,0.0550121888518333,,,0.0550121888518333,0.0550121888518333,,human,UP
RPS14,0.0666006058454513,,0.042962796986103,,,0.0547817014157772,0.0547817014157772,0.0666006058454513,human,UP
CLSTN1,,,,0.0508623905479908,0.0579819977283477,0.0544221941381692,0.0544221941381692,,human,UP
NCF1,0.0540460012853145,,,,,0.0540460012853145,0.0540460012853145,0.0540460012853145,human,UP
DUSP2,0.0535054430365562,,,,,0.0535054430365562,0.0535054430365562,0.0535054430365562,human,UP
STMN2,,,,0.0619666837155818,0.044202160090208,0.0530844219028949,0.0530844219028949,,human,UP
LRRC37A4P,,,0.0527155883610248,,,0.0527155883610248,0.0527155883610248,,human,UP
IFI44L,0.0524647645652294,,,,,0.0524647645652294,0.0524647645652294,0.0524647645652294,human,UP
PGK1,0.0522096939384937,,,,,0.0522096939384937,0.0522096939384937,0.0522096939384937,human,UP
SLC12A5,,,,0.0524383969604969,0.0507409200072288,0.0515896584838628,0.0515896584838628,,human,UP
GRIA2,,,,0.043813906610012,0.0580501034855842,0.0509320050477981,0.0509320050477981,,human,UP
HIST1H4C,0.085958108305931,,0.0156306605786085,,,0.0507943844422698,0.0507943844422698,0.085958108305931,human,UP
HSP90AA1,,,,0.0548793636262416,0.0462810806930065,0.0505802221596241,0.0505802221596241,,human,UP
S100A8,,,0.0504894256591796,,,0.0504894256591796,0.0504894256591796,,human,UP
PABPN1,0.0493570752441883,,,,,0.0493570752441883,0.0493570752441883,0.0493570752441883,human,UP
SYT1,,,,0.0593562461435794,0.0382361821830272,0.0487962141633033,0.0487962141633033,,human,UP
FAM162A,0.0486055575311183,,,,,0.0486055575311183,0.0486055575311183,0.0486055575311183,human,UP
SH3GL2,,,,0.0547805540263652,0.0420656688511371,0.0484231114387512,0.0484231114387512,,human,UP
SNORA48,,,0.04823874309659,,,0.04823874309659,0.04823874309659,,human,UP
KLF3-AS1,0.0481327734887599,,,,,0.0481327734887599,0.0481327734887599,0.0481327734887599,human,UP
CHI3L2,0.048129353672266,,,,,0.048129353672266,0.048129353672266,0.048129353672266,human,UP
PACSIN1,,,,0.0432494059205055,0.0520569160580635,0.0476531609892845,0.0476531609892845,,human,UP
CA11,,,,0.0437554903328418,0.0510224588215351,0.0473889745771884,0.0473889745771884,,human,UP
YWHAG,,-0.0148778958246111,,0.0798598825931549,0.077126070857048,0.0473693525418639,0.077126070857048,,human,UP
CD70,0.0472502820193767,,,,,0.0472502820193767,0.0472502820193767,0.0472502820193767,human,UP
UXT,0.0471778623759746,,,,,0.0471778623759746,0.0471778623759746,0.0471778623759746,human,UP
NDUFS5,0.0470655970275402,,,,,0.0470655970275402,0.0470655970275402,0.0470655970275402,human,UP
NHP2L1,0.0459482036530971,,,,,0.0459482036530971,0.0459482036530971,0.0459482036530971,human,UP
TSPAN13,,0.0054066339507699,,0.0653565376996994,0.0662961304187774,0.0456864340230822,0.0653565376996994,,human,UP
RGS2,,0.0760785639286041,,0.014909385703504,,0.0454939748160541,0.0454939748160541,,human,UP
PPP3CA,,,,0.0449261777102947,0.0457325167953968,0.0453293472528457,0.0453293472528457,,human,UP
WDR82,,,,0.0371972098946571,0.0531351082026958,0.0451661590486764,0.0451661590486764,,human,UP
IGLL1,0.0449097007513046,,,,,0.0449097007513046,0.0449097007513046,0.0449097007513046,human,UP
RPL26,,0.0448624119162559,,,,0.0448624119162559,0.0448624119162559,,human,UP
HIST1H3I,,,0.0446768663823604,,,0.0446768663823604,0.0446768663823604,,human,UP
PHYHIP,,,,0.0431152172386646,0.0461072660982608,0.0446112416684627,0.0446112416684627,,human,UP
NELL2,,,,0.0487255975604057,0.0382113046944141,0.0434684511274099,0.0434684511274099,,human,UP
SERPINA1,,,0.0433259680867195,,,0.0433259680867195,0.0433259680867195,,human,UP
SARAF,0.0433253422379493,,,,,0.0433253422379493,0.0433253422379493,0.0433253422379493,human,UP
ATP6V1B1,0.0431106127798557,,,,,0.0431106127798557,0.0431106127798557,0.0431106127798557,human,UP
ATP6V0E1,,,0.0429857559502124,,,0.0429857559502124,0.0429857559502124,,human,UP
C1orf115,,,,0.03742141649127,0.0467382371425628,0.0420798268169164,0.0420798268169164,,human,UP
RTN1,,,,0.0450617149472236,0.0386554412543773,0.0418585781008005,0.0418585781008005,,human,UP
ENC1,,,,0.0481257550418376,0.0344711504876613,0.0412984527647495,0.0412984527647495,,human,UP
KLHL2,,,,0.0314953178167343,0.0498159565031528,0.0406556371599435,0.0406556371599435,,human,UP
ABHD17A,,0.040521815419197,,,,0.040521815419197,0.040521815419197,,human,UP
DIRAS2,,,,0.0401798300445079,0.0407714284956455,0.0404756292700767,0.0404756292700767,,human,UP
LZTS3,,,,0.0388826578855514,0.0420044288039207,0.0404435433447361,0.0404435433447361,,human,UP
CD36,,,0.0401762835681438,,,0.0401762835681438,0.0401762835681438,,human,UP
RPSAP15,,,0.0399374812841415,,,0.0399374812841415,0.0399374812841415,,human,UP
TMC7,0.0399179644882679,,,,,0.0399179644882679,0.0399179644882679,0.0399179644882679,human,UP
WFDC2,0.0396227724850177,,,,,0.0396227724850177,0.0396227724850177,0.0396227724850177,human,UP
LGALS3,0.0396145433187484,,,,,0.0396145433187484,0.0396145433187484,0.0396145433187484,human,UP
SNORD33,,,0.039390854537487,,,0.039390854537487,0.039390854537487,,human,UP
CD2,,0.0391575247049331,,,,0.0391575247049331,0.0391575247049331,,human,UP
CYP46A1,,,,0.0342746339738369,0.0439306683838367,0.0391026511788368,0.0391026511788368,,human,UP
ARL6IP4,0.0390355959534645,,,,,0.0390355959534645,0.0390355959534645,0.0390355959534645,human,UP
NFKBIA,,0.0326800048351287,0.0446356572210788,,,0.0386578310281038,0.0386578310281038,,human,UP
CDK5R1,,,,0.0338543355464935,0.0429203063249588,0.0383873209357261,0.0383873209357261,,human,UP
GABRB1,,,,0.0338380299508571,0.0429306030273437,0.0383843164891004,0.0383843164891004,,human,UP
TK1,0.0381135046482086,,,,,0.0381135046482086,0.0381135046482086,0.0381135046482086,human,UP
SV2A,,,,0.0384382344782352,0.0377766825258731,0.0381074585020542,0.0381074585020542,,human,UP
BASP1,-0.0234403163194656,0.0068590063601732,,0.0882272273302078,0.0807603746652603,0.0381015730090439,0.0438096905127167,-0.0234403163194656,human,UP
TNFAIP8,0.0380976274609565,,,,,0.0380976274609565,0.0380976274609565,0.0380976274609565,human,UP
GZMH,,0.0377727523446083,,,,0.0377727523446083,0.0377727523446083,,human,UP
TCEAL2,,,,0.0380879417061805,0.0366419963538646,0.0373649690300226,0.0373649690300226,,human,UP
LOC100132077,0.03718938305974,,,,,0.03718938305974,0.03718938305974,0.03718938305974,human,UP
PSD3,,,,0.0393751487135887,0.0347165055572986,0.0370458271354436,0.0370458271354436,,human,UP
EBI3,0.0369685515761375,,,,,0.0369685515761375,0.0369685515761375,0.0369685515761375,human,UP
ISG15,0.0367902629077434,,,,,0.0367902629077434,0.0367902629077434,0.0367902629077434,human,UP
LOC494150,0.0367399714887142,,,,,0.0367399714887142,0.0367399714887142,0.0367399714887142,human,UP
CPLX1,,,,0.0382891707122325,0.0349254980683326,0.0366073343902826,0.0366073343902826,,human,UP
CARD16,,0.0365842320024967,,,,0.0365842320024967,0.0365842320024967,,human,UP
ATP6V1E1,0.0364667363464832,,,,,0.0364667363464832,0.0364667363464832,0.0364667363464832,human,UP
ENO2,,,,0.0408070757985115,0.0319780744612216,0.0363925751298666,0.0363925751298666,,human,UP
LINC00087,,,,0.0312512628734111,0.0412909314036369,0.036271097138524,0.036271097138524,,human,UP
HERC2,0.0360396914184093,,,,,0.0360396914184093,0.0360396914184093,0.0360396914184093,human,UP
NAP1L3,,,,0.0423027500510215,0.029673995450139,0.0359883727505803,0.0359883727505803,,human,UP
RPS26P11,,,0.0356761701405048,,,0.0356761701405048,0.0356761701405048,,human,UP
USP11,,,,0.0321781635284423,0.0388484857976436,0.035513324663043,0.035513324663043,,human,UP
SNHG5,0.0170817319303751,0.0536085814237594,,,,0.0353451566770672,0.0353451566770672,0.0170817319303751,human,UP
RLIM,,0.0351533740758895,,,,0.0351533740758895,0.0351533740758895,,human,UP
BEX5,,,,0.0362770780920982,0.0339251421391963,0.0351011101156473,0.0351011101156473,,human,UP
RPS17,,0.0059476317837834,0.0637151300907135,,,0.0348313809372484,0.0348313809372484,,human,UP
DMXL2,,,0.0345679447054863,,,0.0345679447054863,0.0345679447054863,,human,UP
SYT4,,,,0.0327432565391063,0.0349833481013774,0.0338633023202419,0.0338633023202419,,human,UP
RPS14P3,,0.0337705202400684,,,,0.0337705202400684,0.0337705202400684,,human,UP
CAPZA1,0.0336741767823696,,,,,0.0336741767823696,0.0336741767823696,0.0336741767823696,human,UP
SEPT9,0.0333929136395454,,,,,0.0333929136395454,0.0333929136395454,0.0333929136395454,human,UP
CXCR4,,0.0295093934983015,0.03705720230937,,,0.0332832979038357,0.0332832979038357,,human,UP
WASF1,,,,0.0347599945962429,0.0313727781176567,0.0330663863569498,0.0330663863569498,,human,UP
GSTP1,0.0330556035041809,,,,,0.0330556035041809,0.0330556035041809,0.0330556035041809,human,UP
COPG2IT1,,,,0.0334019102156162,0.0325837731361389,0.0329928416758775,0.0329928416758775,,human,UP
MX1,0.053147304803133,,0.0127911241725087,,,0.0329692144878208,0.0329692144878208,0.053147304803133,human,UP
TSPYL4,,,,0.0314215011894702,0.0345000848174095,0.0329607930034399,0.0329607930034399,,human,UP
USMG5,,0.0048817456699907,,0.0470585860311985,0.0458611994981765,0.0326005103997886,0.0458611994981765,,human,UP
G3BP1,,,0.0324675515294075,,,0.0324675515294075,0.0324675515294075,,human,UP
TMSB10,,-0.0699351131916046,0.033326830714941,0.0784646570682525,0.0875095352530479,0.0323414774611592,0.0558957438915967,,human,UP
GM2A,,,0.0319405421614646,,,0.0319405421614646,0.0319405421614646,,human,UP
HAAO,0.0318363234400749,,,,,0.0318363234400749,0.0318363234400749,0.0318363234400749,human,UP
HMGN1,,0.031645767390728,,,,0.031645767390728,0.031645767390728,,human,UP
CD48,0.0302375126630067,,0.0329547189176082,,,0.0315961157903075,0.0315961157903075,0.0302375126630067,human,UP
VSNL1,,,,0.0381151959300041,0.0248766709119081,0.0314959334209561,0.0314959334209561,,human,UP
HIST2H2AC,,,0.0314426198601722,,,0.0314426198601722,0.0314426198601722,,human,UP
KIAA1211L,,,,0.0332440584897995,0.0294262468814849,0.0313351526856422,0.0313351526856422,,human,UP
RN7SK,,,0.0313249640166759,,,0.0313249640166759,0.0313249640166759,,human,UP
PSMB8,0.0313184149563312,,,,,0.0313184149563312,0.0313184149563312,0.0313184149563312,human,UP
SMA4,,,0.0312257632613182,,,0.0312257632613182,0.0312257632613182,,human,UP
TSPAN7,,,,0.0350953824818134,0.0273531898856163,0.0312242861837148,0.0312242861837148,,human,UP
CLC,,0.0312090795487165,,,,0.0312090795487165,0.0312090795487165,,human,UP
RGPD6,,,,0.0282344836741685,0.0337020121514797,0.0309682479128241,0.0309682479128241,,human,UP
RPS4X,,-0.0048241550102829,0.0665494427084922,,,0.0308626438491046,0.0308626438491046,,human,UP
NPTX1,,,,0.028450259938836,0.0331231839954853,0.0307867219671607,0.0307867219671607,,human,UP
SEPT3,,,,0.0279829241335392,0.0335895679891109,0.030786246061325,0.030786246061325,,human,UP
NPTXR,,,,0.0240175947546958,0.0375099256634712,0.0307637602090835,0.0307637602090835,,human,UP
TCEB1,0.030696703121066,,,,,0.030696703121066,0.030696703121066,0.030696703121066,human,UP
RASGEF1A,,,,0.0277685578912496,0.0335536114871501,0.0306610846891999,0.0306610846891999,,human,UP
C1orf204,,,0.0305369365960359,,,0.0305369365960359,0.0305369365960359,,human,UP
NUAK1,,,,0.0318256728351116,0.0291470661759376,0.0304863695055246,0.0304863695055246,,human,UP
RPL39L,,,0.0304415021091699,,,0.0304415021091699,0.0304415021091699,,human,UP
LDB2,,,,0.031159533187747,0.0295028537511825,0.0303311934694647,0.0303311934694647,,human,UP
SLC17A7,,,,0.0284430999308824,0.0318953692913055,0.0301692346110939,0.0301692346110939,,human,UP
LOC285812,,,,0.0290180742740631,0.0311125069856643,0.0300652906298637,0.0300652906298637,,human,UP
HLA-DOB,0.0300543121993541,,,,,0.0300543121993541,0.0300543121993541,0.0300543121993541,human,UP
SLC35D3,0.0300536435097455,,,,,0.0300536435097455,0.0300536435097455,0.0300536435097455,human,UP
SPAG5,0.0299512613564729,,,,,0.0299512613564729,0.0299512613564729,0.0299512613564729,human,UP
LRP10,0.029902683570981,,,,,0.029902683570981,0.029902683570981,0.029902683570981,human,UP
CACNA2D1,,,,0.0263672675937414,0.0332592464983463,0.0298132570460438,0.0298132570460438,,human,UP
NPTN,,-0.0145238330587744,,0.0531705841422081,0.0507114492356777,0.0297860667730371,0.0507114492356777,,human,UP
PAK3,,,,0.027617746964097,0.0316995345056057,0.0296586407348513,0.0296586407348513,,human,UP
CD69,,0.0296515095978975,,,,0.0296515095978975,0.0296515095978975,,human,UP
PPP2R1A,0.0294653233140707,,,,,0.0294653233140707,0.0294653233140707,0.0294653233140707,human,UP
TAGLN3,,,,0.0303696375340223,0.0280194953083992,0.0291945664212107,0.0291945664212107,,human,UP
PABPC3,,0.0291569679975509,,,,0.0291569679975509,0.0291569679975509,,human,UP
GARS,0.0289309863001108,,,,,0.0289309863001108,0.0289309863001108,0.0289309863001108,human,UP
TOMM7,0.0289162769913673,,,,,0.0289162769913673,0.0289162769913673,0.0289162769913673,human,UP
THY1,,,,0.0248961634933948,0.0328141152858734,0.0288551393896341,0.0288551393896341,,human,UP
RPS27,0.0636567771434784,,0.0906809642910957,-0.018326636403799,-0.0208831671625375,0.0287819844670593,0.0226650703698396,0.0636567771434784,human,UP
IPCEF1,,,,0.0270998049527406,0.0304039865732193,0.0287518957629799,0.0287518957629799,,human,UP
GDI1,,,,,0.0285269655287265,0.0285269655287265,0.0285269655287265,,human,UP
CAPZB,0.0284019354730844,,,,,0.0284019354730844,0.0284019354730844,0.0284019354730844,human,UP
ZNF160,,,0.028330273926258,,,0.028330273926258,0.028330273926258,,human,UP
LOC151484,0.0282968394458293,,,,,0.0282968394458293,0.0282968394458293,0.0282968394458293,human,UP
CYSTM1,0.0282773170620203,,,,,0.0282773170620203,0.0282773170620203,0.0282773170620203,human,UP
ND2,,0.0432558171451091,,0.0188489165157079,0.0216685812920331,0.0279244383176167,0.0216685812920331,,human,UP
RPL10,,-0.0081005375832319,0.0335506573319435,0.0488786362111568,0.037142127752304,0.0278677209280431,0.0353463925421237,,human,UP
SOWAHA,0.025089293718338,,,0.0215431246906518,0.0367299728095531,0.0277874637395143,0.025089293718338,0.025089293718338,human,UP
UBE2N,0.0277766063809394,,,,,0.0277766063809394,0.0277766063809394,0.0277766063809394,human,UP
SCARNA7,,,0.0277053229510784,,,0.0277053229510784,0.0277053229510784,,human,UP
RCAN2,,,,0.0317458845674991,0.0234039258211851,0.0275749051943421,0.0275749051943421,,human,UP
ZBTB16,,,,0.0275055449455976,,0.0275055449455976,0.0275055449455976,,human,UP
SASS6,0.0273913517594337,,,,,0.0273913517594337,0.0273913517594337,0.0273913517594337,human,UP
RNASE6,,-0.014528889209032,0.0688771530985832,,,0.0271741319447755,0.0271741319447755,,human,UP
CCDC92,,,,,0.0269284546375274,0.0269284546375274,0.0269284546375274,,human,UP
S100A10,,-0.004905829206109,0.0585135295987129,,,0.0268038501963019,0.0268038501963019,,human,UP
PLP2,0.0267540793865919,,,,,0.0267540793865919,0.0267540793865919,0.0267540793865919,human,UP
TCL1A,0.0442730709910392,0.00907479878515,,,,0.0266739348880946,0.0266739348880946,0.0442730709910392,human,UP
ARPC3,,0.0363154970109462,0.017019310966134,,,0.0266674039885401,0.0266674039885401,,human,UP
HIST2H2AA3,0.0266200490295887,,,,,0.0266200490295887,0.0266200490295887,0.0266200490295887,human,UP
ELAVL4,,,,0.0273517556488513,0.0258347429335117,0.0265932492911815,0.0265932492911815,,human,UP
SYNGR3,,,,0.0246790330857038,0.0280613061040639,0.0263701695948839,0.0263701695948839,,human,UP
TMEM178A,,,,0.0239530578255653,0.0286029633134603,0.0262780105695128,0.0262780105695128,,human,UP
UBA1,0.0261604487895965,,,,,0.0261604487895965,0.0261604487895965,0.0261604487895965,human,UP
ARHGDIA,0.0261498093605041,,,,,0.0261498093605041,0.0261498093605041,0.0261498093605041,human,UP
ANXA2P2,,,0.0260475445538759,,,0.0260475445538759,0.0260475445538759,,human,UP
CAP2,,,,0.028228685259819,0.0237387418746948,0.0259837135672569,0.0259837135672569,,human,UP
HPCA,,,,,0.0259623937308788,0.0259623937308788,0.0259623937308788,,human,UP
GUK1,0.0259213130921125,,,,,0.0259213130921125,0.0259213130921125,0.0259213130921125,human,UP
MRPL53,0.0259156823158264,,,,,0.0259156823158264,0.0259156823158264,0.0259156823158264,human,UP
MTDH,0.0259117353707551,,,,,0.0259117353707551,0.0259117353707551,0.0259117353707551,human,UP
HIST1H1E,,,0.025892075151205,,,0.025892075151205,0.025892075151205,,human,UP
BIRC3,,,0.0258847251534461,,,0.0258847251534461,0.0258847251534461,,human,UP
CHGA,,,,0.0336736626923084,0.0180721413344144,0.0258729020133614,0.0258729020133614,,human,UP
CHL1,,,,0.023830123245716,0.0278804935514926,0.0258553083986043,0.0258553083986043,,human,UP
RGL1,,,0.0257292259484529,,,0.0257292259484529,0.0257292259484529,,human,UP
CMC1,,0.0256909225136041,,,,0.0256909225136041,0.0256909225136041,,human,UP
SLC9A6,,,,0.0270970128476619,0.0242368746548891,0.0256669437512755,0.0256669437512755,,human,UP
LOC283070,,,,0.0246796756982803,0.0266071241348981,0.0256433999165892,0.0256433999165892,,human,UP
CLTC,,,,0.025543114170432,,0.025543114170432,0.025543114170432,,human,UP
EVI2B,,0.0254596322774887,,,,0.0254596322774887,0.0254596322774887,,human,UP
EGR1,,,0.0254424288868904,,,0.0254424288868904,0.0254424288868904,,human,UP
CCK,,,,0.0275727845728397,0.0231732502579689,0.0253730174154043,0.0253730174154043,,human,UP
IL7R,,0.0247249882668256,0.0257824715226888,,,0.0252537298947572,0.0252537298947572,,human,UP
NGRN,,,,0.0317840501666069,0.0186951197683811,0.025239584967494,0.025239584967494,,human,UP
IFIT3,0.0251853913068771,,,,,0.0251853913068771,0.0251853913068771,0.0251853913068771,human,UP
LOC728825,,0.0067022326402366,,0.0286974087357521,0.040043219923973,0.0251476204333206,0.0286974087357521,,human,UP
LOC100505942,0.0250915437936782,,,,,0.0250915437936782,0.0250915437936782,0.0250915437936782,human,UP
ATP6,,0.0250633377581834,,,,0.0250633377581834,0.0250633377581834,,human,UP
PNMAL1,,,,0.0274781882762908,0.0226103104650974,0.0250442493706941,0.0250442493706941,,human,UP
BSCL2,,,,0.0267257634550333,0.0233392752707004,0.0250325193628668,0.0250325193628668,,human,UP
TUBA4A,,,,0.0279335305094718,0.0221293307840824,0.0250314306467771,0.0250314306467771,,human,UP
ATP13A3,,,0.0249685477465391,,,0.0249685477465391,0.0249685477465391,,human,UP
YWHAB,,,0.0246229730546474,0.0253067854791879,,0.0249648792669177,0.0249648792669177,,human,UP
CLEC2D,0.0616281554102897,,-0.0117935165762901,,,0.0249173194169998,0.0249173194169998,0.0616281554102897,human,UP
CAP1,0.0308389049023389,0.0189563501626253,,,,0.0248976275324821,0.0248976275324821,0.0308389049023389,human,UP
SMIM14,0.0248947814106941,,,,,0.0248947814106941,0.0248947814106941,0.0248947814106941,human,UP
HIF1A,,,,0.0236624889075756,0.0260194521397352,0.0248409705236554,0.0248409705236554,,human,UP
ANXA2,,,0.0248401071876287,,,0.0248401071876287,0.0248401071876287,,human,UP
DYNLL1,0.0578054897487163,-0.0085359197109937,,,,0.0246347850188612,0.0246347850188612,0.0578054897487163,human,UP
RNF130,,,0.0246221646666526,,,0.0246221646666526,0.0246221646666526,,human,UP
COX7B,0.0245998688042163,,,,,0.0245998688042163,0.0245998688042163,0.0245998688042163,human,UP
RPSA,,0.0195515062659978,,0.025711478665471,0.0281614828854799,0.0244748226056496,0.025711478665471,,human,UP
SNORA62,0.024442933499813,,,,,0.024442933499813,0.024442933499813,0.024442933499813,human,UP
LOC100505759,,,,0.0211666338145732,0.0276103727519512,0.0243885032832622,0.0243885032832622,,human,UP
PARP1,0.0243116784840822,,,,,0.0243116784840822,0.0243116784840822,0.0243116784840822,human,UP
LOC149950,0.0242963545024395,,,,,0.0242963545024395,0.0242963545024395,0.0242963545024395,human,UP
THEMIS2,0.0242957323789596,,,,,0.0242957323789596,0.0242957323789596,0.0242957323789596,human,UP
IL2RG,,0.0242617689073085,,,,0.0242617689073085,0.0242617689073085,,human,UP
DDN,,,,0.0218211747705936,0.026598872616887,0.0242100236937403,0.0242100236937403,,human,UP
RPS19,,,0.0242079012095928,,,0.0242079012095928,0.0242079012095928,,human,UP
NEFM,,,,0.0242000203579664,,0.0242000203579664,0.0242000203579664,,human,UP
CLECL1,0.0241957399994134,,,,,0.0241957399994134,0.0241957399994134,0.0241957399994134,human,UP
MOAP1,,,,0.0241278447210788,,0.0241278447210788,0.0241278447210788,,human,UP
SLC39A8,,,0.0240791011601686,,,0.0240791011601686,0.0240791011601686,,human,UP
NSMF,,,,0.018485439941287,0.0295638237148523,0.0240246318280696,0.0240246318280696,,human,UP
BTG1,,0.0240001752972602,,,,0.0240001752972602,0.0240001752972602,,human,UP
NEFL,,,,0.0269525405019521,0.0209172423928976,0.0239348914474248,0.0239348914474248,,human,UP
PSMB3,0.0285339318215847,,0.0192619524896144,,,0.0238979421555995,0.0238979421555995,0.0285339318215847,human,UP
NDUFB11,0.0358053259551525,,0.0119431857019662,,,0.0238742558285594,0.0238742558285594,0.0358053259551525,human,UP
TRAPPC1,0.0238431096076965,,,,,0.0238431096076965,0.0238431096076965,0.0238431096076965,human,UP
LPPR4,,,,0.0169057510793209,0.0307561140507459,0.0238309325650334,0.0238309325650334,,human,UP
ERH,,,0.0238071307539939,,,0.0238071307539939,0.0238071307539939,,human,UP
PDE2A,,,,,0.0236964281648397,0.0236964281648397,0.0236964281648397,,human,UP
