disease_name,disease_id,match_type,q_threshold,tahoe_hits_list,cmap_hits_list,common_hits_list,tahoe_in_known_list,cmap_in_known_list,common_in_known_list,total_in_known_list
urticaria,EFO_0005531,name,0.05,"['esmolol hydrochloride', 'ponatinib', 'trametinib dmso_tf solvate', 'paclitaxel', 'plicamycin', 'lactate calcium', 'sbi0640756', 'rimonabant hydrochloride', 'edoxaban tosylate monohydrate', 'elimusertib hydrochloride', 'larotrectinib sulfate', 'trametinib', 'encorafenib', 'lonafarnib', 'regorafenib', 'docetaxel trihydrate', 'vemurafenib', 'rverapamil hydrochloride', 'idarubicin hydrochloride', 'tolmetin', 'cobimetinib', 'bi3406', 'adagrasib', 'sulfisoxazole', 'erdafitinib', 'ribociclib', 'bentamapimod', 'carbidopa monohydrate', 'flumatinib mesylate', 'sonidegib', 'brivudine', 'lidocaine hydrochloride', 'berbamine dihydrochloride', 'rmc6236', 'irinotecan hydrochloride', 'selinexor', 'berbamine', 'ipatasertib', 'capivasertib', 'anastrozole', 'abiraterone acetate', 'citalopram hydrobromide', 'dtp3', 'pemigatinib', 'ralimetinib dimesylate', 'cabozantinib smalate', 'rimonabant', 'homoharringtonine', 'belzutifan', 'thymol', 'bimiralisib', 'dt061', 'sildenafil', 'fedratinib hydrochloride hydrate', 'cytarabine', 'daidzin', 'tirabrutinib hydrochloride', 'mitoxantrone dihydrochloride', 'verteporfin', 'tucidinostat', 'hydroxyfasudil', 'azd8055', 'entrectinib', 'lthyroxine sodium salt pentahydrate', 'fostamatinib disodium hexahydrate', 'mk3903', 'filgotinib', 'bosentan hydrate', 'ornidazole', 'sinomenine', 'olaparib', 'radotinib', 'tofacitinib citrate', 'binimetinib', 'sivelestat sodium tetrahydrate', 'allantoin']","['reserpine', 'isotretinoin', 'paracetamol', 'dequalinium chloride', 'catechin', '01735700000', 'tranylcypromine', 'troleandomycin', 'cefixime', 'metitepine', 'difenidol', 'bicuculline', 'azapropazone', 'roxithromycin', 'seneciphylline', 'etofenamate', 'riboflavin', 'pergolide', '03179560000', 'chlortalidone', 'digoxin', 'amodiaquine', 'hexestrol', 'nifuroxazide', 'blebbistatin', 'santonin', 'terbutaline', '6benzylaminopurine', 'estrone', 'scopoletin', 'profenamine', 'dicloxacillin', 'diltiazem', 'iopromide', 'isoprenaline', '5140203', 'estriol', 'cefalotin', 'isradipine', 'dimethadione', 'palmatine', 'pivampicillin', 'nimesulide', 'ricinine', 'etamsylate', 'vitexin', 'aciclovir', 'ethotoin', 'cyproterone', 'hydralazine', 'flufenamic acid', 'raloxifene', 'stock1n35215', 'codergocrine mesilate', 'diphenylpyraline', 'tanespimycin', 'syrosingopine', 'prestwick864', 'prilocaine', 'fisetin', 'fursultiamine', 'allantoin', 'thalidomide', 'genistein', 'epitiostanol', 'mexiletine', 'riluzole', 'naftifine', 'mk801', 'heliotrine', 'hydroxyachillin', 'tremorine', 'arcaine', 'saquinavir', 'suloctidil', 'brompheniramine', 'enalapril', 'imipenem', 'nitrofurantoin', '6azathymine', 'adipiodone', 'proscillaridin', 'zomepirac', 'mesoridazine', 'flavoxate', 'tobramycin', 'cetirizine', 'fosfosal', 'cinoxacin', 'dexpropranolol', 'cefotaxime', 'levocabastine', 'fluvoxamine', 'prestwick967', 'lymecycline', 'sotalol', 'moroxydine', 'alphaestradiol', 'metoprolol', 'tranexamic acid', 'amoxapine', 'clomipramine', 'spiramycin', 'fendiline', 'corticosterone', 'etidronic acid', 'griseofulvin', 'practolol', 'sulconazole', 'exemestane', 'dextromethorphan', 'celecoxib', 'prestwick674', '3acetylcoumarin', 'orciprenaline', 'pyrimethamine', 'ofloxacin', 'ethoxyquin', 'bromopride', 'thioridazine', 'quinethazone', 'bcb000040', 'testosterone', 'chlorpromazine', 'carcinine', 'monastrol', 'theobromine', 'praziquantel', 'azathioprine', 'caffeic acid', 'levcycloserine', 'prestwick664', 'flucloxacillin', 'acetylsalicylsalicylic acid', 'amiodarone', 'remoxipride', 'probenecid', 'luteolin', 'levomepromazine', 'atenolol', 'proxymetacaine', 'betonicine', 'gallamine triethiodide', 'prestwick1084', 'cobalt chloride', 'bisoprolol', 'rotenone', 'spironolactone', 'phenacetin', 'canavanine', 'nacetyllleucine', '5194442', 'chelidonine', 'pf0053975800', 'piperine', 'dienestrol', 'baclofen', 'betaxolol', 'ethaverine', 'gibberellic acid', 'methapyrilene', 'phthalylsulfathiazole', 'tolazamide', 'cotinine', 'gossypol', 'nisoxetine', 'prednicarbate', 'ornidazole', 'pha00665752', 'capsaicin', 'lactobionic acid', 'flupentixol', 'sulfafurazole', 'pentetic acid', 'mifepristone', 'cefuroxime', 'probucol', 'trichostatin a', 'cantharidin', 'cefazolin', 'dropropizine', 'pf0137888300', 'indapamide', 'benzthiazide', 'protriptyline', 'propafenone', 'nacetyllaspartic acid', 'chlorzoxazone', 'pridinol', 'sulfamethoxazole', 'meprylcaine', 'carteolol', 'ratenolol', 'labetalol', 'ursolic acid', 'puromycin', 'fluvastatin', 'alfuzosin', 'mitoxantrone', 'ramipril', 'nizatidine', 'piromidic acid', 'propranolol', 'talampicillin', 'tracazolate', 'cyanocobalamin', 'bezafibrate', 'monocrotaline', 'velnacrine', 'amylocaine', 'flunisolide', 'tetramisole', 'dlalpha tocopherol', 'thioproperazine', 'cp32065001', 'esculin', 'chlorpropamide', 'guaifenesin', 'sitosterol', 'benzylpenicillin', 'alprenolol', '02974170002b', 'benzethonium chloride', 'methyldopate', 'hnmpaam3', 'lorglumide', 'cp64552501', 'alexidine', 'prestwick689', '5114445', 'ketoprofen', 'midecamycin', 'nocodazole', 'nitrendipine', 'atropine', 'piribedil', 'butamben', 'guanfacine', 'spropranolol', 'lmethionine sulfoximine', 'nitrofural', 'ifosfamide', 'nipecotic acid', 'prednisolone', 'carisoprodol', 'zimeldine', 'mebhydrolin', 'pempidine', 'deferoxamine', 'tetracycline', 'tropine', 'suramin sodium', '03166840000', 'doxazosin', '5255229', 'ceforanide', 'diperodon', 'flunixin', 'halcinonide', 'metolazone', 'mometasone', 'propofol', 'repaglinide', 'dlthiorphan', 'trimethoprim', 'molindone', 'prestwick685', 'mebendazole', 'trifluridine', 'conessine', 'gefitinib', 'clozapine', 'flunarizine', 'telenzepine', 'cyproheptadine', 'dilazep', 'epiandrosterone', 'diethylcarbamazine', 'hesperidin', 'decamethonium bromide', 'propantheline bromide', 'metaraminol', 'methoxamine', 'arecoline', 'clindamycin', 'dizocilpine', 'ethambutol', 'miconazole', 'ritodrine', 'aminocaproic acid', 'liothyronine', 'stock1n28457', 'sulfaphenazole', 'betazole', 'lanatoside c', 'nifurtimox', 'prestwick972', 'meglumine', 'aminohippuric acid', 'oxolinic acid', 'lidoflazine', 'mecamylamine', 'carbarsone', 'nifedipine', 'geldanamycin', 'pimethixene', 'lisinopril', 'sulfametoxydiazine', 'zuclopenthixol', 'dexibuprofen', 'sulfasalazine', 'trichlormethiazide', 'salsolinol', 'pentolonium', 'tubocurarine chloride', 'rifabutin', 'tyrphostin ag825', 'oxedrine', 'securinine', 'bephenium hydroxynaphthoate', 'quercetin', 'ronidazole', 'pirinixic acid', 'dacarbazine', 'flumetasone', 'tolbutamide', 'vidarabine', 'niridazole', 'boldine', 'metoclopramide', 'todralazine', 'mepenzolate bromide', 'mestranol', 'promethazine', 'doxorubicin', 'sulfaguanidine', 'prestwick665', 'rottlerin', 'zardaverine', 'pipemidic acid', 'cefaclor', 'altizide', 'oxybutynin', 'adenosine phosphate', 'oxamniquine', 'etacrynic acid', 'quinisocaine', 'sb202190', 'buflomedil', 'meropenem', 'rolitetracycline', 'chloropyramine', 'fluspirilene', 'tetryzoline', 'ketoconazole', 'propylthiouracil', 'prenylamine', 'gw8510', 'hesperetin', 'vinpocetine', 'benserazide', 'atropine methonitrate', 'prestwick1085', 'dipyridamole', 'alcuronium chloride', 'progesterone', 'digitoxigenin', 'naftopidil', 'clorgiline', 'sc58125', 'terguride', 'cinchocaine', 'torasemide', 'iocetamic acid', 'cyclopenthiazide', 'delsoline', 'berberine', 'fenbendazole', 'milrinone', 'moxisylyte', 'etilefrine', 'lithocholic acid', 'spectinomycin', 'ascorbic acid', 'mesalazine', 'fluticasone', 'azlocillin', 'ranitidine', 'fenspiride', 'betahistine', 'trimetazidine', 'trimipramine', 'pentetrazol', '3hydroxydlkynurenine', 'cefalonium', 'kinetin', 'etanidazole', 'ifenprodil', 'tiabendazole', 'alvespimycin', 'glimepiride', 'drofenine', 'mefloquine', 'neomycin', 'digoxigenin', 'gliclazide', 'dicoumarol', 'glycocholic acid', 'nabumetone', 'demeclocycline', 'pancuronium bromide', 'famprofazone', 'dydrogesterone', 'mepyramine', 'androsterone', 'lidocaine', 'danazol', 'verteporfin', 'amoxicillin', 'mepacrine', 'hydroflumethiazide', 'dorzolamide', 'cefoxitin', 'nomifensine', 'clofazimine', 'carbenoxolone', 'disopyramide', 'benfluorex', 'nortriptyline', 'prazosin', 'propoxycaine', 'isoxsuprine', 'eucatropine', 'sanguinarine', 'valdecoxib', 'amiprilose', 'glafenine', 'lm1685', 'colchicine', 'mianserin', 'nifenazone', 'tropicamide', 'tomatidine', 'propidium iodide', 'ly294002', 'salsolidin', 'thiocolchicoside', 'fenofibrate', 'prestwick920', 'citiolone', 'cyclizine', 'physostigmine', 'papaverine', 'retrorsine', 'clofibrate', 'quinostatin', 'risperidone', 'skimmianine', 'n6methyladenosine', 'nalidixic acid', 'sulfamethoxypyridazine', 'apomorphine', 'clioquinol', 'tetraethylenepentamine', 'clofilium tosylate', 'felodipine', 'cycloserine', 'pyrvinium', 'ioxaglic acid', '01750290000', 'levamisole', 'lobelanidine', '01983060000', 'succinylsulfathiazole', 'procyclidine', 'cortisone', 'amantadine', 'cytisine', 'famotidine', 'mercaptopurine', 'wortmannin', 'metformin', 'hemicholinium', 'sulfathiazole', 'adrenosterone', 'ellipticine', 'theophylline', 'aceclofenac', 'asiaticoside', 'budesonide', 'haloperidol', 'salbutamol', 'apramycin', 'phenformin', 'trioxysalen', 'benperidol', 'sulfacetamide', 'sulfamerazine', 'sulfinpyrazone', 'dioxybenzone', 'benzamil', 'oxamic acid', 'droperidol', 'harman', 'clenbuterol', 'mephenesin', 'benzonatate', 'methoxsalen', 'naftidrofuryl', 'rosiglitazone', 'methazolamide', 'zidovudine', 'diclofenac', 'cimetidine', 'furosemide', 'tinidazole', 'aminophylline', 'norethisterone', 'iobenguane', 'sirolimus', 'dihydrostreptomycin', '45dianilinophthalimide', 'ginkgolide a', 'altretamine', 'cp69033401', 'homochlorcyclizine', 'aconitine', 'lomefloxacin', 'amprolium', 'metamizole sodium', 'monorden', 'cefotiam', 'spiperone', 'yohimbine', 'kawain', 'quinidine', 'trazodone', 'lysergol', 'zaprinast', 'cefalexin', 'hycanthone', 'hexamethonium bromide', 'chlorprothixene', 'nicotinic acid', 'anabasine', 'methacholine chloride', 'bufexamac', 'dihydroergotamine', 'clonidine', 'nicardipine', 'monobenzone', 'methyldopa', 'alphaergocryptine', 'ciprofloxacin', 'amrinone', 'aminophenazone', 'hydrocotarnine', 'oxymetazoline', 'cloperastine', 'proglumide', 'loxapine', 'pha00851261e', 'glipizide', 'etoposide', 'meclozine', 'alfaxalone', 'butirosin', 'harmaline', 'alclometasone', 'triamterene', 'ciclosporin', 'carbamazepine', 'naltrexone', 'gliquidone', 'vorinostat', 'ebselen', 'bepridil', 'solanine', 'metanephrine', 'etofylline', 'tonzonium bromide', '5109870', 'morantel', 'rescinnamine', 'triflusal', 'doxycycline', 'isoetarine', 'hecogenin', 'fluoxetine', 'ribostamycin', 'cay10397', 'ambroxol', 'dantrolene', 'sulfanilamide', 'ceftazidime', 'omeprazole', 'rolipram', 'tretinoin', 'diazoxide', 'natamycin', 'nordihydroguaiaretic acid', 'colforsin', 'sertaconazole', 'verapamil', 'levonorgestrel', 'indometacin', 'meptazinol', 'chlorogenic acid', 'methylprednisolone', 'butacaine', 'phentolamine', 'alsterpaullone', 'ethosuximide', 'imidurea', 'cp944629', 'hydrastinine', 'pnu0230031', 'alverine', 'isosorbide', 'piperacetazine', 'pipenzolate bromide', '3aminobenzamide', 'karakoline', 'roxarsone', 'rimexolone', 'proxyphylline', 'zoxazolamine', 'prestwick860', 'triprolidine', 'acetylsalicylic acid', 'isoconazole', 'y27632', 'laudanosine', 'lynestrenol', 'ursodeoxycholic acid', 'carbachol', 'metrifonate', 'oxantel', 'pargyline', 'phenazopyridine', 'chlorcyclizine', 'ganciclovir', 'pnu0251126', 'xylazine', 'pyridoxine', 'chloramphenicol', 'lumicolchicine', 'trimethylcolchicinic acid', 'piperidolate', 'tetroquinone', 'hyoscyamine', 'metyrapone', 'procaine', '16phenyltetranorprostaglandin e2', 'betamethasone', 'tacrine', 'amikacin', 'perhexiline', 'thioguanosine', 'isopropamide iodide', 'trifluoperazine', 'hydrastine hydrochloride', 'ticlopidine', 'clemizole', 'hydroxyzine', 'spaglumic acid', 'ionomycin', 'abamectin', 'fenoprofen', 'bupivacaine', 'guanethidine', 'racecadotril', 'pimozide', 'fluorometholone', 'homosalate', 'nicergoline', 'sulfapyridine', 'etomidate', 'colecalciferol', 'cefsulodin', 'iopanoic acid', 'latamoxef', 'meticrane', 'domperidone', 'lobeline', 'terconazole', 'hexylcaine', 'estropipate', 'carbinoxamine', 'irinotecan', 'ketorolac', 'sisomicin', 'pnu0293363', 'fluphenazine', 'pirenperone', 'benfotiamine', 'hydrocortisone', 'noscapine', '8azaguanine', 'fipexide', 'methotrexate', 'harmine', 'naloxone', 'oxprenolol', 'ciprofibrate', 'napelline', 'doxylamine', 'pararosaniline', 'medrysone', 'terfenadine', 'mephentermine', 'pronetalol', 'oxytetracycline', 'cinnarizine', 'prochlorperazine', 'sulfamethizole', 'tyloxapol', 'tamoxifen', 'hc toxin', 'nalbuphine', 'pyrantel', 'rofecoxib', 'idazoxan', 'urapidil', 'benzydamine', 'pentoxyverine', 'oxybuprocaine', 'minoxidil', 'memantine', 'pentamidine', 'chlortetracycline', 'nacetylmuramic acid', 'bcb000039', 'flucytosine', 'epivincamine', 'atovaquone', '14chrysenequinone', 'letrozole', 'niclosamide', 'pirlindole', 'sulfadimidine', 'clomifene', 'prestwick559', 'amiloride', 'eldeline', 'antimycin a', 'orlistat', 'pseudopelletierine', 'pha00846566e', 'oxyphenbutazone', 'spiradoline', 'artemisinin', 'methylergometrine', 'fenoterol', 'novobiocin', 'scopolamine', 'fluorocurarine', 'ouabain', 'naringin', 'corbadrine', 'epirizole', 'estradiol', 'bambuterol', 'phenylpropanolamine', 'oleandomycin', 'apigenin', 'oxetacaine', 'astemizole', 'ramifenazone', 'methylbenzethonium chloride', 'galantamine', 'sr95531', 'neostigmine bromide', 'etodolac', 'troglitazone', 'loperamide', 'dyclonine', 'dehydrocholic acid', 'mimosine', 'pyrazinamide', 'desoxycortone', 'crotamiton', 'bromocriptine', 'imipramine', 'noretynodrel', 'trolox c', 'leflunomide', 'prestwick1083', 'bacampicillin', 'bisacodyl', 'fulvestrant', 'solasodine', 'zalcitabine', 'ipratropium bromide', 'minocycline', 'pinacidil', 'bemegride', 'ketanserin', 'piperlongumine', 'doxepin', 'flumequine', 'protoveratrine a', 'sodium phenylbutyrate', 'clotrimazole', 'promazine', 'denatonium benzoate', 'procainamide', 'cefepime', 'meclofenoxate', 'glibenclamide', 'niflumic acid', 'resveratrol', 'bromperidol', 'beclometasone', 'dexverapamil', 'dexamethasone', 'acepromazine', 'levodopa', 'picrotoxinin', 'metergoline', 'valproic acid', 'deptropine', 'chrysin', 'fluocinonide', 'sparteine', 'fusaric acid', 'oxaprozin', 'octopamine', 'ag013608', 'sr95639a', 'norcyclobenzaprine', 'azaperone', 'mevalolactone', 'ticarcillin', '4hydroxyphenazone', 'ioversol', 'naphazoline', 'procarbazine', 'calcium pantothenate', 'bupropion', 'cyclopentolate']","['verteporfin', 'ornidazole', 'allantoin']",[],"['colecalciferol', 'ciclosporin', 'methotrexate', 'azathioprine', 'doxepin', 'cetirizine']",[],"['colecalciferol', 'ciclosporin', 'methotrexate', 'azathioprine', 'doxepin', 'cetirizine']"
intellectual disability,HP_0001249,name,0.05,"['larotrectinib', 'pyridoxine', 'fusidic acid', 'bexarotene', 'benproperine phosphate', 'acetohexamide', 'fingolimod hydrochloride', 'ritonavir', 'adagrasib', 'salicylic acid', 'irinotecan hydrochloride', 'aliskiren', 'neratinib maleate', 'almonertinib hydrochloride', 'rimonabant', 'nimesulide', '9ing41', 'pentagastrin', 'cp21r7', 'sunitinib', 'mebendazole', 'mitoxantrone dihydrochloride', 'goserelin acetate', 'gemfibrozil']","['ketotifen', 'genistein', 'benfluorex', 'sulfathiazole', 'letrozole', 'chlorpromazine', 'sodium phenylbutyrate', 'guanabenz', 'haloperidol', 'probenecid', 'tretinoin', 'thiamphenicol', 'isocarboxazid', 'trimethoprim', 'furosemide', 'lobeline', 'idoxuridine', 'folic acid', 'benzathine benzylpenicillin']",[],[],[],[],[]
mental depression,MONDO_0002050,synonym,0.05,"['azithromycin hydrate', 'belumosudil', 'artesunate', 'temuterkib', 'plicamycin', 'gallic acid', 'encorafenib', 'vilanterol', 'mk8353', 'tetracycline hydrochloride', 'methylprednisolone succinate', 'rverapamil hydrochloride', 'ckitin1', 'isocorydine', 'sodium salicylate', 'fenofibrate', 'sonidegib', 'anethole trithione', 'doxorubicin hydrochloride', 'γoryzanol', 'pemetrexed', 'anastrozole', 'abiraterone acetate', 'citalopram hydrobromide', 'mozavaptan', 'levobupivacaine hydrochloride', 'bimiralisib', 'riluzole hydrochloride', 'ulk101', 'gefitinib', 'tak901', 'benztropine mesylate', 'filgotinib', 'erk5in2', 'dorzolamide hydrochloride', 'cilostazol', 'raltitrexed', '4egi1', 'folic acid', 'irinotecan', 'glasdegib', 'lucanthone', 'larotrectinib', 'daptomycin', 'azd1390', 'thymopentin', 'lactate calcium', 'amsacrine', 'larotrectinib sulfate', 'clofarabine', 'docetaxel trihydrate', 'vemurafenib', 'rutin trihydrate', 'indacaterol maleate', 'adagrasib', 'erdafitinib', 'gemcitabine', 'bay1125976', 'ipatasertib', 'alpelisib', 'pemigatinib', 'fluvoxamine', 'ralimetinib dimesylate', 'adenine', 'abemaciclib', '9ing41', 'gsk1059615', 'lipoic acid', 'pentagastrin', 'dt061', 'thymol', 'finasteride', 'rosiglitazone', 'retinoic acid', 'xrk3f2', 'mitoxantrone dihydrochloride', 'pexidartinib hydrochloride', 'capmatinib', 'palbociclib', 'hydroxyurea', 'hitopk032', 'mk3903', 'menadione', 'vinblastine sulfate', 'rucaparib phosphate', 'sinomenine', 'tofacitinib citrate', 'penfluridol', 'binimetinib', 'cytarabine hydrochloride', 'chlorhexidine diacetate', 'clonidine hydrochloride', 'loperamide hydrochloride', 'altretamine', 'paclitaxel', 'imiquimod maleate', 'trametinib', 'sulfatinib', 'crizotinib', 'edoxaban tosylate monohydrate', 'erlotinib', 'dabrafenib', 'nvpbhg712', 'roxadustat', 'tranilast', 'minodronic acid', 'bi3406', 'orlistat', 'salicylic acid', 'ribociclib', 'sacubitrilvalsartan', 'tirabrutinib', 'ivermectin', 'rmc6236', 'balsalazide sodium hydrate', 'berbamine', 'ferulic acid', 'aliskiren', 'phenytoin sodium', 'ataluren', 'neratinib maleate', 'almonertinib hydrochloride', 'homoharringtonine', 'doxycycline monohydrate', 'belzutifan', 'bestatin', 'pitavastatin calcium', 'sildenafil', 'meloxicam', 'volasertib', 'pasireotide acetate', 'azd8055', 'lthyroxine sodium salt pentahydrate', 'relugolix', 'ornidazole', 'macitentan', 'palmatine chloride', 'triamcinolone', 'pentamidine isethionate', 'entecavir monohydrate', 'ponatinib', 'posaconazole', 'methylthiouracil', 'canagliflozin', 'phenylephrine hydrochloride', 'trametinib dmso_tf solvate', 'epirubicin hydrochloride', 'fusidic acid', 'nevirapine', 'pralsetinib', 'sbi0640756', 'venetoclax', 'dapagliflozin 2s12propanediol hydrate', 'benproperine phosphate', 'regorafenib', 'idarubicin hydrochloride', 'acetohexamide', 'tolmetin', 'fingolimod hydrochloride', 'cobimetinib', 'apalutamide', 'scrizotinib', 'allopurinol', 'sapanisertib', 'verapamil', 'quinidine 15 dihydroquinidine', 'torkinib', 'procainamide hydrochloride', 'vitamin k4', 'cabozantinib smalate', 'lb100', 'rifaximin', 'everolimus', 'monocrotaline', 'tirabrutinib hydrochloride', 'verteporfin', 'hydroxyfasudil', 'goserelin acetate', 'olaparib', 'pyridoxine hydrochloride', 'elagolix sodium', 'ligustrazine', 'sivelestat sodium tetrahydrate', 'tak733']","['guanadrel', 'amantadine', 'cobalt chloride', 'stachydrine', 'ribavirin', 'cp32065001', 'chlorphenesin', 'debrisoquine', 'oxaprozin', 'paclitaxel', 'aconitine', 'dexamethasone', 'ricinine', 'azapropazone', 'pimethixene']",['paclitaxel'],['fluvoxamine'],['ribavirin'],[],"['fluvoxamine', 'ribavirin']"
cervical cancer,MONDO_0002974,name,0.05,"['azithromycin hydrate', 'pyridoxine', 'artesunate', 'temuterkib', 'plicamycin', 'adenosine', 'cepharanthine', 'drospirenone', 'encorafenib', 'azd7648', 'oxaliplatin', 'vilanterol', 'ritonavir', 'sodium salicylate', 'anethole trithione', 'doxorubicin hydrochloride', 'pemetrexed', 'selinexor', 'anastrozole', 'abiraterone acetate', 'citalopram hydrobromide', 'dtp3', 'levobupivacaine hydrochloride', 'mozavaptan', '8hydroxyquinoline', 'bimiralisib', 'riluzole hydrochloride', 'ulk101', 'gefitinib', 'naproxen', 'entrectinib', 'gemfibrozil', 'benztropine mesylate', 'erk5in2', 'raltitrexed', '4egi1', 'ly2090314', 'lucanthone', 'belinostat', 'larotrectinib', 'azd1390', 'lactate calcium', 'amsacrine', 'elimusertib hydrochloride', 'larotrectinib sulfate', 'clofarabine', 'vemurafenib', 'rutin trihydrate', 'indacaterol maleate', 'adagrasib', 'bestatin hydrochloride', 'erdafitinib', 'gemcitabine', 'ly2584702 tosylate salt', 'lidocaine hydrochloride', 'bay1125976', 'tolcapone', 'ipatasertib', 'terfenadine', 'alpelisib', 'pemigatinib', 'rapamycin', 'ralimetinib dimesylate', 'adenine', 'abemaciclib', 'quinestrol', '9ing41', 'gsk1059615', 'lipoic acid', 'pentagastrin', 'dt061', 'thymol', 'retinoic acid', 'xrk3f2', 'megestrol', 'furosemide', 'mitoxantrone dihydrochloride', 'capmatinib', 'palbociclib', 'dihydroartemisinin', 'mk3903', 'menadione', 'vinblastine sulfate', 'sinomenine', 'tofacitinib citrate', 'panobinostat', 'cytarabine hydrochloride', 'celecoxib', 'chlorhexidine diacetate', 'clonidine hydrochloride', 'cloxacillin sodium', 'loperamide hydrochloride', 'paclitaxel', 'imiquimod maleate', 'trametinib', 'crizotinib', 'edoxaban tosylate monohydrate', 'apto253', 'dabrafenib', 'nvpbhg712', 'minodronic acid', 'bi3406', 'salicylic acid', 'methyl aminolevulinate hydrochloride', 'decitabine', 'bentamapimod', 'flumatinib mesylate', 'ivermectin', 'berbamine dihydrochloride', 'rmc6236', 'balsalazide sodium hydrate', 'berbamine', 'ciclopirox', 'ferulic acid', 'phenytoin sodium', 'triclosan', 'ataluren', 'neratinib maleate', 'almonertinib hydrochloride', 'homoharringtonine', 'belzutifan', 'pitavastatin calcium', 'meloxicam', 'volasertib', 'azd8055', 'lthyroxine sodium salt pentahydrate', 'fostamatinib disodium hexahydrate', 'ornidazole', 'macitentan', 'triamcinolone', 'pentamidine isethionate', 'radotinib', 'lapatinib ditosylate', 'lonafarnib', 'entecavir monohydrate', 'fulvestrant', 'ponatinib', 'berberine chloride hydrate', 'posaconazole', 'iq 1', 'methylthiouracil', 'canagliflozin', 'perindopril erbumine', 'phenylephrine hydrochloride', 'epirubicin hydrochloride', 'fusidic acid', 'pralsetinib', 'belumosudil mesylate', 'sbi0640756', 'trametinib dmso_tf solvate', 'dapagliflozin 2s12propanediol hydrate', 'idarubicin hydrochloride', 'acetohexamide', 'clotrimazole', 'tolmetin', 'cobimetinib', 'apalutamide', 'azd2858', 'ph797804', 'sapanisertib', 'darinaparsin', 'resveratrol', 'procainamide hydrochloride', 'cabozantinib smalate', 'bimatoprost', 'demeclocycline', 'lb100', 'rimonabant', 'everolimus', 'cinacalcet', 'tirabrutinib hydrochloride', 'tucidinostat', 'goserelin acetate', 'pyridoxine hydrochloride', 'elagolix sodium', 'bosentan hydrate', 'silodosin', 'ligustrazine', 'tofacitinib']","['pyridoxine', 'tranylcypromine', 'difenidol', 'hyoscyamine', 'atropine', 'amikacin', 'trifluoperazine', 'nafcillin', 'amodiaquine', 'carisoprodol', 'profenamine', 'diltiazem', 'fenoprofen', 'cefalotin', 'repaglinide', 'sulfapyridine', 'ethotoin', 'etomidate', 'colecalciferol', 'hydralazine', 'pyrvinium', 'diphenylpyraline', 'clozapine', 'prilocaine', 'lobeline', 'genistein', 'fluphenazine', 'metaraminol', 'clindamycin', '8azaguanine', 'ritodrine', 'budesonide', 'haloperidol', 'apramycin', 'trioxysalen', 'tobramycin', 'cetirizine', 'cinoxacin', 'fluvoxamine', 'prochlorperazine', 'dexibuprofen', 'trichlormethiazide', 'clenbuterol', 'pentolonium', 'sotalol', 'tyloxapol', 'benzonatate', 'nalbuphine', 'flumetasone', 'pentamidine', 'sirolimus', 'orciprenaline', 'vidarabine', 'ofloxacin', 'thioridazine', 'lomefloxacin', 'yohimbine', 'chlorpromazine', 'trazodone', 'monastrol', 'cefaclor', 'metixene', 'amiodarone', 'probenecid', 'rolitetracycline', 'estradiol', 'spironolactone', 'fluspirilene', 'buspirone', 'prenylamine', 'etodolac', 'aminophenazone', 'methapyrilene', 'troglitazone', 'cloperastine', 'pyrazinamide', 'glipizide', 'flupentixol', 'cefmetazole', 'imipramine', 'cefuroxime', 'probucol', 'carbamazepine', 'fulvestrant', 'torasemide', 'vorinostat', 'triflusal', 'moxisylyte', 'benzthiazide', 'chlorzoxazone', 'fenspiride', 'dantrolene', 'promazine', 'betahistine', 'procainamide', 'omeprazole', 'ifenprodil', 'tretinoin', 'natamycin', 'glibenclamide', 'levonorgestrel', 'methylprednisolone', 'neomycin', 'resveratrol', 'demeclocycline', 'acepromazine', 'lidocaine', 'rimexolone', 'valproic acid', 'fluocinonide', 'amoxicillin', 'triprolidine', 'acetylsalicylic acid', 'isoconazole', 'ursodeoxycholic acid', 'ticarcillin', 'pargyline']","['pyridoxine', 'demeclocycline', 'fulvestrant', 'resveratrol']","['gefitinib', 'vinblastine sulfate', 'paclitaxel', 'trametinib', 'gemcitabine', 'doxorubicin hydrochloride', 'everolimus', 'pemetrexed', 'celecoxib']","['valproic acid', 'acetylsalicylic acid']",[],"['valproic acid', 'gefitinib', 'vinblastine sulfate', 'paclitaxel', 'acetylsalicylic acid', 'trametinib', 'gemcitabine', 'doxorubicin hydrochloride', 'everolimus', 'pemetrexed', 'celecoxib']"
