"","exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","valid"
"1",3279,-0.76546132933809,0,0,"unstratified_endo","cmap","fenoprofen",7.2e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","754","Fenoprofen calcium salt dihydrate [53746-45-5]","C0015837","53746-45-5","DB00573",1
"2",3277,-0.75114489271406,0,0,"unstratified_endo","cmap","flumetasone",9.8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","734","Flumethasone [2135-17-3]","NULL","2135-17-3","DB00663",1
"3",3311,-0.715729518527475,0,0,"unstratified_endo","cmap","promazine",1.24e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","693","Promazine hydrochloride [53-60-1]","C0546875","53-60-1","DB00420",1
"4",6039,-0.711365024568584,0,0,"unstratified_endo","cmap","irinotecan",1e-04,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","I1406","irinotecan HCl","C0594375","NULL","DB00762",1
"5",3269,-0.702125459972362,0,0,"unstratified_endo","cmap","primaquine",8.8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","476","Primaquine diphosphate [63-45-6]","C0033126","63-45-6","DB01087",1
"6",3225,-0.695417787728477,0,0,"unstratified_endo","cmap","scopolamine",1.18e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","877","Scopolamine hydrochloride [55-16-3]","C0036442","55-16-3","DB00747",1
"7",3267,-0.689203413474968,0,0,"unstratified_endo","cmap","zuclopenthixol",9.2e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","998","Zuclopenthixol hydrochloride [633-59-0]","C0350505","633-59-0","DB01624",1
"8",3275,-0.653119969934398,0,0,"unstratified_endo","cmap","levonorgestrel",1.28e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","773","Norgestrel-(-)-D [797-63-7]","C0023566","797-63-7","DB00367",1
"9",3306,-0.653072376557973,0,0,"unstratified_endo","cmap","flunisolide",9.2e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","643","Flunisolide [3385-03-3]","C0060501","3385-03-3","DB00180",1
"10",3276,-0.637813242085437,0,0,"unstratified_endo","cmap","cloperastine",1.1e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","793","Cloperastine hydrochloride [14984-68-0]","MMS_608","14984-68-0","DB09002",1
"11",2694,-0.614822253964826,0,0,"unstratified_endo","cmap","cycloserine",3.92e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1086","D-cycloserine [68-41-7]","C0010590","68-41-7","DB00260",1
"12",3597,-0.613495113860738,0,0,"unstratified_endo","cmap","bepridil",1e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","368","Bepridil hydrochloride [74764-40-2]","C0005116","74764-40-2","DB01244",1
"13",519,-0.608380827485609,0,0,"unstratified_endo","cmap","trifluoperazine",1e-05,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","T6062","trifluoperazine dihydrochloride","C0304381","NULL","DB00831",1
"14",3272,-0.606929503226427,0,0,"unstratified_endo","cmap","medrysone",1.16e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","743","Medrysone [2668-66-8]","C0065865","2668-66-8","DB00253",1
