"exp_id","cmap_score","p.x","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","drug_name","r","p.y","num_peers","valid"
4097,-0.272650088061027,0.02716,0.209982256020279,"file16e939fc8c39_logFC_0","CMAP","dexibuprofen",1.94e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","907","S-(+)-ibuprofen [51146-56-6]","MMS_81","51146-56-6","DB09213","dexibuprofen",0.244504569533975,3.2777350061779e-177,3,1
1441,-0.317602727443407,0.00406,0.0578644859813084,"file16e939fc8c39_logFC_0","CMAP","diazoxide",1.74e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","87","Diazoxide [364-98-7]","C0012022","364-98-7","DB01119","diazoxide",0.230223947571826,8.52743021543799e-157,4,1
4095,-0.303573005262693,0.00786,0.0899549718574109,"file16e939fc8c39_logFC_0","CMAP","diltiazem",8.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","134","Diltiazem hydrochloride [33286-22-5]","C0700579","33286-22-5","DB00343","diltiazem",0.257947593082564,1.07519670019088e-197,4,1
4368,-0.43596553466279,9.99990000099999e-06,0.00127083333333333,"file16e939fc8c39_logFC_0","CMAP","dipyridamole",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","142","Dipyridamole [58-32-2]","C0012582","58-32-2","DB00975","dipyridamole",0.245711387099629,5.33610731327263e-179,5,1
5537,-0.268006005219283,0.03169,0.231785371702638,"file16e939fc8c39_logFC_0","CMAP","estradiol",1e-07,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","E1024","estradiol, USP","C1330622","NULL","DB00783","estradiol",0.400143114688865,0,36,1
2129,-0.342310509634797,0.00122,0.025486301369863,"file16e939fc8c39_logFC_0","CMAP","etomidate",1.64e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1041","Etomidate [33125-97-2]","C0015131","33125-97-2","DB00292","etomidate",0.168976745471137,2.53883031890456e-84,2,1
1496,-0.29492799728438,0.01134,0.115869346733668,"file16e939fc8c39_logFC_0","CMAP","fenspiride",1.34e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","213","Fenspiride hydrochloride [5053-08-7]","C0015843","5053-08-7","DB08979","fenspiride",0.391177621218958,0,4,1
4860,-0.431500609662978,1e-05,0.00127083333333333,"file16e939fc8c39_logFC_0","CMAP","fluphenazine",1e-05,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","F8548","fluphenazine dihydrochloride","C0700567","NULL","DB00623","fluphenazine",0.345130034367119,0,17,1
5090,-0.253918325160915,0.05071,0.315768367346939,"file16e939fc8c39_logFC_0","CMAP","fluspirilene",8.4e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","906","Fluspirilen [1841-19-6]","C0016383","1841-19-6","DB04842","fluspirilene",0.263050674481901,8.48292199853958e-206,3,1
4861,-0.353942464101168,0.00066,0.016775,"file16e939fc8c39_logFC_0","CMAP","fulvestrant",1e-08,6,"HL60","HT_HG-U133A","DMSO","Tocris","1047","ICI 182,780","C0935916","NULL","DB00947","fulvestrant",0.185199123335237,3.39295142591463e-101,39,1
1859,-0.477995332801376,9.99990000099999e-06,0.00127083333333333,"file16e939fc8c39_logFC_0","CMAP","geldanamycin",1e-06,6,"HL60","HT_HG-U133A","DMSO","MP Biomedicals","195994","geldanamycin","EXPT01571","NULL","DB02424","geldanamycin",0.21526417983012,7.26755550637708e-137,14,1
530,-0.31042266640174,0.00565,0.0718020833333333,"file16e939fc8c39_logFC_0","CMAP","genistein",1e-05,6,"PC3","HT_HG-U133A","DMSO","Calbiochem","345834","genistein","NULL","NULL","DB01645","genistein",0.56706186986854,0,16,1
2755,-0.287214146926357,0.01546,0.144571865443425,"file16e939fc8c39_logFC_0","CMAP","griseofulvin",1.12e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","226","Griseofulvin [126-07-8]","C0720718","126-07-8","DB00400","griseofulvin",0.167555035646246,6.39207345336175e-83,4,1
2435,-0.289876672457402,0.01389,0.133431496062992,"file16e939fc8c39_logFC_0","CMAP","hydrocortisone",1.1e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","447","Hydrocortisone base [50-23-7]","C0991827","50-23-7","DB00741","hydrocortisone",0.160331347143324,5.39659366737618e-76,2,1
5836,-0.285020231783511,0.01676,0.152363636363636,"file16e939fc8c39_logFC_0","CMAP","imipenem",1.34e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","519","Imipenem [74431-23-5]","MMS_109","74431-23-5","DB01598","imipenem",0.296349657482415,3.22317373319478e-263,3,1
5925,-0.259294007787029,0.04284,0.282668466522678,"file16e939fc8c39_logFC_0","CMAP","isocarboxazid",1.72e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","795","Isocarboxazid [59-63-2]","C0022154","59-63-2","DB01247","isocarboxazid",0.486502456905653,0,4,1
1484,-0.385102665443425,0.00023,0.0101666666666667,"file16e939fc8c39_logFC_0","CMAP","levamisole",1.66e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","182","Levamisole hydrochloride [16595-80-5]","C0733383","16595-80-5","DB00848","levamisole",0.286711791980778,8.95072722350126e-246,3,1
1119,-0.25259230449911,0.05293,0.323196196196196,"file16e939fc8c39_logFC_0","CMAP","levodopa",2.02e-05,6,"PC3","HG-U133A","DMSO","Prestwick Chemical","17","Levodopa [59-92-7]","MMS_604","59-92-7","DB01235","levodopa",0.335858626051979,0,4,1
4358,-0.313253886619907,0.00497,0.0646340425531915,"file16e939fc8c39_logFC_0","CMAP","meclozine",8.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","457","Meclozine dihydrochloride [1104-22-9]","NULL","1104-22-9","DB00737","meclozine",0.307248331110456,8.95741537698825e-284,4,1
1666,-0.322817294327534,0.00308,0.0471089108910891,"file16e939fc8c39_logFC_0","CMAP","metixene",1.16e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","491","Metixene hydrochloride [1553-34-0]","APRD01101","1553-34-0","DB00340","metixene",0.165799454149195,3.29971501406144e-81,3,1
2684,-0.265154911322763,0.03492,0.247113689095128,"file16e939fc8c39_logFC_0","CMAP","milrinone",1.9e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1065","Milrinone [78415-72-2]","C0600487","78415-72-2","DB00235","milrinone",0.224416150606709,6.97618112611409e-149,2,1
2067,-0.434974629691688,9.99990000099999e-06,0.00127083333333333,"file16e939fc8c39_logFC_0","CMAP","mometasone",7.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","572","Mometasone furoate [83919-23-7]","MMS_626","83919-23-7","DB00764","mometasone",0.173308849267252,1.14451138064764e-88,3,1
1452,-0.308640982716342,0.00622,0.076650505050505,"file16e939fc8c39_logFC_0","CMAP","nalbuphine",1.02e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","118","Nalbuphine hydrochloride [23277-43-2]","C0600099","23277-43-2","DB00844","nalbuphine",0.155680542261992,1.0532517599379e-71,4,1
1151,-0.296096796939891,0.01091,0.11309337860781,"file16e939fc8c39_logFC_0","CMAP","naloxone",1.1e-05,6,"PC3","HG-U133A","DMSO","Prestwick Chemical","111","Naloxone hydrochloride [357-08-4]","C0700549","357-08-4","DB01183","naloxone",0.275770359616832,8.609205935942e-227,5,1
5123,-0.339412784173074,0.00144,0.0288,"file16e939fc8c39_logFC_0","CMAP","nisoxetine",1.3e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","910","Nisoxetine hydrochloride [57754-86-6]","NULL","57754-86-6","DB09186","nisoxetine",0.220337123095274,1.85279685038927e-143,3,1
1329,-0.340101710285812,0.0014,0.0280921052631579,"file16e939fc8c39_logFC_0","CMAP","pargyline",2.04e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","183","Pargyline hydrochloride [306-07-0]","C0282289","306-07-0","DB01626","pargyline",0.248127806005805,1.30789413158877e-182,3,1
4671,-0.270137057222762,0.02953,0.220481028151775,"file16e939fc8c39_logFC_0","CMAP","phenindione",1.8e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","538","Phenindione [83-12-5]","C0031406","83-12-5","DB00498","phenindione",0.30571125220038,8.0411160811646e-281,3,1
5986,-0.270034994094949,0.02962,0.220882640586797,"file16e939fc8c39_logFC_0","CMAP","piroxicam",1.2e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","211","Piroxicam [36322-90-4]","C0071149","36322-90-4","DB00554","piroxicam",0.289358488919146,1.69635044352123e-250,3,1
974,-0.289168020034689,0.01436,0.137082942097027,"file16e939fc8c39_logFC_0","CMAP","prenylamine",9.6e-06,6,"HL60","HG-U133A","DMSO","Prestwick Chemical","560","Prenylamine lactate [69-43-2]","C0033059","69-43-2","DB04825","prenylamine",0.154540258968912,1.13326066684874e-70,3,1
3731,-0.277350402465145,0.02276,0.186357046979866,"file16e939fc8c39_logFC_0","CMAP","prilocaine",1.56e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","199","Prilocaine hydrochloride [1786-81-8]","C0008846","1786-81-8","DB00750","prilocaine",0.217776200268942,4.14413324276503e-140,5,1
2206,-0.438710060169666,9.99990000099999e-06,0.00127083333333333,"file16e939fc8c39_logFC_0","CMAP","profenamine",1.14e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","840","Ethopropazine hydrochloride [1094-08-2]","NULL","1094-08-2","DB00392","profenamine",0.179022096243891,1.40939289013538e-94,3,1
1641,-0.270735835993648,0.02899,0.217782019704434,"file16e939fc8c39_logFC_0","CMAP","progesterone",1.28e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","477","Progesterone [57-83-0]","C0873071","57-83-0","DB00396","progesterone",0.28290079176079,4.59192987809601e-239,3,1
5000,-0.275022992624802,0.02471,0.19634375,"file16e939fc8c39_logFC_0","CMAP","pyrvinium",3.4e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","1040","Pyrvinium pamoate [3546-41-6]","C0072804","3546-41-6","DB06816","pyrvinium",0.281081212203132,6.74002596835504e-236,5,1
2126,-0.324394935967808,0.00296,0.0467666666666667,"file16e939fc8c39_logFC_0","CMAP","rimexolone",1.08e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1020","Rimexolone [49697-38-3]","C0140594","49697-38-3","DB00896","rimexolone",0.198596958015818,2.23429914318097e-116,3,1
4844,-0.462090811173235,9.99990000099999e-06,0.00127083333333333,"file16e939fc8c39_logFC_0","CMAP","sirolimus",1e-07,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877","sirolimus",0.491836767408887,0,43,1
137,-0.333125796552397,0.00201,0.0360617647058824,"file16e939fc8c39_logFC_0","CMAP","staurosporine",1e-08,6,"MCF7","HG-U133A","DMSO","Calbiochem","569397","staurosporine","EXPT02970","NULL","DB02010","staurosporine",0.22594552107785,6.04797088571896e-151,3,1
4373,-0.392856305263405,0.00014,0.0080566037735849,"file16e939fc8c39_logFC_0","CMAP","sulfafurazole",1.5e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","334","Sulfisoxazole [127-69-5]","NULL","127-69-5","DB00263","sulfafurazole",0.244432382851625,4.19016678937282e-177,4,1
3388,-0.313227276101434,0.00497,0.0646340425531915,"file16e939fc8c39_logFC_0","CMAP","sulpiride",1.18e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","56","Sulpiride [15676-16-1]","C0038803","15676-16-1","DB00391","sulpiride",0.359802384594539,0,4,1
1694,-0.393516578753008,0.00013,0.007625,"file16e939fc8c39_logFC_0","CMAP","tiabendazole",1.98e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","524","Tiabendazole [148-79-8]","NULL","148-79-8","DB00730","tiabendazole",0.261299144523627,5.37256942560688e-203,3,1
3369,-0.412782404653607,5e-05,0.00455223880597015,"file16e939fc8c39_logFC_0","CMAP","tinidazole",1.62e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","766","Tinidazole [19387-91-8]","C0040263","19387-91-8","DB00911","tinidazole",0.248234626479839,9.03732098498726e-183,5,1
2649,-0.352694696047879,0.00069,0.017109756097561,"file16e939fc8c39_logFC_0","CMAP","torasemide",1.14e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1030","Torsemide [56211-40-6]","APRD00217","56211-40-6","DB00214","torasemide",0.281974377282617,1.8934349371378e-237,3,1
368,-0.314067675853738,0.00487,0.0646340425531915,"file16e939fc8c39_logFC_0","CMAP","tretinoin",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845","NULL","DB00755","tretinoin",0.447004735475961,0,21,1
1855,-0.357042463187485,0.00059,0.0157850877192982,"file16e939fc8c39_logFC_0","CMAP","trifluoperazine",1e-05,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","T6062","trifluoperazine dihydrochloride","C0304381","NULL","DB00831","trifluoperazine",0.215595013996256,2.73220835572799e-137,15,1
5992,-0.28286743241802,0.01825,0.160642135642136,"file16e939fc8c39_logFC_0","CMAP","triflusal",1.62e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","528","Triflusal [322-79-2]","C0077126","322-79-2","DB08814","triflusal",0.230869226374768,1.09103073525757e-157,2,1
4855,-0.344398424808885,0.00107,0.0233942652329749,"file16e939fc8c39_logFC_0","CMAP","troglitazone",1e-05,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","T2573","troglitazone","C0245514","NULL","DB00197","troglitazone",0.328237031279673,0,15,1
5111,-0.295971449608415,0.01096,0.113138513513514,"file16e939fc8c39_logFC_0","CMAP","ursodeoxycholic acid",1.02e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","958","Urosiol [128-13-2]","NULL","128-13-2","DB01586","ursodeoxycholic acid",0.196053336156506,2.08420024059857e-113,2,1
4863,-0.362957345654677,0.00047,0.013652380952381,"file16e939fc8c39_logFC_0","CMAP","valproic acid",5e-04,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313","valproic acid",0.24322811792472,2.4908039064116e-175,56,1
6097,-0.366042692113733,0.00043,0.013115,"file16e939fc8c39_logFC_0","CMAP","vinblastine",1e-07,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","V1377","vinblastine sulfate","C0042670","NULL","DB00570","vinblastine",0.31682616721097,1.3983487738156e-302,2,1
5679,-0.271892930389452,0.02788,0.213653266331658,"file16e939fc8c39_logFC_0","CMAP","yohimbine",1.02e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","584","Yohimbine hydrochloride [65-19-0]","C0521933","65-19-0","DB01392","yohimbine",0.189600468661262,4.66171819191707e-106,4,1
