drug,source,phase,cmap_score,tahoe_score
LEFLUNOMIDE,CMAP_ONLY,2.0,-0.288861680756275,
PILOCARPINE,CMAP_ONLY,4.0,-0.430509389742342,
SIROLIMUS,CMAP_ONLY,1.0,-0.326713668019012,
FILGOTINIB,TAHOE_ONLY,2.0,,-0.368935681959036
TIRABRUTINIB,TAHOE_ONLY,2.0,,-0.365208931530381
TOFACITINIB,TAHOE_ONLY,2.0,,-0.349767631420045
