"","logFC","AveExpr","t","P.Value","adj.P.Val","B","probe.id"
"2354_at",-3.35191569889798,8.21675378297101,-7.85838119913742,3.45728937741624e-10,2.52835114626899e-09,13.0368793408627,"2354_at"
"2353_at",-3.1201136449864,9.03918886414928,-7.21900066583441,3.28155399774475e-09,1.60466345404162e-08,10.8153405679692,"2353_at"
"3726_at",-2.47535168909421,8.94965098571825,-10.7412523022873,2.13253492734221e-14,1.89103227063541e-12,22.6094081943542,"3726_at"
"1522_at",2.34426637701935,8.53090874505666,17.3005230778732,2.43734406208435e-22,4.99265557677358e-18,40.4636472761424,"1522_at"
"AFFX-HUMRGE/M10098_5_at",2.24038293866025,11.5385903927888,8.87045575480155,1.04133851967733e-11,1.63830862035872e-10,16.4973250177674,"AFFX-HUMRGE/M10098_5_at"
"10403_at",2.20809614482344,6.96455655412655,8.70609121003913,1.82775494659337e-11,2.56261001547012e-10,15.941449260568,"10403_at"
"2052_at",-2.20619834615442,9.67626669249403,-11.4883232957625,2.02963124734298e-15,3.88571223629465e-13,24.9265028673115,"2052_at"
"79801_at",2.18177249090619,5.7955927559142,8.89451149186385,9.59249466544347e-12,1.5399111342237e-10,16.5784558375001,"79801_at"
"10926_at",2.169211314516,7.70316241457206,10.10105383639,1.69302821221405e-13,8.25714045214108e-12,20.5656243516954,"10926_at"
"7153_at",2.15981259831904,8.65503206768198,7.13742567983567,4.37876082485377e-09,2.04269042897528e-08,10.5307980465644,"7153_at"
"132203_at",2.15451264972857,5.51200874519126,6.95981952046593,8.21065610000581e-09,3.47422184574507e-08,9.91085557365119,"132203_at"
"5125_at",2.13405801729972,8.93240494377154,8.38624219328518,5.50264678509902e-11,6.0276051735812e-10,14.8524491253906,"5125_at"
"9126_at",2.1277643239913,6.68900172066724,13.6830782317658,3.06585284908174e-18,4.83084075081465e-15,31.3001685109207,"9126_at"
