"GeneID","log2FoldChange","AveExpr","t","P.Value","adj.P.Val","B","probe.id"
"2353",-3.22105410147866,8.80160976751034,-4.1865363414781,0.000309765496195614,0.00327074042477885,0.271270485446966,"2353_at"
"1469",-2.96768350898467,7.85756417653385,-4.15309522599645,0.000337601829762547,0.00345598994545528,0.190061668200534,"1469_at"
"2354",-2.4848299500472,7.57776197537363,-3.51915276532212,0.00169385722980354,0.0091492548962295,-1.32447546452709,"2354_at"
"8815",-1.67740683658213,11.0563185712892,-4.9620769065354,4.17985387141875e-05,0.00120974403938209,2.16739613733275,"8815_at"
"5315",-1.650192441476,10.3866367073796,-5.40751682386077,1.33004603860817e-05,0.000778720283062818,3.25337938936554,"5315_at"
"66002",-1.6438984450348,6.98000014752699,-7.45051204944961,8.72774931555613e-08,0.000148982680816543,7.9911996548218,"66002_at"
"2052",-1.63852425512949,9.90931153629581,-4.79167200887402,6.49055643830431e-05,0.00145781313686651,1.75015463462951,"2052_at"
"5589",-1.61684171207157,10.1310063302106,-5.52368312611148,9.88520854108781e-06,0.000706522116364577,3.53474312236433,"5589_at"
"347",-1.50565650556532,10.056362177491,-3.06911640534113,0.00513413757151111,0.0194036298920357,-2.35273191379531,"347_at"
"90993",-1.500470809597,8.84376587053459,-4.09343568675738,0.000393555223519887,0.0037381960807363,0.045416500016799,"90993_at"
"9592",-1.48268449934683,11.0858406325607,-4.3046864253391,0.000228456419225758,0.00275664956280003,0.558836419337056,"9592_at"
"972",-1.48167836252917,9.44767539289466,-4.66808788857386,8.93357989796e-05,0.00171344054896828,1.44740554837094,"972_at"
"6813",-1.47764601432375,8.50214132607294,-4.68153141016926,8.62840130116209e-05,0.00168433682861166,1.48033668652002,"6813_at"
"1072",-1.42632494383496,12.2316791384144,-5.18865520429075,2.3317242142193e-05,0.00100290764706463,2.72096096905776,"1072_at"
"6709",-1.41913302160754,8.83392188265164,-5.90103849815913,3.79695707588995e-06,0.000535425137831738,4.44119857350244,"6709_at"
"1958",-1.41123944363317,9.06301451604217,-2.76921874979547,0.010470021180599,0.0328787235724958,-3.00437204496345,"1958_at"
"3726",-1.41117192082396,8.69330973038213,-3.28531061741976,0.00302906172047326,0.0135183377072688,-1.8652310659699,"3726_at"
"388",-1.39578667859146,9.19270637702515,-4.91893030399124,4.67221918334102e-05,0.00125671288750128,2.06179896567813,"388_at"
"91353",-1.38430389409887,4.94834204777361,-2.68613097014862,0.0126960900506044,0.0378058887333306,-3.17901092531538,"91353_at"
"28815",-1.38282185286595,7.49289442968459,-6.01725173974376,2.834973517643e-06,0.000479930558143796,4.717664397482,"28815_at"
"7538",-1.34750723206501,10.5605797178511,-2.75979430284291,0.0107026533440306,0.0334298797040444,-3.02431946069427,"7538_at"
"2006",-1.32983064018483,8.2288848770431,-3.72185725467009,0.00101624477113387,0.00660449042884593,-0.846609008905782,"2006_at"
"3561",-1.32108684675209,7.26815974416693,-5.17694515658236,2.40300167407444e-05,0.00100866980106026,2.69240191644236,"3561_at"
"1291",-1.31198958718873,7.86930240339099,-4.80701650984447,6.23822267603234e-05,0.00143255328807003,1.78774224014651,"1291_at"
"23770",-1.29760132782364,7.19569775337423,-4.48394630039191,0.000143804032136245,0.00215764045506717,0.996617232819484,"23770_at"
"1472",-1.29301587618622,8.56167997950306,-3.76779764470059,0.000904455326022435,0.00615510395290484,-0.737326136281085,"1472_at"
"5866",-1.28757595826094,7.76434383241458,-5.3447048280521,1.56212003388483e-05,0.000846520285029019,3.10086465110259,"5866_at"
"57104",-1.28010121267977,8.3107105426026,-6.3386284670143,1.27259631164044e-06,0.000405705492675837,5.47456439965836,"57104_at"
"5369",-1.27620814055397,5.80492786425573,-5.35708657944204,1.5133427132592e-05,0.000841112320749749,3.13094866074679,"5369_at"
"126393",-1.26349647637401,7.2060829526683,-3.34383902983665,0.00262139775909877,0.0122176818424071,-1.73108632140476,"126393_at"
"1470",-1.25656278010975,5.93701461467475,-5.87672938344487,4.03688602423489e-06,0.000544885356223017,4.38319609131096,"1470_at"
"10766",-1.24431222950453,7.97505796742541,-3.40513470438725,0.00225158209110164,0.0110592119181112,-1.58970730785316,"10766_at"
"7480",-1.23008117300943,6.700509297598,-6.91979743651279,3.07774864241446e-07,0.000246444184016548,6.81112581336622,"7480_at"
"3787",-1.22979804984425,6.26880755245441,-6.31968959923332,1.33370571643131e-06,0.000405705492675837,5.4302897473529,"3787_at"
"3164",-1.1720963356119,7.87201789401756,-2.56403218707064,0.0167845395010496,0.046404981392833,-3.43041473245941,"3164_at"
"10326",-1.15813426673364,4.70668752691577,-4.4904683156287,0.000141400455243104,0.00213917793589345,1.01256962073768,"10326_at"
"10755",-1.14119787127616,9.35413175803075,-7.00262225311528,2.52232953752381e-07,0.000237445522713169,6.99793139226133,"10755_at"
"3845",-1.12356940713655,8.2603243805557,-3.47961394667863,0.00187003017124619,0.00974699695364042,-1.41676789535879,"3845_at"
"5763",-1.10989895352258,8.55052034691079,-3.72604078120161,0.00100552758683479,0.00656124988388013,-0.836671013895598,"5763_at"
"1081",-1.10740611343818,4.59933462635838,-4.57968399262499,0.000112277440423158,0.00189518871807861,1.2309036672164,"1081_at"
"10262",-1.10184295570759,8.59739631329434,-4.43449948372492,0.000163402575105625,0.0022669606016554,0.875721489207598,"10262_at"
"8453",1.10182528467419,6.61609011064987,5.61194038831308,7.89493435307655e-06,0.000655526408375943,3.7478395579924,"8453_at"
"134728",1.10209288923545,4.88086628134973,5.62835273048188,7.57216597328638e-06,0.000654064174518818,3.78739872084495,"134728_at"
"23528",1.1036189749586,7.80540781247067,4.75438851081963,7.14712607516681e-05,0.00153354340668819,1.65882007138231,"23528_at"
"25924",1.10380842939887,6.46818608194838,4.38980579922054,0.000183397250690281,0.00241045981429701,0.766529390692319,"25924_at"
"54927",1.10643136237063,7.10164426859768,3.67193679381668,0.00115309979582805,0.00715564723150092,-0.964973892733711,"54927_at"
"178",1.10666177949275,8.55584416580817,3.93387077245144,0.000592379005965171,0.00474737541400257,-0.339735028186883,"178_at"
"10464",1.10678488039937,7.20997510377097,3.28489248401827,0.00303218392863303,0.0135230253851772,-1.86618630203603,"10464_at"
"154661",1.10881446392079,6.06285885756783,3.44905620923773,0.0020182892594011,0.0102561739492861,-1.48786999585482,"154661_at"
"10438",1.11070471024219,5.96710674804613,3.31981543638043,0.00278185635092744,0.0127309793990812,-1.78625083110907,"10438_at"
"93594",1.11109747217744,5.66958675528945,4.56351460337953,0.000117070534789901,0.00193047210391266,1.19131863058968,"93594_at"
"55151",1.11365937710742,6.1412744860325,6.23124195871725,1.66115094055691e-06,0.000407434875721744,5.22295817502403,"55151_at"
"3838",1.11583374050118,10.872052058859,3.77066339697896,0.000897896844412038,0.00613635880389487,-0.730498277230986,"3838_at"
"51018",1.11759210981123,6.37898978122659,4.43111645254313,0.000164836904036927,0.00227286976625425,0.867453421741129,"51018_at"
"25950",1.11850997038503,8.61930929300209,3.41551075806357,0.00219421159227643,0.0108564938569183,-1.56568829246779,"25950_at"
"5686",1.12249745046019,7.07679501175638,5.01371946091656,3.65855486938746e-05,0.00114910635208764,2.29372356937183,"5686_at"
"3622",1.12260405514723,7.32301961365308,4.6005416567367,0.000106383048955227,0.00185679325643338,1.28197377570327,"3622_at"
"3600",1.123886998336,6.88237568575395,2.74019920455426,0.0112020249052368,0.0345056057381759,-3.06568163037097,"3600_at"
"7922",1.12507453819928,8.10097479618945,5.64879729876606,7.18870523087166e-06,0.000643028113315175,3.83664583264784,"7922_at"
"5264",1.12614030753319,9.130626200924,5.07952755342251,3.08780537306673e-05,0.00109755531073026,2.45458220326485,"5264_at"
"399818",1.13089401280748,6.25354893077502,4.54437312499221,0.000123009501082804,0.00198247570431169,1.14446486845138,"399818_at"
"55591",1.1320415660465,7.25950546611315,4.70235404321703,8.17617607156895e-05,0.00163314672029131,1.53134589302704,"55591_at"
"2888",1.13397025428541,4.46645574824821,4.06782705978672,0.000420303860680797,0.00389042217902641,-0.0165731744653828,"2888_at"
"8458",1.13654520892263,6.31879397176775,3.96661441382587,0.000544788625385714,0.0045382066703542,-0.260925753355837,"8458_at"
"10969",1.13703039007893,8.25725385380774,4.96013882929779,4.20080893005062e-05,0.00121367235716723,2.1626538285525,"10969_at"
"4291",1.13807278113863,6.83566753329699,5.44996489156877,1.19323591304259e-05,0.000753378960798379,3.35630171006742,"4291_at"
"5577",1.14215106132869,7.31447627236819,3.97362943080666,0.000535094619831235,0.00449584831526785,-0.244025437433613,"5577_at"
"22915",1.1431359173757,5.49462403610133,3.9645423401347,0.000547685034655389,0.00454350552219163,-0.265916641281913,"22915_at"
"10049",1.14332052313544,7.28606795073489,5.6051471149322,8.03257408728024e-06,0.000655534851011349,3.73145910942913,"10049_at"
"55259",1.14490609184014,5.49269876986665,2.78030476027988,0.0102024819497611,0.0322194763884322,-2.98086344760925,"55259_at"
"7993",1.14518730053145,7.3817627547318,4.73589208724871,7.49714553153522e-05,0.00156469697633805,1.6135072900949,"7993_at"
"267",1.14795586410953,8.83766188824303,5.59174821736808,8.3112114559843e-06,0.000659871532807684,3.69913978653957,"267_at"
"9519",1.1484176200136,8.47646153725729,4.59635515850334,0.000107540813812069,0.00185739125643037,1.27172248433499,"9519_at"
"10210",1.14916345267108,7.66366811116287,3.71400517395583,0.0010366632565509,0.00669874137135291,-0.865254062095477,"10210_at"
"23548",1.14940406534169,6.78457220155088,5.10319085946078,2.90523792301711e-05,0.00108732836278237,2.51238587841304,"23548_at"
"10285",1.15143435311096,9.2006759938591,6.08882878246085,2.36961953773976e-06,0.000459829383484944,4.88723981415411,"10285_at"
"669",1.15517183743692,5.7045152656606,3.56784499604649,0.00149903141914146,0.00849261861638583,-1.21038136226796,"669_at"
"10773",1.16372060084614,4.64078902967802,5.3003775497645,1.75012813229485e-05,0.000889568850171904,2.99308680564476,"10773_at"
"22881",1.16465559121666,5.94323352243697,4.00387534167605,0.000495211945796784,0.00429099894149802,-0.171095140855139,"22881_at"
"25975",1.1662167841681,7.9556945343679,2.74935291643523,0.010966075080561,0.0340062772365085,-3.04637850616437,"25975_at"
"830",1.16661347852384,9.56539707180423,3.60901624274833,0.00135151712356255,0.00794273349430305,-1.11355234562854,"830_at"
"26578",1.17077496286344,9.28626767668316,3.57654963066083,0.00146658699521461,0.00839619005309563,-1.18993603399056,"26578_at"
"26278",1.17275329770123,7.63623076797999,4.53856279012017,0.000124871091998879,0.00198900423678463,1.13024427374918,"26278_at"
"8836",1.17654354335749,7.75679683174966,3.29581118084313,0.00295166546849477,0.013276661277261,-1.84122759163381,"8836_at"
"9538",1.1791992340295,9.32472871293892,6.30454206795027,1.38472571558881e-06,0.000405705492675837,5.39484756453837,"9538_at"
"79740",1.17961953445267,5.56818622188643,2.79940336085088,0.00975665151213409,0.0311631315660034,-2.94025217227983,"79740_at"
"577",1.18012475663077,4.86465070653547,5.6089648962573,7.95492516885249e-06,0.000655526408375943,3.7406652890286,"577_at"
"51441",1.18084023797,9.50660574485929,3.83979698330513,0.00075310984120215,0.00548407464883926,-0.565416865078134,"51441_at"
"64089",1.18251255559137,5.85112011628237,7.77847124003241,4.06125645777535e-08,0.000148982680816543,8.70372676949758,"64089_at"
"4085",1.18416232927943,6.27123605713694,3.06486772845815,0.00518709595051811,0.0195590341021224,-2.36217534529283,"4085_at"
"26275",1.18596910799779,9.14096303744564,2.88979510115182,0.00788537033451676,0.0266737550369798,-2.74618422344072,"26275_at"
"64863",1.18678960306707,6.43446374940213,5.50824628603748,1.02822661842661e-05,0.000712437134632026,3.49740962550585,"64863_at"
"23708",1.18873065168498,7.09484866922461,4.2973629429815,0.000232812975140422,0.00278559636844416,0.540985437678144,"23708_at"
"10560",1.19031203105596,7.05991298268027,3.65972973550551,0.00118922148652116,0.00729231660652211,-0.993853778512592,"10560_at"
"56906",1.19182717753792,7.05287264960878,5.73124581897318,5.83150764041381e-06,0.000600264334202193,4.0348879847352,"56906_at"
"9890",1.19383886700388,7.43298211919441,3.30492701882409,0.002886029700246,0.0130704029139596,-1.82036674113291,"9890_at"
"4698",1.19981015018393,9.02160646782168,3.18910540335067,0.0038356351706177,0.0159337154400594,-2.08379510152848,"4698_at"
"64395",1.20168141171397,7.72366167753187,5.75726626559904,5.45950492427286e-06,0.000594853717387262,4.09732849080573,"64395_at"
"55228",1.20291528132913,7.40876180089432,3.46425487518923,0.00194317289685287,0.0100160930093443,-1.45253071869888,"55228_at"
"55166",1.20454531687412,4.94169834387303,5.13233494595659,2.69524007895375e-05,0.00103986962196172,2.58354721185109,"55166_at"
"26032",1.21407613612624,4.1074999975537,8.57013495250536,6.76118175596156e-09,0.00013107144298849,10.3610067705638,"26032_at"
"54503",1.22188804519497,7.18514211935405,4.54079852135309,0.000124151472688157,0.00198557950577683,1.13571605041072,"54503_at"
"26235",1.22549796854259,5.41371131216316,5.74606236902485,5.61664152052637e-06,0.000596120647183742,4.07045029080139,"26235_at"
"5929",1.23190950589613,6.14881410949414,4.60429775990159,0.000105354915062495,0.001844123495922,1.29117142990841,"5929_at"
"2690",1.23329678046121,6.68554214879421,4.72013507567023,7.80883666796033e-05,0.00159796413892607,1.57490553187141,"2690_at"
"9928",1.23357211713109,5.75505617555877,3.16078288915393,0.0041101419226746,0.0166585174404564,-2.14765533042476,"9928_at"
"5205",1.23771611460064,7.5841899688351,3.64127336020002,0.00124594869525912,0.00753944851043421,-1.03746927693081,"5205_at"
"6787",1.23791098036198,7.27363469922729,5.4717126088505,1.12874254418714e-05,0.000745117793177024,3.40898454563537,"6787_at"
"11179",1.24062226171373,6.65783574922184,4.987638907374,3.91309990282199e-05,0.00119198718491932,2.2299349586647,"11179_at"
"29028",1.24339164111288,6.27153305133418,3.16926623693978,0.00402599575375605,0.0164410879226354,-2.12855140142772,"29028_at"
"10026",1.24385766531395,7.30610691010617,5.33755839802734,1.59099216151089e-05,0.000856222861739679,3.08349666118074,"10026_at"
"1407",1.24598997349809,7.89254829355649,3.95056354582105,0.000567626107506767,0.0046360658637036,-0.299573623661618,"1407_at"
"8706",1.24719897221777,6.01268292488408,5.02915517814423,3.51581340056267e-05,0.00113797533043907,2.33146699925243,"8706_at"
"9126",1.24749715377757,6.688283240356,3.75676800023475,0.000930139358148485,0.00625919008288882,-0.763593375532482,"9126_at"
"57103",1.25242431460316,6.4973869094624,3.83745145298701,0.000757622645557818,0.00550714771880992,-0.571028823732115,"57103_at"
"8038",1.25371313714349,7.13856810033845,2.56005749310565,0.0169363026187178,0.0466796586170366,-3.43848909556757,"8038_at"
"1266",1.25566230015791,9.17524256067813,4.03088482491692,0.00046208805850343,0.00411178795045995,-0.10588517837093,"1266_at"
"54069",1.25736423396913,7.3965463435438,5.03656768639159,3.44927006338722e-05,0.00113797533043907,2.3495893632627,"54069_at"
"8644",1.25792920281269,8.65646161190653,2.52131375527584,0.0184839684256561,0.0498614673120771,-3.51681961915855,"8644_at"
"4001",1.25909125049048,7.61438717485058,2.71541243052144,0.0118651630628965,0.035948232536662,-3.11778308672714,"4001_at"
"22911",1.2599812752562,7.28071687702692,5.08095707207575,3.07645569556879e-05,0.00109596727770489,2.45807477274831,"22911_at"
"3148",1.26076634106515,10.7138657870464,2.9184615840307,0.00736684686885229,0.0253745571315908,-2.68401866122433,"3148_at"
"24137",1.26132140775476,6.7732179997554,3.35266494349464,0.00256473054840373,0.0120440028779234,-1.71078429143996,"24137_at"
"80006",1.26479605915952,5.63837082061351,3.71117580310385,0.00104411890261515,0.00673417241850403,-0.871970056012919,"80006_at"
"4256",1.26652936531397,10.4162847427193,2.97018196256549,0.00651234038174288,0.0231588153899545,-2.57113595021785,"4256_at"
"54457",1.26680644277955,4.91008273887861,3.82082041307118,0.000790392909240413,0.00565965234192509,-0.610798582410266,"54457_at"
"6102",1.27004351388697,6.06299066620252,5.77247474695133,5.25330339584747e-06,0.000588410420188007,4.13379547623697,"6102_at"
"28965",1.27086897596681,5.30442529065815,3.42365426104973,0.00215018232518337,0.0106929678924633,-1.54682020466084,"28965_at"
"26271",1.27135489072423,6.79540018547326,3.58936109935499,0.00142007957768613,0.0082325314679639,-1.15981834049431,"26271_at"
"22976",1.27147735204697,7.70567777253008,4.26172539704198,0.000255220354229883,0.00291798096787023,0.454165641995044,"22976_at"
"2531",1.28371397586473,6.77831663292878,5.6900634984073,6.47350531558788e-06,0.000626013125928915,3.93594117633579,"2531_at"
"4675",1.28377120786114,7.8576695942962,3.98004653274631,0.000526376130430437,0.00444081081373026,-0.228560717906201,"4675_at"
"54769",1.28410500289869,4.39600985379676,4.65901204544324,9.14569235509954e-05,0.0017222415877015,1.42517426874356,"54769_at"
"114876",1.28669444771974,8.18691054499866,4.56327209010533,0.000117143957486987,0.00193047210391266,1.19072496435052,"114876_at"
"126231",1.28712966405836,7.35821785262527,4.09414819276001,0.000392835611247703,0.00373818411981398,0.0471421106317997,"126231_at"
"79728",1.29008909082496,7.39417851095909,5.09680450954132,2.9534120615605e-05,0.00109201611315894,2.49678771326576,"79728_at"
"2009",1.29031847479138,6.20841931977778,4.92268966934408,4.62709574849754e-05,0.00125671288750128,2.07100131389497,"2009_at"
"9015",1.29134880216582,5.09184550782097,4.43305059623154,0.000164015341495025,0.00226849556342172,0.872180378689989,"9015_at"
"64431",1.29978600543085,7.39995233506298,4.58243762557229,0.000111480943289075,0.00189244074811745,1.23764549031028,"64431_at"
"145389",1.3014138545045,6.06252432271188,4.15871895520379,0.000332752980150781,0.00342518193236613,0.203712124957721,"145389_at"
"23136",1.30218383618214,6.4920109878469,4.4996582433589,0.000138081539429787,0.00211079272662668,1.0350498039502,"23136_at"
"54830",1.30566278729968,5.27376624974168,6.15772525946388,1.99495812458356e-06,0.000439405615311503,5.04993759659259,"54830_at"
"51110",1.30934423761946,6.78239504980616,4.63165340902932,9.81606477783973e-05,0.00178440115837528,1.35816436734017,"51110_at"
"55153",1.31747783357826,8.17201016662873,4.94230765377215,4.39862640092478e-05,0.0012373563740174,2.11901813560417,"55153_at"
"3099",1.32084487953098,7.60045358149434,2.9461092770873,0.00689759728754638,0.0242053467195212,-2.62379003644346,"3099_at"
"55212",1.33079650036402,5.64467320541576,5.39428692668275,1.37584494639941e-05,0.000789371143056397,3.22127669864831,"55212_at"
"6790",1.33758001017283,7.05566645884592,3.74156936934974,0.000966708165415534,0.00638981931602833,-0.799758361301641,"6790_at"
"9582",1.33835931095408,6.5556721606359,2.69382197373767,0.0124727007862692,0.0373251720826791,-3.16296302663585,"9582_at"
"2202",1.34957772410209,7.24210891822971,2.92348821337898,0.00727933264239772,0.0251494732559157,-2.67308821235373,"2202_at"
"64123",1.35979486195686,7.0900249056679,4.78800628441011,6.55233660288553e-05,0.00146526269621733,1.74117489962126,"64123_at"
"90333",1.36699614177131,7.11022969974208,6.47396518693805,9.1123162731428e-07,0.000380932013345014,5.78968189507923,"90333_at"
"23234",1.36899520437406,8.14932053758071,3.13368060662868,0.00439045519957708,0.0173791898035496,-2.20854861056248,"23234_at"
"51163",1.37262644315632,6.7503126139581,5.78824332525639,5.04783320238035e-06,0.000588410420188007,4.17158308306086,"51163_at"
"4199",1.37308712139606,5.83049257211653,6.53891821751824,7.76826613665524e-07,0.000375581318897881,5.94011039368774,"4199_at"
"2643",1.37603576267818,6.48805232750784,3.74077546047611,0.000968656659548238,0.00639608189796747,-0.80164646863595,"2643_at"
"23536",1.37637527721155,6.96867851690701,5.86265784610154,4.1827414654315e-06,0.000544885356223017,4.34959440065849,"23536_at"
"990",1.37680113828945,5.37221228295703,3.73476999535606,0.000983521280095364,0.00646963709103193,-0.81592570149737,"990_at"
"84298",1.38240035170655,6.95319104846133,5.45480249840853,1.17857510752835e-05,0.000750188756941432,3.36802345500739,"84298_at"
"2967",1.39321771306246,6.61560910104865,7.844554837603,3.50531775679609e-08,0.000148982680816543,8.84064588241396,"2967_at"
"92104",1.39855961200106,4.73504406873153,6.48798399027368,8.80345627573257e-07,0.000377671811039305,5.8221938374172,"92104_at"
"891",1.40406608534255,7.25554941592393,2.94694171283846,0.00688392001375745,0.0241787067149876,-2.62197254421521,"891_at"
