gene_symbol,logfc_dz:839,logfc_dz:838,logfc_dz:848,logfc_dz:842,logfc_dz:843,logfc_dz:840,logfc_dz:841,logfc_dz:846,logfc_dz:847,logfc_dz:845,logfc_dz:844,logfc_dz:849,mean_logfc,median_logfc,common_experiment,organism,signature_type
SLC40A1,,0.0360964834690094,0.0269635487347841,0.0195831079035997,,,0.0375660844147205,,,,0.0375827066600322,,0.0315583862364292,0.0360964834690094,,human,UP
MRPL15,,,0.0315561071038246,,,,,,,,,,0.0315561071038246,0.0315561071038246,,human,UP
PPP1CC,0.0232688132673501,,0.0629274994134903,,0.0440347008407115,0.0207267235964536,,,,,0.0176059659570455,0.0207442473620176,0.0315513250728448,0.0220065303146839,0.0232688132673501,human,UP
SPCS1,0.0160485319793224,0.027147103101015,0.0689440965652465,,0.0503821298480033,0.0386774614453315,0.0158328562974929,,,0.0269972179085016,0.0255285166203975,0.0133459838107228,0.0314337663973371,0.0269972179085016,0.0160485319793224,human,UP
PHYH,,,,,,,,,,,,0.0312363356351852,0.0312363356351852,0.0312363356351852,,human,UP
MUCL1,0.0173621997237205,0.0265550762414932,,,,,0.0497173108160495,,,,,,0.0312115289270877,0.0265550762414932,0.0173621997237205,human,UP
CD24,0.0178450290113687,0.0244021881371736,,0.0311352666467428,0.0324753895401954,0.01793566159904,0.0416470766067504,0.0260864235460758,0.0311830379068851,0.0335437059402465,0.0496655367314815,0.0374045260250568,0.031211258335547,0.0311830379068851,0.0178450290113687,human,UP
C12orf75,,,,,,0.0191006213426589,0.0143938297405838,,0.0736120343208313,0.0171730127185583,0.0276425313204526,0.0347950272262096,0.0311195094448824,0.0233715763315558,,human,UP
YWHAG,0.0294207036495208,,0.0395094230771064,0.0269912220537662,0.0484174415469169,0.0285175405442714,,0.0171289630234241,0.0211665295064449,0.0310969837009906,0.0322412811219692,0.0354088172316551,0.0309898905456066,0.0302588436752557,0.0294207036495208,human,UP
TRAPPC8,,,,,,,,,0.0309837125241756,,,,0.0309837125241756,0.0309837125241756,,human,UP
RCC2,0.0436777472496032,0.0259343739598989,0.0267566498368978,0.0297611188143491,0.041676577180624,0.0367136038839817,0.0309449434280395,0.0148165002465248,,0.0284263119101524,0.0447575971484184,0.0128263849765062,0.0305719826031814,0.0297611188143491,0.0436777472496032,human,UP
BEX5,0.0401801317930221,0.020395653322339,,0.0243660844862461,,0.0420040376484394,0.0166649501770734,-0.0091409171000123,,0.0625496208667755,0.0474870279431343,,0.0305633236421272,0.0322731081396341,0.0401801317930221,human,UP
